카테고리,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2021년08월_남_연령구간인구수,"92,005","7,904","3,721","2,689","1,691","4,376","8,148","4,784","2,566","3,775","3,151","9,932","9,781","4,415","8,020","17,052"
2021년08월_남_0~9세,"7,673",354,240,52,38,280,"1,479",242,66,120,174,831,851,277,651,"2,018"
2021년08월_남_10~19세,"9,076",528,362,111,56,400,633,393,139,244,221,"1,042","1,343",455,920,"2,229"
2021년08월_남_20~29세,"11,370","1,212",363,163,95,431,884,504,164,421,382,"1,485","1,270",591,"1,123","2,282"
2021년08월_남_30~39세,"12,106",969,317,171,84,567,"2,068",427,140,266,295,"1,477","1,107",457,"1,063","2,698"
2021년08월_남_40~49세,"14,870","1,182",552,295,170,716,"1,341",718,315,488,481,"1,652","1,674",735,"1,409","3,142"
2021년08월_남_50~59세,"15,289","1,836",733,457,321,743,847,900,453,711,432,"1,663","1,668",784,"1,298","2,443"
2021년08월_남_60~69세,"11,798","1,137",591,676,444,681,552,815,580,749,547,"1,048","1,052",642,918,"1,366"
2021년08월_남_70~79세,"6,583",469,361,474,336,382,234,504,462,536,382,502,562,324,455,600
2021년08월_남_80~89세,"2,974",189,187,271,139,160,101,263,229,220,218,217,231,134,164,251
2021년08월_남_90~99세,264,28,15,19,8,16,9,18,17,20,19,15,22,16,19,23
2021년08월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021년08월_여_총인구수,"84,355","5,649","3,557","2,618","1,647","3,751","7,371","4,513","2,480","3,513","2,957","9,104","8,918","4,300","7,801","16,176"
2021년08월_여_연령구간인구수,"84,355","5,649","3,557","2,618","1,647","3,751","7,371","4,513","2,480","3,513","2,957","9,104","8,918","4,300","7,801","16,176"
2021년08월_여_0~9세,"7,364",324,228,65,22,290,"1,406",223,57,116,173,733,764,250,684,"2,029"
2021년08월_여_10~19세,"8,031",465,315,94,55,364,609,350,119,197,212,936,926,401,989,"1,999"
2021년08월_여_20~29세,"7,645",534,236,99,58,240,691,323,113,248,176,"1,097",829,470,854,"1,677"
2021년08월_여_30~39세,"9,681",470,274,95,61,335,"1,781",353,111,192,224,"1,150",972,367,806,"2,490"
2021년08월_여_40~49세,"12,920",745,513,173,108,505,"1,076",582,203,334,339,"1,565","1,662",671,"1,372","3,072"
2021년08월_여_50~59세,"13,185","1,189",584,382,256,618,782,787,359,597,362,"1,491","1,586",736,"1,211","2,245"
2021년08월_여_60~69세,"11,653",912,572,670,445,611,497,801,598,735,566,"1,098","1,110",713,936,"1,389"
2021년08월_여_70~79세,"7,405",524,415,526,340,413,277,550,467,587,443,574,609,432,539,709
2021년08월_여_80~89세,"5,420",410,356,434,259,307,210,463,386,424,400,373,375,213,347,463
2021년08월_여_90~99세,"1,015",74,57,79,42,67,41,79,66,82,56,84,81,45,61,101
2021년08월_여_100세 이상,36,2,7,1,1,1,1,2,1,1,6,3,4,2,2,2
2021년09월_계_총인구수,"176,491","13,570","7,277","5,297","3,347","8,130","15,529","9,264","5,039","7,294","6,062","19,039","18,652","8,721","15,820","33,450"
2021년09월_계_연령구간인구수,"176,491","13,570","7,277","5,297","3,347","8,130","15,529","9,264","5,039","7,294","6,062","19,039","18,652","8,721","15,820","33,450"
2021년09월_계_0~9세,"14,973",679,465,113,60,565,"2,888",461,121,230,348,"1,558","1,604",527,"1,311","4,043"
2021년09월_계_10~19세,"17,124",993,674,203,112,773,"1,240",734,261,446,423,"1,973","2,254",862,"1,907","4,269"
2021년09월_계_20~29세,"18,985","1,744",594,262,148,664,"1,578",821,273,672,552,"2,599","2,076","1,054","1,981","3,967"
2021년09월_계_30~39세,"21,738","1,433",579,262,148,897,"3,831",765,244,456,510,"2,622","2,055",825,"1,882","5,229"
2021년09월_계_40~49세,"27,796","1,940","1,071",469,281,"1,214","2,433","1,291",518,823,812,"3,189","3,332","1,401","2,766","6,256"
2021년09월_계_50~59세,"28,580","3,014","1,319",840,576,"1,368","1,636","1,698",814,"1,316",784,"3,170","3,268","1,523","2,521","4,733"
2021년09월_계_60~69세,"23,543","2,074","1,172","1,342",899,"1,292","1,052","1,615","1,180","1,476","1,105","2,162","2,170","1,358","1,859","2,787"
2021년09월_계_70~79세,"13,993",983,777,"1,002",674,803,510,"1,048",929,"1,127",825,"1,075","1,174",754,995,"1,317"
2021년09월_계_80~89세,"8,432",606,547,704,401,469,309,727,611,644,621,590,611,356,514,722
2021년09월_계_90~99세,"1,286",100,72,99,47,84,51,102,86,103,76,98,103,59,82,124
2021년09월_계_100세 이상,41,4,7,1,1,1,1,2,2,1,6,3,5,2,2,3
2021년09월_남_총인구수,"92,022","7,910","3,717","2,684","1,698","4,366","8,154","4,768","2,556","3,779","3,123","9,933","9,751","4,398","8,026","17,159"
2021년09월_남_연령구간인구수,"92,022","7,910","3,717","2,684","1,698","4,366","8,154","4,768","2,556","3,779","3,123","9,933","9,751","4,398","8,026","17,159"
2021년09월_남_0~9세,"7,639",358,238,48,37,276,"1,481",241,65,116,172,831,856,270,640,"2,010"
2021년09월_남_10~19세,"9,086",526,360,110,57,400,633,393,141,245,217,"1,035","1,333",467,921,"2,248"
2021년09월_남_20~29세,"11,329","1,211",363,164,92,417,896,501,157,425,376,"1,491","1,255",577,"1,126","2,278"
2021년09월_남_30~39세,"12,074",960,310,169,85,566,"2,051",419,136,267,287,"1,475","1,095",458,"1,070","2,726"
2021년09월_남_40~49세,"14,864","1,200",553,297,171,710,"1,346",716,311,491,480,"1,634","1,670",725,"1,398","3,162"
2021년09월_남_50~59세,"15,333","1,817",737,458,320,753,850,900,455,712,425,"1,676","1,669",781,"1,310","2,470"
2021년09월_남_60~69세,"11,845","1,154",590,672,450,681,550,813,581,747,545,"1,056","1,056",647,921,"1,382"
2021년09월_남_70~79세,"6,594",465,363,478,336,385,238,504,463,535,383,505,560,320,456,603
2021년09월_남_80~89세,"2,991",192,188,269,142,162,100,262,228,220,218,216,235,137,165,257
2021년09월_남_90~99세,265,27,15,19,8,16,9,19,18,21,20,14,21,16,19,23
2021년09월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021년09월_여_총인구수,"84,469","5,660","3,560","2,613","1,649","3,764","7,375","4,496","2,483","3,515","2,939","9,106","8,901","4,323","7,794","16,291"
2021년09월_여_연령구간인구수,"84,469","5,660","3,560","2,613","1,649","3,764","7,375","4,496","2,483","3,515","2,939","9,106","8,901","4,323","7,794","16,291"
2021년09월_여_0~9세,"7,334",321,227,65,23,289,"1,407",220,56,114,176,727,748,257,671,"2,033"
2021년09월_여_10~19세,"8,038",467,314,93,55,373,607,341,120,201,206,938,921,395,986,"2,021"
2021년09월_여_20~29세,"7,656",533,231,98,56,247,682,320,116,247,176,"1,108",821,477,855,"1,689"
2021년09월_여_30~39세,"9,664",473,269,93,63,331,"1,780",346,108,189,223,"1,147",960,367,812,"2,503"
2021년09월_여_40~49세,"12,932",740,518,172,110,504,"1,087",575,207,332,332,"1,555","1,662",676,"1,368","3,094"
2021년09월_여_50~59세,"13,247","1,197",582,382,256,615,786,798,359,604,359,"1,494","1,599",742,"1,211","2,263"
2021년09월_여_60~69세,"11,698",920,582,670,449,611,502,802,599,729,560,"1,106","1,114",711,938,"1,405"
2021년09월_여_70~79세,"7,399",518,414,524,338,418,272,544,466,592,442,570,614,434,539,714
2021년09월_여_80~89세,"5,441",414,359,435,259,307,209,465,383,424,403,374,376,219,349,465
2021년09월_여_90~99세,"1,021",73,57,80,39,68,42,83,68,82,56,84,82,43,63,101
2021년09월_여_100세 이상,39,4,7,1,1,1,1,2,1,1,6,3,4,2,2,3
2021년10월_계_총인구수,"176,595","13,577","7,281","5,272","3,338","8,112","15,485","9,279","5,032","7,286","6,093","19,085","18,633","8,757","15,819","33,546"
2021년10월_계_연령구간인구수,"176,595","13,577","7,281","5,272","3,338","8,112","15,485","9,279","5,032","7,286","6,093","19,085","18,633","8,757","15,819","33,546"
2021년10월_계_0~9세,"14,898",677,463,105,58,557,"2,876",456,121,225,350,"1,573","1,588",523,"1,299","4,027"
2021년10월_계_10~19세,"17,129",989,681,200,107,763,"1,242",733,258,442,424,"1,974","2,260",871,"1,915","4,270"
2021년10월_계_20~29세,"18,959","1,743",598,260,149,664,"1,562",819,268,669,564,"2,581","2,055","1,071","1,973","3,983"
2021년10월_계_30~39세,"21,693","1,428",567,253,148,895,"3,794",775,244,461,500,"2,646","2,051",825,"1,874","5,232"
2021년10월_계_40~49세,"27,803","1,931","1,072",463,276,"1,212","2,454","1,286",513,816,816,"3,185","3,316","1,411","2,759","6,293"
2021년10월_계_50~59세,"28,683","3,024","1,328",836,576,"1,364","1,629","1,712",807,"1,324",797,"3,175","3,289","1,531","2,525","4,766"
2021년10월_계_60~69세,"23,609","2,092","1,169","1,340",899,"1,297","1,062","1,618","1,188","1,468","1,096","2,174","2,179","1,361","1,872","2,794"
2021년10월_계_70~79세,"14,054",988,779,"1,009",670,799,506,"1,053",931,"1,137",835,"1,085","1,175",749,"1,007","1,331"
2021년10월_계_80~89세,"8,430",601,546,707,403,475,306,721,611,640,627,592,613,352,512,724
2021년10월_계_90~99세,"1,296",100,72,97,51,85,53,104,89,103,78,97,102,61,81,123
2021년10월_계_100세 이상,41,4,6,2,1,1,1,2,2,1,6,3,5,2,2,3
2021년10월_남_총인구수,"92,067","7,918","3,712","2,675","1,693","4,357","8,128","4,780","2,548","3,772","3,140","9,964","9,735","4,416","8,022","17,207"
2021년10월_남_연령구간인구수,"92,067","7,918","3,712","2,675","1,693","4,357","8,128","4,780","2,548","3,772","3,140","9,964","9,735","4,416","8,022","17,207"
2021년10월_남_0~9세,"7,580",352,234,46,35,271,"1,475",238,64,114,172,843,852,263,633,"1,988"
2021년10월_남_10~19세,"9,102",523,367,106,54,395,639,393,141,239,220,"1,040","1,330",477,930,"2,248"
2021년10월_남_20~29세,"11,302","1,210",361,163,93,416,882,497,152,420,382,"1,479","1,248",586,"1,115","2,298"
2021년10월_남_30~39세,"12,063",957,305,163,85,564,"2,026",424,137,273,281,"1,500","1,091",459,"1,067","2,731"
2021년10월_남_40~49세,"14,870","1,197",552,293,169,711,"1,364",714,309,491,481,"1,627","1,659",729,"1,392","3,182"
2021년10월_남_50~59세,"15,413","1,830",741,457,321,756,846,910,454,718,432,"1,676","1,678",787,"1,318","2,489"
2021년10월_남_60~69세,"11,852","1,162",588,673,450,681,552,816,579,740,541,"1,061","1,060",647,922,"1,380"
2021년10월_남_70~79세,"6,637",468,362,487,335,384,237,507,466,540,391,507,560,319,463,611
2021년10월_남_80~89세,"2,975",192,187,268,142,163,98,261,227,214,220,217,235,132,163,256
2021년10월_남_90~99세,271,27,15,19,9,16,9,20,18,23,20,14,21,17,19,24
2021년10월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021년10월_여_총인구수,"84,528","5,659","3,569","2,597","1,645","3,755","7,357","4,499","2,484","3,514","2,953","9,121","8,898","4,341","7,797","16,339"
2021년10월_여_연령구간인구수,"84,528","5,659","3,569","2,597","1,645","3,755","7,357","4,499","2,484","3,514","2,953","9,121","8,898","4,341","7,797","16,339"
2021년10월_여_0~9세,"7,318",325,229,59,23,286,"1,401",218,57,111,178,730,736,260,666,"2,039"
2021년10월_여_10~19세,"8,027",466,314,94,53,368,603,340,117,203,204,934,930,394,985,"2,022"
2021년10월_여_20~29세,"7,657",533,237,97,56,248,680,322,116,249,182,"1,102",807,485,858,"1,685"
2021년10월_여_30~39세,"9,630",471,262,90,63,331,"1,768",351,107,188,219,"1,146",960,366,807,"2,501"
2021년10월_여_40~49세,"12,933",734,520,170,107,501,"1,090",572,204,325,335,"1,558","1,657",682,"1,367","3,111"
2021년10월_여_50~59세,"13,270","1,194",587,379,255,608,783,802,353,606,365,"1,499","1,611",744,"1,207","2,277"
2021년10월_여_60~69세,"11,757",930,581,667,449,616,510,802,609,728,555,"1,113","1,119",714,950,"1,414"
2021년10월_여_70~79세,"7,417",520,417,522,335,415,269,546,465,597,444,578,615,430,544,720
2021년10월_여_80~89세,"5,455",409,359,439,261,312,208,460,384,426,407,375,378,220,349,468
2021년10월_여_90~99세,"1,025",73,57,78,42,69,44,84,71,80,58,83,81,44,62,99
2021년10월_여_100세 이상,39,4,6,2,1,1,1,2,1,1,6,3,4,2,2,3
2021년11월_계_총인구수,"176,610","13,554","7,283","5,271","3,347","8,139","15,450","9,275","5,016","7,279","6,071","19,078","18,587","8,763","15,856","33,641"
2021년11월_계_연령구간인구수,"176,610","13,554","7,283","5,271","3,347","8,139","15,450","9,275","5,016","7,279","6,071","19,078","18,587","8,763","15,856","33,641"
2021년11월_계_0~9세,"14,813",674,461,103,58,560,"2,856",447,120,221,344,"1,570","1,578",523,"1,286","4,012"
2021년11월_계_10~19세,"17,096",979,680,202,108,759,"1,254",735,254,441,419,"1,959","2,242",872,"1,914","4,278"
2021년11월_계_20~29세,"18,949","1,736",608,264,148,660,"1,550",816,259,662,566,"2,587","2,046","1,067","1,997","3,983"
2021년11월_계_30~39세,"21,667","1,430",562,252,150,907,"3,775",779,242,467,495,"2,639","2,033",821,"1,878","5,237"
2021년11월_계_40~49세,"27,759","1,909","1,073",463,275,"1,212","2,457","1,278",510,810,810,"3,160","3,312","1,420","2,756","6,314"
2021년11월_계_50~59세,"28,758","3,029","1,329",830,582,"1,376","1,626","1,714",806,"1,316",800,"3,178","3,284","1,536","2,536","4,816"
2021년11월_계_60~69세,"23,717","2,098","1,169","1,339",905,"1,297","1,069","1,631","1,187","1,484","1,088","2,195","2,197","1,362","1,884","2,812"
2021년11월_계_70~79세,"14,066",996,775,"1,011",670,803,500,"1,050",940,"1,132",837,"1,096","1,169",745,"1,006","1,336"
2021년11월_계_80~89세,"8,441",597,550,709,401,481,308,717,606,639,623,591,617,356,517,729
2021년11월_계_90~99세,"1,305",102,71,95,49,83,54,106,90,106,83,100,106,59,80,121
2021년11월_계_100세 이상,39,4,5,3,1,1,1,2,2,1,6,3,3,2,2,3
2021년11월_남_총인구수,"92,088","7,909","3,714","2,681","1,699","4,372","8,100","4,789","2,538","3,768","3,137","9,960","9,699","4,417","8,055","17,250"
2021년11월_남_연령구간인구수,"92,088","7,909","3,714","2,681","1,699","4,372","8,100","4,789","2,538","3,768","3,137","9,960","9,699","4,417","8,055","17,250"
2021년11월_남_0~9세,"7,541",352,233,46,34,272,"1,463",231,62,113,171,839,851,264,631,"1,979"
2021년11월_남_10~19세,"9,070",518,370,107,55,393,643,395,137,235,218,"1,027","1,318",480,928,"2,246"
2021년11월_남_20~29세,"11,304","1,204",365,169,90,415,874,500,147,413,384,"1,486","1,236",588,"1,136","2,297"
2021년11월_남_30~39세,"12,076",964,307,163,88,568,"2,013",431,138,278,279,"1,499","1,087",453,"1,071","2,737"
2021년11월_남_40~49세,"14,836","1,192",553,295,165,715,"1,359",709,307,490,479,"1,614","1,656",731,"1,385","3,186"
2021년11월_남_50~59세,"15,450","1,821",735,454,327,764,852,913,451,713,434,"1,677","1,671",788,"1,326","2,524"
2021년11월_남_60~69세,"11,912","1,167",587,671,456,680,553,828,577,752,537,"1,075","1,067",647,930,"1,385"
2021년11월_남_70~79세,"6,643",473,362,489,334,384,235,503,473,539,394,509,554,316,463,615
2021년11월_남_80~89세,"2,982",190,187,269,142,165,99,258,227,212,220,220,237,133,166,257
2021년11월_남_90~99세,272,28,15,18,8,16,9,21,18,23,21,14,22,16,19,24
2021년11월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021년11월_여_총인구수,"84,522","5,645","3,569","2,590","1,648","3,767","7,350","4,486","2,478","3,511","2,934","9,118","8,888","4,346","7,801","16,391"
2021년11월_여_연령구간인구수,"84,522","5,645","3,569","2,590","1,648","3,767","7,350","4,486","2,478","3,511","2,934","9,118","8,888","4,346","7,801","16,391"
2021년11월_여_0~9세,"7,272",322,228,57,24,288,"1,393",216,58,108,173,731,727,259,655,"2,033"
2021년11월_여_10~19세,"8,026",461,310,95,53,366,611,340,117,206,201,932,924,392,986,"2,032"
2021년11월_여_20~29세,"7,645",532,243,95,58,245,676,316,112,249,182,"1,101",810,479,861,"1,686"
2021년11월_여_30~39세,"9,591",466,255,89,62,339,"1,762",348,104,189,216,"1,140",946,368,807,"2,500"
2021년11월_여_40~49세,"12,923",717,520,168,110,497,"1,098",569,203,320,331,"1,546","1,656",689,"1,371","3,128"
2021년11월_여_50~59세,"13,308","1,208",594,376,255,612,774,801,355,603,366,"1,501","1,613",748,"1,210","2,292"
2021년11월_여_60~69세,"11,805",931,582,668,449,617,516,803,610,732,551,"1,120","1,130",715,954,"1,427"
2021년11월_여_70~79세,"7,423",523,413,522,336,419,265,547,467,593,443,587,615,429,543,721
2021년11월_여_80~89세,"5,459",407,363,440,259,316,209,459,379,427,403,371,380,223,351,472
2021년11월_여_90~99세,"1,033",74,56,77,41,67,45,85,72,83,62,86,84,43,61,97
2021년11월_여_100세 이상,37,4,5,3,1,1,1,2,1,1,6,3,3,1,2,3
2021년12월_계_총인구수,"176,645","13,493","7,291","5,267","3,338","8,172","15,447","9,281","5,012","7,285","6,044","19,079","18,586","8,766","15,852","33,732"
2021년12월_계_연령구간인구수,"176,645","13,493","7,291","5,267","3,338","8,172","15,447","9,281","5,012","7,285","6,044","19,079","18,586","8,766","15,852","33,732"
2021년12월_계_0~9세,"14,755",669,462,104,59,560,"2,846",438,116,227,340,"1,568","1,563",523,"1,271","4,009"
2021년12월_계_10~19세,"17,111",974,680,196,108,766,"1,266",742,249,438,413,"1,941","2,258",869,"1,909","4,302"
2021년12월_계_20~29세,"18,885","1,732",604,265,143,659,"1,521",807,258,655,567,"2,594","2,025","1,067","2,004","3,984"
2021년12월_계_30~39세,"21,597","1,416",554,250,149,904,"3,780",777,241,462,499,"2,620","2,013",820,"1,887","5,225"
2021년12월_계_40~49세,"27,812","1,891","1,079",466,271,"1,210","2,481","1,289",510,807,796,"3,167","3,324","1,407","2,769","6,345"
2021년12월_계_50~59세,"28,792","3,001","1,327",828,584,"1,387","1,621","1,719",815,"1,324",802,"3,192","3,287","1,541","2,522","4,842"
2021년12월_계_60~69세,"23,804","2,099","1,181","1,337",906,"1,316","1,072","1,639","1,184","1,491","1,086","2,206","2,209","1,361","1,890","2,827"
2021년12월_계_70~79세,"14,009","1,003",768,"1,006",662,802,494,"1,041",926,"1,125",834,"1,092","1,170",752,"1,001","1,333"
2021년12월_계_80~89세,"8,521",601,557,714,404,481,311,723,620,647,617,597,627,365,516,741
2021년12월_계_90~99세,"1,321",103,74,98,51,86,55,103,91,108,84,99,108,59,81,121
2021년12월_계_100세 이상,38,4,5,3,1,1,0,3,2,1,6,3,2,2,2,3
2021년12월_남_총인구수,"92,122","7,864","3,715","2,680","1,701","4,392","8,099","4,797","2,542","3,760","3,129","9,956","9,693","4,425","8,075","17,294"
2021년12월_남_연령구간인구수,"92,122","7,864","3,715","2,680","1,701","4,392","8,099","4,797","2,542","3,760","3,129","9,956","9,693","4,425","8,075","17,294"
2021년12월_남_0~9세,"7,505",352,233,47,35,271,"1,458",228,61,116,170,836,839,266,622,"1,971"
2021년12월_남_10~19세,"9,080",516,370,104,57,394,652,395,133,234,219,"1,015","1,323",478,929,"2,261"
2021년12월_남_20~29세,"11,297","1,200",364,171,88,418,860,497,146,405,386,"1,493","1,232",591,"1,147","2,299"
2021년12월_남_30~39세,"12,055",962,300,160,88,570,"2,007",430,138,273,284,"1,494","1,077",453,"1,078","2,741"
2021년12월_남_40~49세,"14,839","1,175",556,298,162,707,"1,377",719,308,483,470,"1,613","1,655",726,"1,393","3,197"
2021년12월_남_50~59세,"15,480","1,800",731,451,329,774,852,917,457,717,435,"1,685","1,675",794,"1,324","2,539"
2021년12월_남_60~69세,"11,936","1,163",595,672,458,688,552,830,575,755,532,"1,078","1,070",641,935,"1,392"
2021년12월_남_70~79세,"6,640",474,360,486,332,388,231,499,467,540,394,509,560,325,465,610
2021년12월_남_80~89세,"3,018",194,192,273,144,166,101,262,238,213,217,219,241,135,163,260
2021년12월_남_90~99세,269,28,14,18,8,16,9,19,18,24,22,14,21,15,19,24
2021년12월_남_100세 이상,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2021년12월_여_총인구수,"84,523","5,629","3,576","2,587","1,637","3,780","7,348","4,484","2,470","3,525","2,915","9,123","8,893","4,341","7,777","16,438"
2021년12월_여_연령구간인구수,"84,523","5,629","3,576","2,587","1,637","3,780","7,348","4,484","2,470","3,525","2,915","9,123","8,893","4,341","7,777","16,438"
2021년12월_여_0~9세,"7,250",317,229,57,24,289,"1,388",210,55,111,170,732,724,257,649,"2,038"
2021년12월_여_10~19세,"8,031",458,310,92,51,372,614,347,116,204,194,926,935,391,980,"2,041"
2021년12월_여_20~29세,"7,588",532,240,94,55,241,661,310,112,250,181,"1,101",793,476,857,"1,685"
2021년12월_여_30~39세,"9,542",454,254,90,61,334,"1,773",347,103,189,215,"1,126",936,367,809,"2,484"
2021년12월_여_40~49세,"12,973",716,523,168,109,503,"1,104",570,202,324,326,"1,554","1,669",681,"1,376","3,148"
2021년12월_여_50~59세,"13,312","1,201",596,377,255,613,769,802,358,607,367,"1,507","1,612",747,"1,198","2,303"
2021년12월_여_60~69세,"11,868",936,586,665,448,628,520,809,609,736,554,"1,128","1,139",720,955,"1,435"
2021년12월_여_70~79세,"7,369",529,408,520,330,414,263,542,459,585,440,583,610,427,536,723
2021년12월_여_80~89세,"5,503",407,365,441,260,315,210,461,382,434,400,378,386,230,353,481
2021년12월_여_90~99세,"1,052",75,60,80,43,70,46,84,73,84,62,85,87,44,62,97
2021년12월_여_100세 이상,35,4,5,3,1,1,0,2,1,1,6,3,2,1,2,3
