카테고리,경기도 이천시,경기도 이천시 장호원읍,경기도 이천시 부발읍,경기도 이천시 신둔면,경기도 이천시 백사면,경기도 이천시 호법면,경기도 이천시 마장면,경기도 이천시 대월면,경기도 이천시 모가면,경기도 이천시 설성면,경기도 이천시 율면,경기도 이천시 창전동,경기도 이천시 증포동,경기도 이천시 중리동,경기도 이천시 관고동
2021년09월_계_0~9세,"18,157",908,"3,028","1,048",748,294,"1,555","1,124",126,155,56,876,"6,812",884,543
2021년09월_계_10~19세,"23,409","1,328","4,410","1,092",863,882,"1,828","1,176",244,212,121,"1,495","8,108",896,754
2021년09월_계_20~29세,"31,299","1,516","5,250","1,627","1,335",770,"2,386","2,636",373,403,169,"2,771","7,344","3,211","1,508"
2021년09월_계_30~39세,"30,805","1,455","4,955","1,813","1,250",670,"2,740","2,491",348,351,154,"2,185","8,669","2,436","1,288"
2021년09월_계_40~49세,"34,862","1,971","6,579","1,964","1,611",698,"2,117","2,108",474,485,223,"2,496","10,867","1,838","1,431"
2021년09월_계_50~59세,"35,504","2,419","5,582","2,599","2,144","1,086","2,093","1,930",822,849,427,"2,841","8,496","2,265","1,951"
2021년09월_계_60~69세,"28,218","2,622","3,670","2,244","1,874","1,116","1,702","1,670","1,004","1,083",699,"2,553","4,304","2,036","1,641"
2021년09월_계_70~79세,"13,153","1,394","1,640","1,030",893,580,879,852,558,655,408,"1,149","1,489",902,724
2021년09월_계_80~89세,"7,066",851,813,487,534,316,440,451,374,433,337,519,743,450,318
2021년09월_계_90~99세,976,109,89,82,97,46,67,65,46,65,48,66,101,61,34
2021년09월_계_100세 이상,33,3,2,3,3,1,3,1,2,7,2,1,0,4,1
2021년09월_남_총인구수,"115,995","7,411","18,995","7,342","5,785","3,526","8,658","7,430","2,338","2,487","1,374","8,466","28,398","8,572","5,213"
2021년09월_남_연령구간인구수,"115,995","7,411","18,995","7,342","5,785","3,526","8,658","7,430","2,338","2,487","1,374","8,466","28,398","8,572","5,213"
2021년09월_남_0~9세,"9,379",460,"1,551",532,391,150,814,568,72,75,35,457,"3,521",466,287
2021년09월_남_10~19세,"12,251",706,"2,274",612,453,533,954,605,147,106,64,758,"4,216",466,357
2021년09월_남_20~29세,"17,836",889,"3,160",861,745,444,"1,468","1,339",228,246,99,"1,504","3,840","2,238",775
2021년09월_남_30~39세,"16,593",784,"2,644",984,635,395,"1,572","1,335",214,220,95,"1,241","4,174","1,556",744
2021년09월_남_40~49세,"18,071","1,018","3,365","1,091",847,408,"1,214","1,159",271,294,144,"1,238","5,248","1,014",760
2021년09월_남_50~59세,"18,480","1,264","3,013","1,356","1,085",629,"1,141","1,010",450,482,228,"1,360","4,296","1,176",990
2021년09월_남_60~69세,"14,483","1,301","1,917","1,199",979,579,892,850,534,573,372,"1,177","2,222","1,035",853
2021년09월_남_70~79세,"6,065",651,757,497,407,263,422,395,268,315,193,531,624,420,322
2021년09월_남_80~89세,"2,599",313,296,192,217,115,162,152,143,159,131,181,240,182,116
2021년09월_남_90~99세,230,25,18,17,26,10,17,17,11,15,12,19,17,17,9
2021년09월_남_100세 이상,8,0,0,1,0,0,2,0,0,2,1,0,0,2,0
2021년09월_여_총인구수,"107,487","7,165","17,023","6,647","5,567","2,933","7,152","7,074","2,033","2,211","1,270","8,486","28,535","6,411","4,980"
2021년09월_여_연령구간인구수,"107,487","7,165","17,023","6,647","5,567","2,933","7,152","7,074","2,033","2,211","1,270","8,486","28,535","6,411","4,980"
2021년09월_여_0~9세,"8,778",448,"1,477",516,357,144,741,556,54,80,21,419,"3,291",418,256
2021년09월_여_10~19세,"11,158",622,"2,136",480,410,349,874,571,97,106,57,737,"3,892",430,397
2021년09월_여_20~29세,"13,463",627,"2,090",766,590,326,918,"1,297",145,157,70,"1,267","3,504",973,733
2021년09월_여_30~39세,"14,212",671,"2,311",829,615,275,"1,168","1,156",134,131,59,944,"4,495",880,544
2021년09월_여_40~49세,"16,791",953,"3,214",873,764,290,903,949,203,191,79,"1,258","5,619",824,671
2021년09월_여_50~59세,"17,024","1,155","2,569","1,243","1,059",457,952,920,372,367,199,"1,481","4,200","1,089",961
2021년09월_여_60~69세,"13,735","1,321","1,753","1,045",895,537,810,820,470,510,327,"1,376","2,082","1,001",788
2021년09월_여_70~79세,"7,088",743,883,533,486,317,457,457,290,340,215,618,865,482,402
2021년09월_여_80~89세,"4,467",538,517,295,317,201,278,299,231,274,206,338,503,268,202
2021년09월_여_90~99세,746,84,71,65,71,36,50,48,35,50,36,47,84,44,25
2021년09월_여_100세 이상,25,3,2,2,3,1,1,1,2,5,1,1,0,2,1
2021년10월_계_총인구수,"224,066","14,584","36,085","14,033","11,365","6,442","15,812","14,549","4,377","4,735","2,651","16,963","57,237","15,012","10,221"
2021년10월_계_연령구간인구수,"224,066","14,584","36,085","14,033","11,365","6,442","15,812","14,549","4,377","4,735","2,651","16,963","57,237","15,012","10,221"
2021년10월_계_0~9세,"18,113",911,"3,022","1,040",748,290,"1,559","1,108",122,154,57,868,"6,810",881,543
2021년10월_계_10~19세,"23,254","1,326","4,379","1,070",851,850,"1,762","1,179",250,213,120,"1,481","8,126",892,755
2021년10월_계_20~29세,"31,500","1,517","5,271","1,642","1,335",779,"2,396","2,677",368,410,169,"2,782","7,419","3,226","1,509"
2021년10월_계_30~39세,"30,920","1,449","4,992","1,810","1,264",671,"2,770","2,476",349,352,153,"2,188","8,708","2,446","1,292"
2021년10월_계_40~49세,"34,955","1,996","6,560","1,974","1,607",698,"2,110","2,131",471,493,225,"2,485","10,925","1,841","1,439"
2021년10월_계_50~59세,"35,600","2,413","5,616","2,613","2,143","1,087","2,104","1,932",823,848,421,"2,857","8,536","2,263","1,944"
2021년10월_계_60~69세,"28,434","2,627","3,690","2,270","1,884","1,126","1,714","1,678","1,014","1,099",708,"2,556","4,364","2,046","1,658"
2021년10월_계_70~79세,"13,180","1,388","1,634","1,032",903,571,880,850,561,662,412,"1,157","1,500",906,724
2021년10월_계_80~89세,"7,089",846,825,497,533,323,444,450,372,431,338,522,743,445,320
2021년10월_계_90~99세,987,108,93,81,94,46,70,67,47,66,46,66,106,62,35
2021년10월_계_100세 이상,34,3,3,4,3,1,3,1,0,7,2,1,0,4,2
2021년10월_남_총인구수,"116,264","7,410","19,039","7,353","5,793","3,523","8,657","7,433","2,339","2,505","1,373","8,470","28,547","8,591","5,231"
2021년10월_남_연령구간인구수,"116,264","7,410","19,039","7,353","5,793","3,523","8,657","7,433","2,339","2,505","1,373","8,470","28,547","8,591","5,231"
2021년10월_남_0~9세,"9,359",461,"1,553",530,391,149,814,564,68,76,35,449,"3,522",461,286
2021년10월_남_10~19세,"12,160",706,"2,254",593,449,513,932,601,152,106,64,743,"4,221",467,359
2021년10월_남_20~29세,"17,944",889,"3,182",872,741,450,"1,467","1,344",225,250,101,"1,513","3,885","2,250",775
2021년10월_남_30~39세,"16,636",782,"2,651",979,643,398,"1,585","1,322",214,219,92,"1,246","4,193","1,566",746
2021년10월_남_40~49세,"18,112","1,023","3,362","1,092",849,409,"1,206","1,176",264,297,145,"1,236","5,273","1,016",764
2021년10월_남_50~59세,"18,540","1,261","3,032","1,365","1,080",634,"1,142","1,011",457,484,221,"1,369","4,317","1,178",989
2021년10월_남_60~69세,"14,588","1,306","1,925","1,213",992,583,904,852,536,582,377,"1,177","2,246","1,034",861
2021년10월_남_70~79세,"6,082",644,758,497,407,261,426,395,269,316,196,537,630,421,325
2021년10월_남_80~89세,"2,604",313,303,194,217,116,161,151,142,158,131,181,240,180,117
2021년10월_남_90~99세,231,25,19,17,24,10,18,17,12,15,10,19,20,16,9
2021년10월_남_100세 이상,8,0,0,1,0,0,2,0,0,2,1,0,0,2,0
2021년10월_여_총인구수,"107,802","7,174","17,046","6,680","5,572","2,919","7,155","7,116","2,038","2,230","1,278","8,493","28,690","6,421","4,990"
2021년10월_여_연령구간인구수,"107,802","7,174","17,046","6,680","5,572","2,919","7,155","7,116","2,038","2,230","1,278","8,493","28,690","6,421","4,990"
2021년10월_여_0~9세,"8,754",450,"1,469",510,357,141,745,544,54,78,22,419,"3,288",420,257
2021년10월_여_10~19세,"11,094",620,"2,125",477,402,337,830,578,98,107,56,738,"3,905",425,396
2021년10월_여_20~29세,"13,556",628,"2,089",770,594,329,929,"1,333",143,160,68,"1,269","3,534",976,734
2021년10월_여_30~39세,"14,284",667,"2,341",831,621,273,"1,185","1,154",135,133,61,942,"4,515",880,546
2021년10월_여_40~49세,"16,843",973,"3,198",882,758,289,904,955,207,196,80,"1,249","5,652",825,675
2021년10월_여_50~59세,"17,060","1,152","2,584","1,248","1,063",453,962,921,366,364,200,"1,488","4,219","1,085",955
2021년10월_여_60~69세,"13,846","1,321","1,765","1,057",892,543,810,826,478,517,331,"1,379","2,118","1,012",797
2021년10월_여_70~79세,"7,098",744,876,535,496,310,454,455,292,346,216,620,870,485,399
2021년10월_여_80~89세,"4,485",533,522,303,316,207,283,299,230,273,207,341,503,265,203
2021년10월_여_90~99세,756,83,74,64,70,36,52,50,35,51,36,47,86,46,26
2021년10월_여_100세 이상,26,3,3,3,3,1,1,1,0,5,1,1,0,2,2
2021년11월_계_총인구수,"223,831","14,552","36,123","13,984","11,399","6,211","15,633","14,615","4,406","4,728","2,659","16,944","57,330","15,016","10,231"
2021년11월_계_연령구간인구수,"223,831","14,552","36,123","13,984","11,399","6,211","15,633","14,615","4,406","4,728","2,659","16,944","57,330","15,016","10,231"
2021년11월_계_0~9세,"18,027",906,"3,020","1,036",746,288,"1,565","1,100",129,149,57,865,"6,750",882,534
2021년11월_계_10~19세,"22,736","1,310","4,388","1,027",850,647,"1,489","1,179",248,215,119,"1,477","8,151",881,755
2021년11월_계_20~29세,"31,493","1,516","5,235","1,639","1,340",747,"2,393","2,717",368,407,171,"2,783","7,442","3,220","1,515"
2021년11월_계_30~39세,"30,945","1,449","5,006","1,813","1,269",669,"2,800","2,482",350,352,151,"2,183","8,679","2,457","1,285"
2021년11월_계_40~49세,"35,029","2,003","6,577","1,962","1,600",692,"2,150","2,142",477,492,224,"2,475","10,968","1,833","1,434"
2021년11월_계_50~59세,"35,635","2,386","5,617","2,611","2,155","1,094","2,098","1,934",822,847,424,"2,844","8,578","2,263","1,962"
2021년11월_계_60~69세,"28,633","2,638","3,715","2,276","1,904","1,133","1,737","1,693","1,027","1,097",715,"2,575","4,401","2,062","1,660"
2021년11월_계_70~79세,"13,180","1,389","1,631","1,033",901,566,876,850,566,666,408,"1,155","1,506",904,729
2021년11월_계_80~89세,"7,136",841,836,504,539,326,452,450,372,431,343,520,751,450,321
2021년11월_계_90~99세,983,111,95,79,92,48,70,67,47,65,45,67,104,59,34
2021년11월_계_100세 이상,34,3,3,4,3,1,3,1,0,7,2,0,0,5,2
2021년11월_남_총인구수,"116,100","7,398","19,067","7,314","5,819","3,345","8,548","7,458","2,359","2,503","1,378","8,473","28,592","8,608","5,238"
2021년11월_남_연령구간인구수,"116,100","7,398","19,067","7,314","5,819","3,345","8,548","7,458","2,359","2,503","1,378","8,473","28,592","8,608","5,238"
2021년11월_남_0~9세,"9,301",453,"1,551",525,390,145,825,555,72,74,35,450,"3,484",460,282
2021년11월_남_10~19세,"11,814",697,"2,260",563,453,365,761,601,151,106,64,741,"4,231",463,358
2021년11월_남_20~29세,"17,947",894,"3,164",869,748,424,"1,471","1,354",224,248,102,"1,517","3,908","2,246",778
2021년11월_남_30~39세,"16,682",779,"2,667",983,644,403,"1,601","1,322",214,222,92,"1,256","4,173","1,585",741
2021년11월_남_40~49세,"18,168","1,035","3,367","1,085",850,400,"1,225","1,191",271,294,142,"1,237","5,292","1,015",764
2021년11월_남_50~59세,"18,550","1,245","3,035","1,364","1,083",640,"1,141","1,018",457,483,223,"1,352","4,338","1,171","1,000"
2021년11월_남_60~69세,"14,691","1,312","1,936","1,215","1,001",583,914,854,543,582,382,"1,187","2,274","1,046",862
2021년11월_남_70~79세,"6,090",646,760,497,406,260,426,396,272,320,194,535,627,423,328
2021년11월_남_80~89세,"2,619",310,306,196,220,114,165,151,142,157,134,179,245,183,117
2021년11월_남_90~99세,230,27,21,16,24,11,17,16,13,15,9,19,20,14,8
2021년11월_남_100세 이상,8,0,0,1,0,0,2,0,0,2,1,0,0,2,0
2021년11월_여_총인구수,"107,731","7,154","17,056","6,670","5,580","2,866","7,085","7,157","2,047","2,225","1,281","8,471","28,738","6,408","4,993"
2021년11월_여_연령구간인구수,"107,731","7,154","17,056","6,670","5,580","2,866","7,085","7,157","2,047","2,225","1,281","8,471","28,738","6,408","4,993"
2021년11월_여_0~9세,"8,726",453,"1,469",511,356,143,740,545,57,75,22,415,"3,266",422,252
2021년11월_여_10~19세,"10,922",613,"2,128",464,397,282,728,578,97,109,55,736,"3,920",418,397
2021년11월_여_20~29세,"13,546",622,"2,071",770,592,323,922,"1,363",144,159,69,"1,266","3,534",974,737
2021년11월_여_30~39세,"14,263",670,"2,339",830,625,266,"1,199","1,160",136,130,59,927,"4,506",872,544
2021년11월_여_40~49세,"16,861",968,"3,210",877,750,292,925,951,206,198,82,"1,238","5,676",818,670
2021년11월_여_50~59세,"17,085","1,141","2,582","1,247","1,072",454,957,916,365,364,201,"1,492","4,240","1,092",962
2021년11월_여_60~69세,"13,942","1,326","1,779","1,061",903,550,823,839,484,515,333,"1,388","2,127","1,016",798
2021년11월_여_70~79세,"7,090",743,871,536,495,306,450,454,294,346,214,620,879,481,401
2021년11월_여_80~89세,"4,517",531,530,308,319,212,287,299,230,274,209,341,506,267,204
2021년11월_여_90~99세,753,84,74,63,68,37,53,51,34,50,36,48,84,45,26
2021년11월_여_100세 이상,26,3,3,3,3,1,1,1,0,5,1,0,0,3,2
2021년12월_계_총인구수,"223,177","14,559","36,103","13,923","11,408","5,944","15,331","14,602","4,379","4,713","2,657","16,939","57,336","15,066","10,217"
2021년12월_계_연령구간인구수,"223,177","14,559","36,103","13,923","11,408","5,944","15,331","14,602","4,379","4,713","2,657","16,939","57,336","15,066","10,217"
2021년12월_계_0~9세,"17,883",895,"2,979","1,020",751,286,"1,548","1,083",126,143,57,855,"6,715",894,531
2021년12월_계_10~19세,"22,148","1,311","4,376",988,854,422,"1,217","1,173",237,216,118,"1,467","8,129",889,751
2021년12월_계_20~29세,"31,355","1,518","5,230","1,620","1,320",683,"2,351","2,740",368,403,171,"2,797","7,456","3,205","1,493"
2021년12월_계_30~39세,"30,906","1,453","4,989","1,795","1,290",673,"2,787","2,471",346,347,151,"2,178","8,638","2,492","1,296"
2021년12월_계_40~49세,"35,058","1,985","6,561","1,975","1,598",697,"2,179","2,147",469,488,227,"2,473","10,982","1,846","1,431"
2021년12월_계_50~59세,"35,688","2,397","5,644","2,634","2,147","1,100","2,098","1,925",819,848,422,"2,849","8,595","2,262","1,948"
2021년12월_계_60~69세,"28,797","2,645","3,758","2,278","1,912","1,136","1,742","1,694","1,027","1,099",725,"2,578","4,459","2,068","1,676"
2021년12월_계_70~79세,"13,179","1,398","1,633","1,027",910,571,878,846,563,666,397,"1,157","1,504",898,731
2021년12월_계_80~89세,"7,132",837,836,505,532,327,457,454,375,433,338,516,750,446,326
2021년12월_계_90~99세,"1,007",117,94,78,91,48,73,68,49,67,51,69,108,62,32
2021년12월_계_100세 이상,24,3,3,3,3,1,1,1,0,3,0,0,0,4,2
2021년12월_남_총인구수,"115,727","7,412","19,065","7,273","5,808","3,184","8,404","7,447","2,340","2,497","1,372","8,468","28,586","8,638","5,233"
2021년12월_남_연령구간인구수,"115,727","7,412","19,065","7,273","5,808","3,184","8,404","7,447","2,340","2,497","1,372","8,468","28,586","8,638","5,233"
2021년12월_남_0~9세,"9,237",454,"1,539",522,392,146,814,548,70,72,33,445,"3,461",465,276
2021년12월_남_10~19세,"11,479",695,"2,255",532,452,226,624,599,143,106,64,734,"4,226",468,355
2021년12월_남_20~29세,"17,852",889,"3,158",857,729,386,"1,451","1,357",223,247,102,"1,524","3,922","2,241",766
2021년12월_남_30~39세,"16,664",782,"2,664",973,652,401,"1,595","1,322",214,219,90,"1,253","4,146","1,601",752
2021년12월_남_40~49세,"18,184","1,034","3,351","1,094",847,406,"1,246","1,197",267,293,143,"1,233","5,288","1,023",762
2021년12월_남_50~59세,"18,569","1,243","3,051","1,370","1,084",642,"1,144","1,005",455,482,221,"1,360","4,349","1,167",996
2021년12월_남_60~69세,"14,779","1,324","1,959","1,218",999,588,917,853,540,585,387,"1,181","2,304","1,055",869
2021년12월_남_70~79세,"6,102",653,760,490,411,262,427,400,273,320,189,541,626,420,330
2021년12월_남_80~89세,"2,613",307,308,200,219,115,165,150,141,158,132,176,241,182,119
2021년12월_남_90~99세,244,31,20,16,23,12,20,16,14,15,11,21,23,14,8
2021년12월_남_100세 이상,4,0,0,1,0,0,1,0,0,0,0,0,0,2,0
2021년12월_여_총인구수,"107,450","7,147","17,038","6,650","5,600","2,760","6,927","7,155","2,039","2,216","1,285","8,471","28,750","6,428","4,984"
2021년12월_여_연령구간인구수,"107,450","7,147","17,038","6,650","5,600","2,760","6,927","7,155","2,039","2,216","1,285","8,471","28,750","6,428","4,984"
2021년12월_여_0~9세,"8,646",441,"1,440",498,359,140,734,535,56,71,24,410,"3,254",429,255
2021년12월_여_10~19세,"10,669",616,"2,121",456,402,196,593,574,94,110,54,733,"3,903",421,396
2021년12월_여_20~29세,"13,503",629,"2,072",763,591,297,900,"1,383",145,156,69,"1,273","3,534",964,727
2021년12월_여_30~39세,"14,242",671,"2,325",822,638,272,"1,192","1,149",132,128,61,925,"4,492",891,544
2021년12월_여_40~49세,"16,874",951,"3,210",881,751,291,933,950,202,195,84,"1,240","5,694",823,669
2021년12월_여_50~59세,"17,119","1,154","2,593","1,264","1,063",458,954,920,364,366,201,"1,489","4,246","1,095",952
2021년12월_여_60~69세,"14,018","1,321","1,799","1,060",913,548,825,841,487,514,338,"1,397","2,155","1,013",807
2021년12월_여_70~79세,"7,077",745,873,537,499,309,451,446,290,346,208,616,878,478,401
2021년12월_여_80~89세,"4,519",530,528,305,313,212,292,304,234,275,206,340,509,264,207
2021년12월_여_90~99세,763,86,74,62,68,36,53,52,35,52,40,48,85,48,24
2021년12월_여_100세 이상,20,3,3,2,3,1,0,1,0,3,0,0,0,2,2
