카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021년07월_계_50~59세,"32,923","1,602","1,938","2,995","2,050","1,831","2,025","1,258","1,603","2,246","1,581","1,413","2,096","3,439",353,"1,084","3,869","1,540"
2021년07월_계_60~69세,"31,961","1,564","1,984","3,061","1,873","1,948","1,977","1,292","1,564","2,111","1,549","1,440","1,986","3,070",360,"1,104","3,599","1,479"
2021년07월_계_70~79세,"17,163",849,"1,194","1,583","1,097","1,338","1,048",837,839,"1,172",831,707,"1,027","1,460",186,496,"1,576",923
2021년07월_계_80~89세,"7,170",373,564,659,465,606,432,351,367,442,390,264,416,548,73,209,604,407
2021년07월_계_90~99세,734,29,42,80,42,57,38,27,37,39,32,22,45,84,3,28,86,43
2021년07월_계_100세 이상,32,4,0,0,0,3,0,0,7,2,2,0,1,4,5,0,4,0
2021년07월_남_총인구수,"83,659","4,203","4,814","8,091","4,975","4,662","4,844","3,145","3,834","5,536","3,985","3,911","5,030","8,994",931,"2,652","10,168","3,884"
2021년07월_남_연령구간인구수,"83,659","4,203","4,814","8,091","4,975","4,662","4,844","3,145","3,834","5,536","3,985","3,911","5,030","8,994",931,"2,652","10,168","3,884"
2021년07월_남_0~9세,"3,667",163,161,349,145,154,181,97,121,192,145,295,184,614,36,61,657,112
2021년07월_남_10~19세,"5,393",264,266,610,333,253,295,158,254,264,233,284,309,628,53,153,856,180
2021년07월_남_20~29세,"11,401",696,639,"1,248",663,559,654,355,558,706,587,458,666,"1,200",129,346,"1,408",529
2021년07월_남_30~39세,"9,623",533,552,"1,097",493,443,542,345,388,575,438,490,575,"1,204",99,291,"1,167",391
2021년07월_남_40~49세,"11,841",557,692,"1,088",734,628,689,394,495,793,562,608,700,"1,350",131,355,"1,482",583
2021년07월_남_50~59세,"16,641",746,968,"1,369","1,081",959,988,698,822,"1,265",825,688,"1,050","1,692",182,580,"1,916",812
2021년07월_남_60~69세,"14,964",713,873,"1,362",902,929,886,604,701,"1,057",724,679,955,"1,436",176,566,"1,700",701
2021년07월_남_70~79세,"7,513",396,471,712,454,532,458,362,351,527,339,309,449,673,88,224,753,415
2021년07월_남_80~89세,"2,494",130,184,236,166,197,145,126,134,154,129,97,137,185,35,69,216,154
2021년07월_남_90~99세,118,5,8,20,4,8,6,6,8,3,3,3,5,12,1,7,12,7
2021년07월_남_100세 이상,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021년07월_여_총인구수,"83,611","4,299","5,150","8,668","4,740","4,723","5,020","3,046","3,919","4,921","3,914","4,091","4,944","9,146",835,"2,364","10,036","3,795"
2021년07월_여_연령구간인구수,"83,611","4,299","5,150","8,668","4,740","4,723","5,020","3,046","3,919","4,921","3,914","4,091","4,944","9,146",835,"2,364","10,036","3,795"
2021년07월_여_0~9세,"3,452",134,151,349,143,122,180,84,104,176,146,290,163,601,32,64,568,145
2021년07월_여_10~19세,"5,018",213,235,568,292,217,283,158,223,276,221,303,247,618,40,152,771,201
2021년07월_여_20~29세,"9,361",623,594,"1,096",464,440,560,284,419,501,442,400,579,"1,029",90,252,"1,174",414
2021년07월_여_30~39세,"7,352",405,395,856,360,328,397,228,288,444,300,433,413,"1,010",78,176,949,292
2021년07월_여_40~49세,"10,179",493,557,"1,120",561,458,563,323,486,518,440,595,567,"1,281",98,245,"1,434",440
2021년07월_여_50~59세,"16,282",856,970,"1,626",969,872,"1,037",560,781,981,756,725,"1,046","1,747",171,504,"1,953",728
2021년07월_여_60~69세,"16,997",851,"1,111","1,699",971,"1,019","1,091",688,863,"1,054",825,761,"1,031","1,634",184,538,"1,899",778
2021년07월_여_70~79세,"9,650",453,723,871,643,806,590,475,488,645,492,398,578,787,98,272,823,508
2021년07월_여_80~89세,"4,676",243,380,423,299,409,287,225,233,288,261,167,279,363,38,140,388,253
2021년07월_여_90~99세,616,24,34,60,38,49,32,21,29,36,29,19,40,72,2,21,74,36
2021년07월_여_100세 이상,28,4,0,0,0,3,0,0,5,2,2,0,1,4,4,0,3,0
2021년08월_계_총인구수,"166,878","8,504","9,935","16,752","9,737","9,361","9,863","6,177","7,730","10,277","7,903","8,019","9,994","18,137","1,767","4,858","20,191","7,673"
2021년08월_계_연령구간인구수,"166,878","8,504","9,935","16,752","9,737","9,361","9,863","6,177","7,730","10,277","7,903","8,019","9,994","18,137","1,767","4,858","20,191","7,673"
2021년08월_계_0~9세,"7,049",296,306,693,285,273,354,180,220,365,290,578,341,"1,204",68,119,"1,221",256
2021년08월_계_10~19세,"10,383",482,496,"1,166",630,471,576,306,472,531,456,589,562,"1,250",94,290,"1,632",380
2021년08월_계_20~29세,"20,639","1,306","1,229","2,346","1,121",991,"1,214",636,962,"1,189","1,024",869,"1,242","2,222",216,575,"2,564",933
2021년08월_계_30~39세,"16,928",935,937,"1,941",859,774,938,569,672,"1,007",736,926,"1,004","2,193",177,451,"2,121",688
2021년08월_계_40~49세,"21,882","1,047","1,236","2,192","1,284","1,073","1,246",713,981,"1,286",994,"1,200","1,259","2,638",230,575,"2,910","1,018"
2021년08월_계_50~59세,"32,799","1,604","1,928","2,995","2,049","1,825","2,023","1,259","1,599","2,200","1,590","1,410","2,086","3,442",353,"1,054","3,846","1,536"
2021년08월_계_60~69세,"32,040","1,567","1,995","3,086","1,899","1,946","1,983","1,286","1,570","2,072","1,555","1,452","2,003","3,088",363,"1,076","3,612","1,487"
2021년08월_계_70~79세,"17,174",857,"1,199","1,592","1,098","1,340","1,054",846,839,"1,146",829,705,"1,031","1,462",185,483,"1,585",923
2021년08월_계_80~89세,"7,206",374,567,659,470,609,437,354,372,440,392,268,418,549,73,208,608,408
2021년08월_계_90~99세,746,32,42,82,42,56,38,28,36,39,35,22,47,86,3,27,87,44
2021년08월_계_100세 이상,32,4,0,0,0,3,0,0,7,2,2,0,1,3,5,0,5,0
2021년08월_남_총인구수,"83,453","4,202","4,793","8,094","4,979","4,655","4,832","3,138","3,820","5,443","3,982","3,922","5,036","9,004",934,"2,569","10,165","3,885"
2021년08월_남_연령구간인구수,"83,453","4,202","4,793","8,094","4,979","4,655","4,832","3,138","3,820","5,443","3,982","3,922","5,036","9,004",934,"2,569","10,165","3,885"
2021년08월_남_0~9세,"3,638",162,159,345,141,151,177,96,119,191,141,295,181,612,36,58,659,115
2021년08월_남_10~19세,"5,389",268,264,604,334,259,293,152,252,263,235,284,314,635,53,145,856,178
2021년08월_남_20~29세,"11,299",688,631,"1,253",662,551,649,355,546,685,581,461,659,"1,197",130,331,"1,398",522
2021년08월_남_30~39세,"9,585",529,538,"1,087",496,444,539,340,387,572,437,496,583,"1,191",99,279,"1,175",393
2021년08월_남_40~49세,"11,789",558,691,"1,090",729,624,687,396,494,778,555,607,693,"1,361",132,341,"1,470",583
2021년08월_남_50~59세,"16,581",745,964,"1,373","1,079",956,986,694,820,"1,235",831,686,"1,046","1,694",180,572,"1,909",811
2021년08월_남_60~69세,"15,015",717,878,"1,372",914,931,885,606,704,"1,045",730,681,962,"1,449",178,548,"1,712",703
2021년08월_남_70~79세,"7,514",397,474,715,455,533,465,365,347,516,338,308,454,670,89,219,754,415
2021년08월_남_80~89세,"2,517",131,186,235,165,198,144,128,141,155,130,101,139,183,35,70,218,158
2021년08월_남_90~99세,122,7,8,20,4,8,7,6,8,3,4,3,5,12,1,6,13,7
2021년08월_남_100세 이상,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021년08월_여_총인구수,"83,425","4,302","5,142","8,658","4,758","4,706","5,031","3,039","3,910","4,834","3,921","4,097","4,958","9,133",833,"2,289","10,026","3,788"
2021년08월_여_연령구간인구수,"83,425","4,302","5,142","8,658","4,758","4,706","5,031","3,039","3,910","4,834","3,921","4,097","4,958","9,133",833,"2,289","10,026","3,788"
2021년08월_여_0~9세,"3,411",134,147,348,144,122,177,84,101,174,149,283,160,592,32,61,562,141
2021년08월_여_10~19세,"4,994",214,232,562,296,212,283,154,220,268,221,305,248,615,41,145,776,202
2021년08월_여_20~29세,"9,340",618,598,"1,093",459,440,565,281,416,504,443,408,583,"1,025",86,244,"1,166",411
2021년08월_여_30~39세,"7,343",406,399,854,363,330,399,229,285,435,299,430,421,"1,002",78,172,946,295
2021년08월_여_40~49세,"10,093",489,545,"1,102",555,449,559,317,487,508,439,593,566,"1,277",98,234,"1,440",435
2021년08월_여_50~59세,"16,218",859,964,"1,622",970,869,"1,037",565,779,965,759,724,"1,040","1,748",173,482,"1,937",725
2021년08월_여_60~69세,"17,025",850,"1,117","1,714",985,"1,015","1,098",680,866,"1,027",825,771,"1,041","1,639",185,528,"1,900",784
2021년08월_여_70~79세,"9,660",460,725,877,643,807,589,481,492,630,491,397,577,792,96,264,831,508
2021년08월_여_80~89세,"4,689",243,381,424,305,411,293,226,231,285,262,167,279,366,38,138,390,250
2021년08월_여_90~99세,624,25,34,62,38,48,31,22,28,36,31,19,42,74,2,21,74,37
2021년08월_여_100세 이상,28,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,4,0
2021년09월_계_총인구수,"166,406","8,487","9,933","16,724","9,740","9,367","9,819","6,173","7,710","10,176","7,901","8,010","9,966","18,129","1,769","4,658","20,175","7,669"
2021년09월_계_연령구간인구수,"166,406","8,487","9,933","16,724","9,740","9,367","9,819","6,173","7,710","10,176","7,901","8,010","9,966","18,129","1,769","4,658","20,175","7,669"
2021년09월_계_0~9세,"7,001",293,303,676,284,273,351,174,218,362,295,576,337,"1,203",67,111,"1,220",258
2021년09월_계_10~19세,"10,313",478,490,"1,168",631,471,570,303,466,519,457,584,554,"1,244",98,280,"1,627",373
2021년09월_계_20~29세,"20,497","1,303","1,241","2,347","1,120",989,"1,201",638,958,"1,165","1,010",863,"1,237","2,199",211,546,"2,537",932
2021년09월_계_30~39세,"16,912",934,938,"1,946",865,785,932,574,665,"1,008",731,919,988,"2,198",179,434,"2,132",684
2021년09월_계_40~49세,"21,710","1,030","1,222","2,173","1,265","1,069","1,240",714,970,"1,260",988,"1,200","1,253","2,637",234,549,"2,892","1,014"
2021년09월_계_50~59세,"32,701","1,602","1,922","2,992","2,052","1,826","2,010","1,255","1,596","2,174","1,595","1,409","2,074","3,441",350,"1,012","3,850","1,541"
2021년09월_계_60~69세,"32,069","1,573","2,007","3,077","1,896","1,949","1,981","1,285","1,575","2,070","1,566","1,460","2,018","3,092",363,"1,038","3,631","1,488"
2021년09월_계_70~79세,"17,187",862,"1,200","1,601","1,112","1,334","1,058",845,844,"1,138",822,707,"1,038","1,471",183,467,"1,582",923
2021년09월_계_80~89세,"7,232",376,566,662,473,611,437,358,374,439,400,270,417,557,76,196,609,411
2021년09월_계_90~99세,749,32,44,81,42,57,39,27,37,39,35,22,49,84,3,25,89,44
2021년09월_계_100세 이상,35,4,0,1,0,3,0,0,7,2,2,0,1,3,5,0,6,1
2021년09월_남_총인구수,"83,187","4,189","4,796","8,088","4,976","4,649","4,808","3,126","3,803","5,404","3,977","3,918","5,012","9,002",935,"2,469","10,151","3,884"
2021년09월_남_연령구간인구수,"83,187","4,189","4,796","8,088","4,976","4,649","4,808","3,126","3,803","5,404","3,977","3,918","5,012","9,002",935,"2,469","10,151","3,884"
2021년09월_남_0~9세,"3,613",160,155,341,144,149,174,94,119,189,143,294,177,613,36,53,656,116
2021년09월_남_10~19세,"5,357",268,260,605,336,258,294,151,250,255,236,283,308,628,56,142,852,175
2021년09월_남_20~29세,"11,196",682,637,"1,255",658,548,639,352,541,674,578,457,652,"1,186",128,313,"1,378",518
2021년09월_남_30~39세,"9,592",527,540,"1,090",498,451,541,340,382,579,434,493,578,"1,193",99,271,"1,185",391
2021년09월_남_40~49세,"11,693",557,683,"1,082",713,622,675,396,487,764,550,610,691,"1,367",133,323,"1,456",584
2021년09월_남_50~59세,"16,514",737,959,"1,370","1,085",955,981,693,816,"1,222",828,685,"1,036","1,689",180,552,"1,910",816
2021년09월_남_60~69세,"15,042",720,893,"1,367",912,927,887,599,709,"1,051",738,684,970,"1,453",176,531,"1,723",702
2021년09월_남_70~79세,"7,521",397,473,720,462,535,465,362,346,512,335,306,456,676,89,212,757,418
2021년09월_남_80~89세,"2,528",133,188,238,164,196,145,133,142,155,131,103,138,185,36,66,218,157
2021년09월_남_90~99세,126,8,8,19,4,8,7,6,9,3,4,3,6,12,1,6,15,7
2021년09월_남_100세 이상,5,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021년09월_여_총인구수,"83,219","4,298","5,137","8,636","4,764","4,718","5,011","3,047","3,907","4,772","3,924","4,092","4,954","9,127",834,"2,189","10,024","3,785"
2021년09월_여_연령구간인구수,"83,219","4,298","5,137","8,636","4,764","4,718","5,011","3,047","3,907","4,772","3,924","4,092","4,954","9,127",834,"2,189","10,024","3,785"
2021년09월_여_0~9세,"3,388",133,148,335,140,124,177,80,99,173,152,282,160,590,31,58,564,142
2021년09월_여_10~19세,"4,956",210,230,563,295,213,276,152,216,264,221,301,246,616,42,138,775,198
2021년09월_여_20~29세,"9,301",621,604,"1,092",462,441,562,286,417,491,432,406,585,"1,013",83,233,"1,159",414
2021년09월_여_30~39세,"7,320",407,398,856,367,334,391,234,283,429,297,426,410,"1,005",80,163,947,293
2021년09월_여_40~49세,"10,017",473,539,"1,091",552,447,565,318,483,496,438,590,562,"1,270",101,226,"1,436",430
2021년09월_여_50~59세,"16,187",865,963,"1,622",967,871,"1,029",562,780,952,767,724,"1,038","1,752",170,460,"1,940",725
2021년09월_여_60~69세,"17,027",853,"1,114","1,710",984,"1,022","1,094",686,866,"1,019",828,776,"1,048","1,639",187,507,"1,908",786
2021년09월_여_70~79세,"9,666",465,727,881,650,799,593,483,498,626,487,401,582,795,94,255,825,505
2021년09월_여_80~89세,"4,704",243,378,424,309,415,292,225,232,284,269,167,279,372,40,130,391,254
2021년09월_여_90~99세,623,24,36,62,38,49,32,21,28,36,31,19,43,72,2,19,74,37
2021년09월_여_100세 이상,30,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,5,1
2021년10월_계_총인구수,"165,862","8,471","9,899","16,717","9,733","9,306","9,802","6,160","7,711","10,129","7,897","8,017","9,941","18,097","1,755","4,388","20,188","7,651"
2021년10월_계_연령구간인구수,"165,862","8,471","9,899","16,717","9,733","9,306","9,802","6,160","7,711","10,129","7,897","8,017","9,941","18,097","1,755","4,388","20,188","7,651"
2021년10월_계_0~9세,"6,937",289,302,674,273,271,349,172,217,365,289,570,335,"1,198",63,107,"1,200",263
2021년10월_계_10~19세,"10,232",475,484,"1,150",626,463,564,303,456,518,459,592,546,"1,235",102,257,"1,634",368
2021년10월_계_20~29세,"20,334","1,297","1,228","2,336","1,111",972,"1,196",640,949,"1,158","1,005",855,"1,221","2,182",207,518,"2,544",915
2021년10월_계_30~39세,"16,875",925,940,"1,959",865,780,930,565,674,"1,009",734,918,976,"2,198",175,422,"2,115",690
2021년10월_계_40~49세,"21,567","1,022","1,206","2,168","1,259","1,069","1,237",707,965,"1,242",984,"1,191","1,246","2,631",230,508,"2,894","1,008"
2021년10월_계_50~59세,"32,573","1,604","1,915","2,982","2,057","1,800","2,003","1,257","1,601","2,149","1,586","1,420","2,074","3,426",349,950,"3,869","1,531"
2021년10월_계_60~69세,"32,058","1,580","2,010","3,095","1,905","1,954","1,984","1,284","1,572","2,066","1,570","1,459","2,027","3,094",366,976,"3,628","1,488"
2021년10월_계_70~79세,"17,214",866,"1,200","1,606","1,118","1,324","1,052",845,850,"1,139",828,716,"1,038","1,479",183,443,"1,601",926
2021년10월_계_80~89세,"7,288",376,569,667,476,613,448,360,381,442,405,274,428,570,74,182,606,417
2021년10월_계_90~99세,753,34,45,79,43,58,39,27,39,39,35,22,50,81,2,25,91,44
2021년10월_계_100세 이상,31,3,0,1,0,2,0,0,7,2,2,0,0,3,4,0,6,1
2021년10월_남_총인구수,"82,929","4,180","4,779","8,085","4,962","4,618","4,797","3,128","3,800","5,378","3,974","3,921","5,007","8,990",929,"2,341","10,158","3,882"
2021년10월_남_연령구간인구수,"82,929","4,180","4,779","8,085","4,962","4,618","4,797","3,128","3,800","5,378","3,974","3,921","5,007","8,990",929,"2,341","10,158","3,882"
2021년10월_남_0~9세,"3,578",158,155,336,136,147,172,92,119,193,139,290,178,609,35,51,648,120
2021년10월_남_10~19세,"5,309",266,258,594,332,253,293,151,245,255,238,287,304,621,58,134,848,172
2021년10월_남_20~29세,"11,120",680,625,"1,253",651,534,637,353,536,666,578,456,647,"1,180",127,297,"1,389",511
2021년10월_남_30~39세,"9,587",523,545,"1,099",496,450,544,333,389,580,431,497,571,"1,197",96,266,"1,171",399
2021년10월_남_40~49세,"11,625",547,677,"1,083",709,623,671,398,483,756,548,600,688,"1,372",129,304,"1,453",584
2021년10월_남_50~59세,"16,437",740,955,"1,355","1,085",943,981,696,819,"1,205",825,692,"1,037","1,677",180,515,"1,921",811
2021년10월_남_60~69세,"15,056",725,896,"1,382",920,930,883,600,706,"1,051",741,681,979,"1,451",179,502,"1,727",703
2021년10월_남_70~79세,"7,529",400,473,724,463,528,463,363,349,512,337,311,453,678,89,205,767,414
2021년10월_남_80~89세,"2,560",133,187,240,166,201,146,136,143,157,134,104,144,194,34,62,218,161
2021년10월_남_90~99세,123,8,8,18,4,9,7,6,9,3,3,3,6,11,1,5,15,7
2021년10월_남_100세 이상,5,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021년10월_여_총인구수,"82,933","4,291","5,120","8,632","4,771","4,688","5,005","3,032","3,911","4,751","3,923","4,096","4,934","9,107",826,"2,047","10,030","3,769"
2021년10월_여_연령구간인구수,"82,933","4,291","5,120","8,632","4,771","4,688","5,005","3,032","3,911","4,751","3,923","4,096","4,934","9,107",826,"2,047","10,030","3,769"
2021년10월_여_0~9세,"3,359",131,147,338,137,124,177,80,98,172,150,280,157,589,28,56,552,143
2021년10월_여_10~19세,"4,923",209,226,556,294,210,271,152,211,263,221,305,242,614,44,123,786,196
2021년10월_여_20~29세,"9,214",617,603,"1,083",460,438,559,287,413,492,427,399,574,"1,002",80,221,"1,155",404
2021년10월_여_30~39세,"7,288",402,395,860,369,330,386,232,285,429,303,421,405,"1,001",79,156,944,291
2021년10월_여_40~49세,"9,942",475,529,"1,085",550,446,566,309,482,486,436,591,558,"1,259",101,204,"1,441",424
2021년10월_여_50~59세,"16,136",864,960,"1,627",972,857,"1,022",561,782,944,761,728,"1,037","1,749",169,435,"1,948",720
2021년10월_여_60~69세,"17,002",855,"1,114","1,713",985,"1,024","1,101",684,866,"1,015",829,778,"1,048","1,643",187,474,"1,901",785
2021년10월_여_70~79세,"9,685",466,727,882,655,796,589,482,501,627,491,405,585,801,94,238,834,512
2021년10월_여_80~89세,"4,728",243,382,427,310,412,302,224,238,285,271,170,284,376,40,120,388,256
2021년10월_여_90~99세,630,26,37,61,39,49,32,21,30,36,32,19,44,70,1,20,76,37
2021년10월_여_100세 이상,26,3,0,0,0,2,0,0,5,2,2,0,0,3,3,0,5,1
2021년11월_계_총인구수,"165,208","8,464","9,831","16,657","9,729","9,285","9,808","6,130","7,666","10,065","7,868","8,023","9,926","18,099","1,750","4,112","20,133","7,662"
2021년11월_계_연령구간인구수,"165,208","8,464","9,831","16,657","9,729","9,285","9,808","6,130","7,666","10,065","7,868","8,023","9,926","18,099","1,750","4,112","20,133","7,662"
2021년11월_계_0~9세,"6,870",291,292,663,269,267,349,169,213,364,286,567,334,"1,203",61,97,"1,183",262
2021년11월_계_10~19세,"10,186",470,479,"1,143",630,463,562,296,450,513,462,594,543,"1,238",99,239,"1,628",377
2021년11월_계_20~29세,"20,110","1,290","1,195","2,301","1,096",957,"1,194",633,944,"1,137",994,851,"1,208","2,172",208,487,"2,530",913
2021년11월_계_30~39세,"16,810",930,937,"1,967",873,779,939,555,674,"1,005",725,912,976,"2,186",174,384,"2,102",692
2021년11월_계_40~49세,"21,428","1,016","1,189","2,156","1,252","1,061","1,235",702,956,"1,231",982,"1,193","1,235","2,632",227,475,"2,881","1,005"
2021년11월_계_50~59세,"32,449","1,601","1,920","2,976","2,055","1,790","1,997","1,251","1,595","2,140","1,583","1,414","2,077","3,413",351,890,"3,865","1,531"
2021년11월_계_60~69세,"32,025","1,578","2,004","3,099","1,917","1,955","1,994","1,284","1,568","2,049","1,563","1,472","2,033","3,107",367,925,"3,634","1,476"
2021년11월_계_70~79세,"17,236",872,"1,198","1,603","1,126","1,331","1,054",848,838,"1,136",829,725,"1,039","1,486",182,421,"1,610",938
2021년11월_계_80~89세,"7,317",382,571,667,470,622,444,363,386,448,407,274,431,577,75,170,608,422
2021년11월_계_90~99세,755,33,46,81,41,58,40,29,40,40,34,21,50,83,2,24,88,45
2021년11월_계_100세 이상,22,1,0,1,0,2,0,0,2,2,3,0,0,2,4,0,4,1
2021년11월_남_총인구수,"82,574","4,178","4,743","8,056","4,964","4,603","4,799","3,120","3,770","5,341","3,955","3,920","5,007","8,991",923,"2,198","10,126","3,880"
2021년11월_남_연령구간인구수,"82,574","4,178","4,743","8,056","4,964","4,603","4,799","3,120","3,770","5,341","3,955","3,920","5,007","8,991",923,"2,198","10,126","3,880"
2021년11월_남_0~9세,"3,547",161,150,331,134,141,172,90,116,194,138,288,178,616,34,46,639,119
2021년11월_남_10~19세,"5,282",265,253,587,334,254,291,149,243,256,236,287,300,623,57,127,844,176
2021년11월_남_20~29세,"10,998",679,606,"1,238",639,534,638,349,526,653,571,450,645,"1,169",128,281,"1,381",511
2021년11월_남_30~39세,"9,536",520,543,"1,102",504,444,541,330,390,579,422,495,574,"1,185",96,243,"1,169",399
2021년11월_남_40~49세,"11,551",546,669,"1,079",706,622,664,396,480,747,549,600,678,"1,379",127,280,"1,450",579
2021년11월_남_50~59세,"16,386",739,958,"1,354","1,081",937,985,693,815,"1,200",825,688,"1,040","1,677",178,486,"1,915",815
2021년11월_남_60~69세,"15,041",721,895,"1,385",929,925,890,607,702,"1,042",740,690,982,"1,459",180,479,"1,722",693
2021년11월_남_70~79세,"7,547",404,470,720,470,535,465,361,349,508,339,316,458,675,86,197,773,421
2021년11월_남_80~89세,"2,560",135,191,240,163,202,145,138,140,159,132,103,146,197,35,55,219,160
2021년11월_남_90~99세,124,8,8,19,4,9,8,7,9,3,3,3,6,11,1,4,14,7
2021년11월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021년11월_여_총인구수,"82,634","4,286","5,088","8,601","4,765","4,682","5,009","3,010","3,896","4,724","3,913","4,103","4,919","9,108",827,"1,914","10,007","3,782"
2021년11월_여_연령구간인구수,"82,634","4,286","5,088","8,601","4,765","4,682","5,009","3,010","3,896","4,724","3,913","4,103","4,919","9,108",827,"1,914","10,007","3,782"
2021년11월_여_0~9세,"3,323",130,142,332,135,126,177,79,97,170,148,279,156,587,27,51,544,143
2021년11월_여_10~19세,"4,904",205,226,556,296,209,271,147,207,257,226,307,243,615,42,112,784,201
2021년11월_여_20~29세,"9,112",611,589,"1,063",457,423,556,284,418,484,423,401,563,"1,003",80,206,"1,149",402
2021년11월_여_30~39세,"7,274",410,394,865,369,335,398,225,284,426,303,417,402,"1,001",78,141,933,293
2021년11월_여_40~49세,"9,877",470,520,"1,077",546,439,571,306,476,484,433,593,557,"1,253",100,195,"1,431",426
2021년11월_여_50~59세,"16,063",862,962,"1,622",974,853,"1,012",558,780,940,758,726,"1,037","1,736",173,404,"1,950",716
2021년11월_여_60~69세,"16,984",857,"1,109","1,714",988,"1,030","1,104",677,866,"1,007",823,782,"1,051","1,648",187,446,"1,912",783
2021년11월_여_70~79세,"9,689",468,728,883,656,796,589,487,489,628,490,409,581,811,96,224,837,517
2021년11월_여_80~89세,"4,757",247,380,427,307,420,299,225,246,289,275,171,285,380,40,115,389,262
2021년11월_여_90~99세,631,25,38,62,37,49,32,22,31,37,31,18,44,72,1,20,74,38
2021년11월_여_100세 이상,20,1,0,0,0,2,0,0,2,2,3,0,0,2,3,0,4,1
2021년12월_계_총인구수,"164,528","8,419","9,788","16,631","9,721","9,263","9,798","6,095","7,647","10,002","7,823","8,028","9,905","18,034","1,739","3,939","20,072","7,624"
2021년12월_계_연령구간인구수,"164,528","8,419","9,788","16,631","9,721","9,263","9,798","6,095","7,647","10,002","7,823","8,028","9,905","18,034","1,739","3,939","20,072","7,624"
2021년12월_계_0~9세,"6,779",279,295,659,260,269,340,167,209,360,275,564,325,"1,200",58,96,"1,169",254
2021년12월_계_10~19세,"10,107",461,473,"1,135",644,461,556,291,445,506,455,591,543,"1,233",99,222,"1,618",374
2021년12월_계_20~29세,"19,897","1,278","1,191","2,253","1,086",949,"1,190",631,931,"1,110",985,856,"1,183","2,153",200,464,"2,528",909
2021년12월_계_30~39세,"16,715",919,938,"1,977",866,776,937,550,672,"1,004",723,910,968,"2,169",178,364,"2,074",690
2021년12월_계_40~49세,"21,323","1,009","1,171","2,166","1,238","1,058","1,240",695,953,"1,218",976,"1,190","1,235","2,616",225,456,"2,876","1,001"
2021년12월_계_50~59세,"32,298","1,601","1,907","2,966","2,063","1,780","1,991","1,234","1,587","2,116","1,575","1,417","2,067","3,411",351,854,"3,850","1,528"
2021년12월_계_60~69세,"32,000","1,577","2,004","3,097","1,910","1,960","1,994","1,291","1,583","2,050","1,558","1,472","2,054","3,092",368,892,"3,632","1,466"
2021년12월_계_70~79세,"17,251",875,"1,192","1,618","1,138","1,330","1,062",839,834,"1,137",824,723,"1,042","1,489",180,406,"1,619",943
2021년12월_계_80~89세,"7,373",383,572,678,476,617,444,367,393,459,415,283,439,582,77,161,611,416
2021년12월_계_90~99세,767,36,45,81,40,61,44,30,38,40,35,22,49,87,2,24,91,42
2021년12월_계_100세 이상,18,1,0,1,0,2,0,0,2,2,2,0,0,2,1,0,4,1
2021년12월_남_총인구수,"82,241","4,153","4,718","8,030","4,961","4,590","4,790","3,110","3,765","5,311","3,928","3,919","5,000","8,954",915,"2,126","10,107","3,864"
2021년12월_남_연령구간인구수,"82,241","4,153","4,718","8,030","4,961","4,590","4,790","3,110","3,765","5,311","3,928","3,919","5,000","8,954",915,"2,126","10,107","3,864"
2021년12월_남_0~9세,"3,505",156,152,325,127,140,167,92,114,193,132,288,173,619,32,46,634,115
2021년12월_남_10~19세,"5,244",256,248,588,342,253,290,143,241,254,229,286,302,619,57,121,841,174
2021년12월_남_20~29세,"10,876",678,605,"1,205",631,531,634,350,523,637,565,449,633,"1,154",123,270,"1,383",505
2021년12월_남_30~39세,"9,495",512,537,"1,109",505,443,547,328,386,577,421,493,567,"1,177",97,231,"1,161",404
2021년12월_남_40~49세,"11,496",542,662,"1,080",693,618,664,392,479,739,551,600,678,"1,372",128,269,"1,453",576
2021년12월_남_50~59세,"16,332",743,951,"1,352","1,094",932,977,687,810,"1,192",822,690,"1,038","1,678",176,471,"1,903",816
2021년12월_남_60~69세,"15,023",718,897,"1,381",923,928,893,615,709,"1,042",737,685,991,"1,448",180,470,"1,716",690
2021년12월_남_70~79세,"7,549",405,466,726,473,536,466,354,350,510,331,316,461,676,85,190,784,420
2021년12월_남_80~89세,"2,596",136,192,244,169,200,142,142,144,164,137,109,153,199,36,54,218,157
2021년12월_남_90~99세,124,7,8,19,4,9,10,7,9,3,3,3,4,12,1,4,14,7
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
