카테고리,전라남도 광양시,전라남도 광양시 광양읍,전라남도 광양시 봉강면,전라남도 광양시 옥룡면,전라남도 광양시 옥곡면,전라남도 광양시 진상면,전라남도 광양시 진월면,전라남도 광양시 다압면,전라남도 광양시 골약동,전라남도 광양시 중마동,전라남도 광양시 광영동,전라남도 광양시 금호동,전라남도 광양시 태인동
2021년10월_남_30~39세,"9,673","2,953",80,77,285,85,85,44,96,"4,454",684,743,87
2021년10월_남_40~49세,"11,938","4,072",109,130,263,119,154,98,112,"5,208",964,591,118
2021년10월_남_50~59세,"15,962","4,527",251,354,625,321,292,183,186,"6,056","1,483","1,468",216
2021년10월_남_60~69세,"9,519","3,217",227,366,419,296,289,229,161,"2,281",902,938,194
2021년10월_남_70~79세,"3,816","1,398",122,208,223,222,237,111,129,580,275,219,92
2021년10월_남_80~89세,"1,524",514,77,114,122,127,114,78,71,177,61,30,39
2021년10월_남_90~99세,136,53,12,14,7,11,9,4,7,9,4,4,2
2021년10월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"71,731","23,615","1,027","1,550","2,419","1,373","1,395",878,767,"27,118","5,563","5,250",776
2021년10월_여_연령구간인구수,"71,731","23,615","1,027","1,550","2,419","1,373","1,395",878,767,"27,118","5,563","5,250",776
2021년10월_여_0~9세,"6,232","2,089",18,35,123,31,39,20,30,"3,003",416,399,29
2021년10월_여_10~19세,"7,547","2,405",50,69,133,39,37,42,36,"3,531",547,604,54
2021년10월_여_20~29세,"8,088","2,657",67,101,251,67,73,38,55,"3,427",628,665,59
2021년10월_여_30~39세,"8,304","2,772",62,74,217,71,59,43,64,"3,845",538,525,34
2021년10월_여_40~49세,"11,102","3,669",82,129,267,83,86,53,60,"5,071",821,719,62
2021년10월_여_50~59세,"13,346","4,002",179,263,530,214,184,141,87,"5,087","1,226","1,280",153
2021년10월_여_60~69세,"8,604","3,011",200,293,380,280,316,200,140,"1,978",847,807,152
2021년10월_여_70~79세,"4,530","1,636",174,278,266,281,300,176,136,696,313,156,118
2021년10월_여_80~89세,"3,261","1,129",156,253,209,248,232,139,123,406,190,79,97
2021년10월_여_90~99세,696,241,39,53,43,57,66,22,34,71,36,16,18
2021년10월_여_100세 이상,21,4,0,2,0,2,3,4,2,3,1,0,0
2021년11월_계_총인구수,"150,493","48,377","2,140","3,042","4,967","2,759","2,746","1,757","3,095","56,617","11,743","11,534","1,716"
2021년11월_계_연령구간인구수,"150,493","48,377","2,140","3,042","4,967","2,759","2,746","1,757","3,095","56,617","11,743","11,534","1,716"
2021년11월_계_0~9세,"12,667","4,150",63,69,257,55,69,38,395,"5,894",835,792,50
2021년11월_계_10~19세,"15,701","5,066",127,130,266,122,78,84,161,"7,208","1,097","1,251",111
2021년11월_계_20~29세,"19,367","5,930",176,244,601,176,184,117,311,"7,969","1,476","1,999",184
2021년11월_계_30~39세,"18,033","5,667",140,151,498,156,140,86,665,"7,992","1,201","1,218",119
2021년11월_계_40~49세,"23,123","7,771",188,248,533,199,239,146,337,"10,205","1,785","1,296",176
2021년11월_계_50~59세,"29,381","8,559",437,618,"1,147",532,469,320,386,"11,120","2,711","2,720",362
2021년11월_계_60~69세,"18,210","6,252",429,661,800,562,606,430,332,"4,280","1,759","1,755",344
2021년11월_계_70~79세,"8,370","3,040",295,483,491,512,542,287,271,"1,281",585,373,210
2021년11월_계_80~89세,"4,781","1,640",232,369,324,374,341,219,194,584,252,112,140
2021년11월_계_90~99세,839,299,52,67,50,69,75,26,41,81,41,18,20
2021년11월_계_100세 이상,21,3,1,2,0,2,3,4,2,3,1,0,0
2021년11월_남_총인구수,"78,624","24,777","1,114","1,501","2,554","1,392","1,367",885,"1,660","29,856","6,215","6,358",945
2021년11월_남_연령구간인구수,"78,624","24,777","1,114","1,501","2,554","1,392","1,367",885,"1,660","29,856","6,215","6,358",945
2021년11월_남_0~9세,"6,442","2,097",45,36,132,24,32,19,199,"3,005",428,402,23
2021년11월_남_10~19세,"8,140","2,651",77,64,134,80,40,43,84,"3,696",556,657,58
2021년11월_남_20~29세,"11,295","3,282",109,145,353,112,112,80,179,"4,583",864,"1,350",126
2021년11월_남_30~39세,"9,700","2,917",80,75,283,85,84,44,367,"4,296",671,714,84
2021년11월_남_40~49세,"12,003","4,087",109,126,265,118,157,93,200,"5,179",965,588,116
2021년11월_남_50~59세,"15,973","4,540",254,352,618,318,289,182,247,"6,030","1,484","1,447",212
2021년11월_남_60~69세,"9,582","3,240",228,368,420,291,291,230,175,"2,295",907,946,191
2021년11월_남_70~79세,"3,828","1,397",121,207,223,227,241,112,133,583,273,218,93
2021년11월_남_80~89세,"1,522",513,77,114,118,127,111,78,69,180,63,32,40
2021년11월_남_90~99세,138,53,13,14,8,10,10,4,7,9,4,4,2
2021년11월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"71,869","23,600","1,026","1,541","2,413","1,367","1,379",872,"1,435","26,761","5,528","5,176",771
2021년11월_여_연령구간인구수,"71,869","23,600","1,026","1,541","2,413","1,367","1,379",872,"1,435","26,761","5,528","5,176",771
2021년11월_여_0~9세,"6,225","2,053",18,33,125,31,37,19,196,"2,889",407,390,27
2021년11월_여_10~19세,"7,561","2,415",50,66,132,42,38,41,77,"3,512",541,594,53
2021년11월_여_20~29세,"8,072","2,648",67,99,248,64,72,37,132,"3,386",612,649,58
2021년11월_여_30~39세,"8,333","2,750",60,76,215,71,56,42,298,"3,696",530,504,35
2021년11월_여_40~49세,"11,120","3,684",79,122,268,81,82,53,137,"5,026",820,708,60
2021년11월_여_50~59세,"13,408","4,019",183,266,529,214,180,138,139,"5,090","1,227","1,273",150
2021년11월_여_60~69세,"8,628","3,012",201,293,380,271,315,200,157,"1,985",852,809,153
2021년11월_여_70~79세,"4,542","1,643",174,276,268,285,301,175,138,698,312,155,117
2021년11월_여_80~89세,"3,259","1,127",155,255,206,247,230,141,125,404,189,80,100
2021년11월_여_90~99세,701,246,39,53,42,59,65,22,34,72,37,14,18
2021년11월_여_100세 이상,20,3,0,2,0,2,3,4,2,3,1,0,0
2021년12월_계_총인구수,"150,531","48,325","2,147","3,034","4,979","2,736","2,747","1,755","3,732","56,257","11,717","11,398","1,704"
2021년12월_계_연령구간인구수,"150,531","48,325","2,147","3,034","4,979","2,736","2,747","1,755","3,732","56,257","11,717","11,398","1,704"
2021년12월_계_0~9세,"12,656","4,120",63,68,264,53,71,38,537,"5,794",819,779,50
2021년12월_계_10~19세,"15,648","5,060",129,131,268,114,80,85,218,"7,141","1,097","1,218",107
2021년12월_계_20~29세,"19,258","5,893",172,245,605,175,185,112,380,"7,886","1,465","1,961",179
2021년12월_계_30~39세,"18,061","5,637",143,143,497,155,139,87,824,"7,912","1,194","1,208",122
2021년12월_계_40~49세,"23,102","7,737",189,244,533,193,239,146,446,"10,157","1,768","1,280",170
2021년12월_계_50~59세,"29,443","8,584",440,619,"1,145",527,468,319,461,"11,109","2,719","2,691",361
2021년12월_계_60~69세,"18,319","6,301",428,662,802,561,602,432,354,"4,302","1,771","1,757",347
2021년12월_계_70~79세,"8,388","3,044",299,479,494,506,548,288,271,"1,291",589,374,205
2021년12월_계_80~89세,"4,789","1,642",231,370,321,381,338,218,199,581,252,113,143
2021년12월_계_90~99세,849,304,53,71,50,69,75,27,40,81,42,17,20
2021년12월_계_100세 이상,18,3,0,2,0,2,2,3,2,3,1,0,0
2021년12월_남_총인구수,"78,626","24,763","1,115","1,499","2,565","1,382","1,365",881,"1,998","29,637","6,197","6,286",938
2021년12월_남_연령구간인구수,"78,626","24,763","1,115","1,499","2,565","1,382","1,365",881,"1,998","29,637","6,197","6,286",938
2021년12월_남_0~9세,"6,437","2,081",45,35,137,24,33,19,268,"2,961",418,393,23
2021년12월_남_10~19세,"8,125","2,660",77,64,137,76,41,42,120,"3,658",553,642,55
2021년12월_남_20~29세,"11,207","3,241",107,147,354,111,111,78,219,"4,539",857,"1,322",121
2021년12월_남_30~39세,"9,717","2,911",84,72,285,84,82,43,447,"4,240",672,710,87
2021년12월_남_40~49세,"11,993","4,075",106,124,259,116,155,92,262,"5,150",951,589,114
2021년12월_남_50~59세,"15,977","4,555",255,353,622,314,290,181,285,"6,001","1,486","1,422",213
2021년12월_남_60~69세,"9,646","3,267",226,368,420,292,290,230,185,"2,308",917,951,192
2021년12월_남_70~79세,"3,852","1,403",125,205,226,224,242,115,134,591,276,222,89
2021년12월_남_80~89세,"1,532",515,77,115,118,131,111,77,71,180,63,32,42
2021년12월_남_90~99세,140,55,13,16,7,10,10,4,7,9,4,3,2
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"71,905","23,562","1,032","1,535","2,414","1,354","1,382",874,"1,734","26,620","5,520","5,112",766
2021년12월_여_연령구간인구수,"71,905","23,562","1,032","1,535","2,414","1,354","1,382",874,"1,734","26,620","5,520","5,112",766
2021년12월_여_0~9세,"6,219","2,039",18,33,127,29,38,19,269,"2,833",401,386,27
2021년12월_여_10~19세,"7,523","2,400",52,67,131,38,39,43,98,"3,483",544,576,52
2021년12월_여_20~29세,"8,051","2,652",65,98,251,64,74,34,161,"3,347",608,639,58
2021년12월_여_30~39세,"8,344","2,726",59,71,212,71,57,44,377,"3,672",522,498,35
2021년12월_여_40~49세,"11,109","3,662",83,120,274,77,84,54,184,"5,007",817,691,56
2021년12월_여_50~59세,"13,466","4,029",185,266,523,213,178,138,176,"5,108","1,233","1,269",148
2021년12월_여_60~69세,"8,673","3,034",202,294,382,269,312,202,169,"1,994",854,806,155
2021년12월_여_70~79세,"4,536","1,641",174,274,268,282,306,173,137,700,313,152,116
2021년12월_여_80~89세,"3,257","1,127",154,255,203,250,227,141,128,401,189,81,101
2021년12월_여_90~99세,709,249,40,55,43,59,65,23,33,72,38,14,18
2021년12월_여_100세 이상,18,3,0,2,0,2,2,3,2,3,1,0,0
