카테고리,인천광역시 중구,인천광역시 중구 연안동,인천광역시 중구 신포동,인천광역시 중구 신흥동,인천광역시 중구 도원동,인천광역시 중구 율목동,인천광역시 중구 동인천동,인천광역시 중구 북성동,인천광역시 중구 송월동,인천광역시 중구 영종동,인천광역시 중구 영종1동,인천광역시 중구 운서동,인천광역시 중구 용유동,인천광역시 중구 개항동
2021년11월_여_총인구수,"68,686","2,823","2,488","6,486","1,915","1,551","2,740",,,"8,610","21,814","14,999","1,747","3,513"
2021년11월_여_연령구간인구수,"68,686","2,823","2,488","6,486","1,915","1,551","2,740",,,"8,610","21,814","14,999","1,747","3,513"
2021년11월_여_0~9세,"5,648",103,96,398,63,32,89,,,588,"3,317",807,41,114
2021년11월_여_10~19세,"6,357",165,165,525,115,91,144,,,718,"2,581","1,572",51,230
2021년11월_여_20~29세,"9,159",261,243,743,171,142,262,,,"1,129","1,835","3,950",84,339
2021년11월_여_30~39세,"9,976",247,221,717,156,117,282,,,"1,212","4,447","2,182",101,294
2021년11월_여_40~49세,"11,448",307,347,933,231,200,292,,,"1,337","4,632","2,599",159,411
2021년11월_여_50~59세,"9,404",517,401,"1,052",322,267,450,,,"1,410","2,282","1,797",339,567
2021년11월_여_60~69세,"8,574",646,416,"1,063",405,309,528,,,"1,280","1,657","1,029",511,730
2021년11월_여_70~79세,"5,041",338,349,657,297,252,376,,,546,725,707,277,517
2021년11월_여_80~89세,"2,561",198,204,336,128,114,254,,,312,278,320,139,278
2021년11월_여_90~99세,505,38,44,62,26,27,61,,,78,59,35,43,32
2021년11월_여_100세 이상,13,3,2,0,1,0,2,,,0,1,1,2,1
2021년12월_계_총인구수,"143,633","6,145","5,086","13,241","3,925","3,192","5,818",,,"19,131","44,046","32,080","3,947","7,022"
2021년12월_계_연령구간인구수,"143,633","6,145","5,086","13,241","3,925","3,192","5,818",,,"19,131","44,046","32,080","3,947","7,022"
2021년12월_계_0~9세,"11,661",215,234,799,112,77,186,,,"1,193","6,823","1,707",75,240
2021년12월_계_10~19세,"13,147",327,345,"1,113",248,176,281,,,"1,539","5,240","3,333",108,437
2021년12월_계_20~29세,"18,940",619,517,"1,602",424,328,588,,,"2,512","3,720","7,645",245,740
2021년12월_계_30~39세,"21,991",625,519,"1,551",345,281,643,,,"2,997","8,612","5,466",277,675
2021년12월_계_40~49세,"25,234",774,778,"2,013",525,446,740,,,"3,140","9,816","5,623",446,933
2021년12월_계_50~59세,"21,230","1,228",866,"2,247",705,616,"1,077",,,"3,269","4,795","4,318",853,"1,256"
2021년12월_계_60~69세,"17,316","1,365",854,"2,121",773,627,"1,132",,,"2,778","3,084","2,122","1,076","1,384"
2021년12월_계_70~79세,"9,371",632,596,"1,181",544,437,698,,,"1,101","1,433","1,257",589,903
2021년12월_계_80~89세,"4,047",304,316,539,213,170,383,,,500,441,556,224,401
2021년12월_계_90~99세,672,53,59,74,35,34,86,,,98,80,50,51,52
2021년12월_계_100세 이상,24,3,2,1,1,0,4,,,4,2,3,3,1
2021년12월_남_총인구수,"74,679","3,326","2,595","6,734","2,001","1,644","3,083",,,"10,455","22,118","17,008","2,197","3,518"
2021년12월_남_연령구간인구수,"74,679","3,326","2,595","6,734","2,001","1,644","3,083",,,"10,455","22,118","17,008","2,197","3,518"
2021년12월_남_0~9세,"6,036",116,135,400,53,45,103,,,605,"3,518",901,33,127
2021년12월_남_10~19세,"6,750",159,179,587,135,87,137,,,809,"2,635","1,758",54,210
2021년12월_남_20~29세,"9,750",357,274,853,253,186,322,,,"1,391","1,863","3,686",160,405
2021년12월_남_30~39세,"11,967",375,293,835,191,163,364,,,"1,766","4,164","3,256",174,386
2021년12월_남_40~49세,"13,752",471,432,"1,082",290,252,446,,,"1,790","5,143","3,032",289,525
2021년12월_남_50~59세,"11,757",721,462,"1,187",381,349,633,,,"1,848","2,489","2,489",517,681
2021년12월_남_60~69세,"8,713",712,434,"1,051",365,316,604,,,"1,487","1,424","1,097",567,656
2021년12월_남_70~79세,"4,315",297,256,524,247,184,322,,,550,698,545,308,384
2021년12월_남_80~89세,"1,477",106,117,200,78,57,130,,,184,164,229,85,127
2021년12월_남_90~99세,154,12,13,15,8,5,21,,,22,19,13,9,17
2021년12월_남_100세 이상,8,0,0,0,0,0,1,,,3,1,2,1,0
2021년12월_여_총인구수,"68,954","2,819","2,491","6,507","1,924","1,548","2,735",,,"8,676","21,928","15,072","1,750","3,504"
2021년12월_여_연령구간인구수,"68,954","2,819","2,491","6,507","1,924","1,548","2,735",,,"8,676","21,928","15,072","1,750","3,504"
2021년12월_여_0~9세,"5,625",99,99,399,59,32,83,,,588,"3,305",806,42,113
2021년12월_여_10~19세,"6,397",168,166,526,113,89,144,,,730,"2,605","1,575",54,227
2021년12월_여_20~29세,"9,190",262,243,749,171,142,266,,,"1,121","1,857","3,959",85,335
2021년12월_여_30~39세,"10,024",250,226,716,154,118,279,,,"1,231","4,448","2,210",103,289
2021년12월_여_40~49세,"11,482",303,346,931,235,194,294,,,"1,350","4,673","2,591",157,408
2021년12월_여_50~59세,"9,473",507,404,"1,060",324,267,444,,,"1,421","2,306","1,829",336,575
2021년12월_여_60~69세,"8,603",653,420,"1,070",408,311,528,,,"1,291","1,660","1,025",509,728
2021년12월_여_70~79세,"5,056",335,340,657,297,253,376,,,551,735,712,281,519
2021년12월_여_80~89세,"2,570",198,199,339,135,113,253,,,316,277,327,139,274
2021년12월_여_90~99세,518,41,46,59,27,29,65,,,76,61,37,42,35
2021년12월_여_100세 이상,16,3,2,1,1,0,3,,,1,1,1,2,1
