카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2021년07월_계_50~59세,"21,982",905,"2,124",493,"4,525",410,334,291,"1,626",530,769,"1,780","1,767","2,017","1,966","2,445"
2021년07월_계_60~69세,"21,173","1,074","1,701",759,"3,116",488,484,403,"1,714",675,932,"1,852","2,110","1,900","1,955","2,010"
2021년07월_계_70~79세,"11,222",709,929,521,"1,299",290,433,258,"1,049",477,575,989,"1,056",768,"1,063",806
2021년07월_계_80~89세,"4,930",431,461,301,522,180,299,199,409,193,254,359,367,284,437,234
2021년07월_계_90~99세,658,56,68,38,82,17,29,29,53,30,20,39,60,34,69,34
2021년07월_계_100세 이상,18,3,1,0,0,0,1,1,0,2,0,3,4,1,0,2
2021년07월_남_총인구수,"63,445","2,423","6,224","1,464","15,662","1,107","1,026",721,"4,389","1,396","1,917","4,493","5,044","5,460","5,243","6,876"
2021년07월_남_연령구간인구수,"63,445","2,423","6,224","1,464","15,662","1,107","1,026",721,"4,389","1,396","1,917","4,493","5,044","5,460","5,243","6,876"
2021년07월_남_0~9세,"4,518",42,543,37,"1,851",24,16,8,184,38,49,221,339,411,207,548
2021년07월_남_10~19세,"6,552",112,725,62,"2,112",56,26,14,382,76,99,331,502,716,503,836
2021년07월_남_20~29세,"6,016",169,566,100,"1,421",63,52,35,511,118,159,368,522,546,548,838
2021년07월_남_30~39세,"6,633",178,648,84,"2,167",64,44,49,368,87,145,452,549,497,505,796
2021년07월_남_40~49세,"11,259",341,"1,169",168,"3,463",172,105,63,685,207,306,764,785,966,823,"1,242"
2021년07월_남_50~59세,"11,380",532,"1,118",290,"2,361",245,217,171,838,290,397,909,792,985,"1,045","1,190"
2021년07월_남_60~69세,"10,306",587,867,373,"1,521",258,268,217,826,319,433,853,911,938,978,957
2021년07월_남_70~79세,"5,093",332,410,249,596,151,200,108,454,186,243,466,500,331,475,392
2021년07월_남_80~89세,"1,560",122,162,95,155,72,92,52,136,68,80,122,129,65,138,72
2021년07월_남_90~99세,125,8,16,6,15,2,6,4,5,7,6,7,12,5,21,5
2021년07월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년07월_여_총인구수,"62,867","2,172","6,224","1,396","15,310",879,952,735,"4,422","1,478","1,967","4,356","5,473","5,653","4,955","6,895"
2021년07월_여_연령구간인구수,"62,867","2,172","6,224","1,396","15,310",879,952,735,"4,422","1,478","1,967","4,356","5,473","5,653","4,955","6,895"
2021년07월_여_0~9세,"4,457",62,597,28,"1,790",20,11,9,199,51,61,215,326,386,236,466
2021년07월_여_10~19세,"6,129",92,705,51,"1,942",38,28,13,419,87,108,321,462,651,452,760
2021년07월_여_20~29세,"4,782",119,470,62,"1,275",43,28,24,349,89,105,274,411,457,367,709
2021년07월_여_30~39세,"6,287",121,687,60,"2,298",35,31,18,305,70,112,356,496,549,409,740
2021년07월_여_40~49세,"9,696",181,"1,054",96,"3,109",86,57,42,558,144,190,525,761,930,658,"1,305"
2021년07월_여_50~59세,"10,602",373,"1,006",203,"2,164",165,117,120,788,240,372,871,975,"1,032",921,"1,255"
2021년07월_여_60~69세,"10,867",487,834,386,"1,595",230,216,186,888,356,499,999,"1,199",962,977,"1,053"
2021년07월_여_70~79세,"6,129",377,519,272,703,139,233,150,595,291,332,523,556,437,588,414
2021년07월_여_80~89세,"3,370",309,299,206,367,108,207,147,273,125,174,237,238,219,299,162
2021년07월_여_90~99세,533,48,52,32,67,15,23,25,48,23,14,32,48,29,48,29
2021년07월_여_100세 이상,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021년08월_계_총인구수,"126,141","4,614","12,428","2,857","30,982","1,982","1,974","1,450","8,797","2,858","3,875","8,823","10,508","11,089","10,176","13,728"
2021년08월_계_연령구간인구수,"126,141","4,614","12,428","2,857","30,982","1,982","1,974","1,450","8,797","2,858","3,875","8,823","10,508","11,089","10,176","13,728"
2021년08월_계_0~9세,"8,899",105,"1,124",64,"3,617",44,29,18,388,92,108,428,670,777,439,996
2021년08월_계_10~19세,"12,678",210,"1,441",110,"4,075",93,54,27,791,161,207,641,957,"1,372",950,"1,589"
2021년08월_계_20~29세,"10,773",290,"1,025",162,"2,686",111,78,59,861,202,261,654,929,997,911,"1,547"
2021년08월_계_30~39세,"12,793",297,"1,323",142,"4,432",98,74,66,661,160,254,795,"1,032","1,034",903,"1,522"
2021년08월_계_40~49세,"20,926",521,"2,227",265,"6,584",253,163,106,"1,240",342,491,"1,276","1,552","1,890","1,477","2,539"
2021년08월_계_50~59세,"21,915",910,"2,110",496,"4,530",411,327,288,"1,621",524,757,"1,775","1,754","2,008","1,952","2,452"
2021년08월_계_60~69세,"21,273","1,078","1,711",756,"3,149",484,487,403,"1,718",678,944,"1,855","2,115","1,921","1,971","2,003"
2021년08월_계_70~79세,"11,245",709,932,522,"1,303",291,432,258,"1,053",472,574,995,"1,067",762,"1,063",812
2021년08월_계_80~89세,"4,967",434,463,305,527,180,300,192,410,196,260,362,368,293,444,233
2021년08월_계_90~99세,654,57,71,35,79,17,29,32,54,29,19,39,60,34,66,33
2021년08월_계_100세 이상,18,3,1,0,0,0,1,1,0,2,0,3,4,1,0,2
2021년08월_남_총인구수,"63,327","2,429","6,221","1,463","15,663","1,104","1,022",715,"4,372","1,389","1,913","4,479","5,033","5,448","5,228","6,848"
2021년08월_남_연령구간인구수,"63,327","2,429","6,221","1,463","15,663","1,104","1,022",715,"4,372","1,389","1,913","4,479","5,033","5,448","5,228","6,848"
2021년08월_남_0~9세,"4,476",42,536,37,"1,840",24,16,8,185,40,48,214,341,404,202,539
2021년08월_남_10~19세,"6,543",115,731,60,"2,117",55,26,14,378,74,99,329,497,716,502,830
2021년08월_남_20~29세,"6,002",171,561,100,"1,424",65,50,35,505,116,158,371,525,547,541,833
2021년08월_남_30~39세,"6,565",177,643,84,"2,147",63,43,47,356,89,143,449,542,491,502,789
2021년08월_남_40~49세,"11,227",336,"1,172",169,"3,468",170,105,63,688,201,304,752,783,959,816,"1,241"
2021년08월_남_50~59세,"11,352",534,"1,111",291,"2,363",244,215,169,837,288,389,913,783,979,"1,045","1,191"
2021년08월_남_60~69세,"10,347",589,871,371,"1,536",257,269,216,825,321,442,851,912,948,983,956
2021년08월_남_70~79세,"5,116",334,416,253,596,152,200,108,456,184,244,468,507,332,474,392
2021년08월_남_80~89세,"1,574",124,163,94,157,72,92,50,137,69,80,125,128,67,143,73
2021년08월_남_90~99세,122,7,17,4,15,2,6,5,5,7,6,7,12,5,20,4
2021년08월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년08월_여_총인구수,"62,814","2,185","6,207","1,394","15,319",878,952,735,"4,425","1,469","1,962","4,344","5,475","5,641","4,948","6,880"
2021년08월_여_연령구간인구수,"62,814","2,185","6,207","1,394","15,319",878,952,735,"4,425","1,469","1,962","4,344","5,475","5,641","4,948","6,880"
2021년08월_여_0~9세,"4,423",63,588,27,"1,777",20,13,10,203,52,60,214,329,373,237,457
2021년08월_여_10~19세,"6,135",95,710,50,"1,958",38,28,13,413,87,108,312,460,656,448,759
2021년08월_여_20~29세,"4,771",119,464,62,"1,262",46,28,24,356,86,103,283,404,450,370,714
2021년08월_여_30~39세,"6,228",120,680,58,"2,285",35,31,19,305,71,111,346,490,543,401,733
2021년08월_여_40~49세,"9,699",185,"1,055",96,"3,116",83,58,43,552,141,187,524,769,931,661,"1,298"
2021년08월_여_50~59세,"10,563",376,999,205,"2,167",167,112,119,784,236,368,862,971,"1,029",907,"1,261"
2021년08월_여_60~69세,"10,926",489,840,385,"1,613",227,218,187,893,357,502,"1,004","1,203",973,988,"1,047"
2021년08월_여_70~79세,"6,129",375,516,269,707,139,232,150,597,288,330,527,560,430,589,420
2021년08월_여_80~89세,"3,393",310,300,211,370,108,208,142,273,127,180,237,240,226,301,160
2021년08월_여_90~99세,532,50,54,31,64,15,23,27,49,22,13,32,48,29,46,29
2021년08월_여_100세 이상,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021년09월_계_총인구수,"125,881","4,598","12,397","2,853","31,025","1,979","1,964","1,444","8,747","2,855","3,861","8,790","10,449","11,071","10,144","13,704"
2021년09월_계_연령구간인구수,"125,881","4,598","12,397","2,853","31,025","1,979","1,964","1,444","8,747","2,855","3,861","8,790","10,449","11,071","10,144","13,704"
2021년09월_계_0~9세,"8,809",106,"1,110",64,"3,598",43,28,18,380,93,104,424,663,763,428,987
2021년09월_계_10~19세,"12,654",206,"1,444",106,"4,083",93,54,25,785,164,205,627,948,"1,383",943,"1,588"
2021년09월_계_20~29세,"10,640",283,"1,012",160,"2,670",108,74,57,848,194,258,657,913,971,904,"1,531"
2021년09월_계_30~39세,"12,663",292,"1,309",143,"4,388",98,72,64,645,161,249,788,"1,024","1,021",895,"1,514"
2021년09월_계_40~49세,"20,907",518,"2,215",261,"6,624",253,163,106,"1,232",334,494,"1,271","1,554","1,892","1,467","2,523"
2021년09월_계_50~59세,"21,931",914,"2,112",502,"4,559",413,324,288,"1,614",530,757,"1,762","1,735","2,010","1,954","2,457"
2021년09월_계_60~69세,"21,307","1,075","1,722",756,"3,179",480,482,403,"1,725",676,939,"1,853","2,108","1,931","1,969","2,009"
2021년09월_계_70~79세,"11,298",708,932,520,"1,316",294,436,257,"1,051",472,573,995,"1,075",772,"1,073",824
2021년09월_계_80~89세,"4,991",435,468,304,529,181,301,193,412,200,263,368,365,292,445,235
2021년09월_계_90~99세,663,58,72,37,79,16,29,32,55,29,19,42,60,35,66,34
2021년09월_계_100세 이상,18,3,1,0,0,0,1,1,0,2,0,3,4,1,0,2
2021년09월_남_총인구수,"63,201","2,417","6,206","1,463","15,690","1,105","1,015",715,"4,354","1,389","1,911","4,461","5,007","5,430","5,204","6,834"
2021년09월_남_연령구간인구수,"63,201","2,417","6,206","1,463","15,690","1,105","1,015",715,"4,354","1,389","1,911","4,461","5,007","5,430","5,204","6,834"
2021년09월_남_0~9세,"4,418",42,529,36,"1,827",23,15,8,182,40,45,210,341,394,197,529
2021년09월_남_10~19세,"6,534",114,733,56,"2,120",55,26,12,376,77,99,324,491,715,499,837
2021년09월_남_20~29세,"5,948",167,555,102,"1,424",64,47,35,503,111,159,374,520,531,531,825
2021년09월_남_30~39세,"6,499",174,638,83,"2,126",64,42,46,347,91,141,445,532,491,497,782
2021년09월_남_40~49세,"11,221",329,"1,163",170,"3,494",169,105,63,682,193,307,750,789,959,811,"1,237"
2021년09월_남_50~59세,"11,367",536,"1,118",294,"2,378",245,212,169,839,293,387,904,769,979,"1,049","1,195"
2021년09월_남_60~69세,"10,373",590,870,370,"1,554",258,270,219,828,322,444,853,913,950,980,952
2021년09월_남_70~79세,"5,136",333,421,255,597,150,200,108,457,184,241,467,511,336,477,399
2021년09월_남_80~89세,"1,577",124,161,91,156,74,92,50,135,71,82,126,127,70,144,74
2021년09월_남_90~99세,125,8,18,6,14,3,6,5,5,7,6,8,11,5,19,4
2021년09월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년09월_여_총인구수,"62,680","2,181","6,191","1,390","15,335",874,949,729,"4,393","1,466","1,950","4,329","5,442","5,641","4,940","6,870"
2021년09월_여_연령구간인구수,"62,680","2,181","6,191","1,390","15,335",874,949,729,"4,393","1,466","1,950","4,329","5,442","5,641","4,940","6,870"
2021년09월_여_0~9세,"4,391",64,581,28,"1,771",20,13,10,198,53,59,214,322,369,231,458
2021년09월_여_10~19세,"6,120",92,711,50,"1,963",38,28,13,409,87,106,303,457,668,444,751
2021년09월_여_20~29세,"4,692",116,457,58,"1,246",44,27,22,345,83,99,283,393,440,373,706
2021년09월_여_30~39세,"6,164",118,671,60,"2,262",34,30,18,298,70,108,343,492,530,398,732
2021년09월_여_40~49세,"9,686",189,"1,052",91,"3,130",84,58,43,550,141,187,521,765,933,656,"1,286"
2021년09월_여_50~59세,"10,564",378,994,208,"2,181",168,112,119,775,237,370,858,966,"1,031",905,"1,262"
2021년09월_여_60~69세,"10,934",485,852,386,"1,625",222,212,184,897,354,495,"1,000","1,195",981,989,"1,057"
2021년09월_여_70~79세,"6,162",375,511,265,719,144,236,149,594,288,332,528,564,436,596,425
2021년09월_여_80~89세,"3,414",311,307,213,373,107,209,143,277,129,181,242,238,222,301,161
2021년09월_여_90~99세,538,50,54,31,65,13,23,27,50,22,13,34,49,30,47,30
2021년09월_여_100세 이상,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021년10월_계_총인구수,"125,744","4,591","12,412","2,843","31,027","1,968","1,958","1,449","8,719","2,843","3,869","8,763","10,408","11,065","10,118","13,711"
2021년10월_계_연령구간인구수,"125,744","4,591","12,412","2,843","31,027","1,968","1,958","1,449","8,719","2,843","3,869","8,763","10,408","11,065","10,118","13,711"
2021년10월_계_0~9세,"8,729",103,"1,100",62,"3,564",43,29,21,368,92,102,414,663,748,428,992
2021년10월_계_10~19세,"12,665",206,"1,449",109,"4,089",90,54,27,790,160,204,622,952,"1,395",939,"1,579"
2021년10월_계_20~29세,"10,601",285,"1,010",159,"2,674",108,72,57,840,196,258,651,904,969,888,"1,530"
2021년10월_계_30~39세,"12,542",290,"1,312",144,"4,333",95,71,64,646,153,250,771,"1,011","1,007",890,"1,505"
2021년10월_계_40~49세,"20,835",511,"2,214",260,"6,629",249,164,107,"1,225",330,484,"1,262","1,546","1,884","1,447","2,523"
2021년10월_계_50~59세,"21,962",910,"2,108",492,"4,601",413,315,290,"1,601",532,766,"1,764","1,730","2,028","1,957","2,455"
2021년10월_계_60~69세,"21,382","1,082","1,734",752,"3,208",479,490,402,"1,726",677,948,"1,856","2,101","1,928","1,980","2,019"
2021년10월_계_70~79세,"11,317",703,936,519,"1,323",296,432,257,"1,053",469,569,"1,005","1,068",774,"1,083",830
2021년10월_계_80~89세,"5,028",440,478,307,529,180,298,191,417,203,268,373,369,293,441,241
2021년10월_계_90~99세,666,58,70,39,77,15,32,33,53,29,20,42,60,38,65,35
2021년10월_계_100세 이상,17,3,1,0,0,0,1,0,0,2,0,3,4,1,0,2
2021년10월_남_총인구수,"63,116","2,412","6,214","1,455","15,694","1,102","1,009",715,"4,328","1,386","1,920","4,451","4,989","5,424","5,191","6,826"
2021년10월_남_연령구간인구수,"63,116","2,412","6,214","1,455","15,694","1,102","1,009",715,"4,328","1,386","1,920","4,451","4,989","5,424","5,191","6,826"
2021년10월_남_0~9세,"4,388",42,524,34,"1,812",23,16,9,178,40,45,203,341,388,199,534
2021년10월_남_10~19세,"6,531",112,737,58,"2,121",53,26,13,375,72,99,321,496,720,497,831
2021년10월_남_20~29세,"5,913",168,550,101,"1,429",64,45,35,493,112,161,368,513,528,524,822
2021년10월_남_30~39세,"6,424",172,640,83,"2,093",64,42,45,346,88,141,438,520,483,494,775
2021년10월_남_40~49세,"11,167",322,"1,163",170,"3,488",164,105,64,677,190,303,743,793,954,796,"1,235"
2021년10월_남_50~59세,"11,407",537,"1,115",289,"2,408",246,209,169,832,297,391,912,765,994,"1,052","1,191"
2021년10월_남_60~69세,"10,403",593,881,367,"1,566",261,272,217,829,321,449,853,916,942,983,953
2021년10월_남_70~79세,"5,167",331,422,256,607,151,198,109,459,187,240,478,502,339,483,405
2021년10월_남_80~89세,"1,586",127,164,90,156,73,88,49,135,72,85,127,130,70,144,76
2021년10월_남_90~99세,127,8,18,7,14,3,8,5,4,7,6,8,10,6,19,4
2021년10월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년10월_여_총인구수,"62,628","2,179","6,198","1,388","15,333",866,949,734,"4,391","1,457","1,949","4,312","5,419","5,641","4,927","6,885"
2021년10월_여_연령구간인구수,"62,628","2,179","6,198","1,388","15,333",866,949,734,"4,391","1,457","1,949","4,312","5,419","5,641","4,927","6,885"
2021년10월_여_0~9세,"4,341",61,576,28,"1,752",20,13,12,190,52,57,211,322,360,229,458
2021년10월_여_10~19세,"6,134",94,712,51,"1,968",37,28,14,415,88,105,301,456,675,442,748
2021년10월_여_20~29세,"4,688",117,460,58,"1,245",44,27,22,347,84,97,283,391,441,364,708
2021년10월_여_30~39세,"6,118",118,672,61,"2,240",31,29,19,300,65,109,333,491,524,396,730
2021년10월_여_40~49세,"9,668",189,"1,051",90,"3,141",85,59,43,548,140,181,519,753,930,651,"1,288"
2021년10월_여_50~59세,"10,555",373,993,203,"2,193",167,106,121,769,235,375,852,965,"1,034",905,"1,264"
2021년10월_여_60~69세,"10,979",489,853,385,"1,642",218,218,185,897,356,499,"1,003","1,185",986,997,"1,066"
2021년10월_여_70~79세,"6,150",372,514,263,716,145,234,148,594,282,329,527,566,435,600,425
2021년10월_여_80~89세,"3,442",313,314,217,373,107,210,142,282,131,183,246,239,223,297,165
2021년10월_여_90~99세,539,50,52,32,63,12,24,28,49,22,14,34,50,32,46,31
2021년10월_여_100세 이상,14,3,1,0,0,0,1,0,0,2,0,3,1,1,0,2
2021년11월_계_총인구수,"125,595","4,568","12,405","2,837","30,997","1,972","1,955","1,446","8,703","2,845","3,858","8,761","10,382","11,035","10,136","13,695"
2021년11월_계_연령구간인구수,"125,595","4,568","12,405","2,837","30,997","1,972","1,955","1,446","8,703","2,845","3,858","8,761","10,382","11,035","10,136","13,695"
2021년11월_계_0~9세,"8,639",100,"1,096",62,"3,531",43,29,21,362,88,103,414,657,732,419,982
2021년11월_계_10~19세,"12,668",206,"1,453",107,"4,094",89,55,27,788,157,198,617,957,"1,394",942,"1,584"
2021년11월_계_20~29세,"10,557",277,"1,011",161,"2,661",108,71,56,835,197,255,657,901,956,893,"1,518"
2021년11월_계_30~39세,"12,431",285,"1,307",142,"4,287",95,72,64,645,154,251,763,995,994,881,"1,496"
2021년11월_계_40~49세,"20,826",512,"2,210",262,"6,633",250,160,107,"1,224",329,481,"1,256","1,541","1,886","1,450","2,525"
2021년11월_계_50~59세,"21,990",901,"2,114",487,"4,618",416,315,287,"1,601",535,755,"1,765","1,734","2,033","1,961","2,468"
2021년11월_계_60~69세,"21,427","1,089","1,732",752,"3,230",479,490,403,"1,726",677,948,"1,858","2,102","1,936","1,990","2,015"
2021년11월_계_70~79세,"11,323",701,929,516,"1,329",298,433,258,"1,055",471,574,"1,005","1,065",772,"1,091",826
2021년11월_계_80~89세,"5,053",438,482,309,535,179,298,189,415,205,273,379,369,294,443,245
2021년11월_계_90~99세,668,58,70,39,79,15,31,34,52,30,20,44,60,37,65,34
2021년11월_계_100세 이상,13,1,1,0,0,0,1,0,0,2,0,3,1,1,1,2
2021년11월_남_총인구수,"63,042","2,404","6,213","1,453","15,675","1,106","1,009",713,"4,320","1,387","1,924","4,445","4,967","5,412","5,201","6,813"
2021년11월_남_연령구간인구수,"63,042","2,404","6,213","1,453","15,675","1,106","1,009",713,"4,320","1,387","1,924","4,445","4,967","5,412","5,201","6,813"
2021년11월_남_0~9세,"4,351",42,530,34,"1,791",23,16,9,177,38,46,204,342,377,198,524
2021년11월_남_10~19세,"6,522",112,737,56,"2,125",52,27,13,373,70,98,318,496,720,495,830
2021년11월_남_20~29세,"5,895",164,545,103,"1,425",65,44,35,492,112,160,373,508,522,529,818
2021년11월_남_30~39세,"6,365",172,641,82,"2,064",64,43,45,342,89,143,431,512,482,490,765
2021년11월_남_40~49세,"11,169",321,"1,155",172,"3,490",167,102,64,679,190,302,742,785,952,805,"1,243"
2021년11월_남_50~59세,"11,415",533,"1,121",285,"2,418",246,210,168,830,299,385,909,771,994,"1,049","1,197"
2021년11월_남_60~69세,"10,430",599,880,368,"1,577",263,273,216,828,322,454,852,910,953,986,949
2021년11월_남_70~79세,"5,174",329,421,256,613,150,199,110,463,188,241,477,502,336,485,404
2021년11월_남_80~89세,"1,595",124,165,90,158,73,88,48,132,72,89,131,130,71,145,79
2021년11월_남_90~99세,125,8,18,7,14,3,7,5,4,7,6,8,11,5,18,4
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021년11월_여_총인구수,"62,553","2,164","6,192","1,384","15,322",866,946,733,"4,383","1,458","1,934","4,316","5,415","5,623","4,935","6,882"
2021년11월_여_연령구간인구수,"62,553","2,164","6,192","1,384","15,322",866,946,733,"4,383","1,458","1,934","4,316","5,415","5,623","4,935","6,882"
2021년11월_여_0~9세,"4,288",58,566,28,"1,740",20,13,12,185,50,57,210,315,355,221,458
2021년11월_여_10~19세,"6,146",94,716,51,"1,969",37,28,14,415,87,100,299,461,674,447,754
2021년11월_여_20~29세,"4,662",113,466,58,"1,236",43,27,21,343,85,95,284,393,434,364,700
2021년11월_여_30~39세,"6,066",113,666,60,"2,223",31,29,19,303,65,108,332,483,512,391,731
2021년11월_여_40~49세,"9,657",191,"1,055",90,"3,143",83,58,43,545,139,179,514,756,934,645,"1,282"
2021년11월_여_50~59세,"10,575",368,993,202,"2,200",170,105,119,771,236,370,856,963,"1,039",912,"1,271"
2021년11월_여_60~69세,"10,997",490,852,384,"1,653",216,217,187,898,355,494,"1,006","1,192",983,"1,004","1,066"
2021년11월_여_70~79세,"6,149",372,508,260,716,148,234,148,592,283,333,528,563,436,606,422
2021년11월_여_80~89세,"3,458",314,317,219,377,106,210,141,283,133,184,248,239,223,298,166
2021년11월_여_90~99세,543,50,52,32,65,12,24,29,48,23,14,36,49,32,47,30
2021년11월_여_100세 이상,12,1,1,0,0,0,1,0,0,2,0,3,1,1,0,2
2021년12월_계_총인구수,"125,383","4,558","12,382","2,839","30,965","1,974","1,951","1,443","8,670","2,840","3,854","8,743","10,364","11,048","10,093","13,659"
2021년12월_계_연령구간인구수,"125,383","4,558","12,382","2,839","30,965","1,974","1,951","1,443","8,670","2,840","3,854","8,743","10,364","11,048","10,093","13,659"
2021년12월_계_0~9세,"8,547",101,"1,088",64,"3,495",40,28,21,350,88,106,407,649,730,410,970
2021년12월_계_10~19세,"12,671",205,"1,467",106,"4,107",89,55,26,790,160,198,619,953,"1,401",929,"1,566"
2021년12월_계_20~29세,"10,479",268,983,160,"2,641",110,71,56,823,195,253,653,902,957,891,"1,516"
2021년12월_계_30~39세,"12,323",283,"1,301",144,"4,235",93,74,63,635,151,250,754,983,985,868,"1,504"
2021년12월_계_40~49세,"20,816",516,"2,210",258,"6,652",248,159,103,"1,224",326,482,"1,255","1,549","1,891","1,442","2,501"
2021년12월_계_50~59세,"21,988",896,"2,121",487,"4,646",424,313,290,"1,592",528,750,"1,765","1,724","2,031","1,955","2,466"
2021년12월_계_60~69세,"21,449","1,089","1,719",756,"3,242",477,490,402,"1,734",683,944,"1,856","2,098","1,941","1,993","2,025"
2021년12월_계_70~79세,"11,343",703,936,514,"1,328",298,433,259,"1,055",470,577,"1,004","1,070",779,"1,094",823
2021년12월_계_80~89세,"5,082",436,484,310,539,179,297,189,417,206,275,385,375,295,446,249
2021년12월_계_90~99세,673,60,72,40,79,16,30,33,50,31,19,45,60,37,64,37
2021년12월_계_100세 이상,12,1,1,0,1,0,1,1,0,2,0,0,1,1,1,2
2021년12월_남_총인구수,"62,928","2,398","6,197","1,458","15,656","1,103","1,008",711,"4,308","1,392","1,920","4,432","4,963","5,414","5,173","6,795"
2021년12월_남_연령구간인구수,"62,928","2,398","6,197","1,458","15,656","1,103","1,008",711,"4,308","1,392","1,920","4,432","4,963","5,414","5,173","6,795"
2021년12월_남_0~9세,"4,299",41,527,37,"1,763",21,15,9,174,38,49,199,340,373,194,519
2021년12월_남_10~19세,"6,531",110,746,56,"2,131",52,27,12,376,72,96,316,494,725,489,829
2021년12월_남_20~29세,"5,863",158,534,102,"1,416",66,44,35,484,113,156,374,512,526,526,817
2021년12월_남_30~39세,"6,317",171,637,83,"2,047",64,44,44,338,87,142,427,505,471,483,774
2021년12월_남_40~49세,"11,141",326,"1,152",171,"3,487",166,102,63,680,191,299,738,788,955,795,"1,228"
2021년12월_남_50~59세,"11,426",530,"1,124",285,"2,437",247,212,170,824,295,386,911,771,991,"1,050","1,193"
2021년12월_남_60~69세,"10,425",600,867,374,"1,583",262,270,215,833,325,453,849,904,959,986,945
2021년12월_남_70~79세,"5,189",328,428,253,616,149,200,110,464,189,243,475,509,337,487,401
2021년12월_남_80~89세,"1,612",126,165,89,161,73,88,48,132,75,91,134,130,71,144,85
2021년12월_남_90~99세,124,8,17,8,15,3,6,5,3,7,5,9,10,6,18,4
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"62,455","2,160","6,185","1,381","15,309",871,943,732,"4,362","1,448","1,934","4,311","5,401","5,634","4,920","6,864"
2021년12월_여_연령구간인구수,"62,455","2,160","6,185","1,381","15,309",871,943,732,"4,362","1,448","1,934","4,311","5,401","5,634","4,920","6,864"
2021년12월_여_0~9세,"4,248",60,561,27,"1,732",19,13,12,176,50,57,208,309,357,216,451
2021년12월_여_10~19세,"6,140",95,721,50,"1,976",37,28,14,414,88,102,303,459,676,440,737
2021년12월_여_20~29세,"4,616",110,449,58,"1,225",44,27,21,339,82,97,279,390,431,365,699
2021년12월_여_30~39세,"6,006",112,664,61,"2,188",29,30,19,297,64,108,327,478,514,385,730
2021년12월_여_40~49세,"9,675",190,"1,058",87,"3,165",82,57,40,544,135,183,517,761,936,647,"1,273"
2021년12월_여_50~59세,"10,562",366,997,202,"2,209",177,101,120,768,233,364,854,953,"1,040",905,"1,273"
2021년12월_여_60~69세,"11,024",489,852,382,"1,659",215,220,187,901,358,491,"1,007","1,194",982,"1,007","1,080"
2021년12월_여_70~79세,"6,154",375,508,261,712,149,233,149,591,281,334,529,561,442,607,422
2021년12월_여_80~89세,"3,470",310,319,221,378,106,209,141,285,131,184,251,245,224,302,164
2021년12월_여_90~99세,549,52,55,32,64,13,24,28,47,24,14,36,50,31,46,33
2021년12월_여_100세 이상,11,1,1,0,1,0,1,1,0,2,0,0,1,1,0,2
