카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년05월_여_40~49세,"1,415",158,5,221,6,5,47,10,133,82,145,105,6,84,20,6,24,10,64,65,48,72,10,29,60
2021년05월_여_50~59세,"2,696",306,15,454,15,11,95,19,229,186,222,155,20,152,30,15,37,17,116,105,80,172,21,69,155
2021년05월_여_60~69세,"3,499",390,23,560,26,23,117,38,276,233,330,205,21,158,30,16,38,26,144,122,158,250,28,96,191
2021년05월_여_70~79세,"3,408",409,26,428,33,28,159,31,285,216,322,213,13,182,23,13,19,19,146,109,150,262,20,116,186
2021년05월_여_80~89세,"2,843",327,28,315,19,15,121,16,187,170,240,232,13,140,17,17,26,15,147,93,136,250,22,102,195
2021년05월_여_90~99세,427,50,2,61,1,1,16,1,17,18,46,22,2,41,1,1,0,7,20,11,19,50,1,19,20
2021년05월_여_100세 이상,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년06월_계_총인구수,"38,687","4,226",239,"5,757",232,221,"1,454",319,"3,214","2,287","3,516","2,487",216,"2,222",446,208,474,319,"1,733","1,537","1,551","2,717",287,987,"2,038"
2021년06월_계_연령구간인구수,"38,687","4,226",239,"5,757",232,221,"1,454",319,"3,214","2,287","3,516","2,487",216,"2,222",446,208,474,319,"1,733","1,537","1,551","2,717",287,987,"2,038"
2021년06월_계_0~9세,"1,499",138,6,206,10,15,38,11,165,74,138,107,9,76,11,11,21,10,65,67,77,112,16,21,95
2021년06월_계_10~19세,"2,013",226,6,297,3,5,44,10,231,106,202,203,6,110,21,18,26,21,102,102,66,97,8,30,73
2021년06월_계_20~29세,"2,686",271,12,465,8,6,96,18,231,136,214,167,8,190,53,12,46,29,116,140,76,200,22,50,120
2021년06월_계_30~39세,"2,606",253,13,418,17,14,84,18,212,136,222,167,14,187,49,16,49,24,116,116,99,175,30,61,116
2021년06월_계_40~49세,"4,229",437,19,615,20,20,177,37,406,222,395,263,28,297,81,24,82,41,190,210,157,218,27,83,180
2021년06월_계_50~59세,"6,950",757,46,"1,091",33,32,292,64,585,428,623,375,60,422,100,40,108,65,314,266,238,449,44,150,368
2021년06월_계_60~69세,"7,822",894,57,"1,275",62,49,255,69,604,488,712,462,43,373,70,43,71,62,324,286,333,567,65,218,440
2021년06월_계_70~79세,"6,254",716,38,817,52,51,269,62,505,397,607,399,31,322,37,23,38,41,284,211,284,473,45,211,341
2021년06월_계_80~89세,"4,092",472,40,499,25,27,181,29,256,275,351,315,15,197,23,19,32,18,197,122,195,362,27,141,274
2021년06월_계_90~99세,524,62,2,73,2,2,17,1,19,24,52,28,2,45,1,2,1,8,25,15,24,63,3,22,31
2021년06월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년06월_남_총인구수,"20,652","2,205",126,"3,120",117,128,796,184,"1,708","1,203","1,863","1,272",124,"1,240",286,119,269,190,921,834,823,"1,409",155,491,"1,069"
2021년06월_남_연령구간인구수,"20,652","2,205",126,"3,120",117,128,796,184,"1,708","1,203","1,863","1,272",124,"1,240",286,119,269,190,921,834,823,"1,409",155,491,"1,069"
2021년06월_남_0~9세,764,77,3,110,5,11,17,4,75,42,75,52,7,34,7,5,11,4,31,30,43,55,8,9,49
2021년06월_남_10~19세,"1,031",115,2,140,0,3,24,9,121,52,99,93,3,63,12,11,15,11,56,53,28,52,6,18,45
2021년06월_남_20~29세,"1,620",166,9,278,5,5,58,9,144,79,110,103,3,119,36,7,20,19,71,79,49,123,14,39,75
2021년06월_남_30~39세,"1,644",153,8,264,12,11,61,16,121,93,146,108,6,120,40,12,36,15,67,68,61,102,18,34,72
2021년06월_남_40~49세,"2,817",282,14,398,14,15,132,26,272,142,245,159,22,212,61,19,58,31,126,142,109,147,17,56,118
2021년06월_남_50~59세,"4,254",449,31,635,19,21,193,45,357,245,401,221,40,273,71,25,70,48,195,164,160,276,23,78,214
2021년06월_남_60~69세,"4,314",501,34,709,36,26,135,32,327,255,384,260,23,215,39,27,34,36,180,163,175,316,37,122,248
2021년06월_남_70~79세,"2,864",308,13,393,19,24,115,30,222,184,286,188,18,139,14,10,19,22,139,100,133,212,25,94,157
2021년06월_남_80~89세,"1,242",142,12,181,6,11,58,13,67,105,110,81,2,61,6,3,5,3,52,30,60,111,5,38,80
2021년06월_남_90~99세,98,12,0,12,1,1,3,0,2,6,7,7,0,3,0,0,1,1,4,4,4,14,2,3,11
2021년06월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년06월_여_총인구수,"18,035","2,021",113,"2,637",115,93,658,135,"1,506","1,084","1,653","1,215",92,982,160,89,205,129,812,703,728,"1,308",132,496,969
2021년06월_여_연령구간인구수,"18,035","2,021",113,"2,637",115,93,658,135,"1,506","1,084","1,653","1,215",92,982,160,89,205,129,812,703,728,"1,308",132,496,969
2021년06월_여_0~9세,735,61,3,96,5,4,21,7,90,32,63,55,2,42,4,6,10,6,34,37,34,57,8,12,46
2021년06월_여_10~19세,982,111,4,157,3,2,20,1,110,54,103,110,3,47,9,7,11,10,46,49,38,45,2,12,28
2021년06월_여_20~29세,"1,066",105,3,187,3,1,38,9,87,57,104,64,5,71,17,5,26,10,45,61,27,77,8,11,45
2021년06월_여_30~39세,962,100,5,154,5,3,23,2,91,43,76,59,8,67,9,4,13,9,49,48,38,73,12,27,44
2021년06월_여_40~49세,"1,412",155,5,217,6,5,45,11,134,80,150,104,6,85,20,5,24,10,64,68,48,71,10,27,62
2021년06월_여_50~59세,"2,696",308,15,456,14,11,99,19,228,183,222,154,20,149,29,15,38,17,119,102,78,173,21,72,154
2021년06월_여_60~69세,"3,508",393,23,566,26,23,120,37,277,233,328,202,20,158,31,16,37,26,144,123,158,251,28,96,192
2021년06월_여_70~79세,"3,390",408,25,424,33,27,154,32,283,213,321,211,13,183,23,13,19,19,145,111,151,261,20,117,184
2021년06월_여_80~89세,"2,850",330,28,318,19,16,123,16,189,170,241,234,13,136,17,16,27,15,145,92,135,251,22,103,194
2021년06월_여_90~99세,426,50,2,61,1,1,14,1,17,18,45,21,2,42,1,2,0,7,21,11,20,49,1,19,20
2021년06월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년07월_계_총인구수,"38,614","4,225",240,"5,742",228,220,"1,458",315,"3,206","2,292","3,503","2,479",216,"2,216",441,207,472,317,"1,726","1,540","1,550","2,723",284,985,"2,029"
2021년07월_계_연령구간인구수,"38,614","4,225",240,"5,742",228,220,"1,458",315,"3,206","2,292","3,503","2,479",216,"2,216",441,207,472,317,"1,726","1,540","1,550","2,723",284,985,"2,029"
2021년07월_계_0~9세,"1,491",141,6,207,9,15,38,11,161,75,135,109,9,69,13,11,20,10,64,66,76,113,16,21,96
2021년07월_계_10~19세,"2,010",228,6,289,3,5,43,9,235,103,202,205,6,111,21,17,27,20,98,104,69,100,8,28,73
2021년07월_계_20~29세,"2,665",268,12,455,7,6,99,19,225,137,213,161,9,188,51,13,45,29,120,138,76,203,21,50,120
2021년07월_계_30~39세,"2,585",253,13,420,15,14,81,16,208,134,216,165,14,190,45,15,49,24,111,121,100,176,29,61,115
2021년07월_계_40~49세,"4,204",440,18,612,19,20,171,37,400,217,393,267,27,293,81,23,83,40,191,208,159,219,27,82,177
2021년07월_계_50~59세,"6,924",752,48,"1,087",34,33,298,62,586,431,620,373,59,424,99,40,105,65,311,265,233,444,43,147,365
2021년07월_계_60~69세,"7,847",891,56,"1,284",62,47,260,71,606,495,712,459,44,374,70,44,73,62,322,287,333,570,65,221,439
2021년07월_계_70~79세,"6,264",717,39,816,52,51,268,59,509,397,610,397,30,323,37,23,38,42,286,212,284,477,45,212,340
2021년07월_계_80~89세,"4,093",473,40,497,25,27,182,30,257,279,352,316,16,198,23,18,31,17,197,122,193,358,27,141,274
2021년07월_계_90~99세,519,62,2,74,2,2,17,1,19,23,50,26,2,43,1,3,1,8,26,15,25,62,3,22,30
2021년07월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년07월_남_총인구수,"20,633","2,209",126,"3,122",116,128,796,182,"1,706","1,210","1,856","1,266",125,"1,244",280,118,268,189,918,833,821,"1,414",152,490,"1,064"
2021년07월_남_연령구간인구수,"20,633","2,209",126,"3,122",116,128,796,182,"1,706","1,210","1,856","1,266",125,"1,244",280,118,268,189,918,833,821,"1,414",152,490,"1,064"
2021년07월_남_0~9세,766,79,3,112,4,11,16,4,74,43,74,53,7,33,8,5,11,4,31,30,41,57,8,9,49
2021년07월_남_10~19세,"1,032",116,2,139,0,3,24,8,123,50,100,93,3,63,12,11,15,10,54,52,30,56,6,16,46
2021년07월_남_20~29세,"1,612",166,9,276,5,5,60,10,142,80,109,98,4,120,34,7,19,19,72,78,49,122,13,39,76
2021년07월_남_30~39세,"1,627",151,8,263,12,11,58,15,119,91,143,107,6,124,36,11,37,15,63,70,61,103,17,35,71
2021년07월_남_40~49세,"2,806",285,13,401,14,15,127,26,269,141,244,160,22,208,61,18,58,30,126,140,110,148,17,56,117
2021년07월_남_50~59세,"4,240",446,32,629,19,22,198,43,358,247,398,221,39,275,70,25,67,49,198,163,158,273,23,77,210
2021년07월_남_60~69세,"4,325",500,34,715,36,25,137,34,326,259,384,257,24,215,39,28,36,35,178,164,174,319,36,123,247
2021년07월_남_70~79세,"2,879",311,13,393,19,24,115,29,226,186,288,189,17,141,14,10,19,23,140,101,133,212,25,94,157
2021년07월_남_80~89세,"1,243",143,12,182,6,11,58,13,67,107,109,81,3,61,6,2,5,3,52,30,60,109,5,38,80
2021년07월_남_90~99세,99,12,0,12,1,1,3,0,2,6,7,7,0,3,0,1,1,1,4,4,4,14,2,3,11
2021년07월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년07월_여_총인구수,"17,981","2,016",114,"2,620",112,92,662,133,"1,500","1,082","1,647","1,213",91,972,161,89,204,128,808,707,729,"1,309",132,495,965
2021년07월_여_연령구간인구수,"17,981","2,016",114,"2,620",112,92,662,133,"1,500","1,082","1,647","1,213",91,972,161,89,204,128,808,707,729,"1,309",132,495,965
2021년07월_여_0~9세,725,62,3,95,5,4,22,7,87,32,61,56,2,36,5,6,9,6,33,36,35,56,8,12,47
2021년07월_여_10~19세,978,112,4,150,3,2,19,1,112,53,102,112,3,48,9,6,12,10,44,52,39,44,2,12,27
2021년07월_여_20~29세,"1,053",102,3,179,2,1,39,9,83,57,104,63,5,68,17,6,26,10,48,60,27,81,8,11,44
2021년07월_여_30~39세,958,102,5,157,3,3,23,1,89,43,73,58,8,66,9,4,12,9,48,51,39,73,12,26,44
2021년07월_여_40~49세,"1,398",155,5,211,5,5,44,11,131,76,149,107,5,85,20,5,25,10,65,68,49,71,10,26,60
2021년07월_여_50~59세,"2,684",306,16,458,15,11,100,19,228,184,222,152,20,149,29,15,38,16,113,102,75,171,20,70,155
2021년07월_여_60~69세,"3,522",391,22,569,26,22,123,37,280,236,328,202,20,159,31,16,37,27,144,123,159,251,29,98,192
2021년07월_여_70~79세,"3,385",406,26,423,33,27,153,30,283,211,322,208,13,182,23,13,19,19,146,111,151,265,20,118,183
2021년07월_여_80~89세,"2,850",330,28,315,19,16,124,17,190,172,243,235,13,137,17,16,26,14,145,92,133,249,22,103,194
2021년07월_여_90~99세,420,50,2,62,1,1,14,1,17,17,43,19,2,40,1,2,0,7,22,11,21,48,1,19,19
2021년07월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년08월_계_총인구수,"38,551","4,216",239,"5,726",228,222,"1,452",317,"3,205","2,284","3,506","2,482",217,"2,206",434,203,457,317,"1,727","1,548","1,546","2,742",283,986,"2,008"
2021년08월_계_연령구간인구수,"38,551","4,216",239,"5,726",228,222,"1,452",317,"3,205","2,284","3,506","2,482",217,"2,206",434,203,457,317,"1,727","1,548","1,546","2,742",283,986,"2,008"
2021년08월_계_0~9세,"1,476",142,6,205,10,15,36,11,157,75,138,109,9,66,13,11,19,9,63,66,74,112,16,21,93
2021년08월_계_10~19세,"1,989",229,6,285,3,5,44,9,237,96,199,204,6,107,19,17,27,20,99,105,69,96,8,28,71
2021년08월_계_20~29세,"2,672",270,12,454,7,7,99,19,227,141,214,161,9,191,48,13,44,29,117,138,72,212,21,48,119
2021년08월_계_30~39세,"2,554",252,12,415,14,14,80,16,203,134,211,163,14,188,45,15,46,23,109,123,97,177,27,60,116
2021년08월_계_40~49세,"4,175",430,18,613,20,20,164,37,403,212,389,265,27,283,80,23,78,41,194,210,159,225,28,82,174
2021년08월_계_50~59세,"6,941",745,48,"1,084",34,34,297,63,583,433,631,384,60,426,99,39,103,65,312,270,235,444,44,151,357
2021년08월_계_60~69세,"7,865",895,56,"1,289",62,45,264,71,608,495,709,458,44,380,70,41,71,63,324,284,335,575,65,222,439
2021년08월_계_70~79세,"6,247",715,40,814,53,53,267,58,507,398,614,394,28,323,33,23,38,42,286,211,283,473,45,211,338
2021년08월_계_80~89세,"4,106",476,39,492,24,27,183,31,261,275,350,318,17,199,27,18,30,17,197,124,195,367,26,142,271
2021년08월_계_90~99세,514,62,2,74,1,2,17,2,19,24,51,25,3,40,0,3,1,8,26,15,25,60,3,21,30
2021년08월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년08월_남_총인구수,"20,602","2,199",125,"3,114",116,127,790,183,"1,703","1,212","1,854","1,274",126,"1,243",276,117,260,188,917,840,819,"1,425",152,490,"1,052"
2021년08월_남_연령구간인구수,"20,602","2,199",125,"3,114",116,127,790,183,"1,703","1,212","1,854","1,274",126,"1,243",276,117,260,188,917,840,819,"1,425",152,490,"1,052"
2021년08월_남_0~9세,754,79,3,112,5,11,15,4,70,43,76,53,7,31,8,5,10,3,30,28,40,56,8,9,48
2021년08월_남_10~19세,"1,023",118,2,133,0,3,25,8,127,48,97,93,3,61,11,11,15,10,53,54,30,55,6,16,44
2021년08월_남_20~29세,"1,613",163,9,278,5,5,57,10,141,83,110,99,4,125,31,7,20,19,70,78,47,128,13,37,74
2021년08월_남_30~39세,"1,615",152,8,258,11,11,56,15,118,91,141,107,6,124,36,11,35,14,63,73,59,103,16,35,72
2021년08월_남_40~49세,"2,774",276,12,405,15,14,123,26,269,139,239,160,22,198,60,18,54,31,127,141,109,148,18,56,114
2021년08월_남_50~59세,"4,254",444,32,626,19,23,195,44,355,250,403,226,40,276,71,24,65,48,198,169,161,276,23,79,207
2021년08월_남_60~69세,"4,331",500,35,719,36,22,142,33,326,257,383,257,24,220,39,27,37,36,179,161,176,319,36,122,245
2021년08월_남_70~79세,"2,887",310,13,393,20,26,114,28,227,189,291,189,17,143,13,11,18,23,141,100,132,213,25,94,157
2021년08월_남_80~89세,"1,249",145,11,178,5,11,60,15,68,106,107,83,3,61,7,2,5,3,52,31,60,112,5,39,80
2021년08월_남_90~99세,98,12,0,12,0,1,3,0,2,6,7,7,0,3,0,1,1,1,4,4,4,14,2,3,11
2021년08월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년08월_여_총인구수,"17,949","2,017",114,"2,612",112,95,662,134,"1,502","1,072","1,652","1,208",91,963,158,86,197,129,810,708,727,"1,317",131,496,956
2021년08월_여_연령구간인구수,"17,949","2,017",114,"2,612",112,95,662,134,"1,502","1,072","1,652","1,208",91,963,158,86,197,129,810,708,727,"1,317",131,496,956
2021년08월_여_0~9세,722,63,3,93,5,4,21,7,87,32,62,56,2,35,5,6,9,6,33,38,34,56,8,12,45
2021년08월_여_10~19세,966,111,4,152,3,2,19,1,110,48,102,111,3,46,8,6,12,10,46,51,39,41,2,12,27
2021년08월_여_20~29세,"1,059",107,3,176,2,2,42,9,86,58,104,62,5,66,17,6,24,10,47,60,25,84,8,11,45
2021년08월_여_30~39세,939,100,4,157,3,3,24,1,85,43,70,56,8,64,9,4,11,9,46,50,38,74,11,25,44
2021년08월_여_40~49세,"1,401",154,6,208,5,6,41,11,134,73,150,105,5,85,20,5,24,10,67,69,50,77,10,26,60
2021년08월_여_50~59세,"2,687",301,16,458,15,11,102,19,228,183,228,158,20,150,28,15,38,17,114,101,74,168,21,72,150
2021년08월_여_60~69세,"3,534",395,21,570,26,23,122,38,282,238,326,201,20,160,31,14,34,27,145,123,159,256,29,100,194
2021년08월_여_70~79세,"3,360",405,27,421,33,27,153,30,280,209,323,205,11,180,20,12,20,19,145,111,151,260,20,117,181
2021년08월_여_80~89세,"2,857",331,28,314,19,16,123,16,193,169,243,235,14,138,20,16,25,14,145,93,135,255,21,103,191
2021년08월_여_90~99세,416,50,2,62,1,1,14,2,17,18,44,18,3,37,0,2,0,7,22,11,21,46,1,18,19
2021년08월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년09월_계_총인구수,"38,391","4,196",236,"5,708",228,222,"1,448",311,"3,204","2,282","3,482","2,465",217,"2,203",429,199,453,311,"1,705","1,552","1,536","2,734",282,984,"2,004"
2021년09월_계_연령구간인구수,"38,391","4,196",236,"5,708",228,222,"1,448",311,"3,204","2,282","3,482","2,465",217,"2,203",429,199,453,311,"1,705","1,552","1,536","2,734",282,984,"2,004"
2021년09월_계_0~9세,"1,456",142,6,196,11,15,35,11,156,75,129,108,9,70,13,11,18,9,62,65,73,111,16,21,94
2021년09월_계_10~19세,"1,993",225,6,289,3,5,45,9,238,95,196,203,6,110,19,17,26,19,102,105,69,99,8,28,71
2021년09월_계_20~29세,"2,578",266,12,440,6,7,92,19,226,133,205,156,7,182,46,12,44,25,108,137,67,209,21,45,113
2021년09월_계_30~39세,"2,530",247,11,408,15,14,79,16,202,134,213,159,14,187,45,15,44,24,105,124,98,173,27,60,116
2021년09월_계_40~49세,"4,150",429,17,619,20,20,161,34,405,213,381,263,27,281,77,21,79,40,193,210,156,223,26,81,174
2021년09월_계_50~59세,"6,918",745,48,"1,076",34,33,299,60,579,429,634,385,61,429,98,37,100,62,311,271,233,443,44,153,354
2021년09월_계_60~69세,"7,885",894,54,"1,298",60,46,266,73,606,498,711,455,44,378,71,42,73,64,318,288,336,575,66,223,446
2021년09월_계_70~79세,"6,255",719,40,808,54,53,269,57,510,403,612,395,29,327,33,23,38,43,287,208,283,476,44,209,335
2021년09월_계_80~89세,"4,096",468,40,499,24,26,185,29,262,276,351,314,17,194,27,18,30,17,195,127,194,363,27,144,269
2021년09월_계_90~99세,518,61,2,74,1,3,16,3,20,25,50,26,3,42,0,3,1,8,24,15,25,61,3,20,32
2021년09월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년09월_남_총인구수,"20,545","2,201",122,"3,112",115,127,791,178,"1,705","1,207","1,843","1,270",125,"1,242",269,117,257,185,911,843,814,"1,416",152,492,"1,051"
2021년09월_남_연령구간인구수,"20,545","2,201",122,"3,112",115,127,791,178,"1,705","1,207","1,843","1,270",125,"1,242",269,117,257,185,911,843,814,"1,416",152,492,"1,051"
2021년09월_남_0~9세,748,80,3,104,5,11,15,4,72,43,74,52,7,36,8,5,10,3,29,28,38,55,8,9,49
2021년09월_남_10~19세,"1,021",116,2,135,0,3,25,8,126,47,97,92,3,62,11,11,14,10,55,53,30,56,6,16,43
2021년09월_남_20~29세,"1,568",161,9,275,4,5,57,10,141,79,105,96,2,120,29,7,20,17,65,79,43,125,13,36,70
2021년09월_남_30~39세,"1,594",148,7,255,12,11,55,15,117,90,140,105,6,122,35,11,34,15,60,73,60,99,16,37,71
2021년09월_남_40~49세,"2,752",276,11,408,15,14,120,23,271,139,233,160,21,196,56,17,55,30,129,141,106,145,17,55,114
2021년09월_남_50~59세,"4,258",450,32,626,19,22,197,42,353,248,405,228,41,277,70,25,63,46,199,170,159,277,24,80,205
2021년09월_남_60~69세,"4,350",503,33,723,34,23,143,34,326,257,385,256,24,221,40,27,37,37,175,164,179,320,36,122,251
2021년09월_남_70~79세,"2,901",310,14,394,21,26,115,28,229,190,290,190,18,146,13,11,18,23,143,98,133,215,25,95,156
2021년09월_남_80~89세,"1,246",145,11,179,5,10,61,13,68,107,107,83,3,58,7,2,5,3,52,32,61,109,5,39,81
2021년09월_남_90~99세,103,12,0,13,0,2,3,1,2,7,7,8,0,3,0,1,1,1,4,4,4,14,2,3,11
2021년09월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년09월_여_총인구수,"17,846","1,995",114,"2,596",113,95,657,133,"1,499","1,075","1,639","1,195",92,961,160,82,196,126,794,709,722,"1,318",130,492,953
2021년09월_여_연령구간인구수,"17,846","1,995",114,"2,596",113,95,657,133,"1,499","1,075","1,639","1,195",92,961,160,82,196,126,794,709,722,"1,318",130,492,953
2021년09월_여_0~9세,708,62,3,92,6,4,20,7,84,32,55,56,2,34,5,6,8,6,33,37,35,56,8,12,45
2021년09월_여_10~19세,972,109,4,154,3,2,20,1,112,48,99,111,3,48,8,6,12,9,47,52,39,43,2,12,28
2021년09월_여_20~29세,"1,010",105,3,165,2,2,35,9,85,54,100,60,5,62,17,5,24,8,43,58,24,84,8,9,43
2021년09월_여_30~39세,936,99,4,153,3,3,24,1,85,44,73,54,8,65,10,4,10,9,45,51,38,74,11,23,45
2021년09월_여_40~49세,"1,398",153,6,211,5,6,41,11,134,74,148,103,6,85,21,4,24,10,64,69,50,78,9,26,60
2021년09월_여_50~59세,"2,660",295,16,450,15,11,102,18,226,181,229,157,20,152,28,12,37,16,112,101,74,166,20,73,149
2021년09월_여_60~69세,"3,535",391,21,575,26,23,123,39,280,241,326,199,20,157,31,15,36,27,143,124,157,255,30,101,195
2021년09월_여_70~79세,"3,354",409,26,414,33,27,154,29,281,213,322,205,11,181,20,12,20,20,144,110,150,261,19,114,179
2021년09월_여_80~89세,"2,850",323,29,320,19,16,124,16,194,169,244,231,14,136,20,16,25,14,143,95,133,254,22,105,188
2021년09월_여_90~99세,415,49,2,61,1,1,13,2,18,18,43,18,3,39,0,2,0,7,20,11,21,47,1,17,21
2021년09월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년10월_계_총인구수,"38,326","4,184",235,"5,704",229,220,"1,446",311,"3,199","2,281","3,477","2,463",218,"2,186",429,193,450,311,"1,705","1,547","1,538","2,741",281,979,"1,999"
2021년10월_계_연령구간인구수,"38,326","4,184",235,"5,704",229,220,"1,446",311,"3,199","2,281","3,477","2,463",218,"2,186",429,193,450,311,"1,705","1,547","1,538","2,741",281,979,"1,999"
2021년10월_계_0~9세,"1,441",142,5,197,11,15,35,11,156,75,126,107,9,65,13,11,18,11,62,65,71,109,16,20,91
2021년10월_계_10~19세,"1,981",221,6,286,3,5,43,9,239,94,195,205,6,110,20,16,24,19,101,104,70,99,8,27,71
2021년10월_계_20~29세,"2,557",275,13,434,6,6,89,18,218,135,211,154,6,177,43,10,45,23,107,135,66,208,20,46,112
2021년10월_계_30~39세,"2,494",235,11,407,14,14,77,16,205,136,210,160,14,178,45,15,43,23,105,122,96,173,27,56,112
2021년10월_계_40~49세,"4,131",425,17,611,21,19,164,32,400,213,383,267,28,283,77,20,78,40,191,206,153,222,25,80,176
2021년10월_계_50~59세,"6,921",743,46,"1,084",34,34,298,62,581,424,628,381,61,429,99,37,100,63,310,276,232,448,45,151,355
2021년10월_계_60~69세,"7,919",896,55,"1,301",61,46,269,73,608,504,711,456,45,379,72,38,73,64,322,284,344,584,65,225,444
2021년10월_계_70~79세,"6,246",716,40,813,54,53,268,58,508,398,611,393,29,325,34,25,37,43,286,211,280,473,45,209,337
2021년10월_계_80~89세,"4,110",472,40,499,24,25,186,29,265,276,351,313,17,195,26,18,31,17,196,128,199,363,27,144,269
2021년10월_계_90~99세,514,59,2,71,1,3,16,3,19,25,51,26,3,42,0,3,1,8,25,14,25,61,3,21,32
2021년10월_계_100세 이상,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년10월_남_총인구수,"20,515","2,195",123,"3,110",115,126,790,179,"1,697","1,207","1,844","1,269",125,"1,235",270,113,253,183,910,839,814,"1,426",152,491,"1,049"
2021년10월_남_연령구간인구수,"20,515","2,195",123,"3,110",115,126,790,179,"1,697","1,207","1,844","1,269",125,"1,235",270,113,253,183,910,839,814,"1,426",152,491,"1,049"
2021년10월_남_0~9세,741,81,3,105,5,11,15,4,72,43,72,52,7,34,8,5,10,3,29,28,36,54,8,9,47
2021년10월_남_10~19세,"1,016",112,2,133,0,3,23,8,126,48,98,93,3,62,12,10,12,10,54,53,31,57,6,16,44
2021년10월_남_20~29세,"1,564",169,10,269,4,4,58,9,134,80,108,96,2,119,27,6,21,16,66,79,43,125,13,36,70
2021년10월_남_30~39세,"1,565",140,7,256,11,11,52,15,117,92,139,106,5,114,35,11,32,14,58,71,61,99,16,34,69
2021년10월_남_40~49세,"2,739",272,11,404,16,13,121,22,269,140,235,161,22,200,55,16,55,30,126,138,101,147,16,55,114
2021년10월_남_50~59세,"4,266",450,31,631,19,23,197,44,353,245,404,227,40,276,72,25,62,46,198,171,160,281,25,80,206
2021년10월_남_60~69세,"4,367",502,34,726,34,23,145,35,325,257,385,254,25,223,41,25,38,37,179,161,182,325,36,123,252
2021년10월_남_70~79세,"2,897",314,14,393,21,26,115,28,229,188,292,188,18,145,13,12,16,23,141,101,132,212,25,95,156
2021년10월_남_80~89세,"1,255",144,11,181,5,10,61,13,70,107,104,84,3,58,7,2,6,3,55,32,63,111,5,40,80
2021년10월_남_90~99세,101,11,0,12,0,2,3,1,2,7,7,8,0,3,0,1,1,1,4,4,4,14,2,3,11
2021년10월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년10월_여_총인구수,"17,811","1,989",112,"2,594",114,94,656,132,"1,502","1,074","1,633","1,194",93,951,159,80,197,128,795,708,724,"1,315",129,488,950
2021년10월_여_연령구간인구수,"17,811","1,989",112,"2,594",114,94,656,132,"1,502","1,074","1,633","1,194",93,951,159,80,197,128,795,708,724,"1,315",129,488,950
2021년10월_여_0~9세,700,61,2,92,6,4,20,7,84,32,54,55,2,31,5,6,8,8,33,37,35,55,8,11,44
2021년10월_여_10~19세,965,109,4,153,3,2,20,1,113,46,97,112,3,48,8,6,12,9,47,51,39,42,2,11,27
2021년10월_여_20~29세,993,106,3,165,2,2,31,9,84,55,103,58,4,58,16,4,24,7,41,56,23,83,7,10,42
2021년10월_여_30~39세,929,95,4,151,3,3,25,1,88,44,71,54,9,64,10,4,11,9,47,51,35,74,11,22,43
