카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2021년04월_계_연령구간인구수,"546,154","27,593","43,580","24,062","27,051","11,303","3,661","25,848","6,684","5,230","43,979","25,341","20,094","12,711","22,044","7,015","5,708","22,697","10,508","4,095","87,854","54,123","25,552","29,421",,
2021년04월_계_0~9세,"49,475","1,596","3,872","1,841","4,006",483,116,"2,912",306,143,"2,828","1,277","2,354",695,"1,602",581,165,"1,014",515,127,"11,278","5,758","3,397","2,609",,
2021년04월_계_10~19세,"53,687","1,787","5,771","1,925","3,248",819,202,"2,022",481,288,"4,830","2,287","1,833",885,"2,192",489,275,"1,719",639,215,"9,525","6,200","3,155","2,900",,
2021년04월_계_20~29세,"75,437","3,081","5,866","3,144","2,408","1,479",348,"4,000",697,433,"7,246","3,697","2,641","2,523","2,914","1,026",708,"3,966","1,627",613,"11,694","7,360","3,517","4,449",,
2021년04월_계_30~39세,"82,548","3,080","5,559","3,864","4,844","1,363",339,"5,038",620,341,"5,373","3,058","3,401","2,273","2,621","1,234",642,"2,914","1,460",426,"16,948","8,091","4,724","4,335",,
2021년04월_계_40~49세,"94,930","4,001","8,503","4,583","5,528","1,653",470,"4,152",883,602,"7,512","4,079","3,677","2,111","3,716","1,155",773,"3,413","1,546",519,"16,731","9,470","5,179","4,674",,
2021년04월_계_50~59세,"87,997","5,008","6,996","3,913","2,984","2,097",668,"3,758","1,273",962,"8,142","4,826","3,236","1,953","4,039","1,061",991,"4,211","1,856",791,"11,909","8,717","3,246","5,360",,
2021년04월_계_60~69세,"57,217","4,572","3,916","2,719","2,256","1,830",754,"2,276","1,203","1,139","4,628","3,321","1,804","1,226","2,806",744,"1,010","3,061","1,534",744,"6,084","5,059","1,516","3,015",,
2021년04월_계_70~79세,"28,435","2,729","1,941","1,316","1,093","1,020",468,"1,054",698,783,"2,218","1,805",724,699,"1,373",456,691,"1,574",860,445,"2,434","2,211",539,"1,304",,
2021년04월_계_80~89세,"14,393","1,547","1,014",639,568,496,266,539,458,464,"1,067",877,364,309,668,235,367,743,422,188,"1,103","1,126",244,689,,
2021년04월_계_90~99세,"1,944",182,139,114,112,62,30,96,64,72,131,110,59,35,101,33,63,80,48,26,144,123,35,85,,
2021년04월_계_100세 이상,91,10,3,4,4,1,0,1,1,3,4,4,1,2,12,1,23,2,1,1,4,8,0,1,,
2021년04월_남_총인구수,"283,450","14,369","22,468","14,471","14,313","6,235","2,006","13,721","3,594","2,770","22,650","12,823","10,504","6,938","11,051","3,640","2,906","11,734","5,475","2,132","44,596","26,843","13,393","14,818",,
2021년04월_남_연령구간인구수,"283,450","14,369","22,468","14,471","14,313","6,235","2,006","13,721","3,594","2,770","22,650","12,823","10,504","6,938","11,051","3,640","2,906","11,734","5,475","2,132","44,596","26,843","13,393","14,818",,
2021년04월_남_0~9세,"25,200",821,"1,912",913,"2,071",239,56,"1,452",174,80,"1,421",636,"1,208",333,805,299,90,527,250,61,"5,753","2,936","1,805","1,358",,
2021년04월_남_10~19세,"27,714",932,"2,918","1,031","1,677",438,120,"1,009",244,146,"2,487","1,178",909,437,"1,112",253,154,911,331,123,"4,944","3,255","1,633","1,472",,
2021년04월_남_20~29세,"41,533","1,762","3,167","2,044","1,341",916,224,"2,366",410,262,"4,095","2,015","1,454","1,444","1,596",569,391,"2,150",919,352,"6,040","3,800","1,876","2,340",,
2021년04월_남_30~39세,"45,079","1,739","3,053","2,580","2,513",870,193,"2,779",383,200,"3,048","1,737","1,776","1,395","1,324",674,397,"1,693",865,259,"8,732","4,057","2,502","2,310",,
2021년04월_남_40~49세,"50,721","2,235","4,354","3,002","3,131",987,307,"2,312",537,381,"3,831","2,166","2,029","1,211","1,931",646,469,"1,808",820,285,"8,576","4,598","2,737","2,368",,
2021년04월_남_50~59세,"46,388","2,788","3,845","2,482","1,695","1,152",379,"1,950",730,563,"4,164","2,432","1,679","1,068","2,048",564,526,"2,161",990,425,"6,065","4,287","1,735","2,660",,
2021년04월_남_60~69세,"28,768","2,289","2,002","1,524","1,134",962,415,"1,146",624,588,"2,277","1,568",970,633,"1,398",376,469,"1,500",759,356,"2,992","2,499",778,"1,509",,
2021년04월_남_70~79세,"12,469","1,191",836,647,538,482,217,503,316,380,951,744,328,290,567,168,261,684,373,194,"1,084",931,244,540,,
2021년04월_남_80~89세,"5,095",569,351,219,189,175,88,189,155,156,345,308,139,121,236,83,124,280,158,70,374,446,77,243,,
2021년04월_남_90~99세,458,40,30,29,24,14,7,14,21,14,31,37,12,6,28,7,15,20,10,7,35,33,6,18,,
2021년04월_남_100세 이상,25,3,0,0,0,0,0,1,0,0,0,2,0,0,6,1,10,0,0,0,1,1,0,0,,
2021년04월_여_총인구수,"262,704","13,224","21,112","9,591","12,738","5,068","1,655","12,127","3,090","2,460","21,329","12,518","9,590","5,773","10,993","3,375","2,802","10,963","5,033","1,963","43,258","27,280","12,159","14,603",,
2021년04월_여_연령구간인구수,"262,704","13,224","21,112","9,591","12,738","5,068","1,655","12,127","3,090","2,460","21,329","12,518","9,590","5,773","10,993","3,375","2,802","10,963","5,033","1,963","43,258","27,280","12,159","14,603",,
2021년04월_여_0~9세,"24,275",775,"1,960",928,"1,935",244,60,"1,460",132,63,"1,407",641,"1,146",362,797,282,75,487,265,66,"5,525","2,822","1,592","1,251",,
2021년04월_여_10~19세,"25,973",855,"2,853",894,"1,571",381,82,"1,013",237,142,"2,343","1,109",924,448,"1,080",236,121,808,308,92,"4,581","2,945","1,522","1,428",,
2021년04월_여_20~29세,"33,904","1,319","2,699","1,100","1,067",563,124,"1,634",287,171,"3,151","1,682","1,187","1,079","1,318",457,317,"1,816",708,261,"5,654","3,560","1,641","2,109",,
2021년04월_여_30~39세,"37,469","1,341","2,506","1,284","2,331",493,146,"2,259",237,141,"2,325","1,321","1,625",878,"1,297",560,245,"1,221",595,167,"8,216","4,034","2,222","2,025",,
2021년04월_여_40~49세,"44,209","1,766","4,149","1,581","2,397",666,163,"1,840",346,221,"3,681","1,913","1,648",900,"1,785",509,304,"1,605",726,234,"8,155","4,872","2,442","2,306",,
2021년04월_여_50~59세,"41,609","2,220","3,151","1,431","1,289",945,289,"1,808",543,399,"3,978","2,394","1,557",885,"1,991",497,465,"2,050",866,366,"5,844","4,430","1,511","2,700",,
2021년04월_여_60~69세,"28,449","2,283","1,914","1,195","1,122",868,339,"1,130",579,551,"2,351","1,753",834,593,"1,408",368,541,"1,561",775,388,"3,092","2,560",738,"1,506",,
2021년04월_여_70~79세,"15,966","1,538","1,105",669,555,538,251,551,382,403,"1,267","1,061",396,409,806,288,430,890,487,251,"1,350","1,280",295,764,,
2021년04월_여_80~89세,"9,298",978,663,420,379,321,178,350,303,308,722,569,225,188,432,152,243,463,264,118,729,680,167,446,,
2021년04월_여_90~99세,"1,486",142,109,85,88,48,23,82,43,58,100,73,47,29,73,26,48,60,38,19,109,90,29,67,,
2021년04월_여_100세 이상,66,7,3,4,4,1,0,0,1,3,4,2,1,2,6,0,13,2,1,1,3,7,0,1,,
2021년05월_계_총인구수,"548,131","27,818","43,643","24,107","27,083","11,305","3,663","26,683","6,670","5,218","44,098","25,350","20,109","12,720","22,026","7,025","5,680","22,735","10,568","4,111","88,212","54,058","25,744","29,505",,
2021년05월_계_연령구간인구수,"548,131","27,818","43,643","24,107","27,083","11,305","3,663","26,683","6,670","5,218","44,098","25,350","20,109","12,720","22,026","7,025","5,680","22,735","10,568","4,111","88,212","54,058","25,744","29,505",,
2021년05월_계_0~9세,"49,419","1,609","3,832","1,824","3,973",477,112,"2,976",301,143,"2,828","1,261","2,347",685,"1,583",584,165,"1,014",520,129,"11,295","5,716","3,427","2,618",,
2021년05월_계_10~19세,"53,778","1,819","5,744","1,929","3,277",805,205,"2,063",488,287,"4,809","2,270","1,833",885,"2,177",485,270,"1,713",640,220,"9,598","6,193","3,167","2,901",,
2021년05월_계_20~29세,"75,712","3,117","5,906","3,174","2,414","1,493",346,"4,142",697,428,"7,281","3,691","2,633","2,529","2,916","1,024",703,"3,971","1,614",611,"11,663","7,323","3,574","4,462",,
2021년05월_계_30~39세,"82,868","3,105","5,557","3,869","4,809","1,363",330,"5,239",612,343,"5,375","3,060","3,408","2,276","2,614","1,231",627,"2,949","1,477",432,"17,017","8,071","4,757","4,347",,
2021년05월_계_40~49세,"95,107","4,032","8,451","4,578","5,542","1,655",470,"4,295",884,593,"7,509","4,093","3,686","2,113","3,706","1,143",763,"3,391","1,557",519,"16,807","9,439","5,213","4,668",,
2021년05월_계_50~59세,"88,395","5,041","7,055","3,908","3,012","2,092",676,"3,895","1,256",951,"8,190","4,812","3,239","1,952","4,045","1,073","1,000","4,219","1,863",783,"11,957","8,732","3,269","5,375",,
2021년05월_계_60~69세,"57,849","4,625","3,965","2,760","2,278","1,834",762,"2,361","1,219","1,148","4,660","3,356","1,819","1,229","2,835",758,"1,012","3,068","1,557",752,"6,175","5,103","1,518","3,055",,
2021년05월_계_70~79세,"28,445","2,715","1,954","1,299","1,094","1,024",463,"1,075",693,781,"2,227","1,810",711,701,"1,364",454,689,"1,580",865,449,"2,441","2,212",536,"1,308",,
2021년05월_계_80~89세,"14,511","1,566","1,030",647,572,498,268,537,453,471,"1,085",886,371,313,671,236,364,748,425,189,"1,107","1,142",247,685,,
2021년05월_계_90~99세,"1,955",179,145,115,108,62,31,99,66,71,131,107,61,35,102,36,64,80,49,26,148,119,36,85,,
2021년05월_계_100세 이상,92,10,4,4,4,2,0,1,1,2,3,4,1,2,13,1,23,2,1,1,4,8,0,1,,
2021년05월_남_총인구수,"284,559","14,491","22,523","14,516","14,321","6,223","2,011","14,138","3,581","2,759","22,698","12,848","10,522","6,964","11,050","3,645","2,885","11,773","5,503","2,147","44,778","26,820","13,490","14,873",,
2021년05월_남_연령구간인구수,"284,559","14,491","22,523","14,516","14,321","6,223","2,011","14,138","3,581","2,759","22,698","12,848","10,522","6,964","11,050","3,645","2,885","11,773","5,503","2,147","44,778","26,820","13,490","14,873",,
2021년05월_남_0~9세,"25,143",823,"1,899",907,"2,040",235,56,"1,476",171,80,"1,411",623,"1,206",336,793,300,91,528,255,61,"5,755","2,916","1,821","1,360",,
2021년05월_남_10~19세,"27,760",955,"2,900","1,028","1,697",428,120,"1,035",248,147,"2,476","1,175",909,434,"1,105",251,151,914,329,127,"4,969","3,240","1,645","1,477",,
2021년05월_남_20~29세,"41,656","1,776","3,197","2,059","1,342",919,222,"2,434",410,256,"4,101","2,014","1,452","1,457","1,601",572,388,"2,148",912,351,"6,008","3,783","1,897","2,357",,
2021년05월_남_30~39세,"45,339","1,757","3,063","2,600","2,492",878,185,"2,897",378,203,"3,057","1,734","1,779","1,401","1,322",671,380,"1,722",876,267,"8,779","4,068","2,521","2,309",,
2021년05월_남_40~49세,"50,855","2,237","4,333","2,997","3,135",987,310,"2,378",534,372,"3,821","2,180","2,036","1,217","1,936",640,462,"1,803",828,285,"8,647","4,587","2,754","2,376",,
2021년05월_남_50~59세,"46,569","2,824","3,869","2,483","1,710","1,145",385,"2,019",715,553,"4,194","2,439","1,679","1,069","2,042",567,536,"2,166",991,419,"6,076","4,284","1,744","2,660",,
2021년05월_남_60~69세,"29,093","2,314","2,027","1,549","1,149",961,419,"1,179",637,598,"2,301","1,585",981,627,"1,416",384,467,"1,500",766,362,"3,041","2,522",778,"1,530",,
2021년05월_남_70~79세,"12,507","1,185",842,638,541,481,217,516,316,377,950,745,326,294,566,167,264,689,374,196,"1,093",940,245,545,,
2021년05월_남_80~89세,"5,158",578,363,227,191,175,90,188,151,159,357,316,141,123,236,84,121,282,162,72,374,447,79,242,,
2021년05월_남_90~99세,453,39,30,28,24,14,7,15,21,14,30,35,13,6,26,8,15,21,10,7,35,32,6,17,,
2021년05월_남_100세 이상,26,3,0,0,0,0,0,1,0,0,0,2,0,0,7,1,10,0,0,0,1,1,0,0,,
2021년05월_여_총인구수,"263,572","13,327","21,120","9,591","12,762","5,082","1,652","12,545","3,089","2,459","21,400","12,502","9,587","5,756","10,976","3,380","2,795","10,962","5,065","1,964","43,434","27,238","12,254","14,632",,
2021년05월_여_연령구간인구수,"263,572","13,327","21,120","9,591","12,762","5,082","1,652","12,545","3,089","2,459","21,400","12,502","9,587","5,756","10,976","3,380","2,795","10,962","5,065","1,964","43,434","27,238","12,254","14,632",,
2021년05월_여_0~9세,"24,276",786,"1,933",917,"1,933",242,56,"1,500",130,63,"1,417",638,"1,141",349,790,284,74,486,265,68,"5,540","2,800","1,606","1,258",,
2021년05월_여_10~19세,"26,018",864,"2,844",901,"1,580",377,85,"1,028",240,140,"2,333","1,095",924,451,"1,072",234,119,799,311,93,"4,629","2,953","1,522","1,424",,
2021년05월_여_20~29세,"34,056","1,341","2,709","1,115","1,072",574,124,"1,708",287,172,"3,180","1,677","1,181","1,072","1,315",452,315,"1,823",702,260,"5,655","3,540","1,677","2,105",,
2021년05월_여_30~39세,"37,529","1,348","2,494","1,269","2,317",485,145,"2,342",234,140,"2,318","1,326","1,629",875,"1,292",560,247,"1,227",601,165,"8,238","4,003","2,236","2,038",,
2021년05월_여_40~49세,"44,252","1,795","4,118","1,581","2,407",668,160,"1,917",350,221,"3,688","1,913","1,650",896,"1,770",503,301,"1,588",729,234,"8,160","4,852","2,459","2,292",,
2021년05월_여_50~59세,"41,826","2,217","3,186","1,425","1,302",947,291,"1,876",541,398,"3,996","2,373","1,560",883,"2,003",506,464,"2,053",872,364,"5,881","4,448","1,525","2,715",,
2021년05월_여_60~69세,"28,756","2,311","1,938","1,211","1,129",873,343,"1,182",582,550,"2,359","1,771",838,602,"1,419",374,545,"1,568",791,390,"3,134","2,581",740,"1,525",,
2021년05월_여_70~79세,"15,938","1,530","1,112",661,553,543,246,559,377,404,"1,277","1,065",385,407,798,287,425,891,491,253,"1,348","1,272",291,763,,
2021년05월_여_80~89세,"9,353",988,667,420,381,323,178,349,302,312,728,570,230,190,435,152,243,466,263,117,733,695,168,443,,
2021년05월_여_90~99세,"1,502",140,115,87,84,48,24,84,45,57,101,72,48,29,76,28,49,59,39,19,113,87,30,68,,
2021년05월_여_100세 이상,66,7,4,4,4,2,0,0,1,2,3,2,1,2,6,0,13,2,1,1,3,7,0,1,,
2021년06월_계_총인구수,"549,901","27,973","43,728","24,140","27,083","11,335","3,667","27,363","6,656","5,189","44,218","25,370","20,137","12,785","22,033","7,035","5,674","22,748","10,585","4,119","88,566","54,049","25,805","29,643",,
2021년06월_계_연령구간인구수,"549,901","27,973","43,728","24,140","27,083","11,335","3,667","27,363","6,656","5,189","44,218","25,370","20,137","12,785","22,033","7,035","5,674","22,748","10,585","4,119","88,566","54,049","25,805","29,643",,
2021년06월_계_0~9세,"49,436","1,602","3,821","1,817","3,958",476,113,"3,056",299,143,"2,829","1,263","2,360",683,"1,574",586,157,998,520,126,"11,312","5,705","3,424","2,614",,
2021년06월_계_10~19세,"53,846","1,833","5,730","1,919","3,290",813,209,"2,086",492,280,"4,819","2,245","1,843",885,"2,165",483,270,"1,701",634,220,"9,655","6,178","3,180","2,916",,
2021년06월_계_20~29세,"75,943","3,144","5,943","3,183","2,416","1,481",345,"4,237",689,428,"7,302","3,717","2,625","2,542","2,918","1,044",705,"3,998","1,623",626,"11,612","7,301","3,587","4,477",,
2021년06월_계_30~39세,"83,132","3,149","5,559","3,858","4,778","1,348",334,"5,457",612,340,"5,408","3,035","3,402","2,293","2,602","1,227",639,"2,977","1,472",427,"17,050","8,055","4,723","4,387",,
2021년06월_계_40~49세,"95,388","4,047","8,445","4,616","5,552","1,672",466,"4,420",885,587,"7,508","4,096","3,683","2,122","3,699","1,125",762,"3,370","1,565",520,"16,892","9,428","5,251","4,677",,
2021년06월_계_50~59세,"88,569","5,034","7,077","3,909","3,012","2,101",670,"3,960","1,240",944,"8,186","4,818","3,245","1,966","4,044","1,084",998,"4,207","1,857",781,"12,029","8,739","3,283","5,385",,
2021년06월_계_60~69세,"58,470","4,684","4,003","2,776","2,289","1,863",769,"2,421","1,228","1,143","4,708","3,382","1,842","1,236","2,877",764,"1,010","3,080","1,562",757,"6,283","5,154","1,534","3,105",,
2021년06월_계_70~79세,"28,471","2,715","1,961","1,289","1,095","1,017",464,"1,084",694,782,"2,229","1,805",706,707,"1,367",449,685,"1,578",873,446,"2,459","2,216",537,"1,313",,
2021년06월_계_80~89세,"14,596","1,579","1,040",652,581,499,266,542,450,470,"1,095",898,368,313,671,235,361,756,429,190,"1,121","1,144",251,685,,
2021년06월_계_90~99세,"1,959",177,145,117,108,63,31,99,66,69,131,108,62,36,102,37,64,81,49,26,149,121,35,83,,
2021년06월_계_100세 이상,91,9,4,4,4,2,0,1,1,3,3,3,1,2,14,1,23,2,1,0,4,8,0,1,,
2021년06월_남_총인구수,"285,580","14,579","22,569","14,544","14,301","6,239","2,003","14,508","3,576","2,743","22,783","12,862","10,528","7,014","11,050","3,654","2,886","11,784","5,524","2,146","44,983","26,830","13,523","14,951",,
2021년06월_남_연령구간인구수,"285,580","14,579","22,569","14,544","14,301","6,239","2,003","14,508","3,576","2,743","22,783","12,862","10,528","7,014","11,050","3,654","2,886","11,784","5,524","2,146","44,983","26,830","13,523","14,951",,
2021년06월_남_0~9세,"25,143",816,"1,892",903,"2,018",232,57,"1,525",172,79,"1,408",622,"1,225",336,786,303,87,522,256,59,"5,756","2,920","1,810","1,359",,
2021년06월_남_10~19세,"27,809",964,"2,889","1,021","1,707",429,123,"1,050",249,144,"2,487","1,166",913,433,"1,094",249,153,906,323,125,"5,004","3,241","1,657","1,482",,
2021년06월_남_20~29세,"41,787","1,790","3,224","2,071","1,338",912,215,"2,476",402,255,"4,103","2,030","1,435","1,474","1,603",584,392,"2,156",924,356,"6,004","3,770","1,907","2,366",,
2021년06월_남_30~39세,"45,535","1,785","3,072","2,588","2,480",862,188,"3,029",382,200,"3,089","1,731","1,775","1,412","1,317",675,386,"1,743",882,263,"8,785","4,052","2,510","2,329",,
2021년06월_남_40~49세,"51,005","2,237","4,328","3,022","3,133","1,005",306,"2,453",533,372,"3,832","2,180","2,026","1,227","1,934",624,455,"1,793",836,286,"8,688","4,576","2,774","2,385",,
2021년06월_남_50~59세,"46,675","2,830","3,879","2,488","1,707","1,155",378,"2,048",703,547,"4,196","2,446","1,682","1,075","2,043",576,533,"2,157",983,418,"6,127","4,286","1,749","2,669",,
2021년06월_남_60~69세,"29,409","2,349","2,037","1,555","1,159",976,423,"1,201",647,596,"2,322","1,589",996,629,"1,440",385,468,"1,510",769,364,"3,099","2,553",783,"1,559",,
2021년06월_남_70~79세,"12,532","1,184",846,635,544,479,218,520,317,377,951,741,323,299,566,166,265,688,377,194,"1,101",949,246,546,,
2021년06월_남_80~89세,"5,201",584,371,231,191,175,88,189,150,158,364,321,140,123,233,83,122,287,164,74,382,451,81,239,,
2021년06월_남_90~99세,458,38,31,30,24,14,7,16,21,14,31,35,13,6,26,8,15,22,10,7,36,31,6,17,,
2021년06월_남_100세 이상,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021년06월_여_총인구수,"264,321","13,394","21,159","9,596","12,782","5,096","1,664","12,855","3,080","2,446","21,435","12,508","9,609","5,771","10,983","3,381","2,788","10,964","5,061","1,973","43,583","27,219","12,282","14,692",,
2021년06월_여_연령구간인구수,"264,321","13,394","21,159","9,596","12,782","5,096","1,664","12,855","3,080","2,446","21,435","12,508","9,609","5,771","10,983","3,381","2,788","10,964","5,061","1,973","43,583","27,219","12,282","14,692",,
2021년06월_여_0~9세,"24,293",786,"1,929",914,"1,940",244,56,"1,531",127,64,"1,421",641,"1,135",347,788,283,70,476,264,67,"5,556","2,785","1,614","1,255",,
2021년06월_여_10~19세,"26,037",869,"2,841",898,"1,583",384,86,"1,036",243,136,"2,332","1,079",930,452,"1,071",234,117,795,311,95,"4,651","2,937","1,523","1,434",,
2021년06월_여_20~29세,"34,156","1,354","2,719","1,112","1,078",569,130,"1,761",287,173,"3,199","1,687","1,190","1,068","1,315",460,313,"1,842",699,270,"5,608","3,531","1,680","2,111",,
2021년06월_여_30~39세,"37,597","1,364","2,487","1,270","2,298",486,146,"2,428",230,140,"2,319","1,304","1,627",881,"1,285",552,253,"1,234",590,164,"8,265","4,003","2,213","2,058",,
2021년06월_여_40~49세,"44,383","1,810","4,117","1,594","2,419",667,160,"1,967",352,215,"3,676","1,916","1,657",895,"1,765",501,307,"1,577",729,234,"8,204","4,852","2,477","2,292",,
2021년06월_여_50~59세,"41,894","2,204","3,198","1,421","1,305",946,292,"1,912",537,397,"3,990","2,372","1,563",891,"2,001",508,465,"2,050",874,363,"5,902","4,453","1,534","2,716",,
2021년06월_여_60~69세,"29,061","2,335","1,966","1,221","1,130",887,346,"1,220",581,547,"2,386","1,793",846,607,"1,437",379,542,"1,570",793,393,"3,184","2,601",751,"1,546",,
2021년06월_여_70~79세,"15,939","1,531","1,115",654,551,538,246,564,377,405,"1,278","1,064",383,408,801,283,420,890,496,252,"1,358","1,267",291,767,,
2021년06월_여_80~89세,"9,395",995,669,421,390,324,178,353,300,312,731,577,228,190,438,152,239,469,265,116,739,693,170,446,,
2021년06월_여_90~99세,"1,501",139,114,87,84,49,24,83,45,55,100,73,49,30,76,29,49,59,39,19,113,90,29,66,,
2021년06월_여_100세 이상,65,7,4,4,4,2,0,0,1,2,3,2,1,2,6,0,13,2,1,0,3,7,0,1,,
2021년07월_계_총인구수,"551,603","28,145","43,744","24,266","27,163","11,312","3,678","27,804","6,639","5,186","44,302","25,480","20,171","12,836","22,087","7,053","5,697","22,777","10,576","4,111","88,963","54,048","25,947","29,618",,
2021년07월_계_연령구간인구수,"551,603","28,145","43,744","24,266","27,163","11,312","3,678","27,804","6,639","5,186","44,302","25,480","20,171","12,836","22,087","7,053","5,697","22,777","10,576","4,111","88,963","54,048","25,947","29,618",,
2021년07월_계_0~9세,"49,404","1,599","3,795","1,798","3,970",458,115,"3,077",298,140,"2,813","1,258","2,358",675,"1,573",582,158,993,523,125,"11,365","5,695","3,427","2,609",,
2021년07월_계_10~19세,"53,868","1,851","5,726","1,913","3,302",801,208,"2,104",486,276,"4,795","2,268","1,854",886,"2,159",488,272,"1,691",626,215,"9,691","6,185","3,184","2,887",,
2021년07월_계_20~29세,"76,240","3,169","5,938","3,255","2,414","1,482",352,"4,348",690,431,"7,336","3,734","2,594","2,540","2,931","1,054",706,"4,022","1,614",627,"11,627","7,285","3,623","4,468",,
2021년07월_계_30~39세,"83,366","3,185","5,580","3,866","4,755","1,332",339,"5,568",608,341,"5,437","3,069","3,407","2,323","2,592","1,224",652,"2,982","1,472",419,"17,100","7,983","4,742","4,390",,
2021년07월_계_40~49세,"95,681","4,073","8,441","4,635","5,596","1,672",463,"4,488",878,589,"7,488","4,099","3,697","2,124","3,701","1,119",768,"3,390","1,562",524,"16,988","9,428","5,276","4,682",,
2021년07월_계_50~59세,"88,815","5,063","7,092","3,912","3,031","2,110",670,"4,014","1,235",941,"8,202","4,832","3,271","1,978","4,052","1,097",992,"4,191","1,837",781,"12,064","8,759","3,314","5,377",,
2021년07월_계_60~69세,"58,960","4,703","4,021","2,815","2,307","1,874",771,"2,459","1,233","1,143","4,762","3,398","1,854","1,247","2,908",768,"1,016","3,085","1,581",762,"6,364","5,225","1,553","3,111",,
2021년07월_계_70~79세,"28,570","2,734","1,960","1,291","1,099","1,019",463,"1,105",694,786,"2,240","1,806",703,712,"1,378",451,680,"1,580",882,444,"2,477","2,202",542,"1,322",,
2021년07월_계_80~89세,"14,641","1,578","1,041",659,579,499,265,543,451,470,"1,092",903,368,314,674,232,365,760,428,188,"1,136","1,155",251,690,,
2021년07월_계_90~99세,"1,966",181,147,118,106,63,32,97,65,66,133,110,64,35,105,37,65,80,50,26,147,123,35,81,,
2021년07월_계_100세 이상,92,9,3,4,4,2,0,1,1,3,4,3,1,2,14,1,23,3,1,0,4,8,0,1,,
2021년07월_남_총인구수,"286,588","14,669","22,574","14,625","14,359","6,236","2,014","14,761","3,571","2,736","22,833","12,939","10,543","7,065","11,060","3,666","2,906","11,802","5,535","2,137","45,185","26,830","13,597","14,945",,
2021년07월_남_연령구간인구수,"286,588","14,669","22,574","14,625","14,359","6,236","2,014","14,761","3,571","2,736","22,833","12,939","10,543","7,065","11,060","3,666","2,906","11,802","5,535","2,137","45,185","26,830","13,597","14,945",,
2021년07월_남_0~9세,"25,123",815,"1,875",889,"2,037",222,58,"1,534",171,77,"1,402",616,"1,218",327,783,301,92,520,259,57,"5,791","2,922","1,809","1,348",,
2021년07월_남_10~19세,"27,801",971,"2,894","1,011","1,708",419,121,"1,058",249,140,"2,465","1,188",919,435,"1,090",254,151,897,321,121,"5,026","3,247","1,651","1,465",,
2021년07월_남_20~29세,"42,026","1,801","3,217","2,125","1,339",918,220,"2,543",400,256,"4,128","2,049","1,412","1,486","1,619",587,391,"2,175",923,350,"6,021","3,767","1,921","2,378",,
2021년07월_남_30~39세,"45,699","1,809","3,077","2,590","2,470",854,195,"3,096",384,202,"3,117","1,741","1,785","1,430","1,310",677,394,"1,752",888,260,"8,795","4,014","2,529","2,330",,
2021년07월_남_40~49세,"51,179","2,251","4,326","3,042","3,159","1,006",305,"2,495",529,369,"3,818","2,180","2,026","1,238","1,927",620,461,"1,804",839,290,"8,757","4,567","2,780","2,390",,
2021년07월_남_50~59세,"46,797","2,839","3,895","2,492","1,714","1,160",377,"2,081",700,544,"4,205","2,458","1,704","1,083","2,053",583,539,"2,142",971,421,"6,119","4,285","1,772","2,660",,
2021년07월_남_60~69세,"29,680","2,362","2,041","1,578","1,176",984,426,"1,218",651,596,"2,350","1,603","1,003",636,"1,443",386,469,"1,516",781,365,"3,143","2,595",795,"1,563",,
2021년07월_남_70~79세,"12,583","1,196",848,636,543,486,217,528,316,377,954,745,322,299,570,168,262,684,381,193,"1,106",945,252,555,,
2021년07월_남_80~89세,"5,215",585,368,232,190,174,88,191,150,160,360,323,141,125,231,81,122,291,163,73,390,455,82,240,,
2021년07월_남_90~99세,459,38,33,30,23,13,7,16,21,14,34,35,13,6,26,8,15,21,9,7,36,32,6,16,,
2021년07월_남_100세 이상,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021년07월_여_총인구수,"265,015","13,476","21,170","9,641","12,804","5,076","1,664","13,043","3,068","2,450","21,469","12,541","9,628","5,771","11,027","3,387","2,791","10,975","5,041","1,974","43,778","27,218","12,350","14,673",,
2021년07월_여_연령구간인구수,"265,015","13,476","21,170","9,641","12,804","5,076","1,664","13,043","3,068","2,450","21,469","12,541","9,628","5,771","11,027","3,387","2,791","10,975","5,041","1,974","43,778","27,218","12,350","14,673",,
2021년07월_여_0~9세,"24,281",784,"1,920",909,"1,933",236,57,"1,543",127,63,"1,411",642,"1,140",348,790,281,66,473,264,68,"5,574","2,773","1,618","1,261",,
2021년07월_여_10~19세,"26,067",880,"2,832",902,"1,594",382,87,"1,046",237,136,"2,330","1,080",935,451,"1,069",234,121,794,305,94,"4,665","2,938","1,533","1,422",,
