카테고리,인천광역시 강화군,인천광역시 강화군 강화읍,인천광역시 강화군 선원면,인천광역시 강화군 불은면,인천광역시 강화군 길상면,인천광역시 강화군 화도면,인천광역시 강화군 양도면,인천광역시 강화군 내가면,인천광역시 강화군 하점면,인천광역시 강화군 양사면,인천광역시 강화군 송해면,인천광역시 강화군 교동면,인천광역시 강화군 삼산면,인천광역시 강화군 서도면,인천광역시 강화군 서도면볼음출장소
2021년11월_남_100세 이상,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년11월_여_총인구수,"34,720","11,493","4,023","2,441","3,551","2,236","2,123","1,554","1,960",949,"1,640","1,389","1,057",186,118
2021년11월_여_연령구간인구수,"34,720","11,493","4,023","2,441","3,551","2,236","2,123","1,554","1,960",949,"1,640","1,389","1,057",186,118
2021년11월_여_0~9세,"1,531",657,262,85,146,73,69,30,60,31,59,28,24,4,3
2021년11월_여_10~19세,"2,216","1,080",335,104,194,85,105,52,66,39,67,51,31,7,0
2021년11월_여_20~29세,"2,179",971,291,133,196,103,96,73,74,39,86,56,49,8,4
2021년11월_여_30~39세,"2,477","1,016",326,143,287,135,112,94,113,40,88,63,47,11,2
2021년11월_여_40~49세,"3,517","1,572",536,185,327,157,176,105,136,70,111,65,67,7,3
2021년11월_여_50~59세,"5,664","1,837",653,388,671,397,341,252,290,138,255,225,169,29,19
2021년11월_여_60~69세,"7,647","2,007",781,663,892,591,514,418,465,226,383,339,284,50,34
2021년11월_여_70~79세,"5,228","1,354",461,370,484,401,377,302,397,197,308,309,207,28,33
2021년11월_여_80~89세,"3,571",866,311,295,279,231,275,199,311,144,245,218,147,35,15
2021년11월_여_90~99세,676,130,67,75,75,60,55,28,47,25,36,34,32,7,5
2021년11월_여_100세 이상,14,3,0,0,0,3,3,1,1,0,2,1,0,0,0
2021년12월_계_총인구수,"69,693","22,780","7,959","4,929","7,197","4,563","4,301","3,060","4,034","1,885","3,289","2,853","2,192",387,264
2021년12월_계_연령구간인구수,"69,693","22,780","7,959","4,929","7,197","4,563","4,301","3,060","4,034","1,885","3,289","2,853","2,192",387,264
2021년12월_계_0~9세,"3,204","1,434",476,162,295,147,159,79,130,67,125,59,56,9,6
2021년12월_계_10~19세,"4,566","2,167",679,213,410,200,219,109,146,76,135,106,87,17,2
2021년12월_계_20~29세,"5,129","2,205",683,307,487,259,236,160,219,94,195,148,108,18,10
2021년12월_계_30~39세,"5,201","2,103",656,301,604,309,246,189,233,76,208,138,107,23,8
2021년12월_계_40~49세,"7,661","3,206","1,084",434,758,389,402,231,321,148,276,192,185,23,12
2021년12월_계_50~59세,"11,745","3,768","1,323",803,"1,334",770,728,510,636,328,569,503,365,64,44
2021년12월_계_60~69세,"15,383","3,885","1,563","1,347","1,791","1,223","1,068",823,981,454,755,695,612,102,84
2021년12월_계_70~79세,"9,939","2,451",894,786,942,773,698,590,767,357,586,587,378,70,60
2021년12월_계_80~89세,"5,950","1,376",512,478,487,410,463,327,544,252,388,374,257,51,31
2021년12월_계_90~99세,898,182,89,96,87,80,79,41,57,33,50,50,37,10,7
2021년12월_계_100세 이상,17,3,0,2,2,3,3,1,0,0,2,1,0,0,0
2021년12월_남_총인구수,"34,868","11,250","3,957","2,473","3,615","2,314","2,161","1,499","2,065",932,"1,643","1,472","1,139",201,147
2021년12월_남_연령구간인구수,"34,868","11,250","3,957","2,473","3,615","2,314","2,161","1,499","2,065",932,"1,643","1,472","1,139",201,147
2021년12월_남_0~9세,"1,680",779,219,76,148,72,90,50,71,36,66,31,34,5,3
2021년12월_남_10~19세,"2,342","1,078",350,107,213,116,113,55,80,37,68,55,58,10,2
2021년12월_남_20~29세,"2,948","1,235",397,174,287,150,139,87,147,55,108,93,59,11,6
2021년12월_남_30~39세,"2,699","1,076",332,153,308,175,132,95,120,33,119,79,60,11,6
2021년12월_남_40~49세,"4,132","1,631",554,243,431,228,223,127,182,78,166,126,118,16,9
2021년12월_남_50~59세,"6,057","1,921",676,418,655,369,393,254,341,189,308,279,194,35,25
2021년12월_남_60~69세,"7,693","1,874",774,678,888,628,542,403,518,225,375,357,328,52,51
2021년12월_남_70~79세,"4,733","1,103",436,413,460,374,325,287,369,164,281,280,172,42,27
2021년12월_남_80~89세,"2,362",508,199,188,208,178,184,128,226,108,137,157,109,16,16
2021년12월_남_90~99세,218,45,20,22,15,24,20,12,11,7,15,15,7,3,2
2021년12월_남_100세 이상,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년12월_여_총인구수,"34,825","11,530","4,002","2,456","3,582","2,249","2,140","1,561","1,969",953,"1,646","1,381","1,053",186,117
2021년12월_여_연령구간인구수,"34,825","11,530","4,002","2,456","3,582","2,249","2,140","1,561","1,969",953,"1,646","1,381","1,053",186,117
2021년12월_여_0~9세,"1,524",655,257,86,147,75,69,29,59,31,59,28,22,4,3
2021년12월_여_10~19세,"2,224","1,089",329,106,197,84,106,54,66,39,67,51,29,7,0
2021년12월_여_20~29세,"2,181",970,286,133,200,109,97,73,72,39,87,55,49,7,4
2021년12월_여_30~39세,"2,502","1,027",324,148,296,134,114,94,113,43,89,59,47,12,2
2021년12월_여_40~49세,"3,529","1,575",530,191,327,161,179,104,139,70,110,66,67,7,3
2021년12월_여_50~59세,"5,688","1,847",647,385,679,401,335,256,295,139,261,224,171,29,19
2021년12월_여_60~69세,"7,690","2,011",789,669,903,595,526,420,463,229,380,338,284,50,33
2021년12월_여_70~79세,"5,206","1,348",458,373,482,399,373,303,398,193,305,307,206,28,33
2021년12월_여_80~89세,"3,588",868,313,290,279,232,279,199,318,144,251,217,148,35,15
2021년12월_여_90~99세,680,137,69,74,72,56,59,29,46,26,35,35,30,7,5
2021년12월_여_100세 이상,13,3,0,1,0,3,3,0,0,0,2,1,0,0,0
