카테고리,경기도 양평군,경기도 양평군 양평읍,경기도 양평군 강상면,경기도 양평군 강하면,경기도 양평군 양서면,경기도 양평군 옥천면,경기도 양평군 서종면,경기도 양평군 단월면,경기도 양평군 청운면,경기도 양평군 양동면,경기도 양평군 지평면,경기도 양평군 용문면,경기도 양평군 개군면
2021년10월_계_40~49세,"16,292","4,755","1,682",504,"1,850","1,090","1,502",412,357,388,722,"2,430",600
2021년10월_계_50~59세,"20,803","5,348","1,636",882,"2,441","1,427","1,745",681,667,901,"1,218","2,947",910
2021년10월_계_60~69세,"24,668","4,854","1,881","1,316","2,892","1,752","2,187","1,046","1,066","1,231","1,817","3,333","1,293"
2021년10월_계_70~79세,"13,212","2,446",970,708,"1,661",888,"1,051",561,608,713,"1,008","1,889",709
2021년10월_계_80~89세,"6,665","1,248",430,250,735,425,427,308,394,436,604,"1,039",369
2021년10월_계_90~99세,"1,045",166,59,44,114,57,83,45,50,91,117,172,47
2021년10월_계_100세 이상,49,8,4,3,12,1,3,1,5,4,2,5,1
2021년10월_남_총인구수,"60,873","15,477","5,212","2,428","6,990","4,187","4,950","1,989","1,953","2,345","3,561","9,133","2,648"
2021년10월_남_연령구간인구수,"60,873","15,477","5,212","2,428","6,990","4,187","4,950","1,989","1,953","2,345","3,561","9,133","2,648"
2021년10월_남_0~9세,"3,637","1,089",443,92,399,233,306,59,61,77,140,625,113
2021년10월_남_10~19세,"5,279","1,646",519,148,574,313,461,112,90,108,226,912,170
2021년10월_남_20~29세,"5,961","1,991",431,194,701,445,342,144,121,160,261,954,217
2021년10월_남_30~39세,"5,405","1,606",553,186,586,402,390,149,103,165,212,864,189
2021년10월_남_40~49세,"8,277","2,290",827,251,950,589,761,224,210,209,401,"1,245",320
2021년10월_남_50~59세,"10,691","2,745",846,441,"1,203",735,879,359,351,480,647,"1,513",492
2021년10월_남_60~69세,"12,284","2,439",914,627,"1,404",875,"1,055",537,545,612,963,"1,668",645
2021년10월_남_70~79세,"6,513","1,186",495,379,820,425,562,279,295,346,469,900,357
2021년10월_남_80~89세,"2,579",441,170,101,320,154,174,120,163,169,213,417,137
2021년10월_남_90~99세,236,43,14,8,27,16,20,6,12,18,29,35,8
2021년10월_남_100세 이상,11,1,0,1,6,0,0,0,2,1,0,0,0
2021년10월_여_총인구수,"60,315","15,425","5,287","2,403","6,991","4,042","5,007","1,919","1,857","2,327","3,445","9,017","2,595"
2021년10월_여_연령구간인구수,"60,315","15,425","5,287","2,403","6,991","4,042","5,007","1,919","1,857","2,327","3,445","9,017","2,595"
2021년10월_여_0~9세,"3,495","1,048",454,86,359,249,318,61,38,54,106,603,119
2021년10월_여_10~19세,"4,668","1,562",452,102,501,267,414,106,65,99,157,796,147
2021년10월_여_20~29세,"4,692","1,588",385,145,565,305,269,104,98,116,212,734,171
2021년10월_여_30~39세,"5,317","1,547",600,171,591,375,459,119,87,129,204,847,188
2021년10월_여_40~49세,"8,015","2,465",855,253,900,501,741,188,147,179,321,"1,185",280
2021년10월_여_50~59세,"10,112","2,603",790,441,"1,238",692,866,322,316,421,571,"1,434",418
2021년10월_여_60~69세,"12,384","2,415",967,689,"1,488",877,"1,132",509,521,619,854,"1,665",648
2021년10월_여_70~79세,"6,699","1,260",475,329,841,463,489,282,313,367,539,989,352
2021년10월_여_80~89세,"4,086",807,260,149,415,271,253,188,231,267,391,622,232
2021년10월_여_90~99세,809,123,45,36,87,41,63,39,38,73,88,137,39
2021년10월_여_100세 이상,38,7,4,2,6,1,3,1,3,3,2,5,1
2021년11월_계_총인구수,"121,154","30,901","10,513","4,844","13,924","8,279","9,988","3,898","3,812","4,674","7,001","18,070","5,250"
2021년11월_계_연령구간인구수,"121,154","30,901","10,513","4,844","13,924","8,279","9,988","3,898","3,812","4,674","7,001","18,070","5,250"
2021년11월_계_0~9세,"7,112","2,144",883,181,752,482,627,122,100,131,240,"1,222",228
2021년11월_계_10~19세,"9,794","3,198",959,249,"1,034",581,877,215,153,205,379,"1,626",318
2021년11월_계_20~29세,"10,614","3,584",823,337,"1,252",751,620,245,221,276,473,"1,646",386
2021년11월_계_30~39세,"10,698","3,139","1,147",363,"1,170",783,847,270,191,298,423,"1,692",375
2021년11월_계_40~49세,"16,298","4,752","1,677",511,"1,840","1,094","1,508",408,351,389,711,"2,451",606
2021년11월_계_50~59세,"20,849","5,344","1,647",876,"2,455","1,432","1,745",686,669,903,"1,225","2,961",906
2021년11월_계_60~69세,"24,802","4,878","1,903","1,326","2,904","1,775","2,199","1,039","1,075","1,228","1,821","3,350","1,304"
2021년11월_계_70~79세,"13,209","2,451",974,699,"1,661",894,"1,060",558,599,713,"1,003","1,893",704
2021년11월_계_80~89세,"6,679","1,236",433,254,734,430,421,309,398,435,604,"1,051",374
2021년11월_계_90~99세,"1,057",167,63,45,117,56,82,45,50,91,120,173,48
2021년11월_계_100세 이상,42,8,4,3,5,1,2,1,5,5,2,5,1
2021년11월_남_총인구수,"60,817","15,482","5,222","2,437","6,936","4,211","4,961","1,989","1,959","2,347","3,558","9,066","2,649"
2021년11월_남_연령구간인구수,"60,817","15,482","5,222","2,437","6,936","4,211","4,961","1,989","1,959","2,347","3,558","9,066","2,649"
2021년11월_남_0~9세,"3,640","1,104",433,93,395,233,309,62,61,77,136,625,112
2021년11월_남_10~19세,"5,145","1,629",512,146,536,311,455,113,89,106,223,855,170
2021년11월_남_20~29세,"5,928","1,990",432,192,691,445,352,143,125,160,263,919,216
2021년11월_남_30~39세,"5,414","1,605",555,192,585,409,386,150,103,166,217,858,188
2021년11월_남_40~49세,"8,267","2,287",828,257,940,590,760,220,210,207,394,"1,249",325
2021년11월_남_50~59세,"10,710","2,750",849,436,"1,209",732,884,364,350,481,647,"1,524",484
2021년11월_남_60~69세,"12,361","2,448",930,636,"1,412",890,"1,057",533,552,616,966,"1,671",650
2021년11월_남_70~79세,"6,520","1,190",496,372,818,430,568,278,289,346,469,910,354
2021년11월_남_80~89세,"2,582",434,173,103,319,156,170,120,165,169,213,418,142
2021년11월_남_90~99세,243,44,14,9,29,15,20,6,13,18,30,37,8
2021년11월_남_100세 이상,7,1,0,1,2,0,0,0,2,1,0,0,0
2021년11월_여_총인구수,"60,337","15,419","5,291","2,407","6,988","4,068","5,027","1,909","1,853","2,327","3,443","9,004","2,601"
2021년11월_여_연령구간인구수,"60,337","15,419","5,291","2,407","6,988","4,068","5,027","1,909","1,853","2,327","3,443","9,004","2,601"
2021년11월_여_0~9세,"3,472","1,040",450,88,357,249,318,60,39,54,104,597,116
2021년11월_여_10~19세,"4,649","1,569",447,103,498,270,422,102,64,99,156,771,148
2021년11월_여_20~29세,"4,686","1,594",391,145,561,306,268,102,96,116,210,727,170
2021년11월_여_30~39세,"5,284","1,534",592,171,585,374,461,120,88,132,206,834,187
2021년11월_여_40~49세,"8,031","2,465",849,254,900,504,748,188,141,182,317,"1,202",281
2021년11월_여_50~59세,"10,139","2,594",798,440,"1,246",700,861,322,319,422,578,"1,437",422
2021년11월_여_60~69세,"12,441","2,430",973,690,"1,492",885,"1,142",506,523,612,855,"1,679",654
2021년11월_여_70~79세,"6,689","1,261",478,327,843,464,492,280,310,367,534,983,350
2021년11월_여_80~89세,"4,097",802,260,151,415,274,251,189,233,266,391,633,232
2021년11월_여_90~99세,814,123,49,36,88,41,62,39,37,73,90,136,40
2021년11월_여_100세 이상,35,7,4,2,3,1,2,1,3,4,2,5,1
2021년12월_계_총인구수,"121,230","30,966","10,510","4,865","13,935","8,301","9,982","3,895","3,802","4,675","7,038","18,021","5,240"
2021년12월_계_연령구간인구수,"121,230","30,966","10,510","4,865","13,935","8,301","9,982","3,895","3,802","4,675","7,038","18,021","5,240"
2021년12월_계_0~9세,"7,074","2,122",874,182,755,485,624,120,98,128,240,"1,224",222
2021년12월_계_10~19세,"9,720","3,219",958,250,"1,019",578,884,212,147,210,385,"1,541",317
2021년12월_계_20~29세,"10,589","3,568",823,333,"1,244",763,611,252,222,273,484,"1,631",385
2021년12월_계_30~39세,"10,701","3,127","1,147",369,"1,173",787,848,263,192,293,423,"1,708",371
2021년12월_계_40~49세,"16,311","4,761","1,676",513,"1,839","1,093","1,510",403,351,397,707,"2,448",613
2021년12월_계_50~59세,"20,936","5,386","1,650",875,"2,467","1,440","1,737",691,663,898,"1,242","2,981",906
2021년12월_계_60~69세,"24,897","4,911","1,902","1,338","2,918","1,779","2,196","1,044","1,078","1,237","1,825","3,363","1,306"
2021년12월_계_70~79세,"13,200","2,464",973,696,"1,661",890,"1,066",554,593,712,"1,000","1,896",695
2021년12월_계_80~89세,"6,724","1,241",444,262,737,431,425,309,402,432,610,"1,055",376
2021년12월_계_90~99세,"1,042",162,62,44,117,54,79,46,51,90,119,170,48
2021년12월_계_100세 이상,36,5,1,3,5,1,2,1,5,5,3,4,1
2021년12월_남_총인구수,"60,846","15,525","5,226","2,450","6,923","4,222","4,954","1,989","1,953","2,348","3,570","9,037","2,649"
2021년12월_남_연령구간인구수,"60,846","15,525","5,226","2,450","6,923","4,222","4,954","1,989","1,953","2,348","3,570","9,037","2,649"
2021년12월_남_0~9세,"3,633","1,100",426,95,396,236,309,60,61,76,137,629,108
2021년12월_남_10~19세,"5,085","1,638",516,144,520,309,455,109,85,107,226,804,172
2021년12월_남_20~29세,"5,907","1,988",433,189,676,449,350,149,127,159,264,911,212
2021년12월_남_30~39세,"5,431","1,596",554,196,591,416,391,146,103,164,219,867,188
2021년12월_남_40~49세,"8,262","2,293",831,255,938,586,755,221,211,213,386,"1,246",327
2021년12월_남_50~59세,"10,754","2,770",847,437,"1,218",739,879,362,346,475,656,"1,533",492
2021년12월_남_60~69세,"12,418","2,470",931,646,"1,411",890,"1,056",542,552,624,966,"1,682",648
2021년12월_남_70~79세,"6,506","1,192",496,370,819,426,569,276,284,343,473,911,347
2021년12월_남_80~89세,"2,602",432,177,107,324,157,171,117,168,170,215,417,147
2021년12월_남_90~99세,242,46,15,10,28,14,19,7,14,16,28,37,8
2021년12월_남_100세 이상,6,0,0,1,2,0,0,0,2,1,0,0,0
2021년12월_여_총인구수,"60,384","15,441","5,284","2,415","7,012","4,079","5,028","1,906","1,849","2,327","3,468","8,984","2,591"
2021년12월_여_연령구간인구수,"60,384","15,441","5,284","2,415","7,012","4,079","5,028","1,906","1,849","2,327","3,468","8,984","2,591"
2021년12월_여_0~9세,"3,441","1,022",448,87,359,249,315,60,37,52,103,595,114
2021년12월_여_10~19세,"4,635","1,581",442,106,499,269,429,103,62,103,159,737,145
2021년12월_여_20~29세,"4,682","1,580",390,144,568,314,261,103,95,114,220,720,173
2021년12월_여_30~39세,"5,270","1,531",593,173,582,371,457,117,89,129,204,841,183
2021년12월_여_40~49세,"8,049","2,468",845,258,901,507,755,182,140,184,321,"1,202",286
2021년12월_여_50~59세,"10,182","2,616",803,438,"1,249",701,858,329,317,423,586,"1,448",414
2021년12월_여_60~69세,"12,479","2,441",971,692,"1,507",889,"1,140",502,526,613,859,"1,681",658
2021년12월_여_70~79세,"6,694","1,272",477,326,842,464,497,278,309,369,527,985,348
2021년12월_여_80~89세,"4,122",809,267,155,413,274,254,192,234,262,395,638,229
2021년12월_여_90~99세,800,116,47,34,89,40,60,39,37,74,91,133,40
2021년12월_여_100세 이상,30,5,1,2,3,1,2,1,3,4,3,4,1
