카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021년03월_계_90~99세,"1,552",62,57,47,64,33,74,59,29,79,87,27,78,63,71,86,81,187,57,,141,57,76,37
2021년03월_계_100세 이상,81,5,8,2,1,4,5,8,5,10,3,0,4,1,1,4,2,5,2,,6,1,2,2
2021년03월_남_총인구수,"168,722","3,752","5,043","4,942","6,316","3,095","6,270","6,098","3,747","7,008","6,678","2,218","10,617","7,357","7,989","8,744","7,568","21,207","5,701",,"10,184","10,340","14,544","9,304"
2021년03월_남_연령구간인구수,"168,722","3,752","5,043","4,942","6,316","3,095","6,270","6,098","3,747","7,008","6,678","2,218","10,617","7,357","7,989","8,744","7,568","21,207","5,701",,"10,184","10,340","14,544","9,304"
2021년03월_남_0~9세,"12,708",147,519,498,203,106,392,464,83,296,322,85,"1,112",329,428,424,361,"1,943",311,,625,"1,222","1,286","1,552"
2021년03월_남_10~19세,"13,876",233,447,351,367,210,487,583,196,441,500,138,"1,158",478,493,663,494,"1,947",352,,748,"1,317","1,523",750
2021년03월_남_20~29세,"22,224",488,532,551,937,451,813,860,608,"1,015",931,404,"1,217","1,092","1,168","1,267","1,016","2,764",798,,"1,250","1,104","2,049",909
2021년03월_남_30~39세,"23,102",392,681,844,815,305,785,749,617,799,831,271,"1,355",856,"1,080",923,889,"2,887",747,,"1,311","1,489","2,135","2,341"
2021년03월_남_40~49세,"26,311",506,951,711,908,420,970,926,561,882,986,266,"2,002",971,"1,089","1,139","1,047","3,439",766,,"1,407","2,054","2,447","1,863"
2021년03월_남_50~59세,"27,734",695,717,747,"1,249",557,"1,031","1,086",656,"1,271","1,125",377,"1,611","1,396","1,409","1,626","1,410","3,398","1,076",,"1,786","1,462","2,252",797
2021년03월_남_60~69세,"24,356",660,623,677,"1,076",564,928,813,560,"1,231","1,107",383,"1,312","1,342","1,359","1,521","1,331","2,951",944,,"1,653",890,"1,715",716
2021년03월_남_70~79세,"13,232",427,399,399,553,339,585,410,332,739,620,203,633,670,697,840,760,"1,389",496,,"1,007",585,851,298
2021년03월_남_80~89세,"4,814",195,157,157,188,134,260,188,126,310,230,87,202,209,252,322,245,455,194,,366,203,262,72
2021년03월_남_90~99세,338,9,13,7,19,7,18,15,6,21,26,4,15,14,14,19,14,33,15,,27,14,22,6
2021년03월_남_100세 이상,27,0,4,0,1,2,1,4,2,3,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021년03월_여_총인구수,"173,934","3,838","5,601","5,017","6,138","3,420","6,872","6,275","3,718","7,106","7,215","1,954","11,013","7,434","7,878","9,422","7,530","22,063","5,589",,"10,512","10,982","14,828","9,529"
2021년03월_여_연령구간인구수,"173,934","3,838","5,601","5,017","6,138","3,420","6,872","6,275","3,718","7,106","7,215","1,954","11,013","7,434","7,878","9,422","7,530","22,063","5,589",,"10,512","10,982","14,828","9,529"
2021년03월_여_0~9세,"12,135",130,465,436,178,108,358,428,81,228,353,102,"1,114",327,392,425,364,"1,768",325,,659,"1,200","1,202","1,492"
2021년03월_여_10~19세,"12,601",187,397,297,304,179,393,446,148,375,468,105,"1,132",431,449,593,420,"1,746",305,,694,"1,360","1,438",734
2021년03월_여_20~29세,"19,371",396,492,539,856,340,722,738,697,825,819,204,"1,024",869,981,"1,062",832,"2,436",611,,994,"1,077","1,804","1,053"
2021년03월_여_30~39세,"20,565",271,707,741,631,253,716,738,432,585,700,188,"1,435",648,832,786,681,"2,789",611,,"1,110","1,551","1,929","2,231"
2021년03월_여_40~49세,"24,968",435,889,671,721,414,924,"1,014",413,815,976,203,"1,991",830,930,"1,120",862,"3,298",666,,"1,466","2,209","2,485","1,636"
2021년03월_여_50~59세,"29,258",638,827,782,"1,188",660,"1,168","1,084",621,"1,302","1,212",360,"1,684","1,514","1,525","1,885","1,348","3,597","1,125",,"1,928","1,420","2,411",979
2021년03월_여_60~69세,"28,081",770,828,794,"1,180",721,"1,218",900,687,"1,462","1,387",364,"1,436","1,524","1,415","1,833","1,497","3,419","1,044",,"1,741","1,086","1,958",817
2021년03월_여_70~79세,"17,118",615,628,479,722,475,876,567,400,990,835,270,775,834,871,"1,070",977,"1,836",623,,"1,124",711,"1,055",385
2021년03월_여_80~89세,"8,569",338,320,236,313,242,437,312,213,459,401,135,355,407,425,577,481,"1,016",237,,680,324,492,169
2021년03월_여_90~99세,"1,214",53,44,40,45,26,56,44,23,58,61,23,63,49,57,67,67,154,42,,114,43,54,31
2021년03월_여_100세 이상,54,5,4,2,0,2,4,4,3,7,3,0,4,1,1,4,1,4,0,,2,1,0,2
2021년04월_계_총인구수,"342,468","7,551","10,606","9,938","12,113","6,507","13,094","12,299","7,435","14,113","13,834","4,125","21,630","14,734","15,845","18,134","15,306","43,192","11,231",,"21,356","21,284","29,357","18,784"
2021년04월_계_연령구간인구수,"342,468","7,551","10,606","9,938","12,113","6,507","13,094","12,299","7,435","14,113","13,834","4,125","21,630","14,734","15,845","18,134","15,306","43,192","11,231",,"21,356","21,284","29,357","18,784"
2021년04월_계_0~9세,"24,699",275,970,926,378,215,742,884,157,522,673,184,"2,209",651,819,835,737,"3,682",631,,"1,306","2,402","2,480","3,021"
2021년04월_계_10~19세,"26,403",404,847,642,649,390,879,"1,020",346,816,975,235,"2,297",887,939,"1,252",925,"3,691",648,,"1,456","2,669","2,937","1,499"
2021년04월_계_20~29세,"41,527",880,"1,014","1,083","1,749",773,"1,520","1,572","1,292","1,837","1,731",605,"2,251","1,953","2,145","2,325","1,887","5,179","1,391",,"2,357","2,175","3,862","1,946"
2021년04월_계_30~39세,"43,586",661,"1,379","1,582","1,397",561,"1,494","1,493","1,064","1,373","1,516",453,"2,768","1,498","1,889","1,686","1,590","5,663","1,351",,"2,559","3,018","4,064","4,527"
2021년04월_계_40~49세,"51,249",934,"1,834","1,388","1,597",828,"1,884","1,925",961,"1,697","1,954",462,"4,000","1,770","2,016","2,248","1,940","6,734","1,424",,"2,964","4,251","4,921","3,517"
2021년04월_계_50~59세,"56,856","1,319","1,550","1,508","2,346","1,212","2,185","2,156","1,258","2,567","2,315",729,"3,284","2,884","2,929","3,499","2,819","6,965","2,176",,"3,839","2,883","4,662","1,771"
2021년04월_계_60~69세,"52,693","1,436","1,441","1,490","2,193","1,294","2,150","1,721","1,253","2,710","2,501",739,"2,763","2,897","2,784","3,376","2,844","6,384","2,006",,"3,498","1,986","3,692","1,535"
2021년04월_계_70~79세,"30,324","1,035","1,021",872,"1,248",818,"1,458",962,728,"1,727","1,441",469,"1,406","1,510","1,574","1,909","1,744","3,228","1,110",,"2,160","1,306","1,905",693
2021년04월_계_80~89세,"13,501",539,485,398,494,378,699,505,342,772,639,222,571,621,677,918,735,"1,473",439,,"1,066",536,754,238
2021년04월_계_90~99세,"1,548",62,57,47,61,34,78,53,30,81,86,27,77,62,72,82,83,188,53,,145,57,78,35
2021년04월_계_100세 이상,82,6,8,2,1,4,5,8,4,11,3,0,4,1,1,4,2,5,2,,6,1,2,2
2021년04월_남_총인구수,"168,584","3,732","5,022","4,928","6,140","3,094","6,238","6,065","3,730","7,005","6,641","2,201","10,624","7,322","7,973","8,740","7,673","21,171","5,679",,"10,492","10,309","14,538","9,267"
2021년04월_남_연령구간인구수,"168,584","3,732","5,022","4,928","6,140","3,094","6,238","6,065","3,730","7,005","6,641","2,201","10,624","7,322","7,973","8,740","7,673","21,171","5,679",,"10,492","10,309","14,538","9,267"
2021년04월_남_0~9세,"12,615",144,514,494,199,107,389,465,77,294,321,84,"1,099",326,426,416,374,"1,919",312,,631,"1,205","1,275","1,544"
2021년04월_남_10~19세,"13,833",226,443,345,353,216,481,579,199,441,506,134,"1,164",464,487,665,494,"1,953",351,,750,"1,317","1,513",752
2021년04월_남_20~29세,"22,191",485,528,553,916,440,805,841,608,"1,011",913,404,"1,227","1,084","1,170","1,270","1,040","2,753",786,,"1,310","1,105","2,050",892
2021년04월_남_30~39세,"23,069",395,684,840,783,305,776,754,621,787,826,268,"1,357",856,"1,067",901,899,"2,888",748,,"1,391","1,474","2,133","2,316"
2021년04월_남_40~49세,"26,279",506,936,707,893,422,968,922,556,889,981,262,"1,996",956,"1,080","1,147","1,056","3,440",763,,"1,448","2,040","2,441","1,870"
2021년04월_남_50~59세,"27,692",686,726,743,"1,210",558,"1,026","1,079",640,"1,264","1,110",379,"1,609","1,390","1,413","1,617","1,441","3,384","1,057",,"1,837","1,467","2,258",798
2021년04월_남_60~69세,"24,447",663,617,684,"1,039",564,925,815,566,"1,242","1,113",377,"1,317","1,348","1,361","1,530","1,337","2,946",957,,"1,706",897,"1,725",718
2021년04월_남_70~79세,"13,246",424,399,395,544,338,587,407,330,742,614,202,631,672,701,845,770,"1,398",492,,"1,015",585,855,300
2021년04월_남_80~89세,"4,849",193,158,160,183,135,261,186,126,310,231,86,209,212,253,331,247,457,197,,374,205,264,71
2021년04월_남_90~99세,336,10,13,7,19,7,19,13,6,21,26,5,15,14,15,18,14,32,14,,26,14,22,6
2021년04월_남_100세 이상,27,0,4,0,1,2,1,4,1,4,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021년04월_여_총인구수,"173,884","3,819","5,584","5,010","5,973","3,413","6,856","6,234","3,705","7,108","7,193","1,924","11,006","7,412","7,872","9,394","7,633","22,021","5,552",,"10,864","10,975","14,819","9,517"
2021년04월_여_연령구간인구수,"173,884","3,819","5,584","5,010","5,973","3,413","6,856","6,234","3,705","7,108","7,193","1,924","11,006","7,412","7,872","9,394","7,633","22,021","5,552",,"10,864","10,975","14,819","9,517"
2021년04월_여_0~9세,"12,084",131,456,432,179,108,353,419,80,228,352,100,"1,110",325,393,419,363,"1,763",319,,675,"1,197","1,205","1,477"
2021년04월_여_10~19세,"12,570",178,404,297,296,174,398,441,147,375,469,101,"1,133",423,452,587,431,"1,738",297,,706,"1,352","1,424",747
2021년04월_여_20~29세,"19,336",395,486,530,833,333,715,731,684,826,818,201,"1,024",869,975,"1,055",847,"2,426",605,,"1,047","1,070","1,812","1,054"
2021년04월_여_30~39세,"20,517",266,695,742,614,256,718,739,443,586,690,185,"1,411",642,822,785,691,"2,775",603,,"1,168","1,544","1,931","2,211"
2021년04월_여_40~49세,"24,970",428,898,681,704,406,916,"1,003",405,808,973,200,"2,004",814,936,"1,101",884,"3,294",661,,"1,516","2,211","2,480","1,647"
2021년04월_여_50~59세,"29,164",633,824,765,"1,136",654,"1,159","1,077",618,"1,303","1,205",350,"1,675","1,494","1,516","1,882","1,378","3,581","1,119",,"2,002","1,416","2,404",973
2021년04월_여_60~69세,"28,246",773,824,806,"1,154",730,"1,225",906,687,"1,468","1,388",362,"1,446","1,549","1,423","1,846","1,507","3,438","1,049",,"1,792","1,089","1,967",817
2021년04월_여_70~79세,"17,078",611,622,477,704,480,871,555,398,985,827,267,775,838,873,"1,064",974,"1,830",618,,"1,145",721,"1,050",393
2021년04월_여_80~89세,"8,652",346,327,238,311,243,438,319,216,462,408,136,362,409,424,587,488,"1,016",242,,692,331,490,167
2021년04월_여_90~99세,"1,212",52,44,40,42,27,59,40,24,60,60,22,62,48,57,64,69,156,39,,119,43,56,29
2021년04월_여_100세 이상,55,6,4,2,0,2,4,4,3,7,3,0,4,1,1,4,1,4,0,,2,1,0,2
2021년05월_계_총인구수,"341,730","7,524","10,580","9,904","11,853","6,486","13,086","12,270","7,399","14,062","13,699","4,079","21,581","14,660","15,793","18,073","15,432","43,162","11,198",,"21,560","21,263","29,311","18,755"
2021년05월_계_연령구간인구수,"341,730","7,524","10,580","9,904","11,853","6,486","13,086","12,270","7,399","14,062","13,699","4,079","21,581","14,660","15,793","18,073","15,432","43,162","11,198",,"21,560","21,263","29,311","18,755"
2021년05월_계_0~9세,"24,544",278,959,927,362,210,744,883,156,512,670,182,"2,192",637,821,821,742,"3,660",626,,"1,311","2,379","2,463","3,009"
2021년05월_계_10~19세,"26,360",403,845,633,639,384,878,"1,020",339,804,965,219,"2,304",889,921,"1,236",934,"3,693",645,,"1,476","2,674","2,946","1,513"
2021년05월_계_20~29세,"41,273",867,"1,010","1,067","1,720",772,"1,514","1,561","1,290","1,839","1,722",599,"2,230","1,928","2,139","2,313","1,884","5,161","1,380",,"2,375","2,166","3,832","1,904"
2021년05월_계_30~39세,"43,472",653,"1,369","1,577","1,388",555,"1,481","1,496","1,066","1,360","1,496",448,"2,735","1,493","1,881","1,677","1,637","5,636","1,333",,"2,598","3,012","4,073","4,508"
2021년05월_계_40~49세,"51,054",938,"1,818","1,383","1,554",821,"1,878","1,910",939,"1,687","1,930",443,"4,006","1,744","2,013","2,229","1,960","6,720","1,429",,"3,003","4,221","4,883","3,545"
2021년05월_계_50~59세,"56,662","1,303","1,560","1,500","2,283","1,211","2,191","2,155","1,259","2,548","2,290",733,"3,273","2,867","2,900","3,481","2,835","6,949","2,162",,"3,850","2,891","4,651","1,770"
2021년05월_계_60~69세,"52,816","1,439","1,440","1,495","2,146","1,303","2,150","1,715","1,247","2,710","2,479",740,"2,773","2,913","2,796","3,378","2,857","6,420","2,019",,"3,547","2,006","3,711","1,532"
2021년05월_계_70~79세,"30,336","1,031","1,025",876,"1,218",810,"1,453",964,733,"1,730","1,427",462,"1,407","1,501","1,562","1,929","1,758","3,247","1,108",,"2,179","1,312","1,912",692
2021년05월_계_80~89세,"13,582",540,489,397,485,383,715,506,340,780,636,226,578,627,685,919,739,"1,482",440,,"1,068",543,760,244
2021년05월_계_90~99세,"1,550",66,57,46,57,33,77,52,27,81,81,27,79,60,75,87,83,189,54,,147,58,78,36
2021년05월_계_100세 이상,81,6,8,3,1,4,5,8,3,11,3,0,4,1,0,3,3,5,2,,6,1,2,2
2021년05월_남_총인구수,"168,209","3,724","5,007","4,913","6,004","3,072","6,232","6,056","3,699","6,980","6,566","2,172","10,585","7,296","7,944","8,712","7,741","21,165","5,649",,"10,587","10,312","14,520","9,273"
2021년05월_남_연령구간인구수,"168,209","3,724","5,007","4,913","6,004","3,072","6,232","6,056","3,699","6,980","6,566","2,172","10,585","7,296","7,944","8,712","7,741","21,165","5,649",,"10,587","10,312","14,520","9,273"
2021년05월_남_0~9세,"12,517",147,507,493,185,103,390,467,76,287,319,84,"1,086",320,426,409,373,"1,906",311,,633,"1,194","1,266","1,535"
2021년05월_남_10~19세,"13,839",228,445,341,348,214,478,581,194,439,496,123,"1,172",467,481,651,500,"1,956",351,,765,"1,322","1,520",767
2021년05월_남_20~29세,"22,047",476,527,547,890,435,808,838,607,"1,004",901,398,"1,209","1,072","1,162","1,268","1,043","2,739",775,,"1,322","1,107","2,039",880
2021년05월_남_30~39세,"23,008",391,678,834,785,301,762,753,612,782,817,266,"1,338",852,"1,057",893,931,"2,889",736,,"1,407","1,467","2,149","2,308"
2021년05월_남_40~49세,"26,163",511,922,704,871,418,966,915,543,882,977,251,"1,997",944,"1,082","1,138","1,061","3,429",768,,"1,464","2,026","2,411","1,883"
2021년05월_남_50~59세,"27,634",675,734,739,"1,180",559,"1,030","1,080",642,"1,260","1,093",381,"1,603","1,379","1,398","1,613","1,451","3,386","1,048",,"1,845","1,480","2,257",801
2021년05월_남_60~69세,"24,503",666,619,690,"1,013",565,924,813,560,"1,243","1,104",380,"1,319","1,364","1,368","1,535","1,339","2,957",960,,"1,729",905,"1,735",715
2021년05월_남_70~79세,"13,245",422,400,397,531,331,587,406,334,744,605,198,634,669,698,850,780,"1,407",488,,"1,018",588,854,304
2021년05월_남_80~89세,"4,892",198,157,160,182,137,267,186,125,314,231,86,212,215,256,336,249,462,196,,375,209,265,74
2021년05월_남_90~99세,334,10,14,8,18,7,19,13,5,21,23,5,15,14,16,19,13,33,14,,25,14,22,6
2021년05월_남_100세 이상,27,0,4,0,1,2,1,4,1,4,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021년05월_여_총인구수,"173,521","3,800","5,573","4,991","5,849","3,414","6,854","6,214","3,700","7,082","7,133","1,907","10,996","7,364","7,849","9,361","7,691","21,997","5,549",,"10,973","10,951","14,791","9,482"
2021년05월_여_연령구간인구수,"173,521","3,800","5,573","4,991","5,849","3,414","6,854","6,214","3,700","7,082","7,133","1,907","10,996","7,364","7,849","9,361","7,691","21,997","5,549",,"10,973","10,951","14,791","9,482"
2021년05월_여_0~9세,"12,027",131,452,434,177,107,354,416,80,225,351,98,"1,106",317,395,412,369,"1,754",315,,678,"1,185","1,197","1,474"
2021년05월_여_10~19세,"12,521",175,400,292,291,170,400,439,145,365,469,96,"1,132",422,440,585,434,"1,737",294,,711,"1,352","1,426",746
2021년05월_여_20~29세,"19,226",391,483,520,830,337,706,723,683,835,821,201,"1,021",856,977,"1,045",841,"2,422",605,,"1,053","1,059","1,793","1,024"
2021년05월_여_30~39세,"20,464",262,691,743,603,254,719,743,454,578,679,182,"1,397",641,824,784,706,"2,747",597,,"1,191","1,545","1,924","2,200"
2021년05월_여_40~49세,"24,891",427,896,679,683,403,912,995,396,805,953,192,"2,009",800,931,"1,091",899,"3,291",661,,"1,539","2,195","2,472","1,662"
2021년05월_여_50~59세,"29,028",628,826,761,"1,103",652,"1,161","1,075",617,"1,288","1,197",352,"1,670","1,488","1,502","1,868","1,384","3,563","1,114",,"2,005","1,411","2,394",969
2021년05월_여_60~69세,"28,313",773,821,805,"1,133",738,"1,226",902,687,"1,467","1,375",360,"1,454","1,549","1,428","1,843","1,518","3,463","1,059",,"1,818","1,101","1,976",817
2021년05월_여_70~79세,"17,091",609,625,479,687,479,866,558,399,986,822,264,773,832,864,"1,079",978,"1,840",620,,"1,161",724,"1,058",388
2021년05월_여_80~89세,"8,690",342,332,237,303,246,448,320,215,466,405,140,366,412,429,583,490,"1,020",244,,693,334,495,170
2021년05월_여_90~99세,"1,216",56,43,38,39,26,58,39,22,60,58,22,64,46,59,68,70,156,40,,122,44,56,30
2021년05월_여_100세 이상,54,6,4,3,0,2,4,4,2,7,3,0,4,1,0,3,2,4,0,,2,1,0,2
2021년06월_계_총인구수,"340,693","7,488","10,520","9,859","11,768","6,435","13,034","12,145","7,399","13,953","13,604","4,075","21,540","14,584","15,773","18,063","15,394","43,034","11,158",,"21,643","21,259","29,282","18,683"
2021년06월_계_연령구간인구수,"340,693","7,488","10,520","9,859","11,768","6,435","13,034","12,145","7,399","13,953","13,604","4,075","21,540","14,584","15,773","18,063","15,394","43,034","11,158",,"21,643","21,259","29,282","18,683"
2021년06월_계_0~9세,"24,375",273,950,936,359,208,733,882,158,508,662,177,"2,179",631,812,817,741,"3,610",625,,"1,310","2,366","2,458","2,980"
2021년06월_계_10~19세,"26,314",390,853,629,620,383,874,"1,025",335,801,964,219,"2,300",892,911,"1,240",939,"3,691",638,,"1,477","2,685","2,932","1,516"
2021년06월_계_20~29세,"41,195",862,"1,012","1,060","1,729",766,"1,511","1,547","1,307","1,831","1,719",593,"2,241","1,903","2,131","2,310","1,897","5,167","1,365",,"2,389","2,165","3,811","1,879"
2021년06월_계_30~39세,"43,264",660,"1,354","1,592","1,384",560,"1,473","1,484","1,065","1,348","1,480",450,"2,721","1,485","1,871","1,666","1,627","5,546","1,327",,"2,635","3,003","4,069","4,464"
2021년06월_계_40~49세,"50,896",924,"1,822","1,377","1,537",811,"1,864","1,888",934,"1,664","1,907",442,"3,985","1,735","2,023","2,223","1,952","6,716","1,418",,"3,011","4,220","4,888","3,555"
2021년06월_계_50~59세,"56,380","1,298","1,550","1,492","2,250","1,204","2,185","2,131","1,247","2,539","2,281",728,"3,276","2,837","2,880","3,470","2,806","6,919","2,147",,"3,837","2,882","4,652","1,769"
2021년06월_계_60~69세,"52,867","1,442","1,429","1,474","2,137","1,290","2,164","1,711","1,246","2,702","2,462",752,"2,771","2,912","2,806","3,393","2,854","6,457","2,025",,"3,568","2,015","3,720","1,537"
2021년06월_계_70~79세,"30,274","1,023","1,005",869,"1,208",799,"1,442",934,739,"1,717","1,413",461,"1,414","1,501","1,568","1,929","1,756","3,259","1,112",,"2,188","1,321","1,917",699
2021년06월_계_80~89세,"13,558",543,490,390,485,382,708,490,338,768,632,226,572,628,694,924,737,"1,479",447,,"1,078",542,759,246
2021년06월_계_90~99세,"1,519",67,53,38,58,31,75,52,28,73,81,27,77,59,77,88,82,185,52,,147,59,75,35
2021년06월_계_100세 이상,51,6,2,2,1,1,5,1,2,2,3,0,4,1,0,3,3,5,2,,3,1,1,3
2021년06월_남_총인구수,"167,668","3,723","4,976","4,886","5,956","3,048","6,201","5,992","3,689","6,931","6,530","2,172","10,574","7,277","7,928","8,705","7,718","21,093","5,618",,"10,616","10,302","14,493","9,240"
2021년06월_남_연령구간인구수,"167,668","3,723","4,976","4,886","5,956","3,048","6,201","5,992","3,689","6,931","6,530","2,172","10,574","7,277","7,928","8,705","7,718","21,093","5,618",,"10,616","10,302","14,493","9,240"
2021년06월_남_0~9세,"12,437",146,500,496,186,101,386,473,78,288,316,80,"1,078",318,416,407,375,"1,885",307,,631,"1,189","1,258","1,523"
2021년06월_남_10~19세,"13,813",223,451,338,334,214,473,582,193,438,497,126,"1,173",469,477,654,504,"1,946",349,,765,"1,327","1,515",765
2021년06월_남_20~29세,"21,952",474,525,538,894,431,806,820,609,995,902,392,"1,216","1,060","1,162","1,263","1,045","2,738",762,,"1,323","1,104","2,021",872
2021년06월_남_30~39세,"22,903",400,667,845,784,303,753,748,606,779,811,268,"1,333",853,"1,052",885,921,"2,854",726,,"1,429","1,454","2,148","2,284"
2021년06월_남_40~49세,"26,109",504,924,704,862,412,961,904,544,871,963,251,"1,989",941,"1,090","1,139","1,055","3,426",766,,"1,474","2,031","2,413","1,885"
2021년06월_남_50~59세,"27,509",674,736,734,"1,171",560,"1,024","1,067",631,"1,255","1,086",376,"1,603","1,375","1,391","1,612","1,439","3,373","1,045",,"1,828","1,477","2,248",804
2021년06월_남_60~69세,"24,517",671,609,673,"1,007",560,930,814,566,"1,244","1,101",388,"1,319","1,362","1,368","1,538","1,338","2,964",956,,"1,737",907,"1,748",717
2021년06월_남_70~79세,"13,221",420,388,396,519,325,581,396,334,737,597,200,641,673,698,847,781,"1,413",495,,"1,023",589,860,308
2021년06월_남_80~89세,"4,874",201,161,155,180,136,267,176,122,305,234,86,209,213,258,340,247,462,196,,379,209,262,76
2021년06월_남_90~99세,321,10,14,7,18,6,19,12,5,18,23,5,13,13,16,20,12,31,14,,25,15,19,6
2021년06월_남_100세 이상,12,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,,2,0,1,0
2021년06월_여_총인구수,"173,025","3,765","5,544","4,973","5,812","3,387","6,833","6,153","3,710","7,022","7,074","1,903","10,966","7,307","7,845","9,358","7,676","21,941","5,540",,"11,027","10,957","14,789","9,443"
2021년06월_여_연령구간인구수,"173,025","3,765","5,544","4,973","5,812","3,387","6,833","6,153","3,710","7,022","7,074","1,903","10,966","7,307","7,845","9,358","7,676","21,941","5,540",,"11,027","10,957","14,789","9,443"
2021년06월_여_0~9세,"11,938",127,450,440,173,107,347,409,80,220,346,97,"1,101",313,396,410,366,"1,725",318,,679,"1,177","1,200","1,457"
2021년06월_여_10~19세,"12,501",167,402,291,286,169,401,443,142,363,467,93,"1,127",423,434,586,435,"1,745",289,,712,"1,358","1,417",751
2021년06월_여_20~29세,"19,243",388,487,522,835,335,705,727,698,836,817,201,"1,025",843,969,"1,047",852,"2,429",603,,"1,066","1,061","1,790","1,007"
2021년06월_여_30~39세,"20,361",260,687,747,600,257,720,736,459,569,669,182,"1,388",632,819,781,706,"2,692",601,,"1,206","1,549","1,921","2,180"
2021년06월_여_40~49세,"24,787",420,898,673,675,399,903,984,390,793,944,191,"1,996",794,933,"1,084",897,"3,290",652,,"1,537","2,189","2,475","1,670"
2021년06월_여_50~59세,"28,871",624,814,758,"1,079",644,"1,161","1,064",616,"1,284","1,195",352,"1,673","1,462","1,489","1,858","1,367","3,546","1,102",,"2,009","1,405","2,404",965
2021년06월_여_60~69세,"28,350",771,820,801,"1,130",730,"1,234",897,680,"1,458","1,361",364,"1,452","1,550","1,438","1,855","1,516","3,493","1,069",,"1,831","1,108","1,972",820
2021년06월_여_70~79세,"17,053",603,617,473,689,474,861,538,405,980,816,261,773,828,870,"1,082",975,"1,846",617,,"1,165",732,"1,057",391
2021년06월_여_80~89세,"8,684",342,329,235,305,246,441,314,216,463,398,140,363,415,436,584,490,"1,017",251,,699,333,497,170
2021년06월_여_90~99세,"1,198",57,39,31,40,25,56,40,23,55,58,22,64,46,61,68,70,154,38,,122,44,56,29
2021년06월_여_100세 이상,39,6,1,2,0,1,4,1,1,1,3,0,4,1,0,3,2,4,0,,1,1,0,3
2021년07월_계_총인구수,"340,426","7,481","10,490","9,856","11,711","6,422","13,027","12,041","7,378","13,907","13,506","4,073","21,545","14,569","15,714","18,584","15,312","42,837","11,146",,"21,685","21,201","29,264","18,677"
2021년07월_계_연령구간인구수,"340,426","7,481","10,490","9,856","11,711","6,422","13,027","12,041","7,378","13,907","13,506","4,073","21,545","14,569","15,714","18,584","15,312","42,837","11,146",,"21,685","21,201","29,264","18,677"
2021년07월_계_0~9세,"24,264",274,938,940,353,204,727,868,157,497,661,179,"2,182",627,801,864,736,"3,567",626,,"1,312","2,347","2,428","2,976"
2021년07월_계_10~19세,"26,264",381,858,629,618,384,876,"1,021",336,799,952,214,"2,301",887,892,"1,266",928,"3,683",639,,"1,461","2,686","2,926","1,527"
2021년07월_계_20~29세,"41,086",859,"1,004","1,050","1,722",765,"1,518","1,532","1,301","1,807","1,707",593,"2,226","1,892","2,115","2,392","1,893","5,114","1,344",,"2,412","2,165","3,812","1,863"
2021년07월_계_30~39세,"43,088",658,"1,342","1,581","1,374",555,"1,453","1,477","1,066","1,347","1,466",455,"2,712","1,485","1,859","1,743","1,598","5,482","1,330",,"2,624","2,984","4,041","4,456"
2021년07월_계_40~49세,"50,848",918,"1,821","1,385","1,527",806,"1,851","1,863",926,"1,664","1,902",440,"3,997","1,732","2,011","2,294","1,933","6,679","1,421",,"3,030","4,188","4,883","3,577"
2021년07월_계_50~59세,"56,321","1,286","1,545","1,503","2,240","1,204","2,188","2,120","1,244","2,511","2,265",722,"3,260","2,830","2,864","3,563","2,789","6,904","2,134",,"3,831","2,889","4,672","1,757"
2021년07월_계_60~69세,"53,036","1,462","1,436","1,466","2,120","1,289","2,177","1,693","1,238","2,722","2,432",755,"2,786","2,914","2,817","3,481","2,857","6,469","2,038",,"3,595","2,019","3,732","1,538"
2021년07월_계_70~79세,"30,328","1,022","1,004",872,"1,212",801,"1,448",931,736,"1,714","1,408",460,"1,423","1,512","1,584","1,952","1,757","3,267","1,102",,"2,181","1,314","1,924",704
2021년07월_계_80~89세,"13,609",546,488,392,485,384,706,486,342,771,629,228,575,631,693,936,735,"1,481",458,,"1,088",550,765,240
2021년07월_계_90~99세,"1,532",69,52,36,59,30,78,48,30,73,81,27,79,58,78,90,83,187,52,,148,58,80,36
2021년07월_계_100세 이상,50,6,2,2,1,0,5,2,2,2,3,0,4,1,0,3,3,4,2,,3,1,1,3
2021년07월_남_총인구수,"167,503","3,722","4,964","4,877","5,923","3,044","6,194","5,947","3,680","6,917","6,474","2,168","10,565","7,269","7,905","8,966","7,680","20,992","5,606",,"10,636","10,275","14,467","9,232"
