카테고리,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2021년10월_남_100세 이상,64,12,12,5,1,7,14,8,5
2021년10월_여_총인구수,"1,212,235","38,824","173,070","82,933","74,832","219,302","216,259","277,565","129,450"
2021년10월_여_연령구간인구수,"1,212,235","38,824","173,070","82,933","74,832","219,302","216,259","277,565","129,450"
2021년10월_여_0~9세,"82,642","2,422","11,789","3,359","3,129","15,675","13,968","18,156","14,144"
2021년10월_여_10~19세,"104,956","2,459","12,466","4,923","4,257","20,147","23,465","25,536","11,703"
2021년10월_여_20~29세,"145,984","5,967","19,054","9,214","10,084","28,258","24,748","35,781","12,878"
2021년10월_여_30~39세,"136,257","5,111","20,174","7,288","7,931","24,777","21,419","30,068","19,489"
2021년10월_여_40~49세,"188,973","5,166","24,693","9,942","9,686","35,798","38,307","44,073","21,308"
2021년10월_여_50~59세,"214,233","5,550","28,859","16,136","12,386","39,318","38,710","52,616","20,658"
2021년10월_여_60~69세,"178,665","5,489","28,621","17,002","13,197","29,347","28,497","40,223","16,289"
2021년10월_여_70~79세,"99,482","4,068","17,228","9,685","8,557","16,332","16,423","19,384","7,805"
2021년10월_여_80~89세,"52,941","2,196","8,910","4,728","4,821","8,411","9,173","10,224","4,478"
2021년10월_여_90~99세,"7,806",346,"1,236",630,764,"1,195","1,497","1,455",683
2021년10월_여_100세 이상,296,50,40,26,20,44,52,49,15
2021년11월_계_총인구수,"2,388,230","74,793","341,114","165,208","143,645","436,567","418,014","545,983","262,906"
2021년11월_계_연령구간인구수,"2,388,230","74,793","341,114","165,208","143,645","436,567","418,014","545,983","262,906"
2021년11월_계_0~9세,"168,602","5,011","24,020","6,870","6,386","31,964","28,607","36,952","28,792"
2021년11월_계_10~19세,"218,976","5,017","26,193","10,186","8,983","41,815","49,470","52,858","24,454"
2021년11월_계_20~29세,"310,800","11,386","40,612","20,110","19,908","61,263","53,173","75,787","28,561"
2021년11월_계_30~39세,"285,532","10,575","43,169","16,810","16,818","52,486","41,887","63,067","40,720"
2021년11월_계_40~49세,"372,803","10,548","50,786","21,428","19,523","70,201","70,232","85,384","44,701"
2021년11월_계_50~59세,"419,916","11,031","56,488","32,449","24,214","78,084","74,840","101,678","41,132"
2021년11월_계_60~69세,"341,719","10,239","53,589","32,025","24,364","57,332","54,154","77,594","32,422"
2021년11월_계_70~79세,"177,394","7,030","30,676","17,236","14,867","28,834","29,040","35,130","14,581"
2021년11월_계_80~89세,"82,243","3,464","13,972","7,317","7,599","13,034","14,589","15,595","6,673"
2021년11월_계_90~99세,"9,968",470,"1,567",755,965,"1,506","1,964","1,890",851
2021년11월_계_100세 이상,277,22,42,22,18,48,58,48,19
2021년11월_남_총인구수,"1,177,136","35,927","167,733","82,574","69,066","217,189","202,137","269,093","133,417"
2021년11월_남_연령구간인구수,"1,177,136","35,927","167,733","82,574","69,066","217,189","202,137","269,093","133,417"
2021년11월_남_0~9세,"86,359","2,566","12,236","3,547","3,284","16,347","14,750","18,950","14,679"
2021년11월_남_10~19세,"114,148","2,536","13,715","5,282","4,762","21,704","26,051","27,391","12,707"
2021년11월_남_20~29세,"165,492","5,450","21,570","10,998","9,914","33,054","28,497","40,227","15,782"
2021년11월_남_30~39세,"149,695","5,458","22,983","9,536","8,934","27,703","20,591","33,201","21,289"
2021년11월_남_40~49세,"184,070","5,341","26,021","11,551","9,848","34,461","32,051","41,471","23,326"
2021년11월_남_50~59세,"205,615","5,491","27,591","16,386","11,877","38,678","36,099","49,043","20,450"
2021년11월_남_60~69세,"162,609","4,727","24,853","15,041","11,167","27,860","25,573","37,299","16,089"
2021년11월_남_70~79세,"77,848","2,964","13,392","7,547","6,320","12,499","12,662","15,729","6,735"
2021년11월_남_80~89세,"29,102","1,271","5,020","2,560","2,753","4,569","5,391","5,353","2,185"
2021년11월_남_90~99세,"2,154",120,340,124,207,308,462,423,170
2021년11월_남_100세 이상,44,3,12,2,0,6,10,6,5
2021년11월_여_총인구수,"1,211,094","38,866","173,381","82,634","74,579","219,378","215,877","276,890","129,489"
2021년11월_여_연령구간인구수,"1,211,094","38,866","173,381","82,634","74,579","219,378","215,877","276,890","129,489"
2021년11월_여_0~9세,"82,243","2,445","11,784","3,323","3,102","15,617","13,857","18,002","14,113"
2021년11월_여_10~19세,"104,828","2,481","12,478","4,904","4,221","20,111","23,419","25,467","11,747"
2021년11월_여_20~29세,"145,308","5,936","19,042","9,112","9,994","28,209","24,676","35,560","12,779"
2021년11월_여_30~39세,"135,837","5,117","20,186","7,274","7,884","24,783","21,296","29,866","19,431"
2021년11월_여_40~49세,"188,733","5,207","24,765","9,877","9,675","35,740","38,181","43,913","21,375"
2021년11월_여_50~59세,"214,301","5,540","28,897","16,063","12,337","39,406","38,741","52,635","20,682"
2021년11월_여_60~69세,"179,110","5,512","28,736","16,984","13,197","29,472","28,581","40,295","16,333"
2021년11월_여_70~79세,"99,546","4,066","17,284","9,689","8,547","16,335","16,378","19,401","7,846"
2021년11월_여_80~89세,"53,141","2,193","8,952","4,757","4,846","8,465","9,198","10,242","4,488"
2021년11월_여_90~99세,"7,814",350,"1,227",631,758,"1,198","1,502","1,467",681
2021년11월_여_100세 이상,233,19,30,20,18,42,48,42,14
2021년12월_계_총인구수,"2,385,412","74,791","341,436","164,528","143,175","437,008","417,097","544,926","262,451"
2021년12월_계_연령구간인구수,"2,385,412","74,791","341,436","164,528","143,175","437,008","417,097","544,926","262,451"
2021년12월_계_0~9세,"167,823","5,002","23,998","6,779","6,329","31,921","28,406","36,879","28,509"
2021년12월_계_10~19세,"218,537","5,003","26,205","10,107","8,943","41,761","49,315","52,726","24,477"
2021년12월_계_20~29세,"308,921","11,372","40,513","19,897","19,735","61,011","52,915","75,096","28,382"
2021년12월_계_30~39세,"284,865","10,583","43,183","16,715","16,713","52,587","41,672","62,906","40,506"
2021년12월_계_40~49세,"372,555","10,604","50,977","21,323","19,414","70,291","69,974","85,255","44,717"
2021년12월_계_50~59세,"419,444","11,025","56,436","32,298","24,204","78,215","74,743","101,488","41,035"
2021년12월_계_60~69세,"342,291","10,225","53,656","32,000","24,316","57,534","54,283","77,707","32,570"
2021년12월_계_70~79세,"177,828","7,000","30,763","17,251","14,893","28,982","29,098","35,207","14,634"
2021년12월_계_80~89세,"82,781","3,475","14,073","7,373","7,636","13,157","14,636","15,695","6,736"
2021년12월_계_90~99세,"10,122",480,"1,592",767,974,"1,518","1,998","1,925",868
2021년12월_계_100세 이상,245,22,40,18,18,31,57,42,17
2021년12월_남_총인구수,"1,175,632","35,948","167,888","82,241","68,799","217,420","201,689","268,498","133,149"
2021년12월_남_연령구간인구수,"1,175,632","35,948","167,888","82,241","68,799","217,420","201,689","268,498","133,149"
2021년12월_남_0~9세,"85,980","2,562","12,248","3,505","3,256","16,309","14,668","18,902","14,530"
2021년12월_남_10~19세,"113,890","2,548","13,702","5,244","4,733","21,676","25,941","27,306","12,740"
2021년12월_남_20~29세,"164,484","5,442","21,518","10,876","9,807","32,944","28,375","39,856","15,666"
2021년12월_남_30~39세,"149,452","5,469","22,967","9,495","8,888","27,763","20,519","33,164","21,187"
2021년12월_남_40~49세,"183,962","5,361","26,123","11,496","9,792","34,552","31,909","41,396","23,333"
2021년12월_남_50~59세,"205,369","5,493","27,583","16,332","11,879","38,696","36,043","48,925","20,418"
2021년12월_남_60~69세,"162,849","4,726","24,891","15,023","11,138","27,966","25,647","37,346","16,112"
2021년12월_남_70~79세,"78,079","2,941","13,444","7,549","6,321","12,587","12,684","15,769","6,784"
2021년12월_남_80~89세,"29,339","1,283","5,057","2,596","2,777","4,610","5,413","5,402","2,201"
2021년12월_남_90~99세,"2,197",120,345,124,208,316,483,426,175
2021년12월_남_100세 이상,31,3,10,1,0,1,7,6,3
2021년12월_여_총인구수,"1,209,780","38,843","173,548","82,287","74,376","219,588","215,408","276,428","129,302"
2021년12월_여_연령구간인구수,"1,209,780","38,843","173,548","82,287","74,376","219,588","215,408","276,428","129,302"
2021년12월_여_0~9세,"81,843","2,440","11,750","3,274","3,073","15,612","13,738","17,977","13,979"
2021년12월_여_10~19세,"104,647","2,455","12,503","4,863","4,210","20,085","23,374","25,420","11,737"
2021년12월_여_20~29세,"144,437","5,930","18,995","9,021","9,928","28,067","24,540","35,240","12,716"
2021년12월_여_30~39세,"135,413","5,114","20,216","7,220","7,825","24,824","21,153","29,742","19,319"
2021년12월_여_40~49세,"188,593","5,243","24,854","9,827","9,622","35,739","38,065","43,859","21,384"
2021년12월_여_50~59세,"214,075","5,532","28,853","15,966","12,325","39,519","38,700","52,563","20,617"
2021년12월_여_60~69세,"179,442","5,499","28,765","16,977","13,178","29,568","28,636","40,361","16,458"
2021년12월_여_70~79세,"99,749","4,059","17,319","9,702","8,572","16,395","16,414","19,438","7,850"
2021년12월_여_80~89세,"53,442","2,192","9,016","4,777","4,859","8,547","9,223","10,293","4,535"
2021년12월_여_90~99세,"7,925",360,"1,247",643,766,"1,202","1,515","1,499",693
2021년12월_여_100세 이상,214,19,30,17,18,30,50,36,14
