카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021년06월_계_40~49세,"35,988","2,466","3,246","2,008","2,145",585,"2,029",589,858,"1,366","1,470","2,405","4,325",931,"1,910","3,896","1,813","3,946"
2021년06월_계_50~59세,"38,943","2,548","2,054","2,298","1,969",821,"2,787",884,"1,210","1,452","1,774","2,218","4,455","1,124","2,213","3,560","2,377","5,199"
2021년06월_계_60~69세,"34,547","2,184","1,240","2,111","1,843",903,"3,097",948,"1,241","1,174","1,469","1,589","3,558","1,190","2,285","2,632","2,118","4,965"
2021년06월_계_70~79세,"20,561","1,108",691,"1,227","1,064",629,"1,856",609,741,816,973,"1,028","2,219",632,"1,441","1,665","1,230","2,632"
2021년06월_계_80~89세,"9,490",468,311,583,468,310,733,333,377,408,561,443,"1,017",273,641,815,684,"1,065"
2021년06월_계_90~99세,"1,301",77,39,84,91,37,93,40,71,56,93,49,144,28,85,100,79,135
2021년06월_계_100세 이상,49,4,5,3,3,1,7,2,1,3,0,0,7,1,2,2,4,4
2021년06월_남_총인구수,"114,783","8,164","6,946","6,320","6,850","2,458","7,914","2,662","3,365","4,586","5,038","6,540","12,500","3,440","6,823","10,887","6,232","14,058"
2021년06월_남_연령구간인구수,"114,783","8,164","6,946","6,320","6,850","2,458","7,914","2,662","3,365","4,586","5,038","6,540","12,500","3,440","6,823","10,887","6,232","14,058"
2021년06월_남_0~9세,"7,431",410,732,316,481,98,360,91,170,240,311,617,966,171,447,977,314,730
2021년06월_남_10~19세,"11,057",505,"1,215",616,600,163,563,149,228,333,388,772,"1,564",193,521,"1,452",569,"1,226"
2021년06월_남_20~29세,"15,570","1,292",776,848,"1,094",276,953,444,410,807,757,794,"1,615",478,929,"1,423",864,"1,810"
2021년06월_남_30~39세,"13,129","1,271",654,679,966,247,901,350,368,667,695,734,"1,079",480,823,"1,107",693,"1,415"
2021년06월_남_40~49세,"18,238","1,392","1,519","1,024","1,140",345,"1,095",323,461,705,708,"1,136","2,022",539,"1,002","1,824",900,"2,103"
2021년06월_남_50~59세,"19,702","1,447","1,086","1,114","1,020",479,"1,398",454,621,764,846,"1,121","2,171",592,"1,066","1,746","1,143","2,634"
2021년06월_남_60~69세,"16,488","1,143",547,974,881,454,"1,493",445,596,557,684,757,"1,609",593,"1,066","1,257",988,"2,444"
2021년06월_남_70~79세,"9,223",507,285,524,458,276,848,257,344,350,424,442,"1,031",284,688,737,499,"1,269"
2021년06월_남_80~89세,"3,627",177,121,198,183,116,281,138,154,152,202,159,405,105,256,338,246,396
2021년06월_남_90~99세,310,18,10,26,26,4,22,11,13,10,23,8,38,5,24,25,16,31
2021년06월_남_100세 이상,8,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2021년06월_여_총인구수,"118,058","7,633","7,587","6,658","7,012","2,223","7,867","2,813","3,278","4,936","5,637","6,954","13,512","3,134","7,008","11,716","6,566","13,524"
2021년06월_여_연령구간인구수,"118,058","7,633","7,587","6,658","7,012","2,223","7,867","2,813","3,278","4,936","5,637","6,954","13,512","3,134","7,008","11,716","6,566","13,524"
2021년06월_여_0~9세,"7,072",446,706,330,396,74,330,72,122,258,328,527,932,155,449,903,313,731
2021년06월_여_10~19세,"10,392",493,"1,249",548,518,128,554,105,196,395,401,826,"1,484",134,446,"1,349",491,"1,075"
2021년06월_여_20~29세,"14,959","1,475",797,709,"1,291",218,829,589,381,939,781,717,"1,428",394,880,"1,457",672,"1,402"
2021년06월_여_30~39세,"12,352","1,050",818,618,933,191,689,270,269,608,674,775,"1,219",390,759,"1,265",577,"1,247"
2021년06월_여_40~49세,"17,750","1,074","1,727",984,"1,005",240,934,266,397,661,762,"1,269","2,303",392,908,"2,072",913,"1,843"
2021년06월_여_50~59세,"19,241","1,101",968,"1,184",949,342,"1,389",430,589,688,928,"1,097","2,284",532,"1,147","1,814","1,234","2,565"
2021년06월_여_60~69세,"18,059","1,041",693,"1,137",962,449,"1,604",503,645,617,785,832,"1,949",597,"1,219","1,375","1,130","2,521"
2021년06월_여_70~79세,"11,338",601,406,703,606,353,"1,008",352,397,466,549,586,"1,188",348,753,928,731,"1,363"
2021년06월_여_80~89세,"5,863",291,190,385,285,194,452,195,223,256,359,284,612,168,385,477,438,669
2021년06월_여_90~99세,991,59,29,58,65,33,71,29,58,46,70,41,106,23,61,75,63,104
2021년06월_여_100세 이상,41,2,4,2,2,1,7,2,1,2,0,0,7,1,1,1,4,4
2021년07월_계_총인구수,"232,627","15,795","14,508","12,864","13,848","4,686","15,756","5,470","6,655","9,552","10,692","13,489","25,970","6,612","13,796","22,596","12,801","27,537"
2021년07월_계_연령구간인구수,"232,627","15,795","14,508","12,864","13,848","4,686","15,756","5,470","6,655","9,552","10,692","13,489","25,970","6,612","13,796","22,596","12,801","27,537"
2021년07월_계_0~9세,"14,459",864,"1,426",635,867,176,693,163,295,504,636,"1,138","1,888",331,887,"1,887",621,"1,448"
2021년07월_계_10~19세,"21,364","1,002","2,453","1,152","1,115",288,"1,124",258,423,728,788,"1,594","3,026",332,956,"2,781","1,051","2,293"
2021년07월_계_20~29세,"30,475","2,740","1,566","1,526","2,380",502,"1,767","1,028",795,"1,776","1,552","1,521","3,042",873,"1,796","2,874","1,530","3,207"
2021년07월_계_30~39세,"25,442","2,336","1,467","1,287","1,912",437,"1,583",620,643,"1,266","1,364","1,507","2,272",876,"1,568","2,382","1,277","2,645"
2021년07월_계_40~49세,"35,854","2,456","3,228","1,991","2,146",583,"2,021",591,850,"1,370","1,471","2,390","4,302",927,"1,908","3,874","1,815","3,931"
2021년07월_계_50~59세,"38,945","2,539","2,073","2,271","1,970",811,"2,772",882,"1,210","1,453","1,777","2,227","4,470","1,138","2,216","3,580","2,378","5,178"
2021년07월_계_60~69세,"34,627","2,188","1,243","2,101","1,835",914,"3,107",943,"1,249","1,180","1,478","1,587","3,565","1,192","2,293","2,639","2,126","4,987"
2021년07월_계_70~79세,"20,600","1,117",692,"1,228","1,059",626,"1,853",609,742,811,972,"1,036","2,233",638,"1,449","1,664","1,230","2,641"
2021년07월_계_80~89세,"9,510",468,315,587,466,310,735,335,377,407,563,440,"1,021",275,638,813,688,"1,072"
2021년07월_계_90~99세,"1,300",81,40,83,95,38,95,39,70,54,91,49,143,29,83,99,81,130
2021년07월_계_100세 이상,51,4,5,3,3,1,6,2,1,3,0,0,8,1,2,3,4,5
2021년07월_남_총인구수,"114,663","8,145","6,943","6,268","6,843","2,453","7,899","2,659","3,376","4,608","5,041","6,547","12,469","3,460","6,815","10,886","6,222","14,029"
2021년07월_남_연령구간인구수,"114,663","8,145","6,943","6,268","6,843","2,453","7,899","2,659","3,376","4,608","5,041","6,547","12,469","3,460","6,815","10,886","6,222","14,029"
2021년07월_남_0~9세,"7,410",413,728,311,475,101,360,92,171,246,312,610,959,177,442,978,312,723
2021년07월_남_10~19세,"11,019",498,"1,213",607,595,158,568,150,233,332,387,770,"1,561",198,514,"1,444",565,"1,226"
2021년07월_남_20~29세,"15,551","1,276",785,840,"1,095",281,940,445,412,830,758,799,"1,606",477,923,"1,420",854,"1,810"
2021년07월_남_30~39세,"13,091","1,275",648,671,969,247,893,347,371,660,696,737,"1,063",481,815,"1,118",699,"1,401"
2021년07월_남_40~49세,"18,160","1,386","1,509","1,018","1,137",343,"1,090",325,457,708,707,"1,129","2,013",536,"1,006","1,801",902,"2,093"
2021년07월_남_50~59세,"19,704","1,443","1,094","1,103","1,024",466,"1,394",455,622,765,847,"1,131","2,172",596,"1,074","1,760","1,136","2,622"
2021년07월_남_60~69세,"16,530","1,143",547,965,879,460,"1,502",441,600,559,688,756,"1,610",599,"1,071","1,261",995,"2,454"
2021년07월_남_70~79세,"9,245",512,286,529,458,278,847,254,344,347,418,449,"1,041",285,691,738,495,"1,273"
2021년07월_남_80~89세,"3,635",179,122,198,182,115,283,139,152,150,205,158,410,105,255,339,247,396
2021년07월_남_90~99세,309,18,10,25,28,4,22,11,14,10,23,8,34,6,23,26,17,30
2021년07월_남_100세 이상,9,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
2021년07월_여_총인구수,"117,964","7,650","7,565","6,596","7,005","2,233","7,857","2,811","3,279","4,944","5,651","6,942","13,501","3,152","6,981","11,710","6,579","13,508"
2021년07월_여_연령구간인구수,"117,964","7,650","7,565","6,596","7,005","2,233","7,857","2,811","3,279","4,944","5,651","6,942","13,501","3,152","6,981","11,710","6,579","13,508"
2021년07월_여_0~9세,"7,049",451,698,324,392,75,333,71,124,258,324,528,929,154,445,909,309,725
2021년07월_여_10~19세,"10,345",504,"1,240",545,520,130,556,108,190,396,401,824,"1,465",134,442,"1,337",486,"1,067"
2021년07월_여_20~29세,"14,924","1,464",781,686,"1,285",221,827,583,383,946,794,722,"1,436",396,873,"1,454",676,"1,397"
2021년07월_여_30~39세,"12,351","1,061",819,616,943,190,690,273,272,606,668,770,"1,209",395,753,"1,264",578,"1,244"
2021년07월_여_40~49세,"17,694","1,070","1,719",973,"1,009",240,931,266,393,662,764,"1,261","2,289",391,902,"2,073",913,"1,838"
2021년07월_여_50~59세,"19,241","1,096",979,"1,168",946,345,"1,378",427,588,688,930,"1,096","2,298",542,"1,142","1,820","1,242","2,556"
2021년07월_여_60~69세,"18,097","1,045",696,"1,136",956,454,"1,605",502,649,621,790,831,"1,955",593,"1,222","1,378","1,131","2,533"
2021년07월_여_70~79세,"11,355",605,406,699,601,348,"1,006",355,398,464,554,587,"1,192",353,758,926,735,"1,368"
2021년07월_여_80~89세,"5,875",289,193,389,284,195,452,196,225,257,358,282,611,170,383,474,441,676
2021년07월_여_90~99세,991,63,30,58,67,34,73,28,56,44,68,41,109,23,60,73,64,100
2021년07월_여_100세 이상,42,2,4,2,2,1,6,2,1,2,0,0,8,1,1,2,4,4
2021년08월_계_총인구수,"232,309","15,778","14,498","12,768","13,818","4,679","15,733","5,476","6,678","9,567","10,700","13,476","25,910","6,614","13,803","22,537","12,764","27,510"
2021년08월_계_연령구간인구수,"232,309","15,778","14,498","12,768","13,818","4,679","15,733","5,476","6,678","9,567","10,700","13,476","25,910","6,614","13,803","22,537","12,764","27,510"
2021년08월_계_0~9세,"14,353",869,"1,410",633,851,173,688,160,295,507,638,"1,130","1,870",332,886,"1,871",608,"1,432"
2021년08월_계_10~19세,"21,311",994,"2,444","1,140","1,114",289,"1,110",258,430,734,775,"1,592","3,010",331,953,"2,779","1,060","2,298"
2021년08월_계_20~29세,"30,374","2,741","1,571","1,505","2,380",497,"1,758","1,020",790,"1,775","1,563","1,514","3,033",865,"1,804","2,845","1,526","3,187"
2021년08월_계_30~39세,"25,353","2,328","1,460","1,278","1,894",438,"1,576",626,652,"1,271","1,369","1,499","2,264",878,"1,566","2,365","1,258","2,631"
2021년08월_계_40~49세,"35,749","2,444","3,220","1,963","2,140",574,"2,018",595,852,"1,377","1,461","2,397","4,267",933,"1,907","3,859","1,805","3,937"
2021년08월_계_50~59세,"39,008","2,531","2,091","2,268","1,977",820,"2,778",879,"1,213","1,448","1,779","2,227","4,486","1,136","2,216","3,596","2,380","5,183"
2021년08월_계_60~69세,"34,674","2,198","1,250","2,089","1,833",907,"3,106",949,"1,249","1,182","1,488","1,592","3,564","1,201","2,303","2,648","2,129","4,986"
2021년08월_계_70~79세,"20,579","1,119",687,"1,215","1,062",628,"1,866",606,749,801,972,"1,032","2,238",631,"1,438","1,661","1,225","2,649"
2021년08월_계_80~89세,"9,547",468,320,590,468,313,733,340,378,413,560,443,"1,033",275,647,808,687,"1,071"
2021년08월_계_90~99세,"1,310",82,40,84,96,39,93,41,69,56,95,50,138,31,81,102,82,131
2021년08월_계_100세 이상,51,4,5,3,3,1,7,2,1,3,0,0,7,1,2,3,4,5
2021년08월_남_총인구수,"114,475","8,141","6,943","6,228","6,831","2,437","7,880","2,662","3,394","4,616","5,046","6,535","12,445","3,467","6,802","10,874","6,190","13,984"
2021년08월_남_연령구간인구수,"114,475","8,141","6,943","6,228","6,831","2,437","7,880","2,662","3,394","4,616","5,046","6,535","12,445","3,467","6,802","10,874","6,190","13,984"
2021년08월_남_0~9세,"7,330",416,718,313,465,96,352,90,168,247,313,602,951,181,438,969,304,707
2021년08월_남_10~19세,"11,000",493,"1,208",599,597,159,561,152,240,333,380,772,"1,553",196,511,"1,453",566,"1,227"
2021년08월_남_20~29세,"15,507","1,286",792,830,"1,107",277,933,436,408,838,762,801,"1,610",472,923,"1,408",838,"1,786"
2021년08월_남_30~39세,"13,059","1,267",652,673,957,244,891,353,378,660,701,731,"1,058",484,811,"1,113",695,"1,391"
2021년08월_남_40~49세,"18,088","1,378","1,504","1,001","1,135",337,"1,094",331,460,715,699,"1,127","1,991",537,997,"1,795",894,"2,093"
2021년08월_남_50~59세,"19,738","1,439","1,097","1,104","1,026",469,"1,396",449,625,758,848,"1,129","2,180",593,"1,080","1,776","1,140","2,629"
2021년08월_남_60~69세,"16,553","1,150",555,957,876,455,"1,502",445,601,561,694,760,"1,614",610,"1,073","1,261",992,"2,447"
2021년08월_남_70~79세,"9,228",515,283,526,458,279,847,253,345,339,420,447,"1,042",283,686,735,496,"1,274"
2021년08월_남_80~89세,"3,653",177,123,198,180,117,282,142,153,153,206,158,415,105,260,337,247,400
2021년08월_남_90~99세,309,18,10,26,29,4,21,11,16,11,23,8,31,6,22,26,18,29
2021년08월_남_100세 이상,10,2,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
2021년08월_여_총인구수,"117,834","7,637","7,555","6,540","6,987","2,242","7,853","2,814","3,284","4,951","5,654","6,941","13,465","3,147","7,001","11,663","6,574","13,526"
2021년08월_여_연령구간인구수,"117,834","7,637","7,555","6,540","6,987","2,242","7,853","2,814","3,284","4,951","5,654","6,941","13,465","3,147","7,001","11,663","6,574","13,526"
2021년08월_여_0~9세,"7,023",453,692,320,386,77,336,70,127,260,325,528,919,151,448,902,304,725
2021년08월_여_10~19세,"10,311",501,"1,236",541,517,130,549,106,190,401,395,820,"1,457",135,442,"1,326",494,"1,071"
2021년08월_여_20~29세,"14,867","1,455",779,675,"1,273",220,825,584,382,937,801,713,"1,423",393,881,"1,437",688,"1,401"
2021년08월_여_30~39세,"12,294","1,061",808,605,937,194,685,273,274,611,668,768,"1,206",394,755,"1,252",563,"1,240"
2021년08월_여_40~49세,"17,661","1,066","1,716",962,"1,005",237,924,264,392,662,762,"1,270","2,276",396,910,"2,064",911,"1,844"
2021년08월_여_50~59세,"19,270","1,092",994,"1,164",951,351,"1,382",430,588,690,931,"1,098","2,306",543,"1,136","1,820","1,240","2,554"
2021년08월_여_60~69세,"18,121","1,048",695,"1,132",957,452,"1,604",504,648,621,794,832,"1,950",591,"1,230","1,387","1,137","2,539"
2021년08월_여_70~79세,"11,351",604,404,689,604,349,"1,019",353,404,462,552,585,"1,196",348,752,926,729,"1,375"
2021년08월_여_80~89세,"5,894",291,197,392,288,196,451,198,225,260,354,285,618,170,387,471,440,671
2021년08월_여_90~99세,"1,001",64,30,58,67,35,72,30,53,45,72,42,107,25,59,76,64,102
2021년08월_여_100세 이상,41,2,4,2,2,1,6,2,1,2,0,0,7,1,1,2,4,4
2021년09월_계_총인구수,"232,077","15,769","14,465","12,666","13,860","4,679","15,723","5,466","6,702","9,565","10,701","13,411","25,882","6,642","13,775","22,541","12,762","27,468"
2021년09월_계_연령구간인구수,"232,077","15,769","14,465","12,666","13,860","4,679","15,723","5,466","6,702","9,565","10,701","13,411","25,882","6,642","13,775","22,541","12,762","27,468"
2021년09월_계_0~9세,"14,273",878,"1,404",638,838,169,686,156,294,503,644,"1,108","1,856",333,886,"1,859",603,"1,418"
2021년09월_계_10~19세,"21,228",996,"2,439","1,126","1,108",285,"1,097",263,425,727,770,"1,590","3,004",328,949,"2,784","1,050","2,287"
2021년09월_계_20~29세,"30,367","2,738","1,571","1,481","2,404",499,"1,763","1,026",792,"1,782","1,555","1,507","3,016",878,"1,793","2,851","1,535","3,176"
2021년09월_계_30~39세,"25,306","2,333","1,433","1,275","1,930",426,"1,573",632,661,"1,279","1,372","1,480","2,263",870,"1,563","2,360","1,246","2,610"
2021년09월_계_40~49세,"35,602","2,439","3,212","1,933","2,141",577,"2,006",592,842,"1,351","1,459","2,387","4,246",944,"1,904","3,856","1,803","3,910"
2021년09월_계_50~59세,"39,039","2,510","2,105","2,250","1,986",828,"2,778",867,"1,229","1,463","1,776","2,227","4,495","1,137","2,213","3,586","2,381","5,208"
2021년09월_계_60~69세,"34,705","2,190","1,251","2,076","1,822",909,"3,115",945,"1,257","1,187","1,502","1,591","3,581","1,215","2,294","2,665","2,131","4,974"
2021년09월_계_70~79세,"20,576","1,122",686,"1,208","1,062",628,"1,866",601,753,802,965,"1,032","2,235",625,"1,436","1,656","1,232","2,667"
2021년09월_계_80~89세,"9,602",475,318,590,468,315,739,343,380,411,561,441,"1,039",280,655,820,688,"1,079"
2021년09월_계_90~99세,"1,328",84,41,86,98,42,93,39,68,57,96,48,140,31,80,102,89,134
2021년09월_계_100세 이상,51,4,5,3,3,1,7,2,1,3,1,0,7,1,2,2,4,5
2021년09월_남_총인구수,"114,361","8,109","6,923","6,177","6,855","2,441","7,886","2,658","3,399","4,630","5,045","6,497","12,435","3,490","6,802","10,868","6,189","13,957"
2021년09월_남_연령구간인구수,"114,361","8,109","6,923","6,177","6,855","2,441","7,886","2,658","3,399","4,630","5,045","6,497","12,435","3,490","6,802","10,868","6,189","13,957"
2021년09월_남_0~9세,"7,286",416,712,314,459,93,355,88,167,244,319,588,944,182,438,968,303,696
2021년09월_남_10~19세,"10,981",495,"1,212",592,600,157,555,156,238,331,380,770,"1,554",192,512,"1,450",562,"1,225"
2021년09월_남_20~29세,"15,464","1,285",781,815,"1,104",277,939,439,405,849,755,796,"1,596",481,922,"1,405",838,"1,777"
2021년09월_남_30~39세,"13,044","1,262",644,670,979,239,890,356,383,671,701,719,"1,061",482,808,"1,110",692,"1,377"
2021년09월_남_40~49세,"18,010","1,370","1,490",990,"1,134",337,"1,096",326,455,698,696,"1,131","1,975",551,"1,001","1,794",886,"2,080"
2021년09월_남_50~59세,"19,781","1,424","1,112","1,094","1,032",477,"1,392",444,635,767,845,"1,127","2,196",591,"1,082","1,779","1,144","2,640"
2021년09월_남_60~69세,"16,564","1,141",552,949,873,460,"1,508",441,603,564,704,753,"1,622",621,"1,071","1,265",990,"2,447"
2021년09월_남_70~79세,"9,234",519,287,528,462,277,846,256,344,343,414,446,"1,036",278,685,728,503,"1,282"
2021년09월_남_80~89세,"3,669",176,122,197,182,119,284,141,153,150,208,158,420,106,260,340,252,401
2021년09월_남_90~99세,317,19,10,27,29,5,20,11,16,12,22,9,31,6,22,28,19,31
2021년09월_남_100세 이상,11,2,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1
2021년09월_여_총인구수,"117,716","7,660","7,542","6,489","7,005","2,238","7,837","2,808","3,303","4,935","5,656","6,914","13,447","3,152","6,973","11,673","6,573","13,511"
2021년09월_여_연령구간인구수,"117,716","7,660","7,542","6,489","7,005","2,238","7,837","2,808","3,303","4,935","5,656","6,914","13,447","3,152","6,973","11,673","6,573","13,511"
2021년09월_여_0~9세,"6,987",462,692,324,379,76,331,68,127,259,325,520,912,151,448,891,300,722
2021년09월_여_10~19세,"10,247",501,"1,227",534,508,128,542,107,187,396,390,820,"1,450",136,437,"1,334",488,"1,062"
2021년09월_여_20~29세,"14,903","1,453",790,666,"1,300",222,824,587,387,933,800,711,"1,420",397,871,"1,446",697,"1,399"
2021년09월_여_30~39세,"12,262","1,071",789,605,951,187,683,276,278,608,671,761,"1,202",388,755,"1,250",554,"1,233"
2021년09월_여_40~49세,"17,592","1,069","1,722",943,"1,007",240,910,266,387,653,763,"1,256","2,271",393,903,"2,062",917,"1,830"
2021년09월_여_50~59세,"19,258","1,086",993,"1,156",954,351,"1,386",423,594,696,931,"1,100","2,299",546,"1,131","1,807","1,237","2,568"
2021년09월_여_60~69세,"18,141","1,049",699,"1,127",949,449,"1,607",504,654,623,798,838,"1,959",594,"1,223","1,400","1,141","2,527"
2021년09월_여_70~79세,"11,342",603,399,680,600,351,"1,020",345,409,459,551,586,"1,199",347,751,928,729,"1,385"
2021년09월_여_80~89세,"5,933",299,196,393,286,196,455,202,227,261,353,283,619,174,395,480,436,678
2021년09월_여_90~99세,"1,011",65,31,59,69,37,73,28,52,45,74,39,109,25,58,74,70,103
2021년09월_여_100세 이상,40,2,4,2,2,1,6,2,1,2,0,0,7,1,1,1,4,4
2021년10월_계_총인구수,"231,852","15,769","14,453","12,618","13,871","4,696","15,696","5,443","6,750","9,549","10,687","13,412","25,822","6,623","13,769","22,512","12,725","27,457"
2021년10월_계_연령구간인구수,"231,852","15,769","14,453","12,618","13,871","4,696","15,696","5,443","6,750","9,549","10,687","13,412","25,822","6,623","13,769","22,512","12,725","27,457"
2021년10월_계_0~9세,"14,188",878,"1,391",635,836,171,681,157,295,507,652,"1,096","1,843",326,874,"1,837",601,"1,408"
2021년10월_계_10~19세,"21,144",993,"2,433","1,115","1,109",285,"1,092",259,424,724,767,"1,594","2,979",332,958,"2,776","1,040","2,264"
2021년10월_계_20~29세,"30,295","2,719","1,560","1,478","2,417",500,"1,758","1,011",809,"1,755","1,538","1,491","2,998",885,"1,786","2,854","1,542","3,194"
2021년10월_계_30~39세,"25,262","2,331","1,432","1,276","1,934",430,"1,558",633,669,"1,320","1,366","1,468","2,244",872,"1,547","2,351","1,236","2,595"
2021년10월_계_40~49세,"35,467","2,416","3,195","1,914","2,145",571,"2,012",588,845,"1,341","1,451","2,388","4,248",931,"1,906","3,830","1,785","3,901"
2021년10월_계_50~59세,"39,072","2,535","2,119","2,244","1,994",834,"2,767",854,"1,225","1,458","1,789","2,242","4,478","1,133","2,212","3,606","2,379","5,203"
2021년10월_계_60~69세,"34,809","2,203","1,267","2,066","1,807",917,"3,117",951,"1,284","1,179","1,508","1,600","3,593","1,214","2,300","2,681","2,126","4,996"
2021년10월_계_70~79세,"20,599","1,129",685,"1,211","1,060",626,"1,870",603,752,805,967,"1,034","2,250",618,"1,439","1,652","1,230","2,668"
2021년10월_계_80~89세,"9,645",478,326,588,467,318,743,345,379,407,555,450,"1,038",280,665,823,694,"1,089"
2021년10월_계_90~99세,"1,331",83,40,88,99,43,96,41,67,53,94,49,145,31,80,100,88,134
2021년10월_계_100세 이상,40,4,5,3,3,1,2,1,1,0,0,0,6,1,2,2,4,5
2021년10월_남_총인구수,"114,258","8,126","6,907","6,153","6,857","2,452","7,873","2,644","3,425","4,619","5,033","6,505","12,419","3,483","6,786","10,848","6,172","13,956"
2021년10월_남_연령구간인구수,"114,258","8,126","6,907","6,153","6,857","2,452","7,873","2,644","3,425","4,619","5,033","6,505","12,419","3,483","6,786","10,848","6,172","13,956"
2021년10월_남_0~9세,"7,248",415,708,314,460,97,349,90,166,249,318,582,938,178,437,953,302,692
2021년10월_남_10~19세,"10,934",493,"1,210",590,593,157,551,153,240,329,383,771,"1,543",193,511,"1,447",557,"1,213"
2021년10월_남_20~29세,"15,404","1,285",768,810,"1,113",279,941,425,412,831,742,787,"1,594",481,912,"1,397",841,"1,786"
2021년10월_남_30~39세,"13,028","1,258",639,669,987,241,878,353,388,688,693,721,"1,063",479,798,"1,108",688,"1,377"
2021년10월_남_40~49세,"17,936","1,359","1,481",979,"1,126",333,"1,101",330,459,693,699,"1,130","1,976",544,"1,000","1,775",873,"2,078"
2021년10월_남_50~59세,"19,818","1,437","1,118","1,090","1,038",478,"1,388",442,632,765,842,"1,139","2,181",596,"1,084","1,799","1,147","2,642"
2021년10월_남_60~69세,"16,627","1,156",561,952,863,466,"1,510",440,616,558,713,756,"1,630",621,"1,074","1,274",988,"2,449"
2021년10월_남_70~79세,"9,246",522,286,528,464,277,848,257,344,346,414,446,"1,040",277,684,726,503,"1,284"
2021년10월_남_80~89세,"3,688",180,126,192,183,118,285,142,152,148,206,164,423,107,264,342,253,403
2021년10월_남_90~99세,320,19,9,28,29,6,21,12,16,12,23,9,31,7,21,26,20,31
2021년10월_남_100세 이상,9,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
2021년10월_여_총인구수,"117,594","7,643","7,546","6,465","7,014","2,244","7,823","2,799","3,325","4,930","5,654","6,907","13,403","3,140","6,983","11,664","6,553","13,501"
2021년10월_여_연령구간인구수,"117,594","7,643","7,546","6,465","7,014","2,244","7,823","2,799","3,325","4,930","5,654","6,907","13,403","3,140","6,983","11,664","6,553","13,501"
2021년10월_여_0~9세,"6,940",463,683,321,376,74,332,67,129,258,334,514,905,148,437,884,299,716
2021년10월_여_10~19세,"10,210",500,"1,223",525,516,128,541,106,184,395,384,823,"1,436",139,447,"1,329",483,"1,051"
2021년10월_여_20~29세,"14,891","1,434",792,668,"1,304",221,817,586,397,924,796,704,"1,404",404,874,"1,457",701,"1,408"
2021년10월_여_30~39세,"12,234","1,073",793,607,947,189,680,280,281,632,673,747,"1,181",393,749,"1,243",548,"1,218"
2021년10월_여_40~49세,"17,531","1,057","1,714",935,"1,019",238,911,258,386,648,752,"1,258","2,272",387,906,"2,055",912,"1,823"
2021년10월_여_50~59세,"19,254","1,098","1,001","1,154",956,356,"1,379",412,593,693,947,"1,103","2,297",537,"1,128","1,807","1,232","2,561"
2021년10월_여_60~69세,"18,182","1,047",706,"1,114",944,451,"1,607",511,668,621,795,844,"1,963",593,"1,226","1,407","1,138","2,547"
2021년10월_여_70~79세,"11,353",607,399,683,596,349,"1,022",346,408,459,553,588,"1,210",341,755,926,727,"1,384"
2021년10월_여_80~89세,"5,957",298,200,396,284,200,458,203,227,259,349,286,615,173,401,481,441,686
2021년10월_여_90~99세,"1,011",64,31,60,70,37,75,29,51,41,71,40,114,24,59,74,68,103
2021년10월_여_100세 이상,31,2,4,2,2,1,1,1,1,0,0,0,6,1,1,1,4,4
2021년11월_계_총인구수,"231,306","15,723","14,434","12,564","13,843","4,708","15,666","5,446","6,744","9,529","10,640","13,365","25,715","6,596","13,739","22,490","12,705","27,399"
2021년11월_계_연령구간인구수,"231,306","15,723","14,434","12,564","13,843","4,708","15,666","5,446","6,744","9,529","10,640","13,365","25,715","6,596","13,739","22,490","12,705","27,399"
2021년11월_계_0~9세,"14,056",873,"1,378",623,836,164,683,161,294,513,642,"1,087","1,810",324,850,"1,813",602,"1,403"
2021년11월_계_10~19세,"21,064",979,"2,442","1,110","1,098",297,"1,080",252,424,718,769,"1,571","2,974",327,954,"2,788","1,032","2,249"
2021년11월_계_20~29세,"30,196","2,712","1,558","1,470","2,452",508,"1,757","1,019",803,"1,733","1,508","1,478","2,967",884,"1,776","2,861","1,540","3,170"
2021년11월_계_30~39세,"25,188","2,337","1,419","1,252","1,950",418,"1,545",636,677,"1,334","1,362","1,462","2,243",869,"1,544","2,319","1,241","2,580"
2021년11월_계_40~49세,"35,384","2,399","3,181","1,913","2,140",572,"2,007",583,837,"1,340","1,442","2,385","4,220",929,"1,923","3,843","1,766","3,904"
2021년11월_계_50~59세,"38,996","2,527","2,140","2,235","1,952",838,"2,762",852,"1,229","1,452","1,790","2,247","4,477","1,124","2,208","3,604","2,371","5,188"
2021년11월_계_60~69세,"34,827","2,211","1,260","2,069","1,798",923,"3,126",946,"1,288","1,172","1,512","1,599","3,582","1,211","2,296","2,687","2,133","5,014"
