카테고리,충청남도 보령시,충청남도 보령시 웅천읍,충청남도 보령시 주포면,충청남도 보령시 오천면,충청남도 보령시 오천면어항출장소,충청남도 보령시 오천면원산도출장소,충청남도 보령시 천북면,충청남도 보령시 청소면,충청남도 보령시 청라면,충청남도 보령시 남포면,충청남도 보령시 주산면,충청남도 보령시 미산면,충청남도 보령시 성주면,충청남도 보령시 주교면,충청남도 보령시 대천1동,충청남도 보령시 대천2동,충청남도 보령시 대천3동,충청남도 보령시 대천4동,충청남도 보령시 대천5동,충청남도 보령시 원산도출장소
2021년11월_계_연령구간인구수,"98,438","6,031","1,647","2,166","1,613",,"3,438","2,591","3,861","5,136","2,403","1,693","2,171","5,160","14,129","6,780","16,410","15,777","6,317","1,115"
2021년11월_계_0~9세,"5,646",124,34,40,55,,99,57,106,137,31,35,70,154,987,424,"1,538","1,496",232,27
2021년11월_계_10~19세,"8,043",285,86,112,101,,165,100,192,249,88,60,104,314,"1,394",652,"1,936","1,781",364,60
2021년11월_계_20~29세,"9,091",351,174,139,124,,210,140,252,351,104,82,148,448,"1,622",690,"1,945","1,768",479,64
2021년11월_계_30~39세,"8,933",336,88,119,101,,203,132,196,263,92,65,140,355,"1,549",728,"2,101","1,888",514,63
2021년11월_계_40~49세,"13,333",541,151,232,211,,317,203,360,448,172,127,249,636,"2,132","1,052","2,991","2,687",725,99
2021년11월_계_50~59세,"16,656","1,053",271,387,300,,556,404,646,917,362,245,383,920,"2,414","1,143","2,574","2,659","1,213",209
2021년11월_계_60~69세,"17,881","1,562",410,529,388,,838,598,927,"1,248",587,443,522,"1,119","2,140","1,027","1,892","1,935","1,460",256
2021년11월_계_70~79세,"11,330","1,028",275,352,188,,590,514,681,855,507,356,360,718,"1,256",657,936,"1,018",848,191
2021년11월_계_80~89세,"6,522",631,135,220,123,,399,381,436,551,385,239,178,433,565,370,447,481,422,126
2021년11월_계_90~99세,972,120,23,35,21,,60,62,60,107,74,41,16,62,69,36,47,62,57,20
2021년11월_계_100세 이상,31,0,0,1,1,,1,0,5,10,1,0,1,1,1,1,3,2,3,0
2021년11월_남_총인구수,"49,941","3,056",861,"1,144",864,,"1,784","1,300","1,947","2,584","1,194",867,"1,079","2,719","7,127","3,419","8,212","7,892","3,288",604
2021년11월_남_연령구간인구수,"49,941","3,056",861,"1,144",864,,"1,784","1,300","1,947","2,584","1,194",867,"1,079","2,719","7,127","3,419","8,212","7,892","3,288",604
2021년11월_남_0~9세,"2,878",67,12,14,24,,47,35,58,76,21,16,41,77,508,216,781,762,110,13
2021년11월_남_10~19세,"4,136",142,43,59,55,,91,60,100,123,50,36,61,163,705,319,983,927,186,33
2021년11월_남_20~29세,"5,353",231,129,78,82,,127,81,149,206,61,51,84,293,947,393,"1,089","1,007",302,43
2021년11월_남_30~39세,"4,861",194,42,75,59,,135,86,113,158,56,31,77,218,839,398,"1,053",970,317,40
2021년11월_남_40~49세,"7,281",328,89,152,128,,193,125,212,253,113,93,156,383,"1,074",567,"1,543","1,344",461,67
2021년11월_남_50~59세,"8,933",577,159,238,179,,317,240,357,512,202,140,211,508,"1,244",599,"1,303","1,354",661,132
2021년11월_남_60~69세,"8,820",791,223,258,196,,423,299,483,637,294,246,241,562,"1,022",480,896,918,711,140
2021년11월_남_70~79세,"5,133",474,123,175,95,,300,235,309,397,221,156,152,341,556,287,408,448,368,88
2021년11월_남_80~89세,"2,316",223,37,88,42,,141,124,156,197,153,87,53,159,214,151,145,145,157,44
2021년11월_남_90~99세,224,29,4,7,4,,10,15,10,23,22,11,3,15,18,9,10,15,15,4
2021년11월_남_100세 이상,6,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,2,0,0
2021년11월_여_총인구수,"48,497","2,975",786,"1,022",749,,"1,654","1,291","1,914","2,552","1,209",826,"1,092","2,441","7,002","3,361","8,198","7,885","3,029",511
2021년11월_여_연령구간인구수,"48,497","2,975",786,"1,022",749,,"1,654","1,291","1,914","2,552","1,209",826,"1,092","2,441","7,002","3,361","8,198","7,885","3,029",511
2021년11월_여_0~9세,"2,768",57,22,26,31,,52,22,48,61,10,19,29,77,479,208,757,734,122,14
2021년11월_여_10~19세,"3,907",143,43,53,46,,74,40,92,126,38,24,43,151,689,333,953,854,178,27
2021년11월_여_20~29세,"3,738",120,45,61,42,,83,59,103,145,43,31,64,155,675,297,856,761,177,21
2021년11월_여_30~39세,"4,072",142,46,44,42,,68,46,83,105,36,34,63,137,710,330,"1,048",918,197,23
2021년11월_여_40~49세,"6,052",213,62,80,83,,124,78,148,195,59,34,93,253,"1,058",485,"1,448","1,343",264,32
2021년11월_여_50~59세,"7,723",476,112,149,121,,239,164,289,405,160,105,172,412,"1,170",544,"1,271","1,305",552,77
2021년11월_여_60~69세,"9,061",771,187,271,192,,415,299,444,611,293,197,281,557,"1,118",547,996,"1,017",749,116
2021년11월_여_70~79세,"6,197",554,152,177,93,,290,279,372,458,286,200,208,377,700,370,528,570,480,103
2021년11월_여_80~89세,"4,206",408,98,132,81,,258,257,280,354,232,152,125,274,351,219,302,336,265,82
2021년11월_여_90~99세,748,91,19,28,17,,50,47,50,84,52,30,13,47,51,27,37,47,42,16
2021년11월_여_100세 이상,25,0,0,1,1,,1,0,5,8,0,0,1,1,1,1,2,0,3,0
2021년12월_계_총인구수,"98,408","6,018","1,632","2,149","1,602",,"3,423","2,593","3,851","5,101","2,398","1,702","2,148","5,160","14,048","6,721","16,196","16,276","6,277","1,113"
2021년12월_계_연령구간인구수,"98,408","6,018","1,632","2,149","1,602",,"3,423","2,593","3,851","5,101","2,398","1,702","2,148","5,160","14,048","6,721","16,196","16,276","6,277","1,113"
2021년12월_계_0~9세,"5,616",123,34,38,53,,101,56,104,137,30,35,68,154,977,421,"1,516","1,511",232,26
2021년12월_계_10~19세,"8,043",285,85,110,100,,165,100,191,247,85,63,101,317,"1,388",651,"1,915","1,818",361,61
2021년12월_계_20~29세,"9,094",348,172,135,119,,205,144,252,352,106,82,146,446,"1,616",681,"1,897","1,857",470,66
2021년12월_계_30~39세,"8,848",338,82,118,96,,197,130,193,258,89,65,132,345,"1,536",719,"2,051","1,934",505,60
2021년12월_계_40~49세,"13,356",536,152,227,210,,319,201,357,446,169,128,253,638,"2,117","1,048","2,988","2,742",725,100
2021년12월_계_50~59세,"16,641","1,048",271,383,301,,551,403,637,915,361,247,375,928,"2,408","1,134","2,527","2,739","1,206",207
2021년12월_계_60~69세,"17,910","1,559",405,530,387,,837,601,935,"1,238",591,445,519,"1,114","2,122","1,003","1,880","2,038","1,450",256
2021년12월_계_70~79세,"11,320","1,025",270,348,190,,585,514,677,856,506,355,358,716,"1,240",654,930,"1,061",845,190
2021년12월_계_80~89세,"6,568",632,137,223,124,,402,380,441,541,384,239,179,438,572,372,445,508,424,127
2021년12월_계_90~99세,987,124,24,36,21,,60,64,59,105,76,43,16,63,71,37,45,66,57,20
2021년12월_계_100세 이상,25,0,0,1,1,,1,0,5,6,1,0,1,1,1,1,2,2,2,0
2021년12월_남_총인구수,"49,933","3,044",855,"1,138",859,,"1,773","1,300","1,940","2,566","1,194",873,"1,073","2,727","7,076","3,394","8,128","8,129","3,262",602
2021년12월_남_연령구간인구수,"49,933","3,044",855,"1,138",859,,"1,773","1,300","1,940","2,566","1,194",873,"1,073","2,727","7,076","3,394","8,128","8,129","3,262",602
2021년12월_남_0~9세,"2,852",65,13,14,24,,49,35,57,77,21,16,40,77,492,210,769,771,110,12
2021년12월_남_10~19세,"4,150",142,41,57,55,,91,60,101,124,49,38,60,165,699,317,976,959,183,33
2021년12월_남_20~29세,"5,348",228,129,77,79,,125,81,149,203,61,52,83,294,946,390,"1,065","1,045",296,45
2021년12월_남_30~39세,"4,823",193,38,75,55,,127,84,112,158,53,31,74,212,835,398,"1,035",994,310,39
2021년12월_남_40~49세,"7,290",327,91,148,128,,195,126,209,252,111,93,158,388,"1,076",561,"1,545","1,359",456,67
2021년12월_남_50~59세,"8,916",572,160,236,179,,312,237,352,510,201,140,208,509,"1,236",595,"1,276","1,401",662,130
2021년12월_남_60~69세,"8,844",790,218,261,196,,423,302,487,632,301,245,241,562,"1,009",473,899,963,703,139
2021년12월_남_70~79세,"5,133",473,122,174,96,,296,234,305,397,221,156,152,343,545,288,407,468,367,89
2021년12월_남_80~89세,"2,348",225,39,88,43,,144,126,159,190,152,91,54,162,220,153,146,152,160,44
2021년12월_남_90~99세,225,29,4,8,4,,11,15,9,22,23,11,3,15,18,9,10,15,15,4
2021년12월_남_100세 이상,4,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,2,0,0
2021년12월_여_총인구수,"48,475","2,974",777,"1,011",743,,"1,650","1,293","1,911","2,535","1,204",829,"1,075","2,433","6,972","3,327","8,068","8,147","3,015",511
2021년12월_여_연령구간인구수,"48,475","2,974",777,"1,011",743,,"1,650","1,293","1,911","2,535","1,204",829,"1,075","2,433","6,972","3,327","8,068","8,147","3,015",511
2021년12월_여_0~9세,"2,764",58,21,24,29,,52,21,47,60,9,19,28,77,485,211,747,740,122,14
2021년12월_여_10~19세,"3,893",143,44,53,45,,74,40,90,123,36,25,41,152,689,334,939,859,178,28
2021년12월_여_20~29세,"3,746",120,43,58,40,,80,63,103,149,45,30,63,152,670,291,832,812,174,21
2021년12월_여_30~39세,"4,025",145,44,43,41,,70,46,81,100,36,34,58,133,701,321,"1,016",940,195,21
2021년12월_여_40~49세,"6,066",209,61,79,82,,124,75,148,194,58,35,95,250,"1,041",487,"1,443","1,383",269,33
2021년12월_여_50~59세,"7,725",476,111,147,122,,239,166,285,405,160,107,167,419,"1,172",539,"1,251","1,338",544,77
2021년12월_여_60~69세,"9,066",769,187,269,191,,414,299,448,606,290,200,278,552,"1,113",530,981,"1,075",747,117
2021년12월_여_70~79세,"6,187",552,148,174,94,,289,280,372,459,285,199,206,373,695,366,523,593,478,101
2021년12월_여_80~89세,"4,220",407,98,135,81,,258,254,282,351,232,148,125,276,352,219,299,356,264,83
2021년12월_여_90~99세,762,95,20,28,17,,49,49,50,83,53,32,13,48,53,28,35,51,42,16
2021년12월_여_100세 이상,21,0,0,1,1,,1,0,5,5,0,0,1,1,1,1,2,0,2,0
