카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년03월_계_60~69세,"55,316","2,088","2,752","1,500","2,163","2,746","1,454","1,928","2,255","3,358","2,219","3,611","3,242","2,083","4,815","3,564","2,703","3,340","2,192","1,929","5,374"
2021년03월_계_70~79세,"33,014","1,327","1,792","1,042","1,278","1,464",968,"1,079","1,393","1,989","1,460","2,139","2,048","1,114","2,865","2,126","1,586","1,724","1,415",974,"3,231"
2021년03월_계_80~89세,"14,283",705,815,468,560,721,444,455,615,813,691,866,815,425,"1,466",832,697,730,563,344,"1,258"
2021년03월_계_90~99세,"1,949",128,102,69,70,129,54,58,79,111,104,127,116,54,223,100,97,87,72,38,131
2021년03월_계_100세 이상,101,18,14,12,4,3,6,4,3,3,2,6,3,2,8,0,3,1,2,5,2
2021년03월_남_총인구수,"209,902","7,789","11,030","6,523","7,012","11,539","7,535","7,512","8,866","11,303","7,532","12,255","17,014","8,034","19,385","12,888","9,501","11,821","6,783","8,100","17,480"
2021년03월_남_연령구간인구수,"209,902","7,789","11,030","6,523","7,012","11,539","7,535","7,512","8,866","11,303","7,532","12,255","17,014","8,034","19,385","12,888","9,501","11,821","6,783","8,100","17,480"
2021년03월_남_0~9세,"14,694",364,570,282,389,989,222,489,737,766,296,866,"1,988",736,"1,367","1,029",563,857,295,897,992
2021년03월_남_10~19세,"18,814",629,988,421,634,"1,425",442,447,872,959,497,"1,116","2,374",759,"1,981","1,232",752,"1,006",433,681,"1,166"
2021년03월_남_20~29세,"31,968","1,245","1,870","1,441",931,"1,447","2,651","1,293","1,132","1,629","1,701","1,697","1,646",985,"3,039","1,474","1,503","1,730",971,"1,022","2,561"
2021년03월_남_30~39세,"29,634","1,186","1,610","1,145",971,"1,382","1,129","1,320","1,281","1,596","1,050","1,546","2,049","1,156","2,558","1,757","1,413","1,739",915,"1,296","2,535"
2021년03월_남_40~49세,"34,177","1,212","1,738",954,995,"2,104",840,"1,192","1,537","1,756",930,"2,051","3,755","1,388","3,143","2,270","1,432","1,814","1,040","1,356","2,670"
2021년03월_남_50~59세,"34,104","1,290","1,818",958,"1,289","1,955",985,"1,213","1,401","1,817","1,158","1,997","2,550","1,364","3,141","2,122","1,524","2,053","1,220","1,310","2,939"
2021년03월_남_60~69세,"26,043",971,"1,342",677,"1,012","1,292",685,912,"1,046","1,551",996,"1,647","1,460",990,"2,298","1,703","1,308","1,580","1,042",926,"2,605"
2021년03월_남_70~79세,"14,408",554,752,445,565,633,402,468,594,883,618,956,867,480,"1,231",941,710,748,631,475,"1,455"
2021년03월_남_80~89세,"5,559",296,313,175,206,279,166,173,246,318,260,345,304,162,556,335,274,276,218,131,526
2021년03월_남_90~99세,475,35,26,23,20,33,11,4,20,26,26,32,21,13,67,25,22,18,18,5,30
2021년03월_남_100세 이상,26,7,3,2,0,0,2,1,0,2,0,2,0,1,4,0,0,0,0,1,1
2021년03월_여_총인구수,"224,924","8,922","12,123","8,984","7,971","12,783","7,409","8,044","9,547","11,958","7,654","13,040","18,752","8,608","19,802","13,780","10,219","12,279","6,933","8,298","17,818"
2021년03월_여_연령구간인구수,"224,924","8,922","12,123","8,984","7,971","12,783","7,409","8,044","9,547","11,958","7,654","13,040","18,752","8,608","19,802","13,780","10,219","12,279","6,933","8,298","17,818"
2021년03월_여_0~9세,"14,080",392,527,292,407,981,218,485,649,712,286,763,"1,904",676,"1,278","1,023",496,864,296,861,970
2021년03월_여_10~19세,"18,263",549,888,544,668,"1,405",424,484,896,893,473,"1,027","2,498",679,"1,676","1,345",752,919,437,680,"1,026"
2021년03월_여_20~29세,"34,435","1,524","2,350","3,012","1,082","1,522","2,420","1,351","1,152","1,607","1,362","1,561","1,761","1,086","2,687","1,618","1,987","1,650",993,"1,076","2,634"
2021년03월_여_30~39세,"29,852","1,299","1,637","1,352","1,005","1,575",871,"1,270","1,330","1,521",796,"1,647","2,513","1,233","2,562","1,812","1,315","1,574",812,"1,357","2,371"
2021년03월_여_40~49세,"35,087","1,317","1,847","1,031","1,123","2,355",798,"1,185","1,640","1,791",957,"2,114","4,057","1,524","3,211","2,251","1,407","1,844",882,"1,308","2,445"
2021년03월_여_50~59세,"35,055","1,438","1,835",984,"1,414","2,119","1,018","1,303","1,441","1,940","1,204","2,161","2,447","1,378","3,167","2,113","1,490","2,168","1,178","1,264","2,993"
2021년03월_여_60~69세,"29,273","1,117","1,410",823,"1,151","1,454",769,"1,016","1,209","1,807","1,223","1,964","1,782","1,093","2,517","1,861","1,395","1,760","1,150","1,003","2,769"
2021년03월_여_70~79세,"18,606",773,"1,040",597,713,831,566,611,799,"1,106",842,"1,183","1,181",634,"1,634","1,185",876,976,784,499,"1,776"
2021년03월_여_80~89세,"8,724",409,502,293,354,442,278,282,369,495,431,521,511,263,910,497,423,454,345,213,732
2021년03월_여_90~99세,"1,474",93,76,46,50,96,43,54,59,85,78,95,95,41,156,75,75,69,54,33,101
2021년03월_여_100세 이상,75,11,11,10,4,3,4,3,3,1,2,4,3,1,4,0,3,1,2,4,1
2021년04월_계_총인구수,"434,383","16,700","23,115","15,510","14,950","24,245","14,963","15,501","18,409","23,249","15,139","25,210","35,736","16,599","39,128","26,691","19,671","24,294","13,732","16,275","35,266"
2021년04월_계_연령구간인구수,"434,383","16,700","23,115","15,510","14,950","24,245","14,963","15,501","18,409","23,249","15,139","25,210","35,736","16,599","39,128","26,691","19,671","24,294","13,732","16,275","35,266"
2021년04월_계_0~9세,"28,613",758,"1,091",572,806,"1,962",439,971,"1,382","1,465",589,"1,604","3,847","1,397","2,611","2,031","1,045","1,750",585,"1,755","1,953"
2021년04월_계_10~19세,"36,901","1,169","1,854",967,"1,289","2,805",848,924,"1,761","1,840",964,"2,137","4,882","1,437","3,645","2,573","1,489","1,923",868,"1,349","2,177"
2021년04월_계_20~29세,"66,420","2,783","4,212","4,453","1,993","2,947","5,126","2,630","2,289","3,244","3,030","3,259","3,410","2,064","5,722","3,111","3,485","3,408","1,974","2,084","5,196"
2021년04월_계_30~39세,"59,426","2,466","3,238","2,490","1,987","2,953","2,009","2,574","2,611","3,126","1,858","3,175","4,521","2,386","5,119","3,573","2,701","3,363","1,739","2,635","4,902"
2021년04월_계_40~49세,"69,092","2,530","3,554","1,992","2,104","4,426","1,622","2,374","3,168","3,536","1,866","4,150","7,823","2,889","6,328","4,521","2,837","3,696","1,926","2,645","5,105"
2021년04월_계_50~59세,"69,103","2,729","3,681","1,947","2,686","4,079","1,999","2,503","2,837","3,758","2,351","4,143","5,013","2,742","6,313","4,222","3,003","4,248","2,395","2,549","5,905"
2021년04월_계_60~69세,"55,505","2,096","2,762","1,501","2,182","2,742","1,454","1,930","2,275","3,372","2,231","3,608","3,257","2,098","4,827","3,588","2,713","3,354","2,192","1,923","5,400"
2021년04월_계_70~79세,"32,900","1,317","1,789","1,042","1,271","1,470",966,"1,071","1,388","1,977","1,450","2,129","2,049","1,098","2,867","2,129","1,594","1,725","1,404",950,"3,214"
2021년04월_계_80~89세,"14,371",705,819,468,561,729,441,462,616,816,696,873,815,432,"1,462",841,707,736,572,344,"1,276"
2021년04월_계_90~99세,"1,950",129,101,67,67,129,53,58,79,112,102,126,115,54,226,102,94,89,75,36,136
2021년04월_계_100세 이상,102,18,14,11,4,3,6,4,3,3,2,6,4,2,8,0,3,2,2,5,2
2021년04월_남_총인구수,"209,667","7,793","11,028","6,527","6,996","11,503","7,529","7,469","8,866","11,291","7,511","12,180","17,007","8,019","19,375","12,895","9,482","11,894","6,799","8,044","17,459"
2021년04월_남_연령구간인구수,"209,667","7,793","11,028","6,527","6,996","11,503","7,529","7,469","8,866","11,291","7,511","12,180","17,007","8,019","19,375","12,895","9,482","11,894","6,799","8,044","17,459"
2021년04월_남_0~9세,"14,604",366,566,280,396,983,219,484,732,757,301,851,"1,969",727,"1,344","1,021",557,869,294,900,988
2021년04월_남_10~19세,"18,731",620,972,422,626,"1,413",440,444,875,954,492,"1,109","2,386",760,"1,978","1,225",742,"1,006",432,676,"1,159"
2021년04월_남_20~29세,"31,930","1,260","1,880","1,438",925,"1,430","2,660","1,278","1,134","1,630","1,681","1,691","1,650",978,"3,044","1,481","1,494","1,735",974,"1,012","2,555"
2021년04월_남_30~39세,"29,655","1,179","1,605","1,147",978,"1,386","1,130","1,315","1,284","1,598","1,067","1,529","2,024","1,159","2,567","1,769","1,407","1,760",925,"1,286","2,540"
2021년04월_남_40~49세,"34,064","1,212","1,726",953,982,"2,087",830,"1,184","1,533","1,748",916,"2,043","3,753","1,380","3,140","2,257","1,432","1,835","1,046","1,349","2,658"
2021년04월_남_50~59세,"34,105","1,294","1,834",969,"1,286","1,959",986,"1,210","1,399","1,815","1,154","1,987","2,565","1,361","3,134","2,120","1,525","2,065","1,219","1,302","2,921"
2021년04월_남_60~69세,"26,117",972,"1,350",679,"1,019","1,292",686,910,"1,054","1,565",999,"1,639","1,467",995,"2,310","1,714","1,307","1,577","1,040",916,"2,626"
2021년04월_남_70~79세,"14,367",553,752,444,559,639,403,461,590,877,618,949,866,482,"1,227",943,716,753,627,464,"1,444"
2021년04월_남_80~89세,"5,588",294,313,172,206,280,162,178,246,320,259,347,305,163,559,340,279,275,222,133,535
2021년04월_남_90~99세,480,36,27,22,19,34,11,4,19,25,24,33,22,13,68,25,23,18,20,5,32
2021년04월_남_100세 이상,26,7,3,1,0,0,2,1,0,2,0,2,0,1,4,0,0,1,0,1,1
2021년04월_여_총인구수,"224,716","8,907","12,087","8,983","7,954","12,742","7,434","8,032","9,543","11,958","7,628","13,030","18,729","8,580","19,753","13,796","10,189","12,400","6,933","8,231","17,807"
2021년04월_여_연령구간인구수,"224,716","8,907","12,087","8,983","7,954","12,742","7,434","8,032","9,543","11,958","7,628","13,030","18,729","8,580","19,753","13,796","10,189","12,400","6,933","8,231","17,807"
2021년04월_여_0~9세,"14,009",392,525,292,410,979,220,487,650,708,288,753,"1,878",670,"1,267","1,010",488,881,291,855,965
2021년04월_여_10~19세,"18,170",549,882,545,663,"1,392",408,480,886,886,472,"1,028","2,496",677,"1,667","1,348",747,917,436,673,"1,018"
2021년04월_여_20~29세,"34,490","1,523","2,332","3,015","1,068","1,517","2,466","1,352","1,155","1,614","1,349","1,568","1,760","1,086","2,678","1,630","1,991","1,673","1,000","1,072","2,641"
2021년04월_여_30~39세,"29,771","1,287","1,633","1,343","1,009","1,567",879,"1,259","1,327","1,528",791,"1,646","2,497","1,227","2,552","1,804","1,294","1,603",814,"1,349","2,362"
2021년04월_여_40~49세,"35,028","1,318","1,828","1,039","1,122","2,339",792,"1,190","1,635","1,788",950,"2,107","4,070","1,509","3,188","2,264","1,405","1,861",880,"1,296","2,447"
2021년04월_여_50~59세,"34,998","1,435","1,847",978,"1,400","2,120","1,013","1,293","1,438","1,943","1,197","2,156","2,448","1,381","3,179","2,102","1,478","2,183","1,176","1,247","2,984"
2021년04월_여_60~69세,"29,388","1,124","1,412",822,"1,163","1,450",768,"1,020","1,221","1,807","1,232","1,969","1,790","1,103","2,517","1,874","1,406","1,777","1,152","1,007","2,774"
2021년04월_여_70~79세,"18,533",764,"1,037",598,712,831,563,610,798,"1,100",832,"1,180","1,183",616,"1,640","1,186",878,972,777,486,"1,770"
2021년04월_여_80~89세,"8,783",411,506,296,355,449,279,284,370,496,437,526,510,269,903,501,428,461,350,211,741
2021년04월_여_90~99세,"1,470",93,74,45,48,95,42,54,60,87,78,93,93,41,158,77,71,71,55,31,104
2021년04월_여_100세 이상,76,11,11,10,4,3,4,3,3,1,2,4,4,1,4,0,3,1,2,4,1
2021년05월_계_총인구수,"433,988","16,679","23,060","15,498","14,902","24,209","14,938","15,485","18,365","23,199","15,127","25,151","35,726","16,611","39,107","26,656","19,644","24,354","13,751","16,253","35,273"
2021년05월_계_연령구간인구수,"433,988","16,679","23,060","15,498","14,902","24,209","14,938","15,485","18,365","23,199","15,127","25,151","35,726","16,611","39,107","26,656","19,644","24,354","13,751","16,253","35,273"
2021년05월_계_0~9세,"28,508",756,"1,079",566,797,"1,958",431,966,"1,391","1,463",586,"1,581","3,830","1,401","2,606","2,014","1,057","1,755",583,"1,741","1,947"
2021년05월_계_10~19세,"36,728","1,162","1,845",966,"1,268","2,788",846,928,"1,752","1,815",966,"2,114","4,890","1,432","3,626","2,564","1,464","1,924",855,"1,352","2,171"
2021년05월_계_20~29세,"66,276","2,781","4,190","4,421","1,999","2,935","5,111","2,612","2,274","3,236","3,036","3,279","3,408","2,052","5,715","3,103","3,469","3,406","1,979","2,084","5,186"
2021년05월_계_30~39세,"59,345","2,457","3,242","2,496","1,968","2,943","2,016","2,580","2,613","3,132","1,852","3,138","4,476","2,398","5,093","3,554","2,710","3,381","1,762","2,621","4,913"
2021년05월_계_40~49세,"68,896","2,518","3,531","2,002","2,098","4,409","1,625","2,376","3,137","3,512","1,856","4,135","7,810","2,883","6,334","4,510","2,830","3,699","1,902","2,654","5,075"
2021년05월_계_50~59세,"69,093","2,741","3,671","1,950","2,677","4,096","1,993","2,494","2,851","3,757","2,339","4,145","5,030","2,748","6,311","4,223","2,992","4,252","2,392","2,541","5,890"
2021년05월_계_60~69세,"55,769","2,095","2,759","1,507","2,186","2,757","1,456","1,941","2,272","3,374","2,246","3,623","3,288","2,106","4,858","3,618","2,726","3,367","2,220","1,930","5,440"
2021년05월_계_70~79세,"32,826","1,310","1,790","1,042","1,269","1,466",953,"1,066","1,370","1,969","1,443","2,118","2,054","1,094","2,849","2,120","1,592","1,738","1,409",948,"3,226"
2021년05월_계_80~89세,"14,472",710,837,466,567,725,446,460,622,827,697,882,821,438,"1,479",847,704,742,573,344,"1,285"
2021년05월_계_90~99세,"1,970",132,102,70,69,129,55,58,79,110,104,131,115,57,228,103,96,88,74,33,137
2021년05월_계_100세 이상,105,17,14,12,4,3,6,4,4,4,2,5,4,2,8,0,4,2,2,5,3
2021년05월_남_총인구수,"209,407","7,773","10,992","6,527","6,979","11,479","7,508","7,456","8,846","11,261","7,490","12,145","17,018","8,019","19,366","12,877","9,471","11,916","6,799","8,028","17,457"
2021년05월_남_연령구간인구수,"209,407","7,773","10,992","6,527","6,979","11,479","7,508","7,456","8,846","11,261","7,490","12,145","17,018","8,019","19,366","12,877","9,471","11,916","6,799","8,028","17,457"
2021년05월_남_0~9세,"14,547",365,558,276,391,984,217,478,728,756,299,835,"1,961",730,"1,342","1,015",562,875,296,892,987
2021년05월_남_10~19세,"18,657",611,969,421,616,"1,404",436,447,879,936,492,"1,099","2,396",761,"1,971","1,230",737,999,422,676,"1,155"
2021년05월_남_20~29세,"31,838","1,262","1,874","1,436",924,"1,419","2,641","1,269","1,127","1,616","1,687","1,700","1,650",963,"3,045","1,470","1,488","1,736",978,"1,004","2,549"
2021년05월_남_30~39세,"29,602","1,172","1,588","1,146",974,"1,389","1,138","1,321","1,291","1,609","1,052","1,508","2,005","1,165","2,552","1,760","1,407","1,763",929,"1,285","2,548"
2021년05월_남_40~49세,"33,971","1,204","1,724",957,978,"2,076",831,"1,185","1,512","1,739",915,"2,034","3,751","1,382","3,137","2,249","1,434","1,835","1,032","1,356","2,640"
2021년05월_남_50~59세,"34,092","1,293","1,828",974,"1,285","1,961",989,"1,201","1,406","1,816","1,142","1,995","2,576","1,360","3,135","2,116","1,520","2,073","1,216","1,294","2,912"
2021년05월_남_60~69세,"26,241",974,"1,349",680,"1,020","1,298",686,916,"1,055","1,562","1,008","1,642","1,485",999,"2,323","1,730","1,309","1,578","1,057",918,"2,652"
2021년05월_남_70~79세,"14,322",549,748,445,567,634,392,458,582,877,614,946,864,480,"1,219",940,714,757,627,464,"1,445"
2021년05월_남_80~89세,"5,627",299,323,169,205,280,165,175,247,324,256,352,308,163,569,342,278,281,222,133,536
2021년05월_남_90~99세,484,37,28,22,19,34,11,5,19,24,25,33,22,15,69,25,22,18,20,5,31
2021년05월_남_100세 이상,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021년05월_여_총인구수,"224,581","8,906","12,068","8,971","7,923","12,730","7,430","8,029","9,519","11,938","7,637","13,006","18,708","8,592","19,741","13,779","10,173","12,438","6,952","8,225","17,816"
2021년05월_여_연령구간인구수,"224,581","8,906","12,068","8,971","7,923","12,730","7,430","8,029","9,519","11,938","7,637","13,006","18,708","8,592","19,741","13,779","10,173","12,438","6,952","8,225","17,816"
2021년05월_여_0~9세,"13,961",391,521,290,406,974,214,488,663,707,287,746,"1,869",671,"1,264",999,495,880,287,849,960
2021년05월_여_10~19세,"18,071",551,876,545,652,"1,384",410,481,873,879,474,"1,015","2,494",671,"1,655","1,334",727,925,433,676,"1,016"
2021년05월_여_20~29세,"34,438","1,519","2,316","2,985","1,075","1,516","2,470","1,343","1,147","1,620","1,349","1,579","1,758","1,089","2,670","1,633","1,981","1,670","1,001","1,080","2,637"
2021년05월_여_30~39세,"29,743","1,285","1,654","1,350",994,"1,554",878,"1,259","1,322","1,523",800,"1,630","2,471","1,233","2,541","1,794","1,303","1,618",833,"1,336","2,365"
2021년05월_여_40~49세,"34,925","1,314","1,807","1,045","1,120","2,333",794,"1,191","1,625","1,773",941,"2,101","4,059","1,501","3,197","2,261","1,396","1,864",870,"1,298","2,435"
2021년05월_여_50~59세,"35,001","1,448","1,843",976,"1,392","2,135","1,004","1,293","1,445","1,941","1,197","2,150","2,454","1,388","3,176","2,107","1,472","2,179","1,176","1,247","2,978"
2021년05월_여_60~69세,"29,528","1,121","1,410",827,"1,166","1,459",770,"1,025","1,217","1,812","1,238","1,981","1,803","1,107","2,535","1,888","1,417","1,789","1,163","1,012","2,788"
2021년05월_여_70~79세,"18,504",761,"1,042",597,702,832,561,608,788,"1,092",829,"1,172","1,190",614,"1,630","1,180",878,981,782,484,"1,781"
2021년05월_여_80~89세,"8,845",411,514,297,362,445,281,285,375,503,441,530,513,275,910,505,426,461,351,211,749
2021년05월_여_90~99세,"1,486",95,74,48,50,95,44,53,60,86,79,98,93,42,159,78,74,70,54,28,106
2021년05월_여_100세 이상,79,10,11,11,4,3,4,3,4,2,2,4,4,1,4,0,4,1,2,4,1
2021년06월_계_총인구수,"433,658","16,698","23,006","15,506","14,858","24,220","14,925","15,479","18,375","23,222","15,101","25,095","35,672","16,629","39,049","26,647","19,568","24,382","13,771","16,188","35,267"
2021년06월_계_연령구간인구수,"433,658","16,698","23,006","15,506","14,858","24,220","14,925","15,479","18,375","23,222","15,101","25,095","35,672","16,629","39,049","26,647","19,568","24,382","13,771","16,188","35,267"
2021년06월_계_0~9세,"28,368",760,"1,059",557,780,"1,949",435,966,"1,399","1,469",579,"1,556","3,802","1,403","2,589","2,004","1,047","1,766",575,"1,729","1,944"
2021년06월_계_10~19세,"36,669","1,168","1,826",953,"1,264","2,792",835,928,"1,753","1,827",947,"2,113","4,887","1,435","3,628","2,574","1,452","1,912",862,"1,353","2,160"
2021년06월_계_20~29세,"66,183","2,761","4,196","4,447","1,995","2,941","5,103","2,609","2,271","3,240","3,030","3,278","3,412","2,058","5,682","3,082","3,456","3,394","1,982","2,070","5,176"
2021년06월_계_30~39세,"59,249","2,466","3,236","2,502","1,955","2,952","2,021","2,591","2,620","3,121","1,847","3,108","4,423","2,407","5,077","3,547","2,706","3,398","1,768","2,600","4,904"
2021년06월_계_40~49세,"68,737","2,534","3,512","1,990","2,080","4,385","1,612","2,368","3,120","3,521","1,854","4,137","7,794","2,877","6,308","4,521","2,803","3,711","1,899","2,642","5,069"
2021년06월_계_50~59세,"69,033","2,750","3,657","1,952","2,684","4,100","1,980","2,500","2,851","3,754","2,333","4,136","5,052","2,747","6,300","4,217","2,983","4,234","2,396","2,539","5,868"
2021년06월_계_60~69세,"56,027","2,088","2,778","1,519","2,194","2,776","1,479","1,931","2,280","3,383","2,266","3,625","3,294","2,118","4,887","3,626","2,728","3,391","2,237","1,942","5,485"
2021년06월_계_70~79세,"32,776","1,307","1,787","1,039","1,259","1,471",948,"1,068","1,364","1,966","1,443","2,124","2,052","1,089","2,853","2,119","1,592","1,739","1,404",932,"3,220"
2021년06월_계_80~89세,"14,528",712,839,465,574,720,451,454,634,826,696,879,835,437,"1,489",855,699,747,572,343,"1,301"
2021년06월_계_90~99세,"1,983",135,102,69,69,131,56,60,80,111,104,134,117,55,228,102,98,88,74,33,137
2021년06월_계_100세 이상,105,17,14,13,4,3,5,4,3,4,2,5,4,3,8,0,4,2,2,5,3
2021년06월_남_총인구수,"209,210","7,794","10,968","6,530","6,948","11,471","7,496","7,458","8,841","11,271","7,465","12,121","16,990","8,014","19,336","12,875","9,431","11,946","6,807","7,983","17,465"
2021년06월_남_연령구간인구수,"209,210","7,794","10,968","6,530","6,948","11,471","7,496","7,458","8,841","11,271","7,465","12,121","16,990","8,014","19,336","12,875","9,431","11,946","6,807","7,983","17,465"
2021년06월_남_0~9세,"14,483",371,553,270,382,976,221,479,736,764,296,819,"1,948",728,"1,330","1,005",557,885,292,889,982
2021년06월_남_10~19세,"18,632",609,950,414,612,"1,403",433,450,880,945,484,"1,103","2,402",762,"1,976","1,238",728,996,427,674,"1,146"
2021년06월_남_20~29세,"31,759","1,263","1,881","1,449",921,"1,423","2,624","1,257","1,117","1,616","1,673","1,693","1,645",961,"3,022","1,463","1,494","1,731",976,993,"2,557"
2021년06월_남_30~39세,"29,576","1,173","1,582","1,145",971,"1,391","1,138","1,338","1,296","1,606","1,052","1,502","1,981","1,168","2,553","1,755","1,400","1,774",932,"1,275","2,544"
2021년06월_남_40~49세,"33,885","1,214","1,722",953,963,"2,064",835,"1,181","1,498","1,740",911,"2,033","3,741","1,382","3,113","2,257","1,420","1,849","1,028","1,348","2,633"
2021년06월_남_50~59세,"34,055","1,302","1,823",973,"1,285","1,963",979,"1,203","1,404","1,811","1,144","1,990","2,591","1,361","3,134","2,114","1,514","2,052","1,216","1,292","2,904"
2021년06월_남_60~69세,"26,347",974,"1,358",685,"1,027","1,304",697,910,"1,062","1,564","1,012","1,644","1,479",998,"2,338","1,735","1,305","1,596","1,065",923,"2,671"
2021년06월_남_70~79세,"14,310",543,750,446,563,638,390,462,575,877,615,954,862,476,"1,223",935,715,761,625,452,"1,448"
2021년06월_남_80~89세,"5,651",300,318,172,205,275,166,172,255,322,253,349,319,163,573,348,275,283,226,131,546
2021년06월_남_90~99세,485,38,28,22,19,34,11,5,18,24,25,33,22,13,70,25,23,18,20,5,32
2021년06월_남_100세 이상,27,7,3,1,0,0,2,1,0,2,0,1,0,2,4,0,0,1,0,1,2
2021년06월_여_총인구수,"224,448","8,904","12,038","8,976","7,910","12,749","7,429","8,021","9,534","11,951","7,636","12,974","18,682","8,615","19,713","13,772","10,137","12,436","6,964","8,205","17,802"
2021년06월_여_연령구간인구수,"224,448","8,904","12,038","8,976","7,910","12,749","7,429","8,021","9,534","11,951","7,636","12,974","18,682","8,615","19,713","13,772","10,137","12,436","6,964","8,205","17,802"
2021년06월_여_0~9세,"13,885",389,506,287,398,973,214,487,663,705,283,737,"1,854",675,"1,259",999,490,881,283,840,962
2021년06월_여_10~19세,"18,037",559,876,539,652,"1,389",402,478,873,882,463,"1,010","2,485",673,"1,652","1,336",724,916,435,679,"1,014"
2021년06월_여_20~29세,"34,424","1,498","2,315","2,998","1,074","1,518","2,479","1,352","1,154","1,624","1,357","1,585","1,767","1,097","2,660","1,619","1,962","1,663","1,006","1,077","2,619"
2021년06월_여_30~39세,"29,673","1,293","1,654","1,357",984,"1,561",883,"1,253","1,324","1,515",795,"1,606","2,442","1,239","2,524","1,792","1,306","1,624",836,"1,325","2,360"
2021년06월_여_40~49세,"34,852","1,320","1,790","1,037","1,117","2,321",777,"1,187","1,622","1,781",943,"2,104","4,053","1,495","3,195","2,264","1,383","1,862",871,"1,294","2,436"
2021년06월_여_50~59세,"34,978","1,448","1,834",979,"1,399","2,137","1,001","1,297","1,447","1,943","1,189","2,146","2,461","1,386","3,166","2,103","1,469","2,182","1,180","1,247","2,964"
2021년06월_여_60~69세,"29,680","1,114","1,420",834,"1,167","1,472",782,"1,021","1,218","1,819","1,254","1,981","1,815","1,120","2,549","1,891","1,423","1,795","1,172","1,019","2,814"
2021년06월_여_70~79세,"18,466",764,"1,037",593,696,833,558,606,789,"1,089",828,"1,170","1,190",613,"1,630","1,184",877,978,779,480,"1,772"
2021년06월_여_80~89세,"8,877",412,521,293,369,445,285,282,379,504,443,530,516,274,916,507,424,464,346,212,755
2021년06월_여_90~99세,"1,498",97,74,47,50,97,45,55,62,87,79,101,95,42,158,77,75,70,54,28,105
2021년06월_여_100세 이상,78,10,11,12,4,3,3,3,3,2,2,4,4,1,4,0,4,1,2,4,1
2021년07월_계_총인구수,"433,361","16,696","22,996","15,494","14,827","24,168","14,877","15,461","18,343","23,167","15,090","25,093","35,655","16,624","39,054","26,593","19,600","24,391","13,788","16,153","35,291"
2021년07월_계_연령구간인구수,"433,361","16,696","22,996","15,494","14,827","24,168","14,877","15,461","18,343","23,167","15,090","25,093","35,655","16,624","39,054","26,593","19,600","24,391","13,788","16,153","35,291"
2021년07월_계_0~9세,"28,228",754,"1,052",549,791,"1,931",434,966,"1,403","1,458",576,"1,546","3,782","1,407","2,574","1,969","1,039","1,752",579,"1,720","1,946"
2021년07월_계_10~19세,"36,578","1,165","1,820",949,"1,258","2,795",819,929,"1,739","1,828",926,"2,102","4,885","1,441","3,630","2,581","1,448","1,902",860,"1,351","2,150"
2021년07월_계_20~29세,"66,130","2,765","4,187","4,461","1,979","2,911","5,119","2,608","2,268","3,225","3,065","3,265","3,412","2,035","5,655","3,066","3,476","3,401","1,992","2,062","5,178"
2021년07월_계_30~39세,"59,120","2,460","3,244","2,516","1,949","2,949","2,016","2,575","2,605","3,081","1,827","3,123","4,383","2,413","5,093","3,527","2,716","3,383","1,771","2,581","4,908"
2021년07월_계_40~49세,"68,524","2,540","3,477","1,975","2,082","4,357","1,590","2,366","3,126","3,524","1,830","4,104","7,791","2,870","6,292","4,518","2,777","3,720","1,898","2,630","5,057"
2021년07월_계_50~59세,"69,040","2,753","3,685","1,942","2,666","4,114","1,961","2,493","2,849","3,734","2,346","4,152","5,063","2,746","6,307","4,214","2,992","4,223","2,392","2,537","5,871"
2021년07월_계_60~69세,"56,267","2,096","2,782","1,511","2,206","2,779","1,491","1,939","2,276","3,402","2,266","3,654","3,314","2,123","4,913","3,637","2,750","3,421","2,245","1,964","5,498"
2021년07월_계_70~79세,"32,722","1,298","1,784","1,035","1,250","1,471",940,"1,067","1,361","1,966","1,435","2,125","2,056","1,088","2,852","2,116","1,595","1,746","1,395",926,"3,216"
2021년07월_계_80~89세,"14,648",710,849,474,576,725,446,456,633,832,711,883,844,441,"1,498",861,706,756,582,343,"1,322"
2021년07월_계_90~99세,"1,996",136,102,69,66,133,56,58,81,113,105,134,121,57,232,104,97,85,71,34,142
2021년07월_계_100세 이상,108,19,14,13,4,3,5,4,2,4,3,5,4,3,8,0,4,2,3,5,3
2021년07월_남_총인구수,"209,004","7,793","10,951","6,521","6,942","11,442","7,468","7,456","8,826","11,223","7,460","12,118","16,965","7,995","19,341","12,864","9,442","11,936","6,824","7,970","17,467"
