카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년11월_여_10~19세,"13,685",318,310,253,72,22,49,72,55,78,72,182,87,131,46,36,59,175,200,"1,045",322,377,"2,183",458,"1,333","1,001","1,731",599,328,"2,091"
2020년11월_여_20~29세,"16,544",275,323,279,73,46,55,77,90,54,134,228,122,164,102,43,162,226,452,"1,171",638,603,"2,324",403,"1,527","1,117","1,637","1,838",315,"2,066"
2020년11월_여_30~39세,"13,578",256,365,242,50,20,39,46,86,53,111,201,74,156,58,34,116,248,317,"1,155",377,434,"2,276",604,"1,176",830,"1,566",617,379,"1,692"
2020년11월_여_40~49세,"20,578",370,490,335,89,47,60,75,116,115,140,246,138,215,82,49,170,312,369,"1,687",581,665,"3,160",688,"1,911","1,538","2,689",789,507,"2,945"
2020년11월_여_50~59세,"24,151",591,684,616,201,101,150,170,229,232,245,448,329,356,250,112,267,412,507,"2,038",985,967,"3,301",619,"2,367","1,230","2,222","1,159",509,"2,854"
2020년11월_여_60~69세,"20,283",698,725,671,206,190,217,297,294,363,323,482,475,451,252,175,350,403,694,"1,788",835,"1,122","2,473",551,"1,630",496,"1,126","1,061",418,"1,517"
2020년11월_여_70~79세,"13,570",486,469,542,235,152,193,284,295,305,279,337,458,309,224,175,296,223,461,"1,111",449,947,"1,397",358,708,354,578,791,267,887
2020년11월_여_80~89세,"8,430",335,328,416,164,139,153,217,210,244,230,201,367,297,192,138,129,125,271,574,237,367,784,165,414,158,300,509,186,580
2020년11월_여_90~99세,"1,508",65,58,86,37,31,32,37,30,41,34,28,66,58,38,26,30,24,36,82,45,59,129,21,88,28,43,108,61,87
2020년11월_여_100세 이상,83,5,0,7,4,1,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,3,0,3,11,2,1
2020년12월_계_총인구수,"282,276","6,960","7,892","7,186","2,324","1,576","1,940","2,671","3,109","3,007","3,357","5,295","4,409","4,597","2,612","1,578","3,468","4,867","7,093","22,766","9,488","11,687","38,469","8,559","23,388","14,463","25,428","15,622","6,719","31,746"
2020년12월_계_연령구간인구수,"282,276","6,960","7,892","7,186","2,324","1,576","1,940","2,671","3,109","3,007","3,357","5,295","4,409","4,597","2,612","1,578","3,468","4,867","7,093","22,766","9,488","11,687","38,469","8,559","23,388","14,463","25,428","15,622","6,719","31,746"
2020년12월_계_0~9세,"19,166",362,530,270,64,27,35,74,106,90,182,324,92,186,66,24,104,312,316,"1,700",439,487,"3,664",876,"1,533","1,269","2,294",629,553,"2,558"
2020년12월_계_10~19세,"27,908",582,614,507,132,63,92,149,141,146,167,341,203,291,106,85,142,330,419,"2,257",718,844,"4,339",973,"2,726","2,095","3,463","1,124",655,"4,204"
2020년12월_계_20~29세,"36,202",631,680,659,179,96,131,181,218,138,314,674,265,398,238,100,377,506,920,"2,553","1,388","1,335","4,767",898,"3,336","2,327","3,559","4,063",763,"4,508"
2020년12월_계_30~39세,"28,467",526,779,533,127,64,89,154,200,155,275,464,220,343,159,69,302,518,777,"2,435",903,998,"4,402","1,170","2,404","1,618","3,089","1,478",841,"3,375"
2020년12월_계_40~49세,"41,935",813,"1,046",782,223,133,172,229,327,265,339,586,400,540,237,149,425,716,844,"3,495","1,260","1,491","6,255","1,439","3,605","2,795","4,953","1,698","1,047","5,671"
2020년12월_계_50~59세,"48,996","1,212","1,368","1,325",436,267,357,367,558,514,553,926,741,824,554,229,550,939,"1,134","4,042","1,892","1,933","6,318","1,255","4,488","2,499","4,489","2,293","1,097","5,836"
2020년12월_계_60~69세,"40,484","1,400","1,439","1,401",452,381,456,614,661,718,643,"1,006","1,013",944,527,362,740,842,"1,303","3,430","1,637","2,133","4,817","1,052","3,283","1,005","2,161","2,028",887,"3,149"
2020년12월_계_70~79세,"24,521",862,852,979,410,282,344,529,532,557,519,620,834,571,395,315,565,478,897,"1,887",848,"1,722","2,538",612,"1,321",582,939,"1,460",520,"1,551"
2020년12월_계_80~89세,"12,506",485,502,607,246,222,221,323,327,368,321,309,531,422,273,210,213,192,429,849,352,659,"1,181",254,576,240,420,709,275,790
2020년12월_계_90~99세,"1,985",81,79,112,51,40,40,51,38,52,42,43,103,76,54,32,45,31,52,109,49,82,182,28,113,33,58,129,78,102
2020년12월_계_100세 이상,106,6,3,11,4,1,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,6,2,3,0,3,11,3,2
2020년12월_남_총인구수,"140,573","3,413","3,902","3,627","1,148",809,985,"1,354","1,639","1,487","1,688","2,795","2,260","2,379","1,342",777,"1,848","2,577","3,633","11,219","4,820","5,941","18,614","4,261","11,479","7,058","12,412","7,878","3,476","15,752"
2020년12월_남_연령구간인구수,"140,573","3,413","3,902","3,627","1,148",809,985,"1,354","1,639","1,487","1,688","2,795","2,260","2,379","1,342",777,"1,848","2,577","3,633","11,219","4,820","5,941","18,614","4,261","11,479","7,058","12,412","7,878","3,476","15,752"
2020년12월_남_0~9세,"9,812",192,266,143,30,12,24,38,50,39,78,176,59,104,38,12,64,168,170,837,244,259,"1,893",436,775,635,"1,187",320,285,"1,278"
2020년12월_남_10~19세,"14,256",271,313,260,61,41,44,74,88,68,91,162,115,164,60,49,83,156,216,"1,203",395,472,"2,140",515,"1,394","1,099","1,740",532,331,"2,119"
2020년12월_남_20~29세,"19,713",353,363,389,103,49,77,104,124,89,183,447,144,233,139,56,211,277,471,"1,388",750,744,"2,464",485,"1,825","1,195","1,902","2,267",443,"2,438"
2020년12월_남_30~39세,"14,931",279,425,287,77,44,52,108,115,103,164,264,146,186,102,35,187,278,458,"1,280",517,565,"2,124",576,"1,218",796,"1,536",856,465,"1,688"
2020년12월_남_40~49세,"21,414",442,558,451,131,86,112,153,209,151,200,334,263,326,157,100,255,401,478,"1,818",676,837,"3,100",754,"1,701","1,256","2,282",917,540,"2,726"
2020년12월_남_50~59세,"24,863",632,686,710,234,165,210,201,328,290,310,486,410,470,302,118,285,528,621,"1,993",907,966,"3,006",640,"2,140","1,270","2,246","1,138",578,"2,993"
2020년12월_남_60~69세,"20,084",698,715,722,241,190,236,320,367,355,318,518,537,488,273,189,392,441,611,"1,623",808,"1,011","2,327",499,"1,629",491,"1,022",959,470,"1,634"
2020년12월_남_70~79세,"10,945",376,381,439,176,133,153,240,235,254,242,285,383,270,173,139,272,252,434,772,399,775,"1,120",258,613,231,364,666,256,654
2020년12월_남_80~89세,"4,070",154,174,200,82,79,68,101,115,125,91,108,165,120,81,72,87,68,158,279,115,286,392,89,161,79,121,202,91,207
2020년12월_남_90~99세,461,15,18,22,13,10,8,15,8,12,10,15,35,18,16,7,12,7,16,24,9,24,48,8,23,6,12,20,16,14
2020년12월_남_100세 이상,24,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,0,1,1,1
2020년12월_여_총인구수,"141,703","3,547","3,990","3,559","1,176",767,955,"1,317","1,470","1,520","1,669","2,500","2,149","2,218","1,270",801,"1,620","2,290","3,460","11,547","4,668","5,746","19,855","4,298","11,909","7,405","13,016","7,744","3,243","15,994"
2020년12월_여_연령구간인구수,"141,703","3,547","3,990","3,559","1,176",767,955,"1,317","1,470","1,520","1,669","2,500","2,149","2,218","1,270",801,"1,620","2,290","3,460","11,547","4,668","5,746","19,855","4,298","11,909","7,405","13,016","7,744","3,243","15,994"
2020년12월_여_0~9세,"9,354",170,264,127,34,15,11,36,56,51,104,148,33,82,28,12,40,144,146,863,195,228,"1,771",440,758,634,"1,107",309,268,"1,280"
2020년12월_여_10~19세,"13,652",311,301,247,71,22,48,75,53,78,76,179,88,127,46,36,59,174,203,"1,054",323,372,"2,199",458,"1,332",996,"1,723",592,324,"2,085"
2020년12월_여_20~29세,"16,489",278,317,270,76,47,54,77,94,49,131,227,121,165,99,44,166,229,449,"1,165",638,591,"2,303",413,"1,511","1,132","1,657","1,796",320,"2,070"
2020년12월_여_30~39세,"13,536",247,354,246,50,20,37,46,85,52,111,200,74,157,57,34,115,240,319,"1,155",386,433,"2,278",594,"1,186",822,"1,553",622,376,"1,687"
2020년12월_여_40~49세,"20,521",371,488,331,92,47,60,76,118,114,139,252,137,214,80,49,170,315,366,"1,677",584,654,"3,155",685,"1,904","1,539","2,671",781,507,"2,945"
2020년12월_여_50~59세,"24,133",580,682,615,202,102,147,166,230,224,243,440,331,354,252,111,265,411,513,"2,049",985,967,"3,312",615,"2,348","1,229","2,243","1,155",519,"2,843"
2020년12월_여_60~69세,"20,400",702,724,679,211,191,220,294,294,363,325,488,476,456,254,173,348,401,692,"1,807",829,"1,122","2,490",553,"1,654",514,"1,139","1,069",417,"1,515"
2020년12월_여_70~79세,"13,576",486,471,540,234,149,191,289,297,303,277,335,451,301,222,176,293,226,463,"1,115",449,947,"1,418",354,708,351,575,794,264,897
2020년12월_여_80~89세,"8,436",331,328,407,164,143,153,222,212,243,230,201,366,302,192,138,126,124,271,570,237,373,789,165,415,161,299,507,184,583
2020년12월_여_90~99세,"1,524",66,61,90,38,30,32,36,30,40,32,28,68,58,38,25,33,24,36,85,40,58,134,20,90,27,46,109,62,88
2020년12월_여_100세 이상,82,5,0,7,4,1,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,6,1,3,0,3,10,2,1
2021년01월_계_총인구수,"281,539","6,939","7,869","7,161","2,312","1,571","1,937","2,679","3,108","3,019","3,323","5,305","4,382","4,577","2,613","1,582","3,455","4,858","7,110","22,697","9,455","11,644","38,369","8,590","23,357","14,427","25,377","15,447","6,720","31,656"
2021년01월_계_연령구간인구수,"281,539","6,939","7,869","7,161","2,312","1,571","1,937","2,679","3,108","3,019","3,323","5,305","4,382","4,577","2,613","1,582","3,455","4,858","7,110","22,697","9,455","11,644","38,369","8,590","23,357","14,427","25,377","15,447","6,720","31,656"
2021년01월_계_0~9세,"18,961",361,523,268,63,27,33,75,107,91,178,331,85,187,66,23,99,310,315,"1,677",430,480,"3,631",864,"1,500","1,259","2,281",631,550,"2,516"
2021년01월_계_10~19세,"27,723",582,611,495,132,62,92,145,137,145,161,338,204,288,103,85,142,334,424,"2,234",716,826,"4,324",984,"2,718","2,067","3,428","1,109",654,"4,183"
2021년01월_계_20~29세,"35,938",616,683,663,178,97,128,183,218,142,309,673,260,397,240,99,371,497,923,"2,540","1,377","1,340","4,724",901,"3,328","2,329","3,553","3,922",760,"4,487"
2021년01월_계_30~39세,"28,316",531,769,522,129,65,88,149,201,157,270,471,211,341,153,69,302,516,783,"2,414",895,977,"4,364","1,178","2,394","1,617","3,066","1,479",845,"3,360"
2021년01월_계_40~49세,"41,770",798,"1,044",774,217,130,172,231,327,276,333,588,401,536,234,147,424,709,834,"3,472","1,254","1,481","6,247","1,438","3,595","2,777","4,956","1,690","1,043","5,642"
2021년01월_계_50~59세,"48,887","1,203","1,347","1,318",433,263,357,373,558,503,552,920,741,817,563,233,554,936,"1,139","4,030","1,877","1,918","6,305","1,267","4,474","2,505","4,492","2,278","1,095","5,836"
2021년01월_계_60~69세,"40,689","1,402","1,448","1,417",453,383,459,616,665,722,633,"1,001","1,001",940,526,360,735,849,"1,310","3,453","1,647","2,136","4,856","1,062","3,323","1,015","2,170","2,030",897,"3,180"
2021년01월_계_70~79세,"24,593",871,857,980,404,279,343,532,530,559,521,625,834,570,397,319,560,482,895,"1,903",858,"1,736","2,543",615,"1,323",584,945,"1,458",517,"1,553"
2021년01월_계_80~89세,"12,523",487,502,603,245,220,221,322,326,366,321,313,530,423,272,211,216,191,433,857,350,663,"1,181",250,582,238,423,710,277,790
2021년01월_계_90~99세,"2,030",82,82,110,54,43,41,53,38,54,43,43,108,76,56,33,47,31,52,108,49,84,187,29,117,36,59,129,79,107
2021년01월_계_100세 이상,109,6,3,11,4,2,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,7,2,3,0,4,11,3,2
2021년01월_남_총인구수,"140,158","3,397","3,891","3,621","1,141",801,982,"1,353","1,639","1,493","1,671","2,794","2,246","2,367","1,338",780,"1,830","2,571","3,654","11,187","4,810","5,924","18,564","4,267","11,469","7,049","12,376","7,770","3,472","15,701"
2021년01월_남_연령구간인구수,"140,158","3,397","3,891","3,621","1,141",801,982,"1,353","1,639","1,493","1,671","2,794","2,246","2,367","1,338",780,"1,830","2,571","3,654","11,187","4,810","5,924","18,564","4,267","11,469","7,049","12,376","7,770","3,472","15,701"
2021년01월_남_0~9세,"9,711",190,263,141,29,12,22,38,49,38,78,178,53,104,38,11,62,167,167,830,242,256,"1,877",427,763,631,"1,184",320,287,"1,254"
2021년01월_남_10~19세,"14,151",271,312,258,62,41,45,69,86,69,87,161,116,164,59,48,82,157,219,"1,185",395,458,"2,138",521,"1,385","1,087","1,718",517,330,"2,111"
2021년01월_남_20~29세,"19,560",341,368,387,102,49,74,106,124,89,178,444,146,232,139,56,201,274,477,"1,389",745,759,"2,446",482,"1,817","1,204","1,894","2,178",440,"2,419"
2021년01월_남_30~39세,"14,836",282,417,283,78,43,52,106,115,104,160,265,140,182,96,35,185,276,466,"1,256",512,552,"2,104",578,"1,219",794,"1,518",858,466,"1,694"
2021년01월_남_40~49세,"21,320",436,555,448,126,84,112,154,210,155,199,337,262,325,154,97,251,397,471,"1,812",674,827,"3,088",755,"1,698","1,248","2,290",914,539,"2,702"
2021년01월_남_50~59세,"24,825",626,682,705,232,161,209,203,328,286,311,483,410,467,307,123,290,524,630,"1,998",903,970,"2,993",642,"2,128","1,278","2,243","1,134",573,"2,986"
2021년01월_남_60~69세,"20,189",702,714,735,244,192,240,321,371,358,309,517,531,485,275,187,387,445,614,"1,629",813,"1,005","2,349",506,"1,654",492,"1,027",958,475,"1,654"
2021년01월_남_70~79세,"10,993",378,383,439,173,131,152,240,235,256,249,286,379,268,172,143,270,254,433,783,402,784,"1,129",260,614,232,368,664,255,661
2021년01월_남_80~89세,"4,080",155,175,199,82,78,67,100,113,126,89,107,169,121,83,72,90,68,161,279,115,288,390,88,168,77,121,204,91,204
2021년01월_남_90~99세,468,15,19,22,13,10,8,16,8,11,10,16,37,19,14,8,12,8,16,24,9,23,50,7,23,6,12,22,15,15
2021년01월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
2021년01월_여_총인구수,"141,381","3,542","3,978","3,540","1,171",770,955,"1,326","1,469","1,526","1,652","2,511","2,136","2,210","1,275",802,"1,625","2,287","3,456","11,510","4,645","5,720","19,805","4,323","11,888","7,378","13,001","7,677","3,248","15,955"
2021년01월_여_연령구간인구수,"141,381","3,542","3,978","3,540","1,171",770,955,"1,326","1,469","1,526","1,652","2,511","2,136","2,210","1,275",802,"1,625","2,287","3,456","11,510","4,645","5,720","19,805","4,323","11,888","7,378","13,001","7,677","3,248","15,955"
2021년01월_여_0~9세,"9,250",171,260,127,34,15,11,37,58,53,100,153,32,83,28,12,37,143,148,847,188,224,"1,754",437,737,628,"1,097",311,263,"1,262"
2021년01월_여_10~19세,"13,572",311,299,237,70,21,47,76,51,76,74,177,88,124,44,37,60,177,205,"1,049",321,368,"2,186",463,"1,333",980,"1,710",592,324,"2,072"
2021년01월_여_20~29세,"16,378",275,315,276,76,48,54,77,94,53,131,229,114,165,101,43,170,223,446,"1,151",632,581,"2,278",419,"1,511","1,125","1,659","1,744",320,"2,068"
2021년01월_여_30~39세,"13,480",249,352,239,51,22,36,43,86,53,110,206,71,159,57,34,117,240,317,"1,158",383,425,"2,260",600,"1,175",823,"1,548",621,379,"1,666"
2021년01월_여_40~49세,"20,450",362,489,326,91,46,60,77,117,121,134,251,139,211,80,50,173,312,363,"1,660",580,654,"3,159",683,"1,897","1,529","2,666",776,504,"2,940"
2021년01월_여_50~59세,"24,062",577,665,613,201,102,148,170,230,217,241,437,331,350,256,110,264,412,509,"2,032",974,948,"3,312",625,"2,346","1,227","2,249","1,144",522,"2,850"
2021년01월_여_60~69세,"20,500",700,734,682,209,191,219,295,294,364,324,484,470,455,251,173,348,404,696,"1,824",834,"1,131","2,507",556,"1,669",523,"1,143","1,072",422,"1,526"
2021년01월_여_70~79세,"13,600",493,474,541,231,148,191,292,295,303,272,339,455,302,225,176,290,228,462,"1,120",456,952,"1,414",355,709,352,577,794,262,892
2021년01월_여_80~89세,"8,443",332,327,404,163,142,154,222,213,240,232,206,361,302,189,139,126,123,272,578,235,375,791,162,414,161,302,506,186,586
2021년01월_여_90~99세,"1,562",67,63,88,41,33,33,37,30,43,33,27,71,57,42,25,35,23,36,84,40,61,137,22,94,30,47,107,64,92
2021년01월_여_100세 이상,84,5,0,7,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
2021년02월_계_총인구수,"280,847","6,925","7,866","7,147","2,310","1,570","1,931","2,670","3,109","3,012","3,320","5,292","4,374","4,570","2,606","1,580","3,438","4,820","7,080","22,639","9,416","11,626","38,268","8,568","23,249","14,360","25,326","15,442","6,701","31,632"
2021년02월_계_연령구간인구수,"280,847","6,925","7,866","7,147","2,310","1,570","1,931","2,670","3,109","3,012","3,320","5,292","4,374","4,570","2,606","1,580","3,438","4,820","7,080","22,639","9,416","11,626","38,268","8,568","23,249","14,360","25,326","15,442","6,701","31,632"
2021년02월_계_0~9세,"18,791",361,528,267,64,27,31,71,106,90,176,338,86,185,68,24,99,303,316,"1,663",422,484,"3,592",857,"1,476","1,246","2,238",622,538,"2,513"
2021년02월_계_10~19세,"27,541",580,614,499,133,60,92,143,136,148,160,330,203,283,101,84,140,331,426,"2,210",709,819,"4,309",982,"2,697","2,036","3,404","1,106",650,"4,156"
2021년02월_계_20~29세,"35,665",611,670,653,177,97,127,180,215,137,308,668,260,392,238,99,368,486,906,"2,514","1,362","1,323","4,666",900,"3,297","2,323","3,541","3,919",765,"4,463"
2021년02월_계_30~39세,"28,156",522,765,515,130,66,81,147,205,156,269,471,206,342,150,69,309,497,769,"2,404",895,976,"4,353","1,166","2,373","1,598","3,057","1,471",839,"3,355"
2021년02월_계_40~49세,"41,636",801,"1,053",776,214,131,173,225,322,278,329,585,403,528,236,141,412,713,830,"3,466","1,250","1,474","6,246","1,435","3,580","2,756","4,928","1,690","1,044","5,617"
2021년02월_계_50~59세,"48,781","1,194","1,332","1,312",427,259,357,378,566,492,552,912,732,815,552,236,550,935,"1,131","4,013","1,864","1,905","6,277","1,266","4,451","2,516","4,530","2,274","1,086","5,867"
2021년02월_계_60~69세,"40,896","1,401","1,452","1,415",457,381,460,617,660,727,638,"1,001","1,013",943,533,361,737,852,"1,310","3,481","1,652","2,147","4,878","1,074","3,331","1,024","2,186","2,059",906,"3,200"
2021년02월_계_70~79세,"24,635",869,858,988,410,281,347,531,528,559,520,629,828,575,397,318,559,476,903,"1,907",859,"1,736","2,557",609,"1,332",585,955,"1,451",514,"1,554"
2021년02월_계_80~89세,"12,584",498,504,602,241,222,219,324,330,366,323,312,526,427,271,214,212,194,434,867,350,672,"1,190",245,592,239,424,709,281,796
2021년02월_계_90~99세,"2,054",82,87,110,53,44,41,54,40,55,43,44,110,78,57,31,47,30,53,105,51,87,193,32,117,37,59,130,75,109
2021년02월_계_100세 이상,108,6,3,10,4,2,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,7,2,3,0,4,11,3,2
2021년02월_남_총인구수,"139,818","3,400","3,888","3,615","1,139",799,981,"1,342","1,638","1,486","1,673","2,778","2,249","2,366","1,334",779,"1,817","2,550","3,640","11,164","4,794","5,912","18,500","4,255","11,427","7,025","12,356","7,761","3,463","15,687"
2021년02월_남_연령구간인구수,"139,818","3,400","3,888","3,615","1,139",799,981,"1,342","1,638","1,486","1,673","2,778","2,249","2,366","1,334",779,"1,817","2,550","3,640","11,164","4,794","5,912","18,500","4,255","11,427","7,025","12,356","7,761","3,463","15,687"
2021년02월_남_0~9세,"9,630",189,264,141,30,12,21,36,49,38,77,182,54,103,40,11,61,165,169,826,235,256,"1,848",421,750,628,"1,168",321,279,"1,256"
2021년02월_남_10~19세,"14,070",271,312,263,62,40,46,68,86,68,86,156,119,160,57,48,79,157,220,"1,175",394,451,"2,140",523,"1,378","1,072","1,707",511,330,"2,091"
2021년02월_남_20~29세,"19,415",344,363,379,101,50,72,103,123,85,180,439,145,235,140,57,198,269,469,"1,379",737,749,"2,406",482,"1,801","1,203","1,892","2,164",444,"2,406"
2021년02월_남_30~39세,"14,763",278,414,280,78,44,49,105,114,103,159,260,137,180,94,36,189,265,455,"1,254",511,554,"2,110",570,"1,216",788,"1,511",857,463,"1,689"
2021년02월_남_40~49세,"21,243",439,562,447,121,84,114,147,207,156,196,333,267,323,154,93,248,398,469,"1,804",675,827,"3,076",754,"1,691","1,242","2,273",912,538,"2,693"
2021년02월_남_50~59세,"24,785",620,671,703,230,158,209,207,332,280,313,476,405,467,304,124,287,520,627,"1,992",895,971,"2,981",642,"2,118","1,280","2,265","1,134",568,"3,006"
2021년02월_남_60~69세,"20,284",708,719,735,250,190,239,321,372,361,313,518,534,486,276,187,387,447,614,"1,643",821,"1,004","2,356",512,"1,658",495,"1,031",970,479,"1,658"
2021년02월_남_70~79세,"11,030",377,384,442,175,132,156,238,231,258,250,290,378,271,173,142,268,252,440,785,399,782,"1,139",258,621,235,373,663,253,665
2021년02월_남_80~89세,"4,103",159,176,200,80,79,66,102,116,124,88,108,169,122,82,73,88,70,162,280,116,292,392,83,171,77,123,206,93,206
2021년02월_남_90~99세,470,14,20,21,12,10,8,15,8,12,10,16,38,19,13,8,12,6,15,24,11,24,52,9,23,5,12,22,15,16
2021년02월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
2021년02월_여_총인구수,"141,029","3,525","3,978","3,532","1,171",771,950,"1,328","1,471","1,526","1,647","2,514","2,125","2,204","1,272",801,"1,621","2,270","3,440","11,475","4,622","5,714","19,768","4,313","11,822","7,335","12,970","7,681","3,238","15,945"
2021년02월_여_연령구간인구수,"141,029","3,525","3,978","3,532","1,171",771,950,"1,328","1,471","1,526","1,647","2,514","2,125","2,204","1,272",801,"1,621","2,270","3,440","11,475","4,622","5,714","19,768","4,313","11,822","7,335","12,970","7,681","3,238","15,945"
2021년02월_여_0~9세,"9,161",172,264,126,34,15,10,35,57,52,99,156,32,82,28,13,38,138,147,837,187,228,"1,744",436,726,618,"1,070",301,259,"1,257"
2021년02월_여_10~19세,"13,471",309,302,236,71,20,46,75,50,80,74,174,84,123,44,36,61,174,206,"1,035",315,368,"2,169",459,"1,319",964,"1,697",595,320,"2,065"
2021년02월_여_20~29세,"16,250",267,307,274,76,47,55,77,92,52,128,229,115,157,98,42,170,217,437,"1,135",625,574,"2,260",418,"1,496","1,120","1,649","1,755",321,"2,057"
2021년02월_여_30~39세,"13,393",244,351,235,52,22,32,42,91,53,110,211,69,162,56,33,120,232,314,"1,150",384,422,"2,243",596,"1,157",810,"1,546",614,376,"1,666"
2021년02월_여_40~49세,"20,393",362,491,329,93,47,59,78,115,122,133,252,136,205,82,48,164,315,361,"1,662",575,647,"3,170",681,"1,889","1,514","2,655",778,506,"2,924"
2021년02월_여_50~59세,"23,996",574,661,609,197,101,148,171,234,212,239,436,327,348,248,112,263,415,504,"2,021",969,934,"3,296",624,"2,333","1,236","2,265","1,140",518,"2,861"
2021년02월_여_60~69세,"20,612",693,733,680,207,191,221,296,288,366,325,483,479,457,257,174,350,405,696,"1,838",831,"1,143","2,522",562,"1,673",529,"1,155","1,089",427,"1,542"
2021년02월_여_70~79세,"13,605",492,474,546,235,149,191,293,297,301,270,339,450,304,224,176,291,224,463,"1,122",460,954,"1,418",351,711,350,582,788,261,889
2021년02월_여_80~89세,"8,481",339,328,402,161,143,153,222,214,242,235,204,357,305,189,141,124,124,272,587,234,380,798,162,421,162,301,503,188,590
2021년02월_여_90~99세,"1,584",68,67,89,41,34,33,39,32,43,33,28,72,59,44,23,35,24,38,81,40,63,141,23,94,32,47,108,60,93
2021년02월_여_100세 이상,83,5,0,6,4,2,2,0,1,3,1,2,4,2,2,3,5,2,2,7,2,1,7,1,3,0,3,10,2,1
2021년03월_계_총인구수,"280,585","6,906","7,827","7,137","2,302","1,568","1,930","2,653","3,090","2,987","3,322","5,287","4,374","4,556","2,601","1,584","3,421","4,809","7,037","22,614","9,393","11,636","38,233","8,538","23,183","14,371","25,287","15,668","6,714","31,557"
2021년03월_계_연령구간인구수,"280,585","6,906","7,827","7,137","2,302","1,568","1,930","2,653","3,090","2,987","3,322","5,287","4,374","4,556","2,601","1,584","3,421","4,809","7,037","22,614","9,393","11,636","38,233","8,538","23,183","14,371","25,287","15,668","6,714","31,557"
2021년03월_계_0~9세,"18,627",356,524,263,64,27,31,67,108,88,173,335,89,179,66,25,99,306,311,"1,653",423,478,"3,577",852,"1,451","1,241","2,212",608,539,"2,482"
2021년03월_계_10~19세,"27,560",585,606,491,133,60,89,143,136,146,161,345,198,276,99,84,135,331,420,"2,196",695,856,"4,311",980,"2,682","2,039","3,387","1,188",653,"4,135"
2021년03월_계_20~29세,"35,778",600,661,657,173,97,131,173,208,128,311,654,266,395,238,95,370,471,896,"2,509","1,372","1,314","4,661",892,"3,308","2,337","3,556","4,084",775,"4,446"
2021년03월_계_30~39세,"27,969",517,745,527,126,67,78,147,200,153,257,468,206,344,142,72,306,489,759,"2,404",890,983,"4,316","1,155","2,355","1,585","3,034","1,471",828,"3,345"
2021년03월_계_40~49세,"41,431",801,"1,049",760,215,132,171,223,318,270,333,586,399,517,238,137,409,714,832,"3,426","1,250","1,461","6,222","1,427","3,567","2,738","4,904","1,676","1,046","5,610"
2021년03월_계_50~59세,"48,632","1,183","1,329","1,310",423,254,357,372,552,484,554,904,733,819,551,237,548,930,"1,123","4,002","1,840","1,892","6,262","1,263","4,428","2,539","4,546","2,272","1,080","5,845"
2021년03월_계_60~69세,"41,156","1,404","1,461","1,421",458,383,467,615,666,731,636,"1,015","1,015",933,538,367,737,859,"1,306","3,515","1,660","2,152","4,918","1,094","3,352","1,033","2,199","2,073",913,"3,235"
2021년03월_계_70~79세,"24,687",869,862,994,413,282,346,531,525,569,523,625,828,588,396,315,554,481,898,"1,910",864,"1,735","2,580",598,"1,334",589,959,"1,454",518,"1,547"
2021년03월_계_80~89세,"12,585",501,502,599,240,219,217,323,334,360,325,310,525,423,273,218,212,198,435,886,350,674,"1,186",244,592,233,422,700,282,802
2021년03월_계_90~99세,"2,066",85,86,106,54,45,40,59,42,54,47,43,108,80,57,31,47,29,55,106,49,88,194,31,111,37,64,132,77,109
2021년03월_계_100세 이상,94,5,2,9,3,2,3,0,1,4,2,2,7,2,3,3,4,1,2,7,0,3,6,2,3,0,4,10,3,1
2021년03월_남_총인구수,"139,763","3,391","3,874","3,622","1,136",797,984,"1,330","1,626","1,482","1,671","2,766","2,248","2,361","1,333",781,"1,810","2,550","3,616","11,135","4,775","5,942","18,482","4,247","11,413","7,026","12,346","7,888","3,472","15,659"
