카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2021년10월_계_60~69세,"117,870","10,127","13,803","6,235","17,757","9,540","13,089","9,440","12,273","12,927","12,679"
2021년10월_계_70~79세,"47,392","4,624","5,957","2,386","6,023","2,970","5,823","3,999","5,318","5,417","4,875"
2021년10월_계_80~89세,"20,761","1,768","2,537","1,081","2,699","1,342","2,466","1,636","2,379","2,641","2,212"
2021년10월_계_90~99세,"3,206",261,326,193,483,251,373,243,382,366,328
2021년10월_계_100세 이상,153,13,25,13,22,5,19,12,22,8,14
2021년10월_남_총인구수,"400,375","32,363","44,486","20,284","62,367","42,023","40,468","27,752","46,538","41,431","42,663"
2021년10월_남_연령구간인구수,"400,375","32,363","44,486","20,284","62,367","42,023","40,468","27,752","46,538","41,431","42,663"
2021년10월_남_0~9세,"27,556","1,548","2,656","1,333","4,724","3,875","2,295","1,897","4,721","2,107","2,400"
2021년10월_남_10~19세,"34,984","1,916","3,617","1,963","5,520","4,924","3,245","2,073","4,677","3,515","3,534"
2021년10월_남_20~29세,"58,447","5,105","6,586","3,012","9,141","6,052","5,952","3,927","5,614","6,458","6,600"
2021년10월_남_30~39세,"58,037","5,100","6,128","2,685","10,379","5,902","6,007","4,228","6,617","5,192","5,799"
2021년10월_남_40~49세,"63,359","5,139","6,975","3,054","9,718","7,000","6,180","3,877","8,792","6,055","6,569"
2021년10월_남_50~59세,"70,332","5,852","8,128","3,576","10,211","7,374","6,967","4,627","6,866","8,321","8,410"
2021년10월_남_60~69세,"57,811","4,854","6,652","3,081","8,861","4,974","6,139","4,569","5,840","6,459","6,382"
2021년10월_남_70~79세,"22,043","2,178","2,756","1,169","2,846","1,435","2,680","1,907","2,490","2,381","2,201"
2021년10월_남_80~89세,"7,030",620,894,354,864,428,917,582,824,857,690
2021년10월_남_90~99세,740,49,88,53,99,57,81,62,90,86,75
2021년10월_남_100세 이상,36,2,6,4,4,2,5,3,7,0,3
2021년10월_여_총인구수,"407,672","31,190","44,577","20,778","66,874","43,560","41,377","28,524","48,552","41,405","40,835"
2021년10월_여_연령구간인구수,"407,672","31,190","44,577","20,778","66,874","43,560","41,377","28,524","48,552","41,405","40,835"
2021년10월_여_0~9세,"26,017","1,335","2,520","1,244","4,506","3,660","2,208","1,772","4,427","2,043","2,302"
2021년10월_여_10~19세,"33,296","1,850","3,355","1,846","5,389","4,739","3,010","2,089","4,680","3,206","3,132"
2021년10월_여_20~29세,"54,820","4,828","6,045","2,846","9,528","5,761","5,372","3,582","5,323","5,792","5,743"
2021년10월_여_30~39세,"54,732","4,170","5,674","2,577","10,587","6,381","5,244","3,787","6,970","4,506","4,836"
2021년10월_여_40~49세,"62,311","4,242","6,459","3,138","10,575","7,887","5,939","3,836","8,546","5,851","5,838"
2021년10월_여_50~59세,"74,774","5,675","8,272","3,880","11,979","7,920","7,656","5,251","7,483","8,431","8,227"
2021년10월_여_60~69세,"60,059","5,273","7,151","3,154","8,896","4,566","6,950","4,871","6,433","6,468","6,297"
2021년10월_여_70~79세,"25,349","2,446","3,201","1,217","3,177","1,535","3,143","2,092","2,828","3,036","2,674"
2021년10월_여_80~89세,"13,731","1,148","1,643",727,"1,835",914,"1,549","1,054","1,555","1,784","1,522"
2021년10월_여_90~99세,"2,466",212,238,140,384,194,292,181,292,280,253
2021년10월_여_100세 이상,117,11,19,9,18,3,14,9,15,8,11
2021년11월_계_총인구수,"807,090","63,464","89,035","41,067","129,028","85,434","81,897","56,283","94,864","82,678","83,340"
2021년11월_계_연령구간인구수,"807,090","63,464","89,035","41,067","129,028","85,434","81,897","56,283","94,864","82,678","83,340"
2021년11월_계_0~9세,"53,294","2,878","5,151","2,571","9,206","7,507","4,462","3,670","9,087","4,114","4,648"
2021년11월_계_10~19세,"68,083","3,763","6,951","3,794","10,845","9,641","6,255","4,147","9,368","6,688","6,631"
2021년11월_계_20~29세,"112,733","9,877","12,568","5,826","18,571","11,747","11,296","7,475","10,839","12,203","12,331"
2021년11월_계_30~39세,"112,615","9,268","11,805","5,273","20,928","12,273","11,303","8,019","13,483","9,667","10,596"
2021년11월_계_40~49세,"125,436","9,353","13,451","6,182","20,200","14,853","12,103","7,721","17,328","11,855","12,390"
2021년11월_계_50~59세,"144,952","11,508","16,383","7,456","22,193","15,243","14,651","9,854","14,375","16,712","16,577"
2021년11월_계_60~69세,"118,321","10,146","13,848","6,275","17,843","9,597","13,145","9,479","12,284","12,974","12,730"
2021년11월_계_70~79세,"47,405","4,629","5,973","2,380","6,031","2,968","5,831","4,004","5,309","5,417","4,863"
2021년11월_계_80~89세,"20,877","1,772","2,556","1,097","2,707","1,350","2,460","1,652","2,381","2,665","2,237"
2021년11월_계_90~99세,"3,222",258,325,200,482,250,373,249,388,374,323
2021년11월_계_100세 이상,152,12,24,13,22,5,18,13,22,9,14
2021년11월_남_총인구수,"399,933","32,331","44,486","20,266","62,277","41,950","40,499","27,774","46,423","41,338","42,589"
2021년11월_남_연령구간인구수,"399,933","32,331","44,486","20,266","62,277","41,950","40,499","27,774","46,423","41,338","42,589"
2021년11월_남_0~9세,"27,433","1,548","2,639","1,321","4,702","3,874","2,271","1,907","4,694","2,088","2,389"
2021년11월_남_10~19세,"34,877","1,922","3,609","1,955","5,487","4,908","3,239","2,068","4,675","3,504","3,510"
2021년11월_남_20~29세,"58,154","5,051","6,574","2,999","9,093","6,010","5,935","3,909","5,566","6,420","6,597"
2021년11월_남_30~39세,"57,977","5,127","6,113","2,689","10,360","5,895","6,039","4,239","6,551","5,182","5,782"
2021년11월_남_40~49세,"63,257","5,121","6,995","3,045","9,681","6,975","6,168","3,894","8,790","6,025","6,563"
2021년11월_남_50~59세,"70,284","5,847","8,122","3,582","10,233","7,371","6,968","4,592","6,895","8,307","8,367"
2021년11월_남_60~69세,"58,032","4,859","6,685","3,092","8,894","4,990","6,184","4,598","5,847","6,473","6,410"
2021년11월_남_70~79세,"22,063","2,182","2,759","1,167","2,854","1,439","2,697","1,909","2,486","2,378","2,192"
2021년11월_남_80~89세,"7,076",624,897,358,871,431,912,588,818,876,701
2021년11월_남_90~99세,743,48,86,54,98,55,82,66,94,85,75
2021년11월_남_100세 이상,37,2,7,4,4,2,4,4,7,0,3
2021년11월_여_총인구수,"407,157","31,133","44,549","20,801","66,751","43,484","41,398","28,509","48,441","41,340","40,751"
2021년11월_여_연령구간인구수,"407,157","31,133","44,549","20,801","66,751","43,484","41,398","28,509","48,441","41,340","40,751"
2021년11월_여_0~9세,"25,861","1,330","2,512","1,250","4,504","3,633","2,191","1,763","4,393","2,026","2,259"
2021년11월_여_10~19세,"33,206","1,841","3,342","1,839","5,358","4,733","3,016","2,079","4,693","3,184","3,121"
2021년11월_여_20~29세,"54,579","4,826","5,994","2,827","9,478","5,737","5,361","3,566","5,273","5,783","5,734"
2021년11월_여_30~39세,"54,638","4,141","5,692","2,584","10,568","6,378","5,264","3,780","6,932","4,485","4,814"
2021년11월_여_40~49세,"62,179","4,232","6,456","3,137","10,519","7,878","5,935","3,827","8,538","5,830","5,827"
2021년11월_여_50~59세,"74,668","5,661","8,261","3,874","11,960","7,872","7,683","5,262","7,480","8,405","8,210"
2021년11월_여_60~69세,"60,289","5,287","7,163","3,183","8,949","4,607","6,961","4,881","6,437","6,501","6,320"
2021년11월_여_70~79세,"25,342","2,447","3,214","1,213","3,177","1,529","3,134","2,095","2,823","3,039","2,671"
2021년11월_여_80~89세,"13,801","1,148","1,659",739,"1,836",919,"1,548","1,064","1,563","1,789","1,536"
2021년11월_여_90~99세,"2,479",210,239,146,384,195,291,183,294,289,248
2021년11월_여_100세 이상,115,10,17,9,18,3,14,9,15,9,11
2021년12월_계_총인구수,"806,067","63,258","89,175","41,054","128,805","85,371","81,778","56,200","94,722","82,550","83,154"
2021년12월_계_연령구간인구수,"806,067","63,258","89,175","41,054","128,805","85,371","81,778","56,200","94,722","82,550","83,154"
2021년12월_계_0~9세,"53,029","2,860","5,157","2,554","9,151","7,464","4,446","3,645","9,034","4,101","4,617"
2021년12월_계_10~19세,"67,956","3,727","6,945","3,793","10,831","9,643","6,235","4,151","9,380","6,649","6,602"
2021년12월_계_20~29세,"112,129","9,853","12,530","5,803","18,442","11,694","11,236","7,433","10,751","12,123","12,264"
2021년12월_계_30~39세,"112,466","9,210","11,862","5,282","20,921","12,249","11,260","7,993","13,454","9,649","10,586"
2021년12월_계_40~49세,"125,249","9,327","13,477","6,189","20,172","14,826","12,077","7,717","17,327","11,839","12,298"
2021년12월_계_50~59세,"144,782","11,461","16,401","7,455","22,124","15,260","14,635","9,818","14,364","16,695","16,569"
2021년12월_계_60~69세,"118,614","10,137","13,900","6,269","17,900","9,633","13,174","9,509","12,293","13,034","12,765"
2021년12월_계_70~79세,"47,504","4,632","5,985","2,399","6,042","2,986","5,853","4,013","5,335","5,384","4,875"
2021년12월_계_80~89세,"20,979","1,777","2,574","1,106","2,715","1,363","2,474","1,663","2,375","2,686","2,246"
2021년12월_계_90~99세,"3,236",266,322,200,486,247,374,247,388,382,324
2021년12월_계_100세 이상,123,8,22,4,21,6,14,11,21,8,8
2021년12월_남_총인구수,"399,484","32,206","44,568","20,263","62,203","41,937","40,442","27,745","46,354","41,269","42,497"
2021년12월_남_연령구간인구수,"399,484","32,206","44,568","20,263","62,203","41,937","40,442","27,745","46,354","41,269","42,497"
2021년12월_남_0~9세,"27,336","1,526","2,634","1,310","4,695","3,870","2,273","1,891","4,670","2,087","2,380"
2021년12월_남_10~19세,"34,805","1,902","3,614","1,958","5,465","4,905","3,226","2,082","4,688","3,477","3,488"
2021년12월_남_20~29세,"57,852","5,040","6,565","2,992","9,029","5,974","5,896","3,885","5,520","6,401","6,550"
2021년12월_남_30~39세,"57,906","5,087","6,139","2,687","10,366","5,893","6,008","4,235","6,525","5,162","5,804"
2021년12월_남_40~49세,"63,207","5,110","7,009","3,055","9,681","6,975","6,161","3,892","8,798","6,021","6,505"
2021년12월_남_50~59세,"70,156","5,828","8,114","3,575","10,201","7,363","6,962","4,581","6,890","8,289","8,353"
2021년12월_남_60~69세,"58,182","4,851","6,731","3,088","8,917","5,010","6,197","4,605","5,847","6,501","6,435"
2021년12월_남_70~79세,"22,149","2,182","2,770","1,182","2,866","1,460","2,712","1,913","2,498","2,362","2,204"
2021년12월_남_80~89세,"7,119",632,901,362,876,432,919,593,821,881,702
2021년12월_남_90~99세,745,47,84,54,103,54,85,65,91,88,74
2021년12월_남_100세 이상,27,1,7,0,4,1,3,3,6,0,2
2021년12월_여_총인구수,"406,583","31,052","44,607","20,791","66,602","43,434","41,336","28,455","48,368","41,281","40,657"
2021년12월_여_연령구간인구수,"406,583","31,052","44,607","20,791","66,602","43,434","41,336","28,455","48,368","41,281","40,657"
2021년12월_여_0~9세,"25,693","1,334","2,523","1,244","4,456","3,594","2,173","1,754","4,364","2,014","2,237"
2021년12월_여_10~19세,"33,151","1,825","3,331","1,835","5,366","4,738","3,009","2,069","4,692","3,172","3,114"
2021년12월_여_20~29세,"54,277","4,813","5,965","2,811","9,413","5,720","5,340","3,548","5,231","5,722","5,714"
2021년12월_여_30~39세,"54,560","4,123","5,723","2,595","10,555","6,356","5,252","3,758","6,929","4,487","4,782"
2021년12월_여_40~49세,"62,042","4,217","6,468","3,134","10,491","7,851","5,916","3,825","8,529","5,818","5,793"
2021년12월_여_50~59세,"74,626","5,633","8,287","3,880","11,923","7,897","7,673","5,237","7,474","8,406","8,216"
2021년12월_여_60~69세,"60,432","5,286","7,169","3,181","8,983","4,623","6,977","4,904","6,446","6,533","6,330"
2021년12월_여_70~79세,"25,355","2,450","3,215","1,217","3,176","1,526","3,141","2,100","2,837","3,022","2,671"
2021년12월_여_80~89세,"13,860","1,145","1,673",744,"1,839",931,"1,555","1,070","1,554","1,805","1,544"
2021년12월_여_90~99세,"2,491",219,238,146,383,193,289,182,297,294,250
2021년12월_여_100세 이상,96,7,15,4,17,5,11,8,15,8,6
