카테고리,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2021년09월_계_60~69세,"19,464","2,346","1,054",961,785,588,851,320,"1,013","1,180","1,142",857,"4,000","1,352",975,"1,259",781
2021년09월_계_70~79세,"12,702","1,598",716,693,619,389,602,221,867,921,851,512,"1,922",815,688,770,518
2021년09월_계_80~89세,"7,216",876,393,431,407,286,346,163,506,553,544,314,984,405,366,344,298
2021년09월_계_90~99세,866,92,49,54,51,48,53,22,57,59,67,42,108,44,41,35,44
2021년09월_계_100세 이상,22,2,1,1,1,2,1,1,1,1,3,1,4,1,1,1,0
2021년09월_남_총인구수,"51,648","5,591","2,091","1,865","1,661","1,087","1,686",606,"2,131","3,052","2,290","1,608","13,956","4,886","2,340","4,590","2,208"
2021년09월_남_연령구간인구수,"51,648","5,591","2,091","1,865","1,661","1,087","1,686",606,"2,131","3,052","2,290","1,608","13,956","4,886","2,340","4,590","2,208"
2021년09월_남_0~9세,"2,837",199,60,56,38,29,35,8,62,130,36,37,"1,158",377,71,419,122
2021년09월_남_10~19세,"3,545",263,71,101,53,47,97,19,79,113,66,39,"1,460",479,132,423,103
2021년09월_남_20~29세,"5,711",501,159,121,121,63,119,45,151,556,149,108,"1,896",695,257,544,226
2021년09월_남_30~39세,"4,961",410,155,121,92,45,94,23,113,248,130,118,"1,741",566,207,648,250
2021년09월_남_40~49세,"6,793",671,221,186,161,98,147,37,219,306,235,162,"2,225",769,305,755,296
2021년09월_남_50~59세,"9,659","1,256",388,363,339,211,333,134,388,451,441,329,"2,537",818,477,740,454
2021년09월_남_60~69세,"9,827","1,223",549,463,435,316,443,183,511,624,612,457,"1,843",682,467,601,418
2021년09월_남_70~79세,"5,757",748,351,300,283,177,295,96,401,428,426,236,804,353,299,326,234
2021년09월_남_80~89세,"2,358",296,127,147,125,95,110,54,189,182,181,110,271,138,115,123,95
2021년09월_남_90~99세,195,23,10,6,14,5,13,7,18,14,13,11,21,9,10,11,10
2021년09월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년09월_여_총인구수,"50,022","5,105","1,932","1,930","1,505","1,109","1,526",612,"2,063","2,595","2,121","1,450","14,372","4,795","2,346","4,684","1,877"
2021년09월_여_연령구간인구수,"50,022","5,105","1,932","1,930","1,505","1,109","1,526",612,"2,063","2,595","2,121","1,450","14,372","4,795","2,346","4,684","1,877"
2021년09월_여_0~9세,"2,749",174,42,42,26,23,43,7,52,114,42,45,"1,156",337,77,454,115
2021년09월_여_10~19세,"3,052",186,58,98,40,42,32,16,64,100,61,42,"1,291",458,127,352,85
2021년09월_여_20~29세,"3,990",378,108,82,45,48,58,35,96,167,94,89,"1,449",535,219,463,124
2021년09월_여_30~39세,"4,184",320,102,85,64,36,68,16,93,173,83,69,"1,606",513,158,628,170
2021년09월_여_40~49세,"5,562",484,127,138,99,63,84,25,128,192,152,83,"2,245",669,201,699,173
2021년09월_여_50~59세,"8,357",940,319,262,225,178,249,126,305,383,315,211,"2,546",848,384,740,326
2021년09월_여_60~69세,"9,637","1,123",505,498,350,272,408,137,502,556,530,400,"2,157",670,508,658,363
2021년09월_여_70~79세,"6,945",850,365,393,336,212,307,125,466,493,425,276,"1,118",462,389,444,284
2021년09월_여_80~89세,"4,858",580,266,284,282,191,236,109,317,371,363,204,713,267,251,221,203
2021년09월_여_90~99세,671,69,39,48,37,43,40,15,39,45,54,31,87,35,31,24,34
2021년09월_여_100세 이상,17,1,1,0,1,1,1,1,1,1,2,0,4,1,1,1,0
2021년10월_계_총인구수,"101,681","10,667","4,019","3,781","3,153","2,191","3,202","1,208","4,194","5,647","4,412","3,074","28,285","9,729","4,666","9,353","4,100"
2021년10월_계_연령구간인구수,"101,681","10,667","4,019","3,781","3,153","2,191","3,202","1,208","4,194","5,647","4,412","3,074","28,285","9,729","4,666","9,353","4,100"
2021년10월_계_0~9세,"5,595",362,103,99,65,53,78,15,110,245,77,83,"2,310",743,143,873,236
2021년10월_계_10~19세,"6,539",452,130,193,91,86,126,32,143,213,124,81,"2,719",931,255,772,191
2021년10월_계_20~29세,"9,685",873,267,194,162,111,174,79,253,709,250,198,"3,343","1,233",470,"1,020",349
2021년10월_계_30~39세,"9,108",712,256,206,153,77,162,40,205,420,213,192,"3,321","1,085",361,"1,291",414
2021년10월_계_40~49세,"12,298","1,143",344,321,257,159,224,58,340,499,377,250,"4,473","1,432",496,"1,452",473
2021년10월_계_50~59세,"18,075","2,194",701,624,568,394,582,259,702,842,760,540,"5,072","1,672",869,"1,508",788
2021년10월_계_60~69세,"19,532","2,364","1,059",968,785,584,853,323,"1,005","1,181","1,140",861,"4,013","1,359",972,"1,279",786
2021년10월_계_70~79세,"12,715","1,591",714,691,612,391,604,213,866,923,857,509,"1,940",817,691,782,514
2021년10월_계_80~89세,"7,234",882,395,431,407,284,347,165,511,554,544,316,980,410,364,341,303
2021년10월_계_90~99세,877,92,49,53,52,50,51,23,58,59,67,43,110,46,44,34,46
2021년10월_계_100세 이상,23,2,1,1,1,2,1,1,1,2,3,1,4,1,1,1,0
2021년10월_남_총인구수,"51,675","5,578","2,088","1,862","1,655","1,085","1,686",602,"2,138","3,044","2,294","1,618","13,946","4,893","2,334","4,636","2,216"
2021년10월_남_연령구간인구수,"51,675","5,578","2,088","1,862","1,655","1,085","1,686",602,"2,138","3,044","2,294","1,618","13,946","4,893","2,334","4,636","2,216"
2021년10월_남_0~9세,"2,836",190,59,56,37,29,36,8,61,126,35,37,"1,158",390,70,425,119
2021년10월_남_10~19세,"3,510",266,71,98,53,45,96,17,82,112,64,40,"1,438",477,128,417,106
2021년10월_남_20~29세,"5,713",494,161,116,117,65,118,44,152,546,153,108,"1,906",698,255,553,227
2021년10월_남_30~39세,"4,929",404,154,120,91,42,93,24,113,246,131,119,"1,725",558,207,657,245
2021년10월_남_40~49세,"6,772",665,220,186,159,98,148,35,214,305,229,168,"2,230",764,295,757,299
2021년10월_남_50~59세,"9,699","1,257",384,364,342,214,330,132,400,455,446,330,"2,529",819,486,750,461
2021년10월_남_60~69세,"9,872","1,236",554,467,434,312,446,186,509,626,610,458,"1,854",684,467,609,420
2021년10월_남_70~79세,"5,773",741,349,300,282,181,294,93,398,432,432,236,815,355,299,334,232
2021년10월_남_80~89세,"2,366",301,127,148,125,93,112,55,191,182,179,110,270,138,116,122,97
2021년10월_남_90~99세,199,23,9,6,15,5,13,8,18,14,14,11,21,10,11,11,10
2021년10월_남_100세 이상,6,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
2021년10월_여_총인구수,"50,006","5,089","1,931","1,919","1,498","1,106","1,516",606,"2,056","2,603","2,118","1,456","14,339","4,836","2,332","4,717","1,884"
2021년10월_여_연령구간인구수,"50,006","5,089","1,931","1,919","1,498","1,106","1,516",606,"2,056","2,603","2,118","1,456","14,339","4,836","2,332","4,717","1,884"
2021년10월_여_0~9세,"2,759",172,44,43,28,24,42,7,49,119,42,46,"1,152",353,73,448,117
2021년10월_여_10~19세,"3,029",186,59,95,38,41,30,15,61,101,60,41,"1,281",454,127,355,85
2021년10월_여_20~29세,"3,972",379,106,78,45,46,56,35,101,163,97,90,"1,437",535,215,467,122
2021년10월_여_30~39세,"4,179",308,102,86,62,35,69,16,92,174,82,73,"1,596",527,154,634,169
2021년10월_여_40~49세,"5,526",478,124,135,98,61,76,23,126,194,148,82,"2,243",668,201,695,174
2021년10월_여_50~59세,"8,376",937,317,260,226,180,252,127,302,387,314,210,"2,543",853,383,758,327
2021년10월_여_60~69세,"9,660","1,128",505,501,351,272,407,137,496,555,530,403,"2,159",675,505,670,366
2021년10월_여_70~79세,"6,942",850,365,391,330,210,310,120,468,491,425,273,"1,125",462,392,448,282
2021년10월_여_80~89세,"4,868",581,268,283,282,191,235,110,320,372,365,206,710,272,248,219,206
2021년10월_여_90~99세,678,69,40,47,37,45,38,15,40,45,53,32,89,36,33,23,36
2021년10월_여_100세 이상,17,1,1,0,1,1,1,1,1,2,2,0,4,1,1,0,0
2021년11월_계_총인구수,"101,703","10,685","4,032","3,779","3,179","2,180","3,192","1,204","4,188","5,625","4,402","3,078","28,246","9,701","4,646","9,459","4,107"
2021년11월_계_연령구간인구수,"101,703","10,685","4,032","3,779","3,179","2,180","3,192","1,204","4,188","5,625","4,402","3,078","28,246","9,701","4,646","9,459","4,107"
2021년11월_계_0~9세,"5,569",366,105,97,64,50,79,15,110,245,73,82,"2,288",746,147,869,233
2021년11월_계_10~19세,"6,542",451,130,192,88,86,125,32,142,215,127,80,"2,700",939,253,784,198
2021년11월_계_20~29세,"9,647",872,269,190,176,110,172,76,251,686,250,202,"3,326","1,211",464,"1,044",348
2021년11월_계_30~39세,"9,115",718,256,208,151,78,162,43,203,415,209,196,"3,330","1,070",351,"1,311",414
2021년11월_계_40~49세,"12,260","1,139",340,324,260,158,215,58,337,502,375,252,"4,445","1,427",503,"1,452",473
2021년11월_계_50~59세,"18,075","2,191",703,618,571,390,590,252,703,840,760,537,"5,079","1,669",862,"1,526",784
2021년11월_계_60~69세,"19,611","2,378","1,060",969,793,583,850,324,"1,008","1,183","1,139",856,"4,044","1,361",965,"1,303",795
2021년11월_계_70~79세,"12,729","1,584",721,691,611,393,601,214,864,922,854,515,"1,938",823,693,794,511
2021년11월_계_80~89세,"7,252",887,398,433,414,282,347,166,509,555,543,315,981,411,363,342,306
2021년11월_계_90~99세,882,97,49,56,50,48,50,24,59,60,69,42,112,44,44,33,45
2021년11월_계_100세 이상,21,2,1,1,1,2,1,0,2,2,3,1,3,0,1,1,0
2021년11월_남_총인구수,"51,660","5,590","2,098","1,860","1,674","1,080","1,680",599,"2,130","3,025","2,289","1,617","13,917","4,875","2,330","4,676","2,220"
2021년11월_남_연령구간인구수,"51,660","5,590","2,098","1,860","1,674","1,080","1,680",599,"2,130","3,025","2,289","1,617","13,917","4,875","2,330","4,676","2,220"
2021년11월_남_0~9세,"2,835",196,60,54,37,27,35,8,63,124,34,38,"1,150",395,74,422,118
2021년11월_남_10~19세,"3,493",263,71,98,51,46,96,17,79,111,67,39,"1,424",478,129,415,109
2021년11월_남_20~29세,"5,690",496,161,113,128,63,117,43,152,528,149,109,"1,892",691,252,568,228
2021년11월_남_30~39세,"4,921",406,154,122,90,43,93,24,110,241,129,120,"1,725",547,205,665,247
2021년11월_남_40~49세,"6,742",664,220,187,162,97,140,36,209,308,229,169,"2,215",757,298,753,298
2021년11월_남_50~59세,"9,697","1,257",385,362,339,213,337,130,396,455,443,326,"2,536",818,482,763,455
2021년11월_남_60~69세,"9,902","1,244",555,464,441,313,443,184,515,625,611,455,"1,869",682,462,615,424
2021년11월_남_70~79세,"5,800",739,353,303,282,182,295,95,397,434,432,238,816,357,301,342,234
2021년11월_남_80~89세,"2,372",300,129,149,129,90,111,53,189,185,180,111,270,141,116,122,97
2021년11월_남_90~99세,202,24,10,7,15,5,13,9,20,14,14,11,20,9,11,10,10
2021년11월_남_100세 이상,6,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
2021년11월_여_총인구수,"50,043","5,095","1,934","1,919","1,505","1,100","1,512",605,"2,058","2,600","2,113","1,461","14,329","4,826","2,316","4,783","1,887"
2021년11월_여_연령구간인구수,"50,043","5,095","1,934","1,919","1,505","1,100","1,512",605,"2,058","2,600","2,113","1,461","14,329","4,826","2,316","4,783","1,887"
2021년11월_여_0~9세,"2,734",170,45,43,27,23,44,7,47,121,39,44,"1,138",351,73,447,115
2021년11월_여_10~19세,"3,049",188,59,94,37,40,29,15,63,104,60,41,"1,276",461,124,369,89
2021년11월_여_20~29세,"3,957",376,108,77,48,47,55,33,99,158,101,93,"1,434",520,212,476,120
2021년11월_여_30~39세,"4,194",312,102,86,61,35,69,19,93,174,80,76,"1,605",523,146,646,167
2021년11월_여_40~49세,"5,518",475,120,137,98,61,75,22,128,194,146,83,"2,230",670,205,699,175
2021년11월_여_50~59세,"8,378",934,318,256,232,177,253,122,307,385,317,211,"2,543",851,380,763,329
2021년11월_여_60~69세,"9,709","1,134",505,505,352,270,407,140,493,558,528,401,"2,175",679,503,688,371
2021년11월_여_70~79세,"6,929",845,368,388,329,211,306,119,467,488,422,277,"1,122",466,392,452,277
2021년11월_여_80~89세,"4,880",587,269,284,285,192,236,113,320,370,363,204,711,270,247,220,209
2021년11월_여_90~99세,680,73,39,49,35,43,37,15,39,46,55,31,92,35,33,23,35
2021년11월_여_100세 이상,15,1,1,0,1,1,1,0,2,2,2,0,3,0,1,0,0
2021년12월_계_총인구수,"101,888","10,664","4,045","3,753","3,209","2,179","3,239","1,203","4,190","5,596","4,419","3,131","28,259","9,688","4,669","9,530","4,114"
2021년12월_계_연령구간인구수,"101,888","10,664","4,045","3,753","3,209","2,179","3,239","1,203","4,190","5,596","4,419","3,131","28,259","9,688","4,669","9,530","4,114"
2021년12월_계_0~9세,"5,527",362,105,97,63,51,79,14,112,231,74,79,"2,266",747,139,873,235
2021년12월_계_10~19세,"6,547",440,129,186,89,88,128,33,139,220,123,81,"2,703",935,266,790,197
2021년12월_계_20~29세,"9,646",860,271,184,178,111,183,71,249,672,254,199,"3,331","1,208",472,"1,056",347
2021년12월_계_30~39세,"9,149",720,252,207,159,82,167,47,202,410,210,205,"3,317","1,080",349,"1,329",413
2021년12월_계_40~49세,"12,245","1,118",345,319,263,157,223,59,332,499,375,257,"4,451","1,415",507,"1,449",476
2021년12월_계_50~59세,"18,106","2,192",713,613,573,388,594,250,704,833,766,557,"5,075","1,660",867,"1,541",780
2021년12월_계_60~69세,"19,721","2,386","1,062",963,803,582,872,327,"1,010","1,191","1,146",876,"4,068","1,359",963,"1,317",796
2021년12월_계_70~79세,"12,741","1,590",720,693,609,392,595,213,866,923,857,523,"1,940",818,697,787,518
2021년12월_계_80~89세,"7,291",896,397,432,421,278,349,164,511,557,544,311,991,419,360,353,308
2021년12월_계_90~99세,894,98,49,58,50,48,47,25,63,58,69,42,114,47,48,34,44
2021년12월_계_100세 이상,21,2,2,1,1,2,2,0,2,2,1,1,3,0,1,1,0
2021년12월_남_총인구수,"51,737","5,588","2,110","1,843","1,686","1,081","1,705",595,"2,132","3,009","2,298","1,652","13,929","4,855","2,328","4,702","2,224"
2021년12월_남_연령구간인구수,"51,737","5,588","2,110","1,843","1,686","1,081","1,705",595,"2,132","3,009","2,298","1,652","13,929","4,855","2,328","4,702","2,224"
2021년12월_남_0~9세,"2,811",193,60,54,36,28,36,7,65,117,35,38,"1,142",398,68,417,117
2021년12월_남_10~19세,"3,490",256,69,96,52,47,96,17,79,113,66,39,"1,431",478,128,414,109
2021년12월_남_20~29세,"5,668",491,160,109,130,62,120,41,150,515,148,111,"1,886",685,253,578,229
2021년12월_남_30~39세,"4,955",412,150,120,95,47,96,26,109,240,127,124,"1,736",549,203,675,246
2021년12월_남_40~49세,"6,730",658,227,184,163,95,145,34,207,306,232,171,"2,212",746,302,750,298
2021년12월_남_50~59세,"9,695","1,252",392,359,338,212,343,129,396,456,447,333,"2,526",812,480,767,453
2021년12월_남_60~69세,"9,974","1,249",562,462,444,312,453,186,515,625,614,474,"1,885",678,463,624,428
2021년12월_남_70~79세,"5,805",743,350,303,280,181,291,95,398,438,434,243,815,355,304,338,237
2021년12월_남_80~89세,"2,396",308,130,147,131,91,111,51,193,185,180,108,275,145,115,128,98
2021년12월_남_90~99세,208,25,10,8,17,5,14,9,20,14,15,10,21,9,12,10,9
2021년12월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2021년12월_여_총인구수,"50,151","5,076","1,935","1,910","1,523","1,098","1,534",608,"2,058","2,587","2,121","1,479","14,330","4,833","2,341","4,828","1,890"
2021년12월_여_연령구간인구수,"50,151","5,076","1,935","1,910","1,523","1,098","1,534",608,"2,058","2,587","2,121","1,479","14,330","4,833","2,341","4,828","1,890"
2021년12월_여_0~9세,"2,716",169,45,43,27,23,43,7,47,114,39,41,"1,124",349,71,456,118
2021년12월_여_10~19세,"3,057",184,60,90,37,41,32,16,60,107,57,42,"1,272",457,138,376,88
2021년12월_여_20~29세,"3,978",369,111,75,48,49,63,30,99,157,106,88,"1,445",523,219,478,118
2021년12월_여_30~39세,"4,194",308,102,87,64,35,71,21,93,170,83,81,"1,581",531,146,654,167
2021년12월_여_40~49세,"5,515",460,118,135,100,62,78,25,125,193,143,86,"2,239",669,205,699,178
2021년12월_여_50~59세,"8,411",940,321,254,235,176,251,121,308,377,319,224,"2,549",848,387,774,327
2021년12월_여_60~69세,"9,747","1,137",500,501,359,270,419,141,495,566,532,402,"2,183",681,500,693,368
2021년12월_여_70~79세,"6,936",847,370,390,329,211,304,118,468,485,423,280,"1,125",463,393,449,281
2021년12월_여_80~89세,"4,895",588,267,285,290,187,238,113,318,372,364,203,716,274,245,225,210
2021년12월_여_90~99세,686,73,39,50,33,43,33,16,43,44,54,32,93,38,36,24,35
2021년12월_여_100세 이상,16,1,2,0,1,1,2,0,2,2,1,0,3,0,1,0,0
