카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2021년06월_남_80~89세,"3,173",576,228,106,222,152,158,339,149,71,245,256,474,197
2021년06월_남_90~99세,256,44,19,10,24,20,20,18,18,3,13,19,30,18
2021년06월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년06월_여_총인구수,"176,378","61,154","17,293","1,627","6,250","3,945","5,398","17,159","10,501","4,515","13,523","10,198","15,710","9,105"
2021년06월_여_연령구간인구수,"176,378","61,154","17,293","1,627","6,250","3,945","5,398","17,159","10,501","4,515","13,523","10,198","15,710","9,105"
2021년06월_여_0~9세,"16,525","7,729","2,280",34,250,84,227,"1,199",639,374,"1,093",667,"1,150",799
2021년06월_여_10~19세,"16,838","6,276","1,425",56,408,267,253,"1,984",851,546,"1,586",883,"1,541",762
2021년06월_여_20~29세,"18,556","7,066","1,474",62,514,311,578,"2,124","1,265",476,"1,335",979,"1,451",921
2021년06월_여_30~39세,"23,419","10,479","3,062",74,445,233,523,"1,655","1,255",491,"1,455","1,077","1,519","1,151"
2021년06월_여_40~49세,"30,133","11,213","3,003",110,749,426,643,"3,270","1,616",807,"2,507","1,680","2,643","1,466"
2021년06월_여_50~59세,"29,093","8,646","2,369",268,"1,280",868,"1,123","3,193","2,314",728,"2,252","1,861","2,558","1,633"
2021년06월_여_60~69세,"23,057","5,863","2,229",468,"1,318",892,"1,184","1,931","1,490",608,"1,857","1,578","2,376","1,263"
2021년06월_여_70~79세,"11,811","2,454",947,315,786,467,552,"1,210",644,293,948,898,"1,602",695
2021년06월_여_80~89세,"6,001","1,221",427,204,421,322,275,523,365,166,420,517,784,356
2021년06월_여_90~99세,914,203,76,35,75,66,40,69,60,26,67,56,84,57
2021년06월_여_100세 이상,31,4,1,1,4,9,0,1,2,0,3,2,2,2
2021년07월_계_총인구수,"353,981","120,988","35,093","3,369","12,753","8,283","11,566","33,223","22,116","9,028","28,384","20,398","30,666","18,114"
2021년07월_계_연령구간인구수,"353,981","120,988","35,093","3,369","12,753","8,283","11,566","33,223","22,116","9,028","28,384","20,398","30,666","18,114"
2021년07월_계_0~9세,"33,609","15,666","4,705",78,501,170,461,"2,425","1,322",720,"2,215","1,367","2,340","1,639"
2021년07월_계_10~19세,"34,609","12,866","2,907",114,806,591,595,"4,138","1,761","1,017","3,276","1,802","3,175","1,561"
2021년07월_계_20~29세,"40,020","14,012","3,162",155,"1,256",815,"1,423","4,504","3,118","1,017","3,172","2,192","3,185","2,009"
2021년07월_계_30~39세,"48,100","20,693","6,171",198,"1,067",560,"1,286","3,256","2,986","1,065","3,147","2,241","3,012","2,418"
2021년07월_계_40~49세,"61,283","22,510","6,519",277,"1,573",899,"1,466","5,953","3,416","1,633","5,372","3,394","5,373","2,898"
2021년07월_계_50~59세,"58,772","17,046","4,717",587,"2,665","1,807","2,398","6,264","4,539","1,528","4,945","3,870","5,168","3,238"
2021년07월_계_60~69세,"45,542","11,547","4,273",974,"2,743","1,949","2,402","3,638","3,198","1,233","3,745","3,101","4,268","2,471"
2021년07월_계_70~79세,"21,619","4,599","1,886",626,"1,391",919,"1,039","2,083","1,180",543,"1,758","1,583","2,766","1,246"
2021년07월_계_80~89세,"9,223","1,804",655,314,649,475,436,872,516,243,668,773,"1,258",560
2021년07월_계_90~99세,"1,169",241,97,45,98,89,60,88,77,29,82,73,118,72
2021년07월_계_100세 이상,35,4,1,1,4,9,0,2,3,0,4,2,3,2
2021년07월_남_총인구수,"177,443","59,772","17,791","1,738","6,507","4,334","6,161","16,064","11,626","4,521","14,820","10,206","14,933","8,970"
2021년07월_남_연령구간인구수,"177,443","59,772","17,791","1,738","6,507","4,334","6,161","16,064","11,626","4,521","14,820","10,206","14,933","8,970"
2021년07월_남_0~9세,"17,158","7,960","2,437",44,254,90,236,"1,230",683,349,"1,126",708,"1,202",839
2021년07월_남_10~19세,"17,746","6,564","1,478",59,403,318,343,"2,163",916,466,"1,693",914,"1,624",805
2021년07월_남_20~29세,"21,472","6,967","1,691",95,742,497,846,"2,379","1,855",544,"1,825","1,220","1,726","1,085"
2021년07월_남_30~39세,"24,728","10,238","3,115",124,619,330,763,"1,600","1,741",582,"1,690","1,173","1,494","1,259"
2021년07월_남_40~49세,"31,163","11,284","3,510",164,835,476,824,"2,707","1,816",831,"2,849","1,705","2,733","1,429"
2021년07월_남_50~59세,"29,644","8,387","2,346",319,"1,392",944,"1,278","3,051","2,225",795,"2,690","2,018","2,603","1,596"
2021년07월_남_60~69세,"22,294","5,614","2,027",502,"1,413","1,055","1,205","1,702","1,690",623,"1,873","1,510","1,889","1,191"
2021년07월_남_70~79세,"9,783","2,138",938,312,600,450,486,871,533,255,815,681,"1,154",550
2021년07월_남_80~89세,"3,194",577,230,109,225,152,160,341,151,73,244,258,475,199
2021년07월_남_90~99세,258,43,19,10,24,22,20,19,16,3,14,19,32,17
2021년07월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년07월_여_총인구수,"176,538","61,216","17,302","1,631","6,246","3,949","5,405","17,159","10,490","4,507","13,564","10,192","15,733","9,144"
2021년07월_여_연령구간인구수,"176,538","61,216","17,302","1,631","6,246","3,949","5,405","17,159","10,490","4,507","13,564","10,192","15,733","9,144"
2021년07월_여_0~9세,"16,451","7,706","2,268",34,247,80,225,"1,195",639,371,"1,089",659,"1,138",800
2021년07월_여_10~19세,"16,863","6,302","1,429",55,403,273,252,"1,975",845,551,"1,583",888,"1,551",756
2021년07월_여_20~29세,"18,548","7,045","1,471",60,514,318,577,"2,125","1,263",473,"1,347",972,"1,459",924
2021년07월_여_30~39세,"23,372","10,455","3,056",74,448,230,523,"1,656","1,245",483,"1,457","1,068","1,518","1,159"
2021년07월_여_40~49세,"30,120","11,226","3,009",113,738,423,642,"3,246","1,600",802,"2,523","1,689","2,640","1,469"
2021년07월_여_50~59세,"29,128","8,659","2,371",268,"1,273",863,"1,120","3,213","2,314",733,"2,255","1,852","2,565","1,642"
2021년07월_여_60~69세,"23,248","5,933","2,246",472,"1,330",894,"1,197","1,936","1,508",610,"1,872","1,591","2,379","1,280"
2021년07월_여_70~79세,"11,836","2,461",948,314,791,469,553,"1,212",647,288,943,902,"1,612",696
2021년07월_여_80~89세,"6,029","1,227",425,205,424,323,276,531,365,170,424,515,783,361
2021년07월_여_90~99세,911,198,78,35,74,67,40,69,61,26,68,54,86,55
2021년07월_여_100세 이상,32,4,1,1,4,9,0,1,3,0,3,2,2,2
2021년08월_계_총인구수,"353,798","120,965","35,089","3,357","12,743","8,245","11,532","33,164","22,070","9,000","28,430","20,434","30,614","18,155"
2021년08월_계_연령구간인구수,"353,798","120,965","35,089","3,357","12,743","8,245","11,532","33,164","22,070","9,000","28,430","20,434","30,614","18,155"
2021년08월_계_0~9세,"33,407","15,593","4,675",78,489,166,452,"2,405","1,313",708,"2,184","1,367","2,324","1,653"
2021년08월_계_10~19세,"34,615","12,930","2,922",116,804,581,594,"4,108","1,746","1,012","3,287","1,801","3,170","1,544"
2021년08월_계_20~29세,"39,836","13,912","3,149",153,"1,254",801,"1,413","4,500","3,077","1,017","3,181","2,200","3,159","2,020"
2021년08월_계_30~39세,"47,887","20,645","6,117",195,"1,055",561,"1,269","3,232","2,987","1,057","3,141","2,234","2,984","2,410"
2021년08월_계_40~49세,"61,271","22,540","6,555",273,"1,557",887,"1,459","5,936","3,409","1,626","5,368","3,395","5,371","2,895"
2021년08월_계_50~59세,"58,852","17,067","4,732",583,"2,676","1,803","2,399","6,257","4,533","1,526","4,985","3,879","5,170","3,242"
2021년08월_계_60~69세,"45,747","11,605","4,284",975,"2,760","1,952","2,413","3,669","3,216","1,238","3,765","3,112","4,257","2,501"
2021년08월_계_70~79세,"21,679","4,618","1,890",625,"1,393",921,"1,035","2,082","1,185",544,"1,761","1,590","2,785","1,250"
2021년08월_계_80~89세,"9,285","1,809",667,313,652,474,439,883,522,239,672,779,"1,271",565
2021년08월_계_90~99세,"1,184",242,97,45,99,90,59,90,79,33,82,75,120,73
2021년08월_계_100세 이상,35,4,1,1,4,9,0,2,3,0,4,2,3,2
2021년08월_남_총인구수,"177,367","59,774","17,808","1,731","6,501","4,303","6,143","16,029","11,590","4,511","14,848","10,220","14,918","8,991"
2021년08월_남_연령구간인구수,"177,367","59,774","17,808","1,731","6,501","4,303","6,143","16,029","11,590","4,511","14,848","10,220","14,918","8,991"
2021년08월_남_0~9세,"17,067","7,931","2,425",45,252,87,231,"1,219",676,341,"1,115",704,"1,194",847
2021년08월_남_10~19세,"17,729","6,593","1,481",61,403,311,340,"2,149",899,465,"1,697",916,"1,621",793
2021년08월_남_20~29세,"21,404","6,928","1,700",93,739,490,849,"2,376","1,836",542,"1,825","1,225","1,711","1,090"
2021년08월_남_30~39세,"24,633","10,212","3,090",121,612,328,756,"1,592","1,732",583,"1,694","1,171","1,486","1,256"
2021년08월_남_40~49세,"31,160","11,300","3,530",158,822,470,816,"2,692","1,822",828,"2,843","1,711","2,738","1,430"
2021년08월_남_50~59세,"29,658","8,390","2,353",317,"1,397",934,"1,277","3,048","2,219",794,"2,710","2,009","2,612","1,598"
2021년08월_남_60~69세,"22,402","5,640","2,033",504,"1,426","1,058","1,211","1,714","1,698",625,"1,885","1,518","1,881","1,209"
2021년08월_남_70~79세,"9,817","2,155",938,313,599,451,483,872,538,257,817,684,"1,161",549
2021년08월_남_80~89세,"3,232",582,239,109,227,151,161,346,153,73,246,262,481,202
2021년08월_남_90~99세,262,43,19,10,24,23,19,20,17,3,15,20,32,17
2021년08월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년08월_여_총인구수,"176,431","61,191","17,281","1,626","6,242","3,942","5,389","17,135","10,480","4,489","13,582","10,214","15,696","9,164"
2021년08월_여_연령구간인구수,"176,431","61,191","17,281","1,626","6,242","3,942","5,389","17,135","10,480","4,489","13,582","10,214","15,696","9,164"
2021년08월_여_0~9세,"16,340","7,662","2,250",33,237,79,221,"1,186",637,367,"1,069",663,"1,130",806
2021년08월_여_10~19세,"16,886","6,337","1,441",55,401,270,254,"1,959",847,547,"1,590",885,"1,549",751
2021년08월_여_20~29세,"18,432","6,984","1,449",60,515,311,564,"2,124","1,241",475,"1,356",975,"1,448",930
2021년08월_여_30~39세,"23,254","10,433","3,027",74,443,233,513,"1,640","1,255",474,"1,447","1,063","1,498","1,154"
2021년08월_여_40~49세,"30,111","11,240","3,025",115,735,417,643,"3,244","1,587",798,"2,525","1,684","2,633","1,465"
2021년08월_여_50~59세,"29,194","8,677","2,379",266,"1,279",869,"1,122","3,209","2,314",732,"2,275","1,870","2,558","1,644"
2021년08월_여_60~69세,"23,345","5,965","2,251",471,"1,334",894,"1,202","1,955","1,518",613,"1,880","1,594","2,376","1,292"
2021년08월_여_70~79세,"11,862","2,463",952,312,794,470,552,"1,210",647,287,944,906,"1,624",701
2021년08월_여_80~89세,"6,053","1,227",428,204,425,323,278,537,369,166,426,517,790,363
2021년08월_여_90~99세,922,199,78,35,75,67,40,70,62,30,67,55,88,56
2021년08월_여_100세 이상,32,4,1,1,4,9,0,1,3,0,3,2,2,2
2021년09월_계_총인구수,"353,662","121,006","35,056","3,344","12,706","8,198","11,502","33,152","22,064","8,975","28,445","20,421","30,620","18,173"
2021년09월_계_연령구간인구수,"353,662","121,006","35,056","3,344","12,706","8,198","11,502","33,152","22,064","8,975","28,445","20,421","30,620","18,173"
2021년09월_계_0~9세,"33,283","15,573","4,645",76,492,163,451,"2,375","1,312",695,"2,174","1,363","2,306","1,658"
2021년09월_계_10~19세,"34,594","12,985","2,941",111,793,540,579,"4,106","1,739","1,011","3,287","1,798","3,161","1,543"
2021년09월_계_20~29세,"39,622","13,839","3,122",148,"1,229",789,"1,397","4,510","3,064","1,006","3,153","2,195","3,148","2,022"
2021년09월_계_30~39세,"47,630","20,524","6,062",189,"1,059",565,"1,276","3,206","2,986","1,048","3,134","2,207","2,969","2,405"
2021년09월_계_40~49세,"61,322","22,606","6,577",265,"1,543",884,"1,452","5,913","3,420","1,627","5,382","3,394","5,374","2,885"
2021년09월_계_50~59세,"59,000","17,120","4,753",590,"2,669","1,798","2,411","6,287","4,510","1,530","4,997","3,885","5,191","3,259"
2021년09월_계_60~69세,"45,896","11,653","4,285",973,"2,772","1,956","2,408","3,689","3,232","1,234","3,793","3,116","4,277","2,508"
2021년09월_계_70~79세,"21,766","4,642","1,902",632,"1,392",930,"1,031","2,090","1,194",547,"1,763","1,603","2,786","1,254"
2021년09월_계_80~89세,"9,329","1,816",673,313,652,474,439,884,527,243,676,784,"1,283",565
2021년09월_계_90~99세,"1,187",244,95,46,102,90,58,90,78,34,82,74,122,72
2021년09월_계_100세 이상,33,4,1,1,3,9,0,2,2,0,4,2,3,2
2021년09월_남_총인구수,"177,286","59,780","17,801","1,717","6,492","4,275","6,119","16,017","11,596","4,502","14,865","10,211","14,919","8,992"
2021년09월_남_연령구간인구수,"177,286","59,780","17,801","1,717","6,492","4,275","6,119","16,017","11,596","4,502","14,865","10,211","14,919","8,992"
2021년09월_남_0~9세,"17,002","7,925","2,410",44,255,86,233,"1,205",669,342,"1,110",698,"1,179",846
2021년09월_남_10~19세,"17,683","6,601","1,488",54,395,286,326,"2,148",899,460,"1,693",920,"1,619",794
2021년09월_남_20~29세,"21,326","6,906","1,693",88,726,484,838,"2,377","1,832",534,"1,815","1,222","1,713","1,098"
2021년09월_남_30~39세,"24,478","10,125","3,066",117,621,329,758,"1,576","1,735",577,"1,690","1,152","1,481","1,251"
2021년09월_남_40~49세,"31,221","11,361","3,543",155,817,474,809,"2,679","1,831",833,"2,852","1,717","2,734","1,416"
2021년09월_남_50~59세,"29,741","8,403","2,368",319,"1,394",936,"1,285","3,065","2,210",795,"2,720","2,008","2,630","1,608"
2021년09월_남_60~69세,"22,462","5,664","2,029",502,"1,435","1,056","1,208","1,722","1,707",624,"1,900","1,519","1,891","1,205"
2021년09월_남_70~79세,"9,863","2,166",944,320,597,454,483,878,541,260,820,692,"1,155",553
2021년09월_남_80~89세,"3,249",586,243,107,227,149,161,347,155,74,249,263,484,204
2021년09월_남_90~99세,258,43,17,11,25,21,18,19,17,3,15,20,32,17
2021년09월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년09월_여_총인구수,"176,376","61,226","17,255","1,627","6,214","3,923","5,383","17,135","10,468","4,473","13,580","10,210","15,701","9,181"
2021년09월_여_연령구간인구수,"176,376","61,226","17,255","1,627","6,214","3,923","5,383","17,135","10,468","4,473","13,580","10,210","15,701","9,181"
2021년09월_여_0~9세,"16,281","7,648","2,235",32,237,77,218,"1,170",643,353,"1,064",665,"1,127",812
2021년09월_여_10~19세,"16,911","6,384","1,453",57,398,254,253,"1,958",840,551,"1,594",878,"1,542",749
2021년09월_여_20~29세,"18,296","6,933","1,429",60,503,305,559,"2,133","1,232",472,"1,338",973,"1,435",924
2021년09월_여_30~39세,"23,152","10,399","2,996",72,438,236,518,"1,630","1,251",471,"1,444","1,055","1,488","1,154"
2021년09월_여_40~49세,"30,101","11,245","3,034",110,726,410,643,"3,234","1,589",794,"2,530","1,677","2,640","1,469"
2021년09월_여_50~59세,"29,259","8,717","2,385",271,"1,275",862,"1,126","3,222","2,300",735,"2,277","1,877","2,561","1,651"
2021년09월_여_60~69세,"23,434","5,989","2,256",471,"1,337",900,"1,200","1,967","1,525",610,"1,893","1,597","2,386","1,303"
2021년09월_여_70~79세,"11,903","2,476",958,312,795,476,548,"1,212",653,287,943,911,"1,631",701
2021년09월_여_80~89세,"6,080","1,230",430,206,425,325,278,537,372,169,427,521,799,361
2021년09월_여_90~99세,929,201,78,35,77,69,40,71,61,31,67,54,90,55
2021년09월_여_100세 이상,30,4,1,1,3,9,0,1,2,0,3,2,2,2
2021년10월_계_총인구수,"353,783","121,099","35,093","3,355","12,699","8,143","11,507","33,100","22,001","8,942","28,528","20,438","30,648","18,230"
2021년10월_계_연령구간인구수,"353,783","121,099","35,093","3,355","12,699","8,143","11,507","33,100","22,001","8,942","28,528","20,438","30,648","18,230"
2021년10월_계_0~9세,"33,096","15,492","4,626",73,480,162,447,"2,365","1,302",683,"2,165","1,359","2,280","1,662"
2021년10월_계_10~19세,"34,566","13,041","2,955",109,799,507,578,"4,086","1,722","1,006","3,291","1,783","3,146","1,543"
2021년10월_계_20~29세,"39,532","13,779","3,127",152,"1,219",770,"1,384","4,494","3,053","1,007","3,159","2,203","3,167","2,018"
2021년10월_계_30~39세,"47,542","20,495","6,047",181,"1,064",565,"1,288","3,204","2,971","1,031","3,138","2,211","2,931","2,416"
2021년10월_계_40~49세,"61,223","22,667","6,572",270,"1,531",872,"1,439","5,877","3,398","1,627","5,367","3,364","5,352","2,887"
2021년10월_계_50~59세,"59,255","17,152","4,786",594,"2,673","1,801","2,413","6,312","4,511","1,532","5,053","3,900","5,248","3,280"
2021년10월_계_60~69세,"46,093","11,734","4,301",976,"2,781","1,960","2,422","3,681","3,238","1,225","3,813","3,143","4,297","2,522"
2021년10월_계_70~79세,"21,829","4,655","1,909",634,"1,393",937,"1,043","2,093","1,181",554,"1,769","1,608","2,797","1,256"
2021년10월_계_80~89세,"9,423","1,835",674,320,654,470,438,895,545,243,686,788,"1,301",574
2021년10월_계_90~99세,"1,189",244,95,45,102,90,55,91,78,34,82,77,126,70
2021년10월_계_100세 이상,35,5,1,1,3,9,0,2,2,0,5,2,3,2
2021년10월_남_총인구수,"177,336","59,815","17,830","1,730","6,487","4,242","6,112","15,996","11,556","4,484","14,904","10,214","14,946","9,020"
2021년10월_남_연령구간인구수,"177,336","59,815","17,830","1,730","6,487","4,242","6,112","15,996","11,556","4,484","14,904","10,214","14,946","9,020"
2021년10월_남_0~9세,"16,931","7,886","2,401",41,250,87,230,"1,204",668,334,"1,102",700,"1,179",849
2021년10월_남_10~19세,"17,653","6,623","1,494",54,397,264,325,"2,146",881,461,"1,703",904,"1,607",794
2021년10월_남_20~29세,"21,272","6,873","1,694",93,722,475,828,"2,374","1,831",531,"1,806","1,231","1,722","1,092"
2021년10월_남_30~39세,"24,435","10,101","3,053",114,626,329,766,"1,572","1,721",573,"1,698","1,151","1,471","1,260"
2021년10월_남_40~49세,"31,196","11,418","3,549",159,805,467,805,"2,665","1,826",828,"2,843","1,702","2,716","1,413"
2021년10월_남_50~59세,"29,829","8,391","2,394",321,"1,394",937,"1,278","3,069","2,199",796,"2,748","2,014","2,668","1,620"
2021년10월_남_60~69세,"22,582","5,712","2,040",507,"1,440","1,061","1,219","1,717","1,715",617,"1,912","1,529","1,897","1,216"
2021년10월_남_70~79세,"9,886","2,170",944,321,602,454,485,874,538,265,824,698,"1,161",550
2021년10월_남_80~89세,"3,293",597,243,109,226,148,160,354,160,76,252,265,493,210
2021년10월_남_90~99세,256,44,18,11,25,20,16,20,17,3,15,20,31,16
2021년10월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년10월_여_총인구수,"176,447","61,284","17,263","1,625","6,212","3,901","5,395","17,104","10,445","4,458","13,624","10,224","15,702","9,210"
2021년10월_여_연령구간인구수,"176,447","61,284","17,263","1,625","6,212","3,901","5,395","17,104","10,445","4,458","13,624","10,224","15,702","9,210"
2021년10월_여_0~9세,"16,165","7,606","2,225",32,230,75,217,"1,161",634,349,"1,063",659,"1,101",813
2021년10월_여_10~19세,"16,913","6,418","1,461",55,402,243,253,"1,940",841,545,"1,588",879,"1,539",749
2021년10월_여_20~29세,"18,260","6,906","1,433",59,497,295,556,"2,120","1,222",476,"1,353",972,"1,445",926
2021년10월_여_30~39세,"23,107","10,394","2,994",67,438,236,522,"1,632","1,250",458,"1,440","1,060","1,460","1,156"
2021년10월_여_40~49세,"30,027","11,249","3,023",111,726,405,634,"3,212","1,572",799,"2,524","1,662","2,636","1,474"
2021년10월_여_50~59세,"29,426","8,761","2,392",273,"1,279",864,"1,135","3,243","2,312",736,"2,305","1,886","2,580","1,660"
2021년10월_여_60~69세,"23,511","6,022","2,261",469,"1,341",899,"1,203","1,964","1,523",608,"1,901","1,614","2,400","1,306"
2021년10월_여_70~79세,"11,943","2,485",965,313,791,483,558,"1,219",643,289,945,910,"1,636",706
2021년10월_여_80~89세,"6,130","1,238",431,211,428,322,278,541,385,167,434,523,808,364
2021년10월_여_90~99세,933,200,77,34,77,70,39,71,61,31,67,57,95,54
2021년10월_여_100세 이상,32,5,1,1,3,9,0,1,2,0,4,2,2,2
2021년11월_계_총인구수,"354,071","120,795","36,182","3,360","12,656","8,057","11,488","32,949","21,900","8,915","28,488","20,401","30,636","18,244"
2021년11월_계_연령구간인구수,"354,071","120,795","36,182","3,360","12,656","8,057","11,488","32,949","21,900","8,915","28,488","20,401","30,636","18,244"
2021년11월_계_0~9세,"32,943","15,361","4,721",76,478,159,446,"2,333","1,285",675,"2,152","1,328","2,266","1,663"
2021년11월_계_10~19세,"34,560","13,065","3,031",110,792,455,580,"4,052","1,709","1,010","3,290","1,778","3,137","1,551"
2021년11월_계_20~29세,"39,452","13,683","3,264",150,"1,212",754,"1,381","4,472","3,014","1,002","3,147","2,198","3,164","2,011"
2021년11월_계_30~39세,"47,395","20,298","6,269",181,"1,053",554,"1,287","3,158","2,948","1,020","3,144","2,168","2,918","2,397"
2021년11월_계_40~49세,"61,350","22,721","6,765",270,"1,516",866,"1,425","5,854","3,372","1,623","5,318","3,382","5,332","2,906"
2021년11월_계_50~59세,"59,405","17,137","4,968",589,"2,668","1,801","2,397","6,296","4,506","1,522","5,083","3,903","5,266","3,269"
2021년11월_계_60~69세,"46,348","11,760","4,437",983,"2,793","1,962","2,431","3,695","3,250","1,233","3,797","3,155","4,304","2,548"
2021년11월_계_70~79세,"21,922","4,674","1,944",630,"1,389",943,"1,043","2,095","1,193",554,"1,775","1,614","2,815","1,253"
2021년11월_계_80~89세,"9,482","1,846",685,325,649,473,444,905,542,241,695,797,"1,305",575
2021년11월_계_90~99세,"1,186",246,97,45,103,87,54,88,79,35,81,76,126,69
2021년11월_계_100세 이상,28,4,1,1,3,3,0,1,2,0,6,2,3,2
2021년11월_남_총인구수,"177,478","59,679","18,380","1,732","6,460","4,199","6,084","15,923","11,507","4,470","14,893","10,206","14,918","9,027"
2021년11월_남_연령구간인구수,"177,478","59,679","18,380","1,732","6,460","4,199","6,084","15,923","11,507","4,470","14,893","10,206","14,918","9,027"
2021년11월_남_0~9세,"16,870","7,828","2,450",41,251,86,230,"1,187",662,326,"1,105",691,"1,167",846
2021년11월_남_10~19세,"17,638","6,637","1,538",54,391,234,321,"2,123",875,468,"1,702",902,"1,591",802
2021년11월_남_20~29세,"21,215","6,810","1,769",94,721,465,818,"2,368","1,805",529,"1,793","1,232","1,720","1,091"
2021년11월_남_30~39세,"24,370","10,026","3,166",112,616,321,764,"1,544","1,712",568,"1,705","1,129","1,461","1,246"
2021년11월_남_40~49세,"31,252","11,446","3,633",160,793,468,800,"2,658","1,810",828,"2,815","1,717","2,701","1,423"
2021년11월_남_50~59세,"29,900","8,386","2,487",320,"1,392",939,"1,260","3,060","2,205",786,"2,766","2,009","2,678","1,612"
2021년11월_남_60~69세,"22,720","5,713","2,115",511,"1,445","1,061","1,228","1,728","1,718",621,"1,904","1,537","1,904","1,235"
2021년11월_남_70~79세,"9,929","2,185",959,318,602,456,482,880,542,266,827,700,"1,166",546
2021년11월_남_80~89세,"3,326",604,245,111,222,150,164,358,161,75,259,268,498,211
2021년11월_남_90~99세,254,44,18,11,27,19,17,16,17,3,15,21,31,15
2021년11월_남_100세 이상,4,0,0,0,0,0,0,1,0,0,2,0,1,0
2021년11월_여_총인구수,"176,593","61,116","17,802","1,628","6,196","3,858","5,404","17,026","10,393","4,445","13,595","10,195","15,718","9,217"
2021년11월_여_연령구간인구수,"176,593","61,116","17,802","1,628","6,196","3,858","5,404","17,026","10,393","4,445","13,595","10,195","15,718","9,217"
2021년11월_여_0~9세,"16,073","7,533","2,271",35,227,73,216,"1,146",623,349,"1,047",637,"1,099",817
2021년11월_여_10~19세,"16,922","6,428","1,493",56,401,221,259,"1,929",834,542,"1,588",876,"1,546",749
2021년11월_여_20~29세,"18,237","6,873","1,495",56,491,289,563,"2,104","1,209",473,"1,354",966,"1,444",920
2021년11월_여_30~39세,"23,025","10,272","3,103",69,437,233,523,"1,614","1,236",452,"1,439","1,039","1,457","1,151"
2021년11월_여_40~49세,"30,098","11,275","3,132",110,723,398,625,"3,196","1,562",795,"2,503","1,665","2,631","1,483"
2021년11월_여_50~59세,"29,505","8,751","2,481",269,"1,276",862,"1,137","3,236","2,301",736,"2,317","1,894","2,588","1,657"
2021년11월_여_60~69세,"23,628","6,047","2,322",472,"1,348",901,"1,203","1,967","1,532",612,"1,893","1,618","2,400","1,313"
2021년11월_여_70~79세,"11,993","2,489",985,312,787,487,561,"1,215",651,288,948,914,"1,649",707
2021년11월_여_80~89세,"6,156","1,242",440,214,427,323,280,547,381,166,436,529,807,364
2021년11월_여_90~99세,932,202,79,34,76,68,37,72,62,32,66,55,95,54
2021년11월_여_100세 이상,24,4,1,1,3,3,0,0,2,0,4,2,2,2
2021년12월_계_총인구수,"354,726","120,539","37,480","3,362","12,647","8,018","11,414","32,841","21,856","8,927","28,406","20,375","30,670","18,191"
2021년12월_계_연령구간인구수,"354,726","120,539","37,480","3,362","12,647","8,018","11,414","32,841","21,856","8,927","28,406","20,375","30,670","18,191"
2021년12월_계_0~9세,"32,841","15,267","4,834",77,466,158,432,"2,305","1,287",665,"2,134","1,310","2,254","1,652"
2021년12월_계_10~19세,"34,631","13,088","3,131",107,786,436,575,"4,033","1,710","1,013","3,282","1,783","3,146","1,541"
2021년12월_계_20~29세,"39,334","13,562","3,452",148,"1,218",737,"1,357","4,434","2,986","1,002","3,109","2,192","3,160","1,977"
2021년12월_계_30~39세,"47,338","20,176","6,457",179,"1,045",559,"1,275","3,144","2,927","1,017","3,116","2,149","2,912","2,382"
2021년12월_계_40~49세,"61,525","22,757","7,000",268,"1,511",867,"1,422","5,806","3,361","1,623","5,327","3,371","5,324","2,888"
2021년12월_계_50~59세,"59,617","17,135","5,204",585,"2,665","1,796","2,387","6,296","4,496","1,536","5,070","3,901","5,269","3,277"
2021년12월_계_60~69세,"46,636","11,764","4,634",989,"2,807","1,953","2,420","3,712","3,258","1,235","3,808","3,157","4,334","2,565"
2021년12월_계_70~79세,"22,013","4,668","1,972",630,"1,390",944,"1,046","2,108","1,206",555,"1,770","1,630","2,834","1,260"
2021년12월_계_80~89세,"9,554","1,871",696,329,654,478,442,914,548,244,703,804,"1,296",575
2021년12월_계_90~99세,"1,210",247,99,49,103,88,58,88,74,37,81,76,138,72
2021년12월_계_100세 이상,27,4,1,1,2,2,0,1,3,0,6,2,3,2
2021년12월_남_총인구수,"177,759","59,540","19,026","1,728","6,460","4,178","6,049","15,852","11,485","4,481","14,834","10,190","14,949","8,987"
2021년12월_남_연령구간인구수,"177,759","59,540","19,026","1,728","6,460","4,178","6,049","15,852","11,485","4,481","14,834","10,190","14,949","8,987"
2021년12월_남_0~9세,"16,819","7,787","2,508",41,241,86,222,"1,166",663,321,"1,093",681,"1,167",843
2021년12월_남_10~19세,"17,667","6,640","1,599",52,391,225,315,"2,111",881,475,"1,693",903,"1,591",791
2021년12월_남_20~29세,"21,154","6,753","1,853",91,726,452,807,"2,356","1,784",534,"1,765","1,227","1,725","1,081"
