카테고리,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2021년09월_계_연령구간인구수,"213,833","11,170","17,001","8,716","4,465","11,283","12,735","18,470","33,196","22,706","22,104","20,232","10,860","20,895"
2021년09월_계_0~9세,"15,602",516,"1,316",380,193,908,398,"1,243","3,246",971,"1,397","1,921","1,289","1,824"
2021년09월_계_10~19세,"19,620",666,"1,291",580,302,"1,073",622,"1,546","3,655","1,918","2,198","1,938","1,279","2,552"
2021년09월_계_20~29세,"25,592","1,303","2,005","1,254",536,"1,457","1,495","2,146","3,656","3,084","2,814","2,143","1,279","2,420"
2021년09월_계_30~39세,"25,422","1,343","2,366","1,025",477,"1,591","1,248","2,228","4,184","2,015","2,218","2,682","1,596","2,449"
2021년09월_계_40~49세,"33,310","1,504","2,574","1,096",507,"1,755","1,517","2,687","5,880","3,173","3,211","3,386","1,820","4,200"
2021년09월_계_50~59세,"40,280","1,955","3,292","1,728",878,"2,030","2,463","3,320","5,770","4,968","4,643","3,565","1,978","3,690"
2021년09월_계_60~69세,"33,304","2,112","2,716","1,544",954,"1,508","2,848","3,168","4,419","3,932","3,649","3,033","1,090","2,331"
2021년09월_계_70~79세,"14,703","1,277","1,048",795,452,686,"1,514","1,441","1,747","1,825","1,433","1,110",373,"1,002"
2021년09월_계_80~89세,"5,356",438,351,275,152,240,583,622,555,747,480,411,134,368
2021년09월_계_90~99세,628,54,40,39,14,35,47,69,82,73,57,41,21,56
2021년09월_계_100세 이상,16,2,2,0,0,0,0,0,2,0,4,2,1,3
2021년09월_남_총인구수,"108,235","5,697","8,833","4,435","2,239","5,617","6,571","9,215","16,530","11,544","11,220","10,198","5,445","10,691"
2021년09월_남_연령구간인구수,"108,235","5,697","8,833","4,435","2,239","5,617","6,571","9,215","16,530","11,544","11,220","10,198","5,445","10,691"
2021년09월_남_0~9세,"8,024",252,667,210,113,442,217,664,"1,718",485,709,951,645,951
2021년09월_남_10~19세,"10,436",354,674,309,164,560,326,839,"1,921","1,053","1,181","1,033",670,"1,352"
2021년09월_남_20~29세,"14,311",703,"1,115",687,287,800,845,"1,178","2,073","1,790","1,608","1,207",699,"1,319"
2021년09월_남_30~39세,"13,360",760,"1,286",558,280,860,750,"1,148","2,029","1,125","1,164","1,369",769,"1,262"
2021년09월_남_40~49세,"17,021",849,"1,400",588,259,870,831,"1,372","2,880","1,568","1,584","1,786",881,"2,153"
2021년09월_남_50~59세,"20,056","1,048","1,699",853,410,961,"1,279","1,625","2,722","2,481","2,305","1,744","1,002","1,927"
2021년09월_남_60~69세,"16,218","1,006","1,343",734,468,704,"1,438","1,528","2,151","1,935","1,784","1,463",549,"1,115"
2021년09월_남_70~79세,"6,814",557,512,390,203,339,657,621,833,844,695,510,170,483
2021년09월_남_80~89세,"1,891",159,133,99,53,74,216,222,193,249,183,132,55,123
2021년09월_남_90~99세,102,9,4,7,2,7,12,18,10,14,7,2,5,5
2021년09월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년09월_여_총인구수,"105,598","5,473","8,168","4,281","2,226","5,666","6,164","9,255","16,666","11,162","10,884","10,034","5,415","10,204"
2021년09월_여_연령구간인구수,"105,598","5,473","8,168","4,281","2,226","5,666","6,164","9,255","16,666","11,162","10,884","10,034","5,415","10,204"
2021년09월_여_0~9세,"7,578",264,649,170,80,466,181,579,"1,528",486,688,970,644,873
2021년09월_여_10~19세,"9,184",312,617,271,138,513,296,707,"1,734",865,"1,017",905,609,"1,200"
2021년09월_여_20~29세,"11,281",600,890,567,249,657,650,968,"1,583","1,294","1,206",936,580,"1,101"
2021년09월_여_30~39세,"12,062",583,"1,080",467,197,731,498,"1,080","2,155",890,"1,054","1,313",827,"1,187"
2021년09월_여_40~49세,"16,289",655,"1,174",508,248,885,686,"1,315","3,000","1,605","1,627","1,600",939,"2,047"
2021년09월_여_50~59세,"20,224",907,"1,593",875,468,"1,069","1,184","1,695","3,048","2,487","2,338","1,821",976,"1,763"
2021년09월_여_60~69세,"17,086","1,106","1,373",810,486,804,"1,410","1,640","2,268","1,997","1,865","1,570",541,"1,216"
2021년09월_여_70~79세,"7,889",720,536,405,249,347,857,820,914,981,738,600,203,519
2021년09월_여_80~89세,"3,465",279,218,176,99,166,367,400,362,498,297,279,79,245
2021년09월_여_90~99세,526,45,36,32,12,28,35,51,72,59,50,39,16,51
2021년09월_여_100세 이상,14,2,2,0,0,0,0,0,2,0,4,1,1,2
2021년10월_계_총인구수,"213,579","11,186","16,998","8,688","4,471","11,291","12,731","18,396","33,173","22,668","22,065","20,200","10,834","20,878"
2021년10월_계_연령구간인구수,"213,579","11,186","16,998","8,688","4,471","11,291","12,731","18,396","33,173","22,668","22,065","20,200","10,834","20,878"
2021년10월_계_0~9세,"15,474",513,"1,304",379,197,903,401,"1,234","3,217",954,"1,379","1,924","1,270","1,799"
2021년10월_계_10~19세,"19,580",673,"1,295",571,299,"1,071",620,"1,532","3,673","1,904","2,191","1,918","1,285","2,548"
2021년10월_계_20~29세,"25,470","1,298","1,992","1,247",537,"1,458","1,486","2,139","3,639","3,073","2,806","2,116","1,269","2,410"
2021년10월_계_30~39세,"25,359","1,340","2,364","1,027",473,"1,592","1,257","2,204","4,149","2,016","2,222","2,682","1,579","2,454"
2021년10월_계_40~49세,"33,200","1,499","2,578","1,098",505,"1,729","1,523","2,678","5,876","3,139","3,180","3,377","1,821","4,197"
2021년10월_계_50~59세,"40,286","1,965","3,293","1,717",881,"2,051","2,449","3,304","5,785","4,951","4,647","3,560","1,980","3,703"
2021년10월_계_60~69세,"33,426","2,122","2,723","1,548",958,"1,529","2,848","3,168","4,428","3,975","3,659","3,048","1,091","2,329"
2021년10월_계_70~79세,"14,732","1,278","1,048",789,454,679,"1,517","1,443","1,762","1,818","1,439","1,113",381,"1,011"
2021년10월_계_80~89세,"5,396",441,357,272,153,242,583,625,562,762,479,417,136,367
2021년10월_계_90~99세,639,54,42,40,14,37,47,69,80,76,59,43,21,57
2021년10월_계_100세 이상,17,3,2,0,0,0,0,0,2,0,4,2,1,3
2021년10월_남_총인구수,"108,103","5,700","8,831","4,411","2,245","5,621","6,564","9,169","16,539","11,536","11,208","10,164","5,431","10,684"
2021년10월_남_연령구간인구수,"108,103","5,700","8,831","4,411","2,245","5,621","6,564","9,169","16,539","11,536","11,208","10,164","5,431","10,684"
2021년10월_남_0~9세,"7,973",250,665,209,118,443,216,664,"1,711",477,704,950,637,929
2021년10월_남_10~19세,"10,407",357,675,305,161,555,326,828,"1,933","1,051","1,176","1,020",674,"1,346"
2021년10월_남_20~29세,"14,256",701,"1,103",682,292,799,837,"1,176","2,073","1,792","1,607","1,193",688,"1,313"
2021년10월_남_30~39세,"13,319",760,"1,284",557,277,856,749,"1,134","2,007","1,126","1,163","1,374",762,"1,270"
2021년10월_남_40~49세,"16,953",841,"1,404",582,262,862,835,"1,368","2,868","1,548","1,569","1,777",881,"2,156"
2021년10월_남_50~59세,"20,065","1,053","1,702",852,410,970,"1,270","1,615","2,743","2,473","2,309","1,734","1,005","1,929"
2021년10월_남_60~69세,"16,276","1,006","1,347",733,467,719,"1,443","1,522","2,158","1,961","1,787","1,462",549,"1,122"
2021년10월_남_70~79세,"6,836",564,511,387,202,335,660,620,841,839,699,514,173,491
2021년10월_남_80~89세,"1,911",160,136,97,54,74,216,223,195,254,187,136,57,122
2021년10월_남_90~99세,105,8,4,7,2,8,12,19,10,15,7,3,5,5
2021년10월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년10월_여_총인구수,"105,476","5,486","8,167","4,277","2,226","5,670","6,167","9,227","16,634","11,132","10,857","10,036","5,403","10,194"
2021년10월_여_연령구간인구수,"105,476","5,486","8,167","4,277","2,226","5,670","6,167","9,227","16,634","11,132","10,857","10,036","5,403","10,194"
2021년10월_여_0~9세,"7,501",263,639,170,79,460,185,570,"1,506",477,675,974,633,870
2021년10월_여_10~19세,"9,173",316,620,266,138,516,294,704,"1,740",853,"1,015",898,611,"1,202"
2021년10월_여_20~29세,"11,214",597,889,565,245,659,649,963,"1,566","1,281","1,199",923,581,"1,097"
2021년10월_여_30~39세,"12,040",580,"1,080",470,196,736,508,"1,070","2,142",890,"1,059","1,308",817,"1,184"
2021년10월_여_40~49세,"16,247",658,"1,174",516,243,867,688,"1,310","3,008","1,591","1,611","1,600",940,"2,041"
2021년10월_여_50~59세,"20,221",912,"1,591",865,471,"1,081","1,179","1,689","3,042","2,478","2,338","1,826",975,"1,774"
2021년10월_여_60~69세,"17,150","1,116","1,376",815,491,810,"1,405","1,646","2,270","2,014","1,872","1,586",542,"1,207"
2021년10월_여_70~79세,"7,896",714,537,402,252,344,857,823,921,979,740,599,208,520
2021년10월_여_80~89세,"3,485",281,221,175,99,168,367,402,367,508,292,281,79,245
2021년10월_여_90~99세,534,46,38,33,12,29,35,50,70,61,52,40,16,52
2021년10월_여_100세 이상,15,3,2,0,0,0,0,0,2,0,4,1,1,2
2021년11월_계_총인구수,"213,441","11,219","16,964","8,681","4,423","11,268","12,691","18,343","33,155","22,715","22,079","20,203","10,837","20,863"
2021년11월_계_연령구간인구수,"213,441","11,219","16,964","8,681","4,423","11,268","12,691","18,343","33,155","22,715","22,079","20,203","10,837","20,863"
2021년11월_계_0~9세,"15,382",519,"1,299",366,192,897,392,"1,225","3,202",946,"1,375","1,919","1,267","1,783"
2021년11월_계_10~19세,"19,555",672,"1,300",570,295,"1,072",618,"1,530","3,669","1,902","2,181","1,913","1,287","2,546"
2021년11월_계_20~29세,"25,394","1,299","1,979","1,251",528,"1,449","1,478","2,131","3,638","3,051","2,812","2,116","1,260","2,402"
2021년11월_계_30~39세,"25,261","1,348","2,349","1,012",463,"1,595","1,253","2,183","4,126","2,033","2,228","2,666","1,578","2,427"
2021년11월_계_40~49세,"33,173","1,502","2,585","1,100",501,"1,715","1,518","2,684","5,857","3,119","3,175","3,383","1,823","4,211"
2021년11월_계_50~59세,"40,298","1,959","3,276","1,727",877,"2,046","2,443","3,301","5,797","4,959","4,646","3,567","1,978","3,722"
2021년11월_계_60~69세,"33,489","2,137","2,721","1,551",944,"1,533","2,842","3,155","4,445","4,016","3,669","3,051","1,102","2,323"
2021년11월_계_70~79세,"14,792","1,286","1,054",789,456,679,"1,516","1,437","1,775","1,835","1,444","1,128",380,"1,013"
2021년11월_계_80~89세,"5,433",441,357,275,153,245,581,626,565,777,484,417,139,373
2021년11월_계_90~99세,648,53,42,40,14,37,50,71,79,77,61,42,22,60
2021년11월_계_100세 이상,16,3,2,0,0,0,0,0,2,0,4,1,1,3
2021년11월_남_총인구수,"108,044","5,719","8,802","4,413","2,223","5,617","6,541","9,138","16,532","11,566","11,215","10,164","5,436","10,678"
2021년11월_남_연령구간인구수,"108,044","5,719","8,802","4,413","2,223","5,617","6,541","9,138","16,532","11,566","11,215","10,164","5,436","10,678"
2021년11월_남_0~9세,"7,914",252,660,206,116,440,208,656,"1,708",475,694,941,634,924
2021년11월_남_10~19세,"10,391",354,677,307,158,558,323,832,"1,925","1,048","1,174","1,019",674,"1,342"
2021년11월_남_20~29세,"14,253",703,"1,098",686,289,799,838,"1,169","2,073","1,782","1,616","1,197",691,"1,312"
2021년11월_남_30~39세,"13,268",760,"1,274",552,273,855,749,"1,129","2,002","1,137","1,164","1,357",764,"1,252"
2021년11월_남_40~49세,"16,938",845,"1,412",582,258,856,834,"1,368","2,861","1,544","1,563","1,779",877,"2,159"
2021년11월_남_50~59세,"20,107","1,060","1,698",858,409,971,"1,265","1,612","2,754","2,484","2,306","1,742","1,004","1,944"
2021년11월_남_60~69세,"16,282","1,009","1,333",731,460,718,"1,441","1,514","2,152","1,974","1,802","1,470",558,"1,120"
2021년11월_남_70~79세,"6,851",569,510,384,201,335,656,615,850,849,700,517,171,494
2021년11월_남_80~89세,"1,932",159,136,100,57,77,215,224,196,259,188,139,58,124
2021년11월_남_90~99세,107,8,4,7,2,8,12,19,11,14,8,3,5,6
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년11월_여_총인구수,"105,397","5,500","8,162","4,268","2,200","5,651","6,150","9,205","16,623","11,149","10,864","10,039","5,401","10,185"
2021년11월_여_연령구간인구수,"105,397","5,500","8,162","4,268","2,200","5,651","6,150","9,205","16,623","11,149","10,864","10,039","5,401","10,185"
2021년11월_여_0~9세,"7,468",267,639,160,76,457,184,569,"1,494",471,681,978,633,859
2021년11월_여_10~19세,"9,164",318,623,263,137,514,295,698,"1,744",854,"1,007",894,613,"1,204"
2021년11월_여_20~29세,"11,141",596,881,565,239,650,640,962,"1,565","1,269","1,196",919,569,"1,090"
2021년11월_여_30~39세,"11,993",588,"1,075",460,190,740,504,"1,054","2,124",896,"1,064","1,309",814,"1,175"
2021년11월_여_40~49세,"16,235",657,"1,173",518,243,859,684,"1,316","2,996","1,575","1,612","1,604",946,"2,052"
2021년11월_여_50~59세,"20,191",899,"1,578",869,468,"1,075","1,178","1,689","3,043","2,475","2,340","1,825",974,"1,778"
2021년11월_여_60~69세,"17,207","1,128","1,388",820,484,815,"1,401","1,641","2,293","2,042","1,867","1,581",544,"1,203"
2021년11월_여_70~79세,"7,941",717,544,405,255,344,860,822,925,986,744,611,209,519
2021년11월_여_80~89세,"3,501",282,221,175,96,168,366,402,369,518,296,278,81,249
2021년11월_여_90~99세,541,45,38,33,12,29,38,52,68,63,53,39,17,54
2021년11월_여_100세 이상,15,3,2,0,0,0,0,0,2,0,4,1,1,2
2021년12월_계_총인구수,"212,883","11,223","16,804","8,658","4,377","11,227","12,644","18,222","33,110","22,693","22,032","20,241","10,811","20,841"
2021년12월_계_연령구간인구수,"212,883","11,223","16,804","8,658","4,377","11,227","12,644","18,222","33,110","22,693","22,032","20,241","10,811","20,841"
2021년12월_계_0~9세,"15,265",513,"1,274",368,191,892,390,"1,218","3,195",932,"1,361","1,901","1,259","1,771"
2021년12월_계_10~19세,"19,455",665,"1,295",571,291,"1,065",605,"1,526","3,660","1,892","2,171","1,913","1,270","2,531"
2021년12월_계_20~29세,"25,187","1,299","1,919","1,241",520,"1,424","1,472","2,106","3,603","3,025","2,789","2,122","1,258","2,409"
2021년12월_계_30~39세,"25,105","1,352","2,313",998,463,"1,598","1,251","2,146","4,095","2,045","2,211","2,659","1,569","2,405"
2021년12월_계_40~49세,"33,097","1,502","2,586","1,103",497,"1,713","1,504","2,680","5,839","3,095","3,189","3,383","1,814","4,192"
2021년12월_계_50~59세,"40,252","1,957","3,233","1,727",863,"2,046","2,417","3,280","5,816","4,947","4,628","3,602","1,982","3,754"
2021년12월_계_60~69세,"33,526","2,143","2,727","1,541",932,"1,530","2,846","3,137","4,454","4,046","3,676","3,062","1,115","2,317"
2021년12월_계_70~79세,"14,861","1,284","1,059",794,452,676,"1,525","1,444","1,789","1,854","1,454","1,131",377,"1,022"
2021년12월_계_80~89세,"5,467",451,353,274,153,246,584,618,578,779,487,424,143,377
2021년12월_계_90~99세,657,54,45,41,15,37,50,67,79,78,64,43,23,61
2021년12월_계_100세 이상,11,3,0,0,0,0,0,0,2,0,2,1,1,2
2021년12월_남_총인구수,"107,736","5,722","8,726","4,394","2,202","5,598","6,508","9,072","16,511","11,560","11,188","10,184","5,413","10,658"
2021년12월_남_연령구간인구수,"107,736","5,722","8,726","4,394","2,202","5,598","6,508","9,072","16,511","11,560","11,188","10,184","5,413","10,658"
2021년12월_남_0~9세,"7,858",250,649,208,115,432,209,654,"1,711",467,692,932,625,914
2021년12월_남_10~19세,"10,332",354,670,307,155,558,315,829,"1,923","1,041","1,161","1,019",666,"1,334"
2021년12월_남_20~29세,"14,133",703,"1,067",676,286,784,825,"1,158","2,050","1,777","1,602","1,202",687,"1,316"
2021년12월_남_30~39세,"13,186",765,"1,252",540,273,859,747,"1,103","1,992","1,145","1,160","1,357",756,"1,237"
2021년12월_남_40~49세,"16,910",840,"1,416",582,258,856,822,"1,374","2,852","1,534","1,568","1,777",877,"2,154"
2021년12월_남_50~59세,"20,049","1,060","1,681",856,401,970,"1,255","1,596","2,759","2,476","2,293","1,751","1,003","1,948"
2021년12월_남_60~69세,"16,319","1,018","1,338",727,456,717,"1,440","1,500","2,159","1,982","1,812","1,481",564,"1,125"
2021년12월_남_70~79세,"6,885",564,511,389,199,336,668,620,850,861,703,516,170,498
2021년12월_남_80~89세,"1,950",161,137,102,56,77,215,221,202,262,187,145,60,125
2021년12월_남_90~99세,113,7,5,7,3,9,12,17,13,15,10,4,5,6
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년12월_여_총인구수,"105,147","5,501","8,078","4,264","2,175","5,629","6,136","9,150","16,599","11,133","10,844","10,057","5,398","10,183"
2021년12월_여_연령구간인구수,"105,147","5,501","8,078","4,264","2,175","5,629","6,136","9,150","16,599","11,133","10,844","10,057","5,398","10,183"
2021년12월_여_0~9세,"7,407",263,625,160,76,460,181,564,"1,484",465,669,969,634,857
2021년12월_여_10~19세,"9,123",311,625,264,136,507,290,697,"1,737",851,"1,010",894,604,"1,197"
2021년12월_여_20~29세,"11,054",596,852,565,234,640,647,948,"1,553","1,248","1,187",920,571,"1,093"
2021년12월_여_30~39세,"11,919",587,"1,061",458,190,739,504,"1,043","2,103",900,"1,051","1,302",813,"1,168"
2021년12월_여_40~49세,"16,187",662,"1,170",521,239,857,682,"1,306","2,987","1,561","1,621","1,606",937,"2,038"
2021년12월_여_50~59세,"20,203",897,"1,552",871,462,"1,076","1,162","1,684","3,057","2,471","2,335","1,851",979,"1,806"
2021년12월_여_60~69세,"17,207","1,125","1,389",814,476,813,"1,406","1,637","2,295","2,064","1,864","1,581",551,"1,192"
2021년12월_여_70~79세,"7,976",720,548,405,253,340,857,824,939,993,751,615,207,524
2021년12월_여_80~89세,"3,517",290,216,172,97,169,369,397,376,517,300,279,83,252
2021년12월_여_90~99세,544,47,40,34,12,28,38,50,66,63,54,39,18,55
2021년12월_여_100세 이상,10,3,0,0,0,0,0,0,2,0,2,1,1,1
