카테고리,대구광역시 중구,대구광역시 중구 동인동,대구광역시 중구 삼덕동,대구광역시 중구 성내1동,대구광역시 중구 성내2동,대구광역시 중구 성내3동,대구광역시 중구 대신동,대구광역시 중구 남산1동,대구광역시 중구 남산2동,대구광역시 중구 남산3동,대구광역시 중구 남산4동,대구광역시 중구 대봉1동,대구광역시 중구 대봉2동
2021년11월_계_90~99세,470,65,25,42,42,18,40,25,38,39,71,53,12
2021년11월_계_100세 이상,22,7,1,2,0,2,1,0,3,1,3,2,0
2021년11월_남_총인구수,"35,927","4,071","3,130","2,312","2,203","2,421","3,829","2,328","2,967","3,097","5,373","3,236",960
2021년11월_남_연령구간인구수,"35,927","4,071","3,130","2,312","2,203","2,421","3,829","2,328","2,967","3,097","5,373","3,236",960
2021년11월_남_0~9세,"2,566",129,206,76,55,280,415,129,302,283,426,234,31
2021년11월_남_10~19세,"2,536",228,188,107,88,111,288,134,201,272,562,282,75
2021년11월_남_20~29세,"5,450",710,781,586,380,270,413,407,367,327,633,451,125
2021년11월_남_30~39세,"5,458",605,671,426,334,464,604,321,512,426,618,384,93
2021년11월_남_40~49세,"5,341",575,457,262,253,392,620,323,474,530,854,471,130
2021년11월_남_50~59세,"5,491",678,337,319,372,315,559,388,457,479,834,580,173
2021년11월_남_60~69세,"4,727",593,263,292,380,332,529,335,332,406,725,391,149
2021년11월_남_70~79세,"2,964",366,151,163,237,193,272,214,225,259,500,251,133
2021년11월_남_80~89세,"1,271",168,68,71,94,62,119,72,90,104,206,170,47
2021년11월_남_90~99세,120,18,8,9,10,2,10,5,7,11,15,21,4
2021년11월_남_100세 이상,3,1,0,1,0,0,0,0,0,0,0,1,0
2021년11월_여_총인구수,"38,866","4,087","3,471","2,515","2,175","2,392","4,029","2,524","3,280","3,610","6,124","3,680",979
2021년11월_여_연령구간인구수,"38,866","4,087","3,471","2,515","2,175","2,392","4,029","2,524","3,280","3,610","6,124","3,680",979
2021년11월_여_0~9세,"2,445",158,195,66,52,290,414,114,334,224,356,218,24
2021년11월_여_10~19세,"2,481",232,195,109,100,102,234,144,233,275,486,315,56
2021년11월_여_20~29세,"5,936",722,"1,008",810,417,250,377,451,422,344,586,459,90
2021년11월_여_30~39세,"5,117",504,575,330,210,470,640,303,536,435,636,400,78
2021년11월_여_40~49세,"5,207",467,432,240,211,312,572,311,464,576,927,542,153
2021년11월_여_50~59세,"5,540",570,364,271,316,326,633,360,438,521,987,602,152
2021년11월_여_60~69세,"5,512",615,363,292,383,318,581,380,373,564,997,473,173
2021년11월_여_70~79세,"4,066",501,198,238,307,195,374,279,297,411,692,404,170
2021년11월_여_80~89세,"2,193",265,123,125,147,111,173,162,149,231,398,234,75
2021년11월_여_90~99세,350,47,17,33,32,16,30,20,31,28,56,32,8
2021년11월_여_100세 이상,19,6,1,1,0,2,1,0,3,1,3,1,0
2021년12월_계_총인구수,"74,791","8,053","6,587","4,851","4,368","4,791","7,857","4,792","6,507","6,678","11,485","6,919","1,903"
2021년12월_계_연령구간인구수,"74,791","8,053","6,587","4,851","4,368","4,791","7,857","4,792","6,507","6,678","11,485","6,919","1,903"
2021년12월_계_0~9세,"5,002",274,400,142,108,561,824,240,675,497,778,450,53
2021년12월_계_10~19세,"5,003",442,376,213,187,216,522,271,457,551,"1,041",598,129
2021년12월_계_20~29세,"11,372","1,406","1,781","1,411",796,524,781,859,807,662,"1,220",915,210
2021년12월_계_30~39세,"10,583","1,091","1,246",775,551,920,"1,248",621,"1,103",843,"1,241",775,169
2021년12월_계_40~49세,"10,604","1,020",889,512,464,717,"1,202",620,999,"1,112","1,780","1,011",278
2021년12월_계_50~59세,"11,025","1,238",699,588,684,632,"1,191",738,928,997,"1,822","1,190",318
2021년12월_계_60~69세,"10,225","1,213",632,576,755,641,"1,102",709,725,966,"1,728",865,313
2021년12월_계_70~79세,"7,000",861,347,393,537,389,647,484,528,673,"1,194",649,298
2021년12월_계_80~89세,"3,475",434,191,197,243,169,299,225,241,336,607,410,123
2021년12월_계_90~99세,480,67,25,42,43,20,40,25,41,40,71,54,12
2021년12월_계_100세 이상,22,7,1,2,0,2,1,0,3,1,3,2,0
2021년12월_남_총인구수,"35,948","4,039","3,123","2,332","2,204","2,408","3,827","2,295","3,100","3,083","5,358","3,232",947
2021년12월_남_연령구간인구수,"35,948","4,039","3,123","2,332","2,204","2,408","3,827","2,295","3,100","3,083","5,358","3,232",947
2021년12월_남_0~9세,"2,562",124,201,76,56,278,413,125,322,278,424,234,31
2021년12월_남_10~19세,"2,548",224,187,109,89,109,289,133,217,276,557,284,74
2021년12월_남_20~29세,"5,442",705,773,596,379,275,406,407,372,323,630,453,123
2021년12월_남_30~39세,"5,469",596,674,439,339,454,607,318,545,418,608,378,93
2021년12월_남_40~49세,"5,361",567,456,267,254,400,619,310,504,531,855,470,128
2021년12월_남_50~59세,"5,493",672,339,316,369,312,563,383,473,480,834,583,169
2021년12월_남_60~69세,"4,726",596,269,289,378,325,525,336,339,401,731,393,144
2021년12월_남_70~79세,"2,941",366,147,159,236,194,275,206,227,263,496,241,131
2021년12월_남_80~89세,"1,283",169,69,71,92,59,121,72,94,103,208,175,50
2021년12월_남_90~99세,120,19,8,9,12,2,9,5,7,10,15,20,4
2021년12월_남_100세 이상,3,1,0,1,0,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"38,843","4,014","3,464","2,519","2,164","2,383","4,030","2,497","3,407","3,595","6,127","3,687",956
2021년12월_여_연령구간인구수,"38,843","4,014","3,464","2,519","2,164","2,383","4,030","2,497","3,407","3,595","6,127","3,687",956
2021년12월_여_0~9세,"2,440",150,199,66,52,283,411,115,353,219,354,216,22
2021년12월_여_10~19세,"2,455",218,189,104,98,107,233,138,240,275,484,314,55
2021년12월_여_20~29세,"5,930",701,"1,008",815,417,249,375,452,435,339,590,462,87
2021년12월_여_30~39세,"5,114",495,572,336,212,466,641,303,558,425,633,397,76
2021년12월_여_40~49세,"5,243",453,433,245,210,317,583,310,495,581,925,541,150
2021년12월_여_50~59세,"5,532",566,360,272,315,320,628,355,455,517,988,607,149
2021년12월_여_60~69세,"5,499",617,363,287,377,316,577,373,386,565,997,472,169
2021년12월_여_70~79세,"4,059",495,200,234,301,195,372,278,301,410,698,408,167
2021년12월_여_80~89세,"2,192",265,122,126,151,110,178,153,147,233,399,235,73
2021년12월_여_90~99세,360,48,17,33,31,18,31,20,34,30,56,34,8
2021년12월_여_100세 이상,19,6,1,1,0,2,1,0,3,1,3,1,0
