카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년07월_남_80~89세,"40,697","9,213","1,647","1,097","2,471","2,049","1,949","4,013","1,560","1,857","3,710","2,153","1,586","3,194",905,"1,270","1,546","1,348","1,523","1,368","1,105","1,184","1,547","1,615"
2021년07월_남_90~99세,"3,386",665,131,93,200,110,131,328,125,134,261,176,130,258,102,109,113,114,159,161,117,120,177,137
2021년07월_남_100세 이상,89,14,4,3,2,2,3,16,3,6,12,4,8,3,1,3,1,2,1,4,2,2,5,2
2021년07월_여_총인구수,"1,650,732","510,424","107,225","124,101","90,731","93,997","94,370","175,650","62,867","54,641","266,632","52,921","115,512","176,538","13,475","31,027","30,436","25,357","21,975","21,998","17,582","19,999","31,309","22,389"
2021년07월_여_연령구간인구수,"1,650,732","510,424","107,225","124,101","90,731","93,997","94,370","175,650","62,867","54,641","266,632","52,921","115,512","176,538","13,475","31,027","30,436","25,357","21,975","21,998","17,582","19,999","31,309","22,389"
2021년07월_여_0~9세,"125,347","39,131","8,569","9,135","6,403","6,110","8,914","13,212","4,457","3,785","23,069","2,629","12,121","16,451",498,"1,864","1,453","1,190",743,809,598,864,"1,751",722
2021년07월_여_10~19세,"153,290","46,931","9,153","12,274","6,825","8,489","10,190","16,441","6,129","4,910","29,141","3,624","13,312","16,863",688,"2,778","1,919","1,882","1,291","1,253",944,"1,382","2,687","1,115"
2021년07월_여_20~29세,"163,950","56,384","12,640","16,686","8,582","9,616","8,860","20,231","4,782","4,224","30,927","3,726","10,204","18,548",838,"2,155","1,957","1,563","1,208","1,296","1,008","1,298","2,368","1,233"
2021년07월_여_30~39세,"184,751","61,870","13,485","16,099","10,046","9,851","12,389","19,937","6,287","5,247","32,603","4,039","16,360","23,372",777,"2,547","2,201","1,610","1,140","1,183",947,"1,223","2,344","1,064"
2021년07월_여_40~49세,"257,671","82,067","16,704","21,382","12,587","14,525","16,869","26,921","9,696","8,196","48,768","5,992","21,680","30,120","1,169","4,152","3,069","2,733","2,072","2,096","1,510","1,919","3,736","1,775"
2021년07월_여_50~59세,"281,446","92,659","20,755","26,450","14,751","16,934","13,769","28,810","10,602","8,519","47,570","9,044","18,120","29,128","1,984","4,932","4,932","4,066","3,272","3,640","2,884","3,119","4,916","3,249"
2021년07월_여_60~69세,"244,183","75,250","15,495","14,470","16,515","16,128","12,642","25,203","10,867","8,822","30,161","11,069","13,690","23,248","2,679","5,528","6,264","5,039","4,356","4,420","3,678","3,798","5,446","4,665"
2021년07월_여_70~79세,"137,129","34,959","6,293","4,539","9,291","8,207","6,629","14,475","6,129","6,119","14,985","7,153","5,798","11,836","2,265","3,648","4,513","3,735","3,710","3,563","2,869","3,183","4,053","4,136"
2021년07월_여_80~89세,"87,837","18,141","3,514","2,600","4,862","3,619","3,546","8,857","3,370","4,075","8,170","4,881","3,525","6,029","2,196","2,938","3,551","2,983","3,414","3,096","2,663","2,722","3,386","3,840"
2021년07월_여_90~99세,"14,707","2,958",599,458,849,500,552,"1,503",533,725,"1,199",742,682,911,376,478,563,543,756,629,466,478,602,563
2021년07월_여_100세 이상,421,74,18,8,20,18,10,60,15,19,39,22,20,32,5,7,14,13,13,13,15,13,20,27
2021년08월_계_총인구수,"3,322,373","1,034,150","218,422","252,996","180,795","187,941","193,996","347,407","126,141","110,243","539,226","103,891","242,555","353,798","26,475","63,039","60,389","50,803","42,538","43,896","34,530","38,665","61,399","43,228"
2021년08월_계_연령구간인구수,"3,322,373","1,034,150","218,422","252,996","180,795","187,941","193,996","347,407","126,141","110,243","539,226","103,891","242,555","353,798","26,475","63,039","60,389","50,803","42,538","43,896","34,530","38,665","61,399","43,228"
2021년08월_계_0~9세,"256,482","80,493","17,412","18,738","13,302","12,476","18,565","27,301","8,899","7,799","46,889","5,380","24,960","33,407","1,026","3,723","2,987","2,362","1,522","1,681","1,242","1,724","3,608","1,479"
2021년08월_계_10~19세,"320,646","98,317","19,351","25,928","14,143","17,766","21,129","34,736","12,678","10,159","60,425","7,582","27,870","34,615","1,459","5,873","4,098","4,140","2,862","2,736","2,043","2,865","5,862","2,326"
2021년08월_계_20~29세,"369,145","127,291","28,466","37,609","19,115","21,442","20,659","44,859","10,773","10,498","67,824","8,831","23,369","39,836","1,919","5,213","4,592","3,769","3,147","3,189","2,317","2,984","5,837","2,897"
2021년08월_계_30~39세,"386,080","131,257","28,588","34,534","21,412","20,668","26,055","40,964","12,793","11,353","67,193","8,571","34,093","47,887","1,659","5,186","4,817","3,593","2,365","2,609","2,005","2,510","4,837","2,388"
2021년08월_계_40~49세,"529,780","166,816","34,103","40,984","26,654","29,462","35,613","53,493","20,926","17,442","96,748","12,737","47,341","61,271","2,721","8,990","6,898","6,098","4,434","4,699","3,351","4,216","7,528","4,071"
2021년08월_계_50~59세,"576,850","184,230","41,000","51,190","29,432","33,710","28,898","56,990","21,915","18,206","97,863","18,263","39,525","58,852","4,476","11,020","10,647","8,918","7,115","8,088","6,329","6,764","10,351","7,298"
2021년08월_계_60~69세,"487,653","149,583","31,507","30,928","31,442","30,963","24,743","48,381","21,273","17,198","62,064","21,758","28,260","45,747","5,760","11,565","12,565","10,140","8,572","9,267","7,686","7,645","10,679","9,510"
2021년08월_계_70~79세,"247,965","64,956","12,058","8,822","16,864","15,112","12,100","25,807","11,245","10,724","26,761","12,794","11,164","21,679","3,860","6,630","7,986","6,761","6,655","6,338","5,175","5,425","6,935","7,070"
2021년08월_계_80~89세,"129,064","27,470","5,183","3,696","7,355","5,706","5,530","12,950","4,967","5,974","11,936","7,038","5,131","9,285","3,112","4,234","5,106","4,348","4,936","4,478","3,779","3,912","4,952","5,456"
2021년08월_계_90~99세,"18,187","3,649",732,556,"1,055",616,690,"1,850",654,863,"1,471",911,813,"1,184",477,594,677,658,914,794,586,603,785,704
2021년08월_계_100세 이상,521,88,22,11,21,20,14,76,18,27,52,26,29,35,6,11,16,16,16,17,17,17,25,29
2021년08월_남_총인구수,"1,672,737","523,919","111,226","129,076","89,940","94,123","99,554","171,691","63,327","55,613","272,767","51,010","127,156","177,367","13,039","32,084","30,044","25,509","20,581","21,927","16,967","18,706","30,116","20,914"
2021년08월_남_연령구간인구수,"1,672,737","523,919","111,226","129,076","89,940","94,123","99,554","171,691","63,327","55,613","272,767","51,010","127,156","177,367","13,039","32,084","30,044","25,509","20,581","21,927","16,967","18,706","30,116","20,914"
2021년08월_남_0~9세,"131,873","41,534","8,896","9,634","6,878","6,420","9,706","14,115","4,476","4,037","23,963","2,756","12,931","17,067",532,"1,886","1,554","1,186",791,886,641,878,"1,872",768
2021년08월_남_10~19세,"167,425","51,406","10,205","13,690","7,302","9,293","10,916","18,304","6,543","5,253","31,293","3,968","14,547","17,729",774,"3,102","2,195","2,263","1,571","1,488","1,097","1,488","3,180","1,224"
2021년08월_남_20~29세,"205,957","71,156","15,838","21,061","10,566","11,878","11,813","24,626","6,002","6,272","37,067","5,128","13,243","21,404","1,097","3,081","2,641","2,227","1,944","1,898","1,324","1,700","3,471","1,676"
2021년08월_남_30~39세,"202,080","69,562","15,135","18,460","11,341","10,913","13,713","21,064","6,565","6,141","34,684","4,529","17,839","24,633",889,"2,670","2,644","2,004","1,227","1,434","1,069","1,290","2,501","1,335"
2021년08월_남_40~49세,"272,714","84,990","17,463","19,700","14,071","15,020","18,736","26,635","11,227","9,239","48,083","6,746","25,696","31,160","1,560","4,850","3,842","3,400","2,375","2,616","1,853","2,303","3,820","2,319"
2021년08월_남_50~59세,"295,258","91,479","20,197","24,747","14,681","16,765","15,089","28,182","11,352","9,688","50,209","9,244","21,351","29,658","2,504","6,090","5,745","4,853","3,851","4,455","3,452","3,656","5,423","4,066"
2021년08월_남_60~69세,"242,352","73,968","15,946","16,324","14,855","14,799","12,044","23,065","10,347","8,356","31,713","10,680","14,482","22,402","3,062","6,028","6,265","5,085","4,198","4,824","3,992","3,826","5,224","4,835"
2021년08월_남_70~79세,"110,654","29,891","5,750","4,272","7,563","6,863","5,443","11,297","5,116","4,610","11,745","5,632","5,338","9,817","1,613","2,979","3,490","3,021","2,944","2,783","2,307","2,254","2,884","2,933"
2021년08월_남_80~89세,"40,921","9,254","1,662","1,093","2,482","2,059","1,958","4,051","1,574","1,870","3,728","2,144","1,593","3,232",906,"1,287","1,551","1,356","1,520","1,378","1,113","1,187","1,557","1,620"
2021년08월_남_90~99세,"3,409",664,130,92,199,111,132,337,122,139,270,178,128,262,101,108,116,112,159,160,116,122,179,136
2021년08월_남_100세 이상,94,15,4,3,2,2,4,15,3,8,12,5,8,3,1,3,1,2,1,5,3,2,5,2
2021년08월_여_총인구수,"1,649,636","510,231","107,196","123,920","90,855","93,818","94,442","175,716","62,814","54,630","266,459","52,881","115,399","176,431","13,436","30,955","30,345","25,294","21,957","21,969","17,563","19,959","31,283","22,314"
2021년08월_여_연령구간인구수,"1,649,636","510,231","107,196","123,920","90,855","93,818","94,442","175,716","62,814","54,630","266,459","52,881","115,399","176,431","13,436","30,955","30,345","25,294","21,957","21,969","17,563","19,959","31,283","22,314"
2021년08월_여_0~9세,"124,609","38,959","8,516","9,104","6,424","6,056","8,859","13,186","4,423","3,762","22,926","2,624","12,029","16,340",494,"1,837","1,433","1,176",731,795,601,846,"1,736",711
2021년08월_여_10~19세,"153,221","46,911","9,146","12,238","6,841","8,473","10,213","16,432","6,135","4,906","29,132","3,614","13,323","16,886",685,"2,771","1,903","1,877","1,291","1,248",946,"1,377","2,682","1,102"
2021년08월_여_20~29세,"163,188","56,135","12,628","16,548","8,549","9,564","8,846","20,233","4,771","4,226","30,757","3,703","10,126","18,432",822,"2,132","1,951","1,542","1,203","1,291",993,"1,284","2,366","1,221"
2021년08월_여_30~39세,"184,000","61,695","13,453","16,074","10,071","9,755","12,342","19,900","6,228","5,212","32,509","4,042","16,254","23,254",770,"2,516","2,173","1,589","1,138","1,175",936,"1,220","2,336","1,053"
2021년08월_여_40~49세,"257,066","81,826","16,640","21,284","12,583","14,442","16,877","26,858","9,699","8,203","48,665","5,991","21,645","30,111","1,161","4,140","3,056","2,698","2,059","2,083","1,498","1,913","3,708","1,752"
2021년08월_여_50~59세,"281,592","92,751","20,803","26,443","14,751","16,945","13,809","28,808","10,563","8,518","47,654","9,019","18,174","29,194","1,972","4,930","4,902","4,065","3,264","3,633","2,877","3,108","4,928","3,232"
2021년08월_여_60~69세,"245,301","75,615","15,561","14,604","16,587","16,164","12,699","25,316","10,926","8,842","30,351","11,078","13,778","23,345","2,698","5,537","6,300","5,055","4,374","4,443","3,694","3,819","5,455","4,675"
2021년08월_여_70~79세,"137,311","35,065","6,308","4,550","9,301","8,249","6,657","14,510","6,129","6,114","15,016","7,162","5,826","11,862","2,247","3,651","4,496","3,740","3,711","3,555","2,868","3,171","4,051","4,137"
2021년08월_여_80~89세,"88,143","18,216","3,521","2,603","4,873","3,647","3,572","8,899","3,393","4,104","8,208","4,894","3,538","6,053","2,206","2,947","3,555","2,992","3,416","3,100","2,666","2,725","3,395","3,836"
2021년08월_여_90~99세,"14,778","2,985",602,464,856,505,558,"1,513",532,724,"1,201",733,685,922,376,486,561,546,755,634,470,481,606,568
2021년08월_여_100세 이상,427,73,18,8,19,18,10,61,15,19,40,21,21,32,5,8,15,14,15,12,14,15,20,27
2021년09월_계_총인구수,"3,319,271","1,033,979","218,376","252,776","180,954","187,618","194,255","347,621","125,881","110,099","538,781","103,691","242,103","353,662","26,381","62,879","60,100","50,732","42,404","43,650","34,442","38,567","61,245","43,054"
2021년09월_계_연령구간인구수,"3,319,271","1,033,979","218,376","252,776","180,954","187,618","194,255","347,621","125,881","110,099","538,781","103,691","242,103","353,662","26,381","62,879","60,100","50,732","42,404","43,650","34,442","38,567","61,245","43,054"
2021년09월_계_0~9세,"254,979","80,134","17,338","18,645","13,267","12,393","18,491","27,179","8,809","7,772","46,605","5,347","24,712","33,283","1,017","3,689","2,949","2,350","1,506","1,657","1,218","1,722","3,575","1,455"
2021년09월_계_10~19세,"320,218","98,217","19,309","25,841","14,188","17,727","21,152","34,766","12,654","10,118","60,361","7,549","27,902","34,594","1,465","5,841","4,044","4,129","2,837","2,720","2,032","2,839","5,843","2,307"
2021년09월_계_20~29세,"366,966","126,936","28,373","37,459","19,062","21,328","20,714","44,962","10,640","10,406","67,442","8,695","23,118","39,622","1,857","5,147","4,490","3,737","3,067","3,076","2,266","2,939","5,740","2,826"
2021년09월_계_30~39세,"384,588","130,939","28,513","34,571","21,398","20,529","25,928","40,942","12,663","11,303","67,038","8,549","33,825","47,630","1,642","5,151","4,772","3,541","2,351","2,566","1,993","2,495","4,826","2,362"
2021년09월_계_40~49세,"528,767","166,638","33,996","40,820","26,658","29,451","35,713","53,441","20,907","17,390","96,468","12,668","47,308","61,322","2,716","8,945","6,833","6,059","4,405","4,624","3,324","4,175","7,498","4,046"
2021년09월_계_50~59세,"577,705","184,466","41,065","51,184","29,494","33,685","29,038","57,061","21,931","18,240","98,164","18,273","39,623","59,000","4,473","11,014","10,615","8,940","7,114","8,087","6,330","6,765","10,357","7,252"
2021년09월_계_60~69세,"489,069","150,045","31,681","31,107","31,493","30,962","24,802","48,491","21,307","17,230","62,309","21,766","28,395","45,896","5,762","11,621","12,606","10,156","8,577","9,283","7,715","7,690","10,695","9,525"
2021년09월_계_70~79세,"248,498","65,204","12,117","8,887","16,909","15,154","12,137","25,799","11,298","10,744","26,877","12,800","11,234","21,766","3,839","6,624","7,957","6,777","6,666","6,336","5,174","5,407","6,934","7,062"
2021년09월_계_80~89세,"129,637","27,639","5,223","3,691","7,399","5,760","5,566","13,035","4,991","5,999","11,989","7,090","5,129","9,329","3,118","4,233","5,139","4,362","4,950","4,491","3,785","3,915","4,964","5,479"
2021년09월_계_90~99세,"18,324","3,673",739,561,"1,064",608,701,"1,869",663,869,"1,475",926,828,"1,187",486,603,679,665,916,794,588,604,787,712
2021년09월_계_100세 이상,520,88,22,10,22,21,13,76,18,28,53,28,29,33,6,11,16,16,15,16,17,16,26,28
2021년09월_남_총인구수,"1,671,042","523,791","111,195","128,929","90,018","93,975","99,674","171,782","63,201","55,543","272,581","50,907","126,877","177,286","13,001","32,003","29,926","25,444","20,497","21,785","16,939","18,647","30,018","20,814"
2021년09월_남_연령구간인구수,"1,671,042","523,791","111,195","128,929","90,018","93,975","99,674","171,782","63,201","55,543","272,581","50,907","126,877","177,286","13,001","32,003","29,926","25,444","20,497","21,785","16,939","18,647","30,018","20,814"
2021년09월_남_0~9세,"131,099","41,347","8,849","9,588","6,850","6,389","9,671","14,058","4,418","4,025","23,823","2,746","12,797","17,002",533,"1,875","1,527","1,186",776,869,626,872,"1,866",753
2021년09월_남_10~19세,"167,120","51,336","10,202","13,637","7,320","9,273","10,904","18,330","6,534","5,215","31,267","3,939","14,554","17,683",776,"3,090","2,165","2,252","1,554","1,486","1,101","1,475","3,156","1,207"
2021년09월_남_20~29세,"204,838","71,013","15,803","20,977","10,560","11,817","11,856","24,639","5,948","6,229","36,856","5,079","13,114","21,326","1,069","3,026","2,602","2,201","1,894","1,834","1,303","1,678","3,391","1,636"
2021년09월_남_30~39세,"201,297","69,398","15,090","18,470","11,331","10,848","13,659","21,063","6,499","6,133","34,624","4,512","17,692","24,478",878,"2,657","2,604","1,975","1,221","1,406","1,064","1,278","2,494","1,321"
2021년09월_남_40~49세,"272,176","84,911","17,420","19,622","14,076","15,026","18,767","26,606","11,221","9,198","47,974","6,699","25,647","31,221","1,558","4,824","3,809","3,357","2,359","2,575","1,836","2,269","3,812","2,300"
2021년09월_남_50~59세,"295,719","91,564","20,224","24,707","14,711","16,745","15,177","28,211","11,367","9,719","50,339","9,250","21,438","29,741","2,505","6,079","5,733","4,880","3,856","4,453","3,454","3,664","5,422","4,044"
2021년09월_남_60~69세,"243,073","74,183","16,027","16,421","14,867","14,812","12,056","23,125","10,373","8,369","31,841","10,699","14,523","22,462","3,067","6,073","6,309","5,081","4,199","4,816","4,015","3,846","5,247","4,845"
2021년09월_남_70~79세,"111,004","30,021","5,773","4,314","7,589","6,875","5,470","11,303","5,136","4,618","11,820","5,636","5,373","9,863","1,610","2,981","3,491","3,029","2,950","2,799","2,307","2,252","2,874","2,941"
2021년09월_남_80~89세,"41,196","9,333","1,673","1,098","2,509","2,079","1,974","4,096","1,577","1,888","3,761","2,163","1,600","3,249",903,"1,286","1,565","1,367","1,527","1,383","1,116","1,191","1,565","1,626"
2021년09월_남_90~99세,"3,424",671,130,92,203,109,137,336,125,140,263,179,131,258,101,109,120,114,160,159,114,120,185,139
2021년09월_남_100세 이상,96,14,4,3,2,2,3,15,3,9,13,5,8,3,1,3,1,2,1,5,3,2,6,2
2021년09월_여_총인구수,"1,648,229","510,188","107,181","123,847","90,936","93,643","94,581","175,839","62,680","54,556","266,200","52,784","115,226","176,376","13,380","30,876","30,174","25,288","21,907","21,865","17,503","19,920","31,227","22,240"
2021년09월_여_연령구간인구수,"1,648,229","510,188","107,181","123,847","90,936","93,643","94,581","175,839","62,680","54,556","266,200","52,784","115,226","176,376","13,380","30,876","30,174","25,288","21,907","21,865","17,503","19,920","31,227","22,240"
2021년09월_여_0~9세,"123,880","38,787","8,489","9,057","6,417","6,004","8,820","13,121","4,391","3,747","22,782","2,601","11,915","16,281",484,"1,814","1,422","1,164",730,788,592,850,"1,709",702
2021년09월_여_10~19세,"153,098","46,881","9,107","12,204","6,868","8,454","10,248","16,436","6,120","4,903","29,094","3,610","13,348","16,911",689,"2,751","1,879","1,877","1,283","1,234",931,"1,364","2,687","1,100"
2021년09월_여_20~29세,"162,128","55,923","12,570","16,482","8,502","9,511","8,858","20,323","4,692","4,177","30,586","3,616","10,004","18,296",788,"2,121","1,888","1,536","1,173","1,242",963,"1,261","2,349","1,190"
2021년09월_여_30~39세,"183,291","61,541","13,423","16,101","10,067","9,681","12,269","19,879","6,164","5,170","32,414","4,037","16,133","23,152",764,"2,494","2,168","1,566","1,130","1,160",929,"1,217","2,332","1,041"
2021년09월_여_40~49세,"256,591","81,727","16,576","21,198","12,582","14,425","16,946","26,835","9,686","8,192","48,494","5,969","21,661","30,101","1,158","4,121","3,024","2,702","2,046","2,049","1,488","1,906","3,686","1,746"
2021년09월_여_50~59세,"281,986","92,902","20,841","26,477","14,783","16,940","13,861","28,850","10,564","8,521","47,825","9,023","18,185","29,259","1,968","4,935","4,882","4,060","3,258","3,634","2,876","3,101","4,935","3,208"
2021년09월_여_60~69세,"245,996","75,862","15,654","14,686","16,626","16,150","12,746","25,366","10,934","8,861","30,468","11,067","13,872","23,434","2,695","5,548","6,297","5,075","4,378","4,467","3,700","3,844","5,448","4,680"
2021년09월_여_70~79세,"137,494","35,183","6,344","4,573","9,320","8,279","6,667","14,496","6,162","6,126","15,057","7,164","5,861","11,903","2,229","3,643","4,466","3,748","3,716","3,537","2,867","3,155","4,060","4,121"
2021년09월_여_80~89세,"88,441","18,306","3,550","2,593","4,890","3,681","3,592","8,939","3,414","4,111","8,228","4,927","3,529","6,080","2,215","2,947","3,574","2,995","3,423","3,108","2,669","2,724","3,399","3,853"
2021년09월_여_90~99세,"14,900","3,002",609,469,861,499,564,"1,533",538,729,"1,212",747,697,929,385,494,559,551,756,635,474,484,602,573
2021년09월_여_100세 이상,424,74,18,7,20,19,10,61,15,19,40,23,21,30,5,8,15,14,14,11,14,14,20,26
2021년10월_계_총인구수,"3,318,161","1,033,729","218,234","252,396","181,146","187,533","194,420","347,569","125,744","110,108","538,682","103,667","241,879","353,783","26,370","62,788","60,102","50,634","42,372","43,572","34,416","38,475","61,242","43,029"
2021년10월_계_연령구간인구수,"3,318,161","1,033,729","218,234","252,396","181,146","187,533","194,420","347,569","125,744","110,108","538,682","103,667","241,879","353,783","26,370","62,788","60,102","50,634","42,372","43,572","34,416","38,475","61,242","43,029"
2021년10월_계_0~9세,"253,545","79,744","17,234","18,548","13,259","12,329","18,374","27,064","8,729","7,734","46,394","5,316","24,501","33,096","1,011","3,644","2,917","2,325","1,506","1,656","1,200","1,714","3,537","1,457"
2021년10월_계_10~19세,"319,894","98,185","19,336","25,760","14,233","17,693","21,163","34,676","12,665","10,107","60,229","7,526","27,956","34,566","1,466","5,814","4,037","4,114","2,834","2,720","2,017","2,823","5,852","2,307"
2021년10월_계_20~29세,"365,973","126,519","28,184","37,250","19,020","21,284","20,781","44,927","10,601","10,404","67,269","8,678","23,048","39,532","1,840","5,135","4,464","3,689","3,072","3,029","2,272","2,922","5,763","2,809"
2021년10월_계_30~39세,"383,275","130,667","28,420","34,516","21,388","20,501","25,842","40,938","12,542","11,278","66,842","8,490","33,521","47,542","1,640","5,115","4,749","3,495","2,325","2,548","1,960","2,464","4,811","2,348"
2021년10월_계_40~49세,"527,641","166,365","33,919","40,659","26,680","29,368","35,739","53,337","20,835","17,352","96,220","12,639","47,213","61,223","2,700","8,913","6,841","6,037","4,379","4,593","3,317","4,159","7,480","4,038"
2021년10월_계_50~59세,"578,807","184,697","41,109","51,161","29,531","33,720","29,176","57,177","21,962","18,264","98,488","18,252","39,795","59,255","4,478","11,004","10,615","8,975","7,119","8,080","6,330","6,746","10,338","7,232"
2021년10월_계_60~69세,"490,895","150,532","31,819","31,254","31,552","31,040","24,867","48,600","21,382","17,282","62,643","21,854","28,557","46,093","5,791","11,668","12,668","10,167","8,597","9,304","7,742","7,698","10,745","9,572"
2021년10월_계_70~79세,"249,027","65,504","12,203","8,979","16,957","15,185","12,180","25,813","11,317","10,753","27,004","12,823","11,263","21,829","3,828","6,636","7,956","6,770","6,660","6,347","5,178","5,399","6,911","7,036"
2021년10월_계_80~89세,"130,242","27,741","5,254","3,693","7,439","5,768","5,587","13,112","5,028","6,033","12,072","7,138","5,169","9,423","3,118","4,241","5,155","4,370","4,955","4,482","3,795","3,919","4,999","5,492"
2021년10월_계_90~99세,"18,362","3,684",733,565,"1,064",623,699,"1,846",666,874,"1,486",923,830,"1,189",492,606,684,676,909,796,591,615,780,715
2021년10월_계_100세 이상,500,91,23,11,23,22,12,79,17,27,35,28,26,35,6,12,16,16,16,17,14,16,26,23
2021년10월_남_총인구수,"1,670,394","523,629","111,085","128,793","90,077","93,919","99,755","171,749","63,116","55,531","272,490","50,916","126,734","177,336","12,992","31,954","29,925","25,379","20,491","21,741","16,935","18,608","30,050","20,818"
2021년10월_남_연령구간인구수,"1,670,394","523,629","111,085","128,793","90,077","93,919","99,755","171,749","63,116","55,531","272,490","50,916","126,734","177,336","12,992","31,954","29,925","25,379","20,491","21,741","16,935","18,608","30,050","20,818"
2021년10월_남_0~9세,"130,428","41,133","8,784","9,537","6,850","6,362","9,600","14,003","4,388","4,003","23,741","2,731","12,703","16,931",529,"1,848","1,519","1,171",777,871,610,871,"1,849",750
2021년10월_남_10~19세,"166,864","51,279","10,186","13,598","7,325","9,243","10,927","18,274","6,531","5,204","31,190","3,923","14,583","17,653",776,"3,076","2,161","2,244","1,558","1,484","1,088","1,470","3,154","1,216"
2021년10월_남_20~29세,"204,289","70,827","15,734","20,899","10,530","11,783","11,881","24,622","5,913","6,230","36,726","5,077","13,069","21,272","1,063","3,009","2,584","2,172","1,896","1,800","1,309","1,662","3,427","1,631"
2021년10월_남_30~39세,"200,594","69,258","15,034","18,453","11,300","10,848","13,623","21,078","6,424","6,127","34,528","4,471","17,519","24,435",873,"2,639","2,592","1,938","1,212","1,390","1,051","1,262","2,489","1,308"
2021년10월_남_40~49세,"271,640","84,846","17,392","19,568","14,104","14,998","18,784","26,551","11,167","9,162","47,867","6,684","25,554","31,196","1,543","4,812","3,821","3,346","2,334","2,560","1,829","2,268","3,813","2,287"
2021년10월_남_50~59세,"296,187","91,618","20,222","24,691","14,726","16,755","15,224","28,259","11,407","9,739","50,471","9,249","21,556","29,829","2,509","6,068","5,724","4,902","3,861","4,439","3,468","3,643","5,407","4,038"
2021년10월_남_60~69세,"244,019","74,397","16,096","16,477","14,889","14,842","12,093","23,161","10,403","8,389","31,993","10,753","14,608","22,582","3,087","6,110","6,343","5,083","4,218","4,840","4,031","3,863","5,278","4,880"
2021년10월_남_70~79세,"111,452","30,207","5,823","4,366","7,623","6,896","5,499","11,321","5,167","4,630","11,924","5,669","5,395","9,886","1,611","2,984","3,497","3,043","2,944","2,807","2,310","2,255","2,869","2,933"
2021년10월_남_80~89세,"41,406","9,374","1,680","1,107","2,522","2,081","1,984","4,132","1,586","1,902","3,776","2,175","1,616","3,293",899,"1,297","1,561","1,361","1,530","1,382","1,122","1,193","1,576","1,631"
2021년10월_남_90~99세,"3,426",675,130,94,205,109,137,332,127,138,266,179,124,256,101,108,122,117,159,163,115,119,183,142
2021년10월_남_100세 이상,89,15,4,3,3,2,3,16,3,7,8,5,7,3,1,3,1,2,2,5,2,2,5,2
2021년10월_여_총인구수,"1,647,767","510,100","107,149","123,603","91,069","93,614","94,665","175,820","62,628","54,577","266,192","52,751","115,145","176,447","13,378","30,834","30,177","25,255","21,881","21,831","17,481","19,867","31,192","22,211"
2021년10월_여_연령구간인구수,"1,647,767","510,100","107,149","123,603","91,069","93,614","94,665","175,820","62,628","54,577","266,192","52,751","115,145","176,447","13,378","30,834","30,177","25,255","21,881","21,831","17,481","19,867","31,192","22,211"
2021년10월_여_0~9세,"123,117","38,611","8,450","9,011","6,409","5,967","8,774","13,061","4,341","3,731","22,653","2,585","11,798","16,165",482,"1,796","1,398","1,154",729,785,590,843,"1,688",707
2021년10월_여_10~19세,"153,030","46,906","9,150","12,162","6,908","8,450","10,236","16,402","6,134","4,903","29,039","3,603","13,373","16,913",690,"2,738","1,876","1,870","1,276","1,236",929,"1,353","2,698","1,091"
2021년10월_여_20~29세,"161,684","55,692","12,450","16,351","8,490","9,501","8,900","20,305","4,688","4,174","30,543","3,601","9,979","18,260",777,"2,126","1,880","1,517","1,176","1,229",963,"1,260","2,336","1,178"
2021년10월_여_30~39세,"182,681","61,409","13,386","16,063","10,088","9,653","12,219","19,860","6,118","5,151","32,314","4,019","16,002","23,107",767,"2,476","2,157","1,557","1,113","1,158",909,"1,202","2,322","1,040"
2021년10월_여_40~49세,"256,001","81,519","16,527","21,091","12,576","14,370","16,955","26,786","9,668","8,190","48,353","5,955","21,659","30,027","1,157","4,101","3,020","2,691","2,045","2,033","1,488","1,891","3,667","1,751"
2021년10월_여_50~59세,"282,620","93,079","20,887","26,470","14,805","16,965","13,952","28,918","10,555","8,525","48,017","9,003","18,239","29,426","1,969","4,936","4,891","4,073","3,258","3,641","2,862","3,103","4,931","3,194"
2021년10월_여_60~69세,"246,876","76,135","15,723","14,777","16,663","16,198","12,774","25,439","10,979","8,893","30,650","11,101","13,949","23,511","2,704","5,558","6,325","5,084","4,379","4,464","3,711","3,835","5,467","4,692"
2021년10월_여_70~79세,"137,575","35,297","6,380","4,613","9,334","8,289","6,681","14,492","6,150","6,123","15,080","7,154","5,868","11,943","2,217","3,652","4,459","3,727","3,716","3,540","2,868","3,144","4,042","4,103"
2021년10월_여_80~89세,"88,836","18,367","3,574","2,586","4,917","3,687","3,603","8,980","3,442","4,131","8,296","4,963","3,553","6,130","2,219","2,944","3,594","3,009","3,425","3,100","2,673","2,726","3,423","3,861"
2021년10월_여_90~99세,"14,936","3,009",603,471,859,514,562,"1,514",539,736,"1,220",744,706,933,391,498,562,559,750,633,476,496,597,573
2021년10월_여_100세 이상,411,76,19,8,20,20,9,63,14,20,27,23,19,32,5,9,15,14,14,12,12,14,21,21
