카테고리,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2021년07월_계_연령구간인구수,"103,572","7,291","3,222","2,971","5,466","4,270","4,667","4,593","5,175","2,896","3,165","4,574","8,231","5,429","7,929","19,390","14,303"
2021년07월_계_0~9세,"5,511",256,97,64,155,151,182,115,154,66,73,185,456,334,302,"1,332","1,589"
2021년07월_계_10~19세,"8,016",398,117,125,278,193,352,209,283,155,89,315,675,570,537,"2,012","1,708"
2021년07월_계_20~29세,"10,956",442,209,187,313,338,465,278,361,174,147,588,917,732,846,"3,204","1,755"
2021년07월_계_30~39세,"9,171",458,193,178,281,312,347,240,330,141,162,373,831,517,653,"2,281","1,874"
2021년07월_계_40~49세,"13,048",737,262,225,465,462,579,413,506,250,298,561,"1,153",775,995,"2,956","2,411"
2021년07월_계_50~59세,"17,911","1,246",582,460,995,953,931,765,906,494,578,780,"1,377",864,"1,508","3,259","2,213"
2021년07월_계_60~69세,"19,226","1,814",754,703,"1,408","1,041",911,"1,171","1,188",698,885,805,"1,453",891,"1,557","2,446","1,501"
2021년07월_계_70~79세,"11,412","1,132",543,528,877,511,494,725,793,473,555,585,844,462,955,"1,207",728
2021년07월_계_80~89세,"7,182",715,399,426,598,260,346,575,562,393,320,324,459,247,510,604,444
2021년07월_계_90~99세,"1,099",90,63,72,95,48,59,101,86,49,53,58,61,35,65,87,77
2021년07월_계_100세 이상,40,3,3,3,1,1,1,1,6,3,5,0,5,2,1,2,3
2021년07월_남_총인구수,"51,769","3,663","1,647","1,535","2,802","2,245","2,411","2,383","2,681","1,452","1,418","2,284","4,042","2,723","3,983","9,433","7,067"
2021년07월_남_연령구간인구수,"51,769","3,663","1,647","1,535","2,802","2,245","2,411","2,383","2,681","1,452","1,418","2,284","4,042","2,723","3,983","9,433","7,067"
2021년07월_남_0~9세,"2,857",144,42,34,81,95,88,66,84,34,35,97,246,176,154,683,798
2021년07월_남_10~19세,"4,126",200,78,61,150,109,169,117,136,75,50,174,331,279,282,"1,023",892
2021년07월_남_20~29세,"6,001",265,124,122,180,194,286,173,216,91,90,314,490,367,492,"1,639",958
2021년07월_남_30~39세,"4,928",278,105,103,154,184,196,136,202,86,82,205,459,284,375,"1,175",904
2021년07월_남_40~49세,"6,882",431,166,144,282,238,315,257,311,151,132,310,610,399,541,"1,429","1,166"
2021년07월_남_50~59세,"9,230",617,324,262,586,517,498,416,519,272,247,398,691,450,772,"1,564","1,097"
2021년07월_남_60~69세,"9,655",923,405,379,712,539,486,633,614,369,402,395,682,455,762,"1,138",761
2021년07월_남_70~79세,"5,261",522,258,253,437,247,243,348,385,211,241,256,360,231,398,539,332
2021년07월_남_80~89세,"2,536",259,123,160,196,106,118,207,185,151,123,120,160,78,186,225,139
2021년07월_남_90~99세,285,23,22,17,23,16,12,30,29,11,16,15,12,3,21,16,19
2021년07월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년07월_여_총인구수,"51,803","3,628","1,575","1,436","2,664","2,025","2,256","2,210","2,494","1,444","1,747","2,290","4,189","2,706","3,946","9,957","7,236"
2021년07월_여_연령구간인구수,"51,803","3,628","1,575","1,436","2,664","2,025","2,256","2,210","2,494","1,444","1,747","2,290","4,189","2,706","3,946","9,957","7,236"
2021년07월_여_0~9세,"2,654",112,55,30,74,56,94,49,70,32,38,88,210,158,148,649,791
2021년07월_여_10~19세,"3,890",198,39,64,128,84,183,92,147,80,39,141,344,291,255,989,816
2021년07월_여_20~29세,"4,955",177,85,65,133,144,179,105,145,83,57,274,427,365,354,"1,565",797
2021년07월_여_30~39세,"4,243",180,88,75,127,128,151,104,128,55,80,168,372,233,278,"1,106",970
2021년07월_여_40~49세,"6,166",306,96,81,183,224,264,156,195,99,166,251,543,376,454,"1,527","1,245"
2021년07월_여_50~59세,"8,681",629,258,198,409,436,433,349,387,222,331,382,686,414,736,"1,695","1,116"
2021년07월_여_60~69세,"9,571",891,349,324,696,502,425,538,574,329,483,410,771,436,795,"1,308",740
2021년07월_여_70~79세,"6,151",610,285,275,440,264,251,377,408,262,314,329,484,231,557,668,396
2021년07월_여_80~89세,"4,646",456,276,266,402,154,228,368,377,242,197,204,299,169,324,379,305
2021년07월_여_90~99세,814,67,41,55,72,32,47,71,57,38,37,43,49,32,44,71,58
2021년07월_여_100세 이상,32,2,3,3,0,1,1,1,6,2,5,0,4,1,1,0,2
2021년08월_계_총인구수,"103,386","7,292","3,203","2,956","5,425","4,264","4,663","4,585","5,172","2,893","3,163","4,567","8,250","5,415","7,892","19,378","14,268"
2021년08월_계_연령구간인구수,"103,386","7,292","3,203","2,956","5,425","4,264","4,663","4,585","5,172","2,893","3,163","4,567","8,250","5,415","7,892","19,378","14,268"
2021년08월_계_0~9세,"5,467",250,95,60,148,153,181,110,155,63,74,188,463,332,292,"1,325","1,578"
2021년08월_계_10~19세,"7,984",395,119,126,277,191,353,210,278,157,89,316,674,566,528,"2,007","1,698"
2021년08월_계_20~29세,"10,898",439,201,184,308,320,459,273,355,174,147,580,922,730,844,"3,212","1,750"
2021년08월_계_30~39세,"9,104",450,195,176,279,312,341,236,334,146,160,370,825,521,641,"2,265","1,853"
2021년08월_계_40~49세,"12,995",743,257,219,453,467,586,413,506,239,294,561,"1,151",774,981,"2,942","2,409"
2021년08월_계_50~59세,"17,900","1,241",584,460,986,947,930,765,903,496,578,779,"1,381",856,"1,509","3,263","2,222"
2021년08월_계_60~69세,"19,304","1,833",754,701,"1,406","1,052",909,"1,177","1,192",704,888,799,"1,465",892,"1,562","2,460","1,510"
2021년08월_계_70~79세,"11,386","1,126",534,530,875,510,498,721,796,472,551,588,843,463,954,"1,207",718
2021년08월_계_80~89세,"7,203",721,400,424,597,264,346,575,564,390,323,326,460,243,514,608,448
2021년08월_계_90~99세,"1,104",91,61,73,95,47,58,104,84,49,53,60,61,36,66,87,79
2021년08월_계_100세 이상,41,3,3,3,1,1,2,1,5,3,6,0,5,2,1,2,3
2021년08월_남_총인구수,"51,672","3,666","1,635","1,532","2,782","2,239","2,408","2,378","2,674","1,453","1,418","2,286","4,051","2,716","3,964","9,429","7,041"
2021년08월_남_연령구간인구수,"51,672","3,666","1,635","1,532","2,782","2,239","2,408","2,378","2,674","1,453","1,418","2,286","4,051","2,716","3,964","9,429","7,041"
2021년08월_남_0~9세,"2,833",142,42,32,79,94,88,63,82,33,35,100,251,172,152,677,791
2021년08월_남_10~19세,"4,119",197,80,61,147,108,171,120,138,76,50,173,329,278,274,"1,024",893
2021년08월_남_20~29세,"5,976",267,118,120,180,188,280,170,209,91,90,316,498,370,493,"1,637",949
2021년08월_남_30~39세,"4,881",273,106,103,156,180,191,133,200,90,80,203,456,287,365,"1,171",887
2021년08월_남_40~49세,"6,850",436,163,140,273,241,319,258,309,144,131,312,604,397,540,"1,420","1,163"
2021년08월_남_50~59세,"9,230",613,325,266,582,515,500,414,519,275,249,399,689,442,765,"1,568","1,109"
2021년08월_남_60~69세,"9,688",931,405,377,709,542,483,635,617,370,403,392,690,458,766,"1,145",765
2021년08월_남_70~79세,"5,246",519,252,255,435,249,248,345,386,210,240,254,361,230,398,540,324
2021년08월_남_80~89세,"2,557",262,123,161,196,107,116,210,186,153,124,122,161,78,190,228,140
2021년08월_남_90~99세,284,25,21,17,24,15,12,30,28,10,16,15,11,3,21,17,19
2021년08월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년08월_여_총인구수,"51,714","3,626","1,568","1,424","2,643","2,025","2,255","2,207","2,498","1,440","1,745","2,281","4,199","2,699","3,928","9,949","7,227"
2021년08월_여_연령구간인구수,"51,714","3,626","1,568","1,424","2,643","2,025","2,255","2,207","2,498","1,440","1,745","2,281","4,199","2,699","3,928","9,949","7,227"
2021년08월_여_0~9세,"2,634",108,53,28,69,59,93,47,73,30,39,88,212,160,140,648,787
2021년08월_여_10~19세,"3,865",198,39,65,130,83,182,90,140,81,39,143,345,288,254,983,805
2021년08월_여_20~29세,"4,922",172,83,64,128,132,179,103,146,83,57,264,424,360,351,"1,575",801
2021년08월_여_30~39세,"4,223",177,89,73,123,132,150,103,134,56,80,167,369,234,276,"1,094",966
2021년08월_여_40~49세,"6,145",307,94,79,180,226,267,155,197,95,163,249,547,377,441,"1,522","1,246"
2021년08월_여_50~59세,"8,670",628,259,194,404,432,430,351,384,221,329,380,692,414,744,"1,695","1,113"
2021년08월_여_60~69세,"9,616",902,349,324,697,510,426,542,575,334,485,407,775,434,796,"1,315",745
2021년08월_여_70~79세,"6,140",607,282,275,440,261,250,376,410,262,311,334,482,233,556,667,394
2021년08월_여_80~89세,"4,646",459,277,263,401,157,230,365,378,237,199,204,299,165,324,380,308
2021년08월_여_90~99세,820,66,40,56,71,32,46,74,56,39,37,45,50,33,45,70,60
2021년08월_여_100세 이상,33,2,3,3,0,1,2,1,5,2,6,0,4,1,1,0,2
2021년09월_계_총인구수,"103,329","7,271","3,188","2,954","5,418","4,270","4,636","4,591","5,174","2,877","3,169","4,562","8,228","5,389","7,882","19,441","14,279"
2021년09월_계_연령구간인구수,"103,329","7,271","3,188","2,954","5,418","4,270","4,636","4,591","5,174","2,877","3,169","4,562","8,228","5,389","7,882","19,441","14,279"
2021년09월_계_0~9세,"5,448",248,92,64,147,147,175,117,157,60,72,183,462,320,290,"1,333","1,581"
2021년09월_계_10~19세,"7,956",385,117,123,277,192,354,211,279,158,92,314,671,564,531,"2,008","1,680"
2021년09월_계_20~29세,"10,879",436,197,183,299,319,445,269,352,169,149,581,920,721,836,"3,237","1,766"
2021년09월_계_30~39세,"9,044",447,194,178,279,302,338,236,328,140,155,365,825,522,635,"2,268","1,832"
2021년09월_계_40~49세,"12,936",731,253,212,453,468,582,405,507,237,292,558,"1,134",765,987,"2,943","2,409"
2021년09월_계_50~59세,"17,908","1,232",582,460,975,947,925,770,910,498,581,788,"1,376",863,"1,502","3,260","2,239"
2021년09월_계_60~69세,"19,376","1,848",756,704,"1,409","1,069",915,"1,183","1,192",697,890,801,"1,466",892,"1,566","2,475","1,513"
2021년09월_계_70~79세,"11,393","1,118",530,525,888,511,499,718,795,474,554,583,846,463,953,"1,212",724
2021년09월_계_80~89세,"7,230",730,403,429,593,266,341,579,563,390,323,330,460,241,517,616,449
2021년09월_계_90~99세,"1,117",92,61,73,97,48,60,102,86,51,55,59,63,36,64,87,83
2021년09월_계_100세 이상,42,4,3,3,1,1,2,1,5,3,6,0,5,2,1,2,3
2021년09월_남_총인구수,"51,631","3,657","1,626","1,529","2,776","2,238","2,400","2,382","2,677","1,443","1,414","2,285","4,042","2,713","3,956","9,459","7,034"
2021년09월_남_연령구간인구수,"51,631","3,657","1,626","1,529","2,776","2,238","2,400","2,382","2,677","1,443","1,414","2,285","4,042","2,713","3,956","9,459","7,034"
2021년09월_남_0~9세,"2,834",142,41,34,79,90,83,69,84,32,35,97,252,169,153,681,793
2021년09월_남_10~19세,"4,103",190,79,61,149,111,172,120,140,77,50,171,328,280,272,"1,019",884
2021년09월_남_20~29세,"5,959",265,117,117,174,186,276,166,209,88,90,319,502,367,489,"1,645",949
2021년09월_남_30~39세,"4,851",271,105,105,155,176,188,132,193,88,79,201,454,292,357,"1,178",877
2021년09월_남_40~49세,"6,837",433,159,138,272,244,323,257,314,143,127,309,598,392,543,"1,419","1,166"
2021년09월_남_50~59세,"9,215",612,323,262,575,511,500,415,522,275,249,401,683,448,760,"1,568","1,111"
2021년09월_남_60~69세,"9,715",936,407,378,710,548,481,638,614,367,400,393,692,458,770,"1,156",767
2021년09월_남_70~79세,"5,260",516,251,252,444,251,248,347,387,212,244,254,358,226,400,542,328
2021년09월_남_80~89세,"2,557",266,123,165,192,106,116,209,185,149,124,125,161,77,191,230,138
2021년09월_남_90~99세,292,25,21,17,25,15,13,29,29,11,16,15,13,3,21,19,20
2021년09월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년09월_여_총인구수,"51,698","3,614","1,562","1,425","2,642","2,032","2,236","2,209","2,497","1,434","1,755","2,277","4,186","2,676","3,926","9,982","7,245"
2021년09월_여_연령구간인구수,"51,698","3,614","1,562","1,425","2,642","2,032","2,236","2,209","2,497","1,434","1,755","2,277","4,186","2,676","3,926","9,982","7,245"
2021년09월_여_0~9세,"2,614",106,51,30,68,57,92,48,73,28,37,86,210,151,137,652,788
2021년09월_여_10~19세,"3,853",195,38,62,128,81,182,91,139,81,42,143,343,284,259,989,796
2021년09월_여_20~29세,"4,920",171,80,66,125,133,169,103,143,81,59,262,418,354,347,"1,592",817
2021년09월_여_30~39세,"4,193",176,89,73,124,126,150,104,135,52,76,164,371,230,278,"1,090",955
2021년09월_여_40~49세,"6,099",298,94,74,181,224,259,148,193,94,165,249,536,373,444,"1,524","1,243"
2021년09월_여_50~59세,"8,693",620,259,198,400,436,425,355,388,223,332,387,693,415,742,"1,692","1,128"
2021년09월_여_60~69세,"9,661",912,349,326,699,521,434,545,578,330,490,408,774,434,796,"1,319",746
2021년09월_여_70~79세,"6,133",602,279,273,444,260,251,371,408,262,310,329,488,237,553,670,396
2021년09월_여_80~89세,"4,673",464,280,264,401,160,225,370,378,241,199,205,299,164,326,386,311
2021년09월_여_90~99세,825,67,40,56,72,33,47,73,57,40,39,44,50,33,43,68,63
2021년09월_여_100세 이상,34,3,3,3,0,1,2,1,5,2,6,0,4,1,1,0,2
2021년10월_계_총인구수,"103,321","7,235","3,200","2,956","5,401","4,262","4,629","4,577","5,189","2,867","3,172","4,556","8,247","5,396","7,872","19,439","14,323"
2021년10월_계_연령구간인구수,"103,321","7,235","3,200","2,956","5,401","4,262","4,629","4,577","5,189","2,867","3,172","4,556","8,247","5,396","7,872","19,439","14,323"
2021년10월_계_0~9세,"5,394",237,91,63,139,142,177,117,154,56,74,184,461,315,291,"1,313","1,580"
2021년10월_계_10~19세,"7,940",383,120,123,272,193,352,214,283,158,93,312,670,563,539,"1,995","1,670"
2021년10월_계_20~29세,"10,924",437,195,182,303,325,438,262,349,164,148,585,922,728,826,"3,280","1,780"
2021년10월_계_30~39세,"9,019",431,192,174,277,309,341,236,329,139,158,361,826,518,627,"2,260","1,841"
2021년10월_계_40~49세,"12,912",725,250,214,448,463,585,402,506,239,293,559,"1,139",762,985,"2,928","2,414"
2021년10월_계_50~59세,"17,879","1,226",585,456,971,932,912,765,920,497,573,783,"1,384",876,"1,502","3,260","2,237"
2021년10월_계_60~69세,"19,431","1,845",767,710,"1,409","1,068",924,"1,184","1,195",700,892,805,"1,473",888,"1,568","2,481","1,522"
2021년10월_계_70~79세,"11,391","1,122",531,528,881,515,502,720,794,470,550,580,842,464,946,"1,211",735
2021년10월_계_80~89세,"7,272",734,403,428,603,265,338,576,569,389,331,331,464,244,520,622,455
2021년10월_계_90~99세,"1,116",91,63,75,97,49,58,99,85,52,55,56,61,36,67,87,85
2021년10월_계_100세 이상,43,4,3,3,1,1,2,2,5,3,5,0,5,2,1,2,4
2021년10월_남_총인구수,"51,613","3,632","1,633","1,532","2,768","2,232","2,401","2,379","2,682","1,434","1,419","2,282","4,044","2,713","3,952","9,458","7,052"
2021년10월_남_연령구간인구수,"51,613","3,632","1,633","1,532","2,768","2,232","2,401","2,379","2,682","1,434","1,419","2,282","4,044","2,713","3,952","9,458","7,052"
2021년10월_남_0~9세,"2,802",136,40,33,75,87,87,68,80,28,35,98,250,165,154,674,792
2021년10월_남_10~19세,"4,102",187,80,61,145,113,171,122,144,78,52,172,325,283,277,"1,012",880
2021년10월_남_20~29세,"5,960",265,116,117,175,190,269,161,208,86,90,325,503,368,483,"1,654",950
2021년10월_남_30~39세,"4,848",264,105,105,157,177,191,134,194,86,81,196,449,290,352,"1,182",885
2021년10월_남_40~49세,"6,815",427,157,136,268,242,325,255,313,144,129,306,600,387,543,"1,411","1,172"
2021년10월_남_50~59세,"9,216",608,326,261,576,502,496,409,525,274,245,401,693,455,762,"1,575","1,108"
2021년10월_남_60~69세,"9,731",935,413,383,706,548,485,644,617,367,400,393,689,455,771,"1,154",771
2021년10월_남_70~79세,"5,258",520,251,253,440,250,249,348,385,210,244,253,361,228,395,540,331
2021년10월_남_80~89세,"2,581",264,124,164,200,109,115,211,187,149,127,124,161,78,192,234,142
2021년10월_남_90~99세,291,25,21,19,25,14,13,27,29,11,16,14,12,3,23,20,19
2021년10월_남_100세 이상,9,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2
2021년10월_여_총인구수,"51,708","3,603","1,567","1,424","2,633","2,030","2,228","2,198","2,507","1,433","1,753","2,274","4,203","2,683","3,920","9,981","7,271"
2021년10월_여_연령구간인구수,"51,708","3,603","1,567","1,424","2,633","2,030","2,228","2,198","2,507","1,433","1,753","2,274","4,203","2,683","3,920","9,981","7,271"
2021년10월_여_0~9세,"2,592",101,51,30,64,55,90,49,74,28,39,86,211,150,137,639,788
2021년10월_여_10~19세,"3,838",196,40,62,127,80,181,92,139,80,41,140,345,280,262,983,790
2021년10월_여_20~29세,"4,964",172,79,65,128,135,169,101,141,78,58,260,419,360,343,"1,626",830
2021년10월_여_30~39세,"4,171",167,87,69,120,132,150,102,135,53,77,165,377,228,275,"1,078",956
2021년10월_여_40~49세,"6,097",298,93,78,180,221,260,147,193,95,164,253,539,375,442,"1,517","1,242"
2021년10월_여_50~59세,"8,663",618,259,195,395,430,416,356,395,223,328,382,691,421,740,"1,685","1,129"
2021년10월_여_60~69세,"9,700",910,354,327,703,520,439,540,578,333,492,412,784,433,797,"1,327",751
2021년10월_여_70~79세,"6,133",602,280,275,441,265,253,372,409,260,306,327,481,236,551,671,404
2021년10월_여_80~89세,"4,691",470,279,264,403,156,223,365,382,240,204,207,303,166,328,388,313
2021년10월_여_90~99세,825,66,42,56,72,35,45,72,56,41,39,42,49,33,44,67,66
2021년10월_여_100세 이상,34,3,3,3,0,1,2,2,5,2,5,0,4,1,1,0,2
2021년11월_계_총인구수,"103,301","7,265","3,196","2,937","5,389","4,255","4,642","4,593","5,166","2,863","3,156","4,586","8,263","5,374","7,858","19,453","14,305"
2021년11월_계_연령구간인구수,"103,301","7,265","3,196","2,937","5,389","4,255","4,642","4,593","5,166","2,863","3,156","4,586","8,263","5,374","7,858","19,453","14,305"
2021년11월_계_0~9세,"5,350",237,93,64,134,139,176,116,150,58,71,187,461,310,284,"1,298","1,572"
2021년11월_계_10~19세,"7,950",376,119,123,264,196,357,214,285,160,89,311,675,565,538,"2,001","1,677"
2021년11월_계_20~29세,"10,913",440,196,179,312,321,446,264,340,162,146,587,915,732,826,"3,277","1,770"
2021년11월_계_30~39세,"8,991",431,188,179,270,308,340,239,327,136,158,373,829,517,617,"2,252","1,827"
2021년11월_계_40~49세,"12,881",725,245,211,441,457,586,397,503,233,287,561,"1,139",751,990,"2,938","2,417"
2021년11월_계_50~59세,"17,883","1,230",586,451,973,938,915,766,908,498,576,792,"1,383",875,"1,487","3,264","2,241"
2021년11월_계_60~69세,"19,486","1,872",763,706,"1,414","1,066",924,"1,194","1,204",698,892,802,"1,479",881,"1,579","2,490","1,522"
2021년11월_계_70~79세,"11,404","1,127",534,524,883,514,500,723,793,467,550,586,841,459,948,"1,220",735
2021년11월_계_80~89세,"7,279",731,406,421,599,267,340,577,565,393,326,332,477,246,517,625,457
2021년11월_계_90~99세,"1,123",92,64,76,98,48,56,101,86,55,57,55,59,36,71,86,83
2021년11월_계_100세 이상,41,4,2,3,1,1,2,2,5,3,4,0,5,2,1,2,4
2021년11월_남_총인구수,"51,580","3,654","1,626","1,517","2,762","2,221","2,411","2,384","2,668","1,431","1,406","2,303","4,052","2,699","3,947","9,466","7,033"
2021년11월_남_연령구간인구수,"51,580","3,654","1,626","1,517","2,762","2,221","2,411","2,384","2,668","1,431","1,406","2,303","4,052","2,699","3,947","9,466","7,033"
2021년11월_남_0~9세,"2,781",136,39,32,69,85,88,68,78,31,34,102,251,163,148,665,792
2021년11월_남_10~19세,"4,102",186,79,60,140,115,174,120,145,78,47,170,332,283,277,"1,017",879
2021년11월_남_20~29세,"5,939",264,117,113,182,187,279,162,197,85,90,327,498,366,486,"1,644",942
2021년11월_남_30~39세,"4,846",270,100,107,154,176,189,137,196,84,81,202,454,285,347,"1,185",879
2021년11월_남_40~49세,"6,792",429,156,134,264,236,327,249,310,141,125,309,598,383,547,"1,419","1,165"
2021년11월_남_50~59세,"9,231",606,326,263,580,508,495,411,522,274,245,407,694,457,757,"1,578","1,108"
2021년11월_남_60~69세,"9,748",952,410,380,708,543,483,647,620,365,399,397,685,454,774,"1,160",771
2021년11월_남_70~79세,"5,264",525,253,249,443,249,248,350,388,209,244,252,363,226,395,541,329
2021년11월_남_80~89세,"2,573",260,125,160,195,108,115,214,184,150,124,124,163,78,192,235,146
2021년11월_남_90~99세,295,25,21,19,26,14,13,26,28,13,17,13,13,3,24,20,20
2021년11월_남_100세 이상,9,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2
2021년11월_여_총인구수,"51,721","3,611","1,570","1,420","2,627","2,034","2,231","2,209","2,498","1,432","1,750","2,283","4,211","2,675","3,911","9,987","7,272"
2021년11월_여_연령구간인구수,"51,721","3,611","1,570","1,420","2,627","2,034","2,231","2,209","2,498","1,432","1,750","2,283","4,211","2,675","3,911","9,987","7,272"
2021년11월_여_0~9세,"2,569",101,54,32,65,54,88,48,72,27,37,85,210,147,136,633,780
2021년11월_여_10~19세,"3,848",190,40,63,124,81,183,94,140,82,42,141,343,282,261,984,798
2021년11월_여_20~29세,"4,974",176,79,66,130,134,167,102,143,77,56,260,417,366,340,"1,633",828
2021년11월_여_30~39세,"4,145",161,88,72,116,132,151,102,131,52,77,171,375,232,270,"1,067",948
2021년11월_여_40~49세,"6,089",296,89,77,177,221,259,148,193,92,162,252,541,368,443,"1,519","1,252"
2021년11월_여_50~59세,"8,652",624,260,188,393,430,420,355,386,224,331,385,689,418,730,"1,686","1,133"
2021년11월_여_60~69세,"9,738",920,353,326,706,523,441,547,584,333,493,405,794,427,805,"1,330",751
2021년11월_여_70~79세,"6,140",602,281,275,440,265,252,373,405,258,306,334,478,233,553,679,406
2021년11월_여_80~89세,"4,706",471,281,261,404,159,225,363,381,243,202,208,314,168,325,390,311
2021년11월_여_90~99세,828,67,43,57,72,34,43,75,58,42,40,42,46,33,47,66,63
2021년11월_여_100세 이상,32,3,2,3,0,1,2,2,5,2,4,0,4,1,1,0,2
2021년12월_계_총인구수,"103,145","7,259","3,185","2,916","5,380","4,255","4,628","4,591","5,157","2,850","3,161","4,598","8,250","5,353","7,847","19,425","14,290"
2021년12월_계_연령구간인구수,"103,145","7,259","3,185","2,916","5,380","4,255","4,628","4,591","5,157","2,850","3,161","4,598","8,250","5,353","7,847","19,425","14,290"
2021년12월_계_0~9세,"5,304",235,88,63,134,134,173,113,146,56,71,186,462,308,290,"1,274","1,571"
2021년12월_계_10~19세,"7,911",375,116,120,267,194,352,215,288,160,92,308,664,566,537,"1,990","1,667"
2021년12월_계_20~29세,"10,904",437,193,176,310,328,445,262,337,161,146,594,928,724,810,"3,303","1,750"
2021년12월_계_30~39세,"8,926",427,188,175,266,294,342,237,320,132,163,371,827,513,624,"2,229","1,818"
2021년12월_계_40~49세,"12,846",728,240,213,430,464,579,400,494,233,287,557,"1,132",747,993,"2,931","2,418"
2021년12월_계_50~59세,"17,853","1,229",579,442,979,936,914,769,912,489,574,799,"1,377",867,"1,476","3,264","2,247"
2021년12월_계_60~69세,"19,508","1,868",765,702,"1,405","1,070",931,"1,193","1,207",703,894,813,"1,477",885,"1,577","2,487","1,531"
2021년12월_계_70~79세,"11,433","1,131",543,528,892,511,498,725,795,467,545,581,840,458,946,"1,233",740
2021년12월_계_80~89세,"7,288",735,403,414,598,276,336,574,567,390,330,335,482,247,522,624,455
2021년12월_계_90~99세,"1,140",90,68,81,98,47,56,101,88,56,55,54,60,38,70,89,89
2021년12월_계_100세 이상,32,4,2,2,1,1,2,2,3,3,4,0,1,0,2,1,4
2021년12월_남_총인구수,"51,459","3,648","1,622","1,505","2,756","2,217","2,401","2,381","2,671","1,424","1,409","2,316","4,045","2,676","3,945","9,426","7,017"
2021년12월_남_연령구간인구수,"51,459","3,648","1,622","1,505","2,756","2,217","2,401","2,381","2,671","1,424","1,409","2,316","4,045","2,676","3,945","9,426","7,017"
2021년12월_남_0~9세,"2,761",135,37,32,70,84,87,67,76,30,34,104,251,163,149,652,790
2021년12월_남_10~19세,"4,072",185,77,58,138,109,174,121,147,77,47,168,329,283,279,"1,011",869
2021년12월_남_20~29세,"5,913",262,115,112,181,192,271,160,198,83,91,331,500,358,475,"1,648",936
2021년12월_남_30~39세,"4,816",269,103,107,151,172,193,136,193,84,84,204,449,280,361,"1,158",872
2021년12월_남_40~49세,"6,768",425,151,134,260,236,324,251,303,141,125,309,595,377,551,"1,424","1,162"
2021년12월_남_50~59세,"9,198",604,324,259,586,508,494,409,524,269,241,410,689,451,746,"1,576","1,108"
2021년12월_남_60~69세,"9,761",952,410,369,702,544,486,645,626,367,403,404,690,455,774,"1,158",776
2021년12월_남_70~79세,"5,291",530,258,255,446,249,250,355,389,211,241,249,363,225,393,541,336
2021년12월_남_80~89세,"2,571",260,124,156,196,109,110,211,185,147,126,125,166,81,194,236,145
2021년12월_남_90~99세,302,25,23,23,25,14,12,26,30,14,17,12,13,3,23,21,21
2021년12월_남_100세 이상,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
2021년12월_여_총인구수,"51,686","3,611","1,563","1,411","2,624","2,038","2,227","2,210","2,486","1,426","1,752","2,282","4,205","2,677","3,902","9,999","7,273"
2021년12월_여_연령구간인구수,"51,686","3,611","1,563","1,411","2,624","2,038","2,227","2,210","2,486","1,426","1,752","2,282","4,205","2,677","3,902","9,999","7,273"
2021년12월_여_0~9세,"2,543",100,51,31,64,50,86,46,70,26,37,82,211,145,141,622,781
2021년12월_여_10~19세,"3,839",190,39,62,129,85,178,94,141,83,45,140,335,283,258,979,798
2021년12월_여_20~29세,"4,991",175,78,64,129,136,174,102,139,78,55,263,428,366,335,"1,655",814
2021년12월_여_30~39세,"4,110",158,85,68,115,122,149,101,127,48,79,167,378,233,263,"1,071",946
2021년12월_여_40~49세,"6,078",303,89,79,170,228,255,149,191,92,162,248,537,370,442,"1,507","1,256"
2021년12월_여_50~59세,"8,655",625,255,183,393,428,420,360,388,220,333,389,688,416,730,"1,688","1,139"
2021년12월_여_60~69세,"9,747",916,355,333,703,526,445,548,581,336,491,409,787,430,803,"1,329",755
2021년12월_여_70~79세,"6,142",601,285,273,446,262,248,370,406,256,304,332,477,233,553,692,404
2021년12월_여_80~89세,"4,717",475,279,258,402,167,226,363,382,243,204,210,316,166,328,388,310
2021년12월_여_90~99세,838,65,45,58,73,33,44,75,58,42,38,42,47,35,47,68,68
2021년12월_여_100세 이상,26,3,2,2,0,1,2,2,3,2,4,0,1,0,2,0,2
