카테고리,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2021년12월_계_50~59세,"27,141","2,484","2,156","2,247","4,195","1,782","3,516","2,733","1,285","2,107","4,636"
2021년12월_계_60~69세,"29,010","2,142","1,993","2,965","5,188","1,945","3,705","2,669","1,591","2,072","4,740"
2021년12월_계_70~79세,"17,297","1,282","1,088","2,008","3,062","1,166","2,235","1,749","1,001","1,224","2,482"
2021년12월_계_80~89세,"7,213",634,432,891,"1,324",406,880,729,387,607,923
2021년12월_계_90~99세,924,106,77,94,180,46,127,78,37,55,124
2021년12월_계_100세 이상,29,3,4,1,1,1,6,9,1,1,2
2021년12월_남_총인구수,"82,609","6,376","5,665","7,012","13,078","5,270","12,031","8,676","4,534","6,207","13,760"
2021년12월_남_연령구간인구수,"82,609","6,376","5,665","7,012","13,078","5,270","12,031","8,676","4,534","6,207","13,760"
2021년12월_남_0~9세,"5,039",326,415,297,846,330,584,521,120,484,"1,116"
2021년12월_남_10~19세,"5,920",587,613,342,976,408,816,611,196,454,917
2021년12월_남_20~29세,"11,423",871,655,840,"1,533",629,"2,214","1,323",870,770,"1,718"
2021년12월_남_30~39세,"11,711",793,573,876,"1,603",685,"2,064","1,374",770,965,"2,008"
2021년12월_남_40~49세,"12,308",909,849,996,"1,882",812,"1,730","1,371",599,958,"2,202"
2021년12월_남_50~59세,"12,605","1,146",960,"1,083","1,929",853,"1,610","1,270",645,938,"2,171"
2021년12월_남_60~69세,"12,834",944,908,"1,292","2,305",873,"1,621","1,166",746,863,"2,116"
2021년12월_남_70~79세,"7,725",528,507,914,"1,420",507,"1,015",729,429,538,"1,138"
2021년12월_남_80~89세,"2,791",240,172,352,523,168,340,283,148,221,344
2021년12월_남_90~99세,246,31,13,20,61,5,35,25,11,16,29
2021년12월_남_100세 이상,7,1,0,0,0,0,2,3,0,0,1
2021년12월_여_총인구수,"92,486","7,477","6,426","7,639","14,326","5,433","13,835","10,012","5,063","7,508","14,767"
2021년12월_여_연령구간인구수,"92,486","7,477","6,426","7,639","14,326","5,433","13,835","10,012","5,063","7,508","14,767"
2021년12월_여_0~9세,"4,799",371,403,269,769,294,542,504,127,448,"1,072"
2021년12월_여_10~19세,"5,544",557,560,308,936,338,693,614,201,464,873
2021년12월_여_20~29세,"12,300",922,606,851,"1,385",515,"2,917","1,555","1,144",879,"1,526"
2021년12월_여_30~39세,"11,794",817,612,802,"1,642",595,"2,062","1,408",691,"1,076","2,089"
2021년12월_여_40~49세,"12,643","1,049","1,055",864,"1,882",751,"1,775","1,440",577,"1,151","2,099"
2021년12월_여_50~59세,"14,536","1,338","1,196","1,164","2,266",929,"1,906","1,463",640,"1,169","2,465"
2021년12월_여_60~69세,"16,176","1,198","1,085","1,673","2,883","1,072","2,084","1,503",845,"1,209","2,624"
2021년12월_여_70~79세,"9,572",754,581,"1,094","1,642",659,"1,220","1,020",572,686,"1,344"
2021년12월_여_80~89세,"4,422",394,260,539,801,238,540,446,239,386,579
2021년12월_여_90~99세,678,75,64,74,119,41,92,53,26,39,95
2021년12월_여_100세 이상,22,2,4,1,1,1,4,6,1,1,1
