카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년05월_계_총인구수,"489,160","24,346","15,250","29,683","29,077","16,851","35,266","33,488","15,192","25,920","18,128","22,569","18,068","23,403","22,620","21,826","15,490","17,284","23,672","22,952","30,869","27,206"
2021년05월_계_연령구간인구수,"489,160","24,346","15,250","29,683","29,077","16,851","35,266","33,488","15,192","25,920","18,128","22,569","18,068","23,403","22,620","21,826","15,490","17,284","23,672","22,952","30,869","27,206"
2021년05월_계_0~9세,"21,166","1,145","1,226","1,962","1,119",641,"1,250","2,016",398,"1,101",952,660,545,782,776,343,"1,175",623,689,854,"1,694","1,215"
2021년05월_계_10~19세,"28,005","1,460","1,135","2,848","1,372",858,"1,670","2,642",558,"1,534",797,821,852,"1,036","1,094",501,"1,417",831,989,"1,485","2,246","1,859"
2021년05월_계_20~29세,"108,777","4,730","1,831","3,898","7,528","5,495","11,413","5,466","4,468","5,820","3,931","6,340","4,414","5,647","5,835","8,366","1,742","4,017","6,149","2,763","4,804","4,120"
2021년05월_계_30~39세,"85,737","4,034","2,534","3,859","5,939","3,511","6,814","5,201","2,994","4,940","3,592","4,550","3,195","4,666","3,932","5,652","1,810","3,208","4,822","2,591","4,258","3,635"
2021년05월_계_40~49세,"66,881","3,331","2,454","4,914","3,632","1,993","4,011","5,149","1,702","3,508","2,284","2,740","2,232","3,197","2,881","2,461","2,920","2,257","3,539","3,199","4,609","3,868"
2021년05월_계_50~59세,"67,334","3,367","2,298","4,772","3,435","1,649","3,866","4,869","1,807","3,458","2,537","2,770","2,420","3,096","3,176","1,779","2,555","2,378","3,216","4,129","4,940","4,817"
2021년05월_계_60~69세,"59,441","3,317","1,944","3,898","3,194","1,355","3,318","4,321","1,679","2,972","2,255","2,544","2,256","2,759","2,647","1,460","2,105","2,186","2,341","4,111","4,650","4,129"
2021년05월_계_70~79세,"36,615","2,109","1,200","2,448","2,058",948,"2,126","2,733","1,107","1,856","1,310","1,530","1,511","1,558","1,623",918,"1,244","1,229","1,319","2,597","2,658","2,533"
2021년05월_계_80~89세,"13,476",744,558,960,709,363,712,981,436,653,412,554,570,582,588,305,465,495,545,"1,051",879,914
2021년05월_계_90~99세,"1,624",103,67,118,85,34,84,105,39,75,57,55,69,74,64,36,53,57,62,165,114,108
2021년05월_계_100세 이상,104,6,3,6,6,4,2,5,4,3,1,5,4,6,4,5,4,3,1,7,17,8
2021년05월_남_총인구수,"245,552","11,948","7,450","14,336","14,103","8,496","16,871","16,346","7,268","12,626","8,752","11,645","9,066","12,892","11,365","11,539","7,593","8,721","14,279","11,506","15,099","13,651"
2021년05월_남_연령구간인구수,"245,552","11,948","7,450","14,336","14,103","8,496","16,871","16,346","7,268","12,626","8,752","11,645","9,066","12,892","11,365","11,539","7,593","8,721","14,279","11,506","15,099","13,651"
2021년05월_남_0~9세,"10,861",582,645,"1,022",572,326,614,"1,062",224,569,498,346,255,400,412,168,595,315,352,454,848,602
2021년05월_남_10~19세,"14,291",768,585,"1,481",672,421,817,"1,339",267,794,368,429,435,523,576,248,714,422,510,794,"1,130",998
2021년05월_남_20~29세,"52,917","2,253",946,"1,948","3,407","2,622","4,968","2,581","1,864","2,765","1,774","3,219","2,237","3,147","2,790","4,113",892,"1,800","3,624","1,477","2,355","2,135"
2021년05월_남_30~39세,"47,408","2,191","1,266","1,933","3,158","1,960","3,613","2,689","1,630","2,562","1,919","2,664","1,825","2,895","2,228","3,287",873,"1,779","3,270","1,465","2,212","1,989"
2021년05월_남_40~49세,"35,752","1,729","1,258","2,421","1,895","1,057","2,083","2,662",918,"1,773","1,166","1,507","1,208","1,938","1,492","1,425","1,474","1,204","2,392","1,721","2,384","2,045"
2021년05월_남_50~59세,"33,962","1,591","1,126","2,331","1,672",867,"1,940","2,408",907,"1,695","1,181","1,336","1,210","1,651","1,593","1,012","1,303","1,286","2,038","2,082","2,392","2,341"
2021년05월_남_60~69세,"27,645","1,545",873,"1,756","1,484",645,"1,527","1,947",776,"1,354","1,017","1,168",992,"1,329","1,249",705,966,"1,076","1,222","1,910","2,126","1,978"
2021년05월_남_70~79세,"16,715",963,523,"1,059",906,439,980,"1,229",488,813,612,723,676,744,746,434,576,599,605,"1,152","1,269","1,179"
2021년05월_남_80~89세,"5,609",302,209,352,315,146,308,414,184,277,205,238,216,253,265,140,186,220,251,410,351,367
2021년05월_남_90~99세,371,24,18,32,20,11,20,13,9,24,12,14,11,12,13,6,13,20,15,40,27,17
2021년05월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년05월_여_총인구수,"243,608","12,398","7,800","15,347","14,974","8,355","18,395","17,142","7,924","13,294","9,376","10,924","9,002","10,511","11,255","10,287","7,897","8,563","9,393","11,446","15,770","13,555"
2021년05월_여_연령구간인구수,"243,608","12,398","7,800","15,347","14,974","8,355","18,395","17,142","7,924","13,294","9,376","10,924","9,002","10,511","11,255","10,287","7,897","8,563","9,393","11,446","15,770","13,555"
2021년05월_여_0~9세,"10,305",563,581,940,547,315,636,954,174,532,454,314,290,382,364,175,580,308,337,400,846,613
2021년05월_여_10~19세,"13,714",692,550,"1,367",700,437,853,"1,303",291,740,429,392,417,513,518,253,703,409,479,691,"1,116",861
2021년05월_여_20~29세,"55,860","2,477",885,"1,950","4,121","2,873","6,445","2,885","2,604","3,055","2,157","3,121","2,177","2,500","3,045","4,253",850,"2,217","2,525","1,286","2,449","1,985"
2021년05월_여_30~39세,"38,329","1,843","1,268","1,926","2,781","1,551","3,201","2,512","1,364","2,378","1,673","1,886","1,370","1,771","1,704","2,365",937,"1,429","1,552","1,126","2,046","1,646"
2021년05월_여_40~49세,"31,129","1,602","1,196","2,493","1,737",936,"1,928","2,487",784,"1,735","1,118","1,233","1,024","1,259","1,389","1,036","1,446","1,053","1,147","1,478","2,225","1,823"
2021년05월_여_50~59세,"33,372","1,776","1,172","2,441","1,763",782,"1,926","2,461",900,"1,763","1,356","1,434","1,210","1,445","1,583",767,"1,252","1,092","1,178","2,047","2,548","2,476"
2021년05월_여_60~69세,"31,796","1,772","1,071","2,142","1,710",710,"1,791","2,374",903,"1,618","1,238","1,376","1,264","1,430","1,398",755,"1,139","1,110","1,119","2,201","2,524","2,151"
2021년05월_여_70~79세,"19,900","1,146",677,"1,389","1,152",509,"1,146","1,504",619,"1,043",698,807,835,814,877,484,668,630,714,"1,445","1,389","1,354"
2021년05월_여_80~89세,"7,867",442,349,608,394,217,404,567,252,376,207,316,354,329,323,165,279,275,294,641,528,547
2021년05월_여_90~99세,"1,253",79,49,86,65,23,64,92,30,51,45,41,58,62,51,30,40,37,47,125,87,91
2021년05월_여_100세 이상,83,6,2,5,4,2,1,3,3,3,1,4,3,6,3,4,3,3,1,6,12,8
2021년06월_계_총인구수,"488,800","24,373","15,247","29,623","29,057","16,891","35,353","33,454","15,193","25,873","18,162","22,537","18,065","23,350","22,627","21,868","15,462","17,239","23,635","22,847","30,847","27,097"
2021년06월_계_연령구간인구수,"488,800","24,373","15,247","29,623","29,057","16,891","35,353","33,454","15,193","25,873","18,162","22,537","18,065","23,350","22,627","21,868","15,462","17,239","23,635","22,847","30,847","27,097"
2021년06월_계_0~9세,"21,044","1,145","1,228","1,944","1,119",634,"1,249","2,006",394,"1,084",951,659,539,779,757,346,"1,168",621,681,845,"1,690","1,205"
2021년06월_계_10~19세,"27,873","1,448","1,123","2,849","1,349",846,"1,658","2,646",560,"1,536",794,813,850,"1,033","1,081",504,"1,412",829,983,"1,470","2,245","1,844"
2021년06월_계_20~29세,"108,741","4,740","1,826","3,873","7,543","5,529","11,446","5,448","4,474","5,822","3,943","6,327","4,432","5,637","5,863","8,368","1,740","3,995","6,100","2,735","4,798","4,102"
2021년06월_계_30~39세,"85,734","4,051","2,535","3,830","5,957","3,514","6,874","5,180","2,993","4,939","3,604","4,548","3,181","4,642","3,953","5,680","1,804","3,182","4,845","2,569","4,236","3,617"
2021년06월_계_40~49세,"66,796","3,347","2,443","4,919","3,616","1,994","3,999","5,150","1,710","3,502","2,292","2,750","2,221","3,186","2,870","2,452","2,913","2,266","3,532","3,181","4,615","3,838"
2021년06월_계_50~59세,"67,131","3,353","2,298","4,772","3,426","1,653","3,851","4,863","1,795","3,452","2,534","2,739","2,413","3,094","3,188","1,786","2,550","2,373","3,209","4,097","4,908","4,777"
2021년06월_계_60~69세,"59,620","3,321","1,959","3,897","3,194","1,367","3,325","4,341","1,683","2,963","2,260","2,551","2,272","2,758","2,648","1,472","2,113","2,179","2,357","4,134","4,675","4,151"
2021년06월_계_70~79세,"36,573","2,116","1,198","2,451","2,056",948,"2,142","2,722","1,102","1,842","1,307","1,526","1,502","1,563","1,621",913,"1,239","1,229","1,319","2,591","2,663","2,523"
2021년06월_계_80~89세,"13,561",745,566,965,709,367,718,986,440,657,419,565,582,580,580,308,466,504,544,"1,053",884,923
2021년06월_계_90~99세,"1,621",101,68,117,82,35,89,107,38,73,56,54,69,72,62,34,53,58,64,165,115,109
2021년06월_계_100세 이상,106,6,3,6,6,4,2,5,4,3,2,5,4,6,4,5,4,3,1,7,18,8
2021년06월_남_총인구수,"245,404","11,965","7,449","14,307","14,076","8,534","16,927","16,335","7,275","12,617","8,779","11,622","9,067","12,863","11,380","11,555","7,575","8,712","14,247","11,448","15,090","13,581"
2021년06월_남_연령구간인구수,"245,404","11,965","7,449","14,307","14,076","8,534","16,927","16,335","7,275","12,617","8,779","11,622","9,067","12,863","11,380","11,555","7,575","8,712","14,247","11,448","15,090","13,581"
2021년06월_남_0~9세,"10,794",582,647,"1,016",574,323,611,"1,056",220,563,499,342,252,395,404,169,586,314,345,452,848,596
2021년06월_남_10~19세,"14,215",761,575,"1,482",662,414,814,"1,338",269,793,372,424,428,522,575,246,715,420,504,787,"1,128",986
2021년06월_남_20~29세,"52,896","2,248",944,"1,930","3,402","2,654","4,993","2,587","1,863","2,774","1,790","3,208","2,247","3,143","2,796","4,099",886,"1,802","3,605","1,460","2,353","2,112"
2021년06월_남_30~39세,"47,451","2,207","1,269","1,920","3,156","1,965","3,654","2,665","1,640","2,572","1,918","2,674","1,821","2,882","2,243","3,315",866,"1,761","3,279","1,454","2,210","1,980"
2021년06월_남_40~49세,"35,722","1,741","1,251","2,417","1,890","1,061","2,084","2,657",922,"1,768","1,175","1,507","1,203","1,939","1,487","1,422","1,476","1,210","2,385","1,710","2,382","2,035"
2021년06월_남_50~59세,"33,851","1,584","1,125","2,338","1,673",868,"1,924","2,408",899,"1,687","1,175","1,327","1,215","1,644","1,602","1,017","1,302","1,283","2,031","2,059","2,374","2,316"
2021년06월_남_60~69세,"27,713","1,547",882,"1,751","1,479",651,"1,528","1,967",776,"1,345","1,015","1,163",998,"1,328","1,255",707,968,"1,080","1,226","1,920","2,138","1,989"
2021년06월_남_70~79세,"16,714",971,523,"1,067",903,436,989,"1,225",488,813,612,719,670,746,739,428,574,600,607,"1,155","1,272","1,177"
2021년06월_남_80~89세,"5,654",301,214,352,313,149,309,417,187,279,211,243,221,254,265,146,189,220,249,409,353,373
2021년06월_남_90~99세,373,23,18,33,22,11,20,13,10,23,12,14,11,10,13,5,12,22,16,41,27,17
2021년06월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년06월_여_총인구수,"243,396","12,408","7,798","15,316","14,981","8,357","18,426","17,119","7,918","13,256","9,383","10,915","8,998","10,487","11,247","10,313","7,887","8,527","9,388","11,399","15,757","13,516"
2021년06월_여_연령구간인구수,"243,396","12,408","7,798","15,316","14,981","8,357","18,426","17,119","7,918","13,256","9,383","10,915","8,998","10,487","11,247","10,313","7,887","8,527","9,388","11,399","15,757","13,516"
2021년06월_여_0~9세,"10,250",563,581,928,545,311,638,950,174,521,452,317,287,384,353,177,582,307,336,393,842,609
2021년06월_여_10~19세,"13,658",687,548,"1,367",687,432,844,"1,308",291,743,422,389,422,511,506,258,697,409,479,683,"1,117",858
2021년06월_여_20~29세,"55,845","2,492",882,"1,943","4,141","2,875","6,453","2,861","2,611","3,048","2,153","3,119","2,185","2,494","3,067","4,269",854,"2,193","2,495","1,275","2,445","1,990"
2021년06월_여_30~39세,"38,283","1,844","1,266","1,910","2,801","1,549","3,220","2,515","1,353","2,367","1,686","1,874","1,360","1,760","1,710","2,365",938,"1,421","1,566","1,115","2,026","1,637"
2021년06월_여_40~49세,"31,074","1,606","1,192","2,502","1,726",933,"1,915","2,493",788,"1,734","1,117","1,243","1,018","1,247","1,383","1,030","1,437","1,056","1,147","1,471","2,233","1,803"
2021년06월_여_50~59세,"33,280","1,769","1,173","2,434","1,753",785,"1,927","2,455",896,"1,765","1,359","1,412","1,198","1,450","1,586",769,"1,248","1,090","1,178","2,038","2,534","2,461"
2021년06월_여_60~69세,"31,907","1,774","1,077","2,146","1,715",716,"1,797","2,374",907,"1,618","1,245","1,388","1,274","1,430","1,393",765,"1,145","1,099","1,131","2,214","2,537","2,162"
2021년06월_여_70~79세,"19,859","1,145",675,"1,384","1,153",512,"1,153","1,497",614,"1,029",695,807,832,817,882,485,665,629,712,"1,436","1,391","1,346"
2021년06월_여_80~89세,"7,907",444,352,613,396,218,409,569,253,378,208,322,361,326,315,162,277,284,295,644,531,550
2021년06월_여_90~99세,"1,248",78,50,84,60,24,69,94,28,50,44,40,58,62,49,29,41,36,48,124,88,92
2021년06월_여_100세 이상,85,6,2,5,4,2,1,3,3,3,2,4,3,6,3,4,3,3,1,6,13,8
2021년07월_계_총인구수,"488,525","24,362","15,296","29,537","29,047","16,881","35,357","33,370","15,200","25,866","18,177","22,583","17,978","23,356","22,611","21,979","15,436","17,255","23,589","22,745","30,816","27,084"
2021년07월_계_연령구간인구수,"488,525","24,362","15,296","29,537","29,047","16,881","35,357","33,370","15,200","25,866","18,177","22,583","17,978","23,356","22,611","21,979","15,436","17,255","23,589","22,745","30,816","27,084"
2021년07월_계_0~9세,"20,855","1,139","1,224","1,926","1,115",621,"1,222","1,973",391,"1,075",953,651,531,773,757,342,"1,151",620,677,832,"1,684","1,198"
2021년07월_계_10~19세,"27,800","1,449","1,140","2,850","1,344",838,"1,632","2,656",564,"1,525",801,816,837,"1,036","1,074",502,"1,406",831,969,"1,459","2,229","1,842"
2021년07월_계_20~29세,"108,602","4,737","1,828","3,845","7,525","5,525","11,459","5,431","4,472","5,813","3,911","6,354","4,394","5,637","5,871","8,417","1,734","3,974","6,075","2,697","4,793","4,110"
2021년07월_계_30~39세,"85,760","4,026","2,553","3,788","5,980","3,532","6,903","5,151","2,991","4,959","3,642","4,568","3,166","4,630","3,954","5,696","1,806","3,200","4,837","2,557","4,224","3,597"
2021년07월_계_40~49세,"66,636","3,345","2,438","4,921","3,581","1,985","3,980","5,143","1,716","3,486","2,285","2,762","2,205","3,172","2,851","2,458","2,904","2,274","3,534","3,166","4,594","3,836"
2021년07월_계_50~59세,"67,075","3,361","2,296","4,746","3,437","1,643","3,839","4,836","1,788","3,450","2,550","2,721","2,420","3,107","3,180","1,806","2,553","2,369","3,188","4,091","4,917","4,777"
2021년07월_계_60~69세,"59,785","3,329","1,966","3,912","3,209","1,377","3,358","4,351","1,692","2,973","2,256","2,568","2,260","2,771","2,651","1,490","2,109","2,188","2,374","4,128","4,670","4,153"
2021년07월_계_70~79세,"36,641","2,111","1,204","2,453","2,061",951,"2,151","2,730","1,098","1,848","1,298","1,517","1,509","1,569","1,624",920,"1,251","1,233","1,318","2,586","2,680","2,529"
2021년07월_계_80~89세,"13,640",758,574,976,708,369,720,982,447,662,420,569,587,585,580,308,466,504,552,"1,058",892,923
2021년07월_계_90~99세,"1,622",101,70,114,81,36,90,112,35,73,58,52,65,70,65,35,52,59,64,164,115,111
2021년07월_계_100세 이상,109,6,3,6,6,4,3,5,6,2,3,5,4,6,4,5,4,3,1,7,18,8
2021년07월_남_총인구수,"245,370","11,972","7,471","14,267","14,090","8,511","16,971","16,301","7,285","12,616","8,790","11,652","9,040","12,859","11,382","11,619","7,566","8,705","14,206","11,399","15,078","13,590"
2021년07월_남_연령구간인구수,"245,370","11,972","7,471","14,267","14,090","8,511","16,971","16,301","7,285","12,616","8,790","11,652","9,040","12,859","11,382","11,619","7,566","8,705","14,206","11,399","15,078","13,590"
2021년07월_남_0~9세,"10,697",577,650,"1,007",568,314,601,"1,038",216,559,497,339,250,392,402,168,579,310,346,443,852,589
2021년07월_남_10~19세,"14,178",761,581,"1,483",666,408,800,"1,349",272,781,380,424,421,521,569,250,709,420,497,780,"1,121",985
2021년07월_남_20~29세,"52,842","2,254",944,"1,919","3,384","2,645","5,034","2,580","1,871","2,768","1,776","3,213","2,237","3,135","2,824","4,123",888,"1,779","3,566","1,438","2,350","2,114"
2021년07월_남_30~39세,"47,516","2,190","1,274","1,902","3,192","1,964","3,680","2,655","1,641","2,586","1,943","2,701","1,811","2,878","2,238","3,315",864,"1,773","3,279","1,443","2,204","1,983"
2021년07월_남_40~49세,"35,666","1,745","1,249","2,422","1,868","1,064","2,071","2,650",927,"1,773","1,168","1,512","1,197","1,932","1,478","1,420","1,478","1,208","2,391","1,706","2,373","2,034"
2021년07월_남_50~59세,"33,853","1,596","1,125","2,318","1,684",858,"1,926","2,405",891,"1,678","1,181","1,315","1,223","1,657","1,599","1,040","1,304","1,279","2,018","2,061","2,374","2,321"
2021년07월_남_60~69세,"27,802","1,549",889,"1,760","1,483",658,"1,542","1,959",783,"1,350","1,015","1,176",996,"1,325","1,256",719,964,"1,087","1,234","1,921","2,141","1,995"
2021년07월_남_70~79세,"16,723",972,521,"1,062",906,436,987,"1,233",482,816,607,715,669,752,737,430,578,605,610,"1,152","1,275","1,178"
2021년07월_남_80~89세,"5,695",305,219,360,316,150,307,416,191,282,210,242,225,257,264,148,189,221,249,414,356,374
2021년07월_남_90~99세,377,23,18,33,21,12,22,14,10,23,13,14,10,10,14,5,12,23,16,40,27,17
2021년07월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년07월_여_총인구수,"243,155","12,390","7,825","15,270","14,957","8,370","18,386","17,069","7,915","13,250","9,387","10,931","8,938","10,497","11,229","10,360","7,870","8,550","9,383","11,346","15,738","13,494"
2021년07월_여_연령구간인구수,"243,155","12,390","7,825","15,270","14,957","8,370","18,386","17,069","7,915","13,250","9,387","10,931","8,938","10,497","11,229","10,360","7,870","8,550","9,383","11,346","15,738","13,494"
2021년07월_여_0~9세,"10,158",562,574,919,547,307,621,935,175,516,456,312,281,381,355,174,572,310,331,389,832,609
2021년07월_여_10~19세,"13,622",688,559,"1,367",678,430,832,"1,307",292,744,421,392,416,515,505,252,697,411,472,679,"1,108",857
2021년07월_여_20~29세,"55,760","2,483",884,"1,926","4,141","2,880","6,425","2,851","2,601","3,045","2,135","3,141","2,157","2,502","3,047","4,294",846,"2,195","2,509","1,259","2,443","1,996"
2021년07월_여_30~39세,"38,244","1,836","1,279","1,886","2,788","1,568","3,223","2,496","1,350","2,373","1,699","1,867","1,355","1,752","1,716","2,381",942,"1,427","1,558","1,114","2,020","1,614"
2021년07월_여_40~49세,"30,970","1,600","1,189","2,499","1,713",921,"1,909","2,493",789,"1,713","1,117","1,250","1,008","1,240","1,373","1,038","1,426","1,066","1,143","1,460","2,221","1,802"
2021년07월_여_50~59세,"33,222","1,765","1,171","2,428","1,753",785,"1,913","2,431",897,"1,772","1,369","1,406","1,197","1,450","1,581",766,"1,249","1,090","1,170","2,030","2,543","2,456"
2021년07월_여_60~69세,"31,983","1,780","1,077","2,152","1,726",719,"1,816","2,392",909,"1,623","1,241","1,392","1,264","1,446","1,395",771,"1,145","1,101","1,140","2,207","2,529","2,158"
2021년07월_여_70~79세,"19,918","1,139",683,"1,391","1,155",515,"1,164","1,497",616,"1,032",691,802,840,817,887,490,673,628,708,"1,434","1,405","1,351"
2021년07월_여_80~89세,"7,945",453,355,616,392,219,413,566,256,380,210,327,362,328,316,160,277,283,303,644,536,549
2021년07월_여_90~99세,"1,245",78,52,81,60,24,68,98,25,50,45,38,55,60,51,30,40,36,48,124,88,94
2021년07월_여_100세 이상,88,6,2,5,4,2,2,3,5,2,3,4,3,6,3,4,3,3,1,6,13,8
2021년08월_계_총인구수,"488,304","24,453","15,232","29,451","29,051","16,882","35,405","33,303","15,244","25,881","18,172","22,609","18,009","23,268","22,631","22,099","15,394","17,253","23,602","22,624","30,774","26,967"
2021년08월_계_연령구간인구수,"488,304","24,453","15,232","29,451","29,051","16,882","35,405","33,303","15,244","25,881","18,172","22,609","18,009","23,268","22,631","22,099","15,394","17,253","23,602","22,624","30,774","26,967"
2021년08월_계_0~9세,"20,551","1,127","1,211","1,897","1,097",622,"1,204","1,941",382,"1,044",933,646,526,753,756,343,"1,125",621,678,812,"1,649","1,184"
2021년08월_계_10~19세,"27,657","1,454","1,130","2,844","1,340",817,"1,619","2,660",575,"1,513",799,811,829,"1,026","1,065",500,"1,396",826,953,"1,451","2,222","1,827"
2021년08월_계_20~29세,"108,940","4,782","1,823","3,823","7,579","5,546","11,543","5,398","4,510","5,840","3,900","6,384","4,412","5,614","5,889","8,477","1,732","3,994","6,107","2,689","4,804","4,094"
2021년08월_계_30~39세,"85,658","4,035","2,521","3,762","5,944","3,532","6,889","5,151","2,986","4,952","3,657","4,586","3,182","4,610","3,970","5,744","1,806","3,195","4,850","2,517","4,192","3,577"
2021년08월_계_40~49세,"66,379","3,336","2,428","4,879","3,583","1,985","3,997","5,123","1,719","3,486","2,271","2,743","2,217","3,166","2,835","2,464","2,876","2,263","3,493","3,123","4,573","3,819"
2021년08월_계_50~59세,"67,039","3,378","2,292","4,757","3,436","1,629","3,812","4,846","1,791","3,456","2,551","2,726","2,413","3,094","3,180","1,807","2,573","2,358","3,198","4,093","4,914","4,735"
2021년08월_계_60~69세,"59,890","3,357","1,971","3,923","3,205","1,385","3,364","4,346","1,691","2,992","2,264","2,563","2,259","2,777","2,660","1,489","2,105","2,186","2,385","4,121","4,687","4,160"
2021년08월_계_70~79세,"36,688","2,110","1,209","2,463","2,068",952,"2,154","2,731","1,100","1,850","1,297","1,522","1,510","1,574","1,622",918,"1,258","1,238","1,317","2,586","2,688","2,521"
2021년08월_계_80~89세,"13,756",767,573,981,711,375,731,988,448,674,440,569,589,576,586,316,467,509,554,"1,063",908,931
2021년08월_계_90~99세,"1,636",102,70,117,82,35,89,114,36,72,57,54,68,71,64,35,52,60,66,161,119,112
2021년08월_계_100세 이상,110,5,4,5,6,4,3,5,6,2,3,5,4,7,4,6,4,3,1,8,18,7
2021년08월_남_총인구수,"245,308","12,022","7,430","14,226","14,109","8,497","17,013","16,269","7,294","12,626","8,784","11,667","9,068","12,820","11,393","11,707","7,544","8,713","14,218","11,312","15,058","13,538"
2021년08월_남_연령구간인구수,"245,308","12,022","7,430","14,226","14,109","8,497","17,013","16,269","7,294","12,626","8,784","11,667","9,068","12,820","11,393","11,707","7,544","8,713","14,218","11,312","15,058","13,538"
2021년08월_남_0~9세,"10,555",566,642,992,567,314,596,"1,021",210,544,490,337,247,382,400,173,560,312,349,429,835,589
2021년08월_남_10~19세,"14,084",761,570,"1,481",666,398,787,"1,350",280,771,377,419,417,514,559,246,705,414,490,777,"1,120",982
2021년08월_남_20~29세,"53,062","2,283",943,"1,917","3,423","2,656","5,095","2,558","1,881","2,777","1,771","3,217","2,259","3,123","2,839","4,136",892,"1,807","3,585","1,429","2,370","2,101"
2021년08월_남_30~39세,"47,443","2,193","1,252","1,882","3,177","1,954","3,671","2,646","1,630","2,586","1,951","2,707","1,818","2,873","2,244","3,377",864,"1,761","3,286","1,422","2,184","1,965"
2021년08월_남_40~49세,"35,534","1,742","1,242","2,404","1,870","1,066","2,076","2,651",922,"1,775","1,159","1,510","1,200","1,929","1,470","1,420","1,459","1,206","2,366","1,681","2,349","2,037"
2021년08월_남_50~59세,"33,876","1,609","1,128","2,325","1,688",848,"1,913","2,419",902,"1,685","1,181","1,329","1,223","1,648","1,600","1,047","1,318","1,270","2,026","2,055","2,372","2,290"
2021년08월_남_60~69세,"27,874","1,562",891,"1,773","1,470",666,"1,552","1,956",782,"1,359","1,018","1,172",996,"1,333","1,258",721,961,"1,087","1,242","1,917","2,155","2,003"
2021년08월_남_70~79세,"16,721",974,522,"1,058",908,430,987,"1,226",485,818,603,719,669,752,737,429,582,609,608,"1,147","1,279","1,179"
2021년08월_남_80~89세,"5,748",308,221,359,316,151,311,424,191,288,221,242,227,254,271,152,190,224,248,415,361,374
2021년08월_남_90~99세,389,24,17,34,22,12,24,16,10,23,13,14,11,12,14,5,12,23,18,39,28,18
2021년08월_남_100세 이상,22,0,2,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년08월_여_총인구수,"242,996","12,431","7,802","15,225","14,942","8,385","18,392","17,034","7,950","13,255","9,388","10,942","8,941","10,448","11,238","10,392","7,850","8,540","9,384","11,312","15,716","13,429"
2021년08월_여_연령구간인구수,"242,996","12,431","7,802","15,225","14,942","8,385","18,392","17,034","7,950","13,255","9,388","10,942","8,941","10,448","11,238","10,392","7,850","8,540","9,384","11,312","15,716","13,429"
2021년08월_여_0~9세,"9,996",561,569,905,530,308,608,920,172,500,443,309,279,371,356,170,565,309,329,383,814,595
2021년08월_여_10~19세,"13,573",693,560,"1,363",674,419,832,"1,310",295,742,422,392,412,512,506,254,691,412,463,674,"1,102",845
2021년08월_여_20~29세,"55,878","2,499",880,"1,906","4,156","2,890","6,448","2,840","2,629","3,063","2,129","3,167","2,153","2,491","3,050","4,341",840,"2,187","2,522","1,260","2,434","1,993"
2021년08월_여_30~39세,"38,215","1,842","1,269","1,880","2,767","1,578","3,218","2,505","1,356","2,366","1,706","1,879","1,364","1,737","1,726","2,367",942,"1,434","1,564","1,095","2,008","1,612"
2021년08월_여_40~49세,"30,845","1,594","1,186","2,475","1,713",919,"1,921","2,472",797,"1,711","1,112","1,233","1,017","1,237","1,365","1,044","1,417","1,057","1,127","1,442","2,224","1,782"
2021년08월_여_50~59세,"33,163","1,769","1,164","2,432","1,748",781,"1,899","2,427",889,"1,771","1,370","1,397","1,190","1,446","1,580",760,"1,255","1,088","1,172","2,038","2,542","2,445"
2021년08월_여_60~69세,"32,016","1,795","1,080","2,150","1,735",719,"1,812","2,390",909,"1,633","1,246","1,391","1,263","1,444","1,402",768,"1,144","1,099","1,143","2,204","2,532","2,157"
2021년08월_여_70~79세,"19,967","1,136",687,"1,405","1,160",522,"1,167","1,505",615,"1,032",694,803,841,822,885,489,676,629,709,"1,439","1,409","1,342"
2021년08월_여_80~89세,"8,008",459,352,622,395,224,420,564,257,386,219,327,362,322,315,164,277,285,306,648,547,557
2021년08월_여_90~99세,"1,247",78,53,83,60,23,65,98,26,49,44,40,57,59,50,30,40,37,48,122,91,94
2021년08월_여_100세 이상,88,5,2,4,4,2,2,3,5,2,3,4,3,7,3,5,3,3,1,7,13,7
2021년09월_계_총인구수,"488,029","24,438","15,233","29,418","29,013","16,956","35,404","33,309","15,225","25,879","18,188","22,635","17,986","23,173","22,607","22,153","15,372","17,261","23,620","22,508","30,709","26,942"
