카테고리,서울특별시 금천구,서울특별시 금천구 가산동,서울특별시 금천구 독산제1동,서울특별시 금천구 독산제2동,서울특별시 금천구 독산제3동,서울특별시 금천구 독산제4동,서울특별시 금천구 시흥제1동,서울특별시 금천구 시흥제2동,서울특별시 금천구 시흥제3동,서울특별시 금천구 시흥제4동,서울특별시 금천구 시흥제5동
2021년11월_남_60~69세,"16,987","1,334","2,612","1,535","1,964","1,280","2,440","1,611",944,"1,740","1,527"
2021년11월_남_70~79세,"8,426",581,"1,169",744,929,623,"1,291",821,516,880,872
2021년11월_남_80~89세,"2,778",186,431,209,300,190,413,286,159,277,327
2021년11월_남_90~99세,223,8,27,25,29,14,48,17,6,24,25
2021년11월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년11월_여_총인구수,"114,265","10,760","21,802","9,250","12,058","7,561","16,513","11,036","5,444","10,232","9,609"
2021년11월_여_연령구간인구수,"114,265","10,760","21,802","9,250","12,058","7,561","16,513","11,036","5,444","10,232","9,609"
2021년11월_여_0~9세,"5,693",333,"1,591",388,430,285,811,704,249,493,409
2021년11월_여_10~19세,"6,916",342,"1,177",517,644,467,"1,003","1,056",347,690,673
2021년11월_여_20~29세,"18,820","3,658","4,114","1,345","2,014","1,086","2,400","1,150",632,"1,273","1,148"
2021년11월_여_30~39세,"16,285","2,215","4,185","1,160","1,563",917,"2,213","1,203",628,"1,190","1,011"
2021년11월_여_40~49세,"15,003","1,036","2,923","1,202","1,456",962,"2,315","1,717",706,"1,387","1,299"
2021년11월_여_50~59세,"19,576","1,195","3,174","1,827","2,323","1,544","2,904","1,944","1,017","1,969","1,679"
2021년11월_여_60~69세,"17,590","1,120","2,580","1,625","2,084","1,294","2,621","1,761","1,051","1,811","1,643"
2021년11월_여_70~79세,"9,542",583,"1,425",799,"1,005",716,"1,478",956,538,944,"1,098"
2021년11월_여_80~89세,"4,147",230,545,331,448,249,661,460,247,417,559
2021년11월_여_90~99세,662,46,84,52,89,38,106,82,29,56,80
2021년11월_여_100세 이상,31,2,4,4,2,3,1,3,0,2,10
2021년12월_계_총인구수,"230,811","23,669","44,873","18,706","24,152","15,142","32,826","21,228","10,800","20,249","19,166"
2021년12월_계_연령구간인구수,"230,811","23,669","44,873","18,706","24,152","15,142","32,826","21,228","10,800","20,249","19,166"
2021년12월_계_0~9세,"11,676",644,"3,269",816,919,599,"1,653","1,438",493,979,866
2021년12월_계_10~19세,"13,955",657,"2,326","1,118","1,261",916,"2,164","2,068",673,"1,417","1,355"
2021년12월_계_20~29세,"37,202","6,811","8,027","2,767","3,898","2,192","4,741","2,336","1,368","2,593","2,469"
2021년12월_계_30~39세,"36,570","5,800","9,430","2,535","3,617","2,001","4,754","2,368","1,357","2,525","2,183"
2021년12월_계_40~49세,"31,638","2,770","6,518","2,491","3,023","1,912","4,700","3,335","1,445","2,767","2,677"
2021년12월_계_50~59세,"39,348","2,890","6,411","3,671","4,576","3,108","5,763","3,691","1,966","3,803","3,469"
2021년12월_계_60~69세,"34,564","2,460","5,205","3,146","4,056","2,587","5,037","3,354","1,998","3,547","3,174"
2021년12월_계_70~79세,"17,974","1,171","2,595","1,535","1,937","1,331","2,773","1,779","1,052","1,832","1,969"
2021년12월_계_80~89세,"6,976",411,978,543,748,441,"1,087",755,414,704,895
2021년12월_계_90~99세,878,54,110,80,114,52,150,100,34,78,106
2021년12월_계_100세 이상,30,1,4,4,3,3,4,4,0,4,3
2021년12월_남_총인구수,"116,527","12,863","22,990","9,465","12,106","7,591","16,326","10,210","5,368","10,030","9,578"
2021년12월_남_연령구간인구수,"116,527","12,863","22,990","9,465","12,106","7,591","16,326","10,210","5,368","10,030","9,578"
2021년12월_남_0~9세,"6,018",316,"1,676",428,494,317,849,734,245,492,467
2021년12월_남_10~19세,"7,057",315,"1,152",605,619,449,"1,168","1,004",327,736,682
2021년12월_남_20~29세,"18,339","3,131","3,858","1,422","1,895","1,112","2,350","1,197",736,"1,324","1,314"
2021년12월_남_30~39세,"20,237","3,566","5,218","1,372","2,044","1,075","2,528","1,174",736,"1,338","1,186"
2021년12월_남_40~49세,"16,674","1,724","3,586","1,293","1,573",967,"2,388","1,624",743,"1,382","1,394"
2021년12월_남_50~59세,"19,762","1,701","3,248","1,844","2,253","1,563","2,855","1,742",946,"1,829","1,781"
2021년12월_남_60~69세,"16,976","1,327","2,617","1,527","1,971","1,287","2,426","1,604",952,"1,737","1,528"
2021년12월_남_70~79세,"8,433",591,"1,175",738,927,615,"1,289",822,517,890,869
2021년12월_남_80~89세,"2,801",183,432,209,302,192,422,291,161,277,332
2021년12월_남_90~99세,223,9,27,27,27,14,49,17,5,23,25
2021년12월_남_100세 이상,7,0,1,0,1,0,2,1,0,2,0
2021년12월_여_총인구수,"114,284","10,806","21,883","9,241","12,046","7,551","16,500","11,018","5,432","10,219","9,588"
2021년12월_여_연령구간인구수,"114,284","10,806","21,883","9,241","12,046","7,551","16,500","11,018","5,432","10,219","9,588"
2021년12월_여_0~9세,"5,658",328,"1,593",388,425,282,804,704,248,487,399
2021년12월_여_10~19세,"6,898",342,"1,174",513,642,467,996,"1,064",346,681,673
2021년12월_여_20~29세,"18,863","3,680","4,169","1,345","2,003","1,080","2,391","1,139",632,"1,269","1,155"
2021년12월_여_30~39세,"16,333","2,234","4,212","1,163","1,573",926,"2,226","1,194",621,"1,187",997
2021년12월_여_40~49세,"14,964","1,046","2,932","1,198","1,450",945,"2,312","1,711",702,"1,385","1,283"
2021년12월_여_50~59세,"19,586","1,189","3,163","1,827","2,323","1,545","2,908","1,949","1,020","1,974","1,688"
2021년12월_여_60~69세,"17,588","1,133","2,588","1,619","2,085","1,300","2,611","1,750","1,046","1,810","1,646"
2021년12월_여_70~79세,"9,541",580,"1,420",797,"1,010",716,"1,484",957,535,942,"1,100"
2021년12월_여_80~89세,"4,175",228,546,334,446,249,665,464,253,427,563
2021년12월_여_90~99세,655,45,83,53,87,38,101,83,29,55,81
2021년12월_여_100세 이상,23,1,3,4,2,3,2,3,0,2,3
