카테고리,서울특별시 중구,서울특별시 중구 소공동,서울특별시 중구 회현동,서울특별시 중구 명동,서울특별시 중구 필동,서울특별시 중구 장충동,서울특별시 중구 광희동,서울특별시 중구 을지로동,서울특별시 중구 신당동,서울특별시 중구 다산동,서울특별시 중구 약수동,서울특별시 중구 청구동,서울특별시 중구 신당제5동,서울특별시 중구 동화동,서울특별시 중구 황학동,서울특별시 중구 중림동
2021년09월_계_90~99세,812,8,51,26,52,28,27,18,49,82,149,88,43,63,65,63
2021년09월_계_100세 이상,61,1,2,4,9,1,2,0,2,10,4,2,3,9,1,11
2021년09월_남_총인구수,"59,853","1,067","2,534","1,258","2,062","2,355","2,672","1,075","3,780","6,749","7,840","6,430","5,052","5,011","5,962","6,006"
2021년09월_남_연령구간인구수,"59,853","1,067","2,534","1,258","2,062","2,355","2,672","1,075","3,780","6,749","7,840","6,430","5,052","5,011","5,962","6,006"
2021년09월_남_0~9세,"3,320",82,103,51,93,92,64,18,107,277,501,375,279,377,387,514
2021년09월_남_10~19세,"3,255",38,95,58,95,133,86,18,122,417,479,413,263,418,238,382
2021년09월_남_20~29세,"8,519",92,230,169,353,637,442,106,603,"1,114",965,898,737,655,852,666
2021년09월_남_30~39세,"9,955",231,241,215,351,365,489,184,680,"1,142","1,126","1,057",846,629,"1,389","1,010"
2021년09월_남_40~49세,"8,959",266,355,186,257,302,344,120,581,988,"1,176",907,792,738,890,"1,057"
2021년09월_남_50~59세,"10,219",148,529,208,342,306,457,214,708,"1,083","1,315","1,106",975,936,906,986
2021년09월_남_60~69세,"8,941",139,603,216,310,269,449,264,570,938,"1,250",972,664,751,749,797
2021년09월_남_70~79세,"4,649",53,269,111,174,167,257,109,294,563,691,451,349,332,412,417
2021년09월_남_80~89세,"1,800",15,96,39,69,75,73,35,101,206,296,229,131,154,124,157
2021년09월_남_90~99세,219,3,12,4,16,9,10,7,12,20,39,21,16,18,15,17
2021년09월_남_100세 이상,17,0,1,1,2,0,1,0,2,1,2,1,0,3,0,3
2021년09월_여_총인구수,"63,005","1,164","2,328","1,622","1,997","2,249","2,534",677,"3,859","7,148","8,954","7,192","5,326","5,334","6,522","6,099"
2021년09월_여_연령구간인구수,"63,005","1,164","2,328","1,622","1,997","2,249","2,534",677,"3,859","7,148","8,954","7,192","5,326","5,334","6,522","6,099"
2021년09월_여_0~9세,"3,076",80,91,34,80,87,60,21,151,249,498,340,267,290,345,483
2021년09월_여_10~19세,"3,337",82,119,71,92,130,99,22,161,363,467,429,285,415,248,354
2021년09월_여_20~29세,"9,799",160,267,212,389,559,599,118,752,"1,175","1,072",985,903,690,"1,214",704
2021년09월_여_30~39세,"9,988",268,295,186,320,317,367,134,665,"1,053","1,243","1,064",838,685,"1,408","1,145"
2021년09월_여_40~49세,"8,563",235,307,235,207,272,294,66,467,954,"1,217",949,749,774,894,943
2021년09월_여_50~59세,"9,942",161,395,276,251,283,348,74,605,"1,191","1,473","1,208",878,984,884,931
2021년09월_여_60~69세,"8,967",97,429,289,309,267,387,123,527,"1,063","1,456","1,057",685,749,802,727
2021년09월_여_70~79세,"5,624",48,256,196,184,190,244,68,342,673,886,697,465,412,465,498
2021년09월_여_80~89세,"3,072",27,129,98,122,124,118,40,152,356,530,395,226,284,211,260
2021년09월_여_90~99세,593,5,39,22,36,19,17,11,37,62,110,67,27,45,50,46
2021년09월_여_100세 이상,44,1,1,3,7,1,1,0,0,9,2,1,3,6,1,8
2021년10월_계_총인구수,"122,781","2,235","4,838","2,874","4,043","4,617","5,231","1,759","7,671","13,869","16,741","13,626","10,382","10,329","12,508","12,058"
2021년10월_계_연령구간인구수,"122,781","2,235","4,838","2,874","4,043","4,617","5,231","1,759","7,671","13,869","16,741","13,626","10,382","10,329","12,508","12,058"
2021년10월_계_0~9세,"6,370",166,192,83,169,179,125,41,256,524,987,719,548,657,737,987
2021년10월_계_10~19세,"6,556",125,212,127,190,256,179,39,284,784,939,837,544,827,484,729
2021년10월_계_20~29세,"18,289",251,495,374,735,"1,209","1,049",226,"1,358","2,277","2,016","1,877","1,632","1,337","2,091","1,362"
2021년10월_계_30~39세,"19,963",497,530,407,678,679,885,322,"1,361","2,186","2,348","2,128","1,693","1,310","2,805","2,134"
2021년10월_계_40~49세,"17,474",501,656,412,455,568,628,196,"1,049","1,936","2,391","1,853","1,554","1,499","1,774","2,002"
2021년10월_계_50~59세,"20,105",304,914,486,593,600,808,282,"1,314","2,270","2,777","2,307","1,836","1,920","1,787","1,907"
2021년10월_계_60~69세,"17,978",240,"1,030",514,611,538,837,389,"1,099","2,005","2,715","2,047","1,354","1,510","1,555","1,534"
2021년10월_계_70~79세,"10,273",100,529,304,357,356,504,171,638,"1,234","1,575","1,146",819,752,874,914
2021년10월_계_80~89세,"4,905",42,227,134,193,201,188,76,259,562,841,624,357,443,338,420
2021년10월_계_90~99세,813,8,51,30,53,30,26,17,50,82,149,86,43,65,62,61
2021년10월_계_100세 이상,55,1,2,3,9,1,2,0,3,9,3,2,2,9,1,8
2021년10월_남_총인구수,"59,802","1,065","2,518","1,255","2,049","2,358","2,676","1,067","3,790","6,750","7,819","6,436","5,056","5,006","5,971","5,986"
2021년10월_남_연령구간인구수,"59,802","1,065","2,518","1,255","2,049","2,358","2,676","1,067","3,790","6,750","7,819","6,436","5,056","5,006","5,971","5,986"
2021년10월_남_0~9세,"3,310",86,102,51,91,92,65,19,106,277,496,374,279,376,387,509
2021년10월_남_10~19세,"3,239",37,93,57,96,129,83,17,126,419,478,414,261,412,241,376
2021년10월_남_20~29세,"8,498",93,231,162,354,639,442,106,598,"1,111",952,898,733,651,865,663
2021년10월_남_30~39세,"9,958",227,235,219,352,367,496,183,682,"1,144","1,122","1,057",856,630,"1,384","1,004"
2021년10월_남_40~49세,"8,924",265,348,180,249,297,337,123,581,991,"1,173",907,799,733,883,"1,058"
2021년10월_남_50~59세,"10,191",146,523,210,341,313,460,208,707,"1,085","1,311","1,102",968,933,906,978
2021년10월_남_60~69세,"8,978",141,601,221,304,269,452,264,574,934,"1,259",978,663,759,756,803
2021년10월_남_70~79세,"4,656",52,274,111,174,166,259,104,298,561,689,453,353,337,409,416
2021년10월_남_80~89세,"1,808",15,98,37,69,76,72,36,104,205,300,230,128,154,125,159
2021년10월_남_90~99세,223,3,12,6,17,10,9,7,11,22,38,22,16,18,15,17
2021년10월_남_100세 이상,17,0,1,1,2,0,1,0,3,1,1,1,0,3,0,3
2021년10월_여_총인구수,"62,979","1,170","2,320","1,619","1,994","2,259","2,555",692,"3,881","7,119","8,922","7,190","5,326","5,323","6,537","6,072"
2021년10월_여_연령구간인구수,"62,979","1,170","2,320","1,619","1,994","2,259","2,555",692,"3,881","7,119","8,922","7,190","5,326","5,323","6,537","6,072"
2021년10월_여_0~9세,"3,060",80,90,32,78,87,60,22,150,247,491,345,269,281,350,478
2021년10월_여_10~19세,"3,317",88,119,70,94,127,96,22,158,365,461,423,283,415,243,353
2021년10월_여_20~29세,"9,791",158,264,212,381,570,607,120,760,"1,166","1,064",979,899,686,"1,226",699
2021년10월_여_30~39세,"10,005",270,295,188,326,312,389,139,679,"1,042","1,226","1,071",837,680,"1,421","1,130"
2021년10월_여_40~49세,"8,550",236,308,232,206,271,291,73,468,945,"1,218",946,755,766,891,944
2021년10월_여_50~59세,"9,914",158,391,276,252,287,348,74,607,"1,185","1,466","1,205",868,987,881,929
2021년10월_여_60~69세,"9,000",99,429,293,307,269,385,125,525,"1,071","1,456","1,069",691,751,799,731
2021년10월_여_70~79세,"5,617",48,255,193,183,190,245,67,340,673,886,693,466,415,465,498
2021년10월_여_80~89세,"3,097",27,129,97,124,125,116,40,155,357,541,394,229,289,213,261
2021년10월_여_90~99세,590,5,39,24,36,20,17,10,39,60,111,64,27,47,47,44
2021년10월_여_100세 이상,38,1,1,2,7,1,1,0,0,8,2,1,2,6,1,5
2021년11월_계_총인구수,"122,673","2,251","4,817","2,867","4,022","4,632","5,235","1,753","7,653","13,838","16,730","13,607","10,382","10,294","12,569","12,023"
2021년11월_계_연령구간인구수,"122,673","2,251","4,817","2,867","4,022","4,632","5,235","1,753","7,653","13,838","16,730","13,607","10,382","10,294","12,569","12,023"
2021년11월_계_0~9세,"6,331",172,181,80,169,177,125,35,255,510,994,717,546,656,736,978
2021년11월_계_10~19세,"6,508",125,214,128,192,255,180,37,277,784,936,834,529,812,479,726
2021년11월_계_20~29세,"18,301",251,499,376,726,"1,219","1,055",225,"1,354","2,270","2,004","1,863","1,651","1,335","2,121","1,352"
2021년11월_계_30~39세,"19,935",496,529,400,679,676,895,321,"1,356","2,198","2,343","2,124","1,696","1,297","2,818","2,107"
2021년11월_계_40~49세,"17,460",509,652,411,453,570,623,192,"1,041","1,920","2,394","1,851","1,536","1,489","1,798","2,021"
2021년11월_계_50~59세,"20,067",306,906,482,591,607,799,284,"1,308","2,264","2,770","2,297","1,836","1,919","1,784","1,914"
2021년11월_계_60~69세,"18,047",239,"1,032",517,606,538,846,393,"1,111","2,009","2,723","2,059","1,369","1,516","1,555","1,534"
2021년11월_계_70~79세,"10,236",103,520,303,352,359,497,171,635,"1,231","1,576","1,140",817,749,880,903
2021년11월_계_80~89세,"4,936",41,231,137,195,201,187,79,263,564,843,635,357,448,336,419
2021년11월_계_90~99세,804,8,52,30,50,29,26,16,50,85,144,85,43,64,61,61
2021년11월_계_100세 이상,48,1,1,3,9,1,2,0,3,3,3,2,2,9,1,8
2021년11월_남_총인구수,"59,743","1,079","2,503","1,255","2,041","2,367","2,682","1,061","3,773","6,740","7,806","6,439","5,052","4,978","5,990","5,977"
2021년11월_남_연령구간인구수,"59,743","1,079","2,503","1,255","2,041","2,367","2,682","1,061","3,773","6,740","7,806","6,439","5,052","4,978","5,990","5,977"
2021년11월_남_0~9세,"3,278",88,97,48,91,91,64,15,108,266,498,373,278,372,384,505
2021년11월_남_10~19세,"3,220",38,96,58,96,130,83,18,122,419,476,414,253,400,237,380
2021년11월_남_20~29세,"8,492",93,231,166,345,644,442,102,600,"1,109",949,895,744,650,864,658
2021년11월_남_30~39세,"9,942",229,236,214,357,363,506,180,668,"1,150","1,111","1,060",855,626,"1,399",988
2021년11월_남_40~49세,"8,928",267,345,182,249,297,341,123,573,985,"1,174",906,789,721,901,"1,075"
2021년11월_남_50~59세,"10,167",152,517,209,340,321,451,207,704,"1,088","1,307","1,095",964,932,899,981
2021년11월_남_60~69세,"9,024",141,600,221,302,268,459,270,582,934,"1,260",986,676,768,755,802
2021년11월_남_70~79세,"4,638",53,268,114,171,168,255,102,299,558,691,454,350,335,411,409
2021년11월_남_80~89세,"1,818",15,100,37,72,75,71,38,103,208,301,233,127,153,125,160
2021년11월_남_90~99세,220,3,12,5,16,10,9,6,11,23,38,22,16,18,15,16
2021년11월_남_100세 이상,16,0,1,1,2,0,1,0,3,0,1,1,0,3,0,3
2021년11월_여_총인구수,"62,930","1,172","2,314","1,612","1,981","2,265","2,553",692,"3,880","7,098","8,924","7,168","5,330","5,316","6,579","6,046"
2021년11월_여_연령구간인구수,"62,930","1,172","2,314","1,612","1,981","2,265","2,553",692,"3,880","7,098","8,924","7,168","5,330","5,316","6,579","6,046"
2021년11월_여_0~9세,"3,053",84,84,32,78,86,61,20,147,244,496,344,268,284,352,473
2021년11월_여_10~19세,"3,288",87,118,70,96,125,97,19,155,365,460,420,276,412,242,346
2021년11월_여_20~29세,"9,809",158,268,210,381,575,613,123,754,"1,161","1,055",968,907,685,"1,257",694
2021년11월_여_30~39세,"9,993",267,293,186,322,313,389,141,688,"1,048","1,232","1,064",841,671,"1,419","1,119"
2021년11월_여_40~49세,"8,532",242,307,229,204,273,282,69,468,935,"1,220",945,747,768,897,946
2021년11월_여_50~59세,"9,900",154,389,273,251,286,348,77,604,"1,176","1,463","1,202",872,987,885,933
2021년11월_여_60~69세,"9,023",98,432,296,304,270,387,123,529,"1,075","1,463","1,073",693,748,800,732
2021년11월_여_70~79세,"5,598",50,252,189,181,191,242,69,336,673,885,686,467,414,469,494
2021년11월_여_80~89세,"3,118",26,131,100,123,126,116,41,160,356,542,402,230,295,211,259
2021년11월_여_90~99세,584,5,40,25,34,19,17,10,39,62,106,63,27,46,46,45
2021년11월_여_100세 이상,32,1,0,2,7,1,1,0,0,3,2,1,2,6,1,5
2021년12월_계_총인구수,"122,499","2,250","4,784","2,884","4,023","4,590","5,255","1,738","7,673","13,798","16,676","13,588","10,363","10,266","12,576","12,035"
2021년12월_계_연령구간인구수,"122,499","2,250","4,784","2,884","4,023","4,590","5,255","1,738","7,673","13,798","16,676","13,588","10,363","10,266","12,576","12,035"
2021년12월_계_0~9세,"6,299",172,176,83,170,170,132,32,255,504,992,712,539,650,721,991
2021년12월_계_10~19세,"6,474",122,213,126,193,247,179,36,270,774,935,836,523,811,477,732
2021년12월_계_20~29세,"18,309",251,492,384,727,"1,223","1,060",232,"1,373","2,268","1,992","1,852","1,650","1,332","2,134","1,339"
2021년12월_계_30~39세,"19,886",501,520,403,675,654,896,312,"1,351","2,195","2,323","2,129","1,691","1,299","2,822","2,115"
2021년12월_계_40~49세,"17,379",504,648,406,459,561,623,184,"1,037","1,899","2,379","1,831","1,527","1,487","1,807","2,027"
2021년12월_계_50~59세,"20,043",305,891,489,590,602,800,281,"1,318","2,265","2,763","2,306","1,846","1,914","1,777","1,896"
2021년12월_계_60~69세,"18,083",243,"1,031",519,609,542,848,391,"1,108","2,015","2,720","2,069","1,372","1,512","1,560","1,544"
2021년12월_계_70~79세,"10,221",102,525,306,350,362,502,175,641,"1,223","1,572","1,134",810,746,874,899
2021년12월_계_80~89세,"4,967",41,234,139,199,199,188,78,267,567,851,632,358,450,342,422
2021년12월_계_90~99세,812,8,52,28,51,30,26,17,50,86,146,85,45,65,60,63
2021년12월_계_100세 이상,26,1,2,1,0,0,1,0,3,2,3,2,2,0,2,7
2021년12월_남_총인구수,"59,630","1,077","2,488","1,262","2,045","2,351","2,688","1,048","3,782","6,712","7,750","6,438","5,051","4,956","5,997","5,985"
2021년12월_남_연령구간인구수,"59,630","1,077","2,488","1,262","2,045","2,351","2,688","1,048","3,782","6,712","7,750","6,438","5,051","4,956","5,997","5,985"
2021년12월_남_0~9세,"3,265",88,93,50,90,87,67,15,108,263,494,374,274,369,379,514
2021년12월_남_10~19세,"3,206",38,95,57,97,127,82,16,119,414,475,414,251,399,234,388
2021년12월_남_20~29세,"8,477",88,228,170,345,650,445,103,604,"1,093",941,894,747,648,875,646
2021년12월_남_30~39세,"9,909",230,233,214,354,349,506,175,669,"1,150","1,092","1,065",850,624,"1,405",993
2021년12월_남_40~49세,"8,898",266,348,179,254,296,341,120,569,975,"1,166",898,784,718,904,"1,080"
2021년12월_남_50~59세,"10,166",154,506,212,340,315,450,205,713,"1,091","1,304","1,097",979,931,894,975
2021년12월_남_60~69세,"9,023",142,603,221,306,274,460,267,579,936,"1,247",992,678,759,759,800
2021년12월_남_70~79세,"4,633",53,268,115,169,168,255,103,304,558,691,450,342,339,409,409
2021년12월_남_80~89세,"1,821",15,102,38,74,73,72,37,103,209,301,233,130,150,123,161
2021년12월_남_90~99세,221,3,11,5,16,12,9,7,11,23,38,20,16,19,15,16
2021년12월_남_100세 이상,11,0,1,1,0,0,1,0,3,0,1,1,0,0,0,3
2021년12월_여_총인구수,"62,869","1,173","2,296","1,622","1,978","2,239","2,567",690,"3,891","7,086","8,926","7,150","5,312","5,310","6,579","6,050"
2021년12월_여_연령구간인구수,"62,869","1,173","2,296","1,622","1,978","2,239","2,567",690,"3,891","7,086","8,926","7,150","5,312","5,310","6,579","6,050"
2021년12월_여_0~9세,"3,034",84,83,33,80,83,65,17,147,241,498,338,265,281,342,477
2021년12월_여_10~19세,"3,268",84,118,69,96,120,97,20,151,360,460,422,272,412,243,344
2021년12월_여_20~29세,"9,832",163,264,214,382,573,615,129,769,"1,175","1,051",958,903,684,"1,259",693
2021년12월_여_30~39세,"9,977",271,287,189,321,305,390,137,682,"1,045","1,231","1,064",841,675,"1,417","1,122"
2021년12월_여_40~49세,"8,481",238,300,227,205,265,282,64,468,924,"1,213",933,743,769,903,947
2021년12월_여_50~59세,"9,877",151,385,277,250,287,350,76,605,"1,174","1,459","1,209",867,983,883,921
2021년12월_여_60~69세,"9,060",101,428,298,303,268,388,124,529,"1,079","1,473","1,077",694,753,801,744
2021년12월_여_70~79세,"5,588",49,257,191,181,194,247,72,337,665,881,684,468,407,465,490
2021년12월_여_80~89세,"3,146",26,132,101,125,126,116,41,164,358,550,399,228,300,219,261
2021년12월_여_90~99세,591,5,41,23,35,18,17,10,39,63,108,65,29,46,45,47
2021년12월_여_100세 이상,15,1,1,0,0,0,0,0,0,2,2,1,2,0,2,4
