카테고리,경기도 포천시,경기도 포천시 소흘읍,경기도 포천시 군내면,경기도 포천시 내촌면,경기도 포천시 가산면,경기도 포천시 신북면,경기도 포천시 창수면,경기도 포천시 영중면,경기도 포천시 일동면,경기도 포천시 이동면,경기도 포천시 영북면,경기도 포천시 관인면,경기도 포천시 화현면,경기도 포천시 포천동,경기도 포천시 선단동
2021년07월_여_100세 이상,23,4,0,0,1,5,1,1,3,0,0,0,1,3,4
2021년08월_계_총인구수,"148,296","45,316","8,693","4,586","7,718","12,410","2,139","4,758","9,405","6,266","8,204","2,735","2,703","18,793","14,570"
2021년08월_계_연령구간인구수,"148,296","45,316","8,693","4,586","7,718","12,410","2,139","4,758","9,405","6,266","8,204","2,735","2,703","18,793","14,570"
2021년08월_계_0~9세,"8,188","2,865",571,103,200,608,41,166,451,520,599,51,184,"1,165",664
2021년08월_계_10~19세,"11,962","4,894",557,184,488,923,63,223,679,357,442,139,141,"1,770","1,102"
2021년08월_계_20~29세,"18,051","6,038",953,435,777,"1,446",178,410,957,845,958,230,302,"2,510","2,012"
2021년08월_계_30~39세,"14,594","4,459","1,113",346,621,"1,176",128,280,851,903,952,118,336,"1,931","1,380"
2021년08월_계_40~49세,"19,918","7,158","1,113",505,821,"1,605",191,485,"1,178",626,839,234,265,"2,717","2,181"
2021년08월_계_50~59세,"29,108","9,231","1,594","1,115","1,827","2,446",368,961,"1,551",856,"1,229",516,441,"3,644","3,329"
2021년08월_계_60~69세,"26,337","6,515","1,595","1,089","1,750","2,469",600,"1,150","1,930","1,098","1,562",691,551,"2,938","2,399"
2021년08월_계_70~79세,"12,335","2,600",722,492,708,"1,060",343,666,"1,065",677,954,468,279,"1,358",943
2021년08월_계_80~89세,"6,785","1,357",409,278,449,574,204,364,627,345,577,262,178,664,497
2021년08월_계_90~99세,978,191,65,38,75,97,22,51,112,38,90,25,25,92,57
2021년08월_계_100세 이상,40,8,1,1,2,6,1,2,4,1,2,1,1,4,6
2021년08월_남_총인구수,"78,594","23,110","4,669","2,649","4,527","6,851","1,196","2,579","4,902","3,430","4,428","1,428","1,429","9,518","7,878"
2021년08월_남_연령구간인구수,"78,594","23,110","4,669","2,649","4,527","6,851","1,196","2,579","4,902","3,430","4,428","1,428","1,429","9,518","7,878"
2021년08월_남_0~9세,"4,193","1,454",285,62,95,328,27,87,231,261,315,22,86,582,358
2021년08월_남_10~19세,"6,286","2,554",287,101,263,512,39,117,365,172,222,63,65,946,580
2021년08월_남_20~29세,"10,474","3,249",555,272,463,873,121,244,602,595,664,147,174,"1,367","1,148"
2021년08월_남_30~39세,"8,167","2,290",620,218,385,696,87,168,497,542,577,82,191,"1,045",769
2021년08월_남_40~49세,"10,741","3,574",622,317,544,879,111,306,677,369,484,142,158,"1,346","1,212"
2021년08월_남_50~59세,"15,997","4,863",885,665,"1,145","1,436",222,565,820,454,694,270,238,"1,868","1,872"
2021년08월_남_60~69세,"14,252","3,413",890,649,"1,063","1,372",333,635,976,583,810,371,312,"1,524","1,321"
2021년08월_남_70~79세,"5,759","1,196",365,237,370,505,161,306,495,320,416,222,138,586,442
2021년08월_남_80~89세,"2,470",480,147,118,182,221,87,131,207,124,219,103,60,231,160
2021년08월_남_90~99세,240,34,13,9,16,28,8,19,31,9,25,5,7,22,14
2021년08월_남_100세 이상,15,3,0,1,1,1,0,1,1,1,2,1,0,1,2
2021년08월_여_총인구수,"69,702","22,206","4,024","1,937","3,191","5,559",943,"2,179","4,503","2,836","3,776","1,307","1,274","9,275","6,692"
2021년08월_여_연령구간인구수,"69,702","22,206","4,024","1,937","3,191","5,559",943,"2,179","4,503","2,836","3,776","1,307","1,274","9,275","6,692"
2021년08월_여_0~9세,"3,995","1,411",286,41,105,280,14,79,220,259,284,29,98,583,306
2021년08월_여_10~19세,"5,676","2,340",270,83,225,411,24,106,314,185,220,76,76,824,522
2021년08월_여_20~29세,"7,577","2,789",398,163,314,573,57,166,355,250,294,83,128,"1,143",864
2021년08월_여_30~39세,"6,427","2,169",493,128,236,480,41,112,354,361,375,36,145,886,611
2021년08월_여_40~49세,"9,177","3,584",491,188,277,726,80,179,501,257,355,92,107,"1,371",969
2021년08월_여_50~59세,"13,111","4,368",709,450,682,"1,010",146,396,731,402,535,246,203,"1,776","1,457"
2021년08월_여_60~69세,"12,085","3,102",705,440,687,"1,097",267,515,954,515,752,320,239,"1,414","1,078"
2021년08월_여_70~79세,"6,576","1,404",357,255,338,555,182,360,570,357,538,246,141,772,501
2021년08월_여_80~89세,"4,315",877,262,160,267,353,117,233,420,221,358,159,118,433,337
2021년08월_여_90~99세,738,157,52,29,59,69,14,32,81,29,65,20,18,70,43
2021년08월_여_100세 이상,25,5,1,0,1,5,1,1,3,0,0,0,1,3,4
2021년09월_계_총인구수,"148,434","45,394","8,672","4,575","7,667","12,426","2,133","4,755","9,427","6,256","8,188","2,741","2,710","18,841","14,649"
2021년09월_계_연령구간인구수,"148,434","45,394","8,672","4,575","7,667","12,426","2,133","4,755","9,427","6,256","8,188","2,741","2,710","18,841","14,649"
2021년09월_계_0~9세,"8,155","2,846",571,102,202,614,42,162,455,509,593,54,185,"1,156",664
2021년09월_계_10~19세,"11,880","4,899",547,183,436,917,63,224,677,351,439,135,140,"1,766","1,103"
2021년09월_계_20~29세,"18,063","6,045",953,429,769,"1,439",175,401,949,853,960,234,299,"2,529","2,028"
2021년09월_계_30~39세,"14,632","4,466","1,097",349,623,"1,201",123,288,860,903,940,121,335,"1,938","1,388"
2021년09월_계_40~49세,"19,848","7,126","1,108",496,814,"1,590",190,479,"1,175",629,839,234,272,"2,706","2,190"
2021년09월_계_50~59세,"29,122","9,252","1,585","1,112","1,824","2,439",367,960,"1,563",852,"1,235",512,435,"3,650","3,336"
2021년09월_계_60~69세,"26,528","6,565","1,608","1,094","1,758","2,492",604,"1,160","1,945","1,101","1,563",695,561,"2,962","2,420"
2021년09월_계_70~79세,"12,333","2,615",727,491,706,"1,055",335,664,"1,056",673,951,466,280,"1,358",956
2021년09월_계_80~89세,"6,845","1,376",408,282,457,575,213,365,629,346,578,262,177,678,499
2021년09월_계_90~99세,990,195,67,36,76,99,21,50,114,38,88,27,25,94,60
2021년09월_계_100세 이상,38,9,1,1,2,5,0,2,4,1,2,1,1,4,5
2021년09월_남_총인구수,"78,653","23,140","4,659","2,649","4,499","6,852","1,192","2,580","4,912","3,431","4,420","1,432","1,435","9,546","7,906"
2021년09월_남_연령구간인구수,"78,653","23,140","4,659","2,649","4,499","6,852","1,192","2,580","4,912","3,431","4,420","1,432","1,435","9,546","7,906"
2021년09월_남_0~9세,"4,168","1,442",284,62,98,329,27,86,234,253,310,23,87,578,355
2021년09월_남_10~19세,"6,243","2,559",282,99,237,508,39,117,365,171,220,59,64,946,577
2021년09월_남_20~29세,"10,484","3,252",557,271,453,869,119,239,597,603,669,153,175,"1,375","1,152"
2021년09월_남_30~39세,"8,194","2,295",607,219,384,711,85,173,505,545,571,85,188,"1,054",772
2021년09월_남_40~49세,"10,692","3,555",620,312,537,865,110,299,675,373,483,142,163,"1,338","1,220"
2021년09월_남_50~59세,"15,995","4,874",880,666,"1,146","1,431",220,564,820,449,700,268,236,"1,872","1,869"
2021년09월_남_60~69세,"14,377","3,436",904,653,"1,074","1,385",337,646,988,586,807,373,316,"1,538","1,334"
2021년09월_남_70~79세,"5,750","1,201",368,238,371,504,160,305,489,314,414,218,138,584,446
2021년09월_남_80~89세,"2,491",488,144,119,183,221,87,131,205,127,219,105,61,238,163
2021년09월_남_90~99세,244,35,13,9,15,28,8,19,33,9,25,5,7,22,16
2021년09월_남_100세 이상,15,3,0,1,1,1,0,1,1,1,2,1,0,1,2
2021년09월_여_총인구수,"69,781","22,254","4,013","1,926","3,168","5,574",941,"2,175","4,515","2,825","3,768","1,309","1,275","9,295","6,743"
2021년09월_여_연령구간인구수,"69,781","22,254","4,013","1,926","3,168","5,574",941,"2,175","4,515","2,825","3,768","1,309","1,275","9,295","6,743"
2021년09월_여_0~9세,"3,987","1,404",287,40,104,285,15,76,221,256,283,31,98,578,309
2021년09월_여_10~19세,"5,637","2,340",265,84,199,409,24,107,312,180,219,76,76,820,526
2021년09월_여_20~29세,"7,579","2,793",396,158,316,570,56,162,352,250,291,81,124,"1,154",876
2021년09월_여_30~39세,"6,438","2,171",490,130,239,490,38,115,355,358,369,36,147,884,616
2021년09월_여_40~49세,"9,156","3,571",488,184,277,725,80,180,500,256,356,92,109,"1,368",970
2021년09월_여_50~59세,"13,127","4,378",705,446,678,"1,008",147,396,743,403,535,244,199,"1,778","1,467"
2021년09월_여_60~69세,"12,151","3,129",704,441,684,"1,107",267,514,957,515,756,322,245,"1,424","1,086"
2021년09월_여_70~79세,"6,583","1,414",359,253,335,551,175,359,567,359,537,248,142,774,510
2021년09월_여_80~89세,"4,354",888,264,163,274,354,126,234,424,219,359,157,116,440,336
2021년09월_여_90~99세,746,160,54,27,61,71,13,31,81,29,63,22,18,72,44
2021년09월_여_100세 이상,23,6,1,0,1,4,0,1,3,0,0,0,1,3,3
2021년10월_계_총인구수,"148,618","45,481","8,679","4,573","7,647","12,432","2,129","4,766","9,407","6,246","8,208","2,741","2,711","18,877","14,721"
2021년10월_계_연령구간인구수,"148,618","45,481","8,679","4,573","7,647","12,432","2,129","4,766","9,407","6,246","8,208","2,741","2,711","18,877","14,721"
2021년10월_계_0~9세,"8,139","2,836",573,98,195,614,43,165,456,504,592,51,185,"1,161",666
2021년10월_계_10~19세,"11,844","4,893",553,183,415,916,61,224,672,346,441,134,141,"1,761","1,104"
2021년10월_계_20~29세,"18,053","6,064",946,422,761,"1,437",177,404,935,854,961,237,301,"2,527","2,027"
2021년10월_계_30~39세,"14,643","4,473","1,101",349,626,"1,197",120,286,854,905,949,124,332,"1,937","1,390"
2021년10월_계_40~49세,"19,810","7,111","1,105",500,811,"1,583",190,482,"1,173",621,833,227,270,"2,700","2,204"
2021년10월_계_50~59세,"29,181","9,304","1,583","1,106","1,830","2,439",364,956,"1,556",845,"1,237",515,433,"3,661","3,352"
2021년10월_계_60~69세,"26,694","6,595","1,621","1,104","1,767","2,521",606,"1,166","1,956","1,113","1,569",697,567,"2,970","2,442"
2021년10월_계_70~79세,"12,339","2,615",719,488,709,"1,052",335,661,"1,066",669,946,465,279,"1,373",962
2021년10월_계_80~89세,"6,876","1,386",411,284,458,567,213,368,619,350,588,263,176,688,505
2021년10월_계_90~99세,"1,001",194,66,39,73,101,20,52,116,38,90,27,26,95,64
2021년10월_계_100세 이상,38,10,1,0,2,5,0,2,4,1,2,1,1,4,5
2021년10월_남_총인구수,"78,733","23,180","4,655","2,655","4,492","6,851","1,188","2,588","4,904","3,424","4,434","1,433","1,432","9,565","7,932"
2021년10월_남_연령구간인구수,"78,733","23,180","4,655","2,655","4,492","6,851","1,188","2,588","4,904","3,424","4,434","1,433","1,432","9,565","7,932"
2021년10월_남_0~9세,"4,168","1,440",286,60,94,330,27,89,237,248,311,23,88,578,357
2021년10월_남_10~19세,"6,226","2,562",283,99,227,505,37,117,362,167,221,58,66,947,575
2021년10월_남_20~29세,"10,461","3,252",553,268,447,870,121,239,590,605,671,155,174,"1,369","1,147"
2021년10월_남_30~39세,"8,201","2,296",611,219,390,708,81,174,502,546,577,86,184,"1,049",778
2021년10월_남_40~49세,"10,651","3,541",618,318,536,859,110,298,670,368,483,136,162,"1,333","1,219"
2021년10월_남_50~59세,"16,048","4,907",874,665,"1,148","1,427",221,565,822,449,702,272,233,"1,889","1,874"
2021년10월_남_60~69세,"14,458","3,455",910,659,"1,074","1,403",335,651,994,590,807,373,318,"1,542","1,347"
2021년10월_남_70~79세,"5,763","1,201",364,237,377,502,161,303,494,310,411,218,139,595,451
2021년10월_남_80~89세,"2,499",488,144,120,184,219,87,132,199,131,223,106,61,239,166
2021년10월_남_90~99세,245,36,12,10,14,27,8,19,33,9,26,5,7,23,16
2021년10월_남_100세 이상,13,2,0,0,1,1,0,1,1,1,2,1,0,1,2
2021년10월_여_총인구수,"69,885","22,301","4,024","1,918","3,155","5,581",941,"2,178","4,503","2,822","3,774","1,308","1,279","9,312","6,789"
2021년10월_여_연령구간인구수,"69,885","22,301","4,024","1,918","3,155","5,581",941,"2,178","4,503","2,822","3,774","1,308","1,279","9,312","6,789"
2021년10월_여_0~9세,"3,971","1,396",287,38,101,284,16,76,219,256,281,28,97,583,309
2021년10월_여_10~19세,"5,618","2,331",270,84,188,411,24,107,310,179,220,76,75,814,529
2021년10월_여_20~29세,"7,592","2,812",393,154,314,567,56,165,345,249,290,82,127,"1,158",880
2021년10월_여_30~39세,"6,442","2,177",490,130,236,489,39,112,352,359,372,38,148,888,612
2021년10월_여_40~49세,"9,159","3,570",487,182,275,724,80,184,503,253,350,91,108,"1,367",985
2021년10월_여_50~59세,"13,133","4,397",709,441,682,"1,012",143,391,734,396,535,243,200,"1,772","1,478"
2021년10월_여_60~69세,"12,236","3,140",711,445,693,"1,118",271,515,962,523,762,324,249,"1,428","1,095"
2021년10월_여_70~79세,"6,576","1,414",355,251,332,550,174,358,572,359,535,247,140,778,511
2021년10월_여_80~89세,"4,377",898,267,164,274,348,126,236,420,219,365,157,115,449,339
2021년10월_여_90~99세,756,158,54,29,59,74,12,33,83,29,64,22,19,72,48
2021년10월_여_100세 이상,25,8,1,0,1,4,0,1,3,0,0,0,1,3,3
2021년11월_계_총인구수,"148,738","45,505","8,677","4,580","7,609","12,417","2,115","4,764","9,426","6,267","8,215","2,731","2,714","18,896","14,822"
2021년11월_계_연령구간인구수,"148,738","45,505","8,677","4,580","7,609","12,417","2,115","4,764","9,426","6,267","8,215","2,731","2,714","18,896","14,822"
2021년11월_계_0~9세,"8,113","2,833",568,94,196,598,42,159,455,510,597,48,182,"1,163",668
2021년11월_계_10~19세,"11,810","4,895",561,182,377,908,60,229,673,352,444,131,143,"1,752","1,103"
2021년11월_계_20~29세,"18,053","6,068",941,432,745,"1,438",172,400,934,859,957,236,297,"2,525","2,049"
2021년11월_계_30~39세,"14,610","4,455","1,091",343,623,"1,195",118,289,862,899,948,122,334,"1,945","1,386"
2021년11월_계_40~49세,"19,779","7,091","1,110",497,813,"1,576",186,475,"1,176",628,832,226,273,"2,681","2,215"
2021년11월_계_50~59세,"29,242","9,308","1,585","1,108","1,825","2,445",363,950,"1,555",847,"1,239",513,431,"3,696","3,377"
2021년11월_계_60~69세,"26,849","6,621","1,623","1,115","1,784","2,535",608,"1,180","1,970","1,114","1,575",702,572,"2,984","2,466"
2021년11월_계_70~79세,"12,315","2,618",718,486,707,"1,048",332,657,"1,063",667,940,464,276,"1,363",976
2021년11월_계_80~89세,"6,922","1,403",410,283,464,571,213,373,617,353,591,259,180,693,512
2021년11월_계_90~99세,"1,008",203,69,40,73,98,21,50,117,37,91,29,25,90,65
2021년11월_계_100세 이상,37,10,1,0,2,5,0,2,4,1,1,1,1,4,5
2021년11월_남_총인구수,"78,786","23,198","4,646","2,658","4,466","6,844","1,183","2,585","4,916","3,438","4,438","1,431","1,436","9,571","7,976"
2021년11월_남_연령구간인구수,"78,786","23,198","4,646","2,658","4,466","6,844","1,183","2,585","4,916","3,438","4,438","1,431","1,436","9,571","7,976"
2021년11월_남_0~9세,"4,165","1,446",285,56,95,318,27,82,238,253,319,21,88,583,354
2021년11월_남_10~19세,"6,187","2,564",287,98,199,499,37,121,359,171,220,58,68,940,566
2021년11월_남_20~29세,"10,450","3,245",542,274,439,875,118,236,582,606,672,156,172,"1,372","1,161"
2021년11월_남_30~39세,"8,194","2,292",610,216,390,709,80,176,510,549,569,85,184,"1,048",776
2021년11월_남_40~49세,"10,638","3,536",618,319,538,854,110,296,673,371,484,137,165,"1,313","1,224"
2021년11월_남_50~59세,"16,069","4,902",872,663,"1,139","1,430",216,558,824,448,706,270,232,"1,918","1,891"
2021년11월_남_60~69세,"14,560","3,475",910,666,"1,090","1,413",339,662,999,588,810,379,321,"1,546","1,362"
2021년11월_남_70~79세,"5,760","1,206",366,235,373,502,160,303,495,311,409,215,136,590,459
2021년11월_남_80~89세,"2,503",492,142,120,187,216,88,132,201,131,221,104,64,240,165
2021년11월_남_90~99세,248,38,14,11,15,27,8,18,34,9,27,5,6,20,16
2021년11월_남_100세 이상,12,2,0,0,1,1,0,1,1,1,1,1,0,1,2
2021년11월_여_총인구수,"69,952","22,307","4,031","1,922","3,143","5,573",932,"2,179","4,510","2,829","3,777","1,300","1,278","9,325","6,846"
2021년11월_여_연령구간인구수,"69,952","22,307","4,031","1,922","3,143","5,573",932,"2,179","4,510","2,829","3,777","1,300","1,278","9,325","6,846"
2021년11월_여_0~9세,"3,948","1,387",283,38,101,280,15,77,217,257,278,27,94,580,314
2021년11월_여_10~19세,"5,623","2,331",274,84,178,409,23,108,314,181,224,73,75,812,537
2021년11월_여_20~29세,"7,603","2,823",399,158,306,563,54,164,352,253,285,80,125,"1,153",888
2021년11월_여_30~39세,"6,416","2,163",481,127,233,486,38,113,352,350,379,37,150,897,610
2021년11월_여_40~49세,"9,141","3,555",492,178,275,722,76,179,503,257,348,89,108,"1,368",991
2021년11월_여_50~59세,"13,173","4,406",713,445,686,"1,015",147,392,731,399,533,243,199,"1,778","1,486"
2021년11월_여_60~69세,"12,289","3,146",713,449,694,"1,122",269,518,971,526,765,323,251,"1,438","1,104"
2021년11월_여_70~79세,"6,555","1,412",352,251,334,546,172,354,568,356,531,249,140,773,517
2021년11월_여_80~89세,"4,419",911,268,163,277,355,125,241,416,222,370,155,116,453,347
2021년11월_여_90~99세,760,165,55,29,58,71,13,32,83,28,64,24,19,70,49
2021년11월_여_100세 이상,25,8,1,0,1,4,0,1,3,0,0,0,1,3,3
2021년12월_계_총인구수,"148,939","45,510","8,664","4,565","7,586","12,469","2,115","4,773","9,464","6,260","8,222","2,738","2,736","18,952","14,885"
2021년12월_계_연령구간인구수,"148,939","45,510","8,664","4,565","7,586","12,469","2,115","4,773","9,464","6,260","8,222","2,738","2,736","18,952","14,885"
2021년12월_계_0~9세,"8,110","2,824",562,93,198,609,41,157,450,509,598,49,186,"1,155",679
2021년12월_계_10~19세,"11,721","4,854",562,181,368,903,57,229,663,339,443,129,142,"1,750","1,101"
2021년12월_계_20~29세,"18,190","6,088",937,419,743,"1,455",177,394,976,874,960,235,298,"2,571","2,063"
2021년12월_계_30~39세,"14,638","4,462","1,085",335,615,"1,202",117,293,871,894,950,131,340,"1,947","1,396"
2021년12월_계_40~49세,"19,751","7,053","1,111",497,812,"1,582",184,474,"1,170",628,835,223,270,"2,692","2,220"
2021년12월_계_50~59세,"29,284","9,344","1,585","1,109","1,813","2,454",364,955,"1,560",847,"1,240",512,435,"3,690","3,376"
2021년12월_계_60~69세,"26,957","6,645","1,624","1,119","1,797","2,552",608,"1,180","1,973","1,115","1,572",704,583,"2,995","2,490"
2021년12월_계_70~79세,"12,309","2,625",716,487,703,"1,042",332,666,"1,063",662,939,466,278,"1,356",974
2021년12월_계_80~89세,"6,920","1,391",414,287,462,568,214,373,614,354,596,258,178,700,511
2021년12월_계_90~99세,"1,021",213,67,38,73,97,21,51,119,36,88,30,25,92,71
2021년12월_계_100세 이상,38,11,1,0,2,5,0,1,5,2,1,1,1,4,4
2021년12월_남_총인구수,"78,915","23,202","4,647","2,647","4,455","6,878","1,184","2,588","4,949","3,439","4,434","1,435","1,448","9,593","8,016"
2021년12월_남_연령구간인구수,"78,915","23,202","4,647","2,647","4,455","6,878","1,184","2,588","4,949","3,439","4,434","1,435","1,448","9,593","8,016"
2021년12월_남_0~9세,"4,165","1,445",282,54,96,325,26,79,234,253,318,22,92,578,361
2021년12월_남_10~19세,"6,134","2,538",288,96,192,500,35,123,355,166,218,58,68,935,562
2021년12월_남_20~29세,"10,530","3,254",543,268,442,881,121,229,609,621,675,155,170,"1,399","1,163"
2021년12월_남_30~39세,"8,220","2,301",604,210,384,712,80,179,522,549,567,87,189,"1,047",789
2021년12월_남_40~49세,"10,619","3,516",619,320,536,862,107,298,671,366,484,135,162,"1,318","1,225"
2021년12월_남_50~59세,"16,101","4,922",877,660,"1,133","1,439",222,561,830,447,705,272,236,"1,909","1,888"
2021년12월_남_60~69세,"14,617","3,484",910,670,"1,100","1,421",335,659,999,588,808,381,326,"1,553","1,383"
2021년12월_남_70~79세,"5,762","1,211",366,235,370,500,162,309,492,310,408,216,137,588,458
2021년12월_남_80~89세,"2,501",487,144,123,186,209,88,133,204,128,224,103,62,245,165
2021년12월_남_90~99세,255,42,14,11,15,28,8,18,32,10,26,5,6,20,20
2021년12월_남_100세 이상,11,2,0,0,1,1,0,0,1,1,1,1,0,1,2
2021년12월_여_총인구수,"70,024","22,308","4,017","1,918","3,131","5,591",931,"2,185","4,515","2,821","3,788","1,303","1,288","9,359","6,869"
2021년12월_여_연령구간인구수,"70,024","22,308","4,017","1,918","3,131","5,591",931,"2,185","4,515","2,821","3,788","1,303","1,288","9,359","6,869"
2021년12월_여_0~9세,"3,945","1,379",280,39,102,284,15,78,216,256,280,27,94,577,318
2021년12월_여_10~19세,"5,587","2,316",274,85,176,403,22,106,308,173,225,71,74,815,539
2021년12월_여_20~29세,"7,660","2,834",394,151,301,574,56,165,367,253,285,80,128,"1,172",900
2021년12월_여_30~39세,"6,418","2,161",481,125,231,490,37,114,349,345,383,44,151,900,607
2021년12월_여_40~49세,"9,132","3,537",492,177,276,720,77,176,499,262,351,88,108,"1,374",995
2021년12월_여_50~59세,"13,183","4,422",708,449,680,"1,015",142,394,730,400,535,240,199,"1,781","1,488"
2021년12월_여_60~69세,"12,340","3,161",714,449,697,"1,131",273,521,974,527,764,323,257,"1,442","1,107"
2021년12월_여_70~79세,"6,547","1,414",350,252,333,542,170,357,571,352,531,250,141,768,516
2021년12월_여_80~89세,"4,419",904,270,164,276,359,126,240,410,226,372,155,116,455,346
2021년12월_여_90~99세,766,171,53,27,58,69,13,33,87,26,62,25,19,72,51
2021년12월_여_100세 이상,27,9,1,0,1,4,0,1,4,1,0,0,1,3,2
