카테고리,전라북도 부안군,전라북도 부안군 부안읍,전라북도 부안군 주산면,전라북도 부안군 동진면,전라북도 부안군 행안면,전라북도 부안군 계화면,전라북도 부안군 보안면,전라북도 부안군 변산면,전라북도 부안군 진서면,전라북도 부안군 백산면,전라북도 부안군 상서면,전라북도 부안군 하서면,전라북도 부안군 줄포면,전라북도 부안군 위도면
2021년12월_여_총인구수,"25,533","10,659",958,"1,370","1,029","1,637","1,196","2,125","1,084","1,246","1,096","1,329","1,277",527
2021년12월_여_연령구간인구수,"25,533","10,659",958,"1,370","1,029","1,637","1,196","2,125","1,084","1,246","1,096","1,329","1,277",527
2021년12월_여_0~9세,"1,102",756,17,22,35,48,23,77,26,14,23,27,22,12
2021년12월_여_10~19세,"1,686","1,110",18,52,47,71,28,135,40,39,37,48,48,13
2021년12월_여_20~29세,"1,719",960,45,68,52,88,50,137,41,64,74,67,47,26
2021년12월_여_30~39세,"1,675",994,43,58,64,73,45,138,55,34,41,61,50,19
2021년12월_여_40~49세,"2,531","1,527",44,65,73,124,50,195,85,66,67,101,98,36
2021년12월_여_50~59세,"3,802","1,714",124,184,145,184,184,360,162,152,164,164,192,73
2021년12월_여_60~69세,"4,957","1,604",236,274,217,387,271,467,301,262,213,286,311,128
2021년12월_여_70~79세,"4,298","1,148",208,317,198,399,266,343,208,295,226,298,277,115
2021년12월_여_80~89세,"3,205",744,187,275,160,227,246,227,138,278,217,236,190,80
2021년12월_여_90~99세,541,97,35,54,37,35,32,46,25,42,33,38,42,25
2021년12월_여_100세 이상,17,5,1,1,1,1,1,0,3,0,1,3,0,0
