카테고리,경상남도 밀양시,경상남도 밀양시 삼랑진읍,경상남도 밀양시 삼랑진임천출장소,경상남도 밀양시 하남읍,경상남도 밀양시 부북면,경상남도 밀양시 상동면,경상남도 밀양시 산외면,경상남도 밀양시 산내면,경상남도 밀양시 단장면,경상남도 밀양시 상남면,경상남도 밀양시 초동면,경상남도 밀양시 무안면,경상남도 밀양시 청도면,경상남도 밀양시 내일동,경상남도 밀양시 내이동,경상남도 밀양시 삼문동,경상남도 밀양시 가곡동,경상남도 밀양시 교동
2021년06월_계_80~89세,"7,031",472,137,619,500,348,258,356,381,640,390,607,251,213,481,658,517,203
2021년06월_계_90~99세,905,63,23,69,71,51,32,52,51,86,32,80,30,18,90,75,60,22
2021년06월_계_100세 이상,28,3,0,4,2,0,3,2,3,1,2,3,0,0,2,2,0,1
2021년06월_남_총인구수,"51,109","2,636",640,"3,531","2,680","1,476","1,444","2,011","2,109","4,145","1,679","2,437",861,"1,293","7,971","9,703","3,659","2,834"
2021년06월_남_연령구간인구수,"51,109","2,636",640,"3,531","2,680","1,476","1,444","2,011","2,109","4,145","1,679","2,437",861,"1,293","7,971","9,703","3,659","2,834"
2021년06월_남_0~9세,"2,773",72,9,148,71,29,35,46,40,223,37,49,16,35,644,977,196,146
2021년06월_남_10~19세,"4,020",122,28,213,125,42,68,120,71,264,70,146,27,76,730,"1,349",292,277
2021년06월_남_20~29세,"5,167",189,71,290,236,98,112,127,129,396,90,171,58,145,"1,079","1,191",405,380
2021년06월_남_30~39세,"4,586",181,40,269,205,84,82,96,136,337,99,136,39,95,"1,122",996,367,302
2021년06월_남_40~49세,"6,789",299,66,457,286,131,162,219,179,547,192,207,79,163,"1,245","1,641",498,418
2021년06월_남_50~59세,"9,286",497,125,688,534,260,290,394,423,757,299,468,119,250,"1,392","1,553",699,538
2021년06월_남_60~69세,"10,580",704,152,784,698,457,388,569,669,924,463,672,279,280,"1,149","1,205",702,485
2021년06월_남_70~79세,"5,575",411,102,484,346,272,218,330,342,486,298,385,157,178,442,568,330,226
2021년06월_남_80~89세,"2,155",149,44,187,165,91,84,103,112,191,126,190,81,68,145,207,155,57
2021년06월_남_90~99세,173,11,3,11,14,12,4,7,7,20,4,13,6,3,23,15,15,5
2021년06월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2021년06월_여_총인구수,"52,961","2,649",650,"3,515","2,498","1,602","1,374","1,902","2,161","4,191","1,715","2,534",923,"1,366","8,177","10,447","4,229","3,028"
2021년06월_여_연령구간인구수,"52,961","2,649",650,"3,515","2,498","1,602","1,374","1,902","2,161","4,191","1,715","2,534",923,"1,366","8,177","10,447","4,229","3,028"
2021년06월_여_0~9세,"2,648",60,8,123,50,30,25,38,31,215,43,47,22,31,697,883,180,165
2021년06월_여_10~19세,"3,638",117,26,185,100,40,48,91,71,257,50,106,25,67,679,"1,187",310,279
2021년06월_여_20~29세,"3,737",116,56,182,122,54,59,74,76,248,72,135,33,74,839,950,363,284
2021년06월_여_30~39세,"4,055",128,26,191,121,63,64,63,106,289,65,97,27,96,"1,030","1,067",331,291
2021년06월_여_40~49세,"6,030",197,29,300,195,74,100,136,127,426,112,161,46,140,"1,202","1,838",526,421
2021년06월_여_50~59세,"9,050",468,98,606,429,253,255,334,421,702,264,376,153,242,"1,405","1,737",720,587
2021년06월_여_60~69세,"11,004",684,174,847,648,498,366,512,641,894,473,651,232,313,"1,267","1,466",790,548
2021년06월_여_70~79세,"7,168",502,120,587,439,294,253,354,373,644,343,474,191,243,653,807,602,289
2021년06월_여_80~89세,"4,876",323,93,432,335,257,174,253,269,449,264,417,170,145,336,451,362,146
2021년06월_여_90~99세,732,52,20,58,57,39,28,45,44,66,28,67,24,15,67,60,45,17
2021년06월_여_100세 이상,23,2,0,4,2,0,2,2,2,1,1,3,0,0,2,1,0,1
2021년07월_계_총인구수,"103,986","5,282","1,275","7,052","5,158","3,068","2,818","3,898","4,272","8,330","3,397","4,956","1,785","2,655","16,169","20,125","7,889","5,857"
2021년07월_계_연령구간인구수,"103,986","5,282","1,275","7,052","5,158","3,068","2,818","3,898","4,272","8,330","3,397","4,956","1,785","2,655","16,169","20,125","7,889","5,857"
2021년07월_계_0~9세,"5,386",131,14,262,120,55,59,84,71,440,80,94,38,64,"1,345","1,845",374,310
2021년07월_계_10~19세,"7,612",235,53,398,224,83,111,200,140,515,121,254,52,144,"1,401","2,528",599,554
2021년07월_계_20~29세,"8,873",305,121,478,354,148,173,205,206,641,159,297,90,213,"1,913","2,134",777,659
2021년07월_계_30~39세,"8,610",310,62,457,324,148,145,154,243,615,164,235,67,191,"2,157","2,055",694,589
2021년07월_계_40~49세,"12,743",489,97,743,471,204,259,348,304,978,298,368,124,298,"2,448","3,451","1,021",842
2021년07월_계_50~59세,"18,321",952,222,"1,304",956,515,541,726,846,"1,453",562,847,266,494,"2,800","3,302","1,412","1,123"
2021년07월_계_60~69세,"21,702","1,410",326,"1,643","1,356",951,760,"1,085","1,305","1,823",944,"1,321",516,601,"2,431","2,688","1,503","1,039"
2021년07월_계_70~79세,"12,761",914,222,"1,070",777,564,473,687,722,"1,140",644,854,350,418,"1,097","1,380",933,516
2021년07월_계_80~89세,"7,034",469,136,622,503,347,260,355,377,635,390,606,251,214,484,665,518,202
2021년07월_계_90~99세,918,64,22,71,71,53,34,52,55,89,33,78,31,18,92,75,58,22
2021년07월_계_100세 이상,26,3,0,4,2,0,3,2,3,1,2,2,0,0,1,2,0,1
2021년07월_남_총인구수,"51,065","2,637",635,"3,536","2,666","1,474","1,439","2,001","2,112","4,143","1,681","2,426",861,"1,289","7,982","9,683","3,666","2,834"
2021년07월_남_연령구간인구수,"51,065","2,637",635,"3,536","2,666","1,474","1,439","2,001","2,112","4,143","1,681","2,426",861,"1,289","7,982","9,683","3,666","2,834"
2021년07월_남_0~9세,"2,757",73,7,143,71,28,34,47,40,219,38,48,16,33,649,968,198,145
2021년07월_남_10~19세,"3,988",121,27,211,124,42,65,111,72,262,70,145,27,77,728,"1,344",289,273
2021년07월_남_20~29세,"5,147",189,68,293,232,95,113,130,129,392,89,167,56,142,"1,075","1,189",408,380
2021년07월_남_30~39세,"4,571",182,40,270,202,87,81,91,140,329,99,136,40,95,"1,117",994,369,299
2021년07월_남_40~49세,"6,751",294,66,445,281,132,160,219,176,555,191,205,77,160,"1,252","1,624",495,419
2021년07월_남_50~59세,"9,277",492,127,698,533,258,288,387,423,755,298,464,119,248,"1,397","1,556",695,539
2021년07월_남_60~69세,"10,633",715,151,791,701,457,387,570,667,929,463,672,279,286,"1,150","1,214",711,490
2021년07월_남_70~79세,"5,608",411,102,488,345,271,221,335,346,492,303,387,160,175,446,570,330,226
2021년07월_남_80~89세,"2,153",148,44,186,163,92,84,104,111,190,125,189,80,70,144,209,156,58
2021년07월_남_90~99세,176,11,3,11,14,12,5,7,7,20,4,13,7,3,24,15,15,5
2021년07월_남_100세 이상,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2021년07월_여_총인구수,"52,921","2,645",640,"3,516","2,492","1,594","1,379","1,897","2,160","4,187","1,716","2,530",924,"1,366","8,187","10,442","4,223","3,023"
2021년07월_여_연령구간인구수,"52,921","2,645",640,"3,516","2,492","1,594","1,379","1,897","2,160","4,187","1,716","2,530",924,"1,366","8,187","10,442","4,223","3,023"
2021년07월_여_0~9세,"2,629",58,7,119,49,27,25,37,31,221,42,46,22,31,696,877,176,165
2021년07월_여_10~19세,"3,624",114,26,187,100,41,46,89,68,253,51,109,25,67,673,"1,184",310,281
2021년07월_여_20~29세,"3,726",116,53,185,122,53,60,75,77,249,70,130,34,71,838,945,369,279
2021년07월_여_30~39세,"4,039",128,22,187,122,61,64,63,103,286,65,99,27,96,"1,040","1,061",325,290
2021년07월_여_40~49세,"5,992",195,31,298,190,72,99,129,128,423,107,163,47,138,"1,196","1,827",526,423
2021년07월_여_50~59세,"9,044",460,95,606,423,257,253,339,423,698,264,383,147,246,"1,403","1,746",717,584
2021년07월_여_60~69세,"11,069",695,175,852,655,494,373,515,638,894,481,649,237,315,"1,281","1,474",792,549
2021년07월_여_70~79세,"7,153",503,120,582,432,293,252,352,376,648,341,467,190,243,651,810,603,290
2021년07월_여_80~89세,"4,881",321,92,436,340,255,176,251,266,445,265,417,171,144,340,456,362,144
2021년07월_여_90~99세,742,53,19,60,57,41,29,45,48,69,29,65,24,15,68,60,43,17
2021년07월_여_100세 이상,22,2,0,4,2,0,2,2,2,1,1,2,0,0,1,2,0,1
2021년08월_계_총인구수,"103,891","5,295","1,269","7,044","5,132","3,052","2,816","3,886","4,253","8,305","3,394","4,938","1,777","2,648","16,250","20,100","7,890","5,842"
2021년08월_계_연령구간인구수,"103,891","5,295","1,269","7,044","5,132","3,052","2,816","3,886","4,253","8,305","3,394","4,938","1,777","2,648","16,250","20,100","7,890","5,842"
2021년08월_계_0~9세,"5,380",129,15,263,117,52,58,83,72,430,79,95,38,61,"1,369","1,830",383,306
2021년08월_계_10~19세,"7,582",232,53,401,219,82,110,195,138,511,122,245,49,147,"1,404","2,528",597,549
2021년08월_계_20~29세,"8,831",306,123,471,359,145,172,209,202,633,155,294,91,212,"1,926","2,109",772,652
2021년08월_계_30~39세,"8,571",317,61,450,313,143,143,152,242,608,167,239,63,189,"2,157","2,065",687,575
2021년08월_계_40~49세,"12,737",494,96,738,472,202,261,346,302,975,293,365,126,303,"2,446","3,444","1,030",844
2021년08월_계_50~59세,"18,263",950,218,"1,301",944,519,536,718,831,"1,462",568,836,263,486,"2,812","3,288","1,407","1,124"
2021년08월_계_60~69세,"21,758","1,413",326,"1,644","1,357",948,760,"1,084","1,308","1,816",946,"1,322",515,600,"2,452","2,709","1,503","1,055"
2021년08월_계_70~79세,"12,794",915,221,"1,082",775,568,479,686,722,"1,139",641,855,349,417,"1,112","1,382",938,513
2021년08월_계_80~89세,"7,038",471,135,618,503,338,260,359,379,642,392,608,250,216,482,668,513,204
2021년08월_계_90~99세,911,65,21,72,71,55,34,52,55,88,29,76,33,17,89,75,60,19
2021년08월_계_100세 이상,26,3,0,4,2,0,3,2,2,1,2,3,0,0,1,2,0,1
2021년08월_남_총인구수,"51,010","2,651",635,"3,523","2,646","1,471","1,441","1,995","2,099","4,128","1,679","2,410",854,"1,286","8,036","9,653","3,671","2,832"
2021년08월_남_연령구간인구수,"51,010","2,651",635,"3,523","2,646","1,471","1,441","1,995","2,099","4,128","1,679","2,410",854,"1,286","8,036","9,653","3,671","2,832"
2021년08월_남_0~9세,"2,756",71,7,144,69,27,34,47,41,213,38,48,16,32,669,958,201,141
2021년08월_남_10~19세,"3,968",122,27,212,118,41,64,105,71,256,71,140,25,79,732,"1,342",293,270
2021년08월_남_20~29세,"5,128",189,72,288,236,94,111,133,129,394,89,165,57,142,"1,081","1,169",401,378
2021년08월_남_30~39세,"4,529",186,38,263,194,86,83,91,136,326,99,136,36,92,"1,119",989,366,289
2021년08월_남_40~49세,"6,746",300,65,440,278,130,159,218,176,549,186,204,78,164,"1,249","1,622",501,427
2021년08월_남_50~59세,"9,244",488,125,694,525,261,286,382,413,758,299,454,119,244,"1,414","1,552",692,538
2021년08월_남_60~69세,"10,680",721,153,796,707,458,388,571,667,925,467,674,276,284,"1,158","1,223",712,500
2021년08월_남_70~79세,"5,632",415,101,491,344,273,227,336,346,497,299,387,159,174,449,573,336,225
2021년08월_남_80~89세,"2,144",147,44,184,159,88,83,105,112,190,126,188,80,72,143,209,155,59
2021년08월_남_90~99세,178,11,3,11,16,13,5,7,7,20,4,13,8,3,22,16,14,5
2021년08월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
2021년08월_여_총인구수,"52,881","2,644",634,"3,521","2,486","1,581","1,375","1,891","2,154","4,177","1,715","2,528",923,"1,362","8,214","10,447","4,219","3,010"
2021년08월_여_연령구간인구수,"52,881","2,644",634,"3,521","2,486","1,581","1,375","1,891","2,154","4,177","1,715","2,528",923,"1,362","8,214","10,447","4,219","3,010"
2021년08월_여_0~9세,"2,624",58,8,119,48,25,24,36,31,217,41,47,22,29,700,872,182,165
2021년08월_여_10~19세,"3,614",110,26,189,101,41,46,90,67,255,51,105,24,68,672,"1,186",304,279
2021년08월_여_20~29세,"3,703",117,51,183,123,51,61,76,73,239,66,129,34,70,845,940,371,274
2021년08월_여_30~39세,"4,042",131,23,187,119,57,60,61,106,282,68,103,27,97,"1,038","1,076",321,286
2021년08월_여_40~49세,"5,991",194,31,298,194,72,102,128,126,426,107,161,48,139,"1,197","1,822",529,417
2021년08월_여_50~59세,"9,019",462,93,607,419,258,250,336,418,704,269,382,144,242,"1,398","1,736",715,586
2021년08월_여_60~69세,"11,078",692,173,848,650,490,372,513,641,891,479,648,239,316,"1,294","1,486",791,555
2021년08월_여_70~79세,"7,162",500,120,591,431,295,252,350,376,642,342,468,190,243,663,809,602,288
2021년08월_여_80~89세,"4,894",324,91,434,344,250,177,254,267,452,266,420,170,144,339,459,358,145
2021년08월_여_90~99세,733,54,18,61,55,42,29,45,48,68,25,63,25,14,67,59,46,14
2021년08월_여_100세 이상,21,2,0,4,2,0,2,2,1,1,1,2,0,0,1,2,0,1
2021년09월_계_총인구수,"103,691","5,276","1,270","7,017","5,106","3,044","2,802","3,867","4,258","8,287","3,382","4,909","1,769","2,634","16,271","20,078","7,870","5,851"
2021년09월_계_연령구간인구수,"103,691","5,276","1,270","7,017","5,106","3,044","2,802","3,867","4,258","8,287","3,382","4,909","1,769","2,634","16,271","20,078","7,870","5,851"
2021년09월_계_0~9세,"5,347",129,15,256,112,51,54,83,74,417,81,92,37,60,"1,362","1,835",383,306
2021년09월_계_10~19세,"7,549",230,51,398,219,78,109,189,141,514,115,242,47,149,"1,397","2,526",594,550
2021년09월_계_20~29세,"8,695",298,124,461,346,143,169,204,196,626,157,287,89,209,"1,911","2,080",752,643
2021년09월_계_30~39세,"8,549",308,62,441,315,143,137,152,249,604,169,233,61,186,"2,174","2,052",690,573
2021년09월_계_40~49세,"12,668",492,97,727,472,197,258,335,297,971,288,362,125,301,"2,448","3,421","1,025",852
2021년09월_계_50~59세,"18,273",944,214,"1,297",939,515,535,712,837,"1,459",567,831,259,488,"2,811","3,328","1,410","1,127"
2021년09월_계_60~69세,"21,766","1,417",327,"1,653","1,348",953,763,"1,085","1,309","1,816",940,"1,315",517,592,"2,469","2,694","1,509","1,059"
2021년09월_계_70~79세,"12,800",914,225,"1,086",772,569,475,687,716,"1,137",636,855,352,415,"1,121","1,393",933,514
2021년09월_계_80~89세,"7,090",473,132,618,510,340,265,364,382,651,398,615,249,216,487,672,512,206
2021년09월_계_90~99세,926,67,23,76,71,55,34,54,55,91,29,74,33,18,89,75,62,20
2021년09월_계_100세 이상,28,4,0,4,2,0,3,2,2,1,2,3,0,0,2,2,0,1
2021년09월_남_총인구수,"50,907","2,639",634,"3,507","2,642","1,465","1,432","1,982","2,106","4,122","1,671","2,392",848,"1,276","8,045","9,644","3,665","2,837"
2021년09월_남_연령구간인구수,"50,907","2,639",634,"3,507","2,642","1,465","1,432","1,982","2,106","4,122","1,671","2,392",848,"1,276","8,045","9,644","3,665","2,837"
2021년09월_남_0~9세,"2,746",71,7,143,67,26,32,47,41,206,39,48,15,31,666,964,202,141
2021년09월_남_10~19세,"3,939",121,26,208,115,39,63,101,75,256,66,136,25,79,725,"1,340",292,272
2021년09월_남_20~29세,"5,079",184,72,281,234,90,109,130,126,394,92,163,55,140,"1,083","1,158",393,375
2021년09월_남_30~39세,"4,512",180,37,259,196,85,78,92,138,326,101,134,35,91,"1,126",982,364,288
2021년09월_남_40~49세,"6,699",299,66,435,276,127,157,209,176,548,182,200,78,161,"1,245","1,615",498,427
2021년09월_남_50~59세,"9,250",487,121,693,526,259,288,381,417,753,299,451,117,247,"1,412","1,563",694,542
2021년09월_남_60~69세,"10,699",719,157,801,701,463,390,568,669,928,463,668,277,281,"1,168","1,223",720,503
2021년09월_남_70~79세,"5,636",422,102,489,348,275,226,340,343,495,294,387,161,172,454,570,334,224
2021년09월_남_80~89세,"2,163",145,42,185,163,88,84,107,113,196,130,190,78,71,144,213,154,60
2021년09월_남_90~99세,179,10,4,13,16,13,4,7,7,20,4,14,7,3,22,16,14,5
2021년09월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
2021년09월_여_총인구수,"52,784","2,637",636,"3,510","2,464","1,579","1,370","1,885","2,152","4,165","1,711","2,517",921,"1,358","8,226","10,434","4,205","3,014"
2021년09월_여_연령구간인구수,"52,784","2,637",636,"3,510","2,464","1,579","1,370","1,885","2,152","4,165","1,711","2,517",921,"1,358","8,226","10,434","4,205","3,014"
2021년09월_여_0~9세,"2,601",58,8,113,45,25,22,36,33,211,42,44,22,29,696,871,181,165
2021년09월_여_10~19세,"3,610",109,25,190,104,39,46,88,66,258,49,106,22,70,672,"1,186",302,278
2021년09월_여_20~29세,"3,616",114,52,180,112,53,60,74,70,232,65,124,34,69,828,922,359,268
2021년09월_여_30~39세,"4,037",128,25,182,119,58,59,60,111,278,68,99,26,95,"1,048","1,070",326,285
2021년09월_여_40~49세,"5,969",193,31,292,196,70,101,126,121,423,106,162,47,140,"1,203","1,806",527,425
2021년09월_여_50~59세,"9,023",457,93,604,413,256,247,331,420,706,268,380,142,241,"1,399","1,765",716,585
2021년09월_여_60~69세,"11,067",698,170,852,647,490,373,517,640,888,477,647,240,311,"1,301","1,471",789,556
2021년09월_여_70~79세,"7,164",492,123,597,424,294,249,347,373,642,342,468,191,243,667,823,599,290
2021년09월_여_80~89세,"4,927",328,90,433,347,252,181,257,269,455,268,425,171,145,343,459,358,146
2021년09월_여_90~99세,747,57,19,63,55,42,30,47,48,71,25,60,26,15,67,59,48,15
2021년09월_여_100세 이상,23,3,0,4,2,0,2,2,1,1,1,2,0,0,2,2,0,1
2021년10월_계_총인구수,"103,667","5,266","1,273","7,014","5,101","3,049","2,791","3,833","4,288","8,278","3,384","4,899","1,774","2,630","16,264","20,106","7,872","5,845"
2021년10월_계_연령구간인구수,"103,667","5,266","1,273","7,014","5,101","3,049","2,791","3,833","4,288","8,278","3,384","4,899","1,774","2,630","16,264","20,106","7,872","5,845"
2021년10월_계_0~9세,"5,316",127,14,245,114,51,52,82,71,411,80,92,37,60,"1,346","1,850",376,308
2021년10월_계_10~19세,"7,526",226,50,392,222,82,106,175,153,509,116,244,47,149,"1,395","2,531",592,537
2021년10월_계_20~29세,"8,678",302,126,461,339,140,171,205,187,623,163,286,89,209,"1,901","2,078",756,642
2021년10월_계_30~39세,"8,490",305,65,434,315,145,133,148,254,601,163,231,62,189,"2,150","2,045",681,569
2021년10월_계_40~49세,"12,639",488,95,719,466,192,254,326,308,966,291,360,124,296,"2,465","3,407","1,032",850
2021년10월_계_50~59세,"18,252",938,213,"1,303",938,515,531,716,833,"1,453",563,821,259,492,"2,819","3,339","1,398","1,121"
2021년10월_계_60~69세,"21,854","1,420",325,"1,664","1,356",952,764,"1,084","1,317","1,833",937,"1,318",517,590,"2,481","2,708","1,513","1,075"
2021년10월_계_70~79세,"12,823",914,226,"1,090",765,577,477,681,721,"1,131",643,859,352,412,"1,123","1,393",941,518
2021년10월_계_80~89세,"7,138",474,136,625,512,340,266,359,388,659,397,616,253,216,492,676,524,205
2021년10월_계_90~99세,923,68,23,77,72,55,34,55,54,91,29,69,34,17,90,77,59,19
2021년10월_계_100세 이상,28,4,0,4,2,0,3,2,2,1,2,3,0,0,2,2,0,1
2021년10월_남_총인구수,"50,916","2,635",637,"3,506","2,639","1,460","1,423","1,962","2,124","4,124","1,673","2,391",853,"1,276","8,050","9,650","3,673","2,840"
2021년10월_남_연령구간인구수,"50,916","2,635",637,"3,506","2,639","1,460","1,423","1,962","2,124","4,124","1,673","2,391",853,"1,276","8,050","9,650","3,673","2,840"
2021년10월_남_0~9세,"2,731",71,6,136,67,26,32,46,39,207,39,49,15,30,658,967,198,145
2021년10월_남_10~19세,"3,923",118,27,207,119,39,60,89,87,252,66,137,25,79,724,"1,336",293,265
2021년10월_남_20~29세,"5,077",189,73,279,229,87,110,130,123,394,94,163,55,140,"1,077","1,164",396,374
2021년10월_남_30~39세,"4,471",177,39,254,194,85,74,89,137,327,98,132,37,92,"1,122",971,355,288
2021년10월_남_40~49세,"6,684",294,65,429,272,122,155,204,182,546,185,195,77,158,"1,256","1,615",505,424
2021년10월_남_50~59세,"9,249",486,121,695,526,258,287,388,416,745,299,451,118,249,"1,417","1,562",691,540
2021년10월_남_60~69세,"10,753",721,156,815,709,463,390,567,670,937,459,670,278,281,"1,169","1,235",719,514
2021년10월_남_70~79세,"5,669",420,105,490,343,279,228,336,345,499,298,389,161,174,461,570,345,226
2021년10월_남_80~89세,"2,175",148,41,188,164,88,82,105,117,198,130,191,80,70,143,214,157,59
2021년10월_남_90~99세,179,10,4,13,16,13,4,8,7,19,4,13,7,3,23,16,14,5
2021년10월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
2021년10월_여_총인구수,"52,751","2,631",636,"3,508","2,462","1,589","1,368","1,871","2,164","4,154","1,711","2,508",921,"1,354","8,214","10,456","4,199","3,005"
2021년10월_여_연령구간인구수,"52,751","2,631",636,"3,508","2,462","1,589","1,368","1,871","2,164","4,154","1,711","2,508",921,"1,354","8,214","10,456","4,199","3,005"
2021년10월_여_0~9세,"2,585",56,8,109,47,25,20,36,32,204,41,43,22,30,688,883,178,163
2021년10월_여_10~19세,"3,603",108,23,185,103,43,46,86,66,257,50,107,22,70,671,"1,195",299,272
2021년10월_여_20~29세,"3,601",113,53,182,110,53,61,75,64,229,69,123,34,69,824,914,360,268
2021년10월_여_30~39세,"4,019",128,26,180,121,60,59,59,117,274,65,99,25,97,"1,028","1,074",326,281
2021년10월_여_40~49세,"5,955",194,30,290,194,70,99,122,126,420,106,165,47,138,"1,209","1,792",527,426
2021년10월_여_50~59세,"9,003",452,92,608,412,257,244,328,417,708,264,370,141,243,"1,402","1,777",707,581
2021년10월_여_60~69세,"11,101",699,169,849,647,489,374,517,647,896,478,648,239,309,"1,312","1,473",794,561
2021년10월_여_70~79세,"7,154",494,121,600,422,298,249,345,376,632,345,470,191,238,662,823,596,292
2021년10월_여_80~89세,"4,963",326,95,437,348,252,184,254,271,461,267,425,173,146,349,462,367,146
2021년10월_여_90~99세,744,58,19,64,56,42,30,47,47,72,25,56,27,14,67,61,45,14
2021년10월_여_100세 이상,23,3,0,4,2,0,2,2,1,1,1,2,0,0,2,2,0,1
2021년11월_계_총인구수,"103,636","5,265","1,266","7,026","5,075","3,050","2,788","3,813","4,282","8,279","3,369","4,894","1,777","2,619","16,305","20,121","7,853","5,854"
2021년11월_계_연령구간인구수,"103,636","5,265","1,266","7,026","5,075","3,050","2,788","3,813","4,282","8,279","3,369","4,894","1,777","2,619","16,305","20,121","7,853","5,854"
2021년11월_계_0~9세,"5,283",127,13,249,111,49,52,78,68,407,79,91,35,59,"1,337","1,845",373,310
2021년11월_계_10~19세,"7,501",224,50,391,220,82,107,171,152,499,113,244,48,147,"1,387","2,541",587,538
2021년11월_계_20~29세,"8,668",303,123,471,336,139,172,200,183,641,159,283,90,205,"1,906","2,069",750,638
2021년11월_계_30~39세,"8,456",304,64,434,313,143,132,150,256,593,160,230,61,187,"2,150","2,039",671,569
2021년11월_계_40~49세,"12,625",490,97,723,464,191,259,326,303,966,281,357,123,292,"2,469","3,401","1,034",849
2021년11월_계_50~59세,"18,262",937,212,"1,301",927,516,526,701,836,"1,453",567,822,264,487,"2,840","3,348","1,396","1,129"
2021년11월_계_60~69세,"21,900","1,419",321,"1,664","1,348",961,756,"1,093","1,317","1,837",937,"1,317",513,593,"2,511","2,719","1,514","1,080"
2021년11월_계_70~79세,"12,836",915,228,"1,087",769,575,478,678,726,"1,127",649,856,357,415,"1,130","1,392",940,514
2021년11월_계_80~89세,"7,151",474,135,624,513,340,270,360,386,663,389,620,252,216,481,688,531,209
2021년11월_계_90~99세,928,69,23,78,71,54,33,55,53,92,33,71,34,18,92,78,57,17
2021년11월_계_100세 이상,26,3,0,4,3,0,3,1,2,1,2,3,0,0,2,1,0,1
2021년11월_남_총인구수,"50,910","2,633",634,"3,518","2,630","1,464","1,424","1,948","2,127","4,130","1,667","2,389",855,"1,270","8,072","9,646","3,659","2,844"
2021년11월_남_연령구간인구수,"50,910","2,633",634,"3,518","2,630","1,464","1,424","1,948","2,127","4,130","1,667","2,389",855,"1,270","8,072","9,646","3,659","2,844"
2021년11월_남_0~9세,"2,713",71,6,140,66,25,32,44,37,204,38,49,15,29,659,958,194,146
2021년11월_남_10~19세,"3,918",117,26,209,119,39,61,87,86,248,64,137,25,78,721,"1,347",291,263
2021년11월_남_20~29세,"5,067",191,71,287,229,86,110,126,123,403,91,162,56,139,"1,074","1,151",395,373
2021년11월_남_30~39세,"4,452",176,37,253,192,85,74,90,137,317,97,133,36,91,"1,121",972,355,286
2021년11월_남_40~49세,"6,679",296,68,428,272,120,159,204,180,553,181,194,78,157,"1,260","1,601",501,427
2021년11월_남_50~59세,"9,257",487,121,699,523,259,282,384,418,749,302,450,119,246,"1,423","1,569",683,543
2021년11월_남_60~69세,"10,776",716,156,814,704,468,388,567,674,938,459,671,277,282,"1,183","1,246",718,515
2021년11월_남_70~79세,"5,691",418,104,488,347,280,231,333,345,499,302,389,164,176,466,572,351,226
2021년11월_남_80~89세,"2,174",149,41,188,162,89,82,105,119,199,128,189,78,69,142,214,158,62
2021년11월_남_90~99세,178,11,4,12,16,13,4,8,7,20,4,14,7,3,23,16,13,3
2021년11월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
2021년11월_여_총인구수,"52,726","2,632",632,"3,508","2,445","1,586","1,364","1,865","2,155","4,149","1,702","2,505",922,"1,349","8,233","10,475","4,194","3,010"
2021년11월_여_연령구간인구수,"52,726","2,632",632,"3,508","2,445","1,586","1,364","1,865","2,155","4,149","1,702","2,505",922,"1,349","8,233","10,475","4,194","3,010"
2021년11월_여_0~9세,"2,570",56,7,109,45,24,20,34,31,203,41,42,20,30,678,887,179,164
2021년11월_여_10~19세,"3,583",107,24,182,101,43,46,84,66,251,49,107,23,69,666,"1,194",296,275
2021년11월_여_20~29세,"3,601",112,52,184,107,53,62,74,60,238,68,121,34,66,832,918,355,265
2021년11월_여_30~39세,"4,004",128,27,181,121,58,58,60,119,276,63,97,25,96,"1,029","1,067",316,283
2021년11월_여_40~49세,"5,946",194,29,295,192,71,100,122,123,413,100,163,45,135,"1,209","1,800",533,422
2021년11월_여_50~59세,"9,005",450,91,602,404,257,244,317,418,704,265,372,145,241,"1,417","1,779",713,586
2021년11월_여_60~69세,"11,124",703,165,850,644,493,368,526,643,899,478,646,236,311,"1,328","1,473",796,565
2021년11월_여_70~79세,"7,145",497,124,599,422,295,247,345,381,628,347,467,193,239,664,820,589,288
2021년11월_여_80~89세,"4,977",325,94,436,351,251,188,255,267,464,261,431,174,147,339,474,373,147
2021년11월_여_90~99세,750,58,19,66,55,41,29,47,46,72,29,57,27,15,69,62,44,14
2021년11월_여_100세 이상,21,2,0,4,3,0,2,1,1,1,1,2,0,0,2,1,0,1
2021년12월_계_총인구수,"103,525","5,238","1,261","7,042","5,076","3,039","2,799","3,807","4,272","8,262","3,365","4,897","1,768","2,612","16,341","20,120","7,809","5,817"
2021년12월_계_연령구간인구수,"103,525","5,238","1,261","7,042","5,076","3,039","2,799","3,807","4,272","8,262","3,365","4,897","1,768","2,612","16,341","20,120","7,809","5,817"
2021년12월_계_0~9세,"5,235",127,13,246,107,50,55,78,65,407,75,92,34,60,"1,326","1,833",368,299
