카테고리,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2021년04월_남_50~59세,"24,073","3,531",326,295,627,896,733,704,578,412,256,"1,380","1,768","2,446","1,498","1,637","1,676","1,881","1,198",815,"1,416",,
2021년04월_남_60~69세,"15,637","2,772",288,369,558,965,616,758,560,483,223,604,841,"1,154",600,889,"1,136",992,636,426,767,,
2021년04월_남_70~79세,"6,681","1,364",120,204,268,543,290,402,287,259,119,221,258,460,221,361,405,290,216,126,267,,
2021년04월_남_80~89세,"2,469",586,47,92,144,226,141,223,187,106,63,60,55,131,53,109,85,51,42,27,41,,
2021년04월_남_90~99세,265,64,3,13,16,25,12,15,15,9,5,11,8,22,8,10,11,7,5,4,2,,
2021년04월_남_100세 이상,7,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021년04월_여_총인구수,"180,934","20,803","1,195","1,500","2,785","4,197","2,904","3,371","2,616","1,595","1,132","9,734","16,253","21,139","11,929","15,127","17,585","17,072","9,858","5,683","14,456",,
2021년04월_여_연령구간인구수,"180,934","20,803","1,195","1,500","2,785","4,197","2,904","3,371","2,616","1,595","1,132","9,734","16,253","21,139","11,929","15,127","17,585","17,072","9,858","5,683","14,456",,
2021년04월_여_0~9세,"23,101","1,543",49,44,152,169,104,176,89,41,45,"1,219","2,261","2,805","1,661","2,237","2,913","2,874","1,538",775,"2,406",,
2021년04월_여_10~19세,"21,719","2,050",53,63,164,219,158,185,163,54,93,"1,644","2,179","2,742","2,054","2,141","2,354","1,851","1,250",536,"1,766",,
2021년04월_여_20~29세,"18,602","2,780",155,107,249,371,381,301,225,124,111,830,"2,068","2,565",951,"1,362","1,330","1,642",962,691,"1,397",,
2021년04월_여_30~39세,"31,464","2,475",115,122,273,360,305,274,186,87,64,"1,375","3,342","4,024","1,869","2,831","3,440","4,046","1,913","1,150","3,213",,
2021년04월_여_40~49세,"34,478","3,180",118,130,312,386,299,340,269,121,136,"2,346","3,282","4,478","3,088","3,167","3,765","3,236","1,976",985,"2,864",,
2021년04월_여_50~59세,"22,067","3,116",202,229,463,708,549,517,443,280,187,"1,258","1,715","2,267","1,277","1,615","1,844","1,902","1,153",863,"1,479",,
2021년04월_여_60~69세,"15,932","2,779",238,316,530,853,538,672,486,389,193,622,922,"1,274",650,"1,106","1,302",989,705,457,911,,
2021년04월_여_70~79세,"7,741","1,718",134,222,351,585,290,490,377,248,154,267,293,573,242,421,438,324,224,123,267,,
2021년04월_여_80~89세,"4,815",976,102,216,255,446,243,358,307,208,129,143,144,328,111,217,163,160,112,79,118,,
2021년04월_여_90~99세,986,179,28,48,36,97,36,56,66,42,20,28,47,83,26,29,36,45,25,24,35,,
2021년04월_여_100세 이상,29,7,1,3,0,3,1,2,5,1,0,2,0,0,0,1,0,3,0,0,0,,
2021년05월_계_총인구수,"362,036","43,265","2,764","3,161","6,189","8,935","6,894","7,407","5,574","3,471","2,395","19,166","31,657","41,037","23,609","29,398","34,429","33,846","19,357","11,280","28,202",,
2021년05월_계_연령구간인구수,"362,036","43,265","2,764","3,161","6,189","8,935","6,894","7,407","5,574","3,471","2,395","19,166","31,657","41,037","23,609","29,398","34,429","33,846","19,357","11,280","28,202",,
2021년05월_계_0~9세,"47,074","3,141",95,90,314,323,229,336,183,70,95,"2,522","4,554","5,769","3,441","4,547","5,878","5,845","3,120","1,655","4,867",,
2021년05월_계_10~19세,"43,846","4,151",99,128,366,403,312,405,371,117,175,"3,320","4,258","5,507","4,328","4,224","4,852","3,674","2,576","1,082","3,498",,
2021년05월_계_20~29세,"38,094","6,492",391,290,710,923,"1,045",852,560,279,273,"1,742","3,799","4,632","1,857","2,544","2,547","3,325","1,859","1,359","2,615",,
2021년05월_계_30~39세,"61,318","5,505",360,289,734,900,906,725,491,238,177,"2,487","6,302","7,571","3,361","5,346","6,391","7,731","3,513","2,254","6,037",,
2021년05월_계_40~49세,"70,319","6,842",331,338,821,"1,035",939,877,654,333,325,"4,458","6,617","8,735","5,879","6,298","7,610","6,534","3,949","1,972","5,772",,
2021년05월_계_50~59세,"46,469","6,648",513,535,"1,082","1,603","1,297","1,223","1,017",690,444,"2,662","3,536","4,765","2,804","3,278","3,539","3,834","2,360","1,686","2,953",,
2021년05월_계_60~69세,"31,833","5,579",538,685,"1,088","1,824","1,149","1,437","1,048",873,416,"1,239","1,779","2,453","1,275","2,010","2,469","2,010","1,354",890,"1,717",,
2021년05월_계_70~79세,"14,457","3,082",257,426,615,"1,123",585,895,665,502,269,494,556,"1,041",464,781,847,623,443,248,541,,
2021년05월_계_80~89세,"7,321","1,570",148,312,405,673,382,579,500,312,197,201,202,457,166,333,247,216,151,106,164,,
2021년05월_계_90~99세,"1,268",247,31,64,53,123,49,76,80,55,24,39,54,107,32,36,49,51,32,28,38,,
2021년05월_계_100세 이상,37,8,1,4,1,5,1,2,5,2,0,2,0,0,2,1,0,3,0,0,0,,
2021년05월_남_총인구수,"180,778","22,480","1,583","1,663","3,419","4,738","3,993","4,038","2,965","1,879","1,270","9,438","15,315","19,834","11,688","14,294","16,848","16,640","9,491","5,595","13,607",,
2021년05월_남_연령구간인구수,"180,778","22,480","1,583","1,663","3,419","4,738","3,993","4,038","2,965","1,879","1,270","9,438","15,315","19,834","11,688","14,294","16,848","16,640","9,491","5,595","13,607",,
2021년05월_남_0~9세,"24,055","1,608",47,45,165,157,124,158,94,31,49,"1,311","2,306","2,960","1,785","2,338","2,991","2,968","1,590",879,"2,449",,
2021년05월_남_10~19세,"22,029","2,115",50,65,201,183,153,219,211,62,82,"1,682","2,047","2,760","2,277","2,079","2,477","1,801","1,314",547,"1,704",,
2021년05월_남_20~29세,"19,507","3,708",238,188,470,549,667,555,340,155,164,910,"1,736","2,073",911,"1,196","1,231","1,625",903,676,"1,212",,
2021년05월_남_30~39세,"29,930","3,036",245,170,464,542,606,453,304,151,115,"1,122","2,955","3,540","1,505","2,535","2,962","3,694","1,606","1,102","2,823",,
2021년05월_남_40~49세,"35,768","3,671",219,211,509,645,636,540,387,217,191,"2,119","3,299","4,244","2,806","3,122","3,844","3,288","1,965",984,"2,871",,
2021년05월_남_50~59세,"24,260","3,532",318,299,622,894,744,706,578,410,258,"1,386","1,800","2,475","1,513","1,646","1,696","1,905","1,206",819,"1,453",,
2021년05월_남_60~69세,"15,768","2,787",295,371,555,973,618,767,560,483,224,614,847,"1,166",606,895,"1,141","1,007",642,432,785,,
2021년05월_남_70~79세,"6,693","1,364",121,205,269,542,293,401,290,254,119,220,261,464,221,360,410,292,217,125,265,,
2021년05월_남_80~89세,"2,498",595,47,94,147,226,140,225,187,105,63,63,57,130,55,113,86,52,43,27,43,,
2021년05월_남_90~99세,262,63,3,14,16,25,12,14,14,10,5,11,7,22,8,10,10,7,5,4,2,,
2021년05월_남_100세 이상,8,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021년05월_여_총인구수,"181,258","20,785","1,181","1,498","2,770","4,197","2,901","3,369","2,609","1,592","1,125","9,728","16,342","21,203","11,921","15,104","17,581","17,206","9,866","5,685","14,595",,
2021년05월_여_연령구간인구수,"181,258","20,785","1,181","1,498","2,770","4,197","2,901","3,369","2,609","1,592","1,125","9,728","16,342","21,203","11,921","15,104","17,581","17,206","9,866","5,685","14,595",,
2021년05월_여_0~9세,"23,019","1,533",48,45,149,166,105,178,89,39,46,"1,211","2,248","2,809","1,656","2,209","2,887","2,877","1,530",776,"2,418",,
2021년05월_여_10~19세,"21,817","2,036",49,63,165,220,159,186,160,55,93,"1,638","2,211","2,747","2,051","2,145","2,375","1,873","1,262",535,"1,794",,
2021년05월_여_20~29세,"18,587","2,784",153,102,240,374,378,297,220,124,109,832,"2,063","2,559",946,"1,348","1,316","1,700",956,683,"1,403",,
2021년05월_여_30~39세,"31,388","2,469",115,119,270,358,300,272,187,87,62,"1,365","3,347","4,031","1,856","2,811","3,429","4,037","1,907","1,152","3,214",,
2021년05월_여_40~49세,"34,551","3,171",112,127,312,390,303,337,267,116,134,"2,339","3,318","4,491","3,073","3,176","3,766","3,246","1,984",988,"2,901",,
2021년05월_여_50~59세,"22,209","3,116",195,236,460,709,553,517,439,280,186,"1,276","1,736","2,290","1,291","1,632","1,843","1,929","1,154",867,"1,500",,
2021년05월_여_60~69세,"16,065","2,792",243,314,533,851,531,670,488,390,192,625,932,"1,287",669,"1,115","1,328","1,003",712,458,932,,
2021년05월_여_70~79세,"7,764","1,718",136,221,346,581,292,494,375,248,150,274,295,577,243,421,437,331,226,123,276,,
2021년05월_여_80~89세,"4,823",975,101,218,258,447,242,354,313,207,134,138,145,327,111,220,161,164,108,79,121,,
2021년05월_여_90~99세,"1,006",184,28,50,37,98,37,62,66,45,19,28,47,85,24,26,39,44,27,24,36,,
2021년05월_여_100세 이상,29,7,1,3,0,3,1,2,5,1,0,2,0,0,1,1,0,2,0,0,0,,
2021년06월_계_총인구수,"362,995","43,272","2,770","3,155","6,226","8,944","6,939","7,415","5,575","3,461","2,390","19,086","32,196","41,054","23,622","29,394","34,413","34,033","19,373","11,297","28,380",,
2021년06월_계_연령구간인구수,"362,995","43,272","2,770","3,155","6,226","8,944","6,939","7,415","5,575","3,461","2,390","19,086","32,196","41,054","23,622","29,394","34,413","34,033","19,373","11,297","28,380",,
2021년06월_계_0~9세,"46,977","3,127",96,90,318,325,234,336,184,74,96,"2,476","4,602","5,754","3,406","4,527","5,864","5,839","3,099","1,657","4,873",,
2021년06월_계_10~19세,"44,072","4,148",101,129,364,399,309,410,374,116,175,"3,328","4,358","5,523","4,339","4,250","4,856","3,682","2,587","1,093","3,531",,
2021년06월_계_20~29세,"38,205","6,534",384,283,724,926,"1,042",854,548,274,272,"1,733","3,796","4,596","1,876","2,538","2,536","3,455","1,854","1,348","2,632",,
2021년06월_계_30~39세,"61,194","5,462",365,291,748,894,924,722,495,238,180,"2,451","6,381","7,523","3,357","5,282","6,351","7,751","3,514","2,247","6,018",,
2021년06월_계_40~49세,"70,646","6,855",331,339,818,"1,042",951,881,646,335,322,"4,435","6,753","8,776","5,869","6,335","7,628","6,560","3,956","1,994","5,820",,
2021년06월_계_50~59세,"46,583","6,601",514,531,"1,084","1,588","1,309","1,220","1,013",682,438,"2,685","3,660","4,767","2,814","3,283","3,539","3,824","2,360","1,683","2,988",,
2021년06월_계_60~69세,"32,165","5,631",542,686,"1,093","1,838","1,161","1,438","1,064",875,419,"1,245","1,809","2,489","1,289","2,028","2,499","2,034","1,370",894,"1,761",,
2021년06월_계_70~79세,"14,506","3,078",257,428,619,"1,125",578,898,662,501,270,492,574,"1,056",474,780,845,619,448,249,553,,
2021년06월_계_80~89세,"7,331","1,578",147,310,404,679,379,579,503,311,194,200,206,458,166,332,246,214,153,106,166,,
2021년06월_계_90~99세,"1,278",250,32,64,53,122,51,75,80,54,24,39,57,112,30,38,49,52,32,26,38,,
2021년06월_계_100세 이상,38,8,1,4,1,6,1,2,6,1,0,2,0,0,2,1,0,3,0,0,0,,
2021년06월_남_총인구수,"181,328","22,485","1,589","1,654","3,440","4,754","4,020","4,052","2,970","1,878","1,265","9,401","15,597","19,866","11,688","14,303","16,851","16,740","9,480","5,594","13,701",,
2021년06월_남_연령구간인구수,"181,328","22,485","1,589","1,654","3,440","4,754","4,020","4,052","2,970","1,878","1,265","9,401","15,597","19,866","11,688","14,303","16,851","16,740","9,480","5,594","13,701",,
2021년06월_남_0~9세,"24,022","1,606",47,45,166,160,127,158,95,33,48,"1,287","2,338","2,952","1,765","2,324","2,988","2,970","1,569",877,"2,467",,
2021년06월_남_10~19세,"22,149","2,125",53,65,198,181,147,223,213,62,82,"1,687","2,092","2,778","2,281","2,088","2,482","1,811","1,317",549,"1,715",,
2021년06월_남_20~29세,"19,567","3,726",234,180,481,551,663,564,335,152,163,903,"1,734","2,066",916,"1,204","1,233","1,677",899,664,"1,222",,
2021년06월_남_30~39세,"29,883","2,996",249,171,475,543,617,451,309,149,119,"1,107","3,005","3,508","1,506","2,507","2,941","3,711","1,608","1,102","2,809",,
2021년06월_남_40~49세,"35,923","3,676",219,211,507,646,646,543,381,219,189,"2,105","3,370","4,262","2,797","3,136","3,851","3,300","1,966",999,"2,900",,
2021년06월_남_50~59세,"24,343","3,513",320,297,623,888,753,705,575,408,255,"1,396","1,866","2,488","1,517","1,662","1,694","1,901","1,200",815,"1,467",,
2021년06월_남_60~69세,"15,943","2,815",295,370,559,985,627,768,569,482,223,623,860,"1,188",620,898,"1,156","1,015",655,432,803,,
2021년06월_남_70~79세,"6,724","1,365",122,208,267,544,290,403,290,256,120,220,267,471,223,360,410,294,218,126,270,,
2021년06월_남_80~89세,"2,502",597,47,92,147,228,137,223,189,106,61,63,57,132,55,113,86,53,43,28,45,,
2021년06월_남_90~99세,263,65,3,14,16,25,13,14,14,10,5,10,8,21,7,11,10,7,5,2,3,,
2021년06월_남_100세 이상,9,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021년06월_여_총인구수,"181,667","20,787","1,181","1,501","2,786","4,190","2,919","3,363","2,605","1,583","1,125","9,685","16,599","21,188","11,934","15,091","17,562","17,293","9,893","5,703","14,679",,
2021년06월_여_연령구간인구수,"181,667","20,787","1,181","1,501","2,786","4,190","2,919","3,363","2,605","1,583","1,125","9,685","16,599","21,188","11,934","15,091","17,562","17,293","9,893","5,703","14,679",,
2021년06월_여_0~9세,"22,955","1,521",49,45,152,165,107,178,89,41,48,"1,189","2,264","2,802","1,641","2,203","2,876","2,869","1,530",780,"2,406",,
2021년06월_여_10~19세,"21,923","2,023",48,64,166,218,162,187,161,54,93,"1,641","2,266","2,745","2,058","2,162","2,374","1,871","1,270",544,"1,816",,
2021년06월_여_20~29세,"18,638","2,808",150,103,243,375,379,290,213,122,109,830,"2,062","2,530",960,"1,334","1,303","1,778",955,684,"1,410",,
2021년06월_여_30~39세,"31,311","2,466",116,120,273,351,307,271,186,89,61,"1,344","3,376","4,015","1,851","2,775","3,410","4,040","1,906","1,145","3,209",,
2021년06월_여_40~49세,"34,723","3,179",112,128,311,396,305,338,265,116,133,"2,330","3,383","4,514","3,072","3,199","3,777","3,260","1,990",995,"2,920",,
2021년06월_여_50~59세,"22,240","3,088",194,234,461,700,556,515,438,274,183,"1,289","1,794","2,279","1,297","1,621","1,845","1,923","1,160",868,"1,521",,
2021년06월_여_60~69세,"16,222","2,816",247,316,534,853,534,670,495,393,196,622,949,"1,301",669,"1,130","1,343","1,019",715,462,958,,
2021년06월_여_70~79세,"7,782","1,713",135,220,352,581,288,495,372,245,150,272,307,585,251,420,435,325,230,123,283,,
2021년06월_여_80~89세,"4,829",981,100,218,257,451,242,356,314,205,133,137,149,326,111,219,160,161,110,78,121,,
2021년06월_여_90~99세,"1,015",185,29,50,37,97,38,61,66,44,19,29,49,91,23,27,39,45,27,24,35,,
2021년06월_여_100세 이상,29,7,1,3,0,3,1,2,6,0,0,2,0,0,1,1,0,2,0,0,0,,
2021년07월_계_총인구수,"364,364","43,355","2,773","3,149","6,219","8,956","6,971","7,448","5,552","3,430","2,372","19,025","33,108","41,058","23,613","29,460","34,453","34,239","19,425","11,307","28,451",,
2021년07월_계_연령구간인구수,"364,364","43,355","2,773","3,149","6,219","8,956","6,971","7,448","5,552","3,430","2,372","19,025","33,108","41,058","23,613","29,460","34,453","34,239","19,425","11,307","28,451",,
2021년07월_계_0~9세,"46,995","3,111",96,96,311,332,247,339,183,70,92,"2,458","4,764","5,729","3,377","4,506","5,873","5,831","3,069","1,659","4,852",,
2021년07월_계_10~19세,"44,340","4,163",99,122,366,384,319,409,369,114,175,"3,296","4,536","5,517","4,354","4,259","4,877","3,712","2,617","1,092","3,560",,
2021년07월_계_20~29세,"38,265","6,530",371,285,714,938,"1,018",855,551,274,263,"1,742","3,822","4,577","1,876","2,554","2,520","3,549","1,866","1,344","2,616",,
2021년07월_계_30~39세,"61,176","5,448",371,290,745,904,930,727,485,235,186,"2,444","6,494","7,501","3,336","5,278","6,304","7,741","3,523","2,246","5,988",,
2021년07월_계_40~49세,"71,019","6,876",328,332,814,"1,025",966,882,644,328,312,"4,396","7,005","8,828","5,868","6,334","7,662","6,586","3,973","2,002","5,858",,
2021년07월_계_50~59세,"46,878","6,643",516,532,"1,083","1,600","1,310","1,217","1,007",674,438,"2,697","3,781","4,770","2,824","3,319","3,567","3,836","2,363","1,672","3,029",,
2021년07월_계_60~69세,"32,468","5,664",553,689,"1,109","1,844","1,163","1,455","1,071",868,420,"1,254","1,852","2,516","1,306","2,052","2,506","2,079","1,373",908,"1,786",,
2021년07월_계_70~79세,"14,554","3,072",255,427,618,"1,122",586,905,653,497,270,496,582,"1,067",472,785,851,636,452,252,556,,
2021년07월_계_80~89세,"7,365","1,594",151,311,403,680,379,581,505,315,194,202,212,444,169,335,244,215,156,107,168,,
2021년07월_계_90~99세,"1,268",246,32,61,55,121,52,76,78,54,22,39,60,109,29,37,49,52,33,25,38,,
2021년07월_계_100세 이상,36,8,1,4,1,6,1,2,6,1,0,1,0,0,2,1,0,2,0,0,0,,
2021년07월_남_총인구수,"181,996","22,560","1,589","1,651","3,438","4,760","4,030","4,075","2,959","1,858","1,257","9,368","16,018","19,868","11,689","14,334","16,879","16,823","9,503","5,607","13,730",,
2021년07월_남_연령구간인구수,"181,996","22,560","1,589","1,651","3,438","4,760","4,030","4,075","2,959","1,858","1,257","9,368","16,018","19,868","11,689","14,334","16,879","16,823","9,503","5,607","13,730",,
2021년07월_남_0~9세,"24,014","1,597",48,48,161,162,131,162,94,30,48,"1,285","2,408","2,928","1,750","2,317","2,995","2,964","1,550",878,"2,458",,
2021년07월_남_10~19세,"22,305","2,130",50,62,200,179,154,219,211,62,83,"1,669","2,190","2,778","2,299","2,087","2,496","1,824","1,335",550,"1,727",,
2021년07월_남_20~29세,"19,589","3,740",220,183,478,562,650,563,336,153,154,894,"1,744","2,049",919,"1,213","1,232","1,712",903,665,"1,219",,
2021년07월_남_30~39세,"29,851","2,988",256,170,474,545,621,458,303,148,124,"1,106","3,036","3,520","1,494","2,504","2,912","3,703","1,607","1,101","2,781",,
2021년07월_남_40~49세,"36,069","3,685",221,205,504,637,655,538,380,213,185,"2,087","3,486","4,285","2,792","3,131","3,861","3,312","1,970","1,005","2,917",,
2021년07월_남_50~59세,"24,520","3,542",318,295,624,891,753,711,570,404,254,"1,406","1,931","2,482","1,531","1,680","1,712","1,910","1,211",808,"1,487",,
2021년07월_남_60~69세,"16,110","2,841",304,372,565,987,627,778,577,474,222,626,886,"1,207",617,916,"1,162","1,033",657,440,819,,
2021년07월_남_70~79세,"6,754","1,365",121,209,270,541,291,406,287,253,121,222,269,473,224,363,413,305,221,129,271,,
2021년07월_남_80~89세,"2,513",606,48,92,145,229,135,225,187,110,61,63,59,124,56,113,86,52,45,29,48,,
2021년07월_남_90~99세,263,65,3,14,16,24,13,15,14,10,5,10,9,22,6,10,10,8,4,2,3,,
2021년07월_남_100세 이상,8,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
2021년07월_여_총인구수,"182,368","20,795","1,184","1,498","2,781","4,196","2,941","3,373","2,593","1,572","1,115","9,657","17,090","21,190","11,924","15,126","17,574","17,416","9,922","5,700","14,721",,
2021년07월_여_연령구간인구수,"182,368","20,795","1,184","1,498","2,781","4,196","2,941","3,373","2,593","1,572","1,115","9,657","17,090","21,190","11,924","15,126","17,574","17,416","9,922","5,700","14,721",,
2021년07월_여_0~9세,"22,981","1,514",48,48,150,170,116,177,89,40,44,"1,173","2,356","2,801","1,627","2,189","2,878","2,867","1,519",781,"2,394",,
2021년07월_여_10~19세,"22,035","2,033",49,60,166,205,165,190,158,52,92,"1,627","2,346","2,739","2,055","2,172","2,381","1,888","1,282",542,"1,833",,
2021년07월_여_20~29세,"18,676","2,790",151,102,236,376,368,292,215,121,109,848,"2,078","2,528",957,"1,341","1,288","1,837",963,679,"1,397",,
2021년07월_여_30~39세,"31,325","2,460",115,120,271,359,309,269,182,87,62,"1,338","3,458","3,981","1,842","2,774","3,392","4,038","1,916","1,145","3,207",,
2021년07월_여_40~49세,"34,950","3,191",107,127,310,388,311,344,264,115,127,"2,309","3,519","4,543","3,076","3,203","3,801","3,274","2,003",997,"2,941",,
2021년07월_여_50~59세,"22,358","3,101",198,237,459,709,557,506,437,270,184,"1,291","1,850","2,288","1,293","1,639","1,855","1,926","1,152",864,"1,542",,
2021년07월_여_60~69세,"16,358","2,823",249,317,544,857,536,677,494,394,198,628,966,"1,309",689,"1,136","1,344","1,046",716,468,967,,
2021년07월_여_70~79세,"7,800","1,707",134,218,348,581,295,499,366,244,149,274,313,594,248,422,438,331,231,123,285,,
2021년07월_여_80~89세,"4,852",988,103,219,258,451,244,356,318,205,133,139,153,320,113,222,158,163,111,78,120,,
2021년07월_여_90~99세,"1,005",181,29,47,39,97,39,61,64,44,17,29,51,87,23,27,39,44,29,23,35,,
2021년07월_여_100세 이상,28,7,1,3,0,3,1,2,6,0,0,1,0,0,1,1,0,2,0,0,0,,
2021년08월_계_총인구수,"365,309","43,348","2,768","3,153","6,253","8,974","6,994","7,437","5,559","3,408","2,355","18,960","33,966","41,059","23,617","29,530","34,517","34,201","19,397","11,320","28,493",,
2021년08월_계_연령구간인구수,"365,309","43,348","2,768","3,153","6,253","8,974","6,994","7,437","5,559","3,408","2,355","18,960","33,966","41,059","23,617","29,530","34,517","34,201","19,397","11,320","28,493",,
2021년08월_계_0~9세,"46,951","3,084",98,94,321,335,248,344,182,67,90,"2,435","4,896","5,706","3,355","4,497","5,851","5,810","3,037","1,657","4,844",,
2021년08월_계_10~19세,"44,563","4,165",97,126,363,378,314,406,364,113,176,"3,300","4,701","5,520","4,361","4,257","4,904","3,724","2,614","1,091","3,589",,
2021년08월_계_20~29세,"38,185","6,527",378,280,718,940,"1,014",843,558,270,261,"1,741","3,870","4,563","1,867","2,561","2,508","3,487","1,873","1,338","2,588",,
2021년08월_계_30~39세,"61,164","5,451",366,295,756,911,935,735,474,229,183,"2,429","6,601","7,491","3,324","5,302","6,260","7,709","3,507","2,232","5,974",,
2021년08월_계_40~49세,"71,243","6,850",321,335,816,"1,018",967,870,653,320,304,"4,364","7,246","8,822","5,853","6,316","7,693","6,610","3,970","2,023","5,892",,
2021년08월_계_50~59세,"47,168","6,651",518,530,"1,085","1,607","1,309","1,207","1,009",674,437,"2,704","3,885","4,813","2,853","3,365","3,601","3,848","2,369","1,661","3,042",,
2021년08월_계_60~69세,"32,723","5,690",552,698,"1,109","1,854","1,174","1,460","1,077",872,425,"1,243","1,900","2,522","1,323","2,065","2,542","2,102","1,387",926,"1,802",,
2021년08월_계_70~79세,"14,593","3,063",253,424,626,"1,115",595,909,649,498,267,498,584,"1,062",480,800,866,639,452,256,557,,
2021년08월_계_80~89세,"7,423","1,616",154,306,402,689,385,583,512,311,188,207,217,452,172,332,245,219,157,111,165,,
2021년08월_계_90~99세,"1,259",243,30,61,56,121,52,77,75,53,24,38,66,108,27,34,47,51,31,25,40,,
2021년08월_계_100세 이상,37,8,1,4,1,6,1,3,6,1,0,1,0,0,2,1,0,2,0,0,0,,
2021년08월_남_총인구수,"182,430","22,558","1,588","1,657","3,463","4,749","4,049","4,068","2,970","1,843","1,248","9,334","16,440","19,864","11,683","14,351","16,904","16,792","9,493","5,616","13,760",,
2021년08월_남_연령구간인구수,"182,430","22,558","1,588","1,657","3,463","4,749","4,049","4,068","2,970","1,843","1,248","9,334","16,440","19,864","11,683","14,351","16,904","16,792","9,493","5,616","13,760",,
2021년08월_남_0~9세,"23,976","1,583",48,46,164,165,126,167,94,29,47,"1,277","2,469","2,906","1,736","2,307","2,981","2,962","1,536",878,"2,455",,
2021년08월_남_10~19세,"22,424","2,136",50,65,198,177,150,217,209,62,82,"1,674","2,278","2,789","2,305","2,083","2,508","1,817","1,335",552,"1,737",,
2021년08월_남_20~29세,"19,546","3,734",225,178,482,560,647,554,342,150,153,888,"1,765","2,041",915,"1,208","1,237","1,679",907,664,"1,217",,
2021년08월_남_30~39세,"29,844","3,007",253,175,480,545,635,462,295,144,122,"1,100","3,084","3,513","1,480","2,514","2,890","3,680","1,596","1,095","2,774",,
2021년08월_남_40~49세,"36,179","3,665",216,207,510,625,660,530,385,206,181,"2,066","3,598","4,285","2,783","3,134","3,872","3,330","1,975","1,017","2,934",,
2021년08월_남_50~59세,"24,647","3,535",320,293,624,891,754,709,576,401,254,"1,411","1,993","2,499","1,549","1,692","1,719","1,916","1,212",799,"1,500",,
2021년08월_남_60~69세,"16,242","2,863",303,378,571,987,637,776,582,478,225,622,908,"1,210",624,921,"1,181","1,039",664,450,823,,
2021년08월_남_70~79세,"6,769","1,354",122,210,270,541,292,410,285,255,119,220,273,471,228,371,423,309,219,129,268,,
2021년08월_남_80~89세,"2,538",617,49,91,147,230,136,228,189,107,59,66,61,128,57,113,84,53,45,30,48,,
2021년08월_남_90~99세,257,63,2,13,16,25,12,15,13,10,6,10,11,22,5,8,9,7,4,2,4,,
2021년08월_남_100세 이상,8,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
2021년08월_여_총인구수,"182,879","20,790","1,180","1,496","2,790","4,225","2,945","3,369","2,589","1,565","1,107","9,626","17,526","21,195","11,934","15,179","17,613","17,409","9,904","5,704","14,733",,
2021년08월_여_연령구간인구수,"182,879","20,790","1,180","1,496","2,790","4,225","2,945","3,369","2,589","1,565","1,107","9,626","17,526","21,195","11,934","15,179","17,613","17,409","9,904","5,704","14,733",,
2021년08월_여_0~9세,"22,975","1,501",50,48,157,170,122,177,88,38,43,"1,158","2,427","2,800","1,619","2,190","2,870","2,848","1,501",779,"2,389",,
2021년08월_여_10~19세,"22,139","2,029",47,61,165,201,164,189,155,51,94,"1,626","2,423","2,731","2,056","2,174","2,396","1,907","1,279",539,"1,852",,
2021년08월_여_20~29세,"18,639","2,793",153,102,236,380,367,289,216,120,108,853,"2,105","2,522",952,"1,353","1,271","1,808",966,674,"1,371",,
2021년08월_여_30~39세,"31,320","2,444",113,120,276,366,300,273,179,85,61,"1,329","3,517","3,978","1,844","2,788","3,370","4,029","1,911","1,137","3,200",,
2021년08월_여_40~49세,"35,064","3,185",105,128,306,393,307,340,268,114,123,"2,298","3,648","4,537","3,070","3,182","3,821","3,280","1,995","1,006","2,958",,
2021년08월_여_50~59세,"22,521","3,116",198,237,461,716,555,498,433,273,183,"1,293","1,892","2,314","1,304","1,673","1,882","1,932","1,157",862,"1,542",,
2021년08월_여_60~69세,"16,481","2,827",249,320,538,867,537,684,495,394,200,621,992,"1,312",699,"1,144","1,361","1,063",723,476,979,,
2021년08월_여_70~79세,"7,824","1,709",131,214,356,574,303,499,364,243,148,278,311,591,252,429,443,330,233,127,289,,
2021년08월_여_80~89세,"4,885",999,105,215,255,459,249,355,323,204,129,141,156,324,115,219,161,166,112,81,117,,
2021년08월_여_90~99세,"1,002",180,28,48,40,96,40,62,62,43,18,28,55,86,22,26,38,44,27,23,36,,
2021년08월_여_100세 이상,29,7,1,3,0,3,1,3,6,0,0,1,0,0,1,1,0,2,0,0,0,,
