카테고리,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2021년09월_계_100세 이상,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021년09월_남_총인구수,"51,212","2,719","3,587","3,602","6,481","3,813","3,750","3,586","3,392","2,205","4,704","2,488","4,553","6,332"
2021년09월_남_연령구간인구수,"51,212","2,719","3,587","3,602","6,481","3,813","3,750","3,586","3,392","2,205","4,704","2,488","4,553","6,332"
2021년09월_남_0~9세,"2,825",194,148,213,600,293,334,208,43,52,231,64,153,292
2021년09월_남_10~19세,"3,647",187,236,240,563,391,390,286,153,80,260,97,268,496
2021년09월_남_20~29세,"6,439",354,403,541,801,446,460,669,374,219,614,233,451,874
2021년09월_남_30~39세,"5,473",366,330,446,820,400,371,434,284,186,568,244,379,645
2021년09월_남_40~49세,"7,405",390,485,525,"1,065",608,588,512,442,325,647,338,621,859
2021년09월_남_50~59세,"8,846",471,628,551,"1,015",624,607,539,656,440,871,485,875,"1,084"
2021년09월_남_60~69세,"9,045",397,689,598,858,602,578,544,762,478,829,549,978,"1,183"
2021년09월_남_70~79세,"5,340",242,443,334,541,319,291,278,468,313,489,340,623,659
2021년09월_남_80~89세,"2,052",110,215,140,200,117,123,109,197,105,184,130,197,225
2021년09월_남_90~99세,134,8,10,14,18,13,7,6,10,7,11,8,8,14
2021년09월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년09월_여_총인구수,"54,601","2,885","3,760","4,106","7,249","4,494","4,038","3,994","3,291","2,143","5,135","2,413","4,568","6,525"
2021년09월_여_연령구간인구수,"54,601","2,885","3,760","4,106","7,249","4,494","4,038","3,994","3,291","2,143","5,135","2,413","4,568","6,525"
2021년09월_여_0~9세,"2,565",160,133,203,523,276,269,204,48,52,223,65,144,265
2021년09월_여_10~19세,"3,512",185,239,265,538,429,374,263,125,84,248,85,218,459
2021년09월_여_20~29세,"6,789",344,366,681,899,512,420,863,362,177,788,197,369,811
2021년09월_여_30~39세,"5,205",321,273,403,945,457,453,449,212,136,535,185,308,528
2021년09월_여_40~49세,"6,855",357,449,522,"1,111",684,633,506,311,230,590,226,506,730
2021년09월_여_50~59세,"8,351",452,618,561,"1,056",724,638,533,474,325,800,393,710,"1,067"
2021년09월_여_60~69세,"10,303",513,766,711,"1,049",712,640,610,771,481,963,608,"1,059","1,420"
2021년09월_여_70~79세,"6,883",316,565,467,696,415,376,346,583,380,670,415,826,828
2021년09월_여_80~89세,"3,554",199,300,248,366,241,192,180,355,246,283,204,377,363
2021년09월_여_90~99세,562,34,50,43,66,42,39,38,49,32,34,35,48,52
2021년09월_여_100세 이상,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021년10월_계_총인구수,"105,557","5,599","7,359","7,707","13,724","8,253","7,763","7,565","6,662","4,317","9,829","4,889","9,067","12,823"
2021년10월_계_연령구간인구수,"105,557","5,599","7,359","7,707","13,724","8,253","7,763","7,565","6,662","4,317","9,829","4,889","9,067","12,823"
2021년10월_계_0~9세,"5,366",353,283,416,"1,101",570,599,413,92,103,451,130,293,562
2021년10월_계_10~19세,"7,108",371,471,507,"1,099",818,753,542,274,163,506,178,472,954
2021년10월_계_20~29세,"13,156",695,774,"1,224","1,699",934,884,"1,530",728,390,"1,398",432,813,"1,655"
2021년10월_계_30~39세,"10,635",676,604,847,"1,764",853,825,884,496,315,"1,090",428,685,"1,168"
2021년10월_계_40~49세,"14,204",759,934,"1,044","2,160","1,297","1,212","1,017",749,543,"1,235",554,"1,110","1,590"
2021년10월_계_50~59세,"17,172",916,"1,255","1,111","2,084","1,331","1,247","1,068","1,131",765,"1,667",870,"1,585","2,142"
2021년10월_계_60~69세,"19,333",913,"1,447","1,307","1,914","1,302","1,213","1,151","1,525",956,"1,804","1,158","2,031","2,612"
2021년10월_계_70~79세,"12,239",564,"1,010",806,"1,240",739,669,622,"1,050",689,"1,160",760,"1,441","1,489"
2021년10월_계_80~89세,"5,627",307,518,388,577,354,310,292,554,353,473,337,578,586
2021년10월_계_90~99세,691,42,62,55,86,53,46,43,59,40,44,42,56,63
2021년10월_계_100세 이상,26,3,1,2,0,2,5,3,4,0,1,0,3,2
2021년10월_남_총인구수,"51,084","2,738","3,586","3,612","6,481","3,785","3,735","3,575","3,382","2,189","4,690","2,478","4,525","6,308"
2021년10월_남_연령구간인구수,"51,084","2,738","3,586","3,612","6,481","3,785","3,735","3,575","3,382","2,189","4,690","2,478","4,525","6,308"
2021년10월_남_0~9세,"2,806",200,146,212,583,293,330,208,44,52,228,65,150,295
2021년10월_남_10~19세,"3,629",187,235,243,560,394,389,283,154,78,256,93,261,496
2021년10월_남_20~29세,"6,390",353,406,544,802,429,463,663,366,217,613,232,446,856
2021년10월_남_30~39세,"5,454",365,329,448,818,401,370,432,284,181,565,242,380,639
2021년10월_남_40~49세,"7,369",396,485,521,"1,057",605,583,516,438,316,645,331,611,865
2021년10월_남_50~59세,"8,828",468,632,553,"1,026",620,604,534,658,438,864,481,876,"1,074"
2021년10월_남_60~69세,"9,041",404,683,596,865,595,574,542,758,480,833,550,970,"1,191"
2021년10월_남_70~79세,"5,371",247,444,342,543,320,293,281,469,315,491,344,624,658
2021년10월_남_80~89세,"2,057",110,215,139,209,115,121,109,198,104,185,132,199,221
2021년10월_남_90~99세,134,8,11,14,18,13,7,6,10,8,10,8,8,13
2021년10월_남_100세 이상,5,0,0,0,0,0,1,1,3,0,0,0,0,0
2021년10월_여_총인구수,"54,473","2,861","3,773","4,095","7,243","4,468","4,028","3,990","3,280","2,128","5,139","2,411","4,542","6,515"
2021년10월_여_연령구간인구수,"54,473","2,861","3,773","4,095","7,243","4,468","4,028","3,990","3,280","2,128","5,139","2,411","4,542","6,515"
2021년10월_여_0~9세,"2,560",153,137,204,518,277,269,205,48,51,223,65,143,267
2021년10월_여_10~19세,"3,479",184,236,264,539,424,364,259,120,85,250,85,211,458
2021년10월_여_20~29세,"6,766",342,368,680,897,505,421,867,362,173,785,200,367,799
2021년10월_여_30~39세,"5,181",311,275,399,946,452,455,452,212,134,525,186,305,529
2021년10월_여_40~49세,"6,835",363,449,523,"1,103",692,629,501,311,227,590,223,499,725
2021년10월_여_50~59세,"8,344",448,623,558,"1,058",711,643,534,473,327,803,389,709,"1,068"
2021년10월_여_60~69세,"10,292",509,764,711,"1,049",707,639,609,767,476,971,608,"1,061","1,421"
2021년10월_여_70~79세,"6,868",317,566,464,697,419,376,341,581,374,669,416,817,831
2021년10월_여_80~89세,"3,570",197,303,249,368,239,189,183,356,249,288,205,379,365
2021년10월_여_90~99세,557,34,51,41,68,40,39,37,49,32,34,34,48,50
2021년10월_여_100세 이상,21,3,1,2,0,2,4,2,1,0,1,0,3,2
2021년11월_계_총인구수,"105,406","5,614","7,339","7,691","13,729","8,184","7,767","7,563","6,656","4,288","9,864","4,882","9,032","12,797"
2021년11월_계_연령구간인구수,"105,406","5,614","7,339","7,691","13,729","8,184","7,767","7,563","6,656","4,288","9,864","4,882","9,032","12,797"
2021년11월_계_0~9세,"5,350",357,278,411,"1,093",572,600,413,91,102,452,130,291,560
2021년11월_계_10~19세,"7,086",366,473,508,"1,094",821,759,535,272,164,498,179,465,952
2021년11월_계_20~29세,"13,151",698,766,"1,227","1,705",909,879,"1,526",738,394,"1,399",440,810,"1,660"
2021년11월_계_30~39세,"10,591",677,596,839,"1,752",851,826,888,490,306,"1,100",424,677,"1,165"
2021년11월_계_40~49세,"14,194",768,938,"1,038","2,163","1,294","1,213","1,015",749,539,"1,249",547,"1,101","1,580"
2021년11월_계_50~59세,"17,142",918,"1,251","1,119","2,085","1,312","1,244","1,069","1,126",757,"1,665",866,"1,590","2,140"
2021년11월_계_60~69세,"19,302",912,"1,447","1,301","1,918","1,294","1,213","1,155","1,514",954,"1,820","1,147","2,023","2,604"
2021년11월_계_70~79세,"12,240",565,"1,013",805,"1,247",731,672,623,"1,058",681,"1,157",768,"1,434","1,486"
2021년11월_계_80~89세,"5,632",309,513,386,584,345,313,293,554,352,480,338,582,583
2021년11월_계_90~99세,699,43,63,56,88,53,46,42,60,39,44,43,56,66
2021년11월_계_100세 이상,19,1,1,1,0,2,2,4,4,0,0,0,3,1
2021년11월_남_총인구수,"50,990","2,744","3,567","3,606","6,478","3,756","3,738","3,577","3,378","2,175","4,700","2,471","4,506","6,294"
2021년11월_남_연령구간인구수,"50,990","2,744","3,567","3,606","6,478","3,756","3,738","3,577","3,378","2,175","4,700","2,471","4,506","6,294"
2021년11월_남_0~9세,"2,801",200,144,213,576,294,331,210,44,51,232,66,149,291
2021년11월_남_10~19세,"3,622",187,238,241,560,396,391,279,154,76,250,95,259,496
2021년11월_남_20~29세,"6,381",349,399,547,803,420,462,663,371,221,610,233,449,854
2021년11월_남_30~39세,"5,427",365,324,443,810,400,372,431,281,178,571,239,375,638
2021년11월_남_40~49세,"7,348",404,485,519,"1,054",603,579,518,438,314,645,325,601,863
2021년11월_남_50~59세,"8,835",470,636,559,"1,027",612,606,538,655,436,861,479,882,"1,074"
2021년11월_남_60~69세,"9,019",407,676,592,871,589,571,543,756,478,843,543,965,"1,185"
2021년11월_남_70~79세,"5,356",244,440,340,545,319,295,279,469,307,491,351,620,656
2021년11월_남_80~89세,"2,064",110,214,139,213,111,123,109,196,108,187,132,198,224
2021년11월_남_90~99세,132,8,11,13,19,12,7,6,11,6,10,8,8,13
2021년11월_남_100세 이상,5,0,0,0,0,0,1,1,3,0,0,0,0,0
2021년11월_여_총인구수,"54,416","2,870","3,772","4,085","7,251","4,428","4,029","3,986","3,278","2,113","5,164","2,411","4,526","6,503"
2021년11월_여_연령구간인구수,"54,416","2,870","3,772","4,085","7,251","4,428","4,029","3,986","3,278","2,113","5,164","2,411","4,526","6,503"
2021년11월_여_0~9세,"2,549",157,134,198,517,278,269,203,47,51,220,64,142,269
2021년11월_여_10~19세,"3,464",179,235,267,534,425,368,256,118,88,248,84,206,456
2021년11월_여_20~29세,"6,770",349,367,680,902,489,417,863,367,173,789,207,361,806
2021년11월_여_30~39세,"5,164",312,272,396,942,451,454,457,209,128,529,185,302,527
2021년11월_여_40~49세,"6,846",364,453,519,"1,109",691,634,497,311,225,604,222,500,717
2021년11월_여_50~59세,"8,307",448,615,560,"1,058",700,638,531,471,321,804,387,708,"1,066"
2021년11월_여_60~69세,"10,283",505,771,709,"1,047",705,642,612,758,476,977,604,"1,058","1,419"
2021년11월_여_70~79세,"6,884",321,573,465,702,412,377,344,589,374,666,417,814,830
2021년11월_여_80~89세,"3,568",199,299,247,371,234,190,184,358,244,293,206,384,359
2021년11월_여_90~99세,567,35,52,43,69,41,39,36,49,33,34,35,48,53
2021년11월_여_100세 이상,14,1,1,1,0,2,1,3,1,0,0,0,3,1
2021년12월_계_총인구수,"105,164","5,614","7,333","7,702","13,712","8,120","7,758","7,517","6,607","4,271","9,896","4,870","8,992","12,772"
2021년12월_계_연령구간인구수,"105,164","5,614","7,333","7,702","13,712","8,120","7,758","7,517","6,607","4,271","9,896","4,870","8,992","12,772"
2021년12월_계_0~9세,"5,310",350,277,408,"1,084",565,597,407,86,99,456,131,292,558
2021년12월_계_10~19세,"7,082",365,471,511,"1,099",818,768,527,272,163,503,175,455,955
2021년12월_계_20~29세,"13,028",693,760,"1,211","1,685",893,865,"1,510",727,397,"1,418",432,803,"1,634"
2021년12월_계_30~39세,"10,552",675,595,848,"1,740",844,815,888,479,296,"1,100",421,672,"1,179"
2021년12월_계_40~49세,"14,164",762,939,"1,034","2,156","1,292","1,218","1,003",748,544,"1,255",544,"1,090","1,579"
2021년12월_계_50~59세,"17,090",926,"1,256","1,129","2,088","1,296","1,242","1,067","1,117",742,"1,660",868,"1,582","2,117"
2021년12월_계_60~69세,"19,315",923,"1,450","1,302","1,914","1,292","1,225","1,150","1,502",957,"1,817","1,150","2,020","2,613"
2021년12월_계_70~79세,"12,232",568,"1,010",815,"1,263",727,657,624,"1,052",677,"1,156",765,"1,431","1,487"
2021년12월_계_80~89세,"5,659",308,512,388,596,338,318,294,557,354,489,341,584,580
2021년12월_계_90~99세,714,43,62,55,87,54,51,43,63,42,42,43,60,69
2021년12월_계_100세 이상,18,1,1,1,0,1,2,4,4,0,0,0,3,1
2021년12월_남_총인구수,"50,853","2,744","3,563","3,614","6,456","3,724","3,737","3,548","3,350","2,164","4,717","2,464","4,480","6,292"
2021년12월_남_연령구간인구수,"50,853","2,744","3,563","3,614","6,456","3,724","3,737","3,548","3,350","2,164","4,717","2,464","4,480","6,292"
2021년12월_남_0~9세,"2,773",197,144,210,572,288,328,206,41,49,232,67,150,289
2021년12월_남_10~19세,"3,623",186,238,245,561,390,398,275,155,74,255,94,254,498
2021년12월_남_20~29세,"6,301",345,390,536,794,409,457,653,366,221,618,225,444,843
2021년12월_남_30~39세,"5,424",362,328,449,801,403,366,433,277,176,570,238,371,650
2021년12월_남_40~49세,"7,323",402,483,515,"1,052",599,580,509,439,317,648,321,600,858
2021년12월_남_50~59세,"8,809",472,641,565,"1,020",607,607,538,652,428,861,480,873,"1,065"
2021년12월_남_60~69세,"9,021",415,675,597,869,587,580,537,744,476,844,549,961,"1,187"
2021년12월_남_70~79세,"5,356",246,440,341,552,320,289,279,465,307,490,348,617,662
2021년12월_남_80~89세,"2,085",111,214,143,217,109,122,111,197,109,190,134,201,227
2021년12월_남_90~99세,133,8,10,13,18,12,9,6,11,7,9,8,9,13
2021년12월_남_100세 이상,5,0,0,0,0,0,1,1,3,0,0,0,0,0
2021년12월_여_총인구수,"54,311","2,870","3,770","4,088","7,256","4,396","4,021","3,969","3,257","2,107","5,179","2,406","4,512","6,480"
2021년12월_여_연령구간인구수,"54,311","2,870","3,770","4,088","7,256","4,396","4,021","3,969","3,257","2,107","5,179","2,406","4,512","6,480"
2021년12월_여_0~9세,"2,537",153,133,198,512,277,269,201,45,50,224,64,142,269
2021년12월_여_10~19세,"3,459",179,233,266,538,428,370,252,117,89,248,81,201,457
2021년12월_여_20~29세,"6,727",348,370,675,891,484,408,857,361,176,800,207,359,791
2021년12월_여_30~39세,"5,128",313,267,399,939,441,449,455,202,120,530,183,301,529
2021년12월_여_40~49세,"6,841",360,456,519,"1,104",693,638,494,309,227,607,223,490,721
2021년12월_여_50~59세,"8,281",454,615,564,"1,068",689,635,529,465,314,799,388,709,"1,052"
2021년12월_여_60~69세,"10,294",508,775,705,"1,045",705,645,613,758,481,973,601,"1,059","1,426"
2021년12월_여_70~79세,"6,876",322,570,474,711,407,368,345,587,370,666,417,814,825
2021년12월_여_80~89세,"3,574",197,298,245,379,229,196,183,360,245,299,207,383,353
2021년12월_여_90~99세,581,35,52,42,69,42,42,37,52,35,33,35,51,56
2021년12월_여_100세 이상,13,1,1,1,0,1,1,3,1,0,0,0,3,1
