카테고리,경기도 구리시,경기도 구리시 갈매동,경기도 구리시 동구동,경기도 구리시 인창동,경기도 구리시 교문1동,경기도 구리시 교문2동,경기도 구리시 수택1동,경기도 구리시 수택2동,경기도 구리시 수택3동
2021년12월_남_30~39세,"12,660","2,473","2,300","1,499","1,118","1,199","1,104","1,562","1,405"
2021년12월_남_40~49세,"15,668","3,240","2,799","1,821","1,311","1,685","1,120","1,834","1,858"
2021년12월_남_50~59세,"17,142","1,978","3,445","2,104","1,645","1,886","1,513","2,464","2,107"
2021년12월_남_60~69세,"12,952","1,649","2,389","1,387","1,418","1,410","1,301","2,025","1,373"
2021년12월_남_70~79세,"5,217",715,908,612,611,574,481,752,564
2021년12월_남_80~89세,"1,955",145,410,235,235,233,157,302,238
2021년12월_남_90~99세,177,16,46,22,22,19,15,17,20
2021년12월_남_100세 이상,5,0,0,1,0,1,1,1,1
2021년12월_여_총인구수,"96,776","15,492","18,934","11,900","7,910","11,232","7,807","12,644","10,857"
2021년12월_여_연령구간인구수,"96,776","15,492","18,934","11,900","7,910","11,232","7,807","12,644","10,857"
2021년12월_여_0~9세,"6,742","2,059","1,191",798,327,724,342,610,691
2021년12월_여_10~19세,"8,439","1,225","1,757","1,121",541,"1,287",507,941,"1,060"
2021년12월_여_20~29세,"12,595","1,535","2,609","1,663","1,007","1,427","1,176","1,734","1,444"
2021년12월_여_30~39세,"12,458","2,826","2,219","1,494",928,"1,239",896,"1,498","1,358"
2021년12월_여_40~49세,"15,638","2,824","3,091","2,008","1,092","1,959","1,082","1,671","1,911"
2021년12월_여_50~59세,"17,747","2,139","3,794","2,158","1,549","2,052","1,595","2,504","1,956"
2021년12월_여_60~69세,"13,082","1,816","2,334","1,485","1,333","1,489","1,258","2,074","1,293"
2021년12월_여_70~79세,"6,331",740,"1,172",744,685,659,609,"1,016",706
2021년12월_여_80~89세,"3,246",277,657,387,388,343,299,517,378
2021년12월_여_90~99세,485,49,109,42,57,50,43,77,58
2021년12월_여_100세 이상,13,2,1,0,3,3,0,2,2
