카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021년11월_남_90~99세,391,33,21,29,36,19,24,16,18,35,43,38,37,42
2021년11월_남_100세 이상,12,3,0,1,1,1,0,0,1,0,1,0,1,3
2021년11월_여_총인구수,"153,792","11,874","11,204","15,362","13,315","16,326","9,091","8,178","8,988","10,422","11,125","11,552","10,627","15,728"
2021년11월_여_연령구간인구수,"153,792","11,874","11,204","15,362","13,315","16,326","9,091","8,178","8,988","10,422","11,125","11,552","10,627","15,728"
2021년11월_여_0~9세,"6,882",552,333,702,478,"1,334",288,283,431,455,487,361,490,688
2021년11월_여_10~19세,"10,177",878,596,"1,014",750,"1,934",492,474,615,634,635,493,649,"1,013"
2021년11월_여_20~29세,"20,974","1,472","2,088","2,122","1,701","1,660","1,577","1,023",884,"1,500","1,510","2,135","1,346","1,956"
2021년11월_여_30~39세,"17,800","1,348","1,350","1,960","1,465","1,936","1,219",783,795,"1,255","1,186","1,512","1,215","1,776"
2021년11월_여_40~49세,"21,406","1,677","1,383","2,146","1,695","3,233","1,262","1,090","1,231","1,309","1,457","1,469","1,391","2,063"
2021년11월_여_50~59세,"26,209","2,116","1,907","2,669","2,413","2,563","1,464","1,363","1,430","1,799","1,962","1,957","1,812","2,754"
2021년11월_여_60~69세,"25,121","2,008","1,771","2,511","2,411","1,888","1,419","1,460","1,486","1,789","1,919","1,882","1,830","2,747"
2021년11월_여_70~79세,"16,688","1,200","1,155","1,525","1,594","1,139",933,"1,162","1,523","1,095","1,236","1,171","1,213","1,742"
2021년11월_여_80~89세,"7,438",536,545,620,712,556,386,477,523,514,642,511,580,836
2021년11월_여_90~99세,"1,061",84,75,91,88,80,49,61,69,68,91,57,97,151
2021년11월_여_100세 이상,36,3,1,2,8,3,2,2,1,4,0,4,4,2
2021년12월_계_총인구수,"299,182","23,629","21,504","29,478","26,380","31,361","18,353","15,847","16,846","20,639","21,278","22,983","20,542","30,342"
2021년12월_계_연령구간인구수,"299,182","23,629","21,504","29,478","26,380","31,361","18,353","15,847","16,846","20,639","21,278","22,983","20,542","30,342"
2021년12월_계_0~9세,"14,148","1,166",681,"1,422",964,"2,769",599,616,850,913,"1,003",744,"1,005","1,416"
2021년12월_계_10~19세,"20,796","1,855","1,254","1,944","1,519","3,891",997,990,"1,251","1,283","1,340","1,065","1,373","2,034"
2021년12월_계_20~29세,"41,001","3,021","3,652","4,154","3,429","3,297","3,118","2,141","1,825","3,022","2,884","4,087","2,520","3,851"
2021년12월_계_30~39세,"37,120","2,864","2,843","3,902","3,116","3,582","2,647","1,701","1,620","2,722","2,509","3,339","2,566","3,709"
2021년12월_계_40~49세,"43,923","3,431","2,896","4,352","3,647","6,216","2,736","2,215","2,420","2,843","2,965","3,160","2,857","4,185"
2021년12월_계_50~59세,"51,700","4,263","3,685","5,108","4,873","5,143","3,074","2,723","2,803","3,514","3,740","3,955","3,538","5,281"
2021년12월_계_60~69세,"47,172","3,806","3,438","4,687","4,695","3,483","2,713","2,684","2,677","3,400","3,511","3,527","3,409","5,142"
2021년12월_계_70~79세,"29,304","2,202","2,036","2,705","2,817","2,011","1,713","1,935","2,436","1,968","2,123","2,111","2,114","3,133"
2021년12월_계_80~89세,"12,507",896,918,"1,084","1,187",861,679,761,870,868,"1,066",893,"1,023","1,401"
2021년12월_계_90~99세,"1,466",122,100,118,124,104,75,79,91,102,136,98,134,183
2021년12월_계_100세 이상,45,3,1,2,9,4,2,2,3,4,1,4,3,7
2021년12월_남_총인구수,"145,705","11,783","10,342","14,165","13,093","15,054","9,271","7,664","7,893","10,195","10,174","11,464","9,935","14,672"
2021년12월_남_연령구간인구수,"145,705","11,783","10,342","14,165","13,093","15,054","9,271","7,664","7,893","10,195","10,174","11,464","9,935","14,672"
2021년12월_남_0~9세,"7,312",621,350,723,484,"1,435",314,331,426,469,516,383,521,739
2021년12월_남_10~19세,"10,667",976,665,936,775,"1,966",514,521,637,645,713,577,718,"1,024"
2021년12월_남_20~29세,"20,085","1,559","1,582","2,041","1,730","1,644","1,532","1,120",944,"1,488","1,375","1,968","1,184","1,918"
2021년12월_남_30~39세,"19,393","1,520","1,494","1,951","1,655","1,665","1,432",908,833,"1,468","1,325","1,832","1,371","1,939"
2021년12월_남_40~49세,"22,624","1,754","1,517","2,217","1,963","2,994","1,486","1,135","1,205","1,536","1,510","1,698","1,473","2,136"
2021년12월_남_50~59세,"25,494","2,161","1,786","2,451","2,451","2,574","1,602","1,348","1,370","1,719","1,782","2,003","1,723","2,524"
2021년12월_남_60~69세,"22,078","1,800","1,677","2,171","2,296","1,583","1,299","1,233","1,202","1,613","1,592","1,639","1,575","2,398"
2021년12월_남_70~79세,"12,620","1,002",878,"1,186","1,232",867,778,768,906,870,897,945,898,"1,393"
2021년12월_남_80~89세,"5,026",354,370,459,470,305,289,283,351,351,419,380,435,560
2021년12월_남_90~99세,395,35,23,29,36,20,25,17,18,36,44,39,36,37
2021년12월_남_100세 이상,11,1,0,1,1,1,0,0,1,0,1,0,1,4
2021년12월_여_총인구수,"153,477","11,846","11,162","15,313","13,287","16,307","9,082","8,183","8,953","10,444","11,104","11,519","10,607","15,670"
2021년12월_여_연령구간인구수,"153,477","11,846","11,162","15,313","13,287","16,307","9,082","8,183","8,953","10,444","11,104","11,519","10,607","15,670"
2021년12월_여_0~9세,"6,836",545,331,699,480,"1,334",285,285,424,444,487,361,484,677
2021년12월_여_10~19세,"10,129",879,589,"1,008",744,"1,925",483,469,614,638,627,488,655,"1,010"
2021년12월_여_20~29세,"20,916","1,462","2,070","2,113","1,699","1,653","1,586","1,021",881,"1,534","1,509","2,119","1,336","1,933"
2021년12월_여_30~39세,"17,727","1,344","1,349","1,951","1,461","1,917","1,215",793,787,"1,254","1,184","1,507","1,195","1,770"
2021년12월_여_40~49세,"21,299","1,677","1,379","2,135","1,684","3,222","1,250","1,080","1,215","1,307","1,455","1,462","1,384","2,049"
2021년12월_여_50~59세,"26,206","2,102","1,899","2,657","2,422","2,569","1,472","1,375","1,433","1,795","1,958","1,952","1,815","2,757"
2021년12월_여_60~69세,"25,094","2,006","1,761","2,516","2,399","1,900","1,414","1,451","1,475","1,787","1,919","1,888","1,834","2,744"
2021년12월_여_70~79세,"16,684","1,200","1,158","1,519","1,585","1,144",935,"1,167","1,530","1,098","1,226","1,166","1,216","1,740"
2021년12월_여_80~89세,"7,481",542,548,625,717,556,390,478,519,517,647,513,588,841
2021년12월_여_90~99세,"1,071",87,77,89,88,84,50,62,73,66,92,59,98,146
2021년12월_여_100세 이상,34,2,1,1,8,3,2,2,2,4,0,4,2,3
