카테고리,전라남도 영광군,전라남도 영광군 영광읍,전라남도 영광군 백수읍,전라남도 영광군 홍농읍,전라남도 영광군 대마면,전라남도 영광군 묘량면,전라남도 영광군 불갑면,전라남도 영광군 군서면,전라남도 영광군 군남면,전라남도 영광군 염산면,전라남도 영광군 법성면,전라남도 영광군 낙월면,전라남도 영광군 낙월면안마출장소
2021년12월_계_30~39세,"4,592","2,260",260,815,143,116,109,122,111,220,407,20,9
2021년12월_계_40~49세,"6,218","3,242",385,832,156,142,100,229,182,345,523,55,27
2021년12월_계_50~59세,"8,415","3,499",787,"1,102",270,272,216,377,323,622,839,79,29
2021년12월_계_60~69세,"8,671","2,946",872,894,332,350,298,416,465,954,977,112,55
2021년12월_계_70~79세,"6,956","1,943",851,680,287,299,249,407,505,820,834,45,36
2021년12월_계_80~89세,"4,279","1,011",597,380,192,252,151,298,439,422,504,22,11
2021년12월_계_90~99세,537,125,80,43,31,31,18,37,48,59,62,2,1
2021년12월_계_100세 이상,25,9,4,2,2,1,0,4,0,0,3,0,0
2021년12월_남_총인구수,"25,959","10,678","2,267","3,477",913,854,671,"1,161","1,130","1,920","2,537",238,113
2021년12월_남_연령구간인구수,"25,959","10,678","2,267","3,477",913,854,671,"1,161","1,130","1,920","2,537",238,113
2021년12월_남_0~9세,"1,825","1,012",91,316,40,50,28,37,43,64,131,6,7
2021년12월_남_10~19세,"2,084","1,218",112,240,60,39,22,85,53,80,168,5,2
2021년12월_남_20~29세,"2,647","1,249",191,461,83,57,50,102,60,127,245,16,6
2021년12월_남_30~39세,"2,359","1,104",155,452,80,51,53,71,59,113,205,12,4
2021년12월_남_40~49세,"3,459","1,603",247,473,105,95,65,142,113,234,320,43,19
2021년12월_남_50~59세,"4,682","1,821",468,636,159,149,128,247,194,344,459,57,20
2021년12월_남_60~69세,"4,435","1,429",452,473,193,192,152,213,249,473,510,67,32
2021년12월_남_70~79세,"3,024",880,345,297,130,133,115,165,206,365,344,25,19
2021년12월_남_80~89세,"1,328",333,187,124,55,77,53,92,143,106,147,7,4
2021년12월_남_90~99세,116,29,19,5,8,11,5,7,10,14,8,0,0
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"26,026","11,059","2,276","3,120",818,879,670,"1,129","1,219","2,026","2,609",143,78
2021년12월_여_연령구간인구수,"26,026","11,059","2,276","3,120",818,879,670,"1,129","1,219","2,026","2,609",143,78
2021년12월_여_0~9세,"1,806","1,009",89,284,45,37,35,43,37,76,139,8,4
2021년12월_여_10~19세,"1,916","1,129",97,258,27,33,31,68,37,78,153,4,1
2021년12월_여_20~29세,"2,014","1,085",127,290,63,54,34,65,46,79,161,7,3
2021년12월_여_30~39세,"2,233","1,156",105,363,63,65,56,51,52,107,202,8,5
2021년12월_여_40~49세,"2,759","1,639",138,359,51,47,35,87,69,111,203,12,8
2021년12월_여_50~59세,"3,733","1,678",319,466,111,123,88,130,129,278,380,22,9
2021년12월_여_60~69세,"4,236","1,517",420,421,139,158,146,203,216,481,467,45,23
2021년12월_여_70~79세,"3,932","1,063",506,383,157,166,134,242,299,455,490,20,17
2021년12월_여_80~89세,"2,951",678,410,256,137,175,98,206,296,316,357,15,7
2021년12월_여_90~99세,421,96,61,38,23,20,13,30,38,45,54,2,1
2021년12월_여_100세 이상,25,9,4,2,2,1,0,4,0,0,3,0,0
