카테고리,전라북도 완주군,전라북도 완주군 삼례읍,전라북도 완주군 봉동읍,전라북도 완주군 용진읍,전라북도 완주군 상관면,전라북도 완주군 이서면,전라북도 완주군 소양면,전라북도 완주군 구이면,전라북도 완주군 고산면,전라북도 완주군 비봉면,전라북도 완주군 운주면,전라북도 완주군 화산면,전라북도 완주군 동상면,전라북도 완주군 경천면
2021년09월_여_100세 이상,22,1,2,4,2,3,3,2,0,1,1,3,0,0
2021년10월_계_총인구수,"91,093","14,297","26,384","6,995","4,329","14,240","6,001","5,748","4,567","1,855","1,941","2,680","1,090",966
2021년10월_계_연령구간인구수,"91,093","14,297","26,384","6,995","4,329","14,240","6,001","5,748","4,567","1,855","1,941","2,680","1,090",966
2021년10월_계_0~9세,"6,429",673,"2,734",351,266,"1,580",209,177,214,54,48,77,30,16
2021년10월_계_10~19세,"8,149","1,119","3,410",485,366,"1,356",335,360,263,102,63,207,44,39
2021년10월_계_20~29세,"8,734","1,742","2,758",649,368,"1,357",497,519,337,111,82,190,76,48
2021년10월_계_30~39세,"8,918","1,194","3,308",532,312,"2,120",380,354,322,96,89,114,57,40
2021년10월_계_40~49세,"13,224","1,968","4,831",873,615,"2,505",563,570,508,184,175,275,79,78
2021년10월_계_50~59세,"15,252","2,476","3,777","1,318",787,"2,167","1,154","1,184",830,316,374,454,247,168
2021년10월_계_60~69세,"14,732","2,446","2,830","1,348",791,"1,653","1,414","1,297",902,428,492,569,312,250
2021년10월_계_70~79세,"9,302","1,560","1,687",860,513,971,850,754,680,304,362,441,138,182
2021년10월_계_80~89세,"5,453",968,888,497,268,461,516,466,436,212,226,290,92,133
2021년10월_계_90~99세,873,148,157,78,41,67,79,65,74,47,29,61,15,12
2021년10월_계_100세 이상,27,3,4,4,2,3,4,2,1,1,1,2,0,0
2021년10월_남_총인구수,"46,840","7,386","13,751","3,615","2,217","7,156","3,112","2,882","2,338",953,976,"1,401",558,495
2021년10월_남_연령구간인구수,"46,840","7,386","13,751","3,615","2,217","7,156","3,112","2,882","2,338",953,976,"1,401",558,495
2021년10월_남_0~9세,"3,191",333,"1,392",167,137,775,102,80,98,27,23,34,15,8
2021년10월_남_10~19세,"4,282",563,"1,802",262,187,691,182,183,156,56,39,118,23,20
2021년10월_남_20~29세,"4,917",961,"1,599",380,214,685,292,283,211,64,39,111,44,34
2021년10월_남_30~39세,"4,614",696,"1,663",275,159,"1,041",220,175,173,49,57,60,22,24
2021년10월_남_40~49세,"7,246","1,088","2,597",485,329,"1,336",332,299,305,109,106,159,52,49
2021년10월_남_50~59세,"8,500","1,440","2,115",759,436,"1,153",615,629,456,184,207,284,130,92
2021년10월_남_60~69세,"7,696","1,243","1,453",700,403,853,737,716,476,234,260,310,180,131
2021년10월_남_70~79세,"4,353",702,791,395,246,454,434,362,304,147,157,217,65,79
2021년10월_남_80~89세,"1,841",327,301,170,100,150,180,145,140,76,83,93,22,54
2021년10월_남_90~99세,194,31,36,22,6,18,17,10,18,7,5,15,5,4
2021년10월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년10월_여_총인구수,"44,253","6,911","12,633","3,380","2,112","7,084","2,889","2,866","2,229",902,965,"1,279",532,471
2021년10월_여_연령구간인구수,"44,253","6,911","12,633","3,380","2,112","7,084","2,889","2,866","2,229",902,965,"1,279",532,471
2021년10월_여_0~9세,"3,238",340,"1,342",184,129,805,107,97,116,27,25,43,15,8
2021년10월_여_10~19세,"3,867",556,"1,608",223,179,665,153,177,107,46,24,89,21,19
2021년10월_여_20~29세,"3,817",781,"1,159",269,154,672,205,236,126,47,43,79,32,14
2021년10월_여_30~39세,"4,304",498,"1,645",257,153,"1,079",160,179,149,47,32,54,35,16
2021년10월_여_40~49세,"5,978",880,"2,234",388,286,"1,169",231,271,203,75,69,116,27,29
2021년10월_여_50~59세,"6,752","1,036","1,662",559,351,"1,014",539,555,374,132,167,170,117,76
2021년10월_여_60~69세,"7,036","1,203","1,377",648,388,800,677,581,426,194,232,259,132,119
2021년10월_여_70~79세,"4,949",858,896,465,267,517,416,392,376,157,205,224,73,103
2021년10월_여_80~89세,"3,612",641,587,327,168,311,336,321,296,136,143,197,70,79
2021년10월_여_90~99세,679,117,121,56,35,49,62,55,56,40,24,46,10,8
2021년10월_여_100세 이상,21,1,2,4,2,3,3,2,0,1,1,2,0,0
2021년11월_계_총인구수,"91,137","14,345","26,391","7,000","4,324","14,228","6,005","5,744","4,572","1,848","1,928","2,686","1,092",974
2021년11월_계_연령구간인구수,"91,137","14,345","26,391","7,000","4,324","14,228","6,005","5,744","4,572","1,848","1,928","2,686","1,092",974
2021년11월_계_0~9세,"6,376",672,"2,710",347,263,"1,551",212,178,217,53,48,80,29,16
2021년11월_계_10~19세,"8,202","1,123","3,437",484,363,"1,374",338,360,260,103,63,211,47,39
2021년11월_계_20~29세,"8,722","1,762","2,740",661,363,"1,347",490,518,331,112,80,191,78,49
2021년11월_계_30~39세,"8,847","1,203","3,263",528,306,"2,095",380,350,331,95,87,112,58,39
2021년11월_계_40~49세,"13,224","1,957","4,848",871,613,"2,515",564,571,502,181,176,268,78,80
2021년11월_계_50~59세,"15,259","2,479","3,795","1,317",785,"2,159","1,156","1,180",828,316,370,459,244,171
2021년11월_계_60~69세,"14,826","2,460","2,857","1,349",803,"1,668","1,417","1,306",910,425,489,575,316,251
2021년11월_계_70~79세,"9,307","1,558","1,693",861,518,984,845,749,678,306,358,438,137,182
2021년11월_계_80~89세,"5,474",983,888,501,266,463,519,466,439,209,226,290,90,134
2021년11월_계_90~99세,874,146,156,77,43,69,79,64,75,47,30,60,15,13
2021년11월_계_100세 이상,26,2,4,4,1,3,5,2,1,1,1,2,0,0
2021년11월_남_총인구수,"46,847","7,418","13,742","3,613","2,221","7,146","3,107","2,885","2,341",946,969,"1,400",558,501
2021년11월_남_연령구간인구수,"46,847","7,418","13,742","3,613","2,221","7,146","3,107","2,885","2,341",946,969,"1,400",558,501
2021년11월_남_0~9세,"3,174",333,"1,381",165,137,763,105,82,101,26,23,36,14,8
2021년11월_남_10~19세,"4,304",570,"1,812",258,184,702,182,184,155,56,39,118,24,20
2021년11월_남_20~29세,"4,893",973,"1,578",385,210,678,286,282,206,66,37,112,45,35
2021년11월_남_30~39세,"4,588",702,"1,642",272,158,"1,035",218,175,179,48,54,59,22,24
2021년11월_남_40~49세,"7,239","1,084","2,607",487,331,"1,334",332,296,298,105,109,154,51,51
2021년11월_남_50~59세,"8,495","1,435","2,130",756,435,"1,141",615,626,457,186,205,287,129,93
2021년11월_남_60~69세,"7,749","1,258","1,462",698,407,864,737,724,480,231,259,313,183,133
2021년11월_남_70~79세,"4,354",696,790,399,251,460,429,361,307,147,155,215,64,80
2021년11월_남_80~89세,"1,850",336,303,171,101,150,185,145,138,74,83,91,21,52
2021년11월_남_90~99세,195,29,35,22,7,19,17,10,19,7,5,15,5,5
2021년11월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년11월_여_총인구수,"44,290","6,927","12,649","3,387","2,103","7,082","2,898","2,859","2,231",902,959,"1,286",534,473
2021년11월_여_연령구간인구수,"44,290","6,927","12,649","3,387","2,103","7,082","2,898","2,859","2,231",902,959,"1,286",534,473
2021년11월_여_0~9세,"3,202",339,"1,329",182,126,788,107,96,116,27,25,44,15,8
2021년11월_여_10~19세,"3,898",553,"1,625",226,179,672,156,176,105,47,24,93,23,19
2021년11월_여_20~29세,"3,829",789,"1,162",276,153,669,204,236,125,46,43,79,33,14
2021년11월_여_30~39세,"4,259",501,"1,621",256,148,"1,060",162,175,152,47,33,53,36,15
2021년11월_여_40~49세,"5,985",873,"2,241",384,282,"1,181",232,275,204,76,67,114,27,29
2021년11월_여_50~59세,"6,764","1,044","1,665",561,350,"1,018",541,554,371,130,165,172,115,78
2021년11월_여_60~69세,"7,077","1,202","1,395",651,396,804,680,582,430,194,230,262,133,118
2021년11월_여_70~79세,"4,953",862,903,462,267,524,416,388,371,159,203,223,73,102
2021년11월_여_80~89세,"3,624",647,585,330,165,313,334,321,301,135,143,199,69,82
2021년11월_여_90~99세,679,117,121,55,36,50,62,54,56,40,25,45,10,8
2021년11월_여_100세 이상,20,0,2,4,1,3,4,2,0,1,1,2,0,0
2021년12월_계_총인구수,"91,142","14,339","26,435","6,998","4,321","14,218","5,996","5,743","4,568","1,847","1,928","2,685","1,090",974
2021년12월_계_연령구간인구수,"91,142","14,339","26,435","6,998","4,321","14,218","5,996","5,743","4,568","1,847","1,928","2,685","1,090",974
2021년12월_계_0~9세,"6,324",661,"2,710",343,254,"1,526",214,182,212,51,48,79,27,17
2021년12월_계_10~19세,"8,177","1,105","3,429",484,366,"1,377",335,354,265,104,62,209,48,39
2021년12월_계_20~29세,"8,745","1,754","2,759",665,364,"1,351",484,530,333,112,79,191,74,49
2021년12월_계_30~39세,"8,842","1,224","3,248",525,305,"2,083",382,349,327,95,90,115,59,40
2021년12월_계_40~49세,"13,207","1,935","4,860",865,608,"2,527",562,568,501,177,176,270,78,80
2021년12월_계_50~59세,"15,316","2,495","3,820","1,309",798,"2,165","1,155","1,178",830,320,369,459,244,174
2021년12월_계_60~69세,"14,830","2,465","2,865","1,359",794,"1,658","1,419","1,304",905,427,493,572,319,250
2021년12월_계_70~79세,"9,295","1,563","1,693",865,519,988,841,745,676,308,349,433,135,180
2021년12월_계_80~89세,"5,506",988,897,502,268,469,519,465,442,207,232,295,91,131
2021년12월_계_90~99세,878,148,151,78,45,71,80,66,76,45,29,60,15,14
2021년12월_계_100세 이상,22,1,3,3,0,3,5,2,1,1,1,2,0,0
2021년12월_남_총인구수,"46,845","7,412","13,759","3,607","2,223","7,142","3,102","2,886","2,340",951,971,"1,394",558,500
2021년12월_남_연령구간인구수,"46,845","7,412","13,759","3,607","2,223","7,142","3,102","2,886","2,340",951,971,"1,394",558,500
2021년12월_남_0~9세,"3,148",328,"1,380",164,132,749,108,82,98,26,23,35,14,9
2021년12월_남_10~19세,"4,296",561,"1,809",260,186,700,181,182,158,58,39,118,24,20
2021년12월_남_20~29세,"4,904",968,"1,584",383,212,686,282,291,210,66,37,108,42,35
2021년12월_남_30~39세,"4,582",713,"1,627",269,159,"1,029",219,175,177,50,55,63,24,22
2021년12월_남_40~49세,"7,212","1,072","2,610",483,327,"1,337",331,294,291,103,109,152,52,51
2021년12월_남_50~59세,"8,516","1,442","2,148",744,445,"1,142",613,623,459,187,205,286,126,96
2021년12월_남_60~69세,"7,750","1,255","1,464",707,400,864,738,724,479,231,260,310,186,132
2021년12월_남_70~79세,"4,369",706,796,404,253,459,424,359,309,148,153,215,63,80
2021년12월_남_80~89세,"1,867",337,305,171,102,156,187,145,139,75,85,92,22,51
2021년12월_남_90~99세,195,29,34,21,7,20,18,11,19,7,5,15,5,4
2021년12월_남_100세 이상,6,1,2,1,0,0,1,0,1,0,0,0,0,0
2021년12월_여_총인구수,"44,297","6,927","12,676","3,391","2,098","7,076","2,894","2,857","2,228",896,957,"1,291",532,474
2021년12월_여_연령구간인구수,"44,297","6,927","12,676","3,391","2,098","7,076","2,894","2,857","2,228",896,957,"1,291",532,474
2021년12월_여_0~9세,"3,176",333,"1,330",179,122,777,106,100,114,25,25,44,13,8
2021년12월_여_10~19세,"3,881",544,"1,620",224,180,677,154,172,107,46,23,91,24,19
2021년12월_여_20~29세,"3,841",786,"1,175",282,152,665,202,239,123,46,42,83,32,14
2021년12월_여_30~39세,"4,260",511,"1,621",256,146,"1,054",163,174,150,45,35,52,35,18
2021년12월_여_40~49세,"5,995",863,"2,250",382,281,"1,190",231,274,210,74,67,118,26,29
2021년12월_여_50~59세,"6,800","1,053","1,672",565,353,"1,023",542,555,371,133,164,173,118,78
2021년12월_여_60~69세,"7,080","1,210","1,401",652,394,794,681,580,426,196,233,262,133,118
2021년12월_여_70~79세,"4,926",857,897,461,266,529,417,386,367,160,196,218,72,100
2021년12월_여_80~89세,"3,639",651,592,331,166,313,332,320,303,132,147,203,69,80
2021년12월_여_90~99세,683,119,117,57,38,51,62,55,57,38,24,45,10,10
2021년12월_여_100세 이상,16,0,1,2,0,3,4,2,0,1,1,2,0,0
