카테고리,충청남도 홍성군,충청남도 홍성군 홍성읍,충청남도 홍성군 광천읍,충청남도 홍성군 홍북읍,충청남도 홍성군 금마면,충청남도 홍성군 홍동면,충청남도 홍성군 장곡면,충청남도 홍성군 은하면,충청남도 홍성군 결성면,충청남도 홍성군 서부면,충청남도 홍성군 갈산면,충청남도 홍성군 구항면
2021년11월_여_10~19세,"4,609","2,023",215,"1,868",53,107,62,30,30,67,63,91
2021년11월_여_20~29세,"4,166","2,102",203,"1,332",79,79,56,49,38,76,78,74
2021년11월_여_30~39세,"4,891","1,681",196,"2,545",67,73,54,25,29,57,71,93
2021년11월_여_40~49세,"6,815","2,988",323,"2,737",119,157,80,61,37,100,92,121
2021년11월_여_50~59세,"7,431","3,258",671,"1,728",282,256,191,138,157,238,241,271
2021년11월_여_60~69세,"7,871","2,867",938,"1,184",396,352,330,276,273,413,440,402
2021년11월_여_70~79세,"5,547","1,754",838,575,324,279,317,240,224,332,354,310
2021년11월_여_80~89세,"4,265","1,047",581,416,295,302,330,221,216,263,327,267
2021년11월_여_90~99세,711,176,88,77,51,39,36,58,37,49,55,45
2021년11월_여_100세 이상,23,6,5,3,1,2,0,0,1,3,1,1
2021년12월_계_총인구수,"99,324","37,645","8,292","29,123","3,502","3,411","2,837","2,237","2,056","3,205","3,521","3,495"
2021년12월_계_연령구간인구수,"99,324","37,645","8,292","29,123","3,502","3,411","2,837","2,237","2,056","3,205","3,521","3,495"
2021년12월_계_0~9세,"7,358","2,300",267,"4,251",91,113,69,30,21,67,74,75
2021년12월_계_10~19세,"9,458","4,139",505,"3,806",126,214,104,60,55,128,139,182
2021년12월_계_20~29세,"9,298","4,668",506,"2,739",219,228,135,119,102,182,201,199
2021년12월_계_30~39세,"10,078","3,482",472,"4,917",190,176,134,82,97,140,192,196
2021년12월_계_40~49세,"14,183","5,829",746,"5,596",310,347,208,164,117,272,277,317
2021년12월_계_50~59세,"15,726","6,732","1,388","3,671",622,559,422,340,330,500,529,633
2021년12월_계_60~69세,"15,545","5,461","1,863","2,323",831,741,655,554,536,840,881,860
2021년12월_계_70~79세,"10,123","3,162","1,506","1,085",592,534,551,465,409,606,636,577
2021년12월_계_80~89세,"6,569","1,628",909,635,450,439,508,350,339,402,511,398
2021년12월_계_90~99세,962,235,125,97,70,58,51,73,49,66,81,57
2021년12월_계_100세 이상,24,9,5,3,1,2,0,0,1,2,0,1
2021년12월_남_총인구수,"49,437","18,624","4,104","14,603","1,791","1,710","1,356","1,129","1,007","1,570","1,771","1,772"
2021년12월_남_연령구간인구수,"49,437","18,624","4,104","14,603","1,791","1,710","1,356","1,129","1,007","1,570","1,771","1,772"
2021년12월_남_0~9세,"3,824","1,168",148,"2,220",48,66,37,16,9,29,45,38
2021년12월_남_10~19세,"4,873","2,127",295,"1,941",72,108,43,31,25,63,78,90
2021년12월_남_20~29세,"5,119","2,562",300,"1,410",138,143,81,69,63,105,122,126
2021년12월_남_30~39세,"5,190","1,813",268,"2,379",124,102,79,56,67,84,117,101
2021년12월_남_40~49세,"7,356","2,849",422,"2,842",189,190,130,105,79,171,183,196
2021년12월_남_50~59세,"8,299","3,465",717,"1,943",345,304,234,203,174,264,292,358
2021년12월_남_60~69세,"7,655","2,589",930,"1,130",431,387,326,283,265,422,440,452
2021년12월_남_70~79세,"4,587","1,417",666,506,273,254,232,220,187,275,286,271
2021년12월_남_80~89세,"2,290",573,320,217,153,141,179,130,126,141,183,127
2021년12월_남_90~99세,240,57,38,15,18,15,15,16,12,16,25,13
2021년12월_남_100세 이상,4,4,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"49,887","19,021","4,188","14,520","1,711","1,701","1,481","1,108","1,049","1,635","1,750","1,723"
2021년12월_여_연령구간인구수,"49,887","19,021","4,188","14,520","1,711","1,701","1,481","1,108","1,049","1,635","1,750","1,723"
2021년12월_여_0~9세,"3,534","1,132",119,"2,031",43,47,32,14,12,38,29,37
2021년12월_여_10~19세,"4,585","2,012",210,"1,865",54,106,61,29,30,65,61,92
2021년12월_여_20~29세,"4,179","2,106",206,"1,329",81,85,54,50,39,77,79,73
2021년12월_여_30~39세,"4,888","1,669",204,"2,538",66,74,55,26,30,56,75,95
2021년12월_여_40~49세,"6,827","2,980",324,"2,754",121,157,78,59,38,101,94,121
2021년12월_여_50~59세,"7,427","3,267",671,"1,728",277,255,188,137,156,236,237,275
2021년12월_여_60~69세,"7,890","2,872",933,"1,193",400,354,329,271,271,418,441,408
2021년12월_여_70~79세,"5,536","1,745",840,579,319,280,319,245,222,331,350,306
2021년12월_여_80~89세,"4,279","1,055",589,418,297,298,329,220,213,261,328,271
2021년12월_여_90~99세,722,178,87,82,52,43,36,57,37,50,56,44
2021년12월_여_100세 이상,20,5,5,3,1,2,0,0,1,2,0,1
