카테고리,충청남도 서천군,충청남도 서천군 장항읍,충청남도 서천군 서천읍,충청남도 서천군 마서면,충청남도 서천군 화양면,충청남도 서천군 기산면,충청남도 서천군 한산면,충청남도 서천군 마산면,충청남도 서천군 시초면,충청남도 서천군 문산면,충청남도 서천군 판교면,충청남도 서천군 종천면,충청남도 서천군 비인면,충청남도 서천군 서면
2021년10월_여_10~19세,"1,616",395,691,107,24,29,57,36,22,11,35,43,48,118
2021년10월_여_20~29세,"1,535",467,554,114,32,31,50,22,22,14,32,37,57,103
2021년10월_여_30~39세,"1,433",407,529,100,43,22,42,31,25,15,34,34,51,100
2021년10월_여_40~49세,"2,502",679,967,194,57,48,93,35,29,29,59,60,88,164
2021년10월_여_50~59세,"3,710",843,"1,090",327,142,93,162,95,71,68,146,123,223,327
2021년10월_여_60~69세,"5,344","1,072","1,136",532,250,192,284,178,146,163,268,248,386,489
2021년10월_여_70~79세,"4,390",826,774,514,260,181,269,146,128,151,218,222,306,395
2021년10월_여_80~89세,"3,451",490,528,382,276,165,268,163,163,123,215,219,230,229
2021년10월_여_90~99세,676,81,108,77,54,40,50,34,28,25,45,44,51,39
2021년10월_여_100세 이상,22,6,3,1,1,1,1,1,1,0,2,2,1,2
2021년11월_계_총인구수,"50,798","11,079","13,369","4,805","2,242","1,615","2,468","1,457","1,241","1,233","2,081","2,028","2,862","4,318"
2021년11월_계_연령구간인구수,"50,798","11,079","13,369","4,805","2,242","1,615","2,468","1,457","1,241","1,233","2,081","2,028","2,862","4,318"
2021년11월_계_0~9세,"2,135",517,928,135,48,24,66,43,30,30,34,46,40,194
2021년11월_계_10~19세,"3,342",841,"1,457",227,58,59,101,64,40,21,69,80,90,235
2021년11월_계_20~29세,"3,639","1,050","1,276",262,88,73,104,73,54,35,78,95,178,273
2021년11월_계_30~39세,"3,204",862,"1,028",258,111,54,110,73,54,41,82,96,129,306
2021년11월_계_40~49세,"5,431","1,448","1,848",468,148,136,204,90,73,95,134,128,219,440
2021년11월_계_50~59세,"8,219","1,921","2,285",763,299,219,363,194,165,174,301,298,491,746
2021년11월_계_60~69세,"10,526","2,062","2,144","1,088",513,389,537,358,307,319,561,502,751,995
2021년11월_계_70~79세,"7,996","1,471","1,430",907,473,331,492,283,237,283,427,416,556,690
2021년11월_계_80~89세,"5,383",790,822,595,433,273,420,235,243,204,338,308,340,382
2021년11월_계_90~99세,901,111,149,100,70,56,70,43,37,31,55,57,67,55
2021년11월_계_100세 이상,22,6,2,2,1,1,1,1,1,0,2,2,1,2
2021년11월_남_총인구수,"25,078","5,547","6,532","2,399","1,087",794,"1,155",696,596,625,"1,010",976,"1,417","2,244"
2021년11월_남_연령구간인구수,"25,078","5,547","6,532","2,399","1,087",794,"1,155",696,596,625,"1,010",976,"1,417","2,244"
2021년11월_남_0~9세,"1,080",253,467,69,30,9,33,20,17,21,15,25,27,94
2021년11월_남_10~19세,"1,715",441,760,118,34,30,43,30,20,10,34,36,43,116
2021년11월_남_20~29세,"2,110",579,727,149,55,41,57,49,32,23,45,58,123,172
2021년11월_남_30~39세,"1,788",464,501,162,69,33,65,41,30,25,48,64,79,207
2021년11월_남_40~49세,"2,936",769,885,271,92,87,111,55,44,65,79,69,135,274
2021년11월_남_50~59세,"4,511","1,077","1,196",438,158,127,200,103,95,105,154,173,265,420
2021년11월_남_60~69세,"5,178",993,"1,008",563,263,193,251,177,160,155,288,257,366,504
2021년11월_남_70~79세,"3,618",645,654,396,216,150,225,139,108,136,210,192,254,293
2021년11월_남_80~89세,"1,917",297,293,208,154,108,150,73,81,80,126,89,109,149
2021년11월_남_90~99세,224,29,41,24,16,16,20,9,9,5,11,13,16,15
2021년11월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"25,720","5,532","6,837","2,406","1,155",821,"1,313",761,645,608,"1,071","1,052","1,445","2,074"
2021년11월_여_연령구간인구수,"25,720","5,532","6,837","2,406","1,155",821,"1,313",761,645,608,"1,071","1,052","1,445","2,074"
2021년11월_여_0~9세,"1,055",264,461,66,18,15,33,23,13,9,19,21,13,100
2021년11월_여_10~19세,"1,627",400,697,109,24,29,58,34,20,11,35,44,47,119
2021년11월_여_20~29세,"1,529",471,549,113,33,32,47,24,22,12,33,37,55,101
2021년11월_여_30~39세,"1,416",398,527,96,42,21,45,32,24,16,34,32,50,99
2021년11월_여_40~49세,"2,495",679,963,197,56,49,93,35,29,30,55,59,84,166
2021년11월_여_50~59세,"3,708",844,"1,089",325,141,92,163,91,70,69,147,125,226,326
2021년11월_여_60~69세,"5,348","1,069","1,136",525,250,196,286,181,147,164,273,245,385,491
2021년11월_여_70~79세,"4,378",826,776,511,257,181,267,144,129,147,217,224,302,397
2021년11월_여_80~89세,"3,466",493,529,387,279,165,270,162,162,124,212,219,231,233
2021년11월_여_90~99세,677,82,108,76,54,40,50,34,28,26,44,44,51,40
2021년11월_여_100세 이상,21,6,2,1,1,1,1,1,1,0,2,2,1,2
2021년12월_계_총인구수,"50,745","11,064","13,356","4,808","2,246","1,610","2,458","1,462","1,243","1,232","2,080","2,025","2,865","4,296"
2021년12월_계_연령구간인구수,"50,745","11,064","13,356","4,808","2,246","1,610","2,458","1,462","1,243","1,232","2,080","2,025","2,865","4,296"
2021년12월_계_0~9세,"2,121",515,919,136,49,24,67,42,31,30,33,44,41,190
2021년12월_계_10~19세,"3,322",836,"1,451",229,57,57,98,64,39,20,69,81,89,232
2021년12월_계_20~29세,"3,612","1,038","1,266",263,86,73,101,74,56,35,77,91,175,277
2021년12월_계_30~39세,"3,196",859,"1,024",255,115,52,113,75,54,42,84,96,130,297
2021년12월_계_40~49세,"5,409","1,447","1,847",468,146,128,202,85,72,96,134,128,215,441
2021년12월_계_50~59세,"8,196","1,925","2,283",759,295,219,359,200,164,171,295,294,492,740
2021년12월_계_60~69세,"10,545","2,059","2,158","1,088",517,389,538,359,304,320,565,505,755,988
2021년12월_계_70~79세,"8,008","1,478","1,427",901,471,334,489,282,240,285,426,421,559,695
2021년12월_계_80~89세,"5,396",789,825,603,437,277,420,237,246,199,338,305,340,380
2021년12월_계_90~99세,919,114,154,104,72,56,70,43,36,34,57,58,68,53
2021년12월_계_100세 이상,21,4,2,2,1,1,1,1,1,0,2,2,1,3
2021년12월_남_총인구수,"25,081","5,542","6,534","2,405","1,092",791,"1,154",698,597,627,"1,009",979,"1,421","2,232"
2021년12월_남_연령구간인구수,"25,081","5,542","6,534","2,405","1,092",791,"1,154",698,597,627,"1,009",979,"1,421","2,232"
2021년12월_남_0~9세,"1,078",252,465,70,31,9,34,20,17,21,14,24,29,92
2021년12월_남_10~19세,"1,698",436,757,118,33,30,41,30,19,10,34,36,42,112
2021년12월_남_20~29세,"2,117",582,729,150,56,41,57,50,33,23,43,58,121,174
2021년12월_남_30~39세,"1,781",460,500,161,71,31,66,42,30,25,50,64,80,201
2021년12월_남_40~49세,"2,923",765,879,272,90,83,112,53,44,66,79,70,133,277
2021년12월_남_50~59세,"4,497","1,079","1,195",437,158,127,199,104,95,102,150,170,264,417
2021년12월_남_60~69세,"5,196",993,"1,019",566,265,193,250,177,159,157,291,258,369,499
2021년12월_남_70~79세,"3,642",648,658,393,216,150,226,139,109,137,213,197,257,299
2021년12월_남_80~89세,"1,921",299,288,212,155,111,150,74,82,81,124,88,110,147
2021년12월_남_90~99세,227,28,44,25,17,16,19,9,9,5,11,14,16,14
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"25,664","5,522","6,822","2,403","1,154",819,"1,304",764,646,605,"1,071","1,046","1,444","2,064"
2021년12월_여_연령구간인구수,"25,664","5,522","6,822","2,403","1,154",819,"1,304",764,646,605,"1,071","1,046","1,444","2,064"
2021년12월_여_0~9세,"1,043",263,454,66,18,15,33,22,14,9,19,20,12,98
2021년12월_여_10~19세,"1,624",400,694,111,24,27,57,34,20,10,35,45,47,120
2021년12월_여_20~29세,"1,495",456,537,113,30,32,44,24,23,12,34,33,54,103
2021년12월_여_30~39세,"1,415",399,524,94,44,21,47,33,24,17,34,32,50,96
2021년12월_여_40~49세,"2,486",682,968,196,56,45,90,32,28,30,55,58,82,164
2021년12월_여_50~59세,"3,699",846,"1,088",322,137,92,160,96,69,69,145,124,228,323
2021년12월_여_60~69세,"5,349","1,066","1,139",522,252,196,288,182,145,163,274,247,386,489
2021년12월_여_70~79세,"4,366",830,769,508,255,184,263,143,131,148,213,224,302,396
2021년12월_여_80~89세,"3,475",490,537,391,282,166,270,163,164,118,214,217,230,233
2021년12월_여_90~99세,692,86,110,79,55,40,51,34,27,29,46,44,52,39
2021년12월_여_100세 이상,20,4,2,1,1,1,1,1,1,0,2,2,1,3
