카테고리,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2021년08월_남_40~49세,"10,000",936,673,894,"1,153",788,661,789,691,440,679,"1,169",591,536
2021년08월_남_50~59세,"11,940",989,821,957,"1,444",952,806,991,978,515,777,"1,279",718,713
2021년08월_남_60~69세,"11,187",770,739,968,"1,256",911,729,944,967,490,708,"1,161",769,775
2021년08월_남_70~79세,"6,324",547,394,548,696,484,450,535,519,282,370,648,434,417
2021년08월_남_80~89세,"2,696",279,203,262,347,182,173,188,167,111,143,274,187,180
2021년08월_남_90~99세,207,26,9,28,28,16,11,10,10,11,9,21,12,16
2021년08월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021년08월_여_총인구수,"75,054","6,406","4,768","6,701","8,732","5,854","5,426","5,462","5,714","3,507","5,010","8,107","4,819","4,548"
2021년08월_여_연령구간인구수,"75,054","6,406","4,768","6,701","8,732","5,854","5,426","5,462","5,714","3,507","5,010","8,107","4,819","4,548"
2021년08월_여_0~9세,"3,179",320,170,464,397,220,191,158,230,92,278,343,158,158
2021년08월_여_10~19세,"4,310",465,229,545,612,339,285,256,288,167,289,422,212,201
2021년08월_여_20~29세,"10,121",594,579,599,"1,012",892,"1,055",754,770,769,741,"1,184",668,504
2021년08월_여_30~39세,"7,998",611,523,762,874,629,584,488,549,389,605,"1,028",527,429
2021년08월_여_40~49세,"9,714",975,634,937,"1,250",739,627,644,633,372,718,"1,115",567,503
2021년08월_여_50~59세,"12,451","1,011",802,"1,120","1,457","1,041",809,906,"1,010",536,776,"1,351",818,814
2021년08월_여_60~69세,"13,161",998,833,"1,096","1,552","1,034",843,"1,088","1,145",567,785,"1,310",934,976
2021년08월_여_70~79세,"8,572",824,575,672,936,608,633,747,678,380,489,867,558,605
2021년08월_여_80~89세,"4,769",509,368,433,552,298,353,366,352,204,277,408,329,320
2021년08월_여_90~99세,761,98,54,70,88,53,45,54,57,31,48,78,47,38
2021년08월_여_100세 이상,18,1,1,3,2,1,1,1,2,0,4,1,1,0
2021년09월_계_총인구수,"144,484","12,138","9,185","12,808","16,717","11,444","10,363","10,878","11,125","6,574","9,628","15,794","9,169","8,661"
2021년09월_계_연령구간인구수,"144,484","12,138","9,185","12,808","16,717","11,444","10,363","10,878","11,125","6,574","9,628","15,794","9,169","8,661"
2021년09월_계_0~9세,"6,509",717,339,950,824,460,366,347,441,218,509,727,311,300
2021년09월_계_10~19세,"9,109","1,025",508,"1,045","1,265",741,573,568,620,364,625,879,462,434
2021년09월_계_20~29세,"20,121","1,226","1,119","1,250","2,054","1,787","2,001","1,527","1,608","1,363","1,462","2,362","1,317","1,045"
2021년09월_계_30~39세,"16,945","1,192","1,108","1,579","1,801","1,341","1,283","1,153","1,235",779,"1,236","2,131","1,119",988
2021년09월_계_40~49세,"19,681","1,916","1,308","1,832","2,394","1,529","1,293","1,436","1,323",790,"1,404","2,285","1,143","1,028"
2021년09월_계_50~59세,"24,342","2,001","1,618","2,061","2,895","1,997","1,606","1,902","1,991","1,027","1,552","2,625","1,539","1,528"
2021년09월_계_60~69세,"24,385","1,776","1,581","2,069","2,826","1,941","1,572","2,034","2,113","1,042","1,495","2,486","1,697","1,753"
2021년09월_계_70~79세,"14,893","1,373",965,"1,227","1,631","1,093","1,084","1,285","1,198",643,859,"1,515",995,"1,025"
2021년09월_계_80~89세,"7,506",786,573,694,908,486,529,559,525,308,426,684,525,503
2021년09월_계_90~99세,967,125,65,97,116,68,55,65,69,40,56,98,58,55
2021년09월_계_100세 이상,26,1,1,4,3,1,1,2,2,0,4,2,3,2
2021년09월_남_총인구수,"69,457","5,730","4,417","6,117","7,973","5,594","4,930","5,392","5,403","3,116","4,622","7,694","4,339","4,130"
2021년09월_남_연령구간인구수,"69,457","5,730","4,417","6,117","7,973","5,594","4,930","5,392","5,403","3,116","4,622","7,694","4,339","4,130"
2021년09월_남_0~9세,"3,357",401,170,489,431,244,175,188,212,133,235,380,153,146
2021년09월_남_10~19세,"4,795",566,274,498,657,398,288,305,333,200,333,460,249,234
2021년09월_남_20~29세,"10,012",623,540,662,"1,041",904,943,770,838,584,722,"1,189",642,554
2021년09월_남_30~39세,"8,962",591,592,812,926,713,698,657,688,392,634,"1,108",590,561
2021년09월_남_40~49세,"9,974",938,674,893,"1,142",786,666,793,691,429,683,"1,175",578,526
2021년09월_남_50~59세,"11,923",986,819,955,"1,437",960,797,995,980,500,779,"1,272",725,718
2021년09월_남_60~69세,"11,178",771,740,966,"1,264",906,728,946,966,483,709,"1,167",761,771
2021년09월_남_70~79세,"6,332",548,395,552,696,484,450,535,519,276,372,647,438,420
2021년09월_남_80~89세,"2,714",279,203,261,351,185,175,192,167,109,146,274,189,183
2021년09월_남_90~99세,207,27,10,29,28,14,10,10,9,10,9,22,13,16
2021년09월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021년09월_여_총인구수,"75,027","6,408","4,768","6,691","8,744","5,850","5,433","5,486","5,722","3,458","5,006","8,100","4,830","4,531"
2021년09월_여_연령구간인구수,"75,027","6,408","4,768","6,691","8,744","5,850","5,433","5,486","5,722","3,458","5,006","8,100","4,830","4,531"
2021년09월_여_0~9세,"3,152",316,169,461,393,216,191,159,229,85,274,347,158,154
2021년09월_여_10~19세,"4,314",459,234,547,608,343,285,263,287,164,292,419,213,200
2021년09월_여_20~29세,"10,109",603,579,588,"1,013",883,"1,058",757,770,779,740,"1,173",675,491
2021년09월_여_30~39세,"7,983",601,516,767,875,628,585,496,547,387,602,"1,023",529,427
2021년09월_여_40~49세,"9,707",978,634,939,"1,252",743,627,643,632,361,721,"1,110",565,502
2021년09월_여_50~59세,"12,419","1,015",799,"1,106","1,458","1,037",809,907,"1,011",527,773,"1,353",814,810
2021년09월_여_60~69세,"13,207","1,005",841,"1,103","1,562","1,035",844,"1,088","1,147",559,786,"1,319",936,982
2021년09월_여_70~79세,"8,561",825,570,675,935,609,634,750,679,367,487,868,557,605
2021년09월_여_80~89세,"4,792",507,370,433,557,301,354,367,358,199,280,410,336,320
2021년09월_여_90~99세,760,98,55,68,88,54,45,55,60,30,47,76,45,39
2021년09월_여_100세 이상,23,1,1,4,3,1,1,1,2,0,4,2,2,1
2021년10월_계_총인구수,"144,119","12,099","9,175","12,750","16,646","11,438","10,331","10,851","11,131","6,482","9,613","15,774","9,160","8,669"
2021년10월_계_연령구간인구수,"144,119","12,099","9,175","12,750","16,646","11,438","10,331","10,851","11,131","6,482","9,613","15,774","9,160","8,669"
2021년10월_계_0~9세,"6,453",710,336,941,812,457,361,347,438,213,504,721,314,299
2021년10월_계_10~19세,"9,028","1,028",501,"1,036","1,256",731,567,565,611,358,622,867,451,435
2021년10월_계_20~29세,"20,046","1,216","1,119","1,241","2,033","1,783","1,991","1,519","1,624","1,336","1,460","2,371","1,305","1,048"
2021년10월_계_30~39세,"16,883","1,183","1,102","1,568","1,788","1,344","1,274","1,149","1,224",771,"1,241","2,126","1,121",992
2021년10월_계_40~49세,"19,585","1,906","1,308","1,816","2,378","1,526","1,279","1,435","1,314",770,"1,399","2,279","1,152","1,023"
2021년10월_계_50~59세,"24,310","2,002","1,609","2,057","2,892","2,002","1,601","1,891","2,000","1,014","1,550","2,629","1,530","1,533"
2021년10월_계_60~69세,"24,385","1,775","1,576","2,075","2,826","1,945","1,582","2,027","2,114","1,041","1,497","2,486","1,690","1,751"
2021년10월_계_70~79세,"14,879","1,371",980,"1,217","1,631","1,094","1,083","1,281","1,202",631,852,"1,504","1,003","1,030"
2021년10월_계_80~89세,"7,556",779,576,697,914,487,538,571,530,308,430,690,534,502
2021년10월_계_90~99세,973,129,67,98,113,68,54,65,72,40,56,99,58,54
2021년10월_계_100세 이상,21,0,1,4,3,1,1,1,2,0,2,2,2,2
2021년10월_남_총인구수,"69,287","5,714","4,418","6,082","7,942","5,593","4,899","5,365","5,415","3,070","4,618","7,705","4,329","4,137"
2021년10월_남_연령구간인구수,"69,287","5,714","4,418","6,082","7,942","5,593","4,899","5,365","5,415","3,070","4,618","7,705","4,329","4,137"
2021년10월_남_0~9세,"3,324",398,168,480,425,242,171,187,212,128,234,379,154,146
2021년10월_남_10~19세,"4,771",570,271,494,655,398,286,307,330,196,332,456,244,232
2021년10월_남_20~29세,"9,962",625,536,656,"1,031",899,935,762,850,573,717,"1,192",628,558
2021년10월_남_30~39세,"8,952",584,601,806,919,711,692,655,688,392,637,"1,109",591,567
2021년10월_남_40~49세,"9,899",932,675,878,"1,128",785,657,791,684,414,679,"1,171",584,521
2021년10월_남_50~59세,"11,924",986,813,959,"1,442",966,784,990,980,495,781,"1,283",723,722
2021년10월_남_60~69세,"11,188",769,737,968,"1,265",906,740,941,969,482,712,"1,167",762,770
2021년10월_남_70~79세,"6,322",545,404,547,693,488,444,525,524,275,371,650,435,421
2021년10월_남_80~89세,"2,735",278,202,263,357,184,180,198,168,105,146,276,195,183
2021년10월_남_90~99세,209,27,11,31,27,14,10,9,10,10,9,22,13,16
2021년10월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년10월_여_총인구수,"74,832","6,385","4,757","6,668","8,704","5,845","5,432","5,486","5,716","3,412","4,995","8,069","4,831","4,532"
2021년10월_여_연령구간인구수,"74,832","6,385","4,757","6,668","8,704","5,845","5,432","5,486","5,716","3,412","4,995","8,069","4,831","4,532"
2021년10월_여_0~9세,"3,129",312,168,461,387,215,190,160,226,85,270,342,160,153
2021년10월_여_10~19세,"4,257",458,230,542,601,333,281,258,281,162,290,411,207,203
2021년10월_여_20~29세,"10,084",591,583,585,"1,002",884,"1,056",757,774,763,743,"1,179",677,490
2021년10월_여_30~39세,"7,931",599,501,762,869,633,582,494,536,379,604,"1,017",530,425
2021년10월_여_40~49세,"9,686",974,633,938,"1,250",741,622,644,630,356,720,"1,108",568,502
2021년10월_여_50~59세,"12,386","1,016",796,"1,098","1,450","1,036",817,901,"1,020",519,769,"1,346",807,811
2021년10월_여_60~69세,"13,197","1,006",839,"1,107","1,561","1,039",842,"1,086","1,145",559,785,"1,319",928,981
2021년10월_여_70~79세,"8,557",826,576,670,938,606,639,756,678,356,481,854,568,609
2021년10월_여_80~89세,"4,821",501,374,434,557,303,358,373,362,203,284,414,339,319
2021년10월_여_90~99세,764,102,56,67,86,54,44,56,62,30,47,77,45,38
2021년10월_여_100세 이상,20,0,1,4,3,1,1,1,2,0,2,2,2,1
2021년11월_계_총인구수,"143,645","12,073","9,174","12,680","16,630","11,373","10,300","10,807","11,106","6,411","9,582","15,731","9,143","8,635"
2021년11월_계_연령구간인구수,"143,645","12,073","9,174","12,680","16,630","11,373","10,300","10,807","11,106","6,411","9,582","15,731","9,143","8,635"
2021년11월_계_0~9세,"6,386",708,338,935,805,446,360,334,436,211,494,713,310,296
2021년11월_계_10~19세,"8,983","1,023",495,"1,026","1,267",726,562,564,610,350,620,858,448,434
2021년11월_계_20~29세,"19,908","1,213","1,115","1,237","2,014","1,739","1,988","1,509","1,607","1,322","1,461","2,364","1,304","1,035"
2021년11월_계_30~39세,"16,818","1,176","1,102","1,562","1,786","1,346","1,261","1,145","1,226",761,"1,234","2,115","1,117",987
2021년11월_계_40~49세,"19,523","1,898","1,312","1,800","2,383","1,513","1,278","1,423","1,306",762,"1,405","2,272","1,151","1,020"
2021년11월_계_50~59세,"24,214","1,998","1,604","2,057","2,869","1,998","1,596","1,884","1,999","1,001","1,537","2,617","1,525","1,529"
2021년11월_계_60~69세,"24,364","1,781","1,581","2,053","2,830","1,952","1,585","2,020","2,112","1,033","1,486","2,492","1,691","1,748"
2021년11월_계_70~79세,"14,867","1,371",977,"1,212","1,626","1,096","1,072","1,290","1,203",627,853,"1,508","1,001","1,031"
2021년11월_계_80~89세,"7,599",781,586,702,929,491,543,572,535,306,434,687,535,498
2021년11월_계_90~99세,965,124,63,93,118,65,54,66,70,38,56,103,59,56
2021년11월_계_100세 이상,18,0,1,3,3,1,1,0,2,0,2,2,2,1
2021년11월_남_총인구수,"69,066","5,690","4,414","6,033","7,928","5,573","4,887","5,350","5,397","3,039","4,609","7,697","4,325","4,124"
2021년11월_남_연령구간인구수,"69,066","5,690","4,414","6,033","7,928","5,573","4,887","5,350","5,397","3,039","4,609","7,697","4,325","4,124"
2021년11월_남_0~9세,"3,284",396,172,479,418,237,173,181,208,127,226,373,151,143
2021년11월_남_10~19세,"4,762",562,268,484,670,397,285,314,326,194,330,459,243,230
2021년11월_남_20~29세,"9,914",626,532,655,"1,010",882,931,754,840,570,723,"1,196",635,560
2021년11월_남_30~39세,"8,934",581,600,801,926,720,683,659,691,387,636,"1,102",588,560
2021년11월_남_40~49세,"9,848",928,675,863,"1,125",778,657,783,676,406,682,"1,172",586,517
2021년11월_남_50~59세,"11,877",978,804,963,"1,438",959,783,988,979,490,775,"1,280",720,720
2021년11월_남_60~69세,"11,167",774,744,955,"1,253",913,742,931,971,475,708,"1,169",761,771
2021년11월_남_70~79세,"6,320",541,399,539,698,487,442,533,526,275,369,654,432,425
2021년11월_남_80~89세,"2,753",278,210,266,361,186,181,198,170,106,151,268,196,182
2021년11월_남_90~99세,207,26,10,28,29,14,10,9,10,9,9,24,13,16
2021년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"74,579","6,383","4,760","6,647","8,702","5,800","5,413","5,457","5,709","3,372","4,973","8,034","4,818","4,511"
2021년11월_여_연령구간인구수,"74,579","6,383","4,760","6,647","8,702","5,800","5,413","5,457","5,709","3,372","4,973","8,034","4,818","4,511"
2021년11월_여_0~9세,"3,102",312,166,456,387,209,187,153,228,84,268,340,159,153
2021년11월_여_10~19세,"4,221",461,227,542,597,329,277,250,284,156,290,399,205,204
2021년11월_여_20~29세,"9,994",587,583,582,"1,004",857,"1,057",755,767,752,738,"1,168",669,475
2021년11월_여_30~39세,"7,884",595,502,761,860,626,578,486,535,374,598,"1,013",529,427
2021년11월_여_40~49세,"9,675",970,637,937,"1,258",735,621,640,630,356,723,"1,100",565,503
2021년11월_여_50~59세,"12,337","1,020",800,"1,094","1,431","1,039",813,896,"1,020",511,762,"1,337",805,809
2021년11월_여_60~69세,"13,197","1,007",837,"1,098","1,577","1,039",843,"1,089","1,141",558,778,"1,323",930,977
2021년11월_여_70~79세,"8,547",830,578,673,928,609,630,757,677,352,484,854,569,606
2021년11월_여_80~89세,"4,846",503,376,436,568,305,362,374,365,200,283,419,339,316
2021년11월_여_90~99세,758,98,53,65,89,51,44,57,60,29,47,79,46,40
2021년11월_여_100세 이상,18,0,1,3,3,1,1,0,2,0,2,2,2,1
2021년12월_계_총인구수,"143,175","12,062","9,158","12,582","16,654","11,333","10,227","10,794","11,062","6,303","9,581","15,672","9,124","8,623"
2021년12월_계_연령구간인구수,"143,175","12,062","9,158","12,582","16,654","11,333","10,227","10,794","11,062","6,303","9,581","15,672","9,124","8,623"
2021년12월_계_0~9세,"6,329",702,326,935,813,443,349,329,433,207,486,703,308,295
2021년12월_계_10~19세,"8,943","1,016",495,"1,023","1,270",722,550,561,607,341,618,868,448,424
2021년12월_계_20~29세,"19,735","1,211","1,105","1,215","2,001","1,709","1,961","1,516","1,574","1,303","1,478","2,337","1,279","1,046"
2021년12월_계_30~39세,"16,713","1,163","1,101","1,543","1,787","1,336","1,256","1,134","1,225",743,"1,228","2,092","1,122",983
2021년12월_계_40~49세,"19,414","1,901","1,307","1,789","2,378","1,509","1,259","1,418","1,298",744,"1,386","2,254","1,145","1,026"
2021년12월_계_50~59세,"24,204","1,985","1,608","2,043","2,875","2,011","1,595","1,881","1,998","1,000","1,546","2,623","1,530","1,509"
2021년12월_계_60~69세,"24,316","1,790","1,585","2,033","2,853","1,942","1,588","2,022","2,112","1,002","1,482","2,487","1,676","1,744"
2021년12월_계_70~79세,"14,893","1,380",977,"1,205","1,631","1,107","1,069","1,281","1,206",625,854,"1,504","1,017","1,037"
2021년12월_계_80~89세,"7,636",788,587,702,925,488,547,582,535,299,443,699,537,504
2021년12월_계_90~99세,974,126,66,91,118,65,53,70,72,39,57,103,60,54
2021년12월_계_100세 이상,18,0,1,3,3,1,0,0,2,0,3,2,2,1
2021년12월_남_총인구수,"68,799","5,684","4,410","5,987","7,940","5,538","4,847","5,333","5,377","2,982","4,597","7,675","4,317","4,112"
2021년12월_남_연령구간인구수,"68,799","5,684","4,410","5,987","7,940","5,538","4,847","5,333","5,377","2,982","4,597","7,675","4,317","4,112"
2021년12월_남_0~9세,"3,256",388,167,479,425,234,166,176,209,124,224,372,150,142
2021년12월_남_10~19세,"4,733",558,268,482,672,394,277,311,327,188,323,466,243,224
2021년12월_남_20~29세,"9,807",627,527,646,"1,007",856,904,759,826,562,728,"1,179",625,561
2021년12월_남_30~39세,"8,888",575,598,794,924,718,682,647,690,383,634,"1,098",593,552
2021년12월_남_40~49세,"9,792",927,673,856,"1,121",777,649,779,674,395,670,"1,166",581,524
2021년12월_남_50~59세,"11,879",978,807,954,"1,440",967,785,987,975,488,777,"1,289",725,707
2021년12월_남_60~69세,"11,138",779,748,951,"1,263",901,747,931,969,456,706,"1,160",756,771
2021년12월_남_70~79세,"6,321",543,401,534,699,491,440,526,527,274,370,651,433,432
2021년12월_남_80~89세,"2,777",282,208,265,359,186,187,207,170,104,156,270,198,185
2021년12월_남_90~99세,208,27,13,26,30,14,10,10,10,8,9,24,13,14
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"74,376","6,378","4,748","6,595","8,714","5,795","5,380","5,461","5,685","3,321","4,984","7,997","4,807","4,511"
2021년12월_여_연령구간인구수,"74,376","6,378","4,748","6,595","8,714","5,795","5,380","5,461","5,685","3,321","4,984","7,997","4,807","4,511"
2021년12월_여_0~9세,"3,073",314,159,456,388,209,183,153,224,83,262,331,158,153
2021년12월_여_10~19세,"4,210",458,227,541,598,328,273,250,280,153,295,402,205,200
2021년12월_여_20~29세,"9,928",584,578,569,994,853,"1,057",757,748,741,750,"1,158",654,485
2021년12월_여_30~39세,"7,825",588,503,749,863,618,574,487,535,360,594,994,529,431
2021년12월_여_40~49세,"9,622",974,634,933,"1,257",732,610,639,624,349,716,"1,088",564,502
2021년12월_여_50~59세,"12,325","1,007",801,"1,089","1,435","1,044",810,894,"1,023",512,769,"1,334",805,802
2021년12월_여_60~69세,"13,178","1,011",837,"1,082","1,590","1,041",841,"1,091","1,143",546,776,"1,327",920,973
2021년12월_여_70~79세,"8,572",837,576,671,932,616,629,755,679,351,484,853,584,605
2021년12월_여_80~89세,"4,859",506,379,437,566,302,360,375,365,195,287,429,339,319
2021년12월_여_90~99세,766,99,53,65,88,51,43,60,62,31,48,79,47,40
2021년12월_여_100세 이상,18,0,1,3,3,1,0,0,2,0,3,2,2,1
