카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년01월_계_30~39세,"55,559",979,779,715,410,"1,106","1,723","4,717","2,281","1,372","1,487","3,634",997,816,"2,863","1,632","1,991",777,"1,811","1,301","1,706","2,967","1,684","1,269","1,485",214,"3,583","6,003","5,257"
2021년01월_계_40~49세,"67,434",619,890,730,399,"1,157","1,586","5,612","3,104","1,658","1,895","3,900","1,303",940,"2,900","2,461","2,400","1,052","2,219","1,627","2,440","5,755","2,295","1,659","1,600",247,"4,055","6,641","6,290"
2021년01월_계_50~59세,"71,885",693,972,680,571,"1,238","1,908","6,695","3,111","2,174","2,346","3,884","1,832",917,"3,387","3,043","2,613","1,399","2,924","2,658","2,658","5,613","2,478","2,153","2,485",545,"3,359","5,883","3,666"
2021년01월_계_60~69세,"53,606",695,"1,002",637,579,"1,164","1,666","4,503","2,664","2,094","1,859","2,802","2,077",747,"2,921","2,178","2,087","1,303","2,653","2,776","1,488","2,342","1,545","1,536","2,149",566,"1,994","3,704","1,875"
2021년01월_계_70~79세,"29,527",457,743,461,388,872,"1,104","2,379","1,273","1,244",830,"1,357","1,387",517,"1,695","1,049","1,195",930,"1,500","1,646",722,"1,183",763,795,"1,122",371,999,"1,784",761
2021년01월_계_80~89세,"12,107",179,332,183,162,283,449,851,411,500,367,472,567,199,717,435,514,343,540,795,268,617,353,278,555,208,504,734,291
2021년01월_계_90~99세,"1,740",22,42,15,40,43,57,111,65,49,56,75,84,32,98,59,74,54,82,108,45,86,52,42,78,36,76,114,45
2021년01월_계_100세 이상,122,6,3,6,5,6,8,3,4,3,3,3,13,2,12,1,1,3,4,8,0,2,3,6,2,4,6,4,1
2021년01월_남_총인구수,"213,745","2,612","3,486","2,575","1,740","3,909","6,197","19,230","9,387","6,223","6,293","11,751","5,223","2,969","9,953","7,958","7,665","3,977","8,119","6,646","7,413","14,878","6,940","5,712","6,232","1,390","11,425","19,177","14,665"
2021년01월_남_연령구간인구수,"213,745","2,612","3,486","2,575","1,740","3,909","6,197","19,230","9,387","6,223","6,293","11,751","5,223","2,969","9,953","7,958","7,665","3,977","8,119","6,646","7,413","14,878","6,940","5,712","6,232","1,390","11,425","19,177","14,665"
2021년01월_남_0~9세,"17,014",107,140,140,45,288,223,"1,343",880,253,450,"1,121",207,267,772,524,558,167,451,225,541,"1,278",620,334,232,34,"1,403","2,072","2,339"
2021년01월_남_10~19세,"22,568",109,227,169,54,293,350,"2,032","1,159",473,760,"1,287",366,264,860,"1,005",755,340,723,440,940,"2,521",952,554,459,93,"1,303","2,110","1,970"
2021년01월_남_20~29세,"32,900",427,700,475,246,463,"1,129","3,812","1,323",942,"1,056","1,623",705,398,"1,324","1,296","1,344",613,"1,244",838,"1,307","2,563","1,098",977,"1,025",143,"1,508","2,708","1,613"
2021년01월_남_30~39세,"28,855",535,452,416,252,557,"1,002","2,510","1,078",782,738,"1,843",548,418,"1,498",837,"1,057",426,990,710,892,"1,406",831,679,813,126,"1,816","3,134","2,509"
2021년01월_남_40~49세,"33,830",376,473,427,247,619,933,"2,793","1,415",882,883,"1,989",706,503,"1,515","1,142","1,178",555,"1,141",861,"1,180","2,495","1,055",850,825,147,"2,049","3,385","3,206"
2021년01월_남_50~59세,"35,182",391,503,371,334,635,"1,037","3,177","1,461","1,115","1,050","1,810",928,480,"1,621","1,433","1,178",690,"1,418","1,315","1,367","2,771","1,137","1,087","1,164",306,"1,736","2,912","1,755"
2021년01월_남_60~69세,"25,534",373,495,306,303,514,823,"2,136","1,249",967,856,"1,262",947,328,"1,352","1,076",920,585,"1,225","1,341",750,"1,153",774,774,"1,059",301,"1,015","1,801",849
2021년01월_남_70~79세,"13,230",212,328,193,183,406,503,"1,089",638,592,367,641,603,240,753,476,471,447,706,670,336,471,344,356,487,160,444,794,320
2021년01월_남_80~89세,"4,269",73,151,74,65,126,186,312,170,208,124,155,197,68,238,157,184,140,208,225,92,196,120,93,157,73,141,240,96
2021년01월_남_90~99세,352,7,16,4,10,8,11,26,14,9,8,19,13,3,18,12,20,14,13,21,8,24,9,8,11,7,10,21,8
2021년01월_남_100세 이상,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"216,771","2,424","3,371","2,335","1,527","3,974","5,657","19,292","10,108","6,135","6,809","12,033","5,466","3,005","10,302","8,347","8,405","3,958","8,219","7,224","6,934","15,571","7,160","5,574","6,518","1,263","11,176","19,010","14,974"
2021년01월_여_연령구간인구수,"216,771","2,424","3,371","2,335","1,527","3,974","5,657","19,292","10,108","6,135","6,809","12,033","5,466","3,005","10,302","8,347","8,405","3,958","8,219","7,224","6,934","15,571","7,160","5,574","6,518","1,263","11,176","19,010","14,974"
2021년01월_여_0~9세,"16,333",120,130,123,38,256,221,"1,303",875,310,449,"1,079",194,276,784,575,554,129,448,234,461,"1,161",578,327,272,38,"1,299","1,906","2,193"
2021년01월_여_10~19세,"20,261",89,241,137,64,267,333,"1,759","1,117",457,660,"1,089",308,262,745,916,716,306,654,416,759,"2,153",785,493,362,50,"1,232","2,039","1,852"
2021년01월_여_20~29세,"29,460",534,656,439,266,447,"1,097","3,402","1,228",829,884,"1,458",649,337,"1,177","1,131","1,268",519,"1,085",798,"1,012","2,208",894,863,924,104,"1,280","2,485","1,486"
2021년01월_여_30~39세,"26,704",444,327,299,158,549,721,"2,207","1,203",590,749,"1,791",449,398,"1,365",795,934,351,821,591,814,"1,561",853,590,672,88,"1,767","2,869","2,748"
2021년01월_여_40~49세,"33,604",243,417,303,152,538,653,"2,819","1,689",776,"1,012","1,911",597,437,"1,385","1,319","1,222",497,"1,078",766,"1,260","3,260","1,240",809,775,100,"2,006","3,256","3,084"
2021년01월_여_50~59세,"36,703",302,469,309,237,603,871,"3,518","1,650","1,059","1,296","2,074",904,437,"1,766","1,610","1,435",709,"1,506","1,343","1,291","2,842","1,341","1,066","1,321",239,"1,623","2,971","1,911"
2021년01월_여_60~69세,"28,072",322,507,331,276,650,843,"2,367","1,415","1,127","1,003","1,540","1,130",419,"1,569","1,102","1,167",718,"1,428","1,435",738,"1,189",771,762,"1,090",265,979,"1,903","1,026"
2021년01월_여_70~79세,"16,297",245,415,268,205,466,601,"1,290",635,652,463,716,784,277,942,573,724,483,794,976,386,712,419,439,635,211,555,990,441
2021년01월_여_80~89세,"7,838",106,181,109,97,157,263,539,241,292,243,317,370,131,479,278,330,203,332,570,176,421,233,185,398,135,363,494,195
2021년01월_여_90~99세,"1,388",15,26,11,30,35,46,85,51,40,48,56,71,29,80,47,54,40,69,87,37,62,43,34,67,29,66,93,37
2021년01월_여_100세 이상,111,4,2,6,4,6,8,3,4,3,2,2,10,2,10,1,1,3,4,8,0,2,3,6,2,4,6,4,1
2021년02월_계_총인구수,"430,209","5,002","6,826","4,917","3,250","7,932","12,022","38,415","19,433","12,323","13,053","23,719","10,672","5,950","20,832","16,275","16,000","7,911","16,315","13,807","14,354","30,308","14,054","11,246","12,715","2,639","22,574","38,121","29,544"
2021년02월_계_연령구간인구수,"430,209","5,002","6,826","4,917","3,250","7,932","12,022","38,415","19,433","12,323","13,053","23,719","10,672","5,950","20,832","16,275","16,000","7,911","16,315","13,807","14,354","30,308","14,054","11,246","12,715","2,639","22,574","38,121","29,544"
2021년02월_계_0~9세,"33,213",219,265,265,80,534,464,"2,648","1,732",554,905,"2,180",398,537,"1,614","1,105","1,100",296,899,455,992,"2,412","1,177",663,505,70,"2,698","3,947","4,499"
2021년02월_계_10~19세,"42,674",195,462,302,116,561,685,"3,783","2,279",930,"1,413","2,351",673,526,"1,670","1,891","1,446",642,"1,366",836,"1,699","4,645","1,733","1,035",811,134,"2,548","4,150","3,792"
2021년02월_계_20~29세,"62,074",955,"1,341",928,498,974,"2,288","7,141","2,497","1,751","1,908","3,074","1,340",720,"2,575","2,429","2,592","1,117","2,323","1,604","2,311","4,727","1,979","1,806","1,915",247,"2,751","5,190","3,093"
2021년02월_계_30~39세,"55,497",967,781,709,414,"1,114","1,773","4,710","2,258","1,355","1,477","3,610",993,811,"2,979","1,617","2,000",782,"1,814","1,300","1,692","2,944","1,688","1,288","1,488",218,"3,564","5,973","5,178"
2021년02월_계_40~49세,"67,451",617,884,733,393,"1,149","1,598","5,605","3,117","1,656","1,885","3,888","1,295",948,"2,995","2,462","2,380","1,042","2,204","1,618","2,452","5,720","2,297","1,640","1,604",234,"4,074","6,651","6,310"
2021년02월_계_50~59세,"71,778",689,975,675,567,"1,222","1,911","6,652","3,110","2,176","2,322","3,885","1,826",921,"3,469","3,029","2,593","1,404","2,911","2,640","2,655","5,613","2,451","2,161","2,461",541,"3,345","5,884","3,690"
2021년02월_계_60~69세,"53,863",696,"1,001",639,581,"1,175","1,681","4,518","2,683","2,091","1,876","2,811","2,082",747,"2,978","2,189","2,093","1,300","2,653","2,781","1,506","2,355","1,564","1,532","2,169",575,"2,003","3,699","1,885"
2021년02월_계_70~79세,"29,539",458,740,462,389,868,"1,102","2,371","1,273","1,246",839,"1,358","1,401",507,"1,710","1,054","1,195",924,"1,510","1,642",722,"1,179",759,792,"1,123",369,"1,001","1,783",762
2021년02월_계_80~89세,"12,243",178,332,183,165,284,455,875,414,512,365,482,563,200,732,441,523,348,547,817,279,623,350,280,558,210,508,727,292
2021년02월_계_90~99세,"1,752",22,42,15,42,44,56,108,66,49,61,77,88,31,98,57,77,53,84,106,46,88,53,43,79,37,76,113,41
2021년02월_계_100세 이상,125,6,3,6,5,7,9,4,4,3,2,3,13,2,12,1,1,3,4,8,0,2,3,6,2,4,6,4,2
2021년02월_남_총인구수,"213,621","2,592","3,478","2,581","1,727","3,928","6,280","19,189","9,366","6,214","6,265","11,714","5,190","2,968","10,248","7,943","7,625","3,968","8,085","6,621","7,445","14,839","6,909","5,690","6,218","1,379","11,422","19,139","14,598"
2021년02월_남_연령구간인구수,"213,621","2,592","3,478","2,581","1,727","3,928","6,280","19,189","9,366","6,214","6,265","11,714","5,190","2,968","10,248","7,943","7,625","3,968","8,085","6,621","7,445","14,839","6,909","5,690","6,218","1,379","11,422","19,139","14,598"
2021년02월_남_0~9세,"16,976",104,136,141,43,283,231,"1,343",877,251,455,"1,118",206,267,796,534,557,169,453,223,537,"1,273",606,329,236,32,"1,404","2,053","2,319"
2021년02월_남_10~19세,"22,479",109,228,164,53,291,350,"2,033","1,162",472,756,"1,269",363,259,898,988,745,337,712,431,952,"2,514",947,550,450,87,"1,310","2,101","1,948"
2021년02월_남_20~29세,"32,753",419,696,481,235,489,"1,162","3,777","1,293",934,"1,037","1,616",690,399,"1,368","1,294","1,329",604,"1,234",826,"1,306","2,561","1,082",965,"1,007",141,"1,486","2,719","1,603"
2021년02월_남_30~39세,"28,863",525,450,416,251,561,"1,027","2,522","1,070",779,729,"1,836",541,414,"1,563",831,"1,070",429,991,709,885,"1,384",834,691,817,129,"1,801","3,130","2,478"
2021년02월_남_40~49세,"33,812",376,469,430,244,620,942,"2,789","1,423",871,880,"1,979",699,510,"1,558","1,141","1,159",551,"1,124",852,"1,196","2,476","1,058",841,827,139,"2,067","3,380","3,211"
2021년02월_남_50~59세,"35,139",386,513,370,333,623,"1,032","3,151","1,463","1,121","1,035","1,815",920,481,"1,657","1,420","1,169",694,"1,417","1,308","1,369","2,772","1,128","1,095","1,158",303,"1,732","2,912","1,762"
2021년02월_남_60~69세,"25,670",378,491,306,308,522,835,"2,142","1,256",975,866,"1,258",955,330,"1,382","1,084",915,585,"1,219","1,352",758,"1,166",782,763,"1,062",308,"1,023","1,793",856
2021년02월_남_70~79세,"13,239",213,328,195,184,403,503,"1,085",637,588,375,641,606,237,758,478,475,443,710,668,336,468,342,354,492,159,446,794,321
2021년02월_남_80~89세,"4,332",73,150,74,65,127,187,322,172,214,123,161,192,68,247,162,186,143,212,232,98,201,122,95,158,74,144,237,93
2021년02월_남_90~99세,347,7,16,4,10,9,11,25,13,9,8,20,15,3,19,11,20,13,13,20,8,24,8,7,11,7,9,20,7
2021년02월_남_100세 이상,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"216,588","2,410","3,348","2,336","1,523","4,004","5,742","19,226","10,067","6,109","6,788","12,005","5,482","2,982","10,584","8,332","8,375","3,943","8,230","7,186","6,909","15,469","7,145","5,556","6,497","1,260","11,152","18,982","14,946"
2021년02월_여_연령구간인구수,"216,588","2,410","3,348","2,336","1,523","4,004","5,742","19,226","10,067","6,109","6,788","12,005","5,482","2,982","10,584","8,332","8,375","3,943","8,230","7,186","6,909","15,469","7,145","5,556","6,497","1,260","11,152","18,982","14,946"
2021년02월_여_0~9세,"16,237",115,129,124,37,251,233,"1,305",855,303,450,"1,062",192,270,818,571,543,127,446,232,455,"1,139",571,334,269,38,"1,294","1,894","2,180"
2021년02월_여_10~19세,"20,195",86,234,138,63,270,335,"1,750","1,117",458,657,"1,082",310,267,772,903,701,305,654,405,747,"2,131",786,485,361,47,"1,238","2,049","1,844"
2021년02월_여_20~29세,"29,321",536,645,447,263,485,"1,126","3,364","1,204",817,871,"1,458",650,321,"1,207","1,135","1,263",513,"1,089",778,"1,005","2,166",897,841,908,106,"1,265","2,471","1,490"
2021년02월_여_30~39세,"26,634",442,331,293,163,553,746,"2,188","1,188",576,748,"1,774",452,397,"1,416",786,930,353,823,591,807,"1,560",854,597,671,89,"1,763","2,843","2,700"
2021년02월_여_40~49세,"33,639",241,415,303,149,529,656,"2,816","1,694",785,"1,005","1,909",596,438,"1,437","1,321","1,221",491,"1,080",766,"1,256","3,244","1,239",799,777,95,"2,007","3,271","3,099"
2021년02월_여_50~59세,"36,639",303,462,305,234,599,879,"3,501","1,647","1,055","1,287","2,070",906,440,"1,812","1,609","1,424",710,"1,494","1,332","1,286","2,841","1,323","1,066","1,303",238,"1,613","2,972","1,928"
2021년02월_여_60~69세,"28,193",318,510,333,273,653,846,"2,376","1,427","1,116","1,010","1,553","1,127",417,"1,596","1,105","1,178",715,"1,434","1,429",748,"1,189",782,769,"1,107",267,980,"1,906","1,029"
2021년02월_여_70~79세,"16,300",245,412,267,205,465,599,"1,286",636,658,464,717,795,270,952,576,720,481,800,974,386,711,417,438,631,210,555,989,441
2021년02월_여_80~89세,"7,911",105,182,109,100,157,268,553,242,298,242,321,371,132,485,279,337,205,335,585,181,422,228,185,400,136,364,490,199
2021년02월_여_90~99세,"1,405",15,26,11,32,35,45,83,53,40,53,57,73,28,79,46,57,40,71,86,38,64,45,36,68,30,67,93,34
2021년02월_여_100세 이상,114,4,2,6,4,7,9,4,4,3,1,2,10,2,10,1,1,3,4,8,0,2,3,6,2,4,6,4,2
2021년03월_계_총인구수,"429,600","4,976","6,820","4,900","3,228","7,945","12,048","38,443","19,400","12,246","13,040","23,687","10,639","5,923","21,036","16,235","15,951","7,884","16,243","13,737","14,302","30,240","14,059","11,222","12,676","2,628","22,557","38,011","29,524"
2021년03월_계_연령구간인구수,"429,600","4,976","6,820","4,900","3,228","7,945","12,048","38,443","19,400","12,246","13,040","23,687","10,639","5,923","21,036","16,235","15,951","7,884","16,243","13,737","14,302","30,240","14,059","11,222","12,676","2,628","22,557","38,011","29,524"
2021년03월_계_0~9세,"33,089",222,265,266,82,533,457,"2,621","1,729",548,914,"2,174",398,532,"1,644","1,112","1,089",288,882,455,984,"2,410","1,166",650,520,66,"2,688","3,911","4,483"
2021년03월_계_10~19세,"42,434",190,462,306,112,564,682,"3,781","2,276",914,"1,416","2,324",666,529,"1,675","1,883","1,434",630,"1,335",825,"1,662","4,595","1,744","1,040",802,128,"2,536","4,133","3,790"
2021년03월_계_20~29세,"62,000",945,"1,337",923,503,978,"2,317","7,162","2,487","1,738","1,881","3,071","1,334",709,"2,605","2,417","2,583","1,126","2,343","1,589","2,305","4,727","1,967","1,789","1,895",247,"2,750","5,173","3,099"
2021년03월_계_30~39세,"55,320",972,772,713,407,"1,113","1,768","4,724","2,247","1,346","1,478","3,595",983,800,"3,023","1,599","2,015",766,"1,779","1,280","1,686","2,943","1,687","1,274","1,477",214,"3,555","5,937","5,167"
2021년03월_계_40~49세,"67,267",615,885,725,392,"1,160","1,603","5,608","3,109","1,637","1,889","3,888","1,294",945,"3,015","2,454","2,346","1,026","2,200","1,605","2,444","5,667","2,292","1,643","1,586",234,"4,073","6,621","6,311"
2021년03월_계_50~59세,"71,631",677,987,663,561,"1,217","1,900","6,651","3,102","2,157","2,303","3,884","1,823",919,"3,486","3,009","2,591","1,400","2,898","2,627","2,649","5,635","2,450","2,147","2,449",535,"3,342","5,893","3,676"
2021년03월_계_60~69세,"54,129",692,993,643,576,"1,180","1,696","4,540","2,692","2,101","1,885","2,814","2,079",749,"3,021","2,202","2,094","1,311","2,657","2,782","1,522","2,373","1,588","1,558","2,175",580,"2,017","3,711","1,898"
2021년03월_계_70~79세,"29,535",459,745,461,385,857,"1,107","2,357","1,273","1,242",841,"1,371","1,392",504,"1,707","1,059","1,187",927,"1,517","1,641",722,"1,175",758,789,"1,128",371,997,"1,794",769
2021년03월_계_80~89세,"12,326",179,330,179,163,296,455,885,420,510,365,485,578,203,746,444,533,353,545,822,280,626,348,280,566,213,519,717,286
2021년03월_계_90~99세,"1,766",22,42,17,42,44,56,112,62,50,67,78,83,31,100,55,77,54,84,103,48,86,57,47,78,36,75,117,43
2021년03월_계_100세 이상,103,3,2,4,5,3,7,2,3,3,1,3,9,2,14,1,2,3,3,8,0,3,2,5,0,4,5,4,2
2021년03월_남_총인구수,"213,257","2,571","3,486","2,579","1,704","3,926","6,299","19,181","9,345","6,170","6,261","11,684","5,181","2,957","10,345","7,905","7,589","3,945","8,049","6,590","7,406","14,797","6,906","5,682","6,203","1,380","11,398","19,107","14,611"
2021년03월_남_연령구간인구수,"213,257","2,571","3,486","2,579","1,704","3,926","6,299","19,181","9,345","6,170","6,261","11,684","5,181","2,957","10,345","7,905","7,589","3,945","8,049","6,590","7,406","14,797","6,906","5,682","6,203","1,380","11,398","19,107","14,611"
2021년03월_남_0~9세,"16,935",107,136,143,45,283,231,"1,319",877,250,467,"1,115",201,266,814,532,550,170,443,226,532,"1,265",601,327,246,30,"1,403","2,042","2,314"
2021년03월_남_10~19세,"22,366",109,232,166,50,296,350,"2,020","1,161",465,755,"1,245",366,260,902,982,743,330,698,426,930,"2,489",956,550,446,82,"1,297","2,097","1,963"
2021년03월_남_20~29세,"32,704",409,695,482,234,486,"1,182","3,774","1,284",925,"1,026","1,617",693,395,"1,376","1,291","1,319",605,"1,240",816,"1,305","2,563","1,079",954,991,147,"1,488","2,730","1,598"
2021년03월_남_30~39세,"28,735",520,451,419,244,556,"1,024","2,532","1,065",769,729,"1,821",538,405,"1,582",814,"1,075",417,976,695,883,"1,386",824,685,812,128,"1,788","3,119","2,478"
2021년03월_남_40~49세,"33,729",374,466,421,242,628,942,"2,805","1,418",858,885,"1,981",696,509,"1,577","1,131","1,150",544,"1,120",844,"1,187","2,461","1,056",848,822,135,"2,065","3,349","3,215"
2021년03월_남_50~59세,"35,063",382,524,365,328,616,"1,029","3,154","1,456","1,116","1,015","1,818",920,481,"1,662","1,417","1,161",689,"1,419","1,307","1,366","2,768","1,123","1,088","1,151",302,"1,730","2,917","1,759"
2021년03월_남_60~69세,"25,783",374,489,312,305,524,841,"2,146","1,263",978,873,"1,257",951,332,"1,404","1,089",910,592,"1,216","1,357",766,"1,172",793,772,"1,069",312,"1,020","1,801",865
2021년03월_남_70~79세,"13,237",214,327,195,182,396,505,"1,080",636,585,378,645,609,237,755,479,472,440,711,666,333,468,344,357,494,161,449,797,322
2021년03월_남_80~89세,"4,348",72,149,71,63,133,183,324,172,215,123,164,192,69,251,160,188,146,213,234,96,203,121,93,162,76,150,235,90
2021년03월_남_90~99세,349,8,17,5,10,8,12,27,13,9,10,20,14,3,20,10,20,12,13,19,8,22,9,8,10,7,8,20,7
2021년03월_남_100세 이상,8,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"216,343","2,405","3,334","2,321","1,524","4,019","5,749","19,262","10,055","6,076","6,779","12,003","5,458","2,966","10,691","8,330","8,362","3,939","8,194","7,147","6,896","15,443","7,153","5,540","6,473","1,248","11,159","18,904","14,913"
2021년03월_여_연령구간인구수,"216,343","2,405","3,334","2,321","1,524","4,019","5,749","19,262","10,055","6,076","6,779","12,003","5,458","2,966","10,691","8,330","8,362","3,939","8,194","7,147","6,896","15,443","7,153","5,540","6,473","1,248","11,159","18,904","14,913"
2021년03월_여_0~9세,"16,154",115,129,123,37,250,226,"1,302",852,298,447,"1,059",197,266,830,580,539,118,439,229,452,"1,145",565,323,274,36,"1,285","1,869","2,169"
2021년03월_여_10~19세,"20,068",81,230,140,62,268,332,"1,761","1,115",449,661,"1,079",300,269,773,901,691,300,637,399,732,"2,106",788,490,356,46,"1,239","2,036","1,827"
2021년03월_여_20~29세,"29,296",536,642,441,269,492,"1,135","3,388","1,203",813,855,"1,454",641,314,"1,229","1,126","1,264",521,"1,103",773,"1,000","2,164",888,835,904,100,"1,262","2,443","1,501"
2021년03월_여_30~39세,"26,585",452,321,294,163,557,744,"2,192","1,182",577,749,"1,774",445,395,"1,441",785,940,349,803,585,803,"1,557",863,589,665,86,"1,767","2,818","2,689"
2021년03월_여_40~49세,"33,538",241,419,304,150,532,661,"2,803","1,691",779,"1,004","1,907",598,436,"1,438","1,323","1,196",482,"1,080",761,"1,257","3,206","1,236",795,764,99,"2,008","3,272","3,096"
2021년03월_여_50~59세,"36,568",295,463,298,233,601,871,"3,497","1,646","1,041","1,288","2,066",903,438,"1,824","1,592","1,430",711,"1,479","1,320","1,283","2,867","1,327","1,059","1,298",233,"1,612","2,976","1,917"
2021년03월_여_60~69세,"28,346",318,504,331,271,656,855,"2,394","1,429","1,123","1,012","1,557","1,128",417,"1,617","1,113","1,184",719,"1,441","1,425",756,"1,201",795,786,"1,106",268,997,"1,910","1,033"
2021년03월_여_70~79세,"16,298",245,418,266,203,461,602,"1,277",637,657,463,726,783,267,952,580,715,487,806,975,389,707,414,432,634,210,548,997,447
2021년03월_여_80~89세,"7,978",107,181,108,100,163,272,561,248,295,242,321,386,134,495,284,345,207,332,588,184,423,227,187,404,137,369,482,196
2021년03월_여_90~99세,"1,417",14,25,12,32,36,44,85,49,41,57,58,69,28,80,45,57,42,71,84,40,64,48,39,68,29,67,97,36
2021년03월_여_100세 이상,95,1,2,4,4,3,7,2,3,3,1,2,8,2,12,1,1,3,3,8,0,3,2,5,0,4,5,4,2
2021년04월_계_총인구수,"429,159","4,966","6,800","4,877","3,205","7,902","12,048","38,439","19,440","12,189","13,014","23,651","10,606","5,890","21,033","16,202","15,930","7,870","16,199","13,682","14,236","30,216","14,060","11,171","12,681","2,616","22,568","37,932","29,736"
2021년04월_계_연령구간인구수,"429,159","4,966","6,800","4,877","3,205","7,902","12,048","38,439","19,440","12,189","13,014","23,651","10,606","5,890","21,033","16,202","15,930","7,870","16,199","13,682","14,236","30,216","14,060","11,171","12,681","2,616","22,568","37,932","29,736"
2021년04월_계_0~9세,"32,880",226,265,264,79,528,451,"2,619","1,717",548,914,"2,159",396,524,"1,662","1,095","1,064",280,867,449,968,"2,381","1,159",642,520,67,"2,675","3,901","4,460"
2021년04월_계_10~19세,"42,288",188,458,305,111,552,687,"3,767","2,286",884,"1,413","2,313",657,521,"1,660","1,884","1,432",629,"1,339",812,"1,655","4,599","1,744","1,027",796,127,"2,525","4,118","3,799"
2021년04월_계_20~29세,"61,955",958,"1,326",916,494,987,"2,304","7,167","2,499","1,736","1,878","3,069","1,324",710,"2,598","2,396","2,577","1,140","2,321","1,581","2,281","4,716","1,968","1,766","1,900",248,"2,750","5,143","3,202"
2021년04월_계_30~39세,"55,205",959,786,704,418,"1,104","1,773","4,730","2,254","1,333","1,470","3,568",979,798,"3,018","1,594","1,995",751,"1,758","1,279","1,683","2,955","1,695","1,266","1,477",219,"3,530","5,891","5,218"
2021년04월_계_40~49세,"67,113",617,864,721,385,"1,148","1,599","5,611","3,112","1,634","1,880","3,891","1,272",929,"3,018","2,460","2,350","1,026","2,199","1,586","2,415","5,640","2,282","1,635","1,576",230,"4,095","6,602","6,336"
2021년04월_계_50~59세,"71,512",673,983,658,559,"1,206","1,903","6,631","3,102","2,135","2,292","3,892","1,836",914,"3,480","3,001","2,591","1,383","2,900","2,606","2,650","5,625","2,447","2,139","2,431",523,"3,344","5,889","3,719"
2021년04월_계_60~69세,"54,368",682,984,647,568,"1,179","1,710","4,554","2,695","2,108","1,884","2,811","2,085",749,"3,036","2,206","2,113","1,320","2,659","2,808","1,519","2,410","1,601","1,569","2,194",578,"2,041","3,755","1,903"
2021년04월_계_70~79세,"29,557",455,757,457,381,851,"1,101","2,358","1,283","1,248",847,"1,378","1,387",505,"1,696","1,067","1,190",931,"1,517","1,626",734,"1,168",754,791,"1,135",370,"1,003","1,798",769
2021년04월_계_80~89세,"12,394",183,332,184,165,299,461,883,425,510,367,488,578,206,748,444,540,352,554,819,280,632,349,284,573,214,523,714,287
2021년04월_계_90~99세,"1,782",22,43,17,40,45,52,117,64,50,68,79,83,32,104,54,75,55,82,108,51,85,59,47,79,36,76,117,42
2021년04월_계_100세 이상,105,3,2,4,5,3,7,2,3,3,1,3,9,2,13,1,3,3,3,8,0,5,2,5,0,4,6,4,1
2021년04월_남_총인구수,"213,032","2,561","3,473","2,560","1,693","3,899","6,317","19,170","9,361","6,137","6,257","11,672","5,164","2,941","10,339","7,878","7,591","3,929","8,024","6,572","7,372","14,778","6,902","5,658","6,206","1,367","11,382","19,097","14,732"
2021년04월_남_연령구간인구수,"213,032","2,561","3,473","2,560","1,693","3,899","6,317","19,170","9,361","6,137","6,257","11,672","5,164","2,941","10,339","7,878","7,591","3,929","8,024","6,572","7,372","14,778","6,902","5,658","6,206","1,367","11,382","19,097","14,732"
2021년04월_남_0~9세,"16,836",109,136,142,44,280,225,"1,312",874,255,469,"1,106",203,262,827,520,541,162,436,226,525,"1,240",597,322,247,30,"1,390","2,049","2,307"
2021년04월_남_10~19세,"22,278",106,230,165,48,292,353,"2,007","1,158",452,757,"1,242",355,257,889,980,740,333,699,420,925,"2,504",956,542,441,81,"1,288","2,090","1,968"
2021년04월_남_20~29세,"32,653",417,684,473,236,494,"1,182","3,783","1,291",919,"1,024","1,613",691,395,"1,368","1,278","1,320",608,"1,226",812,"1,290","2,553","1,072",942,994,147,"1,476","2,712","1,653"
2021년04월_남_30~39세,"28,718",509,464,413,245,551,"1,025","2,532","1,073",767,730,"1,814",534,402,"1,577",819,"1,061",408,965,696,892,"1,391",834,677,807,130,"1,781","3,100","2,521"
2021년04월_남_40~49세,"33,662",376,459,416,239,617,944,"2,817","1,420",851,879,"1,981",687,499,"1,581","1,135","1,160",543,"1,117",839,"1,168","2,448","1,054",849,822,133,"2,072","3,343","3,213"
