카테고리,광주광역시 동구,광주광역시 동구 충장동,광주광역시 동구 동명동,광주광역시 동구 계림1동,광주광역시 동구 계림2동,광주광역시 동구 산수1동,광주광역시 동구 산수2동,광주광역시 동구 지산1동,광주광역시 동구 지산2동,광주광역시 동구 서남동,광주광역시 동구 학동,광주광역시 동구 학운동,광주광역시 동구 지원1동,광주광역시 동구 지원2동
2021년09월_남_연령구간인구수,"51,073","2,337","1,979","5,682","4,732","4,296","5,048","2,159","2,359","1,655","3,710","5,431","3,808","7,877"
2021년09월_남_0~9세,"3,777",40,40,482,548,275,304,102,116,37,376,285,277,895
2021년09월_남_10~19세,"3,722",61,103,316,447,327,391,162,196,57,268,472,331,591
2021년09월_남_20~29세,"7,682",470,411,746,583,644,667,479,521,486,500,695,472,"1,008"
2021년09월_남_30~39세,"6,963",347,271,"1,019",690,546,551,265,221,211,487,537,486,"1,332"
2021년09월_남_40~49세,"7,334",307,260,832,730,637,720,293,297,204,578,666,561,"1,249"
2021년09월_남_50~59세,"7,681",358,259,923,629,716,842,296,375,216,567,833,589,"1,078"
2021년09월_남_60~69세,"7,119",398,282,769,525,592,791,280,298,217,473,899,590,"1,005"
2021년09월_남_70~79세,"4,538",260,207,435,372,376,507,184,197,148,315,642,376,519
2021년09월_남_80~89세,"2,049",85,134,145,190,169,255,90,122,71,131,355,116,186
2021년09월_남_90~99세,200,11,12,15,17,14,20,5,16,7,15,45,10,13
2021년09월_남_100세 이상,8,0,0,0,1,0,0,3,0,1,0,2,0,1
2021년09월_여_총인구수,"52,471","2,235","1,942","5,271","4,998","4,296","5,350","2,111","2,252","1,441","4,083","6,065","4,056","8,371"
2021년09월_여_연령구간인구수,"52,471","2,235","1,942","5,271","4,998","4,296","5,350","2,111","2,252","1,441","4,083","6,065","4,056","8,371"
2021년09월_여_0~9세,"3,534",26,51,466,494,242,294,69,81,44,346,284,243,894
2021년09월_여_10~19세,"3,549",77,89,297,406,300,385,163,160,74,277,429,303,589
2021년09월_여_20~29세,"7,294",731,407,683,489,521,646,416,411,431,550,610,455,944
2021년09월_여_30~39세,"6,509",285,189,853,691,528,531,187,193,145,548,508,479,"1,372"
2021년09월_여_40~49세,"6,691",177,223,702,769,540,655,248,270,113,518,744,509,"1,223"
2021년09월_여_50~59세,"7,860",262,244,765,660,722,881,312,355,156,608,958,664,"1,273"
2021년09월_여_60~69세,"7,964",342,292,751,639,639,932,312,322,214,574,"1,134",706,"1,107"
2021년09월_여_70~79세,"5,716",208,291,489,542,503,670,244,283,165,437,841,450,593
2021년09월_여_80~89세,"2,846",107,127,212,271,259,312,134,151,85,201,472,206,309
2021년09월_여_90~99세,481,19,27,48,36,39,41,22,25,13,23,83,40,65
2021년09월_여_100세 이상,27,1,2,5,1,3,3,4,1,1,1,2,1,2
2021년10월_계_총인구수,"103,443","4,607","3,913","10,976","9,723","8,591","10,426","4,271","4,613","3,085","7,750","11,454","7,843","16,191"
2021년10월_계_연령구간인구수,"103,443","4,607","3,913","10,976","9,723","8,591","10,426","4,271","4,613","3,085","7,750","11,454","7,843","16,191"
2021년10월_계_0~9세,"7,284",67,89,965,"1,040",509,597,169,200,77,717,565,518,"1,771"
2021년10월_계_10~19세,"7,250",131,190,607,842,629,788,325,355,131,537,896,639,"1,180"
2021년10월_계_20~29세,"14,937","1,228",826,"1,423","1,078","1,174","1,308",886,935,921,"1,035","1,296",919,"1,908"
2021년10월_계_30~39세,"13,443",647,463,"1,878","1,370","1,062","1,087",458,410,348,"1,031","1,034",958,"2,697"
2021년10월_계_40~49세,"13,993",488,476,"1,535","1,508","1,185","1,375",543,570,316,"1,082","1,396","1,058","2,461"
2021년10월_계_50~59세,"15,545",613,499,"1,685","1,277","1,445","1,726",612,735,378,"1,171","1,781","1,253","2,370"
2021년10월_계_60~69세,"15,111",743,573,"1,523","1,175","1,233","1,725",583,622,427,"1,047","2,035","1,305","2,120"
2021년10월_계_70~79세,"10,229",469,499,928,916,869,"1,179",426,479,307,751,"1,484",818,"1,104"
2021년10월_계_80~89세,"4,935",190,259,365,462,427,577,234,266,158,340,834,325,498
2021년10월_계_90~99세,682,30,37,62,53,55,61,28,40,20,38,129,49,80
2021년10월_계_100세 이상,34,1,2,5,2,3,3,7,1,2,1,4,1,2
2021년10월_남_총인구수,"51,016","2,355","1,971","5,693","4,732","4,303","5,058","2,161","2,357","1,650","3,680","5,407","3,790","7,859"
2021년10월_남_연령구간인구수,"51,016","2,355","1,971","5,693","4,732","4,303","5,058","2,161","2,357","1,650","3,680","5,407","3,790","7,859"
2021년10월_남_0~9세,"3,762",41,38,490,547,277,304,100,116,34,369,284,278,884
2021년10월_남_10~19세,"3,709",58,97,313,444,324,392,161,197,58,268,473,331,593
2021년10월_남_20~29세,"7,668",485,416,745,587,648,668,475,522,489,492,691,468,982
2021년10월_남_30~39세,"6,948",353,275,"1,021",689,539,554,269,220,207,485,527,476,"1,333"
2021년10월_남_40~49세,"7,319",309,256,837,734,645,719,293,295,201,560,658,557,"1,255"
2021년10월_남_50~59세,"7,701",358,257,920,622,725,844,300,377,221,570,830,588,"1,089"
2021년10월_남_60~69세,"7,115",397,281,772,529,589,785,280,299,215,470,898,592,"1,008"
2021년10월_남_70~79세,"4,525",257,206,437,373,375,512,181,197,143,318,638,373,515
2021년10월_남_80~89세,"2,060",86,134,144,188,166,259,93,118,74,134,361,117,186
2021년10월_남_90~99세,202,11,11,14,18,15,21,6,16,7,14,45,10,14
2021년10월_남_100세 이상,7,0,0,0,1,0,0,3,0,1,0,2,0,0
2021년10월_여_총인구수,"52,427","2,252","1,942","5,283","4,991","4,288","5,368","2,110","2,256","1,435","4,070","6,047","4,053","8,332"
2021년10월_여_연령구간인구수,"52,427","2,252","1,942","5,283","4,991","4,288","5,368","2,110","2,256","1,435","4,070","6,047","4,053","8,332"
2021년10월_여_0~9세,"3,522",26,51,475,493,232,293,69,84,43,348,281,240,887
2021년10월_여_10~19세,"3,541",73,93,294,398,305,396,164,158,73,269,423,308,587
2021년10월_여_20~29세,"7,269",743,410,678,491,526,640,411,413,432,543,605,451,926
2021년10월_여_30~39세,"6,495",294,188,857,681,523,533,189,190,141,546,507,482,"1,364"
2021년10월_여_40~49세,"6,674",179,220,698,774,540,656,250,275,115,522,738,501,"1,206"
2021년10월_여_50~59세,"7,844",255,242,765,655,720,882,312,358,157,601,951,665,"1,281"
2021년10월_여_60~69세,"7,996",346,292,751,646,644,940,303,323,212,577,"1,137",713,"1,112"
2021년10월_여_70~79세,"5,704",212,293,491,543,494,667,245,282,164,433,846,445,589
2021년10월_여_80~89세,"2,875",104,125,221,274,261,318,141,148,84,206,473,208,312
2021년10월_여_90~99세,480,19,26,48,35,40,40,22,24,13,24,84,39,66
2021년10월_여_100세 이상,27,1,2,5,1,3,3,4,1,1,1,2,1,2
2021년11월_계_총인구수,"103,396","4,626","3,896","10,989","9,760","8,570","10,465","4,271","4,606","3,072","7,730","11,455","7,823","16,133"
2021년11월_계_연령구간인구수,"103,396","4,626","3,896","10,989","9,760","8,570","10,465","4,271","4,606","3,072","7,730","11,455","7,823","16,133"
2021년11월_계_0~9세,"7,261",64,88,970,"1,042",503,602,172,196,76,716,563,512,"1,757"
2021년11월_계_10~19세,"7,268",127,189,612,837,631,786,333,354,136,540,903,643,"1,177"
2021년11월_계_20~29세,"14,853","1,249",826,"1,413","1,079","1,166","1,298",877,925,912,"1,020","1,288",903,"1,897"
2021년11월_계_30~39세,"13,441",644,460,"1,886","1,394","1,049","1,104",459,413,346,"1,032","1,029",961,"2,664"
2021년11월_계_40~49세,"14,023",497,475,"1,537","1,508","1,195","1,381",550,574,314,"1,083","1,398","1,057","2,454"
2021년11월_계_50~59세,"15,506",606,498,"1,691","1,283","1,434","1,732",607,727,379,"1,161","1,781","1,248","2,359"
2021년11월_계_60~69세,"15,151",743,569,"1,527","1,178","1,231","1,735",580,629,425,"1,050","2,041","1,307","2,136"
2021년11월_계_70~79세,"10,235",474,496,934,917,872,"1,179",422,479,305,752,"1,480",817,"1,108"
2021년11월_계_80~89세,"4,948",191,259,356,466,432,583,237,267,156,334,842,324,501
2021년11월_계_90~99세,682,30,36,61,54,54,62,27,41,21,42,126,50,78
2021년11월_계_100세 이상,28,1,0,2,2,3,3,7,1,2,0,4,1,2
2021년11월_남_총인구수,"51,002","2,368","1,965","5,711","4,746","4,292","5,084","2,154","2,351","1,641","3,683","5,401","3,784","7,822"
2021년11월_남_연령구간인구수,"51,002","2,368","1,965","5,711","4,746","4,292","5,084","2,154","2,351","1,641","3,683","5,401","3,784","7,822"
2021년11월_남_0~9세,"3,752",37,39,493,554,273,307,103,112,34,370,284,276,870
2021년11월_남_10~19세,"3,715",60,96,316,431,323,394,167,198,61,267,478,332,592
2021년11월_남_20~29세,"7,639",491,419,745,596,643,662,466,516,488,497,685,460,971
2021년11월_남_30~39세,"6,947",358,274,"1,028",695,534,565,267,221,204,483,520,479,"1,319"
2021년11월_남_40~49세,"7,335",314,254,838,738,651,727,294,297,194,561,659,560,"1,248"
2021년11월_남_50~59세,"7,677",355,256,921,622,718,847,299,372,222,567,833,583,"1,082"
2021년11월_남_60~69세,"7,118",397,279,775,527,587,789,276,301,211,472,895,593,"1,016"
2021년11월_남_70~79세,"4,547",258,204,441,373,379,512,182,199,146,319,640,372,522
2021년11월_남_80~89세,"2,066",88,133,140,191,168,259,92,119,73,133,362,119,189
2021년11월_남_90~99세,199,10,11,14,18,16,22,5,16,7,14,43,10,13
2021년11월_남_100세 이상,7,0,0,0,1,0,0,3,0,1,0,2,0,0
2021년11월_여_총인구수,"52,394","2,258","1,931","5,278","5,014","4,278","5,381","2,117","2,255","1,431","4,047","6,054","4,039","8,311"
2021년11월_여_연령구간인구수,"52,394","2,258","1,931","5,278","5,014","4,278","5,381","2,117","2,255","1,431","4,047","6,054","4,039","8,311"
2021년11월_여_0~9세,"3,509",27,49,477,488,230,295,69,84,42,346,279,236,887
2021년11월_여_10~19세,"3,553",67,93,296,406,308,392,166,156,75,273,425,311,585
2021년11월_여_20~29세,"7,214",758,407,668,483,523,636,411,409,424,523,603,443,926
2021년11월_여_30~39세,"6,494",286,186,858,699,515,539,192,192,142,549,509,482,"1,345"
2021년11월_여_40~49세,"6,688",183,221,699,770,544,654,256,277,120,522,739,497,"1,206"
2021년11월_여_50~59세,"7,829",251,242,770,661,716,885,308,355,157,594,948,665,"1,277"
2021년11월_여_60~69세,"8,033",346,290,752,651,644,946,304,328,214,578,"1,146",714,"1,120"
2021년11월_여_70~79세,"5,688",216,292,493,544,493,667,240,280,159,433,840,445,586
2021년11월_여_80~89세,"2,882",103,126,216,275,264,324,145,148,83,201,480,205,312
2021년11월_여_90~99세,483,20,25,47,36,38,40,22,25,14,28,83,40,65
2021년11월_여_100세 이상,21,1,0,2,1,3,3,4,1,1,0,2,1,2
2021년12월_계_총인구수,"103,470","4,642","3,890","11,009","9,818","8,579","10,501","4,249","4,567","3,056","7,724","11,445","7,833","16,157"
2021년12월_계_연령구간인구수,"103,470","4,642","3,890","11,009","9,818","8,579","10,501","4,249","4,567","3,056","7,724","11,445","7,833","16,157"
2021년12월_계_0~9세,"7,294",65,88,983,"1,061",499,604,168,186,78,725,567,517,"1,753"
2021년12월_계_10~19세,"7,263",133,184,604,836,636,792,325,350,132,542,904,646,"1,179"
2021년12월_계_20~29세,"14,859","1,270",829,"1,417","1,090","1,166","1,309",882,917,901,"1,022","1,266",891,"1,899"
2021년12월_계_30~39세,"13,419",658,462,"1,865","1,408","1,059","1,106",455,408,346,"1,021","1,031",953,"2,647"
2021년12월_계_40~49세,"14,115",490,476,"1,562","1,520","1,193","1,391",547,566,318,"1,092","1,408","1,074","2,478"
2021년12월_계_50~59세,"15,475",601,489,"1,696","1,282","1,438","1,728",611,728,379,"1,149","1,766","1,248","2,360"
2021년12월_계_60~69세,"15,134",736,565,"1,528","1,177","1,233","1,736",576,627,420,"1,043","2,044","1,309","2,140"
2021년12월_계_70~79세,"10,228",472,502,925,920,863,"1,183",417,474,306,753,"1,481",817,"1,115"
2021년12월_계_80~89세,"4,976",187,259,365,466,435,586,241,269,155,333,846,328,506
2021년12월_계_90~99세,688,29,36,62,56,54,64,27,41,19,44,128,50,78
2021년12월_계_100세 이상,19,1,0,2,2,3,2,0,1,2,0,4,0,2
2021년12월_남_총인구수,"51,046","2,362","1,965","5,725","4,774","4,300","5,100","2,146","2,333","1,632","3,673","5,394","3,793","7,849"
2021년12월_남_연령구간인구수,"51,046","2,362","1,965","5,725","4,774","4,300","5,100","2,146","2,333","1,632","3,673","5,394","3,793","7,849"
2021년12월_남_0~9세,"3,775",40,39,502,565,269,309,101,108,35,371,287,280,869
2021년12월_남_10~19세,"3,709",63,94,311,434,329,397,162,193,57,265,475,335,594
2021년12월_남_20~29세,"7,640",490,417,748,598,643,663,471,512,487,503,675,454,979
2021년12월_남_30~39세,"6,925",360,278,"1,014",700,538,566,265,224,201,472,521,474,"1,312"
2021년12월_남_40~49세,"7,394",306,259,854,746,652,732,295,294,196,565,661,569,"1,265"
2021년12월_남_50~59세,"7,666",353,253,923,622,719,845,299,371,223,561,828,586,"1,083"
2021년12월_남_60~69세,"7,112",395,275,775,526,593,788,273,298,211,469,893,595,"1,021"
2021년12월_남_70~79세,"4,550",258,208,438,372,374,519,181,198,143,320,645,370,524
2021년12월_남_80~89세,"2,074",87,131,146,192,168,259,94,120,72,132,363,120,190
2021년12월_남_90~99세,197,10,11,14,18,15,22,5,15,6,15,44,10,12
2021년12월_남_100세 이상,4,0,0,0,1,0,0,0,0,1,0,2,0,0
2021년12월_여_총인구수,"52,424","2,280","1,925","5,284","5,044","4,279","5,401","2,103","2,234","1,424","4,051","6,051","4,040","8,308"
2021년12월_여_연령구간인구수,"52,424","2,280","1,925","5,284","5,044","4,279","5,401","2,103","2,234","1,424","4,051","6,051","4,040","8,308"
2021년12월_여_0~9세,"3,519",25,49,481,496,230,295,67,78,43,354,280,237,884
2021년12월_여_10~19세,"3,554",70,90,293,402,307,395,163,157,75,277,429,311,585
2021년12월_여_20~29세,"7,219",780,412,669,492,523,646,411,405,414,519,591,437,920
2021년12월_여_30~39세,"6,494",298,184,851,708,521,540,190,184,145,549,510,479,"1,335"
2021년12월_여_40~49세,"6,721",184,217,708,774,541,659,252,272,122,527,747,505,"1,213"
2021년12월_여_50~59세,"7,809",248,236,773,660,719,883,312,357,156,588,938,662,"1,277"
2021년12월_여_60~69세,"8,022",341,290,753,651,640,948,303,329,209,574,"1,151",714,"1,119"
2021년12월_여_70~79세,"5,678",214,294,487,548,489,664,236,276,163,433,836,447,591
2021년12월_여_80~89세,"2,902",100,128,219,274,267,327,147,149,83,201,483,208,316
2021년12월_여_90~99세,491,19,25,48,38,39,42,22,26,13,29,84,40,66
2021년12월_여_100세 이상,15,1,0,2,1,3,2,0,1,1,0,2,0,2
