카테고리,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2021년10월_계_총인구수,"2,945,009","142,618","61,977","406,789","389,926","518,662","488,092","294,852","552,338","69,351","20,404"
2021년10월_계_연령구간인구수,"2,945,009","142,618","61,977","406,789","389,926","518,662","488,092","294,852","552,338","69,351","20,404"
2021년10월_계_0~9세,"219,048","11,700","3,536","26,242","37,431","38,604","30,760","17,340","49,318","3,226",891
2021년10월_계_10~19세,"271,373","13,031","4,948","31,590","43,158","48,711","41,725","25,653","56,911","4,539","1,107"
2021년10월_계_20~29세,"392,367","18,895","6,440","56,946","51,020","69,073","67,793","42,481","72,018","5,114","2,587"
2021년10월_계_30~39세,"401,716","21,787","6,866","55,659","56,811","69,347","66,143","37,626","80,455","5,198","1,824"
2021년10월_계_40~49세,"480,366","25,069","9,758","63,403","68,930","86,830","75,090","44,549","96,774","7,631","2,332"
2021년10월_계_50~59세,"510,057","21,011","9,990","67,233","65,084","89,012","88,253","59,457","94,869","11,655","3,493"
2021년10월_계_60~69세,"395,798","17,102","10,451","58,727","42,662","70,324","69,949","43,000","64,007","15,205","4,371"
2021년10월_계_70~79세,"178,951","9,366","6,546","31,164","15,818","31,293","31,555","15,729","25,133","9,980","2,367"
2021년10월_계_80~89세,"81,974","3,979","2,972","13,712","7,594","13,325","14,560","7,780","10,995","5,904","1,153"
2021년10월_계_90~99세,"12,848",654,440,"2,028","1,369","2,060","2,163","1,206","1,780",881,267
2021년10월_계_100세 이상,511,24,30,85,49,83,101,31,78,18,12
2021년10월_남_총인구수,"1,474,536","74,127","31,266","204,898","193,568","257,616","240,990","146,853","278,877","34,698","11,643"
2021년10월_남_연령구간인구수,"1,474,536","74,127","31,266","204,898","193,568","257,616","240,990","146,853","278,877","34,698","11,643"
2021년10월_남_0~9세,"112,362","6,026","1,854","13,401","19,094","19,895","15,696","8,826","25,426","1,692",452
2021년10월_남_10~19세,"139,509","6,695","2,553","16,314","22,128","24,937","21,670","13,121","29,164","2,321",606
2021년10월_남_20~29세,"204,435","9,713","3,485","29,961","26,511","35,679","34,721","22,280","37,250","2,940","1,895"
2021년10월_남_30~39세,"207,990","11,859","3,695","29,986","27,913","35,792","34,165","19,666","41,068","2,709","1,137"
2021년10월_남_40~49세,"246,041","13,664","5,255","33,560","33,889","44,254","37,915","22,262","49,643","4,132","1,467"
2021년10월_남_50~59세,"254,827","11,663","5,329","33,933","32,041","43,901","43,020","28,887","47,986","6,020","2,047"
2021년10월_남_60~69세,"196,006","8,582","5,066","28,075","21,836","33,969","34,044","21,881","32,603","7,581","2,369"
2021년10월_남_70~79세,"81,965","4,323","2,881","14,157","7,331","14,211","14,306","7,142","11,702","4,740","1,172"
2021년10월_남_80~89세,"28,577","1,446","1,037","5,021","2,536","4,582","4,980","2,525","3,666","2,344",440
2021년10월_남_90~99세,"2,706",147,104,463,281,385,454,256,346,215,55
2021년10월_남_100세 이상,118,9,7,27,8,11,19,7,23,4,3
2021년10월_여_총인구수,"1,470,473","68,491","30,711","201,891","196,358","261,046","247,102","147,999","273,461","34,653","8,761"
2021년10월_여_연령구간인구수,"1,470,473","68,491","30,711","201,891","196,358","261,046","247,102","147,999","273,461","34,653","8,761"
2021년10월_여_0~9세,"106,686","5,674","1,682","12,841","18,337","18,709","15,064","8,514","23,892","1,534",439
2021년10월_여_10~19세,"131,864","6,336","2,395","15,276","21,030","23,774","20,055","12,532","27,747","2,218",501
2021년10월_여_20~29세,"187,932","9,182","2,955","26,985","24,509","33,394","33,072","20,201","34,768","2,174",692
2021년10월_여_30~39세,"193,726","9,928","3,171","25,673","28,898","33,555","31,978","17,960","39,387","2,489",687
2021년10월_여_40~49세,"234,325","11,405","4,503","29,843","35,041","42,576","37,175","22,287","47,131","3,499",865
2021년10월_여_50~59세,"255,230","9,348","4,661","33,300","33,043","45,111","45,233","30,570","46,883","5,635","1,446"
2021년10월_여_60~69세,"199,792","8,520","5,385","30,652","20,826","36,355","35,905","21,119","31,404","7,624","2,002"
2021년10월_여_70~79세,"96,986","5,043","3,665","17,007","8,487","17,082","17,249","8,587","13,431","5,240","1,195"
2021년10월_여_80~89세,"53,397","2,533","1,935","8,691","5,058","8,743","9,580","5,255","7,329","3,560",713
2021년10월_여_90~99세,"10,142",507,336,"1,565","1,088","1,675","1,709",950,"1,434",666,212
2021년10월_여_100세 이상,393,15,23,58,41,72,82,24,55,14,9
2021년11월_계_총인구수,"2,946,319","143,052","61,716","407,010","389,638","518,372","487,201","295,462","553,962","69,502","20,404"
2021년11월_계_연령구간인구수,"2,946,319","143,052","61,716","407,010","389,638","518,372","487,201","295,462","553,962","69,502","20,404"
2021년11월_계_0~9세,"218,194","11,683","3,507","26,150","37,234","38,300","30,554","17,343","49,328","3,217",878
2021년11월_계_10~19세,"271,348","13,076","4,910","31,561","43,166","48,705","41,625","25,561","57,100","4,539","1,105"
2021년11월_계_20~29세,"391,498","18,876","6,407","56,897","50,769","68,884","67,444","42,455","72,070","5,120","2,576"
2021년11월_계_30~39세,"401,742","21,872","6,819","55,652","56,595","69,191","66,058","37,936","80,585","5,189","1,845"
2021년11월_계_40~49세,"480,658","25,146","9,701","63,484","68,948","86,796","74,961","44,532","97,117","7,638","2,335"
2021년11월_계_50~59세,"510,589","21,131","9,958","67,331","65,166","89,040","88,117","59,480","95,185","11,712","3,469"
2021년11월_계_60~69세,"397,525","17,216","10,455","58,851","42,851","70,574","70,117","43,344","64,425","15,298","4,394"
2021년11월_계_70~79세,"179,068","9,358","6,517","31,187","15,849","31,336","31,516","15,764","25,220","9,956","2,365"
2021년11월_계_80~89세,"82,331","4,020","2,974","13,796","7,636","13,387","14,575","7,811","11,054","5,925","1,153"
2021년11월_계_90~99세,"12,928",652,448,"2,029","1,375","2,084","2,160","1,210","1,809",890,271
2021년11월_계_100세 이상,438,22,20,72,49,75,74,26,69,18,13
2021년11월_남_총인구수,"1,475,245","74,366","31,120","205,009","193,434","257,523","240,572","147,171","279,621","34,782","11,647"
2021년11월_남_연령구간인구수,"1,475,245","74,366","31,120","205,009","193,434","257,523","240,572","147,171","279,621","34,782","11,647"
2021년11월_남_0~9세,"111,933","6,035","1,838","13,358","18,994","19,764","15,577","8,818","25,418","1,686",445
2021년11월_남_10~19세,"139,487","6,719","2,533","16,303","22,123","24,936","21,623","13,061","29,262","2,323",604
2021년11월_남_20~29세,"204,050","9,717","3,461","29,953","26,392","35,603","34,537","22,312","37,243","2,941","1,891"
2021년11월_남_30~39세,"208,043","11,896","3,661","29,969","27,810","35,723","34,148","19,847","41,120","2,712","1,157"
2021년11월_남_40~49세,"246,215","13,698","5,223","33,608","33,867","44,226","37,860","22,265","49,877","4,121","1,470"
2021년11월_남_50~59세,"255,055","11,727","5,322","33,991","32,131","43,913","42,957","28,853","48,086","6,048","2,027"
2021년11월_남_60~69세,"196,854","8,642","5,064","28,117","21,911","34,114","34,110","22,056","32,805","7,651","2,384"
2021년11월_남_70~79세,"82,068","4,317","2,869","14,182","7,351","14,238","14,299","7,162","11,753","4,728","1,169"
2021년11월_남_80~89세,"28,725","1,459","1,039","5,052","2,560","4,598","4,996","2,538","3,691","2,354",438
2021년11월_남_90~99세,"2,718",147,106,455,286,398,453,253,347,214,59
2021년11월_남_100세 이상,97,9,4,21,9,10,12,6,19,4,3
2021년11월_여_총인구수,"1,471,074","68,686","30,596","202,001","196,204","260,849","246,629","148,291","274,341","34,720","8,757"
2021년11월_여_연령구간인구수,"1,471,074","68,686","30,596","202,001","196,204","260,849","246,629","148,291","274,341","34,720","8,757"
2021년11월_여_0~9세,"106,261","5,648","1,669","12,792","18,240","18,536","14,977","8,525","23,910","1,531",433
2021년11월_여_10~19세,"131,861","6,357","2,377","15,258","21,043","23,769","20,002","12,500","27,838","2,216",501
2021년11월_여_20~29세,"187,448","9,159","2,946","26,944","24,377","33,281","32,907","20,143","34,827","2,179",685
2021년11월_여_30~39세,"193,699","9,976","3,158","25,683","28,785","33,468","31,910","18,089","39,465","2,477",688
2021년11월_여_40~49세,"234,443","11,448","4,478","29,876","35,081","42,570","37,101","22,267","47,240","3,517",865
2021년11월_여_50~59세,"255,534","9,404","4,636","33,340","33,035","45,127","45,160","30,627","47,099","5,664","1,442"
2021년11월_여_60~69세,"200,671","8,574","5,391","30,734","20,940","36,460","36,007","21,288","31,620","7,647","2,010"
2021년11월_여_70~79세,"97,000","5,041","3,648","17,005","8,498","17,098","17,217","8,602","13,467","5,228","1,196"
2021년11월_여_80~89세,"53,606","2,561","1,935","8,744","5,076","8,789","9,579","5,273","7,363","3,571",715
2021년11월_여_90~99세,"10,210",505,342,"1,574","1,089","1,686","1,707",957,"1,462",676,212
2021년11월_여_100세 이상,341,13,16,51,40,65,62,20,50,14,10
2021년12월_계_총인구수,"2,948,375","143,633","61,486","407,464","389,644","518,272","486,765","295,696","555,380","69,693","20,342"
2021년12월_계_연령구간인구수,"2,948,375","143,633","61,486","407,464","389,644","518,272","486,765","295,696","555,380","69,693","20,342"
2021년12월_계_0~9세,"217,384","11,661","3,473","26,104","37,087","38,030","30,404","17,269","49,272","3,204",880
2021년12월_계_10~19세,"271,131","13,147","4,905","31,520","43,121","48,654","41,454","25,481","57,186","4,566","1,097"
2021년12월_계_20~29세,"391,051","18,940","6,381","56,905","50,625","68,723","67,235","42,409","72,140","5,129","2,564"
2021년12월_계_30~39세,"402,091","21,991","6,750","55,834","56,494","69,084","66,031","38,076","80,789","5,201","1,841"
2021년12월_계_40~49세,"481,066","25,234","9,698","63,525","69,025","86,799","74,842","44,577","97,411","7,661","2,294"
2021년12월_계_50~59세,"510,969","21,230","9,953","67,377","65,224","89,137","87,957","59,417","95,472","11,745","3,457"
2021년12월_계_60~69세,"399,128","17,316","10,397","59,014","43,076","70,806","70,399","43,573","64,760","15,383","4,404"
2021년12월_계_70~79세,"179,244","9,371","6,487","31,167","15,856","31,394","31,540","15,806","25,323","9,939","2,361"
2021년12월_계_80~89세,"82,853","4,047","2,980","13,915","7,694","13,473","14,661","7,840","11,136","5,950","1,157"
2021년12월_계_90~99세,"13,041",672,450,"2,042","1,393","2,100","2,171","1,221","1,821",898,273
2021년12월_계_100세 이상,417,24,12,61,49,72,71,27,70,17,14
2021년12월_남_총인구수,"1,476,373","74,679","30,998","205,283","193,417","257,468","240,348","147,316","280,398","34,868","11,598"
2021년12월_남_연령구간인구수,"1,476,373","74,679","30,998","205,283","193,417","257,468","240,348","147,316","280,398","34,868","11,598"
2021년12월_남_0~9세,"111,554","6,036","1,815","13,331","18,925","19,613","15,515","8,785","25,406","1,680",448
2021년12월_남_10~19세,"139,390","6,750","2,538","16,291","22,084","24,923","21,521","13,029","29,309","2,342",603
2021년12월_남_20~29세,"203,834","9,750","3,459","29,929","26,341","35,526","34,420","22,286","37,300","2,948","1,875"
2021년12월_남_30~39세,"208,279","11,967","3,619","30,089","27,787","35,645","34,130","19,935","41,250","2,699","1,158"
2021년12월_남_40~49세,"246,522","13,752","5,214","33,688","33,867","44,284","37,815","22,298","50,035","4,132","1,437"
2021년12월_남_50~59세,"255,130","11,757","5,308","34,022","32,151","43,945","42,854","28,800","48,218","6,057","2,018"
2021년12월_남_60~69세,"197,657","8,713","5,030","28,194","22,017","34,212","34,261","22,170","32,976","7,693","2,391"
2021년12월_남_70~79세,"82,211","4,315","2,869","14,161","7,356","14,265","14,337","7,198","11,814","4,733","1,163"
2021년12월_남_80~89세,"28,963","1,477","1,035","5,106","2,597","4,647","5,025","2,547","3,725","2,362",442
2021년12월_남_90~99세,"2,749",154,108,458,283,399,458,262,349,218,60
2021년12월_남_100세 이상,84,8,3,14,9,9,12,6,16,4,3
2021년12월_여_총인구수,"1,472,002","68,954","30,488","202,181","196,227","260,804","246,417","148,380","274,982","34,825","8,744"
2021년12월_여_연령구간인구수,"1,472,002","68,954","30,488","202,181","196,227","260,804","246,417","148,380","274,982","34,825","8,744"
2021년12월_여_0~9세,"105,830","5,625","1,658","12,773","18,162","18,417","14,889","8,484","23,866","1,524",432
2021년12월_여_10~19세,"131,741","6,397","2,367","15,229","21,037","23,731","19,933","12,452","27,877","2,224",494
2021년12월_여_20~29세,"187,217","9,190","2,922","26,976","24,284","33,197","32,815","20,123","34,840","2,181",689
2021년12월_여_30~39세,"193,812","10,024","3,131","25,745","28,707","33,439","31,901","18,141","39,539","2,502",683
2021년12월_여_40~49세,"234,544","11,482","4,484","29,837","35,158","42,515","37,027","22,279","47,376","3,529",857
2021년12월_여_50~59세,"255,839","9,473","4,645","33,355","33,073","45,192","45,103","30,617","47,254","5,688","1,439"
2021년12월_여_60~69세,"201,471","8,603","5,367","30,820","21,059","36,594","36,138","21,403","31,784","7,690","2,013"
2021년12월_여_70~79세,"97,033","5,056","3,618","17,006","8,500","17,129","17,203","8,608","13,509","5,206","1,198"
2021년12월_여_80~89세,"53,890","2,570","1,945","8,809","5,097","8,826","9,636","5,293","7,411","3,588",715
2021년12월_여_90~99세,"10,292",518,342,"1,584","1,110","1,701","1,713",959,"1,472",680,213
2021년12월_여_100세 이상,333,16,9,47,40,63,59,21,54,13,11
