카테고리,전라남도 완도군,전라남도 완도군 완도읍,전라남도 완도군 금일읍,전라남도 완도군 노화읍,전라남도 완도군 노화읍넙도출장소,전라남도 완도군 군외면,전라남도 완도군 신지면,전라남도 완도군 고금면,전라남도 완도군 약산면,전라남도 완도군 청산면,전라남도 완도군 청산면모도출장소,전라남도 완도군 소안면,전라남도 완도군 금당면,전라남도 완도군 보길면,전라남도 완도군 생일면
2021년10월_계_총인구수,"48,861","18,001","3,657","4,303",777,"3,166","3,362","4,161","2,295","2,069",217,"2,445",976,"2,624",808
2021년10월_계_연령구간인구수,"48,861","18,001","3,657","4,303",777,"3,166","3,362","4,161","2,295","2,069",217,"2,445",976,"2,624",808
2021년10월_계_0~9세,"2,942","1,384",198,291,49,85,129,173,113,61,4,133,41,241,40
2021년10월_계_10~19세,"3,509","1,682",195,395,48,123,194,262,95,86,9,134,49,212,25
2021년10월_계_20~29세,"3,610","1,820",199,269,40,178,191,249,127,126,8,128,64,149,62
2021년10월_계_30~39세,"3,651","1,655",276,338,72,147,203,223,105,122,4,166,57,230,53
2021년10월_계_40~49세,"5,987","2,622",413,570,113,314,349,411,197,185,24,269,97,337,86
2021년10월_계_50~59세,"7,885","3,062",560,637,119,527,575,610,384,354,37,335,157,396,132
2021년10월_계_60~69세,"8,728","2,911",737,657,156,719,641,702,487,427,37,464,172,458,160
2021년10월_계_70~79세,"7,340","1,853",614,638,138,625,592,851,457,370,46,481,177,353,145
2021년10월_계_80~89세,"4,566",879,415,448,40,393,434,602,289,289,39,292,139,218,89
2021년10월_계_90~99세,626,128,50,59,1,54,53,76,40,48,8,42,22,30,15
2021년10월_계_100세 이상,17,5,0,1,1,1,1,2,1,1,1,1,1,0,1
2021년10월_남_총인구수,"24,606","9,070","1,854","2,151",425,"1,588","1,712","2,043","1,172","1,012",115,"1,209",486,"1,341",428
2021년10월_남_연령구간인구수,"24,606","9,070","1,854","2,151",425,"1,588","1,712","2,043","1,172","1,012",115,"1,209",486,"1,341",428
2021년10월_남_0~9세,"1,515",741,95,137,23,50,58,83,70,29,3,62,18,124,22
2021년10월_남_10~19세,"1,832",870,98,219,27,61,95,131,44,49,5,70,30,117,16
2021년10월_남_20~29세,"2,121","1,035",121,160,25,98,131,155,81,72,8,76,35,85,39
2021년10월_남_30~39세,"1,973",825,161,191,48,94,114,129,57,75,2,94,34,119,30
2021년10월_남_40~49세,"3,497","1,366",273,332,81,200,216,247,135,109,17,180,64,212,65
2021년10월_남_50~59세,"4,435","1,637",329,360,66,303,337,364,227,213,24,196,89,217,73
2021년10월_남_60~69세,"4,369","1,428",366,336,75,358,332,347,246,218,22,229,94,235,83
2021년10월_남_70~79세,"3,287",853,274,274,67,298,262,365,212,151,24,189,79,169,70
2021년10월_남_80~89세,"1,451",284,128,136,13,120,153,206,91,84,10,102,38,58,28
2021년10월_남_90~99세,124,31,9,6,0,6,14,16,9,11,0,10,5,5,2
2021년10월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년10월_여_총인구수,"24,255","8,931","1,803","2,152",352,"1,578","1,650","2,118","1,123","1,057",102,"1,236",490,"1,283",380
2021년10월_여_연령구간인구수,"24,255","8,931","1,803","2,152",352,"1,578","1,650","2,118","1,123","1,057",102,"1,236",490,"1,283",380
2021년10월_여_0~9세,"1,427",643,103,154,26,35,71,90,43,32,1,71,23,117,18
2021년10월_여_10~19세,"1,677",812,97,176,21,62,99,131,51,37,4,64,19,95,9
2021년10월_여_20~29세,"1,489",785,78,109,15,80,60,94,46,54,0,52,29,64,23
2021년10월_여_30~39세,"1,678",830,115,147,24,53,89,94,48,47,2,72,23,111,23
2021년10월_여_40~49세,"2,490","1,256",140,238,32,114,133,164,62,76,7,89,33,125,21
2021년10월_여_50~59세,"3,450","1,425",231,277,53,224,238,246,157,141,13,139,68,179,59
2021년10월_여_60~69세,"4,359","1,483",371,321,81,361,309,355,241,209,15,235,78,223,77
2021년10월_여_70~79세,"4,053","1,000",340,364,71,327,330,486,245,219,22,292,98,184,75
2021년10월_여_80~89세,"3,115",595,287,312,27,273,281,396,198,205,29,190,101,160,61
2021년10월_여_90~99세,502,97,41,53,1,48,39,60,31,37,8,32,17,25,13
2021년10월_여_100세 이상,15,5,0,1,1,1,1,2,1,0,1,0,1,0,1
2021년11월_계_총인구수,"48,770","17,987","3,639","4,307",771,"3,152","3,340","4,152","2,292","2,071",218,"2,439",975,"2,615",812
2021년11월_계_연령구간인구수,"48,770","17,987","3,639","4,307",771,"3,152","3,340","4,152","2,292","2,071",218,"2,439",975,"2,615",812
2021년11월_계_0~9세,"2,914","1,377",196,292,45,86,122,172,111,61,4,130,40,239,39
2021년11월_계_10~19세,"3,506","1,687",190,395,49,120,189,261,97,87,9,132,50,214,26
2021년11월_계_20~29세,"3,586","1,811",199,270,41,176,190,247,127,124,8,126,63,143,61
2021년11월_계_30~39세,"3,642","1,658",275,338,68,145,202,221,104,121,4,166,58,230,52
2021년11월_계_40~49세,"5,944","2,615",409,567,114,311,338,402,197,188,24,267,94,331,87
2021년11월_계_50~59세,"7,883","3,054",553,637,119,529,579,615,384,348,38,338,159,396,134
2021년11월_계_60~69세,"8,737","2,910",739,663,155,711,640,709,488,429,36,467,170,461,159
2021년11월_계_70~79세,"7,327","1,861",608,635,138,628,591,843,450,374,47,479,177,350,146
2021년11월_계_80~89세,"4,580",879,421,449,40,392,431,604,293,286,39,293,141,220,92
2021년11월_계_90~99세,633,130,49,60,1,53,57,75,40,52,8,40,22,31,15
2021년11월_계_100세 이상,18,5,0,1,1,1,1,3,1,1,1,1,1,0,1
2021년11월_남_총인구수,"24,537","9,051","1,842","2,150",420,"1,584","1,701","2,030","1,167","1,017",115,"1,210",485,"1,335",430
2021년11월_남_연령구간인구수,"24,537","9,051","1,842","2,150",420,"1,584","1,701","2,030","1,167","1,017",115,"1,210",485,"1,335",430
2021년11월_남_0~9세,"1,504",739,95,137,21,50,56,83,68,29,3,60,18,123,22
2021년11월_남_10~19세,"1,826",868,97,217,27,60,91,129,47,51,5,71,30,117,16
2021년11월_남_20~29세,"2,100","1,030",121,160,25,96,128,152,80,72,8,72,36,82,38
2021년11월_남_30~39세,"1,966",827,160,189,45,92,117,126,57,74,2,94,34,120,29
2021년11월_남_40~49세,"3,471","1,363",269,331,82,200,208,242,132,111,17,181,60,209,66
2021년11월_남_50~59세,"4,434","1,632",325,360,66,305,339,364,227,211,24,198,91,217,75
2021년11월_남_60~69세,"4,371","1,425",365,339,75,355,336,355,244,218,21,229,92,234,83
2021년11월_남_70~79세,"3,276",854,272,274,66,298,260,358,208,154,25,190,80,169,68
2021년11월_남_80~89세,"1,462",282,130,137,13,121,152,205,95,84,10,104,39,59,31
2021년11월_남_90~99세,125,31,8,6,0,7,14,16,9,12,0,10,5,5,2
2021년11월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년11월_여_총인구수,"24,233","8,936","1,797","2,157",351,"1,568","1,639","2,122","1,125","1,054",103,"1,229",490,"1,280",382
2021년11월_여_연령구간인구수,"24,233","8,936","1,797","2,157",351,"1,568","1,639","2,122","1,125","1,054",103,"1,229",490,"1,280",382
2021년11월_여_0~9세,"1,410",638,101,155,24,36,66,89,43,32,1,70,22,116,17
2021년11월_여_10~19세,"1,680",819,93,178,22,60,98,132,50,36,4,61,20,97,10
2021년11월_여_20~29세,"1,486",781,78,110,16,80,62,95,47,52,0,54,27,61,23
2021년11월_여_30~39세,"1,676",831,115,149,23,53,85,95,47,47,2,72,24,110,23
2021년11월_여_40~49세,"2,473","1,252",140,236,32,111,130,160,65,77,7,86,34,122,21
2021년11월_여_50~59세,"3,449","1,422",228,277,53,224,240,251,157,137,14,140,68,179,59
2021년11월_여_60~69세,"4,366","1,485",374,324,80,356,304,354,244,211,15,238,78,227,76
2021년11월_여_70~79세,"4,051","1,007",336,361,72,330,331,485,242,220,22,289,97,181,78
2021년11월_여_80~89세,"3,118",597,291,312,27,271,279,399,198,202,29,189,102,161,61
2021년11월_여_90~99세,508,99,41,54,1,46,43,59,31,40,8,30,17,26,13
2021년11월_여_100세 이상,16,5,0,1,1,1,1,3,1,0,1,0,1,0,1
2021년12월_계_총인구수,"48,631","17,987","3,629","4,277",761,"3,137","3,312","4,151","2,279","2,059",221,"2,436",969,"2,603",810
2021년12월_계_연령구간인구수,"48,631","17,987","3,629","4,277",761,"3,137","3,312","4,151","2,279","2,059",221,"2,436",969,"2,603",810
2021년12월_계_0~9세,"2,887","1,375",195,287,43,82,120,170,108,60,4,128,40,236,39
2021년12월_계_10~19세,"3,490","1,682",188,395,49,117,185,261,97,86,9,131,47,218,25
2021년12월_계_20~29세,"3,562","1,804",195,266,40,174,188,244,128,123,8,126,66,140,60
2021년12월_계_30~39세,"3,611","1,663",271,330,64,142,195,224,104,118,5,164,57,222,52
2021년12월_계_40~49세,"5,916","2,613",410,563,113,305,333,397,197,188,24,266,91,328,88
2021년12월_계_50~59세,"7,871","3,063",553,631,117,525,572,618,379,344,37,341,159,398,134
2021년12월_계_60~69세,"8,737","2,903",737,664,158,717,645,707,486,429,39,467,168,461,156
2021년12월_계_70~79세,"7,319","1,873",609,636,137,623,587,840,449,370,47,477,176,349,146
2021년12월_계_80~89세,"4,589",878,423,442,39,400,427,608,291,288,39,294,143,222,95
2021년12월_계_90~99세,633,128,48,62,1,51,59,79,39,52,8,41,22,29,14
2021년12월_계_100세 이상,16,5,0,1,0,1,1,3,1,1,1,1,0,0,1
2021년12월_남_총인구수,"24,475","9,059","1,835","2,137",418,"1,572","1,687","2,030","1,158","1,008",118,"1,211",482,"1,328",432
2021년12월_남_연령구간인구수,"24,475","9,059","1,835","2,137",418,"1,572","1,687","2,030","1,158","1,008",118,"1,211",482,"1,328",432
2021년12월_남_0~9세,"1,497",738,96,137,21,47,55,85,66,29,3,59,18,121,22
2021년12월_남_10~19세,"1,815",868,96,215,27,58,89,127,46,51,5,71,28,118,16
2021년12월_남_20~29세,"2,096","1,030",120,159,24,96,129,150,80,72,8,73,38,79,38
2021년12월_남_30~39세,"1,947",824,156,187,44,89,111,130,58,72,3,93,33,118,29
2021년12월_남_40~49세,"3,451","1,365",268,330,83,198,207,235,131,110,18,180,57,203,66
2021년12월_남_50~59세,"4,432","1,639",323,354,64,300,337,368,225,207,23,201,93,222,76
2021년12월_남_60~69세,"4,365","1,417",366,339,77,358,336,355,241,219,23,228,91,233,82
2021년12월_남_70~79세,"3,276",865,272,274,66,296,257,357,208,151,25,188,78,170,69
2021년12월_남_80~89세,"1,470",282,131,136,12,123,151,207,94,84,10,107,41,60,32
2021년12월_남_90~99세,124,31,7,6,0,7,15,16,9,12,0,10,5,4,2
2021년12월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년12월_여_총인구수,"24,156","8,928","1,794","2,140",343,"1,565","1,625","2,121","1,121","1,051",103,"1,225",487,"1,275",378
2021년12월_여_연령구간인구수,"24,156","8,928","1,794","2,140",343,"1,565","1,625","2,121","1,121","1,051",103,"1,225",487,"1,275",378
2021년12월_여_0~9세,"1,390",637,99,150,22,35,65,85,42,31,1,69,22,115,17
2021년12월_여_10~19세,"1,675",814,92,180,22,59,96,134,51,35,4,60,19,100,9
2021년12월_여_20~29세,"1,466",774,75,107,16,78,59,94,48,51,0,53,28,61,22
2021년12월_여_30~39세,"1,664",839,115,143,20,53,84,94,46,46,2,71,24,104,23
2021년12월_여_40~49세,"2,465","1,248",142,233,30,107,126,162,66,78,6,86,34,125,22
2021년12월_여_50~59세,"3,439","1,424",230,277,53,225,235,250,154,137,14,140,66,176,58
2021년12월_여_60~69세,"4,372","1,486",371,325,81,359,309,352,245,210,16,239,77,228,74
2021년12월_여_70~79세,"4,043","1,008",337,362,71,327,330,483,241,219,22,289,98,179,77
2021년12월_여_80~89세,"3,119",596,292,306,27,277,276,401,197,204,29,187,102,162,63
2021년12월_여_90~99세,509,97,41,56,1,44,44,63,30,40,8,31,17,25,12
2021년12월_여_100세 이상,14,5,0,1,0,1,1,3,1,0,1,0,0,0,1
