카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동,경상북도 경주시 문무대왕면
2021년03월_남_30~39세,"13,392",190,937,387,"1,472",270,295,155,62,83,"1,480",213,320,279,305,740,163,756,253,"1,618","1,519","1,241",582,72,
2021년03월_남_40~49세,"19,005",381,"1,727",608,"1,723",244,419,234,112,171,"1,856",408,407,348,413,974,278,"1,218",402,"2,089","2,387","1,777",716,113,
2021년03월_남_50~59세,"24,140",558,"2,587",891,"2,336",387,746,485,305,327,"1,793",696,577,424,605,"1,171",458,"1,427",532,"1,910","2,663","2,179",911,172,
2021년03월_남_60~69세,"20,639",620,"2,177","1,037","1,979",438,674,602,519,363,"1,200",705,579,482,645,"1,171",540,895,540,"1,197","1,560","1,654",859,203,
2021년03월_남_70~79세,"11,002",375,"1,314",648,929,264,352,384,313,282,534,414,348,336,404,784,345,416,356,401,519,697,474,113,
2021년03월_남_80~89세,"4,166",170,526,288,311,116,134,168,133,132,186,165,129,123,156,251,165,165,135,129,168,211,171,34,
2021년03월_남_90~99세,336,14,35,22,29,9,16,16,8,7,7,22,12,5,14,15,13,10,16,14,13,19,17,3,
2021년03월_남_100세 이상,13,1,1,0,2,1,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,
2021년03월_여_총인구수,"126,292","2,706","12,462","4,635","10,092","2,035","2,954","2,346","1,644","1,604","11,028","3,067","2,728","2,612","3,329","7,005","2,355","7,372","2,959","11,769","14,538","11,249","4,923",880,
2021년03월_여_연령구간인구수,"126,292","2,706","12,462","4,635","10,092","2,035","2,954","2,346","1,644","1,604","11,028","3,067","2,728","2,612","3,329","7,005","2,355","7,372","2,959","11,769","14,538","11,249","4,923",880,
2021년03월_여_0~9세,"7,830",66,550,155,648,101,130,43,21,34,"1,136",107,135,100,94,188,46,567,179,"1,394","1,202",588,323,23,
2021년03월_여_10~19세,"9,877",109,989,228,548,68,163,96,39,40,"1,192",155,159,139,145,392,101,777,147,"1,272","1,724","1,053",291,50,
2021년03월_여_20~29세,"11,537",134,984,262,914,164,203,114,53,71,"1,063",205,225,231,277,866,133,834,187,"1,148","1,687","1,300",394,88,
2021년03월_여_30~39세,"11,688",134,806,275,"1,039",186,203,96,62,66,"1,491",146,260,213,234,515,114,690,260,"1,656","1,631","1,038",523,50,
2021년03월_여_40~49세,"17,496",224,"1,580",427,"1,211",128,287,164,80,118,"1,933",302,301,287,326,816,214,"1,305",340,"2,128","2,816","1,815",601,93,
2021년03월_여_50~59세,"22,540",426,"2,404",783,"1,955",272,557,377,273,235,"1,813",545,457,418,546,"1,194",365,"1,369",480,"2,053","2,744","2,307",820,147,
2021년03월_여_60~69세,"21,209",641,"2,259","1,039","1,791",405,676,539,488,392,"1,265",649,524,580,792,"1,513",526,930,593,"1,183","1,527","1,787",921,189,
2021년03월_여_70~79세,"13,621",557,"1,619",810,"1,056",343,396,448,336,365,623,487,375,409,578,"1,020",454,527,434,532,681,853,578,140,
2021년03월_여_80~89세,"9,026",352,"1,117",569,797,309,273,416,251,245,437,412,258,208,289,425,350,319,288,344,443,445,395,84,
2021년03월_여_90~99세,"1,417",61,145,83,130,56,64,51,41,37,75,57,33,27,46,75,46,53,49,55,82,62,74,15,
2021년03월_여_100세 이상,51,2,9,4,3,3,2,2,0,1,0,2,1,0,2,1,6,1,2,4,1,1,3,1,
2021년04월_계_총인구수,"252,869","5,429","24,594","9,429","21,646",0,"6,290","4,712","3,250","3,195","21,703","6,202","5,705","5,178","6,425","13,856","4,670","14,750","5,833","23,430","28,449","22,380","9,727","1,735","4,281"
2021년04월_계_연령구간인구수,"252,869","5,429","24,594","9,429","21,646",0,"6,290","4,712","3,250","3,195","21,703","6,202","5,705","5,178","6,425","13,856","4,670","14,750","5,833","23,430","28,449","22,380","9,727","1,735","4,281"
2021년04월_계_0~9세,"15,976",142,"1,126",332,"1,346",0,269,95,52,61,"2,372",188,278,203,169,428,90,"1,140",357,"2,826","2,421","1,177",640,47,217
2021년04월_계_10~19세,"20,589",229,"1,997",515,"1,192",0,319,200,87,132,"2,399",317,316,313,312,819,193,"1,645",328,"2,582","3,616","2,204",599,89,186
2021년04월_계_20~29세,"26,372",350,"2,268",710,"2,147",0,596,272,128,169,"2,259",479,517,533,613,"1,950",351,"1,888",467,"2,584","3,697","2,946",821,177,450
2021년04월_계_30~39세,"25,061",324,"1,710",658,"2,555",0,505,250,126,154,"2,957",353,584,485,534,"1,257",273,"1,437",511,"3,306","3,147","2,265","1,097",119,454
2021년04월_계_40~49세,"36,451",610,"3,296","1,023","2,958",0,709,402,190,288,"3,777",710,706,635,738,"1,778",488,"2,516",741,"4,241","5,170","3,570","1,331",204,370
2021년04월_계_50~59세,"46,652",985,"4,976","1,675","4,335",0,"1,300",859,572,554,"3,594","1,236","1,040",854,"1,138","2,353",823,"2,795","1,015","3,981","5,398","4,451","1,739",318,661
2021년04월_계_60~69세,"42,083","1,256","4,456","2,085","3,837",0,"1,361","1,152","1,014",766,"2,482","1,360","1,100","1,049","1,433","2,684","1,069","1,839","1,131","2,415","3,098","3,476","1,783",391,846
2021년04월_계_70~79세,"24,634",932,"2,926","1,464","1,998",0,739,822,646,649,"1,161",904,728,739,980,"1,814",802,938,788,941,"1,204","1,548","1,055",252,604
2021년04월_계_80~89세,"13,223",523,"1,645",861,"1,110",0,410,587,386,375,621,570,390,337,446,681,513,486,427,479,603,662,568,119,424
2021년04월_계_90~99세,"1,762",74,184,101,163,0,80,70,49,45,79,83,45,30,60,90,59,65,66,71,94,79,92,18,65
2021년04월_계_100세 이상,66,4,10,5,5,0,2,3,0,2,2,2,1,0,2,2,9,1,2,4,1,2,2,1,4
2021년04월_남_총인구수,"126,589","2,728","12,176","4,789","11,437",0,"3,340","2,366","1,606","1,589","10,715","3,143","2,972","2,567","3,111","6,876","2,315","7,391","2,875","11,589","13,930","11,177","4,800",857,"2,240"
2021년04월_남_연령구간인구수,"126,589","2,728","12,176","4,789","11,437",0,"3,340","2,366","1,606","1,589","10,715","3,143","2,972","2,567","3,111","6,876","2,315","7,391","2,875","11,589","13,930","11,177","4,800",857,"2,240"
2021년04월_남_0~9세,"8,167",75,584,179,683,0,140,53,29,26,"1,249",84,139,100,75,241,47,583,180,"1,433","1,206",600,324,21,116
2021년04월_남_10~19세,"10,753",121,"1,015",284,644,0,160,103,48,92,"1,210",161,157,178,169,430,93,869,178,"1,316","1,909","1,158",301,41,116
2021년04월_남_20~29세,"14,877",220,"1,290",447,"1,232",0,395,159,77,101,"1,206",276,293,292,339,"1,111",212,"1,049",281,"1,435","2,003","1,652",433,87,287
2021년04월_남_30~39세,"13,374",188,924,382,"1,500",0,298,154,62,86,"1,476",208,325,277,304,737,165,751,250,"1,627","1,512","1,235",572,71,270
2021년04월_남_40~49세,"18,982",385,"1,720",597,"1,729",0,422,235,112,169,"1,847",410,408,350,413,966,274,"1,217",402,"2,103","2,378","1,771",722,112,240
2021년04월_남_50~59세,"24,125",560,"2,577",896,"2,355",0,744,479,304,324,"1,787",691,582,429,592,"1,166",461,"1,432",536,"1,914","2,662","2,162",916,173,383
2021년04월_남_60~69세,"20,770",619,"2,191","1,043","2,011",0,679,609,523,368,"1,208",712,578,477,648,"1,171",539,900,538,"1,214","1,565","1,672",863,201,441
2021년04월_남_70~79세,"11,004",376,"1,313",651,939,0,351,384,309,283,535,415,349,332,398,789,345,410,358,403,515,695,478,113,263
2021년04월_남_80~89세,"4,188",169,524,290,312,0,134,173,134,132,189,164,129,127,160,250,163,170,136,130,167,212,174,35,114
2021년04월_남_90~99세,334,14,37,19,30,0,17,16,8,7,6,22,12,5,13,14,13,10,16,14,13,19,17,3,9
2021년04월_남_100세 이상,15,1,1,1,2,0,0,1,0,1,2,0,0,0,0,1,3,0,0,0,0,1,0,0,1
2021년04월_여_총인구수,"126,280","2,701","12,418","4,640","10,209",0,"2,950","2,346","1,644","1,606","10,988","3,059","2,733","2,611","3,314","6,980","2,355","7,359","2,958","11,841","14,519","11,203","4,927",878,"2,041"
2021년04월_여_연령구간인구수,"126,280","2,701","12,418","4,640","10,209",0,"2,950","2,346","1,644","1,606","10,988","3,059","2,733","2,611","3,314","6,980","2,355","7,359","2,958","11,841","14,519","11,203","4,927",878,"2,041"
2021년04월_여_0~9세,"7,809",67,542,153,663,0,129,42,23,35,"1,123",104,139,103,94,187,43,557,177,"1,393","1,215",577,316,26,101
2021년04월_여_10~19세,"9,836",108,982,231,548,0,159,97,39,40,"1,189",156,159,135,143,389,100,776,150,"1,266","1,707","1,046",298,48,70
2021년04월_여_20~29세,"11,495",130,978,263,915,0,201,113,51,68,"1,053",203,224,241,274,839,139,839,186,"1,149","1,694","1,294",388,90,163
2021년04월_여_30~39세,"11,687",136,786,276,"1,055",0,207,96,64,68,"1,481",145,259,208,230,520,108,686,261,"1,679","1,635","1,030",525,48,184
2021년04월_여_40~49세,"17,469",225,"1,576",426,"1,229",0,287,167,78,119,"1,930",300,298,285,325,812,214,"1,299",339,"2,138","2,792","1,799",609,92,130
2021년04월_여_50~59세,"22,527",425,"2,399",779,"1,980",0,556,380,268,230,"1,807",545,458,425,546,"1,187",362,"1,363",479,"2,067","2,736","2,289",823,145,278
2021년04월_여_60~69세,"21,313",637,"2,265","1,042","1,826",0,682,543,491,398,"1,274",648,522,572,785,"1,513",530,939,593,"1,201","1,533","1,804",920,190,405
2021년04월_여_70~79세,"13,630",556,"1,613",813,"1,059",0,388,438,337,366,626,489,379,407,582,"1,025",457,528,430,538,689,853,577,139,341
2021년04월_여_80~89세,"9,035",354,"1,121",571,798,0,276,414,252,243,432,406,261,210,286,431,350,316,291,349,436,450,394,84,310
2021년04월_여_90~99세,"1,428",60,147,82,133,0,63,54,41,38,73,61,33,25,47,76,46,55,50,57,81,60,75,15,56
2021년04월_여_100세 이상,51,3,9,4,3,0,2,2,0,1,0,2,1,0,2,1,6,1,2,4,1,1,2,1,3
2021년05월_계_총인구수,"252,830","5,409","24,529","9,392","21,819",,"6,283","4,726","3,257","3,184","21,674","6,162","5,697","5,146","6,394","13,815","4,640","14,739","5,805","23,613","28,471","22,341","9,715","1,736","4,283"
2021년05월_계_연령구간인구수,"252,830","5,409","24,529","9,392","21,819",,"6,283","4,726","3,257","3,184","21,674","6,162","5,697","5,146","6,394","13,815","4,640","14,739","5,805","23,613","28,471","22,341","9,715","1,736","4,283"
2021년05월_계_0~9세,"15,904",139,"1,110",328,"1,345",,269,98,50,61,"2,352",182,276,199,169,423,90,"1,134",351,"2,840","2,413","1,167",642,48,218
2021년05월_계_10~19세,"20,516",231,"1,989",516,"1,193",,317,200,89,131,"2,388",309,316,312,310,809,187,"1,636",332,"2,601","3,600","2,196",585,85,184
2021년05월_계_20~29세,"26,317",341,"2,252",700,"2,174",,595,277,134,167,"2,254",470,513,524,609,"1,949",350,"1,877",456,"2,599","3,708","2,918",819,179,452
2021년05월_계_30~39세,"25,010",324,"1,698",656,"2,573",,506,244,129,155,"2,936",350,584,474,524,"1,233",273,"1,433",499,"3,332","3,162","2,264","1,091",117,453
2021년05월_계_40~49세,"36,329",598,"3,261","1,016","2,995",,706,403,192,287,"3,758",692,696,625,733,"1,770",490,"2,509",743,"4,275","5,142","3,547","1,324",201,366
2021년05월_계_50~59세,"46,695",989,"4,970","1,657","4,359",,"1,293",864,572,552,"3,617","1,239","1,045",843,"1,137","2,342",813,"2,799","1,010","4,015","5,412","4,451","1,733",320,663
2021년05월_계_60~69세,"42,250","1,252","4,474","2,084","3,890",,"1,364","1,153","1,015",762,"2,493","1,363","1,100","1,049","1,429","2,690","1,054","1,853","1,129","2,434","3,132","3,491","1,801",390,848
2021년05월_계_70~79세,"24,688",933,"2,915","1,464","2,006",,745,829,644,653,"1,163",900,727,751,967,"1,826",804,942,791,955,"1,207","1,556","1,049",256,605
2021년05월_계_80~89세,"13,268",519,"1,666",864,"1,113",,406,583,384,371,629,570,392,339,452,680,512,488,425,483,603,666,576,121,426
2021년05월_계_90~99세,"1,786",79,185,102,164,,80,73,48,43,82,85,47,30,62,91,58,67,67,75,92,81,93,18,64
2021년05월_계_100세 이상,67,4,9,5,7,,2,2,0,2,2,2,1,0,2,2,9,1,2,4,0,4,2,1,4
2021년05월_남_총인구수,"126,552","2,710","12,146","4,765","11,534",,"3,347","2,369","1,610","1,586","10,693","3,125","2,975","2,550","3,098","6,850","2,295","7,385","2,863","11,653","13,955","11,171","4,778",856,"2,238"
2021년05월_남_연령구간인구수,"126,552","2,710","12,146","4,765","11,534",,"3,347","2,369","1,610","1,586","10,693","3,125","2,975","2,550","3,098","6,850","2,295","7,385","2,863","11,653","13,955","11,171","4,778",856,"2,238"
2021년05월_남_0~9세,"8,126",73,574,178,684,,139,55,28,27,"1,239",84,137,99,77,237,46,583,177,"1,427","1,211",591,322,21,117
2021년05월_남_10~19세,"10,711",122,"1,013",286,647,,162,102,49,88,"1,203",157,158,177,168,427,91,863,180,"1,325","1,894","1,156",290,39,114
2021년05월_남_20~29세,"14,859",215,"1,282",437,"1,249",,401,162,81,100,"1,202",273,293,293,338,"1,115",209,"1,052",272,"1,431","2,012","1,631",430,90,291
2021년05월_남_30~39세,"13,329",189,921,384,"1,505",,297,148,62,88,"1,457",205,326,267,298,724,164,750,244,"1,640","1,524","1,242",562,68,264
2021년05월_남_40~49세,"18,909",376,"1,697",594,"1,754",,418,236,112,169,"1,830",400,402,344,412,959,272,"1,214",402,"2,124","2,366","1,765",713,114,236
2021년05월_남_50~59세,"24,162",562,"2,577",884,"2,367",,745,479,301,325,"1,819",693,587,421,588,"1,160",455,"1,427",536,"1,931","2,666","2,167",913,172,387
2021년05월_남_60~69세,"20,840",613,"2,199","1,040","2,038",,684,613,527,369,"1,200",710,582,479,650,"1,168",533,905,535,"1,216","1,580","1,687",874,198,440
2021년05월_남_70~79세,"11,053",379,"1,317",651,944,,350,386,309,285,542,413,347,338,392,794,346,412,362,413,517,697,479,116,264
2021년05월_남_80~89세,"4,205",165,527,290,312,,134,170,132,129,193,168,130,126,160,251,163,170,139,132,172,214,178,35,115
2021년05월_남_90~99세,343,15,38,20,32,,17,17,9,5,6,22,13,6,15,14,13,9,16,14,13,20,17,3,9
2021년05월_남_100세 이상,15,1,1,1,2,,0,1,0,1,2,0,0,0,0,1,3,0,0,0,0,1,0,0,1
2021년05월_여_총인구수,"126,278","2,699","12,383","4,627","10,285",,"2,936","2,357","1,647","1,598","10,981","3,037","2,722","2,596","3,296","6,965","2,345","7,354","2,942","11,960","14,516","11,170","4,937",880,"2,045"
2021년05월_여_연령구간인구수,"126,278","2,699","12,383","4,627","10,285",,"2,936","2,357","1,647","1,598","10,981","3,037","2,722","2,596","3,296","6,965","2,345","7,354","2,942","11,960","14,516","11,170","4,937",880,"2,045"
2021년05월_여_0~9세,"7,778",66,536,150,661,,130,43,22,34,"1,113",98,139,100,92,186,44,551,174,"1,413","1,202",576,320,27,101
2021년05월_여_10~19세,"9,805",109,976,230,546,,155,98,40,43,"1,185",152,158,135,142,382,96,773,152,"1,276","1,706","1,040",295,46,70
2021년05월_여_20~29세,"11,458",126,970,263,925,,194,115,53,67,"1,052",197,220,231,271,834,141,825,184,"1,168","1,696","1,287",389,89,161
2021년05월_여_30~39세,"11,681",135,777,272,"1,068",,209,96,67,67,"1,479",145,258,207,226,509,109,683,255,"1,692","1,638","1,022",529,49,189
2021년05월_여_40~49세,"17,420",222,"1,564",422,"1,241",,288,167,80,118,"1,928",292,294,281,321,811,218,"1,295",341,"2,151","2,776","1,782",611,87,130
2021년05월_여_50~59세,"22,533",427,"2,393",773,"1,992",,548,385,271,227,"1,798",546,458,422,549,"1,182",358,"1,372",474,"2,084","2,746","2,284",820,148,276
2021년05월_여_60~69세,"21,410",639,"2,275","1,044","1,852",,680,540,488,393,"1,293",653,518,570,779,"1,522",521,948,594,"1,218","1,552","1,804",927,192,408
2021년05월_여_70~79세,"13,635",554,"1,598",813,"1,062",,395,443,335,368,621,487,380,413,575,"1,032",458,530,429,542,690,859,570,140,341
2021년05월_여_80~89세,"9,063",354,"1,139",574,801,,272,413,252,242,436,402,262,213,292,429,349,318,286,351,431,452,398,86,311
2021년05월_여_90~99세,"1,443",64,147,82,132,,63,56,39,38,76,63,34,24,47,77,45,58,51,61,79,61,76,15,55
2021년05월_여_100세 이상,52,3,8,4,5,,2,1,0,1,0,2,1,0,2,1,6,1,2,4,0,3,2,1,3
2021년06월_계_총인구수,"252,602","5,401","24,444","9,350","21,926",,"6,265","4,702","3,244","3,188","21,714","6,150","5,679","5,150","6,379","13,751","4,620","14,699","5,811","23,730","28,404","22,313","9,691","1,731","4,260"
2021년06월_계_연령구간인구수,"252,602","5,401","24,444","9,350","21,926",,"6,265","4,702","3,244","3,188","21,714","6,150","5,679","5,150","6,379","13,751","4,620","14,699","5,811","23,730","28,404","22,313","9,691","1,731","4,260"
2021년06월_계_0~9세,"15,818",135,"1,093",321,"1,346",,264,92,48,62,"2,350",184,273,198,164,416,90,"1,116",353,"2,845","2,401","1,167",639,46,215
2021년06월_계_10~19세,"20,427",231,"1,980",502,"1,194",,320,199,84,128,"2,392",305,309,311,309,798,184,"1,629",329,"2,611","3,582","2,189",573,84,184
2021년06월_계_20~29세,"26,223",339,"2,231",697,"2,181",,584,272,133,167,"2,247",470,506,521,596,"1,939",347,"1,881",454,"2,613","3,701","2,916",808,175,445
2021년06월_계_30~39세,"24,973",323,"1,699",651,"2,613",,501,239,126,156,"2,938",346,580,471,525,"1,238",270,"1,417",500,"3,347","3,148","2,240","1,080",114,451
2021년06월_계_40~49세,"36,248",594,"3,242","1,004","2,995",,704,400,189,284,"3,768",690,691,631,732,"1,753",480,"2,501",742,"4,306","5,105","3,547","1,322",202,366
2021년06월_계_50~59세,"46,558",985,"4,931","1,652","4,376",,"1,296",855,563,549,"3,633","1,232","1,044",831,"1,130","2,316",808,"2,791","1,009","4,018","5,404","4,438","1,729",318,650
2021년06월_계_60~69세,"42,496","1,250","4,491","2,084","3,928",,"1,367","1,156","1,019",767,"2,515","1,362","1,115","1,066","1,438","2,685","1,064","1,863","1,139","2,458","3,160","3,506","1,815",398,850
2021년06월_계_70~79세,"24,699",938,"2,912","1,471","2,002",,740,827,647,656,"1,164",901,720,752,970,"1,831",802,944,793,964,"1,208","1,555","1,050",252,600
2021년06월_계_80~89세,"13,292",523,"1,670",859,"1,113",,407,587,388,375,624,573,393,339,453,681,510,489,424,488,600,664,579,123,430
2021년06월_계_90~99세,"1,800",78,187,104,171,,80,73,47,42,80,85,47,30,60,92,57,67,66,76,95,86,94,18,65
2021년06월_계_100세 이상,68,5,8,5,7,,2,2,0,2,3,2,1,0,2,2,8,1,2,4,0,5,2,1,4
2021년06월_남_총인구수,"126,429","2,704","12,106","4,739","11,577",,"3,339","2,356","1,606","1,595","10,714","3,117","2,961","2,553","3,096","6,820","2,287","7,368","2,867","11,705","13,916","11,149","4,768",856,"2,230"
2021년06월_남_연령구간인구수,"126,429","2,704","12,106","4,739","11,577",,"3,339","2,356","1,606","1,595","10,714","3,117","2,961","2,553","3,096","6,820","2,287","7,368","2,867","11,705","13,916","11,149","4,768",856,"2,230"
2021년06월_남_0~9세,"8,061",71,566,170,681,,136,49,27,28,"1,238",84,136,98,78,234,47,568,179,"1,426","1,201",587,320,21,116
2021년06월_남_10~19세,"10,668",124,"1,013",279,649,,164,100,46,87,"1,208",156,156,175,166,421,88,869,178,"1,322","1,884","1,151",280,39,113
2021년06월_남_20~29세,"14,809",213,"1,267",430,"1,243",,392,162,80,101,"1,202",273,289,290,332,"1,114",210,"1,049",267,"1,444","2,012","1,634",427,89,289
2021년06월_남_30~39세,"13,327",189,929,382,"1,528",,296,147,60,89,"1,453",202,324,263,301,726,166,746,246,"1,646","1,518","1,224",562,68,262
2021년06월_남_40~49세,"18,868",374,"1,682",590,"1,754",,415,232,114,168,"1,834",400,396,350,409,951,264,"1,211",400,"2,146","2,350","1,763",715,114,236
2021년06월_남_50~59세,"24,109",560,"2,566",884,"2,373",,750,473,299,326,"1,829",693,592,418,585,"1,145",457,"1,419",535,"1,928","2,656","2,157",910,170,384
2021년06월_남_60~69세,"20,960",610,"2,200","1,040","2,059",,687,614,530,371,"1,209",705,583,489,657,"1,167",536,915,545,"1,226","1,596","1,700",878,202,441
2021년06월_남_70~79세,"11,045",380,"1,316",657,945,,348,387,308,286,541,411,343,337,395,795,345,409,359,419,515,695,480,115,259
2021년06월_남_80~89세,"4,220",167,527,283,311,,134,174,134,132,192,172,128,128,159,251,160,173,142,134,172,213,179,35,120
2021년06월_남_90~99세,348,15,39,23,32,,17,17,8,6,6,21,14,5,14,15,12,9,16,14,12,24,17,3,9
2021년06월_남_100세 이상,14,1,1,1,2,,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1
2021년06월_여_총인구수,"126,173","2,697","12,338","4,611","10,349",,"2,926","2,346","1,638","1,593","11,000","3,033","2,718","2,597","3,283","6,931","2,333","7,331","2,944","12,025","14,488","11,164","4,923",875,"2,030"
2021년06월_여_연령구간인구수,"126,173","2,697","12,338","4,611","10,349",,"2,926","2,346","1,638","1,593","11,000","3,033","2,718","2,597","3,283","6,931","2,333","7,331","2,944","12,025","14,488","11,164","4,923",875,"2,030"
2021년06월_여_0~9세,"7,757",64,527,151,665,,128,43,21,34,"1,112",100,137,100,86,182,43,548,174,"1,419","1,200",580,319,25,99
2021년06월_여_10~19세,"9,759",107,967,223,545,,156,99,38,41,"1,184",149,153,136,143,377,96,760,151,"1,289","1,698","1,038",293,45,71
2021년06월_여_20~29세,"11,414",126,964,267,938,,192,110,53,66,"1,045",197,217,231,264,825,137,832,187,"1,169","1,689","1,282",381,86,156
2021년06월_여_30~39세,"11,646",134,770,269,"1,085",,205,92,66,67,"1,485",144,256,208,224,512,104,671,254,"1,701","1,630","1,016",518,46,189
2021년06월_여_40~49세,"17,380",220,"1,560",414,"1,241",,289,168,75,116,"1,934",290,295,281,323,802,216,"1,290",342,"2,160","2,755","1,784",607,88,130
2021년06월_여_50~59세,"22,449",425,"2,365",768,"2,003",,546,382,264,223,"1,804",539,452,413,545,"1,171",351,"1,372",474,"2,090","2,748","2,281",819,148,266
2021년06월_여_60~69세,"21,536",640,"2,291","1,044","1,869",,680,542,489,396,"1,306",657,532,577,781,"1,518",528,948,594,"1,232","1,564","1,806",937,196,409
2021년06월_여_70~79세,"13,654",558,"1,596",814,"1,057",,392,440,339,370,623,490,377,415,575,"1,036",457,535,434,545,693,860,570,137,341
2021년06월_여_80~89세,"9,072",356,"1,143",576,802,,273,413,254,243,432,401,265,211,294,430,350,316,282,354,428,451,400,88,310
2021년06월_여_90~99세,"1,452",63,148,81,139,,63,56,39,36,74,64,33,25,46,77,45,58,50,62,83,62,77,15,56
2021년06월_여_100세 이상,54,4,7,4,5,,2,1,0,1,1,2,1,0,2,1,6,1,2,4,0,4,2,1,3
2021년07월_계_총인구수,"252,438","5,394","24,395","9,330","21,994",,"6,238","4,704","3,251","3,183","21,721","6,163","5,662","5,161","6,372","13,703","4,603","14,646","5,793","23,857","28,323","22,285","9,692","1,730","4,238"
2021년07월_계_연령구간인구수,"252,438","5,394","24,395","9,330","21,994",,"6,238","4,704","3,251","3,183","21,721","6,163","5,662","5,161","6,372","13,703","4,603","14,646","5,793","23,857","28,323","22,285","9,692","1,730","4,238"
2021년07월_계_0~9세,"15,740",137,"1,081",320,"1,353",,261,93,49,59,"2,341",178,268,198,165,405,90,"1,101",357,"2,851","2,382","1,160",632,47,212
2021년07월_계_10~19세,"20,400",229,"1,975",493,"1,203",,321,199,81,129,"2,394",312,306,311,311,787,184,"1,619",331,"2,625","3,551","2,200",573,83,183
2021년07월_계_20~29세,"26,093",334,"2,221",702,"2,164",,579,271,137,166,"2,253",470,512,519,588,"1,933",349,"1,853",452,"2,604","3,688","2,896",791,173,438
2021년07월_계_30~39세,"24,890",322,"1,697",646,"2,632",,488,244,125,152,"2,907",347,568,470,529,"1,221",266,"1,412",495,"3,368","3,138","2,214","1,088",113,448
2021년07월_계_40~49세,"36,169",594,"3,224",997,"3,023",,701,398,195,278,"3,769",689,685,630,722,"1,749",478,"2,480",738,"4,350","5,048","3,530","1,331",198,362
2021년07월_계_50~59세,"46,535",977,"4,919","1,647","4,355",,"1,292",860,562,553,"3,646","1,229","1,037",839,"1,127","2,308",805,"2,795","1,000","4,028","5,411","4,433","1,737",323,652
2021년07월_계_60~69세,"42,648","1,251","4,486","2,086","3,957",,"1,371","1,151","1,011",769,"2,524","1,374","1,124","1,069","1,444","2,693","1,060","1,863","1,141","2,494","3,198","3,524","1,814",399,845
2021년07월_계_70~79세,"24,760",947,"2,925","1,464","2,014",,736,828,656,652,"1,176",909,718,751,972,"1,829",794,960,782,968,"1,210","1,570","1,049",250,600
2021년07월_계_80~89세,"13,335",516,"1,671",868,"1,115",,404,583,384,381,629,569,397,344,450,688,511,499,430,489,603,668,584,126,426
2021년07월_계_90~99세,"1,800",82,188,103,171,,83,75,51,42,80,84,46,30,62,87,58,63,65,76,94,85,90,17,68
2021년07월_계_100세 이상,68,5,8,4,7,,2,2,0,2,2,2,1,0,2,3,8,1,2,4,0,5,3,1,4
2021년07월_남_총인구수,"126,344","2,705","12,081","4,726","11,610",,"3,328","2,362","1,614","1,590","10,716","3,118","2,952","2,557","3,085","6,800","2,282","7,344","2,860","11,769","13,875","11,127","4,771",853,"2,219"
2021년07월_남_연령구간인구수,"126,344","2,705","12,081","4,726","11,610",,"3,328","2,362","1,614","1,590","10,716","3,118","2,952","2,557","3,085","6,800","2,282","7,344","2,860","11,769","13,875","11,127","4,771",853,"2,219"
2021년07월_남_0~9세,"8,024",72,561,169,687,,134,50,28,25,"1,235",80,133,97,79,224,47,563,179,"1,434","1,192",580,317,21,117
2021년07월_남_10~19세,"10,654",121,"1,015",272,649,,165,98,45,88,"1,211",161,154,175,167,414,89,864,178,"1,333","1,866","1,154",284,38,113
2021년07월_남_20~29세,"14,727",210,"1,252",434,"1,230",,388,167,86,100,"1,199",273,293,285,321,"1,112",213,"1,032",268,"1,441","2,012","1,620",418,88,285
2021년07월_남_30~39세,"13,311",189,931,381,"1,545",,292,150,59,84,"1,438",204,323,266,305,726,162,748,243,"1,651","1,509","1,214",565,67,259
2021년07월_남_40~49세,"18,823",372,"1,672",584,"1,774",,414,231,116,167,"1,838",398,389,350,404,940,263,"1,201",399,"2,163","2,325","1,757",720,112,234
2021년07월_남_50~59세,"24,098",562,"2,558",885,"2,359",,750,477,303,326,"1,833",687,587,424,581,"1,145",455,"1,419",529,"1,934","2,655","2,157",913,172,387
2021년07월_남_60~69세,"21,035",611,"2,208","1,039","2,068",,691,609,525,374,"1,211",710,585,492,660,"1,173",538,917,550,"1,247","1,612","1,703",874,202,436
2021년07월_남_70~79세,"11,073",385,"1,316",653,953,,346,389,312,282,548,415,345,337,397,796,340,417,354,416,519,700,480,114,259
2021년07월_남_80~89세,"4,237",166,528,286,311,,131,172,130,137,196,169,130,126,156,254,161,174,144,136,174,218,183,36,119
2021년07월_남_90~99세,349,16,39,22,32,,17,18,10,6,6,21,13,5,15,15,12,9,16,14,11,23,17,3,9
