카테고리,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2021년07월_계_총인구수,"296,173","24,610","29,379","19,526","15,873","19,383","23,273","28,231","20,205","35,172","21,147","33,592","25,782"
2021년07월_계_연령구간인구수,"296,173","24,610","29,379","19,526","15,873","19,383","23,273","28,231","20,205","35,172","21,147","33,592","25,782"
2021년07월_계_0~9세,"17,836","1,238","1,822",771,599,860,"1,464","1,737",995,"2,643","1,419","1,638","2,650"
2021년07월_계_10~19세,"25,992","2,178","2,674","1,204",930,"1,464","2,505","2,698","1,395","3,650","1,758","2,654","2,882"
2021년07월_계_20~29세,"43,134","3,470","4,176","2,907","2,435","3,289","3,802","4,204","2,904","5,224","2,960","4,954","2,809"
2021년07월_계_30~39세,"37,744","2,706","3,439","2,481","2,130","2,856","2,598","3,478","2,814","4,794","2,529","4,314","3,605"
2021년07월_계_40~49세,"45,077","3,488","4,366","2,674","2,009","2,485","3,858","4,377","2,680","5,867","3,180","4,933","5,160"
2021년07월_계_50~59세,"59,767","5,036","5,904","4,218","3,366","4,183","5,152","5,637","4,072","7,030","4,179","7,017","3,973"
2021년07월_계_60~69세,"42,107","4,048","4,482","3,304","2,820","2,959","2,632","3,977","3,350","3,764","3,105","4,720","2,946"
2021년07월_계_70~79세,"15,695","1,583","1,718","1,301","1,061",773,652,"1,383","1,321","1,319","1,272","2,119","1,193"
2021년07월_계_80~89세,"7,600",753,707,595,440,440,490,645,590,747,635,"1,076",482
2021년07월_계_90~99세,"1,191",105,87,69,82,73,117,94,82,129,109,162,82
2021년07월_계_100세 이상,30,5,4,2,1,1,3,1,2,5,1,5,0
2021년07월_남_총인구수,"147,557","12,359","14,873","10,270","7,884","9,307","11,767","13,878","9,989","17,511","10,445","16,589","12,685"
2021년07월_남_연령구간인구수,"147,557","12,359","14,873","10,270","7,884","9,307","11,767","13,878","9,989","17,511","10,445","16,589","12,685"
2021년07월_남_0~9세,"9,076",635,932,420,288,444,747,870,489,"1,342",746,824,"1,339"
2021년07월_남_10~19세,"13,299","1,138","1,383",625,490,770,"1,273","1,368",709,"1,817",900,"1,333","1,493"
2021년07월_남_20~29세,"22,613","1,871","2,294","1,566","1,227","1,685","1,980","2,212","1,495","2,765","1,503","2,624","1,391"
2021년07월_남_30~39세,"19,705","1,399","1,836","1,409","1,170","1,459","1,343","1,761","1,524","2,506","1,281","2,278","1,739"
2021년07월_남_40~49세,"22,528","1,738","2,190","1,471","1,035","1,112","1,895","2,137","1,392","2,840","1,593","2,439","2,686"
2021년07월_남_50~59세,"29,073","2,490","2,871","2,246","1,604","1,855","2,549","2,696","1,923","3,452","2,029","3,432","1,926"
2021년07월_남_60~69세,"21,471","2,054","2,286","1,723","1,417","1,495","1,508","1,992","1,641","1,980","1,584","2,416","1,375"
2021년07월_남_70~79세,"7,083",751,816,610,490,345,309,622,590,564,560,882,544
2021년07월_남_80~89세,"2,448",255,250,186,146,124,143,192,209,219,230,324,170
2021년07월_남_90~99세,254,27,15,14,17,17,19,27,16,25,19,36,22
2021년07월_남_100세 이상,7,1,0,0,0,1,1,1,1,1,0,1,0
2021년07월_여_총인구수,"148,616","12,251","14,506","9,256","7,989","10,076","11,506","14,353","10,216","17,661","10,702","17,003","13,097"
2021년07월_여_연령구간인구수,"148,616","12,251","14,506","9,256","7,989","10,076","11,506","14,353","10,216","17,661","10,702","17,003","13,097"
2021년07월_여_0~9세,"8,760",603,890,351,311,416,717,867,506,"1,301",673,814,"1,311"
2021년07월_여_10~19세,"12,693","1,040","1,291",579,440,694,"1,232","1,330",686,"1,833",858,"1,321","1,389"
2021년07월_여_20~29세,"20,521","1,599","1,882","1,341","1,208","1,604","1,822","1,992","1,409","2,459","1,457","2,330","1,418"
2021년07월_여_30~39세,"18,039","1,307","1,603","1,072",960,"1,397","1,255","1,717","1,290","2,288","1,248","2,036","1,866"
2021년07월_여_40~49세,"22,549","1,750","2,176","1,203",974,"1,373","1,963","2,240","1,288","3,027","1,587","2,494","2,474"
2021년07월_여_50~59세,"30,694","2,546","3,033","1,972","1,762","2,328","2,603","2,941","2,149","3,578","2,150","3,585","2,047"
2021년07월_여_60~69세,"20,636","1,994","2,196","1,581","1,403","1,464","1,124","1,985","1,709","1,784","1,521","2,304","1,571"
2021년07월_여_70~79세,"8,612",832,902,691,571,428,343,761,731,755,712,"1,237",649
2021년07월_여_80~89세,"5,152",498,457,409,294,316,347,453,381,528,405,752,312
2021년07월_여_90~99세,937,78,72,55,65,56,98,67,66,104,90,126,60
2021년07월_여_100세 이상,23,4,4,2,1,0,2,0,1,4,1,4,0
2021년08월_계_총인구수,"295,492","24,534","29,346","19,456","15,886","19,304","23,249","28,193","20,141","35,122","21,036","33,488","25,737"
2021년08월_계_연령구간인구수,"295,492","24,534","29,346","19,456","15,886","19,304","23,249","28,193","20,141","35,122","21,036","33,488","25,737"
2021년08월_계_0~9세,"17,638","1,217","1,814",754,596,857,"1,449","1,718",983,"2,628","1,377","1,612","2,633"
2021년08월_계_10~19세,"25,890","2,171","2,666","1,208",919,"1,453","2,489","2,681","1,396","3,631","1,755","2,647","2,874"
2021년08월_계_20~29세,"42,886","3,447","4,157","2,879","2,439","3,259","3,793","4,189","2,869","5,204","2,924","4,935","2,791"
2021년08월_계_30~39세,"37,588","2,687","3,433","2,466","2,144","2,834","2,589","3,469","2,814","4,771","2,512","4,291","3,578"
2021년08월_계_40~49세,"44,850","3,459","4,348","2,661","1,996","2,473","3,832","4,360","2,665","5,862","3,139","4,884","5,171"
2021년08월_계_50~59세,"59,680","5,025","5,895","4,197","3,362","4,174","5,163","5,652","4,051","7,008","4,183","7,005","3,965"
2021년08월_계_60~69세,"42,398","4,065","4,507","3,315","2,849","2,974","2,674","3,992","3,362","3,831","3,114","4,746","2,969"
2021년08월_계_70~79세,"15,680","1,590","1,720","1,304","1,060",770,648,"1,380","1,317","1,309","1,282","2,111","1,189"
2021년08월_계_80~89세,"7,658",762,713,597,438,438,495,658,597,745,639,"1,092",484
2021년08월_계_90~99세,"1,193",106,89,73,82,71,113,93,85,128,110,160,83
2021년08월_계_100세 이상,31,5,4,2,1,1,4,1,2,5,1,5,0
2021년08월_남_총인구수,"147,178","12,315","14,839","10,245","7,906","9,260","11,768","13,844","9,963","17,470","10,384","16,525","12,659"
2021년08월_남_연령구간인구수,"147,178","12,315","14,839","10,245","7,906","9,260","11,768","13,844","9,963","17,470","10,384","16,525","12,659"
2021년08월_남_0~9세,"8,956",620,925,410,288,437,738,864,482,"1,333",724,810,"1,325"
2021년08월_남_10~19세,"13,249","1,138","1,380",635,481,762,"1,261","1,363",710,"1,800",899,"1,328","1,492"
2021년08월_남_20~29세,"22,475","1,856","2,272","1,546","1,233","1,669","1,985","2,198","1,487","2,749","1,479","2,617","1,384"
2021년08월_남_30~39세,"19,648","1,392","1,835","1,403","1,177","1,451","1,339","1,761","1,522","2,489","1,275","2,275","1,729"
2021년08월_남_40~49세,"22,391","1,720","2,179","1,459","1,033","1,113","1,886","2,117","1,381","2,848","1,574","2,399","2,682"
2021년08월_남_50~59세,"29,033","2,482","2,858","2,243","1,609","1,855","2,556","2,706","1,916","3,431","2,024","3,427","1,926"
2021년08월_남_60~69세,"21,590","2,068","2,300","1,727","1,425","1,496","1,526","1,991","1,647","2,014","1,588","2,425","1,383"
2021년08월_남_70~79세,"7,095",750,823,616,495,339,310,624,587,555,572,882,542
2021년08월_남_80~89세,"2,475",261,251,189,147,121,147,194,212,224,231,325,173
2021년08월_남_90~99세,259,27,16,17,18,16,19,25,18,26,18,36,23
2021년08월_남_100세 이상,7,1,0,0,0,1,1,1,1,1,0,1,0
2021년08월_여_총인구수,"148,314","12,219","14,507","9,211","7,980","10,044","11,481","14,349","10,178","17,652","10,652","16,963","13,078"
2021년08월_여_연령구간인구수,"148,314","12,219","14,507","9,211","7,980","10,044","11,481","14,349","10,178","17,652","10,652","16,963","13,078"
2021년08월_여_0~9세,"8,682",597,889,344,308,420,711,854,501,"1,295",653,802,"1,308"
2021년08월_여_10~19세,"12,641","1,033","1,286",573,438,691,"1,228","1,318",686,"1,831",856,"1,319","1,382"
2021년08월_여_20~29세,"20,411","1,591","1,885","1,333","1,206","1,590","1,808","1,991","1,382","2,455","1,445","2,318","1,407"
2021년08월_여_30~39세,"17,940","1,295","1,598","1,063",967,"1,383","1,250","1,708","1,292","2,282","1,237","2,016","1,849"
2021년08월_여_40~49세,"22,459","1,739","2,169","1,202",963,"1,360","1,946","2,243","1,284","3,014","1,565","2,485","2,489"
2021년08월_여_50~59세,"30,647","2,543","3,037","1,954","1,753","2,319","2,607","2,946","2,135","3,577","2,159","3,578","2,039"
2021년08월_여_60~69세,"20,808","1,997","2,207","1,588","1,424","1,478","1,148","2,001","1,715","1,817","1,526","2,321","1,586"
2021년08월_여_70~79세,"8,585",840,897,688,565,431,338,756,730,754,710,"1,229",647
2021년08월_여_80~89세,"5,183",501,462,408,291,317,348,464,385,521,408,767,311
2021년08월_여_90~99세,934,79,73,56,64,55,94,68,67,102,92,124,60
2021년08월_여_100세 이상,24,4,4,2,1,0,3,0,1,4,1,4,0
2021년09월_계_총인구수,"294,668","24,481","29,274","19,435","15,855","19,242","23,231","28,048","20,062","35,091","20,961","33,363","25,625"
2021년09월_계_연령구간인구수,"294,668","24,481","29,274","19,435","15,855","19,242","23,231","28,048","20,062","35,091","20,961","33,363","25,625"
2021년09월_계_0~9세,"17,434","1,205","1,799",752,598,841,"1,440","1,698",975,"2,601","1,358","1,585","2,582"
2021년09월_계_10~19세,"25,737","2,170","2,646","1,190",909,"1,444","2,501","2,681","1,387","3,607","1,737","2,595","2,870"
2021년09월_계_20~29세,"42,600","3,410","4,143","2,882","2,409","3,247","3,762","4,134","2,836","5,200","2,901","4,892","2,784"
2021년09월_계_30~39세,"37,470","2,689","3,424","2,465","2,152","2,819","2,568","3,444","2,782","4,766","2,524","4,301","3,536"
2021년09월_계_40~49세,"44,617","3,458","4,323","2,661","1,973","2,459","3,833","4,318","2,658","5,843","3,105","4,831","5,155"
2021년09월_계_50~59세,"59,524","4,993","5,865","4,181","3,350","4,150","5,157","5,627","4,030","7,028","4,172","6,998","3,973"
2021년09월_계_60~69세,"42,646","4,093","4,529","3,328","2,878","2,999","2,706","4,014","3,379","3,856","3,121","4,782","2,961"
2021년09월_계_70~79세,"15,677","1,585","1,731","1,303","1,056",762,655,"1,365","1,322","1,313","1,289","2,105","1,191"
2021년09월_계_80~89세,"7,727",765,721,596,448,450,492,672,602,744,644,"1,106",487
2021년09월_계_90~99세,"1,204",108,89,75,81,70,113,94,89,128,109,162,86
2021년09월_계_100세 이상,32,5,4,2,1,1,4,1,2,5,1,6,0
2021년09월_남_총인구수,"146,737","12,279","14,792","10,241","7,886","9,203","11,749","13,767","9,922","17,480","10,356","16,459","12,603"
2021년09월_남_연령구간인구수,"146,737","12,279","14,792","10,241","7,886","9,203","11,749","13,767","9,922","17,480","10,356","16,459","12,603"
2021년09월_남_0~9세,"8,846",610,916,409,292,425,730,856,480,"1,317",719,797,"1,295"
2021년09월_남_10~19세,"13,157","1,143","1,366",618,475,754,"1,266","1,360",706,"1,790",883,"1,302","1,494"
2021년09월_남_20~29세,"22,367","1,836","2,267","1,557","1,216","1,655","1,972","2,177","1,479","2,758","1,473","2,595","1,382"
2021년09월_남_30~39세,"19,590","1,390","1,829","1,400","1,180","1,439","1,331","1,745","1,501","2,499","1,284","2,280","1,712"
2021년09월_남_40~49세,"22,275","1,719","2,164","1,460","1,020","1,110","1,883","2,101","1,377","2,837","1,557","2,373","2,674"
2021년09월_남_50~59세,"28,932","2,467","2,844","2,235","1,595","1,838","2,551","2,691","1,908","3,437","2,019","3,424","1,923"
2021년09월_남_60~69세,"21,700","2,080","2,309","1,738","1,445","1,505","1,543","1,996","1,647","2,032","1,591","2,434","1,380"
2021년09월_남_70~79세,"7,101",748,829,615,494,335,311,616,588,557,578,886,544
2021년09월_남_80~89세,"2,504",257,253,192,151,126,142,199,216,227,235,331,175
2021년09월_남_90~99세,257,28,15,17,18,15,19,25,19,25,17,35,24
2021년09월_남_100세 이상,8,1,0,0,0,1,1,1,1,1,0,2,0
2021년09월_여_총인구수,"147,931","12,202","14,482","9,194","7,969","10,039","11,482","14,281","10,140","17,611","10,605","16,904","13,022"
2021년09월_여_연령구간인구수,"147,931","12,202","14,482","9,194","7,969","10,039","11,482","14,281","10,140","17,611","10,605","16,904","13,022"
2021년09월_여_0~9세,"8,588",595,883,343,306,416,710,842,495,"1,284",639,788,"1,287"
2021년09월_여_10~19세,"12,580","1,027","1,280",572,434,690,"1,235","1,321",681,"1,817",854,"1,293","1,376"
2021년09월_여_20~29세,"20,233","1,574","1,876","1,325","1,193","1,592","1,790","1,957","1,357","2,442","1,428","2,297","1,402"
2021년09월_여_30~39세,"17,880","1,299","1,595","1,065",972,"1,380","1,237","1,699","1,281","2,267","1,240","2,021","1,824"
2021년09월_여_40~49세,"22,342","1,739","2,159","1,201",953,"1,349","1,950","2,217","1,281","3,006","1,548","2,458","2,481"
2021년09월_여_50~59세,"30,592","2,526","3,021","1,946","1,755","2,312","2,606","2,936","2,122","3,591","2,153","3,574","2,050"
2021년09월_여_60~69세,"20,946","2,013","2,220","1,590","1,433","1,494","1,163","2,018","1,732","1,824","1,530","2,348","1,581"
2021년09월_여_70~79세,"8,576",837,902,688,562,427,344,749,734,756,711,"1,219",647
2021년09월_여_80~89세,"5,223",508,468,404,297,324,350,473,386,517,409,775,312
2021년09월_여_90~99세,947,80,74,58,63,55,94,69,70,103,92,127,62
2021년09월_여_100세 이상,24,4,4,2,1,0,3,0,1,4,1,4,0
2021년10월_계_총인구수,"294,852","25,649","29,078","19,371","15,813","19,117","23,179","27,924","19,986","35,036","20,889","33,248","25,562"
2021년10월_계_연령구간인구수,"294,852","25,649","29,078","19,371","15,813","19,117","23,179","27,924","19,986","35,036","20,889","33,248","25,562"
2021년10월_계_0~9세,"17,340","1,349","1,752",743,595,827,"1,435","1,671",962,"2,580","1,339","1,545","2,542"
2021년10월_계_10~19세,"25,653","2,236","2,605","1,188",904,"1,426","2,502","2,669","1,378","3,579","1,722","2,574","2,870"
2021년10월_계_20~29세,"42,481","3,533","4,114","2,874","2,388","3,210","3,721","4,115","2,843","5,176","2,879","4,872","2,756"
2021년10월_계_30~39세,"37,626","3,050","3,393","2,443","2,151","2,788","2,540","3,404","2,763","4,776","2,503","4,298","3,517"
2021년10월_계_40~49세,"44,549","3,622","4,287","2,640","1,962","2,440","3,820","4,284","2,638","5,822","3,094","4,796","5,144"
2021년10월_계_50~59세,"59,457","5,133","5,837","4,152","3,345","4,127","5,153","5,620","3,989","7,011","4,157","6,960","3,973"
2021년10월_계_60~69세,"43,000","4,220","4,526","3,348","2,887","3,008","2,742","4,037","3,393","3,892","3,143","4,812","2,992"
2021년10월_계_70~79세,"15,729","1,619","1,734","1,309","1,052",767,649,"1,357","1,328","1,317","1,291","2,117","1,189"
2021년10월_계_80~89세,"7,780",768,734,596,449,453,500,670,603,754,649,"1,109",495
2021년10월_계_90~99세,"1,206",114,92,76,80,70,113,96,88,124,111,158,84
2021년10월_계_100세 이상,31,5,4,2,0,1,4,1,1,5,1,7,0
2021년10월_남_총인구수,"146,853","12,871","14,711","10,204","7,867","9,138","11,729","13,687","9,869","17,448","10,331","16,415","12,583"
2021년10월_남_연령구간인구수,"146,853","12,871","14,711","10,204","7,867","9,138","11,729","13,687","9,869","17,448","10,331","16,415","12,583"
2021년10월_남_0~9세,"8,826",689,903,403,289,420,732,836,473,"1,307",713,779,"1,282"
2021년10월_남_10~19세,"13,121","1,179","1,336",614,474,747,"1,261","1,357",707,"1,777",879,"1,293","1,497"
2021년10월_남_20~29세,"22,280","1,885","2,266","1,545","1,204","1,627","1,956","2,155","1,478","2,743","1,464","2,581","1,376"
2021년10월_남_30~39세,"19,666","1,576","1,814","1,390","1,178","1,423","1,315","1,729","1,484","2,504","1,272","2,285","1,696"
2021년10월_남_40~49세,"22,262","1,820","2,137","1,450","1,017","1,105","1,884","2,083","1,366","2,827","1,556","2,350","2,667"
2021년10월_남_50~59세,"28,887","2,526","2,838","2,214","1,592","1,823","2,545","2,683","1,886","3,434","2,014","3,406","1,926"
2021년10월_남_60~69세,"21,881","2,148","2,304","1,755","1,449","1,510","1,566","2,004","1,649","2,039","1,600","2,462","1,395"
2021년10월_남_70~79세,"7,142",760,833,623,491,339,308,617,594,561,579,895,542
2021년10월_남_80~89세,"2,525",258,263,191,155,128,144,198,213,230,237,330,178
2021년10월_남_90~99세,256,29,17,19,18,15,17,24,19,25,17,32,24
2021년10월_남_100세 이상,7,1,0,0,0,1,1,1,0,1,0,2,0
2021년10월_여_총인구수,"147,999","12,778","14,367","9,167","7,946","9,979","11,450","14,237","10,117","17,588","10,558","16,833","12,979"
2021년10월_여_연령구간인구수,"147,999","12,778","14,367","9,167","7,946","9,979","11,450","14,237","10,117","17,588","10,558","16,833","12,979"
2021년10월_여_0~9세,"8,514",660,849,340,306,407,703,835,489,"1,273",626,766,"1,260"
2021년10월_여_10~19세,"12,532","1,057","1,269",574,430,679,"1,241","1,312",671,"1,802",843,"1,281","1,373"
2021년10월_여_20~29세,"20,201","1,648","1,848","1,329","1,184","1,583","1,765","1,960","1,365","2,433","1,415","2,291","1,380"
2021년10월_여_30~39세,"17,960","1,474","1,579","1,053",973,"1,365","1,225","1,675","1,279","2,272","1,231","2,013","1,821"
2021년10월_여_40~49세,"22,287","1,802","2,150","1,190",945,"1,335","1,936","2,201","1,272","2,995","1,538","2,446","2,477"
2021년10월_여_50~59세,"30,570","2,607","2,999","1,938","1,753","2,304","2,608","2,937","2,103","3,577","2,143","3,554","2,047"
2021년10월_여_60~69세,"21,119","2,072","2,222","1,593","1,438","1,498","1,176","2,033","1,744","1,853","1,543","2,350","1,597"
2021년10월_여_70~79세,"8,587",859,901,686,561,428,341,740,734,756,712,"1,222",647
2021년10월_여_80~89세,"5,255",510,471,405,294,325,356,472,390,524,412,779,317
2021년10월_여_90~99세,950,85,75,57,62,55,96,72,69,99,94,126,60
2021년10월_여_100세 이상,24,4,4,2,0,0,3,0,1,4,1,5,0
2021년11월_계_총인구수,"295,462","26,941","28,965","19,314","15,782","19,067","23,183","27,834","19,858","35,050","20,872","33,133","25,463"
2021년11월_계_연령구간인구수,"295,462","26,941","28,965","19,314","15,782","19,067","23,183","27,834","19,858","35,050","20,872","33,133","25,463"
2021년11월_계_0~9세,"17,343","1,527","1,720",731,580,821,"1,426","1,654",946,"2,593","1,329","1,525","2,491"
2021년11월_계_10~19세,"25,561","2,297","2,583","1,184",903,"1,409","2,508","2,645","1,358","3,561","1,704","2,540","2,869"
2021년11월_계_20~29세,"42,455","3,661","4,100","2,859","2,375","3,193","3,710","4,099","2,804","5,169","2,877","4,870","2,738"
2021년11월_계_30~39세,"37,936","3,406","3,387","2,437","2,147","2,777","2,538","3,407","2,768","4,777","2,508","4,286","3,498"
2021년11월_계_40~49세,"44,532","3,809","4,252","2,626","1,963","2,434","3,811","4,256","2,624","5,818","3,074","4,760","5,105"
2021년11월_계_50~59세,"59,480","5,296","5,820","4,129","3,324","4,114","5,158","5,601","3,974","6,997","4,162","6,933","3,972"
2021년11월_계_60~69세,"43,344","4,385","4,522","3,370","2,917","3,019","2,758","4,038","3,383","3,932","3,160","4,842","3,018"
2021년11월_계_70~79세,"15,764","1,653","1,750","1,306","1,047",777,645,"1,360","1,314","1,318","1,295","2,107","1,192"
2021년11월_계_80~89세,"7,811",787,736,595,446,451,510,674,598,758,651,"1,109",496
2021년11월_계_90~99세,"1,210",115,91,75,80,71,116,99,88,124,111,156,84
2021년11월_계_100세 이상,26,5,4,2,0,1,3,1,1,3,1,5,0
2021년11월_남_총인구수,"147,171","13,523","14,653","10,175","7,859","9,125","11,714","13,642","9,805","17,441","10,329","16,371","12,534"
2021년11월_남_연령구간인구수,"147,171","13,523","14,653","10,175","7,859","9,125","11,714","13,642","9,805","17,441","10,329","16,371","12,534"
2021년11월_남_0~9세,"8,818",772,892,390,279,418,725,825,468,"1,318",707,770,"1,254"
2021년11월_남_10~19세,"13,061","1,203","1,321",617,475,742,"1,264","1,344",698,"1,762",872,"1,272","1,491"
2021년11월_남_20~29세,"22,312","1,949","2,262","1,541","1,214","1,632","1,950","2,153","1,454","2,732","1,472","2,577","1,376"
2021년11월_남_30~39세,"19,847","1,762","1,816","1,389","1,171","1,417","1,307","1,732","1,497","2,505","1,274","2,284","1,693"
2021년11월_남_40~49세,"22,265","1,924","2,118","1,431","1,017","1,108","1,878","2,076","1,347","2,836","1,547","2,339","2,644"
2021년11월_남_50~59세,"28,853","2,591","2,820","2,204","1,577","1,809","2,553","2,674","1,881","3,417","2,012","3,389","1,926"
2021년11월_남_60~69세,"22,056","2,247","2,308","1,768","1,465","1,511","1,564","1,993","1,644","2,058","1,608","2,486","1,404"
2021년11월_남_70~79세,"7,162",778,836,625,490,344,308,620,585,560,581,891,544
2021년11월_남_80~89세,"2,538",267,265,189,154,127,146,200,214,228,239,330,179
2021년11월_남_90~99세,253,29,15,21,17,16,18,24,17,24,17,32,23
2021년11월_남_100세 이상,6,1,0,0,0,1,1,1,0,1,0,1,0
2021년11월_여_총인구수,"148,291","13,418","14,312","9,139","7,923","9,942","11,469","14,192","10,053","17,609","10,543","16,762","12,929"
2021년11월_여_연령구간인구수,"148,291","13,418","14,312","9,139","7,923","9,942","11,469","14,192","10,053","17,609","10,543","16,762","12,929"
2021년11월_여_0~9세,"8,525",755,828,341,301,403,701,829,478,"1,275",622,755,"1,237"
2021년11월_여_10~19세,"12,500","1,094","1,262",567,428,667,"1,244","1,301",660,"1,799",832,"1,268","1,378"
2021년11월_여_20~29세,"20,143","1,712","1,838","1,318","1,161","1,561","1,760","1,946","1,350","2,437","1,405","2,293","1,362"
2021년11월_여_30~39세,"18,089","1,644","1,571","1,048",976,"1,360","1,231","1,675","1,271","2,272","1,234","2,002","1,805"
2021년11월_여_40~49세,"22,267","1,885","2,134","1,195",946,"1,326","1,933","2,180","1,277","2,982","1,527","2,421","2,461"
2021년11월_여_50~59세,"30,627","2,705","3,000","1,925","1,747","2,305","2,605","2,927","2,093","3,580","2,150","3,544","2,046"
2021년11월_여_60~69세,"21,288","2,138","2,214","1,602","1,452","1,508","1,194","2,045","1,739","1,874","1,552","2,356","1,614"
2021년11월_여_70~79세,"8,602",875,914,681,557,433,337,740,729,758,714,"1,216",648
2021년11월_여_80~89세,"5,273",520,471,406,292,324,364,474,384,530,412,779,317
2021년11월_여_90~99세,957,86,76,54,63,55,98,75,71,100,94,124,61
2021년11월_여_100세 이상,20,4,4,2,0,0,2,0,1,2,1,4,0
2021년12월_계_총인구수,"295,696","27,361","28,995","19,230","15,790","19,091","23,166","27,815","19,816","34,996","20,887","33,090","25,459"
2021년12월_계_연령구간인구수,"295,696","27,361","28,995","19,230","15,790","19,091","23,166","27,815","19,816","34,996","20,887","33,090","25,459"
2021년12월_계_0~9세,"17,269","1,564","1,716",707,577,823,"1,417","1,637",941,"2,585","1,320","1,515","2,467"
2021년12월_계_10~19세,"25,481","2,320","2,580","1,168",906,"1,394","2,506","2,622","1,347","3,533","1,705","2,512","2,888"
2021년12월_계_20~29세,"42,409","3,706","4,109","2,854","2,364","3,188","3,683","4,105","2,801","5,146","2,866","4,866","2,721"
2021년12월_계_30~39세,"38,076","3,502","3,393","2,422","2,148","2,796","2,567","3,410","2,769","4,785","2,516","4,297","3,471"
2021년12월_계_40~49세,"44,577","3,894","4,239","2,607","1,962","2,433","3,808","4,252","2,638","5,796","3,067","4,762","5,119"
2021년12월_계_50~59세,"59,417","5,360","5,825","4,117","3,308","4,104","5,129","5,592","3,950","7,004","4,175","6,890","3,963"
2021년12월_계_60~69세,"43,573","4,436","4,544","3,372","2,942","3,045","2,781","4,056","3,377","3,945","3,173","4,867","3,035"
2021년12월_계_70~79세,"15,806","1,662","1,763","1,301","1,056",785,649,"1,364","1,301","1,323","1,293","2,101","1,208"
2021년12월_계_80~89세,"7,840",795,731,603,447,449,506,675,603,751,662,"1,120",498
2021년12월_계_90~99세,"1,221",117,91,77,80,73,117,101,88,125,109,154,89
2021년12월_계_100세 이상,27,5,4,2,0,1,3,1,1,3,1,6,0
2021년12월_남_총인구수,"147,316","13,726","14,677","10,138","7,852","9,143","11,697","13,633","9,783","17,424","10,342","16,355","12,546"
2021년12월_남_연령구간인구수,"147,316","13,726","14,677","10,138","7,852","9,143","11,697","13,633","9,783","17,424","10,342","16,355","12,546"
2021년12월_남_0~9세,"8,785",793,884,380,277,417,725,820,468,"1,315",700,762,"1,244"
2021년12월_남_10~19세,"13,029","1,212","1,323",619,475,731,"1,258","1,328",689,"1,757",878,"1,255","1,504"
2021년12월_남_20~29세,"22,286","1,962","2,269","1,535","1,210","1,637","1,929","2,160","1,448","2,726","1,459","2,581","1,370"
2021년12월_남_30~39세,"19,935","1,801","1,816","1,388","1,171","1,428","1,330","1,737","1,504","2,498","1,282","2,298","1,682"
2021년12월_남_40~49세,"22,298","1,979","2,109","1,422","1,013","1,115","1,870","2,067","1,355","2,828","1,549","2,345","2,646"
2021년12월_남_50~59세,"28,800","2,617","2,833","2,190","1,569","1,803","2,535","2,670","1,871","3,415","2,013","3,361","1,923"
2021년12월_남_60~69세,"22,170","2,271","2,314","1,772","1,477","1,523","1,576","2,007","1,635","2,066","1,616","2,498","1,415"
2021년12월_남_70~79세,"7,198",788,848,620,490,345,309,618,581,567,584,892,556
2021년12월_남_80~89세,"2,547",273,265,191,152,127,146,200,214,224,244,330,181
2021년12월_남_90~99세,262,29,16,21,18,16,18,25,18,27,17,32,25
2021년12월_남_100세 이상,6,1,0,0,0,1,1,1,0,1,0,1,0
2021년12월_여_총인구수,"148,380","13,635","14,318","9,092","7,938","9,948","11,469","14,182","10,033","17,572","10,545","16,735","12,913"
2021년12월_여_연령구간인구수,"148,380","13,635","14,318","9,092","7,938","9,948","11,469","14,182","10,033","17,572","10,545","16,735","12,913"
2021년12월_여_0~9세,"8,484",771,832,327,300,406,692,817,473,"1,270",620,753,"1,223"
2021년12월_여_10~19세,"12,452","1,108","1,257",549,431,663,"1,248","1,294",658,"1,776",827,"1,257","1,384"
2021년12월_여_20~29세,"20,123","1,744","1,840","1,319","1,154","1,551","1,754","1,945","1,353","2,420","1,407","2,285","1,351"
2021년12월_여_30~39세,"18,141","1,701","1,577","1,034",977,"1,368","1,237","1,673","1,265","2,287","1,234","1,999","1,789"
2021년12월_여_40~49세,"22,279","1,915","2,130","1,185",949,"1,318","1,938","2,185","1,283","2,968","1,518","2,417","2,473"
2021년12월_여_50~59세,"30,617","2,743","2,992","1,927","1,739","2,301","2,594","2,922","2,079","3,589","2,162","3,529","2,040"
2021년12월_여_60~69세,"21,403","2,165","2,230","1,600","1,465","1,522","1,205","2,049","1,742","1,879","1,557","2,369","1,620"
2021년12월_여_70~79세,"8,608",874,915,681,566,440,340,746,720,756,709,"1,209",652
2021년12월_여_80~89세,"5,293",522,466,412,295,322,360,475,389,527,418,790,317
2021년12월_여_90~99세,959,88,75,56,62,57,99,76,70,98,92,122,64
2021년12월_여_100세 이상,21,4,4,2,0,0,2,0,1,2,1,5,0
