카테고리,경기도 하남시,경기도 하남시 천현동,경기도 하남시 신장1동,경기도 하남시 신장2동,경기도 하남시 덕풍1동,경기도 하남시 덕풍2동,경기도 하남시 덕풍3동,경기도 하남시 풍산동,경기도 하남시 감북동,경기도 하남시 위례동,경기도 하남시 춘궁동,경기도 하남시 초이동,경기도 하남시 미사1동,경기도 하남시 미사2동,경기도 하남시 감일동
2021년08월_계_연령구간인구수,"310,365","7,573","6,615","45,055","15,848","19,213","25,715","30,023","2,761","25,385","3,937","3,581","52,094","47,630","24,935"
2021년08월_계_0~9세,"31,439",339,293,"3,696",984,"1,085","2,043","4,360",83,"3,375",131,167,"4,986","6,402","3,495"
2021년08월_계_10~19세,"27,314",404,395,"3,739","1,026","1,098","2,502","3,028",138,"2,717",196,171,"4,206","5,336","2,358"
2021년08월_계_20~29세,"38,083",913,958,"5,065","2,082","2,452","3,158","3,236",342,"2,822",473,465,"9,238","3,997","2,882"
2021년08월_계_30~39세,"51,634","1,018","1,024","6,525","2,241","2,950","3,358","5,254",361,"4,127",423,471,"11,877","7,247","4,758"
2021년08월_계_40~49세,"55,235",981,922,"7,139","2,174","2,528","4,415","6,082",365,"5,049",506,437,"9,732","10,533","4,372"
2021년08월_계_50~59세,"44,448","1,423","1,180","6,939","2,789","3,370","4,168","3,892",573,"3,791",784,710,"5,620","5,937","3,272"
2021년08월_계_60~69세,"37,910","1,563","1,088","7,072","2,779","3,485","3,575","2,640",525,"2,440",785,711,"3,955","4,926","2,366"
2021년08월_계_70~79세,"16,976",604,526,"3,471","1,247","1,560","1,722","1,025",241,757,396,295,"1,785","2,360",987
2021년08월_계_80~89세,"6,191",257,197,"1,223",463,592,657,390,113,261,207,146,571,748,366
2021년08월_계_90~99세,"1,078",64,30,178,59,89,113,107,19,45,33,7,122,139,73
2021년08월_계_100세 이상,57,7,2,8,4,4,4,9,1,1,3,1,2,5,6
2021년08월_남_총인구수,"155,478","4,197","3,421","22,303","8,045","9,667","12,779","14,853","1,532","12,432","2,219","2,046","26,026","23,454","12,504"
2021년08월_남_연령구간인구수,"155,478","4,197","3,421","22,303","8,045","9,667","12,779","14,853","1,532","12,432","2,219","2,046","26,026","23,454","12,504"
2021년08월_남_0~9세,"16,075",167,154,"1,904",513,538,"1,094","2,160",47,"1,672",66,81,"2,582","3,266","1,831"
2021년08월_남_10~19세,"13,826",211,206,"1,923",549,572,"1,254","1,525",71,"1,360",109,89,"2,060","2,706","1,191"
2021년08월_남_20~29세,"19,226",542,520,"2,606","1,158","1,331","1,681","1,633",208,"1,409",265,268,"4,134","2,030","1,441"
2021년08월_남_30~39세,"26,079",600,602,"3,372","1,206","1,618","1,730","2,443",218,"1,852",251,292,"6,268","3,305","2,322"
2021년08월_남_40~49세,"28,776",609,513,"3,637","1,137","1,329","2,216","3,158",211,"2,544",311,275,"5,135","5,445","2,256"
2021년08월_남_50~59세,"22,257",817,594,"3,301","1,339","1,656","2,037","1,944",323,"1,844",497,414,"2,872","2,973","1,646"
2021년08월_남_60~69세,"18,316",837,524,"3,337","1,320","1,673","1,668","1,282",288,"1,251",433,411,"1,844","2,280","1,168"
2021년08월_남_70~79세,"8,448",302,235,"1,701",618,745,818,547,118,402,192,157,918,"1,184",511
2021년08월_남_80~89세,"2,223",96,68,475,190,191,257,136,39,84,89,56,186,234,122
2021년08월_남_90~99세,240,13,5,44,14,12,24,23,9,14,5,3,27,31,16
2021년08월_남_100세 이상,12,3,0,3,1,2,0,2,0,0,1,0,0,0,0
2021년08월_여_총인구수,"154,887","3,376","3,194","22,752","7,803","9,546","12,936","15,170","1,229","12,953","1,718","1,535","26,068","24,176","12,431"
2021년08월_여_연령구간인구수,"154,887","3,376","3,194","22,752","7,803","9,546","12,936","15,170","1,229","12,953","1,718","1,535","26,068","24,176","12,431"
2021년08월_여_0~9세,"15,364",172,139,"1,792",471,547,949,"2,200",36,"1,703",65,86,"2,404","3,136","1,664"
2021년08월_여_10~19세,"13,488",193,189,"1,816",477,526,"1,248","1,503",67,"1,357",87,82,"2,146","2,630","1,167"
2021년08월_여_20~29세,"18,857",371,438,"2,459",924,"1,121","1,477","1,603",134,"1,413",208,197,"5,104","1,967","1,441"
2021년08월_여_30~39세,"25,555",418,422,"3,153","1,035","1,332","1,628","2,811",143,"2,275",172,179,"5,609","3,942","2,436"
2021년08월_여_40~49세,"26,459",372,409,"3,502","1,037","1,199","2,199","2,924",154,"2,505",195,162,"4,597","5,088","2,116"
2021년08월_여_50~59세,"22,191",606,586,"3,638","1,450","1,714","2,131","1,948",250,"1,947",287,296,"2,748","2,964","1,626"
2021년08월_여_60~69세,"19,594",726,564,"3,735","1,459","1,812","1,907","1,358",237,"1,189",352,300,"2,111","2,646","1,198"
2021년08월_여_70~79세,"8,528",302,291,"1,770",629,815,904,478,123,355,204,138,867,"1,176",476
2021년08월_여_80~89세,"3,968",161,129,748,273,401,400,254,74,177,118,90,385,514,244
2021년08월_여_90~99세,838,51,25,134,45,77,89,84,10,31,28,4,95,108,57
2021년08월_여_100세 이상,45,4,2,5,3,2,4,7,1,1,2,1,2,5,6
2021년09월_계_총인구수,"312,159","7,497","6,563","46,434","15,779","19,060","25,471","29,950","2,753","25,667","3,910","3,575","52,990","47,540","24,970"
2021년09월_계_연령구간인구수,"312,159","7,497","6,563","46,434","15,779","19,060","25,471","29,950","2,753","25,667","3,910","3,575","52,990","47,540","24,970"
2021년09월_계_0~9세,"31,512",320,278,"3,972",959,"1,071","1,991","4,320",81,"3,406",129,157,"5,013","6,311","3,504"
2021년09월_계_10~19세,"27,552",398,384,"3,865","1,021","1,083","2,468","3,046",137,"2,733",193,172,"4,335","5,367","2,350"
2021년09월_계_20~29세,"38,161",896,951,"5,129","2,077","2,415","3,131","3,206",337,"2,841",469,467,"9,370","3,992","2,880"
2021년09월_계_30~39세,"51,951","1,008","1,022","6,899","2,235","2,923","3,353","5,209",363,"4,189",416,463,"11,943","7,197","4,731"
2021년09월_계_40~49세,"55,553",963,909,"7,401","2,147","2,511","4,334","6,105",362,"5,090",503,435,"9,907","10,500","4,386"
2021년09월_계_50~59세,"44,796","1,417","1,174","7,097","2,775","3,308","4,143","3,864",570,"3,836",776,705,"5,858","5,974","3,299"
2021년09월_계_60~69세,"38,181","1,567","1,095","7,141","2,786","3,500","3,568","2,673",530,"2,484",792,717,"4,019","4,928","2,381"
2021년09월_계_70~79세,"17,059",599,527,"3,492","1,244","1,561","1,724","1,023",237,775,387,294,"1,834","2,372",990
2021년09월_계_80~89세,"6,246",256,190,"1,247",470,594,642,388,115,263,209,155,588,757,372
2021년09월_계_90~99세,"1,093",66,31,182,61,90,115,107,20,49,33,9,121,137,72
2021년09월_계_100세 이상,55,7,2,9,4,4,2,9,1,1,3,1,2,5,5
2021년09월_남_총인구수,"156,333","4,151","3,386","22,940","8,019","9,612","12,675","14,813","1,531","12,573","2,212","2,038","26,449","23,408","12,526"
2021년09월_남_연령구간인구수,"156,333","4,151","3,386","22,940","8,019","9,612","12,675","14,813","1,531","12,573","2,212","2,038","26,449","23,408","12,526"
2021년09월_남_0~9세,"16,136",158,146,"2,044",504,537,"1,071","2,140",46,"1,692",65,74,"2,597","3,225","1,837"
2021년09월_남_10~19세,"13,936",208,196,"1,981",546,565,"1,241","1,528",72,"1,370",107,90,"2,123","2,723","1,186"
2021년09월_남_20~29세,"19,208",532,511,"2,623","1,152","1,314","1,655","1,619",203,"1,409",264,272,"4,182","2,023","1,449"
2021년09월_남_30~39세,"26,249",597,604,"3,553","1,214","1,607","1,727","2,431",222,"1,886",248,287,"6,286","3,285","2,302"
2021년09월_남_40~49세,"28,902",599,502,"3,758","1,124","1,332","2,184","3,168",209,"2,560",309,270,"5,219","5,413","2,255"
2021년09월_남_50~59세,"22,434",811,593,"3,373","1,333","1,621","2,033","1,920",319,"1,862",492,412,"3,010","2,990","1,665"
2021년09월_남_60~69세,"18,473",835,528,"3,370","1,323","1,677","1,671","1,300",293,"1,278",442,416,"1,869","2,289","1,182"
2021년09월_남_70~79세,"8,491",300,235,"1,702",618,748,820,549,118,416,189,155,938,"1,190",513
2021년09월_남_80~89세,"2,251",95,65,488,190,198,249,133,40,86,90,59,198,239,121
2021년09월_남_90~99세,241,13,6,45,14,11,24,23,9,14,5,3,27,31,16
2021년09월_남_100세 이상,12,3,0,3,1,2,0,2,0,0,1,0,0,0,0
2021년09월_여_총인구수,"155,826","3,346","3,177","23,494","7,760","9,448","12,796","15,137","1,222","13,094","1,698","1,537","26,541","24,132","12,444"
2021년09월_여_연령구간인구수,"155,826","3,346","3,177","23,494","7,760","9,448","12,796","15,137","1,222","13,094","1,698","1,537","26,541","24,132","12,444"
2021년09월_여_0~9세,"15,376",162,132,"1,928",455,534,920,"2,180",35,"1,714",64,83,"2,416","3,086","1,667"
2021년09월_여_10~19세,"13,616",190,188,"1,884",475,518,"1,227","1,518",65,"1,363",86,82,"2,212","2,644","1,164"
2021년09월_여_20~29세,"18,953",364,440,"2,506",925,"1,101","1,476","1,587",134,"1,432",205,195,"5,188","1,969","1,431"
2021년09월_여_30~39세,"25,702",411,418,"3,346","1,021","1,316","1,626","2,778",141,"2,303",168,176,"5,657","3,912","2,429"
2021년09월_여_40~49세,"26,651",364,407,"3,643","1,023","1,179","2,150","2,937",153,"2,530",194,165,"4,688","5,087","2,131"
2021년09월_여_50~59세,"22,362",606,581,"3,724","1,442","1,687","2,110","1,944",251,"1,974",284,293,"2,848","2,984","1,634"
2021년09월_여_60~69세,"19,708",732,567,"3,771","1,463","1,823","1,897","1,373",237,"1,206",350,301,"2,150","2,639","1,199"
2021년09월_여_70~79세,"8,568",299,292,"1,790",626,813,904,474,119,359,198,139,896,"1,182",477
2021년09월_여_80~89세,"3,995",161,125,759,280,396,393,255,75,177,119,96,390,518,251
2021년09월_여_90~99세,852,53,25,137,47,79,91,84,11,35,28,6,94,106,56
2021년09월_여_100세 이상,43,4,2,6,3,2,2,7,1,1,2,1,2,5,5
2021년10월_계_총인구수,"314,866","7,482","6,567","46,847","15,709","19,010","25,405","29,912","2,767","26,753","3,886","3,554","53,182","47,505","26,287"
2021년10월_계_연령구간인구수,"314,866","7,482","6,567","46,847","15,709","19,010","25,405","29,912","2,767","26,753","3,886","3,554","53,182","47,505","26,287"
2021년10월_계_0~9세,"32,040",317,280,"4,019",931,"1,053","1,961","4,275",83,"3,723",127,151,"4,981","6,260","3,879"
2021년10월_계_10~19세,"27,753",393,382,"3,901","1,020","1,069","2,459","3,065",139,"2,775",190,175,"4,363","5,389","2,433"
2021년10월_계_20~29세,"38,234",885,941,"5,159","2,069","2,398","3,126","3,207",338,"2,908",469,456,"9,353","3,989","2,936"
2021년10월_계_30~39세,"52,678","1,001","1,051","6,978","2,222","2,920","3,327","5,161",369,"4,608",417,465,"11,943","7,154","5,062"
2021년10월_계_40~49세,"56,079",948,893,"7,498","2,122","2,493","4,322","6,115",363,"5,244",496,434,"9,957","10,510","4,684"
2021년10월_계_50~59세,"45,056","1,422","1,179","7,122","2,771","3,318","4,143","3,877",569,"3,871",770,694,"5,941","5,993","3,386"
2021년10월_계_60~69세,"38,439","1,578","1,093","7,194","2,796","3,506","3,569","2,691",535,"2,522",791,718,"4,065","4,955","2,426"
2021년10월_계_70~79세,"17,109",603,526,"3,522","1,244","1,555","1,727","1,018",235,784,384,291,"1,858","2,346","1,016"
2021년10월_계_80~89세,"6,329",258,190,"1,264",467,604,654,393,115,266,209,160,601,763,385
2021년10월_계_90~99세,"1,093",70,30,181,63,90,115,101,20,51,30,9,118,140,75
2021년10월_계_100세 이상,56,7,2,9,4,4,2,9,1,1,3,1,2,6,5
2021년10월_남_총인구수,"157,644","4,126","3,388","23,136","7,990","9,575","12,646","14,781","1,538","13,117","2,201","2,019","26,542","23,391","13,194"
2021년10월_남_연령구간인구수,"157,644","4,126","3,388","23,136","7,990","9,575","12,646","14,781","1,538","13,117","2,201","2,019","26,542","23,391","13,194"
2021년10월_남_0~9세,"16,461",156,151,"2,070",492,536,"1,064","2,125",48,"1,869",62,71,"2,588","3,208","2,021"
2021년10월_남_10~19세,"14,004",204,194,"2,007",540,550,"1,234","1,530",74,"1,383",104,90,"2,135","2,724","1,235"
2021년10월_남_20~29세,"19,191",526,507,"2,635","1,148","1,303","1,651","1,608",201,"1,432",263,267,"4,161","2,015","1,474"
2021년10월_남_30~39세,"26,602",585,617,"3,592","1,210","1,607","1,714","2,397",225,"2,093",253,286,"6,293","3,271","2,459"
2021년10월_남_40~49세,"29,173",589,492,"3,803","1,114","1,318","2,186","3,174",208,"2,646",304,270,"5,235","5,412","2,422"
2021년10월_남_50~59세,"22,565",814,589,"3,381","1,335","1,624","2,029","1,928",321,"1,878",488,404,"3,057","3,005","1,712"
2021년10월_남_60~69세,"18,605",840,536,"3,388","1,324","1,676","1,667","1,317",296,"1,298",443,414,"1,894","2,310","1,202"
2021년10월_남_70~79세,"8,496",301,234,"1,715",620,749,824,541,116,415,188,152,946,"1,168",527
2021년10월_남_80~89세,"2,291",94,63,496,191,199,253,136,40,89,91,62,206,245,126
2021년10월_남_90~99세,244,14,5,46,15,11,24,23,9,14,4,3,27,33,16
2021년10월_남_100세 이상,12,3,0,3,1,2,0,2,0,0,1,0,0,0,0
2021년10월_여_총인구수,"157,222","3,356","3,179","23,711","7,719","9,435","12,759","15,131","1,229","13,636","1,685","1,535","26,640","24,114","13,093"
2021년10월_여_연령구간인구수,"157,222","3,356","3,179","23,711","7,719","9,435","12,759","15,131","1,229","13,636","1,685","1,535","26,640","24,114","13,093"
2021년10월_여_0~9세,"15,579",161,129,"1,949",439,517,897,"2,150",35,"1,854",65,80,"2,393","3,052","1,858"
2021년10월_여_10~19세,"13,749",189,188,"1,894",480,519,"1,225","1,535",65,"1,392",86,85,"2,228","2,665","1,198"
2021년10월_여_20~29세,"19,043",359,434,"2,524",921,"1,095","1,475","1,599",137,"1,476",206,189,"5,192","1,974","1,462"
2021년10월_여_30~39세,"26,076",416,434,"3,386","1,012","1,313","1,613","2,764",144,"2,515",164,179,"5,650","3,883","2,603"
2021년10월_여_40~49세,"26,906",359,401,"3,695","1,008","1,175","2,136","2,941",155,"2,598",192,164,"4,722","5,098","2,262"
2021년10월_여_50~59세,"22,491",608,590,"3,741","1,436","1,694","2,114","1,949",248,"1,993",282,290,"2,884","2,988","1,674"
2021년10월_여_60~69세,"19,834",738,557,"3,806","1,472","1,830","1,902","1,374",239,"1,224",348,304,"2,171","2,645","1,224"
2021년10월_여_70~79세,"8,613",302,292,"1,807",624,806,903,477,119,369,196,139,912,"1,178",489
2021년10월_여_80~89세,"4,038",164,127,768,276,405,401,257,75,177,118,98,395,518,259
2021년10월_여_90~99세,849,56,25,135,48,79,91,78,11,37,26,6,91,107,59
2021년10월_여_100세 이상,44,4,2,6,3,2,2,7,1,1,2,1,2,6,5
2021년11월_계_총인구수,"318,126","7,457","6,595","46,883","15,649","18,941","25,368","29,823","2,754","27,199","3,866","3,521","53,295","47,463","29,312"
2021년11월_계_연령구간인구수,"318,126","7,457","6,595","46,883","15,649","18,941","25,368","29,823","2,754","27,199","3,866","3,521","53,295","47,463","29,312"
2021년11월_계_0~9세,"32,573",314,269,"3,992",912,"1,040","1,935","4,220",83,"3,837",125,145,"4,918","6,178","4,605"
2021년11월_계_10~19세,"28,117",391,380,"3,896","1,013","1,058","2,455","3,098",136,"2,788",190,174,"4,403","5,434","2,701"
2021년11월_계_20~29세,"38,309",877,957,"5,144","2,054","2,395","3,122","3,172",339,"2,923",462,444,"9,366","3,964","3,090"
2021년11월_계_30~39세,"53,286",996,"1,059","6,981","2,207","2,903","3,313","5,097",371,"4,777",414,460,"11,929","7,068","5,711"
2021년11월_계_40~49세,"56,868",943,894,"7,494","2,129","2,481","4,309","6,137",356,"5,298",496,432,"9,994","10,558","5,347"
2021년11월_계_50~59세,"45,350","1,422","1,182","7,131","2,751","3,307","4,155","3,872",568,"3,899",765,682,"5,986","5,999","3,631"
2021년11월_계_60~69세,"38,839","1,577","1,099","7,252","2,809","3,511","3,565","2,693",533,"2,559",793,718,"4,096","4,993","2,641"
2021년11월_계_70~79세,"17,249",607,526,"3,530","1,234","1,559","1,739","1,033",234,799,377,295,"1,877","2,356","1,083"
2021년11월_계_80~89세,"6,383",262,196,"1,269",474,595,659,393,114,262,210,160,605,767,417
2021년11월_계_90~99세,"1,107",67,32,185,62,90,114,99,20,56,31,10,119,141,81
2021년11월_계_100세 이상,45,1,1,9,4,2,2,9,0,1,3,1,2,5,5
2021년11월_남_총인구수,"159,264","4,120","3,416","23,151","7,954","9,553","12,622","14,738","1,524","13,325","2,187","2,011","26,592","23,391","14,680"
2021년11월_남_연령구간인구수,"159,264","4,120","3,416","23,151","7,954","9,553","12,622","14,738","1,524","13,325","2,187","2,011","26,592","23,391","14,680"
2021년11월_남_0~9세,"16,721",157,146,"2,061",478,528,"1,049","2,102",47,"1,921",61,68,"2,560","3,159","2,384"
2021년11월_남_10~19세,"14,166",201,194,"2,000",543,543,"1,226","1,545",74,"1,386",105,90,"2,154","2,753","1,352"
2021년11월_남_20~29세,"19,226",524,515,"2,622","1,127","1,301","1,650","1,599",198,"1,437",262,261,"4,167","2,017","1,546"
2021년11월_남_30~39세,"26,894",577,630,"3,607","1,204","1,612","1,719","2,360",226,"2,175",246,288,"6,284","3,227","2,739"
2021년11월_남_40~49세,"29,604",594,495,"3,794","1,121","1,314","2,170","3,180",199,"2,675",303,273,"5,246","5,438","2,802"
2021년11월_남_50~59세,"22,732",810,591,"3,382","1,328","1,620","2,042","1,931",321,"1,886",484,396,"3,082","3,020","1,839"
2021년11월_남_60~69세,"18,783",840,540,"3,415","1,329","1,678","1,660","1,310",296,"1,318",445,417,"1,909","2,319","1,307"
2021년11월_남_70~79세,"8,571",306,235,"1,717",612,753,828,550,115,425,184,152,956,"1,181",557
2021년11월_남_80~89세,"2,312",96,65,501,196,192,255,136,39,86,92,63,208,245,138
2021년11월_남_90~99세,246,14,5,49,15,11,23,23,9,16,4,3,26,32,16
2021년11월_남_100세 이상,9,1,0,3,1,1,0,2,0,0,1,0,0,0,0
2021년11월_여_총인구수,"158,862","3,337","3,179","23,732","7,695","9,388","12,746","15,085","1,230","13,874","1,679","1,510","26,703","24,072","14,632"
2021년11월_여_연령구간인구수,"158,862","3,337","3,179","23,732","7,695","9,388","12,746","15,085","1,230","13,874","1,679","1,510","26,703","24,072","14,632"
2021년11월_여_0~9세,"15,852",157,123,"1,931",434,512,886,"2,118",36,"1,916",64,77,"2,358","3,019","2,221"
2021년11월_여_10~19세,"13,951",190,186,"1,896",470,515,"1,229","1,553",62,"1,402",85,84,"2,249","2,681","1,349"
2021년11월_여_20~29세,"19,083",353,442,"2,522",927,"1,094","1,472","1,573",141,"1,486",200,183,"5,199","1,947","1,544"
2021년11월_여_30~39세,"26,392",419,429,"3,374","1,003","1,291","1,594","2,737",145,"2,602",168,172,"5,645","3,841","2,972"
2021년11월_여_40~49세,"27,264",349,399,"3,700","1,008","1,167","2,139","2,957",157,"2,623",193,159,"4,748","5,120","2,545"
2021년11월_여_50~59세,"22,618",612,591,"3,749","1,423","1,687","2,113","1,941",247,"2,013",281,286,"2,904","2,979","1,792"
2021년11월_여_60~69세,"20,056",737,559,"3,837","1,480","1,833","1,905","1,383",237,"1,241",348,301,"2,187","2,674","1,334"
2021년11월_여_70~79세,"8,678",301,291,"1,813",622,806,911,483,119,374,193,143,921,"1,175",526
2021년11월_여_80~89세,"4,071",166,131,768,278,403,404,257,75,176,118,97,397,522,279
2021년11월_여_90~99세,861,53,27,136,47,79,91,76,11,40,27,7,93,109,65
2021년11월_여_100세 이상,36,0,1,6,3,1,2,7,0,1,2,1,2,5,5
2021년12월_계_총인구수,"320,087","7,436","6,654","46,832","15,557","18,941","25,378","29,828","2,745","27,379","3,846","3,485","53,423","47,364","31,219"
2021년12월_계_연령구간인구수,"320,087","7,436","6,654","46,832","15,557","18,941","25,378","29,828","2,745","27,379","3,846","3,485","53,423","47,364","31,219"
2021년12월_계_0~9세,"32,803",306,278,"3,958",914,"1,042","1,914","4,203",76,"3,863",121,137,"4,888","6,095","5,008"
2021년12월_계_10~19세,"28,465",391,377,"3,892","1,000","1,054","2,453","3,110",135,"2,830",187,175,"4,457","5,435","2,969"
2021년12월_계_20~29세,"38,289",878,971,"5,114","2,033","2,370","3,124","3,167",336,"2,921",457,445,"9,345","3,955","3,173"
2021년12월_계_30~39세,"53,476",991,"1,076","6,956","2,183","2,914","3,306","5,049",377,"4,786",413,447,"11,945","7,010","6,023"
2021년12월_계_40~49세,"57,481",941,908,"7,512","2,114","2,467","4,307","6,179",352,"5,361",484,426,"10,035","10,559","5,836"
2021년12월_계_50~59세,"45,575","1,418","1,187","7,124","2,734","3,299","4,157","3,881",566,"3,918",764,680,"6,037","6,011","3,799"
2021년12월_계_60~69세,"39,037","1,578","1,098","7,268","2,810","3,530","3,601","2,694",536,"2,574",803,713,"4,103","5,003","2,726"
2021년12월_계_70~79세,"17,366",605,530,"3,530","1,229","1,567","1,743","1,045",232,811,372,293,"1,882","2,371","1,156"
2021년12월_계_80~89세,"6,445",259,197,"1,284",473,605,659,395,116,260,212,155,610,780,440
2021년12월_계_90~99세,"1,112",69,32,185,63,91,113,99,19,54,31,13,119,140,84
2021년12월_계_100세 이상,38,0,0,9,4,2,1,6,0,1,2,1,2,5,5
2021년12월_남_총인구수,"160,163","4,112","3,445","23,127","7,912","9,552","12,621","14,719","1,518","13,410","2,180","1,985","26,631","23,326","15,625"
2021년12월_남_연령구간인구수,"160,163","4,112","3,445","23,127","7,912","9,552","12,621","14,719","1,518","13,410","2,180","1,985","26,631","23,326","15,625"
2021년12월_남_0~9세,"16,819",153,150,"2,031",477,530,"1,036","2,091",42,"1,944",61,65,"2,538","3,108","2,593"
2021년12월_남_10~19세,"14,363",199,192,"2,001",540,543,"1,228","1,544",74,"1,404",103,92,"2,185","2,767","1,491"
2021년12월_남_20~29세,"19,192",533,521,"2,603","1,121","1,286","1,652","1,593",196,"1,433",260,256,"4,157","1,997","1,584"
2021년12월_남_30~39세,"26,941",573,643,"3,601","1,191","1,614","1,709","2,330",227,"2,173",243,280,"6,284","3,199","2,874"
2021년12월_남_40~49세,"29,884",587,501,"3,801","1,113","1,315","2,166","3,193",196,"2,697",299,269,"5,254","5,434","3,059"
2021년12월_남_50~59세,"22,873",807,596,"3,386","1,315","1,612","2,043","1,939",324,"1,905",488,396,"3,105","3,028","1,929"
2021년12월_남_60~69세,"18,878",844,536,"3,420","1,333","1,681","1,677","1,314",298,"1,322",448,414,"1,918","2,329","1,344"
2021년12월_남_70~79세,"8,617",307,234,"1,723",606,760,831,554,112,431,182,149,958,"1,183",587
2021년12월_남_80~89세,"2,349",95,67,508,199,198,256,138,41,87,92,61,207,252,148
2021년12월_남_90~99세,242,14,5,50,16,12,23,23,8,14,4,3,25,29,16
2021년12월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"159,924","3,324","3,209","23,705","7,645","9,389","12,757","15,109","1,227","13,969","1,666","1,500","26,792","24,038","15,594"
2021년12월_여_연령구간인구수,"159,924","3,324","3,209","23,705","7,645","9,389","12,757","15,109","1,227","13,969","1,666","1,500","26,792","24,038","15,594"
2021년12월_여_0~9세,"15,984",153,128,"1,927",437,512,878,"2,112",34,"1,919",60,72,"2,350","2,987","2,415"
2021년12월_여_10~19세,"14,102",192,185,"1,891",460,511,"1,225","1,566",61,"1,426",84,83,"2,272","2,668","1,478"
2021년12월_여_20~29세,"19,097",345,450,"2,511",912,"1,084","1,472","1,574",140,"1,488",197,189,"5,188","1,958","1,589"
2021년12월_여_30~39세,"26,535",418,433,"3,355",992,"1,300","1,597","2,719",150,"2,613",170,167,"5,661","3,811","3,149"
2021년12월_여_40~49세,"27,597",354,407,"3,711","1,001","1,152","2,141","2,986",156,"2,664",185,157,"4,781","5,125","2,777"
2021년12월_여_50~59세,"22,702",611,591,"3,738","1,419","1,687","2,114","1,942",242,"2,013",276,284,"2,932","2,983","1,870"
2021년12월_여_60~69세,"20,159",734,562,"3,848","1,477","1,849","1,924","1,380",238,"1,252",355,299,"2,185","2,674","1,382"
2021년12월_여_70~79세,"8,749",298,296,"1,807",623,807,912,491,120,380,190,144,924,"1,188",569
2021년12월_여_80~89세,"4,096",164,130,776,274,407,403,257,75,173,120,94,403,528,292
2021년12월_여_90~99세,870,55,27,135,47,79,90,76,11,40,27,10,94,111,68
2021년12월_여_100세 이상,33,0,0,6,3,1,1,6,0,1,2,1,2,5,5
