카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년04월_계_70~79세,"16,523","1,094",719,533,533,742,547,352,317,472,543,344,341,335,342,716,558,"1,630","1,002","1,414",705,634,"1,241",892,517
2021년04월_계_80~89세,"9,929",779,564,436,383,479,401,281,235,325,383,246,264,218,256,337,277,873,550,649,342,237,667,497,250
2021년04월_계_90~99세,"1,502",126,85,66,80,82,59,49,41,65,44,23,24,35,31,63,37,125,74,78,54,39,95,85,42
2021년04월_계_100세 이상,64,10,5,0,0,6,3,1,1,2,1,5,1,0,0,1,0,2,5,5,2,0,4,7,3
2021년04월_남_총인구수,"78,279","3,198","2,107","1,570","1,861","3,503","1,334",884,"1,080","1,483","1,379",907,964,854,903,"2,527","2,392","11,033","4,400","6,532","3,036","3,066","10,274","7,854","5,138"
2021년04월_남_연령구간인구수,"78,279","3,198","2,107","1,570","1,861","3,503","1,334",884,"1,080","1,483","1,379",907,964,854,903,"2,527","2,392","11,033","4,400","6,532","3,036","3,066","10,274","7,854","5,138"
2021년04월_남_0~9세,"5,455",104,55,35,41,225,25,16,28,29,17,20,26,13,20,128,160,972,342,442,185,177,"1,014",811,570
2021년04월_남_10~19세,"7,076",147,117,50,76,191,79,34,37,54,40,24,38,25,30,189,194,"1,234",449,505,268,283,"1,316",892,804
2021년04월_남_20~29세,"9,050",258,158,93,167,504,87,48,98,104,71,41,53,44,37,349,266,"1,658",461,778,349,363,"1,394","1,023",646
2021년04월_남_30~39세,"7,976",209,121,101,130,580,62,59,81,88,72,34,45,44,46,241,210,"1,294",395,797,311,299,"1,169","1,068",520
2021년04월_남_40~49세,"11,410",344,201,201,222,437,139,101,104,173,125,99,74,83,83,348,369,"1,770",689,992,453,424,"1,783","1,242",954
2021년04월_남_50~59세,"13,388",588,379,315,343,526,252,151,232,303,302,177,186,169,163,415,472,"1,760",734,"1,085",490,562,"1,655","1,289",840
2021년04월_남_60~69세,"12,739",726,502,355,470,505,306,221,259,392,386,270,270,215,265,403,390,"1,324",664,"1,033",513,544,"1,245","1,009",472
2021년04월_남_70~79세,"7,394",517,338,250,256,341,244,155,153,217,222,152,167,168,163,316,238,698,444,634,323,308,487,361,242
2021년04월_남_80~89세,"3,455",266,212,156,140,167,131,95,78,107,134,82,99,82,85,127,84,299,202,252,136,96,197,145,83
2021년04월_남_90~99세,324,36,24,14,16,24,9,4,10,16,10,8,6,11,11,10,9,23,20,13,8,10,13,12,7
2021년04월_남_100세 이상,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0
2021년04월_여_총인구수,"79,931","3,153","1,967","1,423","1,673","3,371","1,412",887,"1,029","1,346","1,344",847,891,777,833,"2,654","2,621","11,157","4,724","6,614","3,244","3,123","11,273","8,290","5,278"
2021년04월_여_연령구간인구수,"79,931","3,153","1,967","1,423","1,673","3,371","1,412",887,"1,029","1,346","1,344",847,891,777,833,"2,654","2,621","11,157","4,724","6,614","3,244","3,123","11,273","8,290","5,278"
2021년04월_여_0~9세,"4,966",87,45,26,41,211,19,13,28,28,27,11,18,9,11,102,138,912,289,442,188,157,924,719,521
2021년04월_여_10~19세,"6,488",119,74,33,53,186,49,22,41,54,37,25,16,22,33,167,222,"1,103",435,435,247,268,"1,282",846,719
2021년04월_여_20~29세,"7,494",180,122,46,121,468,58,34,54,69,49,27,30,28,27,272,248,"1,309",387,612,278,302,"1,264",880,629
2021년04월_여_30~39세,"7,369",160,87,53,78,469,50,21,53,57,46,25,31,20,26,261,217,"1,237",403,695,253,260,"1,229","1,047",591
2021년04월_여_40~49세,"10,546",222,121,105,128,341,92,58,55,86,47,50,42,38,40,275,333,"1,766",680,857,436,413,"1,946","1,334","1,081"
2021년04월_여_50~59세,"12,695",478,288,215,254,409,184,124,197,204,217,111,166,116,116,389,458,"1,715",707,"1,120",551,592,"1,871","1,439",774
2021년04월_여_60~69세,"13,540",720,431,330,414,513,334,186,248,324,316,222,230,217,210,525,464,"1,506",858,"1,207",655,635,"1,448","1,064",483
2021년04월_여_70~79세,"9,129",577,381,283,277,401,303,197,164,255,321,192,174,167,179,400,320,932,558,780,382,326,754,531,275
2021년04월_여_80~89세,"6,474",513,352,280,243,312,270,186,157,218,249,164,165,136,171,210,193,574,348,397,206,141,470,352,167
2021년04월_여_90~99세,"1,178",90,61,52,64,58,50,45,31,49,34,15,18,24,20,53,28,102,54,65,46,29,82,73,35
2021년04월_여_100세 이상,52,7,5,0,0,3,3,1,1,2,1,5,1,0,0,0,0,1,5,4,2,0,3,5,3
2021년05월_계_총인구수,"157,882","6,379","4,051","2,978","3,502","6,883","2,712","1,746","2,107","2,822","2,714","1,729","1,855","1,619","1,734","5,154","4,993","22,165","9,056","13,148","6,288","6,201","21,524","16,125","10,397"
2021년05월_계_연령구간인구수,"157,882","6,379","4,051","2,978","3,502","6,883","2,712","1,746","2,107","2,822","2,714","1,729","1,855","1,619","1,734","5,154","4,993","22,165","9,056","13,148","6,288","6,201","21,524","16,125","10,397"
2021년05월_계_0~9세,"10,371",190,94,62,82,439,45,26,55,58,42,30,47,22,31,225,299,"1,868",626,896,369,334,"1,931","1,509","1,091"
2021년05월_계_10~19세,"13,523",267,189,83,124,377,124,57,81,108,75,50,50,47,61,357,410,"2,333",878,939,525,549,"2,595","1,738","1,506"
2021년05월_계_20~29세,"16,546",439,282,139,282,968,144,81,149,173,123,68,86,70,63,620,507,"2,996",846,"1,370",628,669,"2,638","1,924","1,281"
2021년05월_계_30~39세,"15,276",367,200,146,204,"1,062",109,75,134,139,113,59,79,64,70,501,424,"2,521",788,"1,506",570,559,"2,403","2,081","1,102"
2021년05월_계_40~49세,"21,856",566,320,305,340,783,232,153,163,253,170,143,111,116,123,622,695,"3,516","1,362","1,834",891,832,"3,727","2,580","2,019"
2021년05월_계_50~59세,"25,943","1,080",661,529,589,920,428,266,419,506,512,279,344,282,273,792,926,"3,466","1,429","2,198","1,025","1,152","3,507","2,736","1,624"
2021년05월_계_60~69세,"26,395","1,455",934,687,886,"1,029",630,409,513,719,713,492,507,429,483,917,860,"2,858","1,509","2,246","1,177","1,185","2,711","2,083",963
2021년05월_계_70~79세,"16,493","1,101",721,531,530,737,542,345,318,471,540,338,345,339,342,718,554,"1,618",995,"1,415",705,641,"1,247",888,512
2021년05월_계_80~89세,"9,949",780,563,432,385,483,397,289,234,329,381,244,260,216,255,336,281,868,552,659,343,241,666,499,256
2021년05월_계_90~99세,"1,481",126,83,63,80,80,58,45,41,64,44,23,25,34,33,65,37,120,68,80,54,38,95,84,41
2021년05월_계_100세 이상,49,8,4,1,0,5,3,0,0,2,1,3,1,0,0,1,0,1,3,5,1,1,4,3,2
2021년05월_남_총인구수,"78,167","3,220","2,097","1,565","1,853","3,511","1,316",871,"1,086","1,479","1,374",901,961,845,904,"2,516","2,381","11,027","4,368","6,544","3,041","3,074","10,264","7,835","5,134"
2021년05월_남_연령구간인구수,"78,167","3,220","2,097","1,565","1,853","3,511","1,316",871,"1,086","1,479","1,374",901,961,845,904,"2,516","2,381","11,027","4,368","6,544","3,041","3,074","10,264","7,835","5,134"
2021년05월_남_0~9세,"5,430",102,53,36,40,227,25,15,27,29,15,20,27,13,20,125,160,969,342,448,182,177,"1,006",804,568
2021년05월_남_10~19세,"7,054",149,114,51,74,191,76,34,39,55,38,24,35,25,29,191,192,"1,230",443,500,277,284,"1,315",892,796
2021년05월_남_20~29세,"9,077",256,160,92,170,501,86,47,98,104,73,41,55,42,37,345,264,"1,683",459,774,348,365,"1,393","1,030",654
2021년05월_남_30~39세,"7,955",211,118,97,126,584,62,56,80,84,68,35,45,43,47,246,209,"1,287",388,812,315,301,"1,176","1,048",517
2021년05월_남_40~49세,"11,336",344,196,199,218,445,140,98,108,170,125,95,71,81,82,345,362,"1,748",683,978,453,419,"1,784","1,246",946
2021년05월_남_50~59세,"13,342",599,378,319,341,522,248,146,228,302,298,175,182,165,158,410,468,"1,761",725,"1,087",487,561,"1,650","1,285",847
2021년05월_남_60~69세,"12,808",731,506,357,469,506,301,221,263,392,394,272,274,217,271,403,395,"1,341",666,"1,037",513,550,"1,244","1,015",470
2021년05월_남_70~79세,"7,393",519,338,248,254,344,242,152,154,216,222,150,169,169,165,313,235,693,443,638,324,310,490,360,245
2021년05월_남_80~89세,"3,448",270,211,155,144,166,128,100,79,111,132,81,96,79,84,127,87,293,199,255,134,97,193,143,84
2021년05월_남_90~99세,314,36,23,11,17,22,8,2,10,16,9,8,7,11,11,10,9,21,20,14,8,10,12,12,7
2021년05월_남_100세 이상,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년05월_여_총인구수,"79,715","3,159","1,954","1,413","1,649","3,372","1,396",875,"1,021","1,343","1,340",828,894,774,830,"2,638","2,612","11,138","4,688","6,604","3,247","3,127","11,260","8,290","5,263"
2021년05월_여_연령구간인구수,"79,715","3,159","1,954","1,413","1,649","3,372","1,396",875,"1,021","1,343","1,340",828,894,774,830,"2,638","2,612","11,138","4,688","6,604","3,247","3,127","11,260","8,290","5,263"
2021년05월_여_0~9세,"4,941",88,41,26,42,212,20,11,28,29,27,10,20,9,11,100,139,899,284,448,187,157,925,705,523
2021년05월_여_10~19세,"6,469",118,75,32,50,186,48,23,42,53,37,26,15,22,32,166,218,"1,103",435,439,248,265,"1,280",846,710
2021년05월_여_20~29세,"7,469",183,122,47,112,467,58,34,51,69,50,27,31,28,26,275,243,"1,313",387,596,280,304,"1,245",894,627
2021년05월_여_30~39세,"7,321",156,82,49,78,478,47,19,54,55,45,24,34,21,23,255,215,"1,234",400,694,255,258,"1,227","1,033",585
2021년05월_여_40~49세,"10,520",222,124,106,122,338,92,55,55,83,45,48,40,35,41,277,333,"1,768",679,856,438,413,"1,943","1,334","1,073"
2021년05월_여_50~59세,"12,601",481,283,210,248,398,180,120,191,204,214,104,162,117,115,382,458,"1,705",704,"1,111",538,591,"1,857","1,451",777
2021년05월_여_60~69세,"13,587",724,428,330,417,523,329,188,250,327,319,220,233,212,212,514,465,"1,517",843,"1,209",664,635,"1,467","1,068",493
2021년05월_여_70~79세,"9,100",582,383,283,276,393,300,193,164,255,318,188,176,170,177,405,319,925,552,777,381,331,757,528,267
2021년05월_여_80~89세,"6,501",510,352,277,241,317,269,189,155,218,249,163,164,137,171,209,194,575,353,404,209,144,473,356,172
2021년05월_여_90~99세,"1,167",90,60,52,63,58,50,43,31,48,35,15,18,23,22,55,28,99,48,66,46,28,83,72,34
2021년05월_여_100세 이상,39,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,3,4,1,1,3,3,2
2021년06월_계_총인구수,"157,805","6,391","4,031","2,982","3,492","6,867","2,706","1,748","2,093","2,810","2,720","1,725","1,836","1,618","1,734","5,139","4,988","22,152","9,068","13,172","6,290","6,199","21,492","16,142","10,410"
2021년06월_계_연령구간인구수,"157,805","6,391","4,031","2,982","3,492","6,867","2,706","1,748","2,093","2,810","2,720","1,725","1,836","1,618","1,734","5,139","4,988","22,152","9,068","13,172","6,290","6,199","21,492","16,142","10,410"
2021년06월_계_0~9세,"10,309",185,94,61,81,447,42,26,51,56,42,31,47,22,31,223,297,"1,863",623,889,363,331,"1,917","1,505","1,082"
2021년06월_계_10~19세,"13,522",273,188,84,120,369,127,58,82,108,77,50,49,46,59,353,407,"2,350",883,947,519,548,"2,585","1,732","1,508"
2021년06월_계_20~29세,"16,561",443,276,139,278,961,139,80,146,172,124,64,83,68,61,616,507,"3,004",847,"1,375",633,667,"2,639","1,944","1,295"
2021년06월_계_30~39세,"15,225",360,198,150,206,"1,063",110,76,126,139,111,59,79,66,68,503,420,"2,505",785,"1,503",566,557,"2,397","2,072","1,106"
2021년06월_계_40~49세,"21,845",575,317,304,337,780,231,157,167,252,170,139,108,115,125,614,695,"3,515","1,362","1,843",889,832,"3,728","2,589","2,001"
2021년06월_계_50~59세,"25,780","1,065",642,519,581,915,423,261,419,500,507,278,335,279,271,784,913,"3,441","1,425","2,191","1,029","1,145","3,508","2,722","1,627"
2021년06월_계_60~69세,"26,544","1,467",949,697,889,"1,022",627,412,511,716,721,490,508,433,488,924,877,"2,866","1,519","2,263","1,185","1,190","2,704","2,108",978
2021년06월_계_70~79세,"16,521","1,104",718,528,534,742,548,345,319,472,535,342,345,336,341,716,552,"1,617","1,000","1,420",708,648,"1,251",888,512
2021년06월_계_80~89세,"9,961",780,562,435,384,483,399,287,231,328,386,246,257,217,257,338,284,869,552,659,343,243,666,497,258
2021년06월_계_90~99세,"1,488",131,83,64,82,80,57,46,41,65,46,23,24,36,33,67,36,121,68,77,54,37,93,82,42
2021년06월_계_100세 이상,49,8,4,1,0,5,3,0,0,2,1,3,1,0,0,1,0,1,4,5,1,1,4,3,1
2021년06월_남_총인구수,"78,116","3,227","2,084","1,568","1,848","3,511","1,311",871,"1,078","1,473","1,378",896,952,845,903,"2,505","2,382","11,025","4,367","6,558","3,048","3,067","10,248","7,836","5,135"
2021년06월_남_연령구간인구수,"78,116","3,227","2,084","1,568","1,848","3,511","1,311",871,"1,078","1,473","1,378",896,952,845,903,"2,505","2,382","11,025","4,367","6,558","3,048","3,067","10,248","7,836","5,135"
2021년06월_남_0~9세,"5,397",99,53,35,40,231,24,14,26,28,15,21,27,13,20,124,158,972,337,444,180,174,996,808,558
2021년06월_남_10~19세,"7,051",153,114,52,69,190,76,35,39,56,40,23,34,24,27,188,191,"1,243",448,503,274,283,"1,312",885,792
2021년06월_남_20~29세,"9,071",255,157,92,166,498,84,46,98,104,73,38,54,40,36,340,264,"1,692",459,774,350,360,"1,396","1,034",661
2021년06월_남_30~39세,"7,932",207,116,99,130,587,62,56,73,83,67,35,45,44,47,248,209,"1,274",386,809,313,301,"1,176","1,040",525
2021년06월_남_40~49세,"11,325",349,193,200,217,442,140,101,111,169,124,92,68,80,83,341,361,"1,743",685,983,456,419,"1,778","1,256",934
2021년06월_남_50~59세,"13,264",594,369,311,337,522,242,145,228,300,294,172,177,165,157,403,466,"1,746",719,"1,089",492,554,"1,654","1,277",851
2021년06월_남_60~69세,"12,885",740,513,364,474,502,297,221,261,389,399,275,276,219,273,407,400,"1,347",669,"1,046",514,556,"1,243","1,022",478
2021년06월_남_70~79세,"7,413",523,336,246,252,348,249,151,154,217,223,150,169,168,164,313,236,692,447,640,327,312,491,360,245
2021년06월_남_80~89세,"3,455",268,211,158,145,166,129,100,78,111,134,82,95,80,85,129,88,294,199,255,134,98,190,142,84
2021년06월_남_90~99세,313,36,22,11,18,22,8,2,10,16,9,8,7,12,11,11,9,21,18,14,8,10,11,12,7
2021년06월_남_100세 이상,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년06월_여_총인구수,"79,689","3,164","1,947","1,414","1,644","3,356","1,395",877,"1,015","1,337","1,342",829,884,773,831,"2,634","2,606","11,127","4,701","6,614","3,242","3,132","11,244","8,306","5,275"
2021년06월_여_연령구간인구수,"79,689","3,164","1,947","1,414","1,644","3,356","1,395",877,"1,015","1,337","1,342",829,884,773,831,"2,634","2,606","11,127","4,701","6,614","3,242","3,132","11,244","8,306","5,275"
2021년06월_여_0~9세,"4,912",86,41,26,41,216,18,12,25,28,27,10,20,9,11,99,139,891,286,445,183,157,921,697,524
2021년06월_여_10~19세,"6,471",120,74,32,51,179,51,23,43,52,37,27,15,22,32,165,216,"1,107",435,444,245,265,"1,273",847,716
2021년06월_여_20~29세,"7,490",188,119,47,112,463,55,34,48,68,51,26,29,28,25,276,243,"1,312",388,601,283,307,"1,243",910,634
2021년06월_여_30~39세,"7,293",153,82,51,76,476,48,20,53,56,44,24,34,22,21,255,211,"1,231",399,694,253,256,"1,221","1,032",581
2021년06월_여_40~49세,"10,520",226,124,104,120,338,91,56,56,83,46,47,40,35,42,273,334,"1,772",677,860,433,413,"1,950","1,333","1,067"
2021년06월_여_50~59세,"12,516",471,273,208,244,393,181,116,191,200,213,106,158,114,114,381,447,"1,695",706,"1,102",537,591,"1,854","1,445",776
2021년06월_여_60~69세,"13,659",727,436,333,415,520,330,191,250,327,322,215,232,214,215,517,477,"1,519",850,"1,217",671,634,"1,461","1,086",500
2021년06월_여_70~79세,"9,108",581,382,282,282,394,299,194,165,255,312,192,176,168,177,403,316,925,553,780,381,336,760,528,267
2021년06월_여_80~89세,"6,506",512,351,277,239,317,270,187,153,217,252,164,162,137,172,209,196,575,353,404,209,145,476,355,174
2021년06월_여_90~99세,"1,175",95,61,53,64,58,49,44,31,49,37,15,17,24,22,56,27,100,50,63,46,27,82,70,35
2021년06월_여_100세 이상,39,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,1,1,3,3,1
2021년07월_계_총인구수,"157,690","6,372","4,010","2,983","3,491","6,907","2,708","1,743","2,101","2,813","2,716","1,727","1,837","1,611","1,726","5,129","4,994","22,115","9,062","13,133","6,293","6,225","21,448","16,154","10,392"
2021년07월_계_연령구간인구수,"157,690","6,372","4,010","2,983","3,491","6,907","2,708","1,743","2,101","2,813","2,716","1,727","1,837","1,611","1,726","5,129","4,994","22,115","9,062","13,133","6,293","6,225","21,448","16,154","10,392"
2021년07월_계_0~9세,"10,276",182,92,61,80,455,43,25,52,56,42,31,47,21,30,227,294,"1,849",616,886,366,323,"1,919","1,501","1,078"
2021년07월_계_10~19세,"13,460",268,190,85,118,372,126,61,83,106,78,53,49,45,60,340,409,"2,328",883,942,512,555,"2,591","1,716","1,490"
2021년07월_계_20~29세,"16,522",434,269,139,275,969,137,77,147,169,120,68,82,67,60,616,513,"2,997",852,"1,361",644,671,"2,607","1,954","1,294"
2021년07월_계_30~39세,"15,222",361,188,150,205,"1,077",113,77,123,141,113,59,79,65,67,502,410,"2,505",777,"1,488",561,564,"2,402","2,088","1,107"
2021년07월_계_40~49세,"21,763",563,320,304,336,782,229,153,172,252,171,138,107,112,125,611,695,"3,494","1,355","1,847",888,838,"3,709","2,571","1,991"
2021년07월_계_50~59세,"25,742","1,059",638,517,580,906,421,261,418,492,507,280,335,278,266,786,910,"3,451","1,429","2,173","1,031","1,146","3,481","2,735","1,642"
2021년07월_계_60~69세,"26,652","1,478",946,699,892,"1,035",625,414,516,726,719,490,507,435,492,927,890,"2,884","1,519","2,263","1,179","1,192","2,721","2,120",983
2021년07월_계_70~79세,"16,553","1,113",719,525,537,742,556,345,322,475,532,335,345,335,336,717,551,"1,616","1,010","1,426",711,650,"1,254",893,508
2021년07월_계_80~89세,"9,970",777,561,439,386,486,399,286,229,329,389,246,260,217,256,338,286,869,549,663,345,247,665,493,255
2021년07월_계_90~99세,"1,480",130,83,63,82,77,56,44,39,65,44,24,25,36,34,64,36,121,68,79,54,38,95,80,43
2021년07월_계_100세 이상,50,7,4,1,0,6,3,0,0,2,1,3,1,0,0,1,0,1,4,5,2,1,4,3,1
2021년07월_남_총인구수,"78,027","3,215","2,069","1,563","1,847","3,530","1,314",868,"1,082","1,472","1,379",896,954,840,904,"2,501","2,390","10,988","4,355","6,531","3,057","3,079","10,213","7,851","5,129"
2021년07월_남_연령구간인구수,"78,027","3,215","2,069","1,563","1,847","3,530","1,314",868,"1,082","1,472","1,379",896,954,840,904,"2,501","2,390","10,988","4,355","6,531","3,057","3,079","10,213","7,851","5,129"
2021년07월_남_0~9세,"5,377",96,52,36,40,236,25,13,26,28,16,21,28,12,20,127,156,960,331,441,183,172,996,804,558
2021년07월_남_10~19세,"7,022",152,116,52,67,189,76,37,40,55,40,24,34,23,27,180,192,"1,228",448,503,273,288,"1,317",879,782
2021년07월_남_20~29세,"9,020",248,151,91,165,501,82,45,98,102,72,40,54,40,36,341,271,"1,677",453,763,356,360,"1,374","1,041",659
2021년07월_남_30~39세,"7,939",209,110,99,129,590,62,57,71,83,66,35,45,43,46,246,208,"1,281",382,796,310,308,"1,182","1,053",528
2021년07월_남_40~49세,"11,265",342,193,200,214,447,139,99,112,168,125,89,66,78,84,340,357,"1,730",680,986,459,418,"1,769","1,243",927
2021년07월_남_50~59세,"13,252",590,370,305,339,516,242,144,228,296,296,175,178,165,154,402,464,"1,756",720,"1,079",495,554,"1,636","1,288",860
2021년07월_남_60~69세,"12,939",747,508,366,475,515,297,220,263,395,398,275,276,221,278,411,410,"1,347",675,"1,046",505,556,"1,247","1,026",482
2021년07월_남_70~79세,"7,434",530,337,243,255,343,255,152,156,219,221,147,167,167,162,314,235,694,449,644,332,314,492,365,241
2021년07월_남_80~89세,"3,458",265,209,160,145,169,128,99,78,110,136,82,99,79,85,129,88,293,199,259,136,99,187,140,84
2021년07월_남_90~99세,311,34,23,11,18,20,8,2,10,16,9,8,7,12,12,10,9,21,18,13,8,10,12,12,8
2021년07월_남_100세 이상,10,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년07월_여_총인구수,"79,663","3,157","1,941","1,420","1,644","3,377","1,394",875,"1,019","1,341","1,337",831,883,771,822,"2,628","2,604","11,127","4,707","6,602","3,236","3,146","11,235","8,303","5,263"
2021년07월_여_연령구간인구수,"79,663","3,157","1,941","1,420","1,644","3,377","1,394",875,"1,019","1,341","1,337",831,883,771,822,"2,628","2,604","11,127","4,707","6,602","3,236","3,146","11,235","8,303","5,263"
2021년07월_여_0~9세,"4,899",86,40,25,40,219,18,12,26,28,26,10,19,9,10,100,138,889,285,445,183,151,923,697,520
2021년07월_여_10~19세,"6,438",116,74,33,51,183,50,24,43,51,38,29,15,22,33,160,217,"1,100",435,439,239,267,"1,274",837,708
2021년07월_여_20~29세,"7,502",186,118,48,110,468,55,32,49,67,48,28,28,27,24,275,242,"1,320",399,598,288,311,"1,233",913,635
2021년07월_여_30~39세,"7,283",152,78,51,76,487,51,20,52,58,47,24,34,22,21,256,202,"1,224",395,692,251,256,"1,220","1,035",579
2021년07월_여_40~49세,"10,498",221,127,104,122,335,90,54,60,84,46,49,41,34,41,271,338,"1,764",675,861,429,420,"1,940","1,328","1,064"
2021년07월_여_50~59세,"12,490",469,268,212,241,390,179,117,190,196,211,105,157,113,112,384,446,"1,695",709,"1,094",536,592,"1,845","1,447",782
2021년07월_여_60~69세,"13,713",731,438,333,417,520,328,194,253,331,321,215,231,214,214,516,480,"1,537",844,"1,217",674,636,"1,474","1,094",501
2021년07월_여_70~79세,"9,119",583,382,282,282,399,301,193,166,256,311,188,178,168,174,403,316,922,561,782,379,336,762,528,267
2021년07월_여_80~89세,"6,512",512,352,279,241,317,271,187,151,219,253,164,161,138,171,209,198,576,350,404,209,148,478,353,171
2021년07월_여_90~99세,"1,169",96,60,52,64,57,48,42,29,49,35,16,18,24,22,54,27,100,50,66,46,28,83,68,35
2021년07월_여_100세 이상,40,5,4,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,2,1,3,3,1
2021년08월_계_총인구수,"157,534","6,356","3,998","2,956","3,479","6,950","2,682","1,737","2,107","2,820","2,724","1,731","1,832","1,606","1,726","5,110","4,975","22,109","9,036","13,137","6,306","6,219","21,425","16,156","10,357"
2021년08월_계_연령구간인구수,"157,534","6,356","3,998","2,956","3,479","6,950","2,682","1,737","2,107","2,820","2,724","1,731","1,832","1,606","1,726","5,110","4,975","22,109","9,036","13,137","6,306","6,219","21,425","16,156","10,357"
2021년08월_계_0~9세,"10,249",182,84,58,80,463,45,24,51,58,41,31,46,24,31,221,290,"1,850",610,896,368,325,"1,912","1,495","1,064"
2021년08월_계_10~19세,"13,388",266,194,80,122,378,111,60,84,106,79,50,49,43,60,335,401,"2,310",884,944,510,545,"2,584","1,703","1,490"
2021년08월_계_20~29세,"16,483",431,266,140,272,970,133,80,145,168,119,70,81,67,60,615,508,"2,994",847,"1,352",649,676,"2,595","1,958","1,287"
2021년08월_계_30~39세,"15,213",365,185,150,205,"1,101",113,75,125,142,111,59,77,66,68,490,411,"2,510",768,"1,483",569,564,"2,389","2,088","1,099"
2021년08월_계_40~49세,"21,704",555,315,299,329,781,223,147,175,250,170,141,106,114,125,613,690,"3,490","1,359","1,841",890,836,"3,710","2,563","1,982"
2021년08월_계_50~59세,"25,708","1,053",639,511,575,907,418,262,417,495,507,279,332,271,265,789,906,"3,443","1,418","2,165","1,024","1,146","3,488","2,750","1,648"
2021년08월_계_60~69세,"26,718","1,479",946,690,892,"1,041",626,415,518,726,731,494,507,435,494,923,896,"2,907","1,521","2,271","1,181","1,191","2,724","2,128",982
2021년08월_계_70~79세,"16,586","1,112",719,525,536,748,555,346,327,476,532,335,348,335,334,720,549,"1,625","1,008","1,436",710,650,"1,255",895,510
2021년08월_계_80~89세,"9,958",779,565,436,386,479,400,283,227,334,386,245,259,217,254,339,289,856,548,663,349,248,669,491,256
2021년08월_계_90~99세,"1,479",128,82,66,82,76,55,45,38,63,47,24,26,34,35,64,35,123,69,81,54,37,95,82,38
2021년08월_계_100세 이상,48,6,3,1,0,6,3,0,0,2,1,3,1,0,0,1,0,1,4,5,2,1,4,3,1
2021년08월_남_총인구수,"77,935","3,212","2,066","1,548","1,844","3,536","1,299",862,"1,087","1,480","1,382",897,953,840,903,"2,491","2,383","10,989","4,346","6,532","3,066","3,068","10,187","7,854","5,110"
2021년08월_남_연령구간인구수,"77,935","3,212","2,066","1,548","1,844","3,536","1,299",862,"1,087","1,480","1,382",897,953,840,903,"2,491","2,383","10,989","4,346","6,532","3,066","3,068","10,187","7,854","5,110"
2021년08월_남_0~9세,"5,357",97,48,34,40,240,27,13,26,30,15,21,27,13,21,125,154,960,329,448,183,173,985,798,550
2021년08월_남_10~19세,"6,984",150,119,49,72,187,62,34,40,54,41,23,34,23,27,177,190,"1,216",450,507,277,280,"1,313",877,782
2021년08월_남_20~29세,"8,977",247,150,90,164,495,80,46,96,103,73,40,54,39,36,338,265,"1,681",453,754,353,362,"1,365","1,038",655
2021년08월_남_30~39세,"7,952",211,110,100,130,603,62,54,72,84,65,36,43,45,47,243,210,"1,275",376,795,321,312,"1,176","1,061",521
2021년08월_남_40~49세,"11,225",340,190,196,210,446,136,95,114,168,124,91,66,78,84,339,356,"1,735",681,982,457,410,"1,768","1,234",925
2021년08월_남_50~59세,"13,236",587,370,301,335,511,242,144,228,297,295,173,177,162,154,405,459,"1,757",718,"1,071",490,553,"1,645","1,295",867
2021년08월_남_60~69세,"12,983",751,509,364,477,519,299,223,263,397,400,276,277,223,278,407,415,"1,357",675,"1,060",508,556,"1,238","1,032",479
2021년08월_남_70~79세,"7,451",534,338,242,254,345,253,152,160,221,222,147,169,167,160,317,235,698,447,643,331,313,495,366,242
2021년08월_남_80~89세,"3,454",262,210,160,144,166,129,99,78,110,138,82,99,79,84,129,89,290,198,258,138,99,189,141,83
2021년08월_남_90~99세,307,32,22,12,18,20,9,2,10,16,9,8,7,11,12,10,10,19,19,13,8,10,12,12,6
2021년08월_남_100세 이상,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년08월_여_총인구수,"79,599","3,144","1,932","1,408","1,635","3,414","1,383",875,"1,020","1,340","1,342",834,879,766,823,"2,619","2,592","11,120","4,690","6,605","3,240","3,151","11,238","8,302","5,247"
