카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2021년04월_남_0~9세,"116,788",652,"2,899","2,158","2,513","10,627","9,950","8,937","9,606","14,467","9,900","6,549","10,285","7,228","5,274","6,085","9,658"
2021년04월_남_10~19세,"138,793",981,"3,667","2,568","3,724","12,467","12,910","11,757","11,879","19,400","12,930","8,972","6,197","8,397","5,997","7,733","9,214"
2021년04월_남_20~29세,"221,748","2,809","6,575","5,272","6,514","25,650","16,836","18,466","19,731","25,226","21,085","17,747","6,760","12,979","11,738","15,287","9,073"
2021년04월_남_30~39세,"211,534","2,409","5,656","5,539","5,567","24,379","16,331","15,097","17,289","22,520","19,161","12,846","13,871","13,275","11,893","13,367","12,334"
2021년04월_남_40~49세,"255,758","2,933","7,482","6,293","7,772","25,887","21,032","20,784","19,902","31,012","23,272","15,813","13,646","15,457","12,439","15,304","16,730"
2021년04월_남_50~59세,"272,472","3,499","8,938","7,378","9,726","27,962","20,819","20,741","25,125","33,186","26,501","18,851","8,720","15,959","12,636","20,032","12,399"
2021년04월_남_60~69세,"254,617","3,733","8,917","7,633","10,633","26,511","19,209","18,897","22,978","27,765","25,032","18,318","8,271","15,101","12,806","18,582","10,231"
2021년04월_남_70~79세,"132,478","2,210","5,322","4,572","6,290","13,956","10,293","11,140","9,895","13,652","12,105","9,870","3,489","8,322","7,655","8,001","5,706"
2021년04월_남_80~89세,"42,798",796,"2,020","1,616","2,082","4,750","3,251","3,716","2,875","4,748","3,472","3,275",918,"2,777","2,653","2,030","1,819"
2021년04월_남_90~99세,"3,117",96,139,138,133,297,236,238,207,389,251,266,76,187,221,105,138
2021년04월_남_100세 이상,149,4,6,18,4,12,13,13,4,27,9,8,6,11,8,4,2
2021년04월_여_총인구수,"1,719,452","21,189","54,924","44,974","56,429","184,695","138,116","135,408","142,582","207,429","154,966","117,689","67,413","107,286","92,956","104,413","88,983"
2021년04월_여_연령구간인구수,"1,719,452","21,189","54,924","44,974","56,429","184,695","138,116","135,408","142,582","207,429","154,966","117,689","67,413","107,286","92,956","104,413","88,983"
2021년04월_여_0~9세,"110,857",607,"2,648","1,917","2,453","10,308","9,312","8,603","8,986","13,577","9,405","6,201","9,663","7,043","4,968","5,872","9,294"
2021년04월_여_10~19세,"130,295",997,"3,567","2,417","3,509","12,147","11,863","11,033","10,936","18,208","12,032","8,433","5,964","7,932","5,659","7,096","8,502"
2021년04월_여_20~29세,"204,361","2,899","6,842","5,152","5,272","26,952","15,407","16,406","16,978","22,979","18,225","15,101","5,721","12,617","12,442","13,298","8,070"
2021년04월_여_30~39세,"201,536","2,063","5,271","4,850","4,752","23,408","16,187","14,303","15,990","23,614","16,920","11,834","13,307","13,199","11,927","11,444","12,467"
2021년04월_여_40~49세,"251,556","2,414","6,964","5,446","7,068","25,242","21,935","20,614","20,160","34,265","22,121","15,916","10,806","16,110","12,819","13,713","15,963"
2021년04월_여_50~59세,"287,971","3,448","8,550","7,044","9,233","29,597","22,994","21,645","27,734","36,493","27,510","20,822","8,236","17,736","14,709","20,205","12,015"
2021년04월_여_60~69세,"283,992","4,213","10,181","8,509","11,542","29,969","22,197","22,162","23,720","31,034","27,009","20,974","8,063","17,739","16,036","18,914","11,730"
2021년04월_여_70~79세,"160,955","2,899","6,879","6,044","8,142","17,485","12,059","13,719","11,611","17,273","14,222","11,773","3,450","9,884","9,430","9,262","6,823"
2021년04월_여_80~89세,"75,691","1,368","3,473","3,115","3,853","8,376","5,277","5,975","5,594","8,561","6,412","5,705","1,819","4,365","4,278","4,022","3,498"
2021년04월_여_90~99세,"11,620",265,527,434,557,"1,162",825,894,841,"1,362","1,078",874,368,631,661,547,594
2021년04월_여_100세 이상,618,16,22,46,48,49,60,54,32,63,32,56,16,30,27,40,27
2021년05월_계_총인구수,"3,367,334","41,209","106,556","88,080","111,574","356,706","268,616","264,679","283,138","399,222","308,036","229,704","140,215","206,547","176,062","210,579","176,411"
2021년05월_계_연령구간인구수,"3,367,334","41,209","106,556","88,080","111,574","356,706","268,616","264,679","283,138","399,222","308,036","229,704","140,215","206,547","176,062","210,579","176,411"
2021년05월_계_0~9세,"226,629","1,232","5,529","4,040","5,024","20,831","19,186","17,383","18,695","27,921","19,122","12,637","19,956","14,158","10,217","11,826","18,872"
2021년05월_계_10~19세,"268,529","1,969","7,219","4,972","7,213","24,452","24,708","22,759","22,782","37,464","24,881","17,357","12,280","16,310","11,643","14,775","17,745"
2021년05월_계_20~29세,"425,129","5,694","13,420","10,382","11,790","52,524","32,112","34,812","36,736","48,048","39,111","32,664","12,551","25,471","24,095","28,571","17,148"
2021년05월_계_30~39세,"412,056","4,458","10,928","10,411","10,390","47,638","32,391","29,144","33,579","46,074","35,840","24,565","27,202","26,292","23,749","24,697","24,698"
2021년05월_계_40~49세,"506,123","5,304","14,389","11,683","14,841","50,924","42,801","41,275","40,135","64,989","45,226","31,618","24,608","31,479","25,217","28,920","32,714"
2021년05월_계_50~59세,"559,326","6,919","17,419","14,395","18,919","57,442","43,711","42,317","52,846","69,556","53,865","39,586","16,971","33,611","27,265","40,002","24,502"
2021년05월_계_60~69세,"540,745","7,978","19,196","16,150","22,229","56,661","41,555","41,115","47,100","59,097","52,298","39,385","16,459","32,921","28,888","37,680","22,033"
2021년05월_계_70~79세,"294,051","5,096","12,255","10,646","14,442","31,489","22,431","24,909","21,648","30,903","26,399","21,642","6,970","18,252","17,082","17,315","12,572"
2021년05월_계_80~89세,"119,162","2,170","5,502","4,767","5,980","13,217","8,577","9,760","8,518","13,365","9,923","9,031","2,748","7,179","6,978","6,089","5,358"
2021년05월_계_90~99세,"14,830",368,672,569,693,"1,466","1,071","1,139","1,062","1,733","1,330","1,154",448,835,893,660,737
2021년05월_계_100세 이상,754,21,27,65,53,62,73,66,37,72,41,65,22,39,35,44,32
2021년05월_남_총인구수,"1,648,965","20,065","51,591","43,109","55,016","172,228","130,672","129,523","140,032","192,102","153,413","112,308","72,541","99,464","83,210","106,324","87,367"
2021년05월_남_연령구간인구수,"1,648,965","20,065","51,591","43,109","55,016","172,228","130,672","129,523","140,032","192,102","153,413","112,308","72,541","99,464","83,210","106,324","87,367"
2021년05월_남_0~9세,"116,268",638,"2,898","2,128","2,541","10,558","9,904","8,869","9,658","14,402","9,818","6,487","10,300","7,150","5,257","6,031","9,629"
2021년05월_남_10~19세,"138,490",980,"3,650","2,555","3,711","12,394","12,876","11,735","11,862","19,339","12,896","8,957","6,245","8,399","5,990","7,686","9,215"
2021년05월_남_20~29세,"221,156","2,785","6,560","5,254","6,488","25,605","16,778","18,420","19,739","25,093","20,948","17,683","6,806","12,948","11,697","15,269","9,083"
2021년05월_남_30~39세,"211,072","2,418","5,635","5,545","5,610","24,279","16,266","14,976","17,463","22,517","19,067","12,792","13,885","13,177","11,841","13,304","12,297"
2021년05월_남_40~49세,"255,182","2,913","7,450","6,267","7,761","25,817","20,957","20,726","19,961","30,842","23,201","15,749","13,714","15,418","12,437","15,246","16,723"
2021년05월_남_50~59세,"272,092","3,482","8,912","7,382","9,713","27,902","20,770","20,705","25,076","33,182","26,443","18,832","8,757","15,926","12,629","19,930","12,451"
2021년05월_남_60~69세,"255,579","3,750","8,977","7,605","10,661","26,601","19,271","18,920","23,176","27,904","25,155","18,369","8,326","15,125","12,804","18,671","10,264"
2021년05월_남_70~79세,"132,747","2,200","5,340","4,591","6,295","13,970","10,333","11,177","9,984","13,644","12,133","9,862","3,494","8,328","7,642","8,030","5,724"
2021년05월_남_80~89세,"43,098",796,"2,022","1,624","2,096","4,794","3,271","3,744","2,903","4,769","3,492","3,307",934,"2,793","2,675","2,042","1,836"
2021년05월_남_90~99세,"3,134",99,141,139,135,296,233,238,206,389,250,261,74,189,230,111,143
2021년05월_남_100세 이상,147,4,6,19,5,12,13,13,4,21,10,9,6,11,8,4,2
2021년05월_여_총인구수,"1,718,369","21,144","54,965","44,971","56,558","184,478","137,944","135,156","143,106","207,120","154,623","117,396","67,674","107,083","92,852","104,255","89,044"
2021년05월_여_연령구간인구수,"1,718,369","21,144","54,965","44,971","56,558","184,478","137,944","135,156","143,106","207,120","154,623","117,396","67,674","107,083","92,852","104,255","89,044"
2021년05월_여_0~9세,"110,361",594,"2,631","1,912","2,483","10,273","9,282","8,514","9,037","13,519","9,304","6,150","9,656","7,008","4,960","5,795","9,243"
2021년05월_여_10~19세,"130,039",989,"3,569","2,417","3,502","12,058","11,832","11,024","10,920","18,125","11,985","8,400","6,035","7,911","5,653","7,089","8,530"
2021년05월_여_20~29세,"203,973","2,909","6,860","5,128","5,302","26,919","15,334","16,392","16,997","22,955","18,163","14,981","5,745","12,523","12,398","13,302","8,065"
2021년05월_여_30~39세,"200,984","2,040","5,293","4,866","4,780","23,359","16,125","14,168","16,116","23,557","16,773","11,773","13,317","13,115","11,908","11,393","12,401"
2021년05월_여_40~49세,"250,941","2,391","6,939","5,416","7,080","25,107","21,844","20,549","20,174","34,147","22,025","15,869","10,894","16,061","12,780","13,674","15,991"
2021년05월_여_50~59세,"287,234","3,437","8,507","7,013","9,206","29,540","22,941","21,612","27,770","36,374","27,422","20,754","8,214","17,685","14,636","20,072","12,051"
2021년05월_여_60~69세,"285,166","4,228","10,219","8,545","11,568","30,060","22,284","22,195","23,924","31,193","27,143","21,016","8,133","17,796","16,084","19,009","11,769"
2021년05월_여_70~79세,"161,304","2,896","6,915","6,055","8,147","17,519","12,098","13,732","11,664","17,259","14,266","11,780","3,476","9,924","9,440","9,285","6,848"
2021년05월_여_80~89세,"76,064","1,374","3,480","3,143","3,884","8,423","5,306","6,016","5,615","8,596","6,431","5,724","1,814","4,386","4,303","4,047","3,522"
2021년05월_여_90~99세,"11,696",269,531,430,558,"1,170",838,901,856,"1,344","1,080",893,374,646,663,549,594
2021년05월_여_100세 이상,607,17,21,46,48,50,60,53,33,51,31,56,16,28,27,40,30
2021년06월_계_총인구수,"3,364,358","40,561","106,422","87,916","111,685","356,091","268,391","264,098","283,612","399,015","307,559","229,222","140,720","206,239","175,877","210,333","176,617"
2021년06월_계_연령구간인구수,"3,364,358","40,561","106,422","87,916","111,685","356,091","268,391","264,098","283,612","399,015","307,559","229,222","140,720","206,239","175,877","210,333","176,617"
2021년06월_계_0~9세,"225,716","1,200","5,502","4,022","5,008","20,716","19,127","17,262","18,689","27,798","19,017","12,576","19,913","14,082","10,192","11,777","18,835"
2021년06월_계_10~19세,"268,079","1,949","7,202","4,950","7,218","24,425","24,689","22,707","22,756","37,375","24,773","17,277","12,388","16,283","11,590","14,739","17,758"
2021년06월_계_20~29세,"424,072","5,724","13,363","10,348","11,792","52,287","32,023","34,614","36,711","47,953","39,020","32,546","12,621","25,341","24,075","28,461","17,193"
2021년06월_계_30~39세,"411,026","4,431","10,905","10,409","10,402","47,464","32,264","29,009","33,680","45,985","35,656","24,486","27,204","26,206","23,680","24,629","24,616"
2021년06월_계_40~49세,"505,849","5,223","14,394","11,634","14,874","50,855","42,788","41,131","40,125","64,983","45,178","31,546","24,813","31,471","25,173","28,909","32,752"
2021년06월_계_50~59세,"557,505","6,825","17,329","14,342","18,844","57,168","43,600","42,254","52,802","69,425","53,609","39,367","16,972","33,476","27,181","39,753","24,558"
2021년06월_계_60~69세,"542,673","7,847","19,246","16,129","22,326","56,858","41,680","41,195","47,455","59,362","52,507","39,508","16,602","33,007","28,937","37,873","22,141"
2021년06월_계_70~79세,"294,173","4,938","12,235","10,654","14,457","31,513","22,451","24,916","21,725","30,925","26,442","21,633","6,973","18,235","17,114","17,355","12,607"
2021년06월_계_80~89세,"119,680","2,084","5,532","4,790","6,022","13,275","8,633","9,807","8,562","13,385","9,983","9,057","2,765","7,258","6,998","6,138","5,391"
2021년06월_계_90~99세,"14,827",322,686,573,689,"1,465","1,064","1,137","1,071","1,752","1,334","1,160",446,840,902,654,732
2021년06월_계_100세 이상,758,18,28,65,53,65,72,66,36,72,40,66,23,40,35,45,34
2021년06월_남_총인구수,"1,647,291","19,799","51,510","43,012","55,061","171,921","130,542","129,199","140,238","191,985","153,124","112,056","72,824","99,280","83,071","106,185","87,484"
2021년06월_남_연령구간인구수,"1,647,291","19,799","51,510","43,012","55,061","171,921","130,542","129,199","140,238","191,985","153,124","112,056","72,824","99,280","83,071","106,185","87,484"
2021년06월_남_0~9세,"115,835",624,"2,881","2,120","2,538","10,503","9,879","8,801","9,654","14,354","9,771","6,450","10,289","7,110","5,233","6,011","9,617"
2021년06월_남_10~19세,"138,191",976,"3,652","2,544","3,709","12,374","12,847","11,715","11,846","19,284","12,822","8,910","6,290","8,377","5,958","7,671","9,216"
2021년06월_남_20~29세,"220,483","2,795","6,522","5,220","6,469","25,500","16,732","18,327","19,709","25,015","20,894","17,602","6,853","12,855","11,671","15,195","9,124"
2021년06월_남_30~39세,"210,610","2,413","5,620","5,524","5,626","24,197","16,203","14,880","17,536","22,488","18,966","12,772","13,889","13,164","11,813","13,281","12,238"
2021년06월_남_40~49세,"255,059","2,875","7,455","6,242","7,771","25,779","20,964","20,638","19,957","30,870","23,171","15,707","13,832","15,395","12,407","15,239","16,757"
2021년06월_남_50~59세,"271,283","3,437","8,887","7,379","9,698","27,768","20,726","20,671","25,036","33,091","26,339","18,750","8,748","15,886","12,583","19,799","12,485"
2021년06월_남_60~69세,"256,452","3,708","8,976","7,591","10,691","26,681","19,328","18,984","23,351","28,027","25,236","18,421","8,412","15,146","12,824","18,765","10,311"
2021년06월_남_70~79세,"132,793","2,135","5,336","4,603","6,298","13,982","10,323","11,163","10,026","13,673","12,151","9,862","3,484","8,324","7,646","8,046","5,741"
2021년06월_남_80~89세,"43,316",756,"2,035","1,633","2,121","4,829","3,294","3,768","2,912","4,773","3,512","3,309",947,"2,820","2,693","2,064","1,850"
2021년06월_남_90~99세,"3,120",76,140,137,135,295,233,239,208,388,252,264,74,191,235,110,143
2021년06월_남_100세 이상,149,4,6,19,5,13,13,13,3,22,10,9,6,12,8,4,2
2021년06월_여_총인구수,"1,717,067","20,762","54,912","44,904","56,624","184,170","137,849","134,899","143,374","207,030","154,435","117,166","67,896","106,959","92,806","104,148","89,133"
2021년06월_여_연령구간인구수,"1,717,067","20,762","54,912","44,904","56,624","184,170","137,849","134,899","143,374","207,030","154,435","117,166","67,896","106,959","92,806","104,148","89,133"
2021년06월_여_0~9세,"109,881",576,"2,621","1,902","2,470","10,213","9,248","8,461","9,035","13,444","9,246","6,126","9,624","6,972","4,959","5,766","9,218"
2021년06월_여_10~19세,"129,888",973,"3,550","2,406","3,509","12,051","11,842","10,992","10,910","18,091","11,951","8,367","6,098","7,906","5,632","7,068","8,542"
2021년06월_여_20~29세,"203,589","2,929","6,841","5,128","5,323","26,787","15,291","16,287","17,002","22,938","18,126","14,944","5,768","12,486","12,404","13,266","8,069"
2021년06월_여_30~39세,"200,416","2,018","5,285","4,885","4,776","23,267","16,061","14,129","16,144","23,497","16,690","11,714","13,315","13,042","11,867","11,348","12,378"
2021년06월_여_40~49세,"250,790","2,348","6,939","5,392","7,103","25,076","21,824","20,493","20,168","34,113","22,007","15,839","10,981","16,076","12,766","13,670","15,995"
2021년06월_여_50~59세,"286,222","3,388","8,442","6,963","9,146","29,400","22,874","21,583","27,766","36,334","27,270","20,617","8,224","17,590","14,598","19,954","12,073"
2021년06월_여_60~69세,"286,221","4,139","10,270","8,538","11,635","30,177","22,352","22,211","24,104","31,335","27,271","21,087","8,190","17,861","16,113","19,108","11,830"
2021년06월_여_70~79세,"161,380","2,803","6,899","6,051","8,159","17,531","12,128","13,753","11,699","17,252","14,291","11,771","3,489","9,911","9,468","9,309","6,866"
2021년06월_여_80~89세,"76,364","1,328","3,497","3,157","3,901","8,446","5,339","6,039","5,650","8,612","6,471","5,748","1,818","4,438","4,305","4,074","3,541"
2021년06월_여_90~99세,"11,707",246,546,436,554,"1,170",831,898,863,"1,364","1,082",896,372,649,667,544,589
2021년06월_여_100세 이상,609,14,22,46,48,52,59,53,33,50,30,57,17,28,27,41,32
2021년07월_계_총인구수,"3,361,781","40,666","106,314","87,764","111,580","355,589","267,994","263,764","283,696","398,645","306,866","229,228","141,226","205,936","175,722","210,005","176,786"
2021년07월_계_연령구간인구수,"3,361,781","40,666","106,314","87,764","111,580","355,589","267,994","263,764","283,696","398,645","306,866","229,228","141,226","205,936","175,722","210,005","176,786"
2021년07월_계_0~9세,"224,799","1,197","5,489","4,013","4,995","20,605","19,030","17,182","18,687","27,724","18,873","12,529","19,881","13,992","10,118","11,705","18,779"
2021년07월_계_10~19세,"267,659","1,949","7,192","4,917","7,190","24,394","24,663","22,701","22,697","37,248","24,680","17,239","12,481","16,248","11,554","14,674","17,832"
2021년07월_계_20~29세,"422,488","5,736","13,302","10,293","11,733","52,034","31,898","34,475","36,558","47,818","38,791","32,483","12,681","25,172","23,998","28,338","17,178"
2021년07월_계_30~39세,"409,975","4,484","10,878","10,386","10,356","47,385","32,099","28,881","33,728","45,847","35,452","24,473","27,145","26,134","23,618","24,581","24,528"
2021년07월_계_40~49세,"505,116","5,212","14,361","11,600","14,841","50,708","42,678","41,006","40,062","64,822","45,075","31,549","25,060","31,377","25,164","28,801","32,800"
2021년07월_계_50~59세,"556,481","6,823","17,269","14,322","18,803","57,041","43,517","42,225","52,703","69,397","53,390","39,270","16,987","33,385","27,155","39,568","24,626"
2021년07월_계_60~69세,"544,644","7,872","19,301","16,152","22,388","57,018","41,808","41,278","47,761","59,577","52,692","39,631","16,720","33,162","29,021","38,047","22,216"
2021년07월_계_70~79세,"294,713","4,950","12,253","10,628","14,478","31,527","22,492","24,954","21,787","30,942","26,508","21,702","7,016","18,283","17,120","17,413","12,660"
2021년07월_계_80~89세,"120,274","2,099","5,558","4,812","6,051","13,345","8,670","9,861","8,606","13,436","10,043","9,109","2,784","7,292","7,033","6,173","5,402"
2021년07월_계_90~99세,"14,876",326,683,575,692,"1,468","1,069","1,136","1,073","1,759","1,323","1,178",446,849,906,661,732
2021년07월_계_100세 이상,756,18,28,66,53,64,70,65,34,75,39,65,25,42,35,44,33
2021년07월_남_총인구수,"1,645,794","19,862","51,476","42,907","54,999","171,638","130,335","128,982","140,241","191,773","152,755","112,049","73,100","99,089","83,010","106,013","87,565"
2021년07월_남_연령구간인구수,"1,645,794","19,862","51,476","42,907","54,999","171,638","130,335","128,982","140,241","191,773","152,755","112,049","73,100","99,089","83,010","106,013","87,565"
2021년07월_남_0~9세,"115,409",628,"2,876","2,119","2,546","10,441","9,839","8,758","9,657","14,342","9,695","6,424","10,268","7,053","5,202","5,974","9,587"
2021년07월_남_10~19세,"137,894",971,"3,655","2,530","3,681","12,354","12,817","11,705","11,807","19,196","12,759","8,887","6,346","8,351","5,937","7,646","9,252"
2021년07월_남_20~29세,"219,519","2,809","6,498","5,187","6,427","25,324","16,644","18,219","19,601","24,934","20,762","17,550","6,905","12,791","11,630","15,126","9,112"
2021년07월_남_30~39세,"210,113","2,440","5,598","5,497","5,596","24,163","16,146","14,814","17,582","22,413","18,880","12,780","13,853","13,132","11,766","13,269","12,184"
2021년07월_남_40~49세,"254,695","2,868","7,447","6,213","7,745","25,715","20,907","20,569","19,932","30,820","23,128","15,693","13,955","15,331","12,434","15,147","16,791"
2021년07월_남_50~59세,"270,927","3,441","8,865","7,363","9,691","27,711","20,713","20,664","24,976","33,062","26,247","18,740","8,761","15,842","12,577","19,736","12,538"
2021년07월_남_60~69세,"257,303","3,724","9,009","7,621","10,721","26,756","19,366","19,040","23,482","28,099","25,306","18,462","8,470","15,202","12,859","18,854","10,332"
2021년07월_남_70~79세,"133,057","2,140","5,346","4,577","6,317","13,993","10,350","11,163","10,060","13,705","12,180","9,895","3,499","8,345","7,657","8,057","5,773"
2021년07월_남_80~89세,"43,573",759,"2,042","1,644","2,133","4,870","3,304","3,797","2,930","4,788","3,537","3,342",959,"2,835","2,701","2,087","1,845"
2021년07월_남_90~99세,"3,154",78,134,137,137,298,235,240,211,392,251,267,78,195,239,113,149
2021년07월_남_100세 이상,150,4,6,19,5,13,14,13,3,22,10,9,6,12,8,4,2
2021년07월_여_총인구수,"1,715,987","20,804","54,838","44,857","56,581","183,951","137,659","134,782","143,455","206,872","154,111","117,179","68,126","106,847","92,712","103,992","89,221"
2021년07월_여_연령구간인구수,"1,715,987","20,804","54,838","44,857","56,581","183,951","137,659","134,782","143,455","206,872","154,111","117,179","68,126","106,847","92,712","103,992","89,221"
2021년07월_여_0~9세,"109,390",569,"2,613","1,894","2,449","10,164","9,191","8,424","9,030","13,382","9,178","6,105","9,613","6,939","4,916","5,731","9,192"
2021년07월_여_10~19세,"129,765",978,"3,537","2,387","3,509","12,040","11,846","10,996","10,890","18,052","11,921","8,352","6,135","7,897","5,617","7,028","8,580"
2021년07월_여_20~29세,"202,969","2,927","6,804","5,106","5,306","26,710","15,254","16,256","16,957","22,884","18,029","14,933","5,776","12,381","12,368","13,212","8,066"
2021년07월_여_30~39세,"199,862","2,044","5,280","4,889","4,760","23,222","15,953","14,067","16,146","23,434","16,572","11,693","13,292","13,002","11,852","11,312","12,344"
2021년07월_여_40~49세,"250,421","2,344","6,914","5,387","7,096","24,993","21,771","20,437","20,130","34,002","21,947","15,856","11,105","16,046","12,730","13,654","16,009"
2021년07월_여_50~59세,"285,554","3,382","8,404","6,959","9,112","29,330","22,804","21,561","27,727","36,335","27,143","20,530","8,226","17,543","14,578","19,832","12,088"
2021년07월_여_60~69세,"287,341","4,148","10,292","8,531","11,667","30,262","22,442","22,238","24,279","31,478","27,386","21,169","8,250","17,960","16,162","19,193","11,884"
2021년07월_여_70~79세,"161,656","2,810","6,907","6,051","8,161","17,534","12,142","13,791","11,727","17,237","14,328","11,807","3,517","9,938","9,463","9,356","6,887"
2021년07월_여_80~89세,"76,701","1,340","3,516","3,168","3,918","8,475","5,366","6,064","5,676","8,648","6,506","5,767","1,825","4,457","4,332","4,086","3,557"
2021년07월_여_90~99세,"11,722",248,549,438,555,"1,170",834,896,862,"1,367","1,072",911,368,654,667,548,583
2021년07월_여_100세 이상,606,14,22,47,48,51,56,52,31,53,29,56,19,30,27,40,31
2021년08월_계_총인구수,"3,359,527","40,713","105,996","87,585","111,386","355,138","267,672","263,333","283,901","398,117","306,885","229,240","141,688","205,700","175,815","209,547","176,811"
2021년08월_계_연령구간인구수,"3,359,527","40,713","105,996","87,585","111,386","355,138","267,672","263,333","283,901","398,117","306,885","229,240","141,688","205,700","175,815","209,547","176,811"
2021년08월_계_0~9세,"223,790","1,184","5,422","4,004","4,969","20,487","18,917","17,043","18,651","27,610","18,786","12,486","19,896","13,951","10,087","11,623","18,674"
2021년08월_계_10~19세,"267,212","1,929","7,175","4,897","7,162","24,296","24,633","22,623","22,679","37,127","24,665","17,230","12,575","16,188","11,534","14,619","17,880"
2021년08월_계_20~29세,"421,122","5,792","13,243","10,258","11,648","51,877","31,752","34,447","36,404","47,516","38,701","32,425","12,704","25,073","24,055","28,157","17,070"
2021년08월_계_30~39세,"408,986","4,504","10,759","10,371","10,340","47,354","31,989","28,694","33,776","45,738","35,347","24,494","27,087","26,001","23,606","24,466","24,460"
2021년08월_계_40~49세,"504,235","5,214","14,311","11,539","14,785","50,542","42,545","40,883","40,047","64,614","45,001","31,482","25,253","31,335","25,135","28,707","32,842"
2021년08월_계_50~59세,"556,023","6,813","17,229","14,270","18,733","56,939","43,509","42,190","52,677","69,448","53,383","39,210","17,040","33,345","27,146","39,428","24,663"
2021년08월_계_60~69세,"546,088","7,878","19,331","16,146","22,391","57,161","41,892","41,335","47,994","59,702","52,879","39,744","16,813","33,265","29,062","38,179","22,316"
2021년08월_계_70~79세,"295,340","4,942","12,220","10,635","14,518","31,502","22,570","24,997","21,902","30,981","26,631","21,745","7,052","18,314","17,162","17,469","12,700"
2021년08월_계_80~89세,"120,959","2,113","5,589","4,815","6,084","13,432","8,719","9,910","8,648","13,525","10,120","9,174","2,784","7,335","7,081","6,203","5,427"
2021년08월_계_90~99세,"15,020",326,689,583,703,"1,486","1,077","1,145","1,089","1,782","1,332","1,185",459,852,913,651,748
2021년08월_계_100세 이상,752,18,28,67,53,62,69,66,34,74,40,65,25,41,34,45,31
2021년08월_남_총인구수,"1,644,378","19,862","51,308","42,817","54,888","171,257","130,155","128,710","140,302","191,483","152,766","112,060","73,380","99,010","83,040","105,794","87,546"
2021년08월_남_연령구간인구수,"1,644,378","19,862","51,308","42,817","54,888","171,257","130,155","128,710","140,302","191,483","152,766","112,060","73,380","99,010","83,040","105,794","87,546"
2021년08월_남_0~9세,"114,820",624,"2,843","2,119","2,528","10,371","9,760","8,671","9,612","14,265","9,655","6,392","10,297","7,022","5,184","5,948","9,529"
2021년08월_남_10~19세,"137,684",959,"3,651","2,535","3,661","12,298","12,807","11,651","11,812","19,145","12,750","8,879","6,398","8,328","5,928","7,618","9,264"
2021년08월_남_20~29세,"218,711","2,831","6,457","5,148","6,403","25,175","16,587","18,197","19,491","24,768","20,743","17,511","6,931","12,745","11,655","15,019","9,050"
2021년08월_남_30~39세,"209,593","2,449","5,523","5,484","5,583","24,163","16,052","14,720","17,630","22,360","18,820","12,801","13,818","13,067","11,759","13,207","12,157"
2021년08월_남_40~49세,"254,352","2,861","7,425","6,196","7,716","25,611","20,863","20,521","19,917","30,764","23,081","15,694","14,043","15,359","12,401","15,102","16,798"
2021년08월_남_50~59세,"270,752","3,441","8,868","7,337","9,651","27,650","20,724","20,655","24,971","33,043","26,235","18,698","8,810","15,822","12,590","19,682","12,575"
2021년08월_남_60~69세,"257,879","3,717","9,017","7,620","10,718","26,787","19,403","19,036","23,599","28,159","25,385","18,512","8,512","15,251","12,883","18,919","10,361"
2021년08월_남_70~79세,"133,407","2,134","5,336","4,578","6,340","13,991","10,371","11,185","10,111","13,738","12,261","9,920","3,527","8,362","7,677","8,074","5,802"
2021년08월_남_80~89세,"43,847",765,"2,047","1,646","2,139","4,897","3,338","3,819","2,943","4,825","3,574","3,376",957,"2,843","2,715","2,107","1,856"
2021년08월_남_90~99세,"3,186",78,135,135,144,302,236,241,213,394,252,268,81,199,241,114,153
2021년08월_남_100세 이상,147,3,6,19,5,12,14,14,3,22,10,9,6,12,7,4,1
2021년08월_여_총인구수,"1,715,149","20,851","54,688","44,768","56,498","183,881","137,517","134,623","143,599","206,634","154,119","117,180","68,308","106,690","92,775","103,753","89,265"
2021년08월_여_연령구간인구수,"1,715,149","20,851","54,688","44,768","56,498","183,881","137,517","134,623","143,599","206,634","154,119","117,180","68,308","106,690","92,775","103,753","89,265"
2021년08월_여_0~9세,"108,970",560,"2,579","1,885","2,441","10,116","9,157","8,372","9,039","13,345","9,131","6,094","9,599","6,929","4,903","5,675","9,145"
2021년08월_여_10~19세,"129,528",970,"3,524","2,362","3,501","11,998","11,826","10,972","10,867","17,982","11,915","8,351","6,177","7,860","5,606","7,001","8,616"
2021년08월_여_20~29세,"202,411","2,961","6,786","5,110","5,245","26,702","15,165","16,250","16,913","22,748","17,958","14,914","5,773","12,328","12,400","13,138","8,020"
2021년08월_여_30~39세,"199,393","2,055","5,236","4,887","4,757","23,191","15,937","13,974","16,146","23,378","16,527","11,693","13,269","12,934","11,847","11,259","12,303"
2021년08월_여_40~49세,"249,883","2,353","6,886","5,343","7,069","24,931","21,682","20,362","20,130","33,850","21,920","15,788","11,210","15,976","12,734","13,605","16,044"
2021년08월_여_50~59세,"285,271","3,372","8,361","6,933","9,082","29,289","22,785","21,535","27,706","36,405","27,148","20,512","8,230","17,523","14,556","19,746","12,088"
