카테고리,부산광역시 사상구,부산광역시 사상구 삼락동,부산광역시 사상구 모라제1동,부산광역시 사상구 모라제3동,부산광역시 사상구 덕포제1동,부산광역시 사상구 덕포제2동,부산광역시 사상구 괘법동,부산광역시 사상구 감전동,부산광역시 사상구 주례제1동,부산광역시 사상구 주례제2동,부산광역시 사상구 주례제3동,부산광역시 사상구 학장동,부산광역시 사상구 엄궁동
2021년09월_여_40~49세,"13,567",283,"1,808",487,570,784,"1,205",708,966,"1,612",872,"2,054","2,218"
2021년09월_여_50~59세,"19,682",529,"2,713",965,814,"1,317","1,935","1,227","1,543","1,959","1,288","2,709","2,683"
2021년09월_여_60~69세,"19,294",594,"2,836","1,378",823,"1,270","1,840","1,376","1,385","1,745","1,265","2,711","2,071"
2021년09월_여_70~79세,"9,455",365,"1,270","1,076",469,556,807,749,581,888,602,"1,252",840
2021년09월_여_80~89세,"4,099",158,533,579,186,214,283,273,238,408,312,538,377
2021년09월_여_90~99세,542,21,77,58,20,38,41,50,40,56,32,56,53
2021년09월_여_100세 이상,41,5,17,3,0,1,4,1,0,4,0,4,2
2021년10월_계_총인구수,"209,138","5,818","28,104","10,535","8,694","12,956","22,447","13,365","15,236","23,231","13,160","28,359","27,233"
2021년10월_계_연령구간인구수,"209,138","5,818","28,104","10,535","8,694","12,956","22,447","13,365","15,236","23,231","13,160","28,359","27,233"
2021년10월_계_0~9세,"11,490",228,"1,477",249,465,683,"1,040",499,914,"1,382",687,"1,766","2,100"
2021년10월_계_10~19세,"14,491",279,"1,938",403,615,923,"1,009",661,"1,089","1,820","1,038","2,169","2,547"
2021년10월_계_20~29세,"28,007",619,"3,543",805,"1,034","1,616","4,345","1,550","2,033","3,981","1,754","3,275","3,452"
2021년10월_계_30~39세,"24,409",563,"3,283",718,943,"1,448","3,294","1,537","1,741","3,018","1,465","3,212","3,187"
2021년10월_계_40~49세,"28,553",665,"3,677","1,216","1,178","1,699","2,716","1,681","1,983","3,390","1,765","4,234","4,349"
2021년10월_계_50~59세,"39,190","1,229","5,280","2,036","1,715","2,510","4,077","2,689","3,002","3,756","2,377","5,246","5,273"
2021년10월_계_60~69세,"38,385","1,294","5,508","2,550","1,598","2,572","3,852","2,830","2,847","3,491","2,446","5,282","4,115"
2021년10월_계_70~79세,"17,628",670,"2,448","1,695",829,"1,116","1,594","1,400","1,175","1,677","1,110","2,301","1,613"
2021년10월_계_80~89세,"6,281",246,833,793,292,341,468,458,405,645,476,788,536
2021년10월_계_90~99세,666,24,100,67,25,46,47,58,47,69,42,82,59
2021년10월_계_100세 이상,38,1,17,3,0,2,5,2,0,2,0,4,2
2021년10월_남_총인구수,"105,543","3,115","14,027","5,027","4,447","6,568","11,627","7,092","7,786","11,630","6,438","14,185","13,601"
2021년10월_남_연령구간인구수,"105,543","3,115","14,027","5,027","4,447","6,568","11,627","7,092","7,786","11,630","6,438","14,185","13,601"
2021년10월_남_0~9세,"5,883",126,737,128,242,347,538,256,475,683,361,908,"1,082"
2021년10월_남_10~19세,"7,523",145,"1,019",206,327,485,538,355,570,926,527,"1,148","1,277"
2021년10월_남_20~29세,"14,921",360,"1,894",474,601,864,"2,085",845,"1,104","2,050",923,"1,819","1,902"
2021년10월_남_30~39세,"13,178",309,"1,769",397,516,768,"1,837",894,941,"1,624",791,"1,698","1,634"
2021년10월_남_40~49세,"15,035",385,"1,887",731,616,916,"1,502",975,"1,022","1,779",892,"2,188","2,142"
2021년10월_남_50~59세,"19,563",706,"2,581","1,071",905,"1,199","2,151","1,468","1,464","1,800","1,087","2,541","2,590"
2021년10월_남_60~69세,"19,040",689,"2,652","1,184",772,"1,296","2,009","1,465","1,453","1,737","1,176","2,572","2,035"
2021년10월_남_70~79세,"8,134",305,"1,169",620,359,556,779,647,592,787,506,"1,038",776
2021년10월_남_80~89세,"2,149",87,298,206,105,129,182,179,159,232,166,250,156
2021년10월_남_90~99세,114,3,21,10,4,7,5,7,6,12,9,23,7
2021년10월_남_100세 이상,3,0,0,0,0,1,1,1,0,0,0,0,0
2021년10월_여_총인구수,"103,595","2,703","14,077","5,508","4,247","6,388","10,820","6,273","7,450","11,601","6,722","14,174","13,632"
2021년10월_여_연령구간인구수,"103,595","2,703","14,077","5,508","4,247","6,388","10,820","6,273","7,450","11,601","6,722","14,174","13,632"
2021년10월_여_0~9세,"5,607",102,740,121,223,336,502,243,439,699,326,858,"1,018"
2021년10월_여_10~19세,"6,968",134,919,197,288,438,471,306,519,894,511,"1,021","1,270"
2021년10월_여_20~29세,"13,086",259,"1,649",331,433,752,"2,260",705,929,"1,931",831,"1,456","1,550"
2021년10월_여_30~39세,"11,231",254,"1,514",321,427,680,"1,457",643,800,"1,394",674,"1,514","1,553"
2021년10월_여_40~49세,"13,518",280,"1,790",485,562,783,"1,214",706,961,"1,611",873,"2,046","2,207"
2021년10월_여_50~59세,"19,627",523,"2,699",965,810,"1,311","1,926","1,221","1,538","1,956","1,290","2,705","2,683"
2021년10월_여_60~69세,"19,345",605,"2,856","1,366",826,"1,276","1,843","1,365","1,394","1,754","1,270","2,710","2,080"
2021년10월_여_70~79세,"9,494",365,"1,279","1,075",470,560,815,753,583,890,604,"1,263",837
2021년10월_여_80~89세,"4,132",159,535,587,187,212,286,279,246,413,310,538,380
2021년10월_여_90~99세,552,21,79,57,21,39,42,51,41,57,33,59,52
2021년10월_여_100세 이상,35,1,17,3,0,1,4,1,0,2,0,4,2
2021년11월_계_총인구수,"208,727","5,818","28,047","10,455","8,688","12,954","22,408","13,351","15,207","23,153","13,166","28,336","27,144"
2021년11월_계_연령구간인구수,"208,727","5,818","28,047","10,455","8,688","12,954","22,408","13,351","15,207","23,153","13,166","28,336","27,144"
2021년11월_계_0~9세,"11,370",228,"1,473",241,455,677,"1,019",497,909,"1,365",681,"1,742","2,083"
2021년11월_계_10~19세,"14,453",278,"1,922",402,616,927,"1,006",657,"1,082","1,811","1,044","2,171","2,537"
2021년11월_계_20~29세,"27,871",618,"3,523",788,"1,022","1,625","4,335","1,537","2,019","3,953","1,751","3,278","3,422"
2021년11월_계_30~39세,"24,345",563,"3,282",712,943,"1,438","3,297","1,547","1,737","3,012","1,467","3,180","3,167"
2021년11월_계_40~49세,"28,496",658,"3,668","1,206","1,177","1,700","2,716","1,667","1,987","3,374","1,755","4,245","4,343"
2021년11월_계_50~59세,"39,050","1,225","5,260","2,010","1,716","2,493","4,065","2,677","3,002","3,751","2,368","5,246","5,237"
2021년11월_계_60~69세,"38,446","1,303","5,504","2,537","1,605","2,582","3,842","2,841","2,841","3,487","2,469","5,294","4,141"
2021년11월_계_70~79세,"17,665",667,"2,470","1,695",832,"1,119","1,601","1,410","1,168","1,678","1,108","2,300","1,617"
2021년11월_계_80~89세,"6,348",254,834,798,297,345,474,460,415,653,482,797,539
2021년11월_계_90~99세,649,23,94,63,25,46,49,56,47,67,41,80,58
2021년11월_계_100세 이상,34,1,17,3,0,2,4,2,0,2,0,3,0
2021년11월_남_총인구수,"105,299","3,112","13,989","4,992","4,447","6,572","11,602","7,086","7,769","11,591","6,438","14,160","13,541"
2021년11월_남_연령구간인구수,"105,299","3,112","13,989","4,992","4,447","6,572","11,602","7,086","7,769","11,591","6,438","14,160","13,541"
2021년11월_남_0~9세,"5,820",125,737,125,234,342,523,261,475,678,359,889,"1,072"
2021년11월_남_10~19세,"7,505",145,"1,018",204,328,486,538,352,563,926,528,"1,149","1,268"
2021년11월_남_20~29세,"14,823",357,"1,868",468,597,875,"2,073",833,"1,093","2,027",926,"1,819","1,887"
2021년11월_남_30~39세,"13,163",313,"1,767",395,519,767,"1,846",902,942,"1,626",793,"1,675","1,618"
2021년11월_남_40~49세,"15,016",379,"1,885",724,618,921,"1,508",969,"1,025","1,762",882,"2,202","2,141"
2021년11월_남_50~59세,"19,479",704,"2,576","1,060",902,"1,190","2,143","1,457","1,456","1,803","1,086","2,533","2,569"
2021년11월_남_60~69세,"19,049",694,"2,644","1,179",778,"1,298","2,000","1,472","1,456","1,731","1,180","2,576","2,041"
2021년11월_남_70~79세,"8,161",303,"1,179",620,361,555,784,652,589,785,508,"1,042",783
2021년11월_남_80~89세,"2,173",90,296,208,106,130,182,180,165,241,167,252,156
2021년11월_남_90~99세,108,2,19,9,4,7,5,7,5,12,9,23,6
2021년11월_남_100세 이상,2,0,0,0,0,1,0,1,0,0,0,0,0
2021년11월_여_총인구수,"103,428","2,706","14,058","5,463","4,241","6,382","10,806","6,265","7,438","11,562","6,728","14,176","13,603"
2021년11월_여_연령구간인구수,"103,428","2,706","14,058","5,463","4,241","6,382","10,806","6,265","7,438","11,562","6,728","14,176","13,603"
2021년11월_여_0~9세,"5,550",103,736,116,221,335,496,236,434,687,322,853,"1,011"
2021년11월_여_10~19세,"6,948",133,904,198,288,441,468,305,519,885,516,"1,022","1,269"
2021년11월_여_20~29세,"13,048",261,"1,655",320,425,750,"2,262",704,926,"1,926",825,"1,459","1,535"
2021년11월_여_30~39세,"11,182",250,"1,515",317,424,671,"1,451",645,795,"1,386",674,"1,505","1,549"
2021년11월_여_40~49세,"13,480",279,"1,783",482,559,779,"1,208",698,962,"1,612",873,"2,043","2,202"
2021년11월_여_50~59세,"19,571",521,"2,684",950,814,"1,303","1,922","1,220","1,546","1,948","1,282","2,713","2,668"
2021년11월_여_60~69세,"19,397",609,"2,860","1,358",827,"1,284","1,842","1,369","1,385","1,756","1,289","2,718","2,100"
2021년11월_여_70~79세,"9,504",364,"1,291","1,075",471,564,817,758,579,893,600,"1,258",834
2021년11월_여_80~89세,"4,175",164,538,590,191,215,292,280,250,412,315,545,383
2021년11월_여_90~99세,541,21,75,54,21,39,44,49,42,55,32,57,52
2021년11월_여_100세 이상,32,1,17,3,0,1,4,1,0,2,0,3,0
2021년12월_계_총인구수,"208,298","5,808","27,998","10,412","8,683","12,921","22,414","13,318","15,160","23,075","13,154","28,294","27,061"
2021년12월_계_연령구간인구수,"208,298","5,808","27,998","10,412","8,683","12,921","22,414","13,318","15,160","23,075","13,154","28,294","27,061"
2021년12월_계_0~9세,"11,268",226,"1,482",244,457,666,"1,005",480,901,"1,344",675,"1,726","2,062"
2021년12월_계_10~19세,"14,409",276,"1,909",399,615,927,"1,013",654,"1,074","1,798","1,037","2,169","2,538"
2021년12월_계_20~29세,"27,690",611,"3,485",777,"1,020","1,620","4,331","1,529","2,001","3,935","1,740","3,247","3,394"
2021년12월_계_30~39세,"24,248",568,"3,285",713,927,"1,428","3,303","1,541","1,737","2,997","1,455","3,155","3,139"
2021년12월_계_40~49세,"28,452",655,"3,664","1,190","1,185","1,704","2,727","1,655","1,967","3,369","1,750","4,248","4,338"
2021년12월_계_50~59세,"38,940","1,224","5,240","1,999","1,719","2,474","4,054","2,678","3,004","3,734","2,361","5,243","5,210"
2021년12월_계_60~69세,"38,474","1,304","5,510","2,526","1,598","2,586","3,841","2,835","2,829","3,490","2,487","5,301","4,167"
2021년12월_계_70~79세,"17,718",662,"2,483","1,695",834,"1,123","1,601","1,423","1,177","1,685","1,118","2,305","1,612"
2021년12월_계_80~89세,"6,422",257,844,800,301,346,485,466,423,656,487,814,543
2021년12월_계_90~99세,657,24,93,66,27,45,50,55,47,65,44,83,58
2021년12월_계_100세 이상,20,1,3,3,0,2,4,2,0,2,0,3,0
2021년12월_남_총인구수,"105,034","3,099","13,961","4,977","4,440","6,545","11,602","7,058","7,740","11,542","6,438","14,129","13,503"
2021년12월_남_연령구간인구수,"105,034","3,099","13,961","4,977","4,440","6,545","11,602","7,058","7,740","11,542","6,438","14,129","13,503"
2021년12월_남_0~9세,"5,771",124,742,128,231,339,520,251,468,666,358,880,"1,064"
2021년12월_남_10~19세,"7,483",143,"1,014",202,328,481,545,348,559,923,525,"1,148","1,267"
2021년12월_남_20~29세,"14,717",351,"1,846",463,598,876,"2,061",834,"1,083","2,009",920,"1,801","1,875"
2021년12월_남_30~39세,"13,115",314,"1,762",402,506,756,"1,848",901,940,"1,621",794,"1,668","1,603"
2021년12월_남_40~49세,"14,973",374,"1,883",712,626,924,"1,514",957,"1,021","1,750",878,"2,197","2,137"
2021년12월_남_50~59세,"19,433",708,"2,565","1,058",901,"1,174","2,144","1,454","1,455","1,799","1,086","2,533","2,556"
2021년12월_남_60~69세,"19,041",693,"2,640","1,180",774,"1,299","1,993","1,469","1,447","1,733","1,185","2,573","2,055"
2021년12월_남_70~79세,"8,176",298,"1,187",614,364,558,788,655,591,782,513,"1,046",780
2021년12월_남_80~89세,"2,211",92,302,210,108,129,183,181,171,247,171,258,159
2021년12월_남_90~99세,112,2,20,8,4,8,6,7,5,12,8,25,7
2021년12월_남_100세 이상,2,0,0,0,0,1,0,1,0,0,0,0,0
2021년12월_여_총인구수,"103,264","2,709","14,037","5,435","4,243","6,376","10,812","6,260","7,420","11,533","6,716","14,165","13,558"
2021년12월_여_연령구간인구수,"103,264","2,709","14,037","5,435","4,243","6,376","10,812","6,260","7,420","11,533","6,716","14,165","13,558"
2021년12월_여_0~9세,"5,497",102,740,116,226,327,485,229,433,678,317,846,998
2021년12월_여_10~19세,"6,926",133,895,197,287,446,468,306,515,875,512,"1,021","1,271"
2021년12월_여_20~29세,"12,973",260,"1,639",314,422,744,"2,270",695,918,"1,926",820,"1,446","1,519"
2021년12월_여_30~39세,"11,133",254,"1,523",311,421,672,"1,455",640,797,"1,376",661,"1,487","1,536"
2021년12월_여_40~49세,"13,479",281,"1,781",478,559,780,"1,213",698,946,"1,619",872,"2,051","2,201"
2021년12월_여_50~59세,"19,507",516,"2,675",941,818,"1,300","1,910","1,224","1,549","1,935","1,275","2,710","2,654"
2021년12월_여_60~69세,"19,433",611,"2,870","1,346",824,"1,287","1,848","1,366","1,382","1,757","1,302","2,728","2,112"
2021년12월_여_70~79세,"9,542",364,"1,296","1,081",470,565,813,768,586,903,605,"1,259",832
2021년12월_여_80~89세,"4,211",165,542,590,193,217,302,285,252,409,316,556,384
2021년12월_여_90~99세,545,22,73,58,23,37,44,48,42,53,36,58,51
2021년12월_여_100세 이상,18,1,3,3,0,1,4,1,0,2,0,3,0
