카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년04월_남_30~39세,"100,833","14,261","17,176","17,078","7,658","10,186","1,972",958,958,"2,092","1,436","2,472","1,547","1,337","2,781","2,836","4,776","1,187","2,592","2,059","2,348","1,272","1,851"
2020년04월_남_40~49세,"141,216","19,682","22,407","21,660","9,171","12,254","3,137","1,796","1,690","3,812","2,467","4,454","2,371","2,150","4,708","4,539","6,787","2,163","3,870","3,326","3,701","2,074","2,997"
2020년04월_남_50~59세,"169,080","18,500","25,421","24,891","9,455","15,813","4,531","2,757","2,583","5,776","3,818","6,153","3,499","3,119","6,549","5,372","6,809","3,266","4,782","4,327","4,539","2,770","4,350"
2020년04월_남_60~69세,"131,307","13,401","19,571","16,242","7,826","8,362","4,057","2,506","2,181","6,126","3,715","4,639","3,174","3,008","5,937","3,912","5,156","2,946","4,115","3,637","4,125","2,591","4,080"
2020년04월_남_70~79세,"82,819","7,658","10,794","8,278","4,936","3,475","2,769","1,789","1,585","4,887","2,805","3,062","2,309","2,218","4,318","2,632","3,400","2,156","3,037","2,587","3,275","1,994","2,855"
2020년04월_남_80~89세,"33,568","2,275","3,436","3,200","1,883","1,430","1,199",992,808,"2,298","1,460","1,401","1,165","1,069","1,815","1,221","1,239","1,005","1,203","1,177","1,374",798,"1,120"
2020년04월_남_90~99세,"3,079",186,279,298,211,135,127,94,77,257,142,149,112,90,147,108,95,113,96,114,94,66,89
2020년04월_남_100세 이상,118,16,15,8,11,6,3,2,3,7,5,2,4,5,1,7,4,3,4,4,3,0,5
2020년04월_여_총인구수,"924,113","114,776","138,111","141,001","56,760","72,720","22,621","14,563","13,308","33,163","21,191","31,590","19,657","18,168","35,268","26,369","40,552","16,280","26,846","21,983","25,032","15,513","18,641"
2020년04월_여_연령구간인구수,"924,113","114,776","138,111","141,001","56,760","72,720","22,621","14,563","13,308","33,163","21,191","31,590","19,657","18,168","35,268","26,369","40,552","16,280","26,846","21,983","25,032","15,513","18,641"
2020년04월_여_0~9세,"66,940","9,607","10,678","11,673","4,986","6,870","1,165",576,601,"1,328",902,"1,764","1,003",931,"2,102","1,916","3,492",703,"1,862","1,468","1,589",919,805
2020년04월_여_10~19세,"82,119","12,384","13,024","14,737","4,506","7,842","1,452",989,901,"1,903","1,319","2,814","1,393","1,269","2,610","2,140","4,286",988,"2,065","1,581","1,815","1,092","1,009"
2020년04월_여_20~29세,"89,515","12,746","14,826","17,073","5,766","8,537","1,993","1,116",970,"1,828","1,366","3,090","1,395","1,291","2,499","2,177","3,798","1,113","2,256","1,832","1,569","1,040","1,234"
2020년04월_여_30~39세,"90,528","13,466","14,743","16,355","7,054","8,847","1,759",812,819,"1,751","1,235","2,384","1,375","1,296","2,572","2,281","4,529","1,012","2,385","1,803","1,922","1,041","1,087"
2020년04월_여_40~49세,"122,317","18,574","20,156","22,286","7,073","11,929","2,231","1,400","1,376","2,700","1,893","4,091","1,911","1,718","3,564","3,111","5,937","1,471","2,885","2,416","2,601","1,515","1,479"
2020년04월_여_50~59세,"147,279","18,385","23,442","24,387","7,867","12,986","3,647","2,235","2,112","4,746","3,036","5,088","2,980","2,707","5,357","4,048","5,619","2,398","3,995","3,282","3,773","2,313","2,876"
2020년04월_여_60~69세,"130,439","14,622","19,852","16,106","7,615","7,505","3,838","2,342","2,303","6,295","3,756","4,313","3,225","3,053","6,076","3,851","5,188","2,798","4,150","3,383","4,195","2,545","3,428"
2020년04월_여_70~79세,"108,184","9,641","13,053","10,363","6,520","4,434","3,499","2,515","2,298","6,535","3,881","4,387","3,207","3,040","5,724","3,692","4,345","3,061","4,088","3,347","4,200","2,768","3,586"
2020년04월_여_80~89세,"73,730","4,548","6,968","6,736","4,565","3,166","2,549","2,170","1,642","5,091","3,224","3,144","2,666","2,453","4,080","2,720","2,852","2,349","2,696","2,469","2,911","1,981","2,750"
2020년04월_여_90~99세,"12,349",742,"1,282","1,233",758,587,457,399,269,948,545,482,480,384,644,406,477,364,433,364,437,283,375
2020년04월_여_100세 이상,713,61,87,52,50,17,31,9,17,38,34,33,22,26,40,27,29,23,31,38,20,16,12
2020년05월_계_총인구수,"1,855,945","228,587","281,250","280,795","114,469","152,576","46,077","28,386","25,851","64,336","41,016","62,554","38,146","34,977","69,588","54,224","81,565","32,433","53,512","45,222","50,245","30,494","39,642"
2020년05월_계_연령구간인구수,"1,855,945","228,587","281,250","280,795","114,469","152,576","46,077","28,386","25,851","64,336","41,016","62,554","38,146","34,977","69,588","54,224","81,565","32,433","53,512","45,222","50,245","30,494","39,642"
2020년05월_계_0~9세,"136,159","19,670","21,636","23,901","10,173","13,965","2,345","1,152","1,183","2,651","1,862","3,583","2,065","1,873","4,247","3,833","7,120","1,448","3,801","2,941","3,273","1,768","1,669"
2020년05월_계_10~19세,"170,539","25,359","27,139","30,861","9,328","16,223","3,044","2,048","1,928","4,015","2,669","5,866","2,903","2,582","5,415","4,592","8,806","2,111","4,275","3,343","3,703","2,259","2,070"
2020년05월_계_20~29세,"201,096","27,589","33,818","37,122","12,191","20,474","4,885","2,423","2,030","4,304","3,082","6,767","3,157","2,877","5,621","5,017","8,261","2,593","5,085","4,576","3,791","2,428","3,005"
2020년05월_계_30~39세,"190,821","27,592","31,753","33,190","14,682","19,303","3,714","1,765","1,749","3,825","2,663","4,866","2,926","2,609","5,329","5,107","9,306","2,182","4,962","3,846","4,252","2,292","2,908"
2020년05월_계_40~49세,"262,915","38,179","42,462","43,760","16,236","24,332","5,319","3,175","3,041","6,466","4,315","8,519","4,252","3,846","8,250","7,629","12,726","3,606","6,726","5,753","6,279","3,585","4,459"
2020년05월_계_50~59세,"316,227","36,856","48,846","49,183","17,328","28,935","8,190","4,983","4,705","10,509","6,837","11,284","6,451","5,815","11,873","9,429","12,446","5,650","8,754","7,595","8,272","5,086","7,200"
2020년05월_계_60~69세,"262,699","28,117","39,503","32,512","15,543","16,006","7,921","4,854","4,500","12,442","7,494","8,988","6,422","6,058","12,052","7,782","10,409","5,753","8,287","7,034","8,345","5,147","7,530"
2020년05월_계_70~79세,"191,306","17,361","23,973","18,679","11,479","7,975","6,286","4,301","3,884","11,418","6,667","7,456","5,496","5,253","10,025","6,334","7,766","5,220","7,130","5,953","7,459","4,762","6,429"
2020년05월_계_80~89세,"107,814","6,852","10,462","9,980","6,479","4,611","3,753","3,177","2,463","7,447","4,700","4,553","3,850","3,547","5,932","3,958","4,120","3,365","3,919","3,661","4,305","2,793","3,887"
2020년05월_계_90~99세,"15,534",936,"1,554","1,545",971,731,588,497,348,"1,211",687,636,599,487,801,510,569,478,539,478,543,357,469
2020년05월_계_100세 이상,835,76,104,62,59,21,32,11,20,48,40,36,25,30,43,33,36,27,34,42,23,17,16
2020년05월_남_총인구수,"932,496","113,977","143,364","140,159","57,643","79,442","23,463","13,864","12,551","31,220","19,883","30,939","18,526","16,854","34,339","27,886","40,920","16,211","26,687","23,265","25,267","14,988","21,048"
2020년05월_남_연령구간인구수,"932,496","113,977","143,364","140,159","57,643","79,442","23,463","13,864","12,551","31,220","19,883","30,939","18,526","16,854","34,339","27,886","40,920","16,211","26,687","23,265","25,267","14,988","21,048"
2020년05월_남_0~9세,"69,467","10,136","11,009","12,290","5,206","7,090","1,171",585,585,"1,328",971,"1,823","1,065",943,"2,143","1,925","3,628",754,"1,937","1,480","1,683",854,861
2020년05월_남_10~19세,"88,705","13,015","14,173","16,153","4,802","8,402","1,595","1,072","1,029","2,124","1,356","3,061","1,525","1,317","2,822","2,463","4,519","1,125","2,226","1,771","1,904","1,172","1,079"
2020년05월_남_20~29세,"111,968","14,861","19,076","20,131","6,443","11,908","2,919","1,317","1,068","2,503","1,728","3,666","1,772","1,604","3,139","2,856","4,449","1,504","2,843","2,774","2,232","1,392","1,783"
2020년05월_남_30~39세,"100,471","14,203","17,078","16,963","7,631","10,298","1,966",956,938,"2,083","1,428","2,475","1,543","1,327","2,762","2,822","4,776","1,183","2,574","2,044","2,339","1,256","1,826"
2020년05월_남_40~49세,"140,930","19,659","22,390","21,596","9,148","12,352","3,098","1,777","1,669","3,784","2,444","4,457","2,357","2,151","4,691","4,531","6,773","2,141","3,849","3,328","3,691","2,066","2,978"
2020년05월_남_50~59세,"169,087","18,494","25,429","24,844","9,464","15,872","4,528","2,755","2,589","5,778","3,810","6,171","3,487","3,110","6,523","5,390","6,836","3,270","4,764","4,314","4,529","2,784","4,346"
2020년05월_남_60~69세,"131,832","13,423","19,614","16,327","7,882","8,437","4,084","2,515","2,194","6,139","3,730","4,665","3,188","3,006","5,961","3,920","5,178","2,950","4,137","3,649","4,139","2,595","4,099"
2020년05월_남_70~79세,"83,091","7,683","10,837","8,325","4,952","3,501","2,775","1,797","1,591","4,903","2,807","3,071","2,297","2,230","4,326","2,639","3,424","2,165","3,043","2,607","3,268","1,998","2,852"
2020년05월_남_80~89세,"33,734","2,298","3,468","3,219","1,896","1,442","1,198",988,806,"2,314","1,463","1,401","1,174","1,068","1,820","1,225","1,242","1,002","1,213","1,180","1,382",805,"1,130"
2020년05월_남_90~99세,"3,095",190,275,303,208,135,126,100,79,257,141,147,114,94,151,108,91,114,97,113,97,66,89
2020년05월_남_100세 이상,116,15,15,8,11,5,3,2,3,7,5,2,4,4,1,7,4,3,4,5,3,0,5
2020년05월_여_총인구수,"923,449","114,610","137,886","140,636","56,826","73,134","22,614","14,522","13,300","33,116","21,133","31,615","19,620","18,123","35,249","26,338","40,645","16,222","26,825","21,957","24,978","15,506","18,594"
2020년05월_여_연령구간인구수,"923,449","114,610","137,886","140,636","56,826","73,134","22,614","14,522","13,300","33,116","21,133","31,615","19,620","18,123","35,249","26,338","40,645","16,222","26,825","21,957","24,978","15,506","18,594"
2020년05월_여_0~9세,"66,692","9,534","10,627","11,611","4,967","6,875","1,174",567,598,"1,323",891,"1,760","1,000",930,"2,104","1,908","3,492",694,"1,864","1,461","1,590",914,808
2020년05월_여_10~19세,"81,834","12,344","12,966","14,708","4,526","7,821","1,449",976,899,"1,891","1,313","2,805","1,378","1,265","2,593","2,129","4,287",986,"2,049","1,572","1,799","1,087",991
2020년05월_여_20~29세,"89,128","12,728","14,742","16,991","5,748","8,566","1,966","1,106",962,"1,801","1,354","3,101","1,385","1,273","2,482","2,161","3,812","1,089","2,242","1,802","1,559","1,036","1,222"
2020년05월_여_30~39세,"90,350","13,389","14,675","16,227","7,051","9,005","1,748",809,811,"1,742","1,235","2,391","1,383","1,282","2,567","2,285","4,530",999,"2,388","1,802","1,913","1,036","1,082"
2020년05월_여_40~49세,"121,985","18,520","20,072","22,164","7,088","11,980","2,221","1,398","1,372","2,682","1,871","4,062","1,895","1,695","3,559","3,098","5,953","1,465","2,877","2,425","2,588","1,519","1,481"
2020년05월_여_50~59세,"147,140","18,362","23,417","24,339","7,864","13,063","3,662","2,228","2,116","4,731","3,027","5,113","2,964","2,705","5,350","4,039","5,610","2,380","3,990","3,281","3,743","2,302","2,854"
2020년05월_여_60~69세,"130,867","14,694","19,889","16,185","7,661","7,569","3,837","2,339","2,306","6,303","3,764","4,323","3,234","3,052","6,091","3,862","5,231","2,803","4,150","3,385","4,206","2,552","3,431"
2020년05월_여_70~79세,"108,215","9,678","13,136","10,354","6,527","4,474","3,511","2,504","2,293","6,515","3,860","4,385","3,199","3,023","5,699","3,695","4,342","3,055","4,087","3,346","4,191","2,764","3,577"
2020년05월_여_80~89세,"74,080","4,554","6,994","6,761","4,583","3,169","2,555","2,189","1,657","5,133","3,237","3,152","2,676","2,479","4,112","2,733","2,878","2,363","2,706","2,481","2,923","1,988","2,757"
2020년05월_여_90~99세,"12,439",746,"1,279","1,242",763,596,462,397,269,954,546,489,485,393,650,402,478,364,442,365,446,291,380
2020년05월_여_100세 이상,719,61,89,54,48,16,29,9,17,41,35,34,21,26,42,26,32,24,30,37,20,17,11
2020년06월_계_총인구수,"1,854,618","228,231","281,121","281,054","114,448","152,016","46,045","28,340","25,826","64,336","40,939","62,654","38,071","34,913","69,465","54,266","81,620","32,360","53,475","45,203","50,192","30,461","39,582"
2020년06월_계_연령구간인구수,"1,854,618","228,231","281,121","281,054","114,448","152,016","46,045","28,340","25,826","64,336","40,939","62,654","38,071","34,913","69,465","54,266","81,620","32,360","53,475","45,203","50,192","30,461","39,582"
2020년06월_계_0~9세,"135,676","19,579","21,598","23,830","10,126","13,853","2,335","1,133","1,191","2,653","1,837","3,579","2,065","1,863","4,223","3,828","7,080","1,447","3,805","2,944","3,274","1,757","1,676"
2020년06월_계_10~19세,"169,972","25,244","26,958","30,772","9,361","16,195","3,046","2,050","1,928","3,977","2,665","5,854","2,894","2,576","5,382","4,598","8,796","2,093","4,276","3,324","3,675","2,257","2,051"
2020년06월_계_20~29세,"200,707","27,537","33,790","37,201","12,165","20,344","4,846","2,402","2,007","4,289","3,061","6,772","3,117","2,868","5,599","5,008","8,299","2,567","5,074","4,584","3,795","2,420","2,962"
2020년06월_계_30~39세,"190,059","27,407","31,713","33,220","14,603","19,047","3,689","1,762","1,724","3,837","2,650","4,867","2,905","2,579","5,310","5,090","9,311","2,183","4,934","3,841","4,211","2,286","2,890"
2020년06월_계_40~49세,"262,465","38,142","42,449","43,771","16,253","24,196","5,287","3,153","3,020","6,436","4,287","8,511","4,262","3,847","8,219","7,637","12,695","3,589","6,687","5,714","6,291","3,569","4,450"
2020년06월_계_50~59세,"315,014","36,738","48,622","49,110","17,256","28,836","8,128","4,955","4,679","10,494","6,809","11,290","6,403","5,774","11,796","9,388","12,425","5,596","8,719","7,557","8,226","5,043","7,170"
2020년06월_계_60~69세,"264,683","28,294","39,782","32,821","15,663","16,183","8,005","4,889","4,539","12,505","7,521","9,092","6,450","6,080","12,104","7,856","10,478","5,810","8,367","7,090","8,409","5,166","7,579"
2020년06월_계_70~79세,"191,712","17,403","24,073","18,753","11,492","8,003","6,317","4,311","3,905","11,431","6,674","7,472","5,495","5,271","10,059","6,348","7,791","5,200","7,120","5,963","7,422","4,776","6,433"
2020년06월_계_80~89세,"107,957","6,877","10,472","9,964","6,494","4,605","3,772","3,171","2,462","7,459","4,706","4,548","3,853","3,541","5,938","3,971","4,138","3,369","3,924","3,661","4,323","2,816","3,893"
2020년06월_계_90~99세,"15,538",933,"1,560","1,550",977,732,589,503,350,"1,207",689,634,604,484,790,510,571,480,534,483,543,353,462
2020년06월_계_100세 이상,835,77,104,62,58,22,31,11,21,48,40,35,23,30,45,32,36,26,35,42,23,18,16
2020년06월_남_총인구수,"931,898","113,829","143,298","140,303","57,642","79,189","23,431","13,836","12,523","31,214","19,855","30,997","18,482","16,851","34,269","27,892","40,940","16,181","26,665","23,250","25,246","14,972","21,033"
2020년06월_남_연령구간인구수,"931,898","113,829","143,298","140,303","57,642","79,189","23,431","13,836","12,523","31,214","19,855","30,997","18,482","16,851","34,269","27,892","40,940","16,181","26,665","23,250","25,246","14,972","21,033"
2020년06월_남_0~9세,"69,174","10,073","10,970","12,257","5,182","7,025","1,166",573,589,"1,328",957,"1,817","1,066",936,"2,131","1,919","3,610",755,"1,940","1,482","1,685",846,867
2020년06월_남_10~19세,"88,373","12,952","14,072","16,099","4,813","8,400","1,592","1,073","1,026","2,104","1,356","3,049","1,519","1,324","2,798","2,464","4,514","1,111","2,227","1,759","1,889","1,169","1,063"
2020년06월_남_20~29세,"111,830","14,852","19,079","20,182","6,443","11,830","2,901","1,301","1,061","2,494","1,721","3,672","1,744","1,601","3,137","2,848","4,467","1,495","2,842","2,784","2,233","1,388","1,755"
2020년06월_남_30~39세,"100,061","14,116","17,057","16,972","7,590","10,171","1,953",951,915,"2,088","1,419","2,482","1,530","1,313","2,758","2,809","4,789","1,175","2,549","2,037","2,317","1,252","1,818"
2020년06월_남_40~49세,"140,651","19,655","22,400","21,607","9,151","12,302","3,071","1,768","1,653","3,757","2,430","4,449","2,362","2,150","4,661","4,533","6,740","2,130","3,819","3,296","3,690","2,060","2,967"
2020년06월_남_50~59세,"168,487","18,441","25,315","24,820","9,417","15,823","4,489","2,735","2,576","5,782","3,792","6,175","3,463","3,096","6,466","5,364","6,821","3,245","4,757","4,295","4,512","2,759","4,344"
2020년06월_남_60~69세,"132,975","13,506","19,764","16,478","7,956","8,534","4,136","2,538","2,217","6,181","3,756","4,732","3,211","3,023","5,987","3,971","5,220","2,989","4,182","3,685","4,177","2,607","4,125"
2020년06월_남_70~79세,"83,330","7,714","10,871","8,361","4,966","3,520","2,785","1,804","1,605","4,901","2,809","3,075","2,293","2,240","4,359","2,641","3,440","2,162","3,032","2,611","3,260","2,014","2,867"
2020년06월_남_80~89세,"33,793","2,310","3,474","3,210","1,906","1,446","1,208",990,801,"2,315","1,466","1,399","1,173","1,072","1,820","1,231","1,244","1,001","1,217","1,180","1,383",811,"1,136"
2020년06월_남_90~99세,"3,107",194,281,309,208,133,127,101,77,257,143,145,117,92,151,105,91,115,96,116,97,66,86
2020년06월_남_100세 이상,117,16,15,8,10,5,3,2,3,7,6,2,4,4,1,7,4,3,4,5,3,0,5
