카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2021년05월_계_총인구수,"414,525","14,782","38,278","1,849","1,692","2,201","4,067",,"3,135","24,232","3,748","2,852","29,418","2,194","38,930","14,388","16,704","3,313","3,225","13,227",,,"4,377","31,008","18,826","48,151","16,399","46,502","26,637","4,390",
2021년05월_계_연령구간인구수,"414,525","14,782","38,278","1,849","1,692","2,201","4,067",,"3,135","24,232","3,748","2,852","29,418","2,194","38,930","14,388","16,704","3,313","3,225","13,227",,,"4,377","31,008","18,826","48,151","16,399","46,502","26,637","4,390",
2021년05월_계_0~9세,"40,140",851,"3,643",43,12,40,64,,70,"1,749",69,73,"2,263",72,"3,718","1,039",806,141,279,"1,681",,,324,"2,772","2,116","4,594",917,"6,638","5,582",584,
2021년05월_계_10~19세,"44,353","1,132","3,896",57,52,114,150,,194,"2,415",95,119,"3,399",121,"4,964","1,575","1,865",169,223,"1,096",,,345,"3,727","2,503","5,918","1,066","6,616","2,323",219,
2021년05월_계_20~29세,"55,827","1,388","4,742",101,100,143,276,,237,"3,367",476,284,"3,796",210,"5,107","1,915","2,674",607,407,"1,852",,,626,"4,688","2,397","7,132","4,232","5,890","2,493",687,
2021년05월_계_30~39세,"64,505","1,234","4,902",81,73,99,213,,179,"3,365",505,238,"3,383",152,"4,962","1,628","1,597",496,540,"2,795",,,686,"4,353","2,905","8,353","4,308","8,523","7,871","1,064",
2021년05월_계_40~49세,"72,671","1,920","5,856",126,138,191,403,,370,"3,827",704,310,"4,897",271,"7,269","2,365","2,635",456,438,"2,175",,,760,"6,056","3,853","9,496","2,751","10,181","4,501",722,
2021년05월_계_50~59세,"69,903","2,928","7,945",357,319,392,810,,616,"4,453",831,552,"5,955",468,"7,131","2,975","3,840",611,632,"2,192",,,820,"6,016","3,157","7,033","1,763","5,387","2,085",635,
2021년05월_계_60~69세,"41,496","2,766","4,521",487,436,515,933,,655,"3,405",653,696,"3,842",532,"3,936","1,904","2,324",489,415,"1,017",,,496,"2,242","1,276","3,617",890,"2,022","1,059",368,
2021년05월_계_70~79세,"16,119","1,454","1,627",295,271,373,659,,466,"1,196",297,394,"1,233",238,"1,237",686,684,243,185,293,,,228,749,403,"1,317",325,790,392,84,
2021년05월_계_80~89세,"8,267",942,981,259,253,295,494,,309,410,96,163,581,114,524,273,245,89,93,111,,,80,347,186,604,118,395,285,20,
2021년05월_계_90~99세,"1,205",162,162,43,37,39,62,,37,43,21,22,69,15,80,27,32,12,10,15,,,11,57,29,86,27,57,44,6,
2021년05월_계_100세 이상,39,5,3,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021년05월_남_총인구수,"212,907","7,309","19,397",924,873,"1,126","2,120",,"1,596","11,968","2,091","1,490","14,388","1,133","19,784","7,119","8,378","1,861","1,751","6,955",,,"2,343","16,154","9,828","24,923","8,860","24,192","13,918","2,426",
2021년05월_남_연령구간인구수,"212,907","7,309","19,397",924,873,"1,126","2,120",,"1,596","11,968","2,091","1,490","14,388","1,133","19,784","7,119","8,378","1,861","1,751","6,955",,,"2,343","16,154","9,828","24,923","8,860","24,192","13,918","2,426",
2021년05월_남_0~9세,"20,627",438,"1,899",21,6,17,34,,46,866,35,39,"1,200",31,"1,904",541,430,71,144,858,,,172,"1,371","1,085","2,447",468,"3,379","2,809",316,
2021년05월_남_10~19세,"23,143",570,"2,097",27,21,70,74,,95,"1,239",48,69,"1,671",61,"2,623",846,"1,019",85,129,552,,,167,"1,944","1,352","3,096",539,"3,418","1,223",108,
2021년05월_남_20~29세,"31,115",832,"2,717",62,70,94,167,,135,"1,815",264,179,"2,156",130,"2,816","1,078","1,530",387,225,"1,025",,,363,"2,681","1,349","3,920","2,144","3,360","1,207",409,
2021년05월_남_30~39세,"34,421",638,"2,505",48,49,66,140,,102,"1,803",282,157,"1,717",95,"2,482",823,862,331,332,"1,573",,,419,"2,374","1,494","4,436","2,566","4,335","4,186",606,
2021년05월_남_40~49세,"36,668",996,"2,770",81,93,115,256,,207,"1,827",400,191,"2,239",152,"3,552","1,057","1,163",266,242,"1,137",,,422,"2,930","1,919","4,858","1,555","5,321","2,502",417,
2021년05월_남_50~59세,"35,667","1,454","3,943",210,177,236,480,,342,"2,092",506,293,"2,772",246,"3,567","1,410","1,816",331,346,"1,102",,,405,"3,219","1,708","3,636",975,"2,926","1,139",336,
2021년05월_남_60~69세,"21,290","1,419","2,441",258,238,257,506,,342,"1,604",372,339,"1,892",270,"2,087",940,"1,175",249,223,524,,,248,"1,191",688,"1,811",429,"1,014",581,192,
2021년05월_남_70~79세,"7,154",650,702,129,131,167,270,,221,575,147,165,534,113,575,335,305,104,74,153,,,114,324,166,531,146,308,179,36,
2021년05월_남_80~89세,"2,591",288,295,77,82,94,178,,99,142,35,51,191,35,168,85,71,36,33,29,,,29,107,61,170,31,118,80,6,
2021년05월_남_90~99세,228,24,28,11,6,10,15,,7,4,2,7,16,0,10,4,7,1,3,2,,,4,12,6,18,7,12,12,0,
2021년05월_남_100세 이상,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021년05월_여_총인구수,"201,618","7,473","18,881",925,819,"1,075","1,947",,"1,539","12,264","1,657","1,362","15,030","1,061","19,146","7,269","8,326","1,452","1,474","6,272",,,"2,034","14,854","8,998","23,228","7,539","22,310","12,719","1,964",
2021년05월_여_연령구간인구수,"201,618","7,473","18,881",925,819,"1,075","1,947",,"1,539","12,264","1,657","1,362","15,030","1,061","19,146","7,269","8,326","1,452","1,474","6,272",,,"2,034","14,854","8,998","23,228","7,539","22,310","12,719","1,964",
2021년05월_여_0~9세,"19,513",413,"1,744",22,6,23,30,,24,883,34,34,"1,063",41,"1,814",498,376,70,135,823,,,152,"1,401","1,031","2,147",449,"3,259","2,773",268,
2021년05월_여_10~19세,"21,210",562,"1,799",30,31,44,76,,99,"1,176",47,50,"1,728",60,"2,341",729,846,84,94,544,,,178,"1,783","1,151","2,822",527,"3,198","1,100",111,
2021년05월_여_20~29세,"24,712",556,"2,025",39,30,49,109,,102,"1,552",212,105,"1,640",80,"2,291",837,"1,144",220,182,827,,,263,"2,007","1,048","3,212","2,088","2,530","1,286",278,
2021년05월_여_30~39세,"30,084",596,"2,397",33,24,33,73,,77,"1,562",223,81,"1,666",57,"2,480",805,735,165,208,"1,222",,,267,"1,979","1,411","3,917","1,742","4,188","3,685",458,
2021년05월_여_40~49세,"36,003",924,"3,086",45,45,76,147,,163,"2,000",304,119,"2,658",119,"3,717","1,308","1,472",190,196,"1,038",,,338,"3,126","1,934","4,638","1,196","4,860","1,999",305,
2021년05월_여_50~59세,"34,236","1,474","4,002",147,142,156,330,,274,"2,361",325,259,"3,183",222,"3,564","1,565","2,024",280,286,"1,090",,,415,"2,797","1,449","3,397",788,"2,461",946,299,
2021년05월_여_60~69세,"20,206","1,347","2,080",229,198,258,427,,313,"1,801",281,357,"1,950",262,"1,849",964,"1,149",240,192,493,,,248,"1,051",588,"1,806",461,"1,008",478,176,
2021년05월_여_70~79세,"8,965",804,925,166,140,206,389,,245,621,150,229,699,125,662,351,379,139,111,140,,,114,425,237,786,179,482,213,48,
2021년05월_여_80~89세,"5,676",654,686,182,171,201,316,,210,268,61,112,390,79,356,188,174,53,60,82,,,51,240,125,434,87,277,205,14,
2021년05월_여_90~99세,977,138,134,32,31,29,47,,30,39,19,15,53,15,70,23,25,11,7,13,,,7,45,23,68,20,45,32,6,
2021년05월_여_100세 이상,36,5,3,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021년06월_계_총인구수,"414,284","14,763","38,272","1,852","1,692","2,179","4,040",,"3,097","24,267","3,716","2,757","29,370","2,185","39,013","14,345","16,655","3,279","3,192","13,234",,,"4,369","31,013","18,821","48,115","16,412","46,540","26,709","4,397",
2021년06월_계_연령구간인구수,"414,284","14,763","38,272","1,852","1,692","2,179","4,040",,"3,097","24,267","3,716","2,757","29,370","2,185","39,013","14,345","16,655","3,279","3,192","13,234",,,"4,369","31,013","18,821","48,115","16,412","46,540","26,709","4,397",
2021년06월_계_0~9세,"39,962",841,"3,634",43,12,39,61,,69,"1,738",64,73,"2,256",68,"3,711","1,027",798,143,280,"1,677",,,324,"2,760","2,091","4,563",906,"6,598","5,601",585,
2021년06월_계_10~19세,"44,341","1,126","3,877",57,52,108,148,,192,"2,411",92,114,"3,386",121,"4,982","1,561","1,863",165,222,"1,097",,,354,"3,721","2,500","5,919","1,065","6,637","2,352",219,
2021년06월_계_20~29세,"55,777","1,389","4,745",101,103,140,274,,239,"3,379",472,267,"3,765",206,"5,111","1,913","2,662",594,398,"1,834",,,622,"4,700","2,411","7,145","4,238","5,904","2,478",687,
2021년06월_계_30~39세,"64,246","1,228","4,903",79,72,98,211,,174,"3,360",504,233,"3,353",148,"4,923","1,615","1,587",506,537,"2,805",,,677,"4,354","2,883","8,294","4,310","8,496","7,834","1,062",
2021년06월_계_40~49세,"72,664","1,916","5,847",124,139,183,397,,343,"3,822",692,304,"4,888",271,"7,308","2,361","2,624",444,431,"2,165",,,764,"6,036","3,873","9,482","2,761","10,208","4,554",727,
2021년06월_계_50~59세,"69,758","2,905","7,923",361,313,391,806,,606,"4,446",831,528,"5,955",466,"7,128","2,944","3,799",608,623,"2,197",,,817,"6,017","3,159","7,037","1,763","5,413","2,092",630,
2021년06월_계_60~69세,"41,870","2,782","4,582",485,437,510,924,,656,"3,445",652,673,"3,870",537,"4,006","1,925","2,356",479,414,"1,038",,,489,"2,275","1,282","3,660",898,"2,040","1,081",374,
2021년06월_계_70~79세,"16,127","1,456","1,617",300,273,375,660,,467,"1,205",290,385,"1,241",239,"1,235",698,685,243,180,293,,,230,743,402,"1,323",327,786,388,86,
2021년06월_계_80~89세,"8,294",953,974,259,254,297,493,,312,417,97,155,589,113,530,272,248,86,94,111,,,81,348,189,604,116,398,284,20,
2021년06월_계_90~99세,"1,205",162,166,43,36,38,63,,37,42,21,24,67,15,77,28,31,11,10,17,,,10,58,30,87,26,57,43,6,
2021년06월_계_100세 이상,40,5,4,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021년06월_남_총인구수,"212,841","7,294","19,386",926,876,"1,115","2,107",,"1,580","11,982","2,074","1,443","14,351","1,131","19,818","7,097","8,354","1,845","1,737","6,961",,,"2,349","16,155","9,826","24,923","8,890","24,237","13,953","2,431",
2021년06월_남_연령구간인구수,"212,841","7,294","19,386",926,876,"1,115","2,107",,"1,580","11,982","2,074","1,443","14,351","1,131","19,818","7,097","8,354","1,845","1,737","6,961",,,"2,349","16,155","9,826","24,923","8,890","24,237","13,953","2,431",
2021년06월_남_0~9세,"20,538",430,"1,894",21,6,18,32,,45,867,31,39,"1,188",31,"1,906",534,423,71,144,857,,,174,"1,364","1,070","2,436",465,"3,363","2,815",314,
2021년06월_남_10~19세,"23,141",570,"2,082",27,22,65,72,,96,"1,232",48,68,"1,660",62,"2,623",837,"1,017",85,127,557,,,174,"1,939","1,347","3,104",542,"3,440","1,237",108,
2021년06월_남_20~29세,"31,103",828,"2,714",62,72,92,166,,136,"1,823",258,168,"2,143",127,"2,817","1,078","1,528",380,223,"1,017",,,365,"2,681","1,361","3,924","2,161","3,370","1,200",409,
2021년06월_남_30~39세,"34,273",634,"2,509",47,49,64,140,,100,"1,799",282,154,"1,701",95,"2,461",816,855,334,330,"1,568",,,415,"2,380","1,484","4,410","2,557","4,325","4,153",611,
2021년06월_남_40~49세,"36,704",991,"2,771",79,94,113,252,,194,"1,822",395,187,"2,240",149,"3,569","1,052","1,165",260,239,"1,137",,,422,"2,914","1,926","4,852","1,574","5,344","2,544",419,
2021년06월_남_50~59세,"35,600","1,444","3,925",213,173,237,481,,336,"2,090",503,278,"2,774",246,"3,570","1,403","1,792",330,342,"1,101",,,405,"3,227","1,713","3,640",971,"2,933","1,141",332,
2021년06월_남_60~69세,"21,500","1,430","2,476",259,239,254,500,,344,"1,622",378,331,"1,899",272,"2,122",945,"1,187",246,223,537,,,247,"1,208",694,"1,837",435,"1,024",594,197,
2021년06월_남_70~79세,"7,161",652,695,130,134,167,271,,223,578,143,160,537,113,574,344,307,104,73,153,,,115,323,163,532,148,309,178,35,
2021년06월_남_80~89세,"2,590",290,291,77,81,95,178,,99,144,34,51,193,36,167,83,73,34,33,31,,,29,106,62,171,31,116,79,6,
2021년06월_남_90~99세,228,25,29,11,6,10,15,,7,4,2,7,16,0,9,5,7,1,3,3,,,3,12,6,17,6,12,12,0,
2021년06월_남_100세 이상,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021년06월_여_총인구수,"201,443","7,469","18,886",926,816,"1,064","1,933",,"1,517","12,285","1,642","1,314","15,019","1,054","19,195","7,248","8,301","1,434","1,455","6,273",,,"2,020","14,858","8,995","23,192","7,522","22,303","12,756","1,966",
2021년06월_여_연령구간인구수,"201,443","7,469","18,886",926,816,"1,064","1,933",,"1,517","12,285","1,642","1,314","15,019","1,054","19,195","7,248","8,301","1,434","1,455","6,273",,,"2,020","14,858","8,995","23,192","7,522","22,303","12,756","1,966",
2021년06월_여_0~9세,"19,424",411,"1,740",22,6,21,29,,24,871,33,34,"1,068",37,"1,805",493,375,72,136,820,,,150,"1,396","1,021","2,127",441,"3,235","2,786",271,
2021년06월_여_10~19세,"21,200",556,"1,795",30,30,43,76,,96,"1,179",44,46,"1,726",59,"2,359",724,846,80,95,540,,,180,"1,782","1,153","2,815",523,"3,197","1,115",111,
2021년06월_여_20~29세,"24,674",561,"2,031",39,31,48,108,,103,"1,556",214,99,"1,622",79,"2,294",835,"1,134",214,175,817,,,257,"2,019","1,050","3,221","2,077","2,534","1,278",278,
2021년06월_여_30~39세,"29,973",594,"2,394",32,23,34,71,,74,"1,561",222,79,"1,652",53,"2,462",799,732,172,207,"1,237",,,262,"1,974","1,399","3,884","1,753","4,171","3,681",451,
2021년06월_여_40~49세,"35,960",925,"3,076",45,45,70,145,,149,"2,000",297,117,"2,648",122,"3,739","1,309","1,459",184,192,"1,028",,,342,"3,122","1,947","4,630","1,187","4,864","2,010",308,
2021년06월_여_50~59세,"34,158","1,461","3,998",148,140,154,325,,270,"2,356",328,250,"3,181",220,"3,558","1,541","2,007",278,281,"1,096",,,412,"2,790","1,446","3,397",792,"2,480",951,298,
2021년06월_여_60~69세,"20,370","1,352","2,106",226,198,256,424,,312,"1,823",274,342,"1,971",265,"1,884",980,"1,169",233,191,501,,,242,"1,067",588,"1,823",463,"1,016",487,177,
2021년06월_여_70~79세,"8,966",804,922,170,139,208,389,,244,627,147,225,704,126,661,354,378,139,107,140,,,115,420,239,791,179,477,210,51,
2021년06월_여_80~89세,"5,704",663,683,182,173,202,315,,213,273,63,104,396,77,363,189,175,52,61,80,,,52,242,127,433,85,282,205,14,
2021년06월_여_90~99세,977,137,137,32,30,28,48,,30,38,19,17,51,15,68,23,24,10,7,14,,,7,46,24,70,20,45,31,6,
2021년06월_여_100세 이상,37,5,4,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021년07월_계_총인구수,"414,207","14,752","38,273","1,841","1,685","2,188","4,037",,"3,091","24,277",0,0,"29,336","2,191","38,986","14,349","16,665","3,257","3,181","13,198",,,"4,370","31,010","18,838","48,118","16,456","46,550","26,752","4,386","6,420"
2021년07월_계_연령구간인구수,"414,207","14,752","38,273","1,841","1,685","2,188","4,037",,"3,091","24,277",0,0,"29,336","2,191","38,986","14,349","16,665","3,257","3,181","13,198",,,"4,370","31,010","18,838","48,118","16,456","46,550","26,752","4,386","6,420"
2021년07월_계_0~9세,"39,810",839,"3,635",44,12,39,58,,68,"1,750",0,0,"2,241",68,"3,671","1,022",795,140,279,"1,669",,,322,"2,751","2,074","4,535",903,"6,574","5,606",578,137
2021년07월_계_10~19세,"44,311","1,128","3,871",55,51,107,147,,190,"2,412",0,0,"3,370",121,"4,974","1,553","1,857",161,223,"1,092",,,353,"3,705","2,509","5,913","1,067","6,641","2,388",221,202
2021년07월_계_20~29세,"55,617","1,371","4,718",101,100,142,273,,236,"3,361",0,0,"3,737",209,"5,119","1,905","2,647",589,392,"1,820",,,626,"4,699","2,392","7,134","4,256","5,928","2,446",685,731
2021년07월_계_30~39세,"64,049","1,220","4,884",76,70,96,212,,175,"3,357",0,0,"3,349",148,"4,892","1,611","1,600",506,532,"2,794",,,675,"4,347","2,899","8,308","4,298","8,425","7,800","1,049",726
2021년07월_계_40~49세,"72,724","1,911","5,826",123,138,183,402,,339,"3,829",0,0,"4,883",271,"7,317","2,353","2,628",440,434,"2,168",,,761,"6,034","3,873","9,482","2,769","10,245","4,603",732,980
2021년07월_계_50~59세,"69,709","2,904","7,923",355,311,390,795,,597,"4,421",0,0,"5,943",459,"7,124","2,956","3,787",603,618,"2,187",,,820,"6,025","3,173","7,045","1,777","5,425","2,099",628,"1,344"
2021년07월_계_60~69세,"42,236","2,796","4,637",489,436,519,928,,663,"3,476",0,0,"3,899",543,"4,045","1,949","2,373",484,415,"1,051",,,489,"2,303","1,286","3,688",905,"2,065","1,092",379,"1,326"
2021년07월_계_70~79세,"16,200","1,464","1,625",299,274,374,664,,467,"1,207",0,0,"1,255",243,"1,236",700,694,241,180,292,,,232,743,407,"1,324",334,790,391,87,677
2021년07월_계_80~89세,"8,308",950,986,255,256,298,492,,317,422,0,0,592,113,531,272,250,81,95,109,,,81,344,193,602,119,397,284,20,249
2021년07월_계_90~99세,"1,204",163,164,44,36,40,63,,37,41,0,0,67,15,76,27,32,12,10,16,,,10,58,31,85,26,57,42,6,46
2021년07월_계_100세 이상,39,6,4,0,1,0,3,,2,1,0,0,0,1,1,1,2,0,3,0,,,1,1,1,2,2,3,1,1,2
2021년07월_남_총인구수,"212,803","7,290","19,385",919,870,"1,121","2,110",,"1,575","11,973",0,0,"14,334","1,136","19,824","7,090","8,365","1,832","1,728","6,939",,,"2,351","16,153","9,829","24,908","8,930","24,249","13,974","2,429","3,489"
2021년07월_남_연령구간인구수,"212,803","7,290","19,385",919,870,"1,121","2,110",,"1,575","11,973",0,0,"14,334","1,136","19,824","7,090","8,365","1,832","1,728","6,939",,,"2,351","16,153","9,829","24,908","8,930","24,249","13,974","2,429","3,489"
2021년07월_남_0~9세,"20,446",426,"1,899",21,6,18,30,,44,873,0,0,"1,177",31,"1,885",526,422,69,144,858,,,174,"1,355","1,059","2,415",460,"3,349","2,825",311,69
2021년07월_남_10~19세,"23,132",572,"2,082",27,22,66,72,,95,"1,221",0,0,"1,653",61,"2,626",834,"1,017",81,129,553,,,173,"1,927","1,352","3,105",548,"3,443","1,253",109,111
2021년07월_남_20~29세,"31,046",826,"2,692",62,69,94,164,,136,"1,817",0,0,"2,122",129,"2,835","1,069","1,519",380,216,"1,004",,,365,"2,680","1,357","3,912","2,181","3,398","1,189",410,420
2021년07월_남_30~39세,"34,146",628,"2,489",44,46,61,142,,98,"1,793",0,0,"1,706",96,"2,448",816,863,332,328,"1,565",,,419,"2,384","1,487","4,419","2,553","4,279","4,115",603,432
2021년07월_남_40~49세,"36,741",986,"2,770",78,93,113,259,,192,"1,828",0,0,"2,239",149,"3,572","1,049","1,169",258,242,"1,132",,,417,"2,912","1,926","4,852","1,580","5,354","2,576",425,570
2021년07월_남_50~59세,"35,553","1,445","3,919",208,173,236,473,,330,"2,072",0,0,"2,766",243,"3,565","1,406","1,783",327,336,"1,098",,,409,"3,232","1,715","3,639",976,"2,948","1,147",330,777
2021년07월_남_60~69세,"21,711","1,439","2,503",263,238,262,506,,350,"1,642",0,0,"1,910",275,"2,143",956,"1,199",250,222,544,,,247,"1,223",702,"1,844",442,"1,040",602,200,709
2021년07월_남_70~79세,"7,204",653,705,129,135,167,272,,222,578,0,0,549,117,574,346,312,101,76,151,,,115,323,162,535,153,311,176,35,307
2021년07월_남_80~89세,"2,594",291,298,75,82,93,177,,102,144,0,0,196,35,167,83,74,33,32,31,,,29,105,63,170,31,114,79,6,84
2021년07월_남_90~99세,227,24,28,12,6,11,15,,6,4,0,0,16,0,9,5,7,1,3,3,,,3,11,6,17,6,12,12,0,10
2021년07월_남_100세 이상,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,0
2021년07월_여_총인구수,"201,404","7,462","18,888",922,815,"1,067","1,927",,"1,516","12,304",0,0,"15,002","1,055","19,162","7,259","8,300","1,425","1,453","6,259",,,"2,019","14,857","9,009","23,210","7,526","22,301","12,778","1,957","2,931"
2021년07월_여_연령구간인구수,"201,404","7,462","18,888",922,815,"1,067","1,927",,"1,516","12,304",0,0,"15,002","1,055","19,162","7,259","8,300","1,425","1,453","6,259",,,"2,019","14,857","9,009","23,210","7,526","22,301","12,778","1,957","2,931"
2021년07월_여_0~9세,"19,364",413,"1,736",23,6,21,28,,24,877,0,0,"1,064",37,"1,786",496,373,71,135,811,,,148,"1,396","1,015","2,120",443,"3,225","2,781",267,68
2021년07월_여_10~19세,"21,179",556,"1,789",28,29,41,75,,95,"1,191",0,0,"1,717",60,"2,348",719,840,80,94,539,,,180,"1,778","1,157","2,808",519,"3,198","1,135",112,91
2021년07월_여_20~29세,"24,571",545,"2,026",39,31,48,109,,100,"1,544",0,0,"1,615",80,"2,284",836,"1,128",209,176,816,,,261,"2,019","1,035","3,222","2,075","2,530","1,257",275,311
2021년07월_여_30~39세,"29,903",592,"2,395",32,24,35,70,,77,"1,564",0,0,"1,643",52,"2,444",795,737,174,204,"1,229",,,256,"1,963","1,412","3,889","1,745","4,146","3,685",446,294
2021년07월_여_40~49세,"35,983",925,"3,056",45,45,70,143,,147,"2,001",0,0,"2,644",122,"3,745","1,304","1,459",182,192,"1,036",,,344,"3,122","1,947","4,630","1,189","4,891","2,027",307,410
2021년07월_여_50~59세,"34,156","1,459","4,004",147,138,154,322,,267,"2,349",0,0,"3,177",216,"3,559","1,550","2,004",276,282,"1,089",,,411,"2,793","1,458","3,406",801,"2,477",952,298,567
2021년07월_여_60~69세,"20,525","1,357","2,134",226,198,257,422,,313,"1,834",0,0,"1,989",268,"1,902",993,"1,174",234,193,507,,,242,"1,080",584,"1,844",463,"1,025",490,179,617
2021년07월_여_70~79세,"8,996",811,920,170,139,207,392,,245,629,0,0,706,126,662,354,382,140,104,141,,,117,420,245,789,181,479,215,52,370
2021년07월_여_80~89세,"5,714",659,688,180,174,205,315,,215,278,0,0,396,78,364,189,176,48,63,78,,,52,239,130,432,88,283,205,14,165
2021년07월_여_90~99세,977,139,136,32,30,29,48,,31,37,0,0,51,15,67,22,25,11,7,13,,,7,47,25,68,20,45,30,6,36
2021년07월_여_100세 이상,36,6,4,0,1,0,3,,2,0,0,0,0,1,1,1,2,0,3,0,,,1,0,1,2,2,2,1,1,2
2021년08월_계_총인구수,"413,813","14,715","38,228","1,841","1,685","2,184","4,036",,"3,075","24,246",,,"29,331","2,191","39,052","14,274","16,661","3,242","3,166","13,171",,,"4,337","31,021","18,796","48,112","16,436","46,533","26,697","4,395","6,388"
2021년08월_계_연령구간인구수,"413,813","14,715","38,228","1,841","1,685","2,184","4,036",,"3,075","24,246",,,"29,331","2,191","39,052","14,274","16,661","3,242","3,166","13,171",,,"4,337","31,021","18,796","48,112","16,436","46,533","26,697","4,395","6,388"
2021년08월_계_0~9세,"39,594",828,"3,630",44,11,38,57,,67,"1,750",,,"2,239",68,"3,667","1,010",789,135,278,"1,658",,,303,"2,745","2,066","4,511",888,"6,516","5,586",582,128
2021년08월_계_10~19세,"44,246","1,124","3,870",55,52,105,144,,188,"2,405",,,"3,365",120,"4,980","1,538","1,842",162,223,"1,093",,,354,"3,695","2,484","5,898","1,063","6,656","2,404",224,202
2021년08월_계_20~29세,"55,381","1,351","4,656",98,100,140,272,,230,"3,350",,,"3,716",208,"5,122","1,877","2,647",582,389,"1,799",,,618,"4,701","2,398","7,153","4,236","5,915","2,410",685,728
2021년08월_계_30~39세,"63,768","1,214","4,878",76,67,97,210,,172,"3,344",,,"3,345",144,"4,883","1,599","1,606",503,530,"2,787",,,662,"4,349","2,867","8,270","4,301","8,359","7,742","1,037",726
2021년08월_계_40~49세,"72,709","1,904","5,817",120,140,178,394,,335,"3,844",,,"4,853",275,"7,330","2,324","2,606",442,431,"2,168",,,757,"6,021","3,867","9,491","2,759","10,292","4,640",746,975
2021년08월_계_50~59세,"69,749","2,896","7,915",358,312,393,795,,590,"4,393",,,"5,964",462,"7,113","2,950","3,798",599,610,"2,190",,,821,"6,037","3,191","7,071","1,782","5,464","2,094",624,"1,327"
2021년08월_계_60~69세,"42,507","2,801","4,667",487,438,519,938,,668,"3,488",,,"3,919",541,"4,109","1,958","2,387",483,413,"1,056",,,496,"2,335","1,288","3,706",922,"2,078","1,098",382,"1,330"
2021년08월_계_70~79세,"16,262","1,471","1,638",305,274,374,666,,468,"1,208",,,"1,265",242,"1,235",717,699,242,184,293,,,234,735,410,"1,323",335,796,392,86,670
2021년08월_계_80~89세,"8,330",950,983,255,253,299,492,,316,425,,,596,115,537,271,252,82,94,109,,,81,346,191,603,123,397,285,22,253
2021년08월_계_90~99세,"1,229",170,171,43,37,41,65,,39,38,,,69,15,75,29,33,12,11,18,,,10,55,33,84,25,58,45,6,47
2021년08월_계_100세 이상,38,6,3,0,1,0,3,,2,1,,,0,1,1,1,2,0,3,0,,,1,2,1,2,2,2,1,1,2
2021년08월_남_총인구수,"212,607","7,270","19,345",917,872,"1,122","2,110",,"1,564","11,946",,,"14,331","1,137","19,837","7,056","8,366","1,827","1,718","6,919",,,"2,332","16,156","9,822","24,918","8,924","24,252","13,944","2,436","3,486"
2021년08월_남_연령구간인구수,"212,607","7,270","19,345",917,872,"1,122","2,110",,"1,564","11,946",,,"14,331","1,137","19,837","7,056","8,366","1,827","1,718","6,919",,,"2,332","16,156","9,822","24,918","8,924","24,252","13,944","2,436","3,486"
2021년08월_남_0~9세,"20,329",424,"1,886",21,5,18,29,,45,875,,,"1,175",31,"1,879",519,419,69,143,855,,,163,"1,347","1,061","2,400",449,"3,328","2,813",310,65
2021년08월_남_10~19세,"23,107",565,"2,087",27,23,65,70,,93,"1,211",,,"1,650",60,"2,630",832,"1,010",83,128,552,,,176,"1,920","1,342","3,090",550,"3,457","1,262",113,111
2021년08월_남_20~29세,"30,933",818,"2,643",61,70,94,166,,133,"1,811",,,"2,105",129,"2,830","1,053","1,523",377,214,992,,,359,"2,685","1,357","3,929","2,176","3,402","1,170",415,421
2021년08월_남_30~39세,"34,027",630,"2,489",43,44,61,140,,96,"1,794",,,"1,709",93,"2,448",808,860,332,324,"1,559",,,416,"2,382","1,475","4,411","2,554","4,249","4,082",592,436
