카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2021년09월_계_10~19세,"24,345","4,348",169,"1,311","6,046","3,595","3,565","1,776","1,717",473,124,"1,221"
2021년09월_계_20~29세,"28,735","6,232",476,"1,804","5,588","3,793","2,376","2,557","3,062",652,264,"1,931"
2021년09월_계_30~39세,"40,923","5,047",603,"1,295","6,962","8,042","5,880","3,891","4,212",607,267,"4,117"
2021년09월_계_40~49세,"44,464","6,817",561,"2,375","9,639","7,349","6,108","3,736","3,609",903,308,"3,059"
2021년09월_계_50~59세,"40,981","9,571",921,"2,992","7,942","4,926","3,002","4,242","3,130","1,335",785,"2,135"
2021년09월_계_60~69세,"32,125","7,470",933,"1,732","5,578","3,216","2,206","3,979","2,719","1,678",872,"1,742"
2021년09월_계_70~79세,"14,441","3,306",492,663,"2,437","1,137",861,"1,808","1,371","1,035",509,822
2021년09월_계_80~89세,"6,619","1,393",284,352,887,375,371,773,669,642,360,513
2021년09월_계_90~99세,847,173,39,39,115,45,55,88,73,110,50,60
2021년09월_계_100세 이상,20,4,1,2,1,2,2,0,2,5,1,0
2021년09월_남_총인구수,"133,202","23,574","2,572","7,053","25,110","19,655","14,975","12,812","12,050","3,885","1,960","9,556"
2021년09월_남_연령구간인구수,"133,202","23,574","2,572","7,053","25,110","19,655","14,975","12,812","12,050","3,885","1,960","9,556"
2021년09월_남_0~9세,"14,763","1,601",149,361,"2,850","3,118","2,576","1,338","1,213",204,47,"1,306"
2021년09월_남_10~19세,"12,679","2,236",83,699,"3,151","1,860","1,861",936,903,250,63,637
2021년09월_남_20~29세,"15,827","3,435",282,"1,080","2,961","1,972","1,313","1,357","1,774",384,167,"1,102"
2021년09월_남_30~39세,"21,412","2,714",349,707,"3,460","4,087","2,918","2,012","2,410",308,162,"2,285"
2021년09월_남_40~49세,"23,174","3,270",348,"1,277","4,740","3,964","3,149","2,007","2,027",476,195,"1,721"
2021년09월_남_50~59세,"20,417","4,609",503,"1,617","3,771","2,426","1,544","2,078","1,586",713,466,"1,104"
2021년09월_남_60~69세,"15,912","3,675",528,923,"2,666","1,592","1,068","1,955","1,339",811,503,852
2021년09월_남_70~79세,"6,684","1,502",228,276,"1,176",527,415,838,586,510,243,383
2021년09월_남_80~89세,"2,165",499,95,105,315,102,113,272,197,206,105,156
2021년09월_남_90~99세,164,33,7,8,20,7,18,19,14,20,8,10
2021년09월_남_100세 이상,5,0,0,0,0,0,0,0,1,3,1,0
2021년09월_여_총인구수,"129,263","23,890","2,200","6,247","25,724","18,936","14,506","12,601","10,884","3,945","1,677","8,653"
2021년09월_여_연령구간인구수,"129,263","23,890","2,200","6,247","25,724","18,936","14,506","12,601","10,884","3,945","1,677","8,653"
2021년09월_여_0~9세,"14,202","1,502",144,374,"2,789","2,993","2,479","1,225","1,157",186,50,"1,303"
2021년09월_여_10~19세,"11,666","2,112",86,612,"2,895","1,735","1,704",840,814,223,61,584
2021년09월_여_20~29세,"12,908","2,797",194,724,"2,627","1,821","1,063","1,200","1,288",268,97,829
2021년09월_여_30~39세,"19,511","2,333",254,588,"3,502","3,955","2,962","1,879","1,802",299,105,"1,832"
2021년09월_여_40~49세,"21,290","3,547",213,"1,098","4,899","3,385","2,959","1,729","1,582",427,113,"1,338"
2021년09월_여_50~59세,"20,564","4,962",418,"1,375","4,171","2,500","1,458","2,164","1,544",622,319,"1,031"
2021년09월_여_60~69세,"16,213","3,795",405,809,"2,912","1,624","1,138","2,024","1,380",867,369,890
2021년09월_여_70~79세,"7,757","1,804",264,387,"1,261",610,446,970,785,525,266,439
2021년09월_여_80~89세,"4,454",894,189,247,572,273,258,501,472,436,255,357
2021년09월_여_90~99세,683,140,32,31,95,38,37,69,59,90,42,50
2021년09월_여_100세 이상,15,4,1,2,1,2,2,0,1,2,0,0
2021년10월_계_총인구수,"262,811","47,369","4,764","13,265","51,033","38,531","29,557","25,359","23,008","7,818","3,621","18,486"
2021년10월_계_연령구간인구수,"262,811","47,369","4,764","13,265","51,033","38,531","29,557","25,359","23,008","7,818","3,621","18,486"
2021년10월_계_0~9세,"28,879","3,087",289,723,"5,631","6,075","5,043","2,556","2,341",387,95,"2,652"
2021년10월_계_10~19세,"24,400","4,309",176,"1,301","6,072","3,594","3,597","1,768","1,740",477,124,"1,242"
2021년10월_계_20~29세,"28,678","6,214",473,"1,791","5,589","3,781","2,370","2,519","3,096",643,263,"1,939"
2021년10월_계_30~39세,"40,856","5,009",601,"1,297","6,995","7,977","5,851","3,876","4,214",598,258,"4,180"
2021년10월_계_40~49세,"44,545","6,771",553,"2,353","9,644","7,359","6,161","3,742","3,621",904,303,"3,134"
2021년10월_계_50~59세,"41,100","9,574",924,"2,999","8,004","4,945","3,039","4,229","3,125","1,329",779,"2,153"
2021년10월_계_60~69세,"32,301","7,493",926,"1,734","5,639","3,229","2,203","3,991","2,739","1,686",878,"1,783"
2021년10월_계_70~79세,"14,523","3,331",497,671,"2,451","1,155",863,"1,814","1,378","1,039",504,820
2021년10월_계_80~89세,"6,656","1,405",282,352,893,368,371,777,678,644,365,521
2021년10월_계_90~99세,853,173,41,42,114,46,57,87,74,106,51,62
2021년10월_계_100세 이상,20,3,2,2,1,2,2,0,2,5,1,0
2021년10월_남_총인구수,"133,361","23,511","2,571","7,053","25,212","19,604","14,990","12,786","12,096","3,883","1,951","9,704"
2021년10월_남_연령구간인구수,"133,361","23,511","2,571","7,053","25,212","19,604","14,990","12,786","12,096","3,883","1,951","9,704"
2021년10월_남_0~9세,"14,735","1,592",148,357,"2,871","3,086","2,571","1,338","1,193",202,45,"1,332"
2021년10월_남_10~19세,"12,697","2,213",86,699,"3,158","1,861","1,869",931,915,254,65,646
2021년10월_남_20~29세,"15,800","3,420",282,"1,075","2,956","1,961","1,313","1,333","1,809",379,165,"1,107"
2021년10월_남_30~39세,"21,367","2,697",348,716,"3,479","4,036","2,882","2,010","2,411",304,157,"2,327"
2021년10월_남_40~49세,"23,237","3,248",346,"1,267","4,730","3,987","3,185","2,008","2,036",473,192,"1,765"
2021년10월_남_50~59세,"20,442","4,605",502,"1,623","3,798","2,431","1,555","2,063","1,582",713,461,"1,109"
2021년10월_남_60~69세,"16,012","3,684",526,923,"2,700","1,601","1,064","1,970","1,351",816,508,869
2021년10월_남_70~79세,"6,718","1,516",229,280,"1,181",535,418,839,585,514,242,379
2021년10월_남_80~89세,"2,178",502,95,103,319,99,115,275,199,206,106,159
2021년10월_남_90~99세,170,34,9,10,20,7,18,19,14,19,9,11
2021년10월_남_100세 이상,5,0,0,0,0,0,0,0,1,3,1,0
2021년10월_여_총인구수,"129,450","23,858","2,193","6,212","25,821","18,927","14,567","12,573","10,912","3,935","1,670","8,782"
2021년10월_여_연령구간인구수,"129,450","23,858","2,193","6,212","25,821","18,927","14,567","12,573","10,912","3,935","1,670","8,782"
2021년10월_여_0~9세,"14,144","1,495",141,366,"2,760","2,989","2,472","1,218","1,148",185,50,"1,320"
2021년10월_여_10~19세,"11,703","2,096",90,602,"2,914","1,733","1,728",837,825,223,59,596
2021년10월_여_20~29세,"12,878","2,794",191,716,"2,633","1,820","1,057","1,186","1,287",264,98,832
2021년10월_여_30~39세,"19,489","2,312",253,581,"3,516","3,941","2,969","1,866","1,803",294,101,"1,853"
2021년10월_여_40~49세,"21,308","3,523",207,"1,086","4,914","3,372","2,976","1,734","1,585",431,111,"1,369"
2021년10월_여_50~59세,"20,658","4,969",422,"1,376","4,206","2,514","1,484","2,166","1,543",616,318,"1,044"
2021년10월_여_60~69세,"16,289","3,809",400,811,"2,939","1,628","1,139","2,021","1,388",870,370,914
2021년10월_여_70~79세,"7,805","1,815",268,391,"1,270",620,445,975,793,525,262,441
2021년10월_여_80~89세,"4,478",903,187,249,574,269,256,502,479,438,259,362
2021년10월_여_90~99세,683,139,32,32,94,39,39,68,60,87,42,51
2021년10월_여_100세 이상,15,3,2,2,1,2,2,0,1,2,0,0
2021년11월_계_총인구수,"262,906","47,249","4,764","13,217","51,110","38,485","29,613","25,292","23,020","7,784","3,606","18,766"
2021년11월_계_연령구간인구수,"262,906","47,249","4,764","13,217","51,110","38,485","29,613","25,292","23,020","7,784","3,606","18,766"
2021년11월_계_0~9세,"28,792","3,040",291,725,"5,613","6,025","5,030","2,539","2,350",389,90,"2,700"
2021년11월_계_10~19세,"24,454","4,300",177,"1,292","6,080","3,606","3,613","1,773","1,732",476,125,"1,280"
2021년11월_계_20~29세,"28,561","6,158",463,"1,774","5,598","3,750","2,362","2,495","3,123",639,258,"1,941"
2021년11월_계_30~39세,"40,720","4,995",608,"1,288","6,968","7,910","5,803","3,848","4,205",596,255,"4,244"
2021년11월_계_40~49세,"44,701","6,759",560,"2,335","9,672","7,396","6,211","3,743","3,622",890,300,"3,213"
2021년11월_계_50~59세,"41,132","9,556",919,"2,997","8,027","4,968","3,069","4,212","3,119","1,323",776,"2,166"
2021년11월_계_60~69세,"32,422","7,505",927,"1,738","5,679","3,249","2,227","3,985","2,732","1,686",880,"1,814"
2021년11월_계_70~79세,"14,581","3,343",495,662,"2,465","1,159",866,"1,827","1,383","1,047",507,827
2021년11월_계_80~89세,"6,673","1,415",281,362,890,374,374,781,680,630,364,522
2021년11월_계_90~99세,851,176,41,42,117,46,56,89,72,103,50,59
2021년11월_계_100세 이상,19,2,2,2,1,2,2,0,2,5,1,0
2021년11월_남_총인구수,"133,417","23,463","2,573","7,019","25,240","19,567","15,015","12,764","12,114","3,865","1,944","9,853"
2021년11월_남_연령구간인구수,"133,417","23,463","2,573","7,019","25,240","19,567","15,015","12,764","12,114","3,865","1,944","9,853"
2021년11월_남_0~9세,"14,679","1,569",149,357,"2,853","3,049","2,566","1,335","1,198",204,42,"1,357"
2021년11월_남_10~19세,"12,707","2,206",88,694,"3,158","1,870","1,872",929,904,255,65,666
2021년11월_남_20~29세,"15,782","3,397",276,"1,060","2,970","1,947","1,319","1,322","1,834",379,162,"1,116"
2021년11월_남_30~39세,"21,289","2,692",350,710,"3,450","3,993","2,860","1,999","2,411",302,156,"2,366"
2021년11월_남_40~49세,"23,326","3,240",350,"1,259","4,757","4,012","3,206","2,004","2,037",465,190,"1,806"
2021년11월_남_50~59세,"20,450","4,605",498,"1,626","3,797","2,443","1,566","2,061","1,582",707,460,"1,105"
2021년11월_남_60~69세,"16,089","3,692",528,921,"2,729","1,611","1,080","1,973","1,342",817,510,886
2021년11월_남_70~79세,"6,735","1,518",228,279,"1,187",533,415,845,591,514,244,381
2021년11월_남_80~89세,"2,185",511,96,103,320,102,114,275,200,200,105,159
2021년11월_남_90~99세,170,33,10,10,19,7,17,21,14,19,9,11
2021년11월_남_100세 이상,5,0,0,0,0,0,0,0,1,3,1,0
2021년11월_여_총인구수,"129,489","23,786","2,191","6,198","25,870","18,918","14,598","12,528","10,906","3,919","1,662","8,913"
2021년11월_여_연령구간인구수,"129,489","23,786","2,191","6,198","25,870","18,918","14,598","12,528","10,906","3,919","1,662","8,913"
2021년11월_여_0~9세,"14,113","1,471",142,368,"2,760","2,976","2,464","1,204","1,152",185,48,"1,343"
2021년11월_여_10~19세,"11,747","2,094",89,598,"2,922","1,736","1,741",844,828,221,60,614
2021년11월_여_20~29세,"12,779","2,761",187,714,"2,628","1,803","1,043","1,173","1,289",260,96,825
2021년11월_여_30~39세,"19,431","2,303",258,578,"3,518","3,917","2,943","1,849","1,794",294,99,"1,878"
2021년11월_여_40~49세,"21,375","3,519",210,"1,076","4,915","3,384","3,005","1,739","1,585",425,110,"1,407"
2021년11월_여_50~59세,"20,682","4,951",421,"1,371","4,230","2,525","1,503","2,151","1,537",616,316,"1,061"
2021년11월_여_60~69세,"16,333","3,813",399,817,"2,950","1,638","1,147","2,012","1,390",869,370,928
2021년11월_여_70~79세,"7,846","1,825",267,383,"1,278",626,451,982,792,533,263,446
2021년11월_여_80~89세,"4,488",904,185,259,570,272,260,506,480,430,259,363
2021년11월_여_90~99세,681,143,31,32,98,39,39,68,58,84,41,48
2021년11월_여_100세 이상,14,2,2,2,1,2,2,0,1,2,0,0
2021년12월_계_총인구수,"262,451","47,025","4,779","13,167","51,020","38,307","29,542","25,232","23,050","7,783","3,596","18,950"
2021년12월_계_연령구간인구수,"262,451","47,025","4,779","13,167","51,020","38,307","29,542","25,232","23,050","7,783","3,596","18,950"
2021년12월_계_0~9세,"28,509","2,971",297,710,"5,554","5,951","4,986","2,507","2,329",388,91,"2,725"
2021년12월_계_10~19세,"24,477","4,259",180,"1,279","6,089","3,608","3,636","1,767","1,747",484,121,"1,307"
2021년12월_계_20~29세,"28,382","6,098",463,"1,772","5,561","3,709","2,337","2,460","3,141",635,252,"1,954"
2021년12월_계_30~39세,"40,506","4,966",616,"1,286","6,939","7,816","5,720","3,832","4,190",588,262,"4,291"
2021년12월_계_40~49세,"44,717","6,718",555,"2,313","9,648","7,409","6,257","3,727","3,645",898,293,"3,254"
2021년12월_계_50~59세,"41,035","9,516",918,"2,981","8,019","4,966","3,063","4,224","3,093","1,313",772,"2,170"
2021년12월_계_60~69세,"32,570","7,533",927,"1,759","5,698","3,255","2,234","3,999","2,760","1,690",878,"1,837"
2021년12월_계_70~79세,"14,634","3,357",496,656,"2,487","1,166",871,"1,832","1,389","1,047",508,825
2021년12월_계_80~89세,"6,736","1,422",284,368,904,377,381,794,683,630,366,527
2021년12월_계_90~99세,868,183,41,42,120,48,56,90,71,105,52,60
2021년12월_계_100세 이상,17,2,2,1,1,2,1,0,2,5,1,0
2021년12월_남_총인구수,"133,149","23,342","2,578","6,996","25,177","19,469","14,989","12,729","12,117","3,870","1,941","9,941"
2021년12월_남_연령구간인구수,"133,149","23,342","2,578","6,996","25,177","19,469","14,989","12,729","12,117","3,870","1,941","9,941"
2021년12월_남_0~9세,"14,530","1,534",152,352,"2,823","3,002","2,545","1,312","1,195",204,40,"1,371"
2021년12월_남_10~19세,"12,740","2,194",90,687,"3,163","1,870","1,892",928,913,261,65,677
2021년12월_남_20~29세,"15,666","3,348",274,"1,066","2,954","1,933","1,299","1,297","1,840",377,159,"1,119"
2021년12월_남_30~39세,"21,187","2,681",354,710,"3,418","3,943","2,834","1,997","2,396",301,162,"2,391"
2021년12월_남_40~49세,"23,333","3,226",347,"1,245","4,753","4,018","3,223","1,999","2,043",468,186,"1,825"
2021년12월_남_50~59세,"20,418","4,581",499,"1,621","3,799","2,443","1,568","2,073","1,567",705,458,"1,104"
2021년12월_남_60~69세,"16,112","3,702",527,923,"2,731","1,608","1,074","1,970","1,355",815,509,898
2021년12월_남_70~79세,"6,784","1,529",231,278,"1,190",542,419,854,592,519,246,384
2021년12월_남_80~89세,"2,201",514,94,104,326,103,117,277,203,198,105,160
2021년12월_남_90~99세,175,33,10,10,20,7,18,22,13,20,10,12
2021년12월_남_100세 이상,3,0,0,0,0,0,0,0,0,2,1,0
2021년12월_여_총인구수,"129,302","23,683","2,201","6,171","25,843","18,838","14,553","12,503","10,933","3,913","1,655","9,009"
2021년12월_여_연령구간인구수,"129,302","23,683","2,201","6,171","25,843","18,838","14,553","12,503","10,933","3,913","1,655","9,009"
2021년12월_여_0~9세,"13,979","1,437",145,358,"2,731","2,949","2,441","1,195","1,134",184,51,"1,354"
2021년12월_여_10~19세,"11,737","2,065",90,592,"2,926","1,738","1,744",839,834,223,56,630
2021년12월_여_20~29세,"12,716","2,750",189,706,"2,607","1,776","1,038","1,163","1,301",258,93,835
2021년12월_여_30~39세,"19,319","2,285",262,576,"3,521","3,873","2,886","1,835","1,794",287,100,"1,900"
2021년12월_여_40~49세,"21,384","3,492",208,"1,068","4,895","3,391","3,034","1,728","1,602",430,107,"1,429"
2021년12월_여_50~59세,"20,617","4,935",419,"1,360","4,220","2,523","1,495","2,151","1,526",608,314,"1,066"
2021년12월_여_60~69세,"16,458","3,831",400,836,"2,967","1,647","1,160","2,029","1,405",875,369,939
2021년12월_여_70~79세,"7,850","1,828",265,378,"1,297",624,452,978,797,528,262,441
2021년12월_여_80~89세,"4,535",908,190,264,578,274,264,517,480,432,261,367
2021년12월_여_90~99세,693,150,31,32,100,41,38,68,58,85,42,48
2021년12월_여_100세 이상,14,2,2,1,1,2,1,0,2,3,0,0
