카테고리,충청남도 당진시,충청남도 당진시 합덕읍,충청남도 당진시 송악읍,충청남도 당진시 고대면,충청남도 당진시 석문면,충청남도 당진시 대호지면,충청남도 당진시 정미면,충청남도 당진시 면천면,충청남도 당진시 순성면,충청남도 당진시 우강면,충청남도 당진시 신평면,충청남도 당진시 송산면,충청남도 당진시 당진1동,충청남도 당진시 당진2동,충청남도 당진시 당진3동
2021년09월_계_30~39세,"21,892",657,"5,152",278,"1,077",128,206,225,258,296,"1,489","1,829","4,388","3,637","2,272"
2021년09월_계_40~49세,"26,915","1,088","5,531",517,"1,325",185,306,345,492,558,"2,570","2,024","4,373","4,081","3,520"
2021년09월_계_50~59세,"26,358","1,513","4,560",909,"1,968",342,591,640,929,830,"2,503","1,875","3,552","3,291","2,855"
2021년09월_계_60~69세,"22,445","1,832","3,460","1,264","1,843",630,862,852,"1,105","1,109","2,170","1,494","2,243","2,196","1,385"
2021년09월_계_70~79세,"13,317","1,297","1,715",854,"1,005",492,605,569,785,811,"1,308",849,"1,157","1,146",724
2021년09월_계_80~89세,"8,229",825,"1,026",618,630,302,419,351,573,549,772,550,548,639,427
2021년09월_계_90~99세,"1,186",129,143,94,91,45,68,67,86,67,112,77,72,75,60
2021년09월_계_100세 이상,51,7,2,5,6,3,1,0,4,1,3,3,2,12,2
2021년09월_남_총인구수,"88,678","4,670","16,778","2,735","5,737","1,202","1,858","1,819","2,536","2,539","7,881","6,715","13,220","11,735","9,253"
2021년09월_남_연령구간인구수,"88,678","4,670","16,778","2,735","5,737","1,202","1,858","1,819","2,536","2,539","7,881","6,715","13,220","11,735","9,253"
2021년09월_남_0~9세,"7,502",167,"1,929",83,193,37,42,41,67,74,682,516,"1,214","1,504",953
2021년09월_남_10~19세,"8,305",314,"1,428",139,258,44,89,101,161,166,930,518,"1,346","1,393","1,418"
2021년09월_남_20~29세,"9,224",381,"1,314",213,627,81,168,134,188,231,778,626,"1,981","1,282","1,220"
2021년09월_남_30~39세,"12,543",409,"2,899",156,741,78,125,129,151,169,771,"1,197","2,598","1,913","1,207"
2021년09월_남_40~49세,"15,131",664,"3,349",300,913,117,175,208,291,319,"1,361","1,281","2,342","2,093","1,718"
2021년09월_남_50~59세,"14,883",872,"2,754",528,"1,246",179,325,351,512,454,"1,389","1,151","1,863","1,732","1,527"
2021년09월_남_60~69세,"11,576",901,"1,872",644,"1,039",308,456,431,561,562,"1,086",814,"1,144","1,062",696
2021년09월_남_70~79세,"6,278",613,839,412,475,235,303,293,383,361,587,386,512,529,350
2021년09월_남_80~89세,"2,933",311,356,235,224,111,162,118,195,182,272,207,201,217,142
2021년09월_남_90~99세,295,38,38,24,19,11,13,13,27,20,24,19,19,9,21
2021년09월_남_100세 이상,8,0,0,1,2,1,0,0,0,1,1,0,0,1,1
2021년09월_여_총인구수,"78,036","4,181","13,514","2,605","3,968","1,196","1,763","1,715","2,485","2,528","7,568","5,005","11,534","11,289","8,685"
2021년09월_여_연령구간인구수,"78,036","4,181","13,514","2,605","3,968","1,196","1,763","1,715","2,485","2,528","7,568","5,005","11,534","11,289","8,685"
2021년09월_여_0~9세,"7,269",133,"1,838",69,187,22,61,48,86,92,657,537,"1,207","1,404",928
2021년09월_여_10~19세,"7,473",243,"1,281",134,219,38,88,85,136,137,887,469,"1,229","1,259","1,268"
2021년09월_여_20~29세,"6,548",265,913,163,276,49,115,76,151,146,588,353,"1,442","1,105",906
2021년09월_여_30~39세,"9,349",248,"2,253",122,336,50,81,96,107,127,718,632,"1,790","1,724","1,065"
2021년09월_여_40~49세,"11,784",424,"2,182",217,412,68,131,137,201,239,"1,209",743,"2,031","1,988","1,802"
2021년09월_여_50~59세,"11,475",641,"1,806",381,722,163,266,289,417,376,"1,114",724,"1,689","1,559","1,328"
2021년09월_여_60~69세,"10,869",931,"1,588",620,804,322,406,421,544,547,"1,084",680,"1,099","1,134",689
2021년09월_여_70~79세,"7,039",684,876,442,530,257,302,276,402,450,721,463,645,617,374
2021년09월_여_80~89세,"5,296",514,670,383,406,191,257,233,378,367,500,343,347,422,285
2021년09월_여_90~99세,891,91,105,70,72,34,55,54,59,47,88,58,53,66,39
2021년09월_여_100세 이상,43,7,2,4,4,2,1,0,4,0,2,3,2,11,1
2021년10월_계_총인구수,"166,802","8,822","30,342","5,303","9,730","2,403","3,611","3,534","5,043","5,092","15,438","11,738","24,716","23,128","17,902"
2021년10월_계_연령구간인구수,"166,802","8,822","30,342","5,303","9,730","2,403","3,611","3,534","5,043","5,092","15,438","11,738","24,716","23,128","17,902"
2021년10월_계_0~9세,"14,663",296,"3,737",145,380,62,102,87,159,168,"1,327","1,037","2,399","2,914","1,850"
2021년10월_계_10~19세,"15,790",552,"2,727",271,469,83,173,184,296,306,"1,812",998,"2,576","2,666","2,677"
2021년10월_계_20~29세,"15,791",628,"2,232",370,905,129,280,206,338,382,"1,375",989,"3,407","2,409","2,141"
2021년10월_계_30~39세,"21,825",658,"5,134",276,"1,076",127,210,226,262,297,"1,471","1,809","4,378","3,654","2,247"
2021년10월_계_40~49세,"26,924","1,085","5,560",508,"1,331",184,295,347,492,562,"2,567","2,031","4,362","4,094","3,506"
2021년10월_계_50~59세,"26,431","1,508","4,577",914,"1,989",338,589,643,925,830,"2,505","1,894","3,550","3,308","2,861"
2021년10월_계_60~69세,"22,533","1,839","3,484","1,254","1,845",636,866,850,"1,108","1,113","2,172","1,494","2,254","2,214","1,404"
2021년10월_계_70~79세,"13,353","1,295","1,722",859,"1,006",487,610,574,790,813,"1,314",843,"1,167","1,145",728
2021년10월_계_80~89세,"8,247",821,"1,022",609,633,308,415,348,580,551,783,558,548,646,425
2021년10월_계_90~99세,"1,204",133,146,91,93,46,69,69,89,69,109,81,73,75,61
2021년10월_계_100세 이상,41,7,1,6,3,3,2,0,4,1,3,4,2,3,2
2021년10월_남_총인구수,"88,773","4,652","16,822","2,714","5,764","1,208","1,846","1,817","2,544","2,555","7,870","6,735","13,203","11,797","9,246"
2021년10월_남_연령구간인구수,"88,773","4,652","16,822","2,714","5,764","1,208","1,846","1,817","2,544","2,555","7,870","6,735","13,203","11,797","9,246"
2021년10월_남_0~9세,"7,451",162,"1,913",78,193,38,43,39,70,76,675,508,"1,207","1,511",938
2021년10월_남_10~19세,"8,306",312,"1,441",137,256,45,85,102,160,168,923,524,"1,340","1,396","1,417"
2021년10월_남_20~29세,"9,242",370,"1,319",209,626,81,167,128,191,234,786,630,"1,982","1,290","1,229"
2021년10월_남_30~39세,"12,517",411,"2,879",156,742,78,126,129,155,171,764,"1,191","2,590","1,919","1,206"
2021년10월_남_40~49세,"15,137",660,"3,378",294,917,117,169,208,288,321,"1,356","1,278","2,337","2,107","1,707"
2021년10월_남_50~59세,"14,974",873,"2,768",533,"1,264",178,326,355,512,454,"1,397","1,173","1,865","1,741","1,535"
2021년10월_남_60~69세,"11,601",904,"1,892",638,"1,044",313,455,429,556,563,"1,078",813,"1,144","1,073",699
2021년10월_남_70~79세,"6,305",613,837,413,477,234,301,298,390,364,591,384,518,531,354
2021년10월_남_80~89세,"2,939",308,357,232,225,112,161,115,195,183,276,214,201,220,140
2021년10월_남_90~99세,296,39,38,23,20,11,13,14,27,20,23,20,19,9,20
2021년10월_남_100세 이상,5,0,0,1,0,1,0,0,0,1,1,0,0,0,1
2021년10월_여_총인구수,"78,029","4,170","13,520","2,589","3,966","1,195","1,765","1,717","2,499","2,537","7,568","5,003","11,513","11,331","8,656"
2021년10월_여_연령구간인구수,"78,029","4,170","13,520","2,589","3,966","1,195","1,765","1,717","2,499","2,537","7,568","5,003","11,513","11,331","8,656"
2021년10월_여_0~9세,"7,212",134,"1,824",67,187,24,59,48,89,92,652,529,"1,192","1,403",912
2021년10월_여_10~19세,"7,484",240,"1,286",134,213,38,88,82,136,138,889,474,"1,236","1,270","1,260"
2021년10월_여_20~29세,"6,549",258,913,161,279,48,113,78,147,148,589,359,"1,425","1,119",912
2021년10월_여_30~39세,"9,308",247,"2,255",120,334,49,84,97,107,126,707,618,"1,788","1,735","1,041"
2021년10월_여_40~49세,"11,787",425,"2,182",214,414,67,126,139,204,241,"1,211",753,"2,025","1,987","1,799"
2021년10월_여_50~59세,"11,457",635,"1,809",381,725,160,263,288,413,376,"1,108",721,"1,685","1,567","1,326"
2021년10월_여_60~69세,"10,932",935,"1,592",616,801,323,411,421,552,550,"1,094",681,"1,110","1,141",705
2021년10월_여_70~79세,"7,048",682,885,446,529,253,309,276,400,449,723,459,649,614,374
2021년10월_여_80~89세,"5,308",513,665,377,408,196,254,233,385,368,507,344,347,426,285
2021년10월_여_90~99세,908,94,108,68,73,35,56,55,62,49,86,61,54,66,41
2021년10월_여_100세 이상,36,7,1,5,3,2,2,0,4,0,2,4,2,3,1
2021년11월_계_총인구수,"166,989","8,735","30,428","5,301","9,689","2,404","3,593","3,515","5,026","5,239","15,427","11,774","24,741","23,201","17,916"
2021년11월_계_연령구간인구수,"166,989","8,735","30,428","5,301","9,689","2,404","3,593","3,515","5,026","5,239","15,427","11,774","24,741","23,201","17,916"
2021년11월_계_0~9세,"14,599",289,"3,733",137,380,63,98,86,157,188,"1,309","1,030","2,382","2,919","1,828"
2021년11월_계_10~19세,"15,827",540,"2,732",274,462,83,170,179,297,317,"1,816","1,014","2,592","2,668","2,683"
2021년11월_계_20~29세,"15,779",615,"2,235",369,898,128,277,213,334,400,"1,359",981,"3,398","2,430","2,142"
2021년11월_계_30~39세,"21,777",650,"5,130",274,"1,059",129,210,222,258,311,"1,467","1,817","4,363","3,632","2,255"
2021년11월_계_40~49세,"26,948","1,057","5,557",501,"1,331",184,293,341,487,586,"2,552","2,044","4,388","4,124","3,503"
2021년11월_계_50~59세,"26,569","1,495","4,619",915,"1,990",344,588,634,926,871,"2,512","1,907","3,554","3,333","2,881"
2021년11월_계_60~69세,"22,614","1,838","3,511","1,259","1,843",631,868,851,"1,107","1,125","2,182","1,500","2,260","2,226","1,413"
2021년11월_계_70~79세,"13,383","1,284","1,742",866,997,485,610,576,783,819,"1,331",841,"1,177","1,149",723
2021년11월_계_80~89세,"8,248",829,"1,022",610,636,309,410,342,582,551,786,556,552,640,423
2021년11월_계_90~99세,"1,209",131,146,91,90,46,68,71,91,71,110,80,73,78,63
2021년11월_계_100세 이상,36,7,1,5,3,2,1,0,4,0,3,4,2,2,2
2021년11월_남_총인구수,"88,885","4,611","16,873","2,720","5,741","1,212","1,841","1,809","2,534","2,623","7,862","6,758","13,211","11,842","9,248"
2021년11월_남_연령구간인구수,"88,885","4,611","16,873","2,720","5,741","1,212","1,841","1,809","2,534","2,623","7,862","6,758","13,211","11,842","9,248"
2021년11월_남_0~9세,"7,419",157,"1,915",73,193,38,41,40,69,86,667,503,"1,200","1,511",926
2021년11월_남_10~19세,"8,321",305,"1,446",141,252,45,83,99,162,173,926,531,"1,345","1,397","1,416"
2021년11월_남_20~29세,"9,228",367,"1,314",211,618,81,166,131,188,237,775,621,"1,982","1,300","1,237"
2021년11월_남_30~39세,"12,502",411,"2,879",156,731,79,129,128,153,180,759,"1,199","2,573","1,916","1,209"
2021년11월_남_40~49세,"15,147",640,"3,374",287,921,116,169,201,283,337,"1,348","1,284","2,357","2,123","1,707"
2021년11월_남_50~59세,"15,049",868,"2,792",534,"1,264",183,325,349,510,474,"1,401","1,186","1,869","1,753","1,541"
2021년11월_남_60~69세,"11,656",908,"1,909",643,"1,046",314,455,433,558,568,"1,081",816,"1,143","1,081",701
2021년11월_남_70~79세,"6,317",605,848,419,470,230,301,298,386,365,604,384,524,532,351
2021년11월_남_80~89세,"2,942",312,358,232,227,115,160,113,198,182,276,213,197,220,139
2021년11월_남_90~99세,302,38,38,24,19,11,12,17,27,21,24,21,21,9,20
2021년11월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2021년11월_여_총인구수,"78,104","4,124","13,555","2,581","3,948","1,192","1,752","1,706","2,492","2,616","7,565","5,016","11,530","11,359","8,668"
2021년11월_여_연령구간인구수,"78,104","4,124","13,555","2,581","3,948","1,192","1,752","1,706","2,492","2,616","7,565","5,016","11,530","11,359","8,668"
2021년11월_여_0~9세,"7,180",132,"1,818",64,187,25,57,46,88,102,642,527,"1,182","1,408",902
2021년11월_여_10~19세,"7,506",235,"1,286",133,210,38,87,80,135,144,890,483,"1,247","1,271","1,267"
2021년11월_여_20~29세,"6,551",248,921,158,280,47,111,82,146,163,584,360,"1,416","1,130",905
2021년11월_여_30~39세,"9,275",239,"2,251",118,328,50,81,94,105,131,708,618,"1,790","1,716","1,046"
2021년11월_여_40~49세,"11,801",417,"2,183",214,410,68,124,140,204,249,"1,204",760,"2,031","2,001","1,796"
2021년11월_여_50~59세,"11,520",627,"1,827",381,726,161,263,285,416,397,"1,111",721,"1,685","1,580","1,340"
2021년11월_여_60~69세,"10,958",930,"1,602",616,797,317,413,418,549,557,"1,101",684,"1,117","1,145",712
2021년11월_여_70~79세,"7,066",679,894,447,527,255,309,278,397,454,727,457,653,617,372
2021년11월_여_80~89세,"5,306",517,664,378,409,194,250,229,384,369,510,343,355,420,284
2021년11월_여_90~99세,907,93,108,67,71,35,56,54,64,50,86,59,52,69,43
2021년11월_여_100세 이상,34,7,1,5,3,2,1,0,4,0,2,4,2,2,1
2021년12월_계_총인구수,"167,092","8,700","30,469","5,295","9,624","2,386","3,593","3,514","5,040","5,298","15,391","11,787","24,803","23,277","17,915"
2021년12월_계_연령구간인구수,"167,092","8,700","30,469","5,295","9,624","2,386","3,593","3,514","5,040","5,298","15,391","11,787","24,803","23,277","17,915"
2021년12월_계_0~9세,"14,564",281,"3,718",138,381,60,95,85,161,196,"1,293","1,022","2,379","2,931","1,824"
2021년12월_계_10~19세,"15,832",525,"2,737",271,453,85,169,176,297,321,"1,820","1,020","2,595","2,684","2,679"
2021년12월_계_20~29세,"15,765",615,"2,235",360,888,124,274,214,334,403,"1,341",980,"3,408","2,440","2,149"
2021년12월_계_30~39세,"21,689",627,"5,103",279,"1,049",124,210,216,259,320,"1,456","1,808","4,372","3,609","2,257"
2021년12월_계_40~49세,"27,006","1,060","5,569",500,"1,319",183,288,345,488,604,"2,545","2,058","4,405","4,146","3,496"
2021년12월_계_50~59세,"26,634","1,493","4,640",915,"1,971",344,591,634,924,878,"2,517","1,904","3,573","3,355","2,895"
2021년12월_계_60~69세,"22,688","1,842","3,547","1,259","1,837",624,873,853,"1,117","1,132","2,179","1,512","2,265","2,241","1,407"
2021년12월_계_70~79세,"13,380","1,292","1,740",868,990,485,607,571,781,823,"1,337",840,"1,174","1,146",726
2021년12월_계_80~89세,"8,285",827,"1,033",607,644,307,416,349,586,552,788,556,555,645,420
2021년12월_계_90~99세,"1,214",131,146,93,89,48,69,71,89,69,112,83,75,79,60
2021년12월_계_100세 이상,35,7,1,5,3,2,1,0,4,0,3,4,2,1,2
2021년12월_남_총인구수,"88,952","4,580","16,914","2,716","5,689","1,204","1,842","1,806","2,540","2,661","7,852","6,772","13,240","11,880","9,256"
2021년12월_남_연령구간인구수,"88,952","4,580","16,914","2,716","5,689","1,204","1,842","1,806","2,540","2,661","7,852","6,772","13,240","11,880","9,256"
2021년12월_남_0~9세,"7,407",151,"1,913",74,200,36,39,40,71,90,661,495,"1,196","1,515",926
2021년12월_남_10~19세,"8,302",296,"1,443",140,242,47,83,98,161,177,926,531,"1,339","1,401","1,418"
2021년12월_남_20~29세,"9,252",362,"1,326",204,613,78,166,129,190,240,772,625,"1,990","1,314","1,243"
2021년12월_남_30~39세,"12,455",396,"2,861",160,719,73,127,124,154,186,749,"1,201","2,591","1,904","1,210"
2021년12월_남_40~49세,"15,165",641,"3,383",286,908,117,167,203,281,345,"1,343","1,293","2,362","2,129","1,707"
2021년12월_남_50~59세,"15,068",863,"2,798",531,"1,252",183,326,348,507,479,"1,410","1,183","1,882","1,761","1,545"
2021년12월_남_60~69세,"11,715",914,"1,941",644,"1,036",312,458,435,565,575,"1,079",825,"1,140","1,096",695
2021년12월_남_70~79세,"6,322",609,845,421,471,231,299,297,385,366,607,385,524,528,354
2021년12월_남_80~89세,"2,959",310,365,231,229,114,166,115,201,182,282,210,193,222,139
2021년12월_남_90~99세,305,38,39,25,19,13,11,17,25,21,22,24,23,10,18
2021년12월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2021년12월_여_총인구수,"78,140","4,120","13,555","2,579","3,935","1,182","1,751","1,708","2,500","2,637","7,539","5,015","11,563","11,397","8,659"
2021년12월_여_연령구간인구수,"78,140","4,120","13,555","2,579","3,935","1,182","1,751","1,708","2,500","2,637","7,539","5,015","11,563","11,397","8,659"
2021년12월_여_0~9세,"7,157",130,"1,805",64,181,24,56,45,90,106,632,527,"1,183","1,416",898
2021년12월_여_10~19세,"7,530",229,"1,294",131,211,38,86,78,136,144,894,489,"1,256","1,283","1,261"
2021년12월_여_20~29세,"6,513",253,909,156,275,46,108,85,144,163,569,355,"1,418","1,126",906
2021년12월_여_30~39세,"9,234",231,"2,242",119,330,51,83,92,105,134,707,607,"1,781","1,705","1,047"
2021년12월_여_40~49세,"11,841",419,"2,186",214,411,66,121,142,207,259,"1,202",765,"2,043","2,017","1,789"
2021년12월_여_50~59세,"11,566",630,"1,842",384,719,161,265,286,417,399,"1,107",721,"1,691","1,594","1,350"
2021년12월_여_60~69세,"10,973",928,"1,606",615,801,312,415,418,552,557,"1,100",687,"1,125","1,145",712
2021년12월_여_70~79세,"7,058",683,895,447,519,254,308,274,396,457,730,455,650,618,372
2021년12월_여_80~89세,"5,326",517,668,376,415,193,250,234,385,370,506,346,362,423,281
2021년12월_여_90~99세,909,93,107,68,70,35,58,54,64,48,90,59,52,69,42
2021년12월_여_100세 이상,33,7,1,5,3,2,1,0,4,0,2,4,2,1,1
