카테고리,경상남도 사천시,경상남도 사천시 사천읍,경상남도 사천시 정동면,경상남도 사천시 사남면,경상남도 사천시 용현면,경상남도 사천시 축동면,경상남도 사천시 곤양면,경상남도 사천시 곤명면,경상남도 사천시 서포면,경상남도 사천시 동서동,경상남도 사천시 선구동,경상남도 사천시 동서금동,경상남도 사천시 벌용동,경상남도 사천시 향촌동,경상남도 사천시 남양동,경상남도 사천시 신수출장소
2021년07월_여_20~29세,"4,224",900,645,563,211,44,87,47,78,145,159,221,689,276,156,3
2021년07월_여_30~39세,"5,247",952,922,"1,051",378,34,77,59,65,146,172,306,656,221,202,6
2021년07월_여_40~49세,"8,196","1,416","1,231","1,480",537,57,129,85,116,263,282,453,"1,315",517,310,5
2021년07월_여_50~59세,"8,519","1,410",975,814,546,103,253,215,272,460,473,546,"1,443",569,426,14
2021년07월_여_60~69세,"8,822","1,057",687,728,666,189,371,339,409,792,541,616,"1,287",579,527,34
2021년07월_여_70~79세,"6,119",642,435,478,431,137,324,302,344,620,389,448,784,381,364,40
2021년07월_여_80~89세,"4,075",449,303,323,290,139,273,260,309,327,225,202,467,227,260,21
2021년07월_여_90~99세,725,81,74,61,61,19,42,40,63,57,30,28,56,49,63,1
2021년07월_여_100세 이상,19,4,2,1,1,0,2,1,1,1,0,3,1,0,2,0
2021년08월_계_총인구수,"110,243","17,667","13,489","15,420","7,458","1,589","3,387","2,793","3,446","5,909","4,944","6,354","15,598","6,756","5,176",257
2021년08월_계_연령구간인구수,"110,243","17,667","13,489","15,420","7,458","1,589","3,387","2,793","3,446","5,909","4,944","6,354","15,598","6,756","5,176",257
2021년08월_계_0~9세,"7,799","1,302","1,412","1,861",604,35,83,71,68,156,204,418,992,303,287,3
2021년08월_계_10~19세,"10,159","1,779","1,552","2,057",644,45,144,76,132,278,288,497,"1,644",628,388,7
2021년08월_계_20~29세,"10,498","2,219","1,490","1,498",509,104,250,145,219,363,433,515,"1,641",695,407,10
2021년08월_계_30~39세,"11,353","2,230","1,927","2,198",769,90,172,128,149,387,397,637,"1,333",513,412,11
2021년08월_계_40~49세,"17,442","3,100","2,431","3,111","1,228",147,323,243,308,646,634,948,"2,503","1,111",679,30
2021년08월_계_50~59세,"18,206","3,017","2,057","1,931","1,141",269,569,503,632,"1,001",921,"1,107","2,909","1,263",848,38
2021년08월_계_60~69세,"17,198","2,128","1,353","1,393","1,260",419,792,682,807,"1,465","1,029","1,130","2,470","1,165","1,040",65
2021년08월_계_70~79세,"10,724","1,128",743,829,791,251,595,521,622,"1,059",665,760,"1,365",672,659,64
2021년08월_계_80~89세,"5,974",663,434,470,434,204,400,375,437,488,335,306,675,347,379,27
2021년08월_계_90~99세,863,96,88,71,76,25,54,47,70,65,38,33,65,58,75,2
2021년08월_계_100세 이상,27,5,2,1,2,0,5,2,2,1,0,3,1,1,2,0
2021년08월_남_총인구수,"55,613","9,232","6,776","8,024","3,726",827,"1,739","1,390","1,699","2,889","2,450","3,096","7,587","3,497","2,552",129
2021년08월_남_연령구간인구수,"55,613","9,232","6,776","8,024","3,726",827,"1,739","1,390","1,699","2,889","2,450","3,096","7,587","3,497","2,552",129
2021년08월_남_0~9세,"4,037",679,716,997,282,20,51,40,36,83,105,206,519,150,152,1
2021년08월_남_10~19세,"5,253",883,816,"1,023",352,24,78,48,66,147,152,273,838,348,200,5
2021년08월_남_20~29세,"6,272","1,311",850,940,295,60,164,98,142,216,280,296,946,415,252,7
2021년08월_남_30~39세,"6,141","1,293","1,002","1,156",390,57,99,70,86,243,226,331,673,296,214,5
2021년08월_남_40~49세,"9,239","1,689","1,197","1,633",692,90,194,156,189,385,350,493,"1,183",592,371,25
2021년08월_남_50~59세,"9,688","1,599","1,076","1,101",600,166,322,294,365,540,463,562,"1,457",695,424,24
2021년08월_남_60~69세,"8,356","1,068",662,669,598,228,415,347,398,671,482,512,"1,178",583,514,31
2021년08월_남_70~79세,"4,610",487,314,349,358,112,273,216,278,439,280,315,580,290,295,24
2021년08월_남_80~89세,"1,870",208,129,146,144,64,129,113,129,156,104,102,204,117,119,6
2021년08월_남_90~99세,139,14,14,10,14,6,12,7,9,9,8,6,9,10,10,1
2021년08월_남_100세 이상,8,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0
2021년08월_여_총인구수,"54,630","8,435","6,713","7,396","3,732",762,"1,648","1,403","1,747","3,020","2,494","3,258","8,011","3,259","2,624",128
2021년08월_여_연령구간인구수,"54,630","8,435","6,713","7,396","3,732",762,"1,648","1,403","1,747","3,020","2,494","3,258","8,011","3,259","2,624",128
2021년08월_여_0~9세,"3,762",623,696,864,322,15,32,31,32,73,99,212,473,153,135,2
2021년08월_여_10~19세,"4,906",896,736,"1,034",292,21,66,28,66,131,136,224,806,280,188,2
2021년08월_여_20~29세,"4,226",908,640,558,214,44,86,47,77,147,153,219,695,280,155,3
2021년08월_여_30~39세,"5,212",937,925,"1,042",379,33,73,58,63,144,171,306,660,217,198,6
2021년08월_여_40~49세,"8,203","1,411","1,234","1,478",536,57,129,87,119,261,284,455,"1,320",519,308,5
2021년08월_여_50~59세,"8,518","1,418",981,830,541,103,247,209,267,461,458,545,"1,452",568,424,14
2021년08월_여_60~69세,"8,842","1,060",691,724,662,191,377,335,409,794,547,618,"1,292",582,526,34
2021년08월_여_70~79세,"6,114",641,429,480,433,139,322,305,344,620,385,445,785,382,364,40
2021년08월_여_80~89세,"4,104",455,305,324,290,140,271,262,308,332,231,204,471,230,260,21
2021년08월_여_90~99세,724,82,74,61,62,19,42,40,61,56,30,27,56,48,65,1
2021년08월_여_100세 이상,19,4,2,1,1,0,3,1,1,1,0,3,1,0,1,0
2021년09월_계_총인구수,"110,099","17,681","13,546","15,347","7,441","1,570","3,373","2,776","3,444","5,902","4,913","6,362","15,615","6,718","5,155",256
2021년09월_계_연령구간인구수,"110,099","17,681","13,546","15,347","7,441","1,570","3,373","2,776","3,444","5,902","4,913","6,362","15,615","6,718","5,155",256
2021년09월_계_0~9세,"7,772","1,303","1,411","1,843",598,33,81,69,65,161,201,419,"1,005",296,285,2
2021년09월_계_10~19세,"10,118","1,775","1,561","2,045",650,44,142,74,134,275,284,492,"1,637",617,381,7
2021년09월_계_20~29세,"10,406","2,219","1,498","1,474",500,101,242,138,212,360,425,507,"1,633",694,393,10
2021년09월_계_30~39세,"11,303","2,226","1,926","2,176",764,91,173,123,147,383,395,636,"1,326",511,415,11
2021년09월_계_40~49세,"17,390","3,092","2,435","3,112","1,225",137,315,244,306,648,622,950,"2,509","1,099",668,28
2021년09월_계_50~59세,"18,240","3,040","2,081","1,931","1,139",268,567,502,633,998,914,"1,113","2,911","1,252",852,39
2021년09월_계_60~69세,"17,230","2,119","1,356","1,393","1,266",416,794,683,805,"1,458","1,035","1,145","2,484","1,166","1,044",66
2021년09월_계_70~79세,"10,744","1,137",748,829,782,249,598,519,628,"1,066",663,761,"1,370",674,656,64
2021년09월_계_80~89세,"5,999",669,439,468,438,205,400,377,441,487,335,305,674,350,384,27
2021년09월_계_90~99세,869,96,88,75,77,26,56,45,71,65,39,31,65,58,75,2
2021년09월_계_100세 이상,28,5,3,1,2,0,5,2,2,1,0,3,1,1,2,0
2021년09월_남_총인구수,"55,543","9,226","6,804","7,995","3,719",814,"1,728","1,388","1,694","2,894","2,437","3,105","7,597","3,476","2,537",129
2021년09월_남_연령구간인구수,"55,543","9,226","6,804","7,995","3,719",814,"1,728","1,388","1,694","2,894","2,437","3,105","7,597","3,476","2,537",129
2021년09월_남_0~9세,"4,025",680,716,986,279,18,50,37,34,87,102,208,527,148,152,1
2021년09월_남_10~19세,"5,215",884,817,"1,012",354,25,76,49,65,146,149,268,830,340,195,5
2021년09월_남_20~29세,"6,229","1,303",856,930,291,57,159,93,141,215,273,293,950,417,244,7
2021년09월_남_30~39세,"6,133","1,288","1,002","1,154",391,58,99,69,84,241,230,331,672,292,217,5
2021년09월_남_40~49세,"9,198","1,682","1,195","1,630",691,83,191,158,185,385,345,497,"1,183",584,366,23
2021년09월_남_50~59세,"9,719","1,611","1,092","1,102",596,165,319,295,369,543,461,565,"1,457",692,426,26
2021년09월_남_60~69세,"8,369","1,062",665,675,600,229,417,348,396,666,485,520,"1,181",583,511,31
2021년09월_남_70~79세,"4,618",490,317,346,355,110,273,219,280,444,279,314,585,288,294,24
2021년09월_남_80~89세,"1,888",212,129,147,147,63,130,112,129,158,105,103,203,122,122,6
2021년09월_남_90~99세,140,13,14,13,14,6,12,7,10,9,8,6,9,9,9,1
2021년09월_남_100세 이상,9,1,1,0,1,0,2,1,1,0,0,0,0,1,1,0
2021년09월_여_총인구수,"54,556","8,455","6,742","7,352","3,722",756,"1,645","1,388","1,750","3,008","2,476","3,257","8,018","3,242","2,618",127
2021년09월_여_연령구간인구수,"54,556","8,455","6,742","7,352","3,722",756,"1,645","1,388","1,750","3,008","2,476","3,257","8,018","3,242","2,618",127
2021년09월_여_0~9세,"3,747",623,695,857,319,15,31,32,31,74,99,211,478,148,133,1
2021년09월_여_10~19세,"4,903",891,744,"1,033",296,19,66,25,69,129,135,224,807,277,186,2
2021년09월_여_20~29세,"4,177",916,642,544,209,44,83,45,71,145,152,214,683,277,149,3
2021년09월_여_30~39세,"5,170",938,924,"1,022",373,33,74,54,63,142,165,305,654,219,198,6
2021년09월_여_40~49세,"8,192","1,410","1,240","1,482",534,54,124,86,121,263,277,453,"1,326",515,302,5
2021년09월_여_50~59세,"8,521","1,429",989,829,543,103,248,207,264,455,453,548,"1,454",560,426,13
2021년09월_여_60~69세,"8,861","1,057",691,718,666,187,377,335,409,792,550,625,"1,303",583,533,35
2021년09월_여_70~79세,"6,126",647,431,483,427,139,325,300,348,622,384,447,785,386,362,40
2021년09월_여_80~89세,"4,111",457,310,321,291,142,270,265,312,329,230,202,471,228,262,21
2021년09월_여_90~99세,729,83,74,62,63,20,44,38,61,56,31,25,56,49,66,1
2021년09월_여_100세 이상,19,4,2,1,1,0,3,1,1,1,0,3,1,0,1,0
2021년10월_계_총인구수,"110,108","17,695","13,607","15,332","7,412","1,561","3,370","2,770","3,450","5,892","4,897","6,352","15,654","6,723","5,139",254
2021년10월_계_연령구간인구수,"110,108","17,695","13,607","15,332","7,412","1,561","3,370","2,770","3,450","5,892","4,897","6,352","15,654","6,723","5,139",254
2021년10월_계_0~9세,"7,734","1,297","1,410","1,821",589,33,80,67,67,164,200,423,"1,006",296,279,2
2021년10월_계_10~19세,"10,107","1,775","1,563","2,045",645,43,145,76,133,273,285,491,"1,635",610,381,7
2021년10월_계_20~29세,"10,404","2,206","1,511","1,483",497,101,243,136,209,360,414,504,"1,635",704,391,10
2021년10월_계_30~39세,"11,278","2,237","1,939","2,162",749,88,172,119,148,379,397,623,"1,334",510,410,11
2021년10월_계_40~49세,"17,352","3,092","2,443","3,108","1,221",134,312,239,304,641,619,953,"2,500","1,104",654,28
2021년10월_계_50~59세,"18,264","3,048","2,096","1,941","1,141",268,570,503,631,998,914,"1,103","2,925","1,238",851,37
2021년10월_계_60~69세,"17,282","2,129","1,364","1,397","1,267",410,796,681,805,"1,460","1,025","1,154","2,498","1,174","1,056",66
2021년10월_계_70~79세,"10,753","1,141",748,830,782,253,591,523,624,"1,064",661,757,"1,380",680,656,63
2021년10월_계_80~89세,"6,033",667,441,470,442,205,401,379,453,490,343,312,671,349,382,28
2021년10월_계_90~99세,874,97,90,74,76,26,56,45,74,62,39,30,69,57,77,2
2021년10월_계_100세 이상,27,6,2,1,3,0,4,2,2,1,0,2,1,1,2,0
2021년10월_남_총인구수,"55,531","9,232","6,829","7,994","3,711",808,"1,728","1,385","1,695","2,889","2,430","3,095","7,606","3,482","2,520",127
2021년10월_남_연령구간인구수,"55,531","9,232","6,829","7,994","3,711",808,"1,728","1,385","1,695","2,889","2,430","3,095","7,606","3,482","2,520",127
2021년10월_남_0~9세,"4,003",675,721,971,275,18,49,36,34,87,102,210,527,148,149,1
2021년10월_남_10~19세,"5,204",883,816,"1,015",350,24,77,50,64,144,153,266,829,334,194,5
2021년10월_남_20~29세,"6,230","1,294",857,940,292,58,159,93,142,215,268,292,943,426,244,7
2021년10월_남_30~39세,"6,127","1,301","1,009","1,150",384,56,101,68,82,237,230,323,678,292,211,5
2021년10월_남_40~49세,"9,162","1,675","1,200","1,623",688,82,189,155,183,385,343,493,"1,176",589,358,23
2021년10월_남_50~59세,"9,739","1,619","1,101","1,108",601,164,321,294,369,542,463,562,"1,462",683,426,24
2021년10월_남_60~69세,"8,389","1,065",666,680,603,224,420,345,398,665,478,526,"1,187",586,515,31
2021년10월_남_70~79세,"4,630",494,316,347,355,113,267,224,279,445,277,313,591,293,292,24
2021년10월_남_80~89세,"1,902",212,130,147,149,63,132,112,132,160,109,104,204,121,121,6
2021년10월_남_90~99세,138,13,13,13,13,6,12,7,11,9,7,6,9,9,9,1
2021년10월_남_100세 이상,7,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0
2021년10월_여_총인구수,"54,577","8,463","6,778","7,338","3,701",753,"1,642","1,385","1,755","3,003","2,467","3,257","8,048","3,241","2,619",127
2021년10월_여_연령구간인구수,"54,577","8,463","6,778","7,338","3,701",753,"1,642","1,385","1,755","3,003","2,467","3,257","8,048","3,241","2,619",127
2021년10월_여_0~9세,"3,731",622,689,850,314,15,31,31,33,77,98,213,479,148,130,1
2021년10월_여_10~19세,"4,903",892,747,"1,030",295,19,68,26,69,129,132,225,806,276,187,2
2021년10월_여_20~29세,"4,174",912,654,543,205,43,84,43,67,145,146,212,692,278,147,3
2021년10월_여_30~39세,"5,151",936,930,"1,012",365,32,71,51,66,142,167,300,656,218,199,6
2021년10월_여_40~49세,"8,190","1,417","1,243","1,485",533,52,123,84,121,256,276,460,"1,324",515,296,5
2021년10월_여_50~59세,"8,525","1,429",995,833,540,104,249,209,262,456,451,541,"1,463",555,425,13
2021년10월_여_60~69세,"8,893","1,064",698,717,664,186,376,336,407,795,547,628,"1,311",588,541,35
2021년10월_여_70~79세,"6,123",647,432,483,427,140,324,299,345,619,384,444,789,387,364,39
2021년10월_여_80~89세,"4,131",455,311,323,293,142,269,267,321,330,234,208,467,228,261,22
2021년10월_여_90~99세,736,84,77,61,63,20,44,38,63,53,32,24,60,48,68,1
2021년10월_여_100세 이상,20,5,2,1,2,0,3,1,1,1,0,2,1,0,1,0
2021년11월_계_총인구수,"110,044","17,706","13,642","15,338","7,394","1,556","3,354","2,770","3,447","5,877","4,886","6,319","15,651","6,723","5,128",253
2021년11월_계_연령구간인구수,"110,044","17,706","13,642","15,338","7,394","1,556","3,354","2,770","3,447","5,877","4,886","6,319","15,651","6,723","5,128",253
2021년11월_계_0~9세,"7,703","1,285","1,412","1,824",583,32,78,65,65,159,202,420,"1,003",296,277,2
2021년11월_계_10~19세,"10,118","1,784","1,574","2,049",642,43,144,77,131,272,281,487,"1,629",616,382,7
2021년11월_계_20~29세,"10,354","2,206","1,510","1,467",488,99,238,137,206,357,411,490,"1,643",704,388,10
2021년11월_계_30~39세,"11,169","2,221","1,929","2,144",736,83,167,117,149,374,394,620,"1,324",499,401,11
2021년11월_계_40~49세,"17,377","3,093","2,458","3,121","1,224",138,312,244,299,637,617,952,"2,491","1,107",656,28
2021년11월_계_50~59세,"18,310","3,062","2,103","1,955","1,147",266,571,506,632,997,917,"1,094","2,927","1,243",853,37
2021년11월_계_60~69세,"17,294","2,137","1,374","1,400","1,268",407,794,679,806,"1,458","1,024","1,149","2,503","1,178","1,050",67
2021년11월_계_70~79세,"10,767","1,145",745,839,787,252,591,518,625,"1,068",659,757,"1,388",677,655,61
2021년11월_계_80~89세,"6,051",671,444,465,441,210,398,380,458,491,341,319,672,345,388,28
2021년11월_계_90~99세,877,96,91,74,76,26,57,45,74,63,40,29,70,58,76,2
2021년11월_계_100세 이상,24,6,2,0,2,0,4,2,2,1,0,2,1,0,2,0
2021년11월_남_총인구수,"55,498","9,245","6,848","7,983","3,706",804,"1,720","1,388","1,687","2,882","2,424","3,076","7,597","3,495","2,516",127
2021년11월_남_연령구간인구수,"55,498","9,245","6,848","7,983","3,706",804,"1,720","1,388","1,687","2,882","2,424","3,076","7,597","3,495","2,516",127
2021년11월_남_0~9세,"3,982",670,720,969,271,17,49,35,34,85,103,205,527,149,147,1
2021년11월_남_10~19세,"5,215",890,824,"1,017",348,24,76,51,62,143,150,267,825,337,196,5
2021년11월_남_20~29세,"6,205","1,293",857,931,287,57,154,94,137,213,267,286,942,432,248,7
2021년11월_남_30~39세,"6,074","1,294","1,007","1,140",378,52,100,67,83,235,231,319,673,286,204,5
2021년11월_남_40~49세,"9,166","1,673","1,204","1,625",688,84,186,158,178,385,343,494,"1,174",591,360,23
2021년11월_남_50~59세,"9,762","1,629","1,099","1,113",607,165,325,298,371,540,463,556,"1,459",688,426,23
2021년11월_남_60~69세,"8,394","1,072",674,682,605,222,416,343,398,662,475,524,"1,188",591,510,32
2021년11월_남_70~79세,"4,647",496,318,350,359,114,270,219,280,449,277,313,593,291,294,24
2021년11월_남_80~89세,"1,909",214,131,143,150,63,131,114,132,161,108,106,208,121,121,6
2021년11월_남_90~99세,137,13,14,13,12,6,12,8,11,9,7,6,7,9,9,1
2021년11월_남_100세 이상,7,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
2021년11월_여_총인구수,"54,546","8,461","6,794","7,355","3,688",752,"1,634","1,382","1,760","2,995","2,462","3,243","8,054","3,228","2,612",126
2021년11월_여_연령구간인구수,"54,546","8,461","6,794","7,355","3,688",752,"1,634","1,382","1,760","2,995","2,462","3,243","8,054","3,228","2,612",126
2021년11월_여_0~9세,"3,721",615,692,855,312,15,29,30,31,74,99,215,476,147,130,1
2021년11월_여_10~19세,"4,903",894,750,"1,032",294,19,68,26,69,129,131,220,804,279,186,2
2021년11월_여_20~29세,"4,149",913,653,536,201,42,84,43,69,144,144,204,701,272,140,3
2021년11월_여_30~39세,"5,095",927,922,"1,004",358,31,67,50,66,139,163,301,651,213,197,6
2021년11월_여_40~49세,"8,211","1,420","1,254","1,496",536,54,126,86,121,252,274,458,"1,317",516,296,5
2021년11월_여_50~59세,"8,548","1,433","1,004",842,540,101,246,208,261,457,454,538,"1,468",555,427,14
2021년11월_여_60~69세,"8,900","1,065",700,718,663,185,378,336,408,796,549,625,"1,315",587,540,35
2021년11월_여_70~79세,"6,120",649,427,489,428,138,321,299,345,619,382,444,795,386,361,37
2021년11월_여_80~89세,"4,142",457,313,322,291,147,267,266,326,330,233,213,464,224,267,22
2021년11월_여_90~99세,740,83,77,61,64,20,45,37,63,54,33,23,63,49,67,1
2021년11월_여_100세 이상,17,5,2,0,1,0,3,1,1,1,0,2,0,0,1,0
2021년12월_계_총인구수,"109,953","17,716","13,724","15,306","7,376","1,552","3,348","2,768","3,451","5,864","4,875","6,283","15,619","6,713","5,107",251
2021년12월_계_연령구간인구수,"109,953","17,716","13,724","15,306","7,376","1,552","3,348","2,768","3,451","5,864","4,875","6,283","15,619","6,713","5,107",251
2021년12월_계_0~9세,"7,638","1,280","1,416","1,808",570,32,77,64,66,159,203,408,984,296,273,2
2021년12월_계_10~19세,"10,123","1,794","1,570","2,057",640,43,143,77,129,271,280,492,"1,633",606,381,7
2021년12월_계_20~29세,"10,300","2,182","1,528","1,455",483,100,239,137,208,358,410,481,"1,630",703,376,10
2021년12월_계_30~39세,"11,135","2,215","1,950","2,120",734,84,164,121,150,375,389,605,"1,306",507,404,11
2021년12월_계_40~49세,"17,382","3,102","2,467","3,135","1,216",140,313,240,303,626,615,952,"2,495","1,093",657,28
2021년12월_계_50~59세,"18,340","3,081","2,114","1,966","1,151",262,572,509,633,995,911,"1,095","2,917","1,247",851,36
2021년12월_계_60~69세,"17,273","2,137","1,393","1,389","1,272",403,789,674,808,"1,454","1,023","1,137","2,505","1,179","1,044",66
2021년12월_계_70~79세,"10,768","1,152",746,833,782,251,594,509,620,"1,067",659,758,"1,400",673,662,62
2021년12월_계_80~89세,"6,078",671,443,469,447,213,397,387,459,496,345,320,675,349,381,26
2021년12월_계_90~99세,895,96,95,74,79,24,58,48,74,62,40,32,73,60,77,3
2021년12월_계_100세 이상,21,6,2,0,2,0,2,2,1,1,0,3,1,0,1,0
2021년12월_남_총인구수,"55,433","9,259","6,889","7,973","3,682",802,"1,717","1,388","1,686","2,871","2,406","3,056","7,582","3,485","2,510",127
2021년12월_남_연령구간인구수,"55,433","9,259","6,889","7,973","3,682",802,"1,717","1,388","1,686","2,871","2,406","3,056","7,582","3,485","2,510",127
2021년12월_남_0~9세,"3,958",668,719,967,259,17,49,35,34,84,100,203,522,151,149,1
2021년12월_남_10~19세,"5,215",895,818,"1,022",347,24,76,50,60,141,150,268,830,334,195,5
2021년12월_남_20~29세,"6,167","1,288",873,918,287,56,150,95,138,217,266,281,928,427,236,7
2021년12월_남_30~39세,"6,054","1,288","1,017","1,137",370,54,100,69,83,234,224,311,667,288,207,5
2021년12월_남_40~49세,"9,167","1,679","1,205","1,634",688,86,185,156,181,376,341,493,"1,172",583,365,23
2021년12월_남_50~59세,"9,775","1,644","1,109","1,112",605,161,329,301,369,545,456,556,"1,455",687,424,22
2021년12월_남_60~69세,"8,373","1,068",681,678,606,221,411,340,398,654,476,517,"1,191",594,505,33
2021년12월_남_70~79세,"4,661",502,321,349,354,115,274,219,279,450,279,315,595,285,300,24
2021년12월_남_80~89세,"1,913",212,130,144,151,62,130,113,132,161,108,106,214,126,118,6
2021년12월_남_90~99세,145,14,16,12,14,6,13,9,12,9,6,6,7,10,10,1
2021년12월_남_100세 이상,5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2021년12월_여_총인구수,"54,520","8,457","6,835","7,333","3,694",750,"1,631","1,380","1,765","2,993","2,469","3,227","8,037","3,228","2,597",124
2021년12월_여_연령구간인구수,"54,520","8,457","6,835","7,333","3,694",750,"1,631","1,380","1,765","2,993","2,469","3,227","8,037","3,228","2,597",124
2021년12월_여_0~9세,"3,680",612,697,841,311,15,28,29,32,75,103,205,462,145,124,1
2021년12월_여_10~19세,"4,908",899,752,"1,035",293,19,67,27,69,130,130,224,803,272,186,2
2021년12월_여_20~29세,"4,133",894,655,537,196,44,89,42,70,141,144,200,702,276,140,3
2021년12월_여_30~39세,"5,081",927,933,983,364,30,64,52,67,141,165,294,639,219,197,6
2021년12월_여_40~49세,"8,215","1,423","1,262","1,501",528,54,128,84,122,250,274,459,"1,323",510,292,5
2021년12월_여_50~59세,"8,565","1,437","1,005",854,546,101,243,208,264,450,455,539,"1,462",560,427,14
2021년12월_여_60~69세,"8,900","1,069",712,711,666,182,378,334,410,800,547,620,"1,314",585,539,33
2021년12월_여_70~79세,"6,107",650,425,484,428,136,320,290,341,617,380,443,805,388,362,38
2021년12월_여_80~89세,"4,165",459,313,325,296,151,267,274,327,335,237,214,461,223,263,20
2021년12월_여_90~99세,750,82,79,62,65,18,45,39,62,53,34,26,66,50,67,2
2021년12월_여_100세 이상,16,5,2,0,1,0,2,1,1,1,0,3,0,0,0,0
