카테고리,충청남도 논산시,충청남도 논산시 강경읍,충청남도 논산시 연무읍,충청남도 논산시 성동면,충청남도 논산시 광석면,충청남도 논산시 노성면,충청남도 논산시 상월면,충청남도 논산시 부적면,충청남도 논산시 연산면,충청남도 논산시 벌곡면,충청남도 논산시 양촌면,충청남도 논산시 가야곡면,충청남도 논산시 은진면,충청남도 논산시 채운면,충청남도 논산시 취암동,충청남도 논산시 부창동
2021년09월_남_30~39세,"5,478",268,677,142,146,125,105,118,180,71,284,103,171,61,"2,293",734
2021년09월_남_40~49세,"7,875",491,911,225,243,157,198,203,290,122,330,155,271,108,"2,938","1,233"
2021년09월_남_50~59세,"10,150",728,"1,107",342,395,276,362,361,642,250,561,321,415,196,"2,768","1,426"
2021년09월_남_60~69세,"10,516",839,"1,230",509,530,329,449,459,843,327,647,471,460,274,"2,034","1,115"
2021년09월_남_70~79세,"5,816",506,706,303,327,237,254,263,457,207,394,274,254,154,935,545
2021년09월_남_80~89세,"2,778",239,328,207,146,109,131,133,216,93,229,148,121,74,369,235
2021년09월_남_90~99세,301,26,38,18,12,13,20,11,27,14,27,17,13,15,37,13
2021년09월_남_100세 이상,8,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0
2021년09월_여_총인구수,"57,516","4,097","6,719","2,009","2,078","1,460","1,753","1,726","2,928","1,192","3,043","1,655","1,868","1,155","17,579","8,254"
2021년09월_여_연령구간인구수,"57,516","4,097","6,719","2,009","2,078","1,460","1,753","1,726","2,928","1,192","3,043","1,655","1,868","1,155","17,579","8,254"
2021년09월_여_0~9세,"3,392",132,431,58,55,50,29,44,90,33,182,25,54,28,"1,593",588
2021년09월_여_10~19세,"4,628",312,517,79,124,61,69,85,140,44,175,54,114,68,"1,913",873
2021년09월_여_20~29세,"4,805",297,528,110,111,79,86,102,140,53,183,86,153,64,"2,062",751
2021년09월_여_30~39세,"4,811",227,558,81,105,86,100,89,152,35,257,58,85,53,"2,173",752
2021년09월_여_40~49세,"6,971",444,747,105,149,121,163,126,219,86,281,117,148,83,"2,918","1,264"
2021년09월_여_50~59세,"9,078",669,965,307,314,195,290,263,528,175,478,267,297,157,"2,749","1,424"
2021년09월_여_60~69세,"10,309",873,"1,228",465,467,327,418,417,705,302,565,412,400,267,"2,170","1,293"
2021년09월_여_70~79세,"7,085",668,886,404,371,249,280,287,476,231,464,316,301,213,"1,176",763
2021년09월_여_80~89세,"5,491",400,729,357,342,244,274,261,402,195,388,275,255,181,712,476
2021년09월_여_90~99세,910,74,125,41,39,45,41,48,71,37,70,45,57,38,109,70
2021년09월_여_100세 이상,36,1,5,2,1,3,3,4,5,1,0,0,4,3,4,0
2021년10월_계_총인구수,"114,769","8,010","13,381","4,047","4,172","2,961","3,504","3,518","6,065","2,415","6,175","3,361","3,983","2,199","34,973","16,005"
2021년10월_계_연령구간인구수,"114,769","8,010","13,381","4,047","4,172","2,961","3,504","3,518","6,065","2,415","6,175","3,361","3,983","2,199","34,973","16,005"
2021년10월_계_0~9세,"6,848",279,871,110,100,99,63,83,184,60,382,61,114,60,"3,209","1,173"
2021년10월_계_10~19세,"9,511",620,"1,060",167,239,142,154,159,317,108,396,120,208,128,"3,917","1,776"
2021년10월_계_20~29세,"10,823",668,"1,212",269,257,198,206,227,355,112,420,209,404,135,"4,451","1,700"
2021년10월_계_30~39세,"10,247",494,"1,232",220,252,212,198,208,332,110,542,160,257,117,"4,427","1,486"
2021년10월_계_40~49세,"14,736",927,"1,645",322,386,281,359,325,503,206,601,270,415,189,"5,832","2,475"
2021년10월_계_50~59세,"19,264","1,393","2,067",654,703,470,656,625,"1,168",423,"1,043",585,708,349,"5,554","2,866"
2021년10월_계_60~69세,"20,866","1,708","2,468",972,998,652,868,878,"1,550",630,"1,214",885,865,544,"4,216","2,418"
2021년10월_계_70~79세,"12,894","1,178","1,596",705,697,489,533,552,930,429,859,586,551,362,"2,120","1,307"
2021년10월_계_80~89세,"8,307",640,"1,060",566,486,357,403,394,621,284,622,422,384,259,"1,094",715
2021년10월_계_90~99세,"1,228",99,165,60,53,58,61,62,100,52,96,63,72,52,146,89
2021년10월_계_100세 이상,45,4,5,2,1,3,3,5,5,1,0,0,5,4,7,0
2021년10월_남_총인구수,"57,304","3,940","6,673","2,039","2,104","1,500","1,758","1,795","3,132","1,230","3,138","1,706","2,105","1,043","17,396","7,745"
2021년10월_남_연령구간인구수,"57,304","3,940","6,673","2,039","2,104","1,500","1,758","1,795","3,132","1,230","3,138","1,706","2,105","1,043","17,396","7,745"
2021년10월_남_0~9세,"3,486",150,446,53,47,51,34,42,96,27,201,37,60,31,"1,618",593
2021년10월_남_10~19세,"4,911",313,545,87,119,78,86,76,176,65,230,64,94,60,"2,008",910
2021년10월_남_20~29세,"6,025",375,691,160,149,120,119,127,214,60,240,119,248,70,"2,391",942
2021년10월_남_30~39세,"5,451",271,672,138,144,125,102,117,178,74,285,102,169,63,"2,274",737
2021년10월_남_40~49세,"7,802",492,902,220,241,160,197,202,286,120,320,154,269,107,"2,911","1,221"
2021년10월_남_50~59세,"10,184",725,"1,105",344,394,277,364,363,639,249,563,321,412,193,"2,799","1,436"
2021년10월_남_60~69세,"10,524",838,"1,236",506,527,325,450,461,847,325,648,470,462,277,"2,042","1,110"
2021년10월_남_70~79세,"5,815",505,704,307,327,239,256,260,455,202,394,274,255,151,942,544
2021년10월_남_80~89세,"2,792",242,333,206,143,113,129,135,214,94,231,148,121,75,371,237
2021년10월_남_90~99세,305,26,39,18,13,12,21,11,27,14,26,17,14,15,37,15
2021년10월_남_100세 이상,9,3,0,0,0,0,0,1,0,0,0,0,1,1,3,0
2021년10월_여_총인구수,"57,465","4,070","6,708","2,008","2,068","1,461","1,746","1,723","2,933","1,185","3,037","1,655","1,878","1,156","17,577","8,260"
2021년10월_여_연령구간인구수,"57,465","4,070","6,708","2,008","2,068","1,461","1,746","1,723","2,933","1,185","3,037","1,655","1,878","1,156","17,577","8,260"
2021년10월_여_0~9세,"3,362",129,425,57,53,48,29,41,88,33,181,24,54,29,"1,591",580
2021년10월_여_10~19세,"4,600",307,515,80,120,64,68,83,141,43,166,56,114,68,"1,909",866
2021년10월_여_20~29세,"4,798",293,521,109,108,78,87,100,141,52,180,90,156,65,"2,060",758
2021년10월_여_30~39세,"4,796",223,560,82,108,87,96,91,154,36,257,58,88,54,"2,153",749
2021년10월_여_40~49세,"6,934",435,743,102,145,121,162,123,217,86,281,116,146,82,"2,921","1,254"
2021년10월_여_50~59세,"9,080",668,962,310,309,193,292,262,529,174,480,264,296,156,"2,755","1,430"
2021년10월_여_60~69세,"10,342",870,"1,232",466,471,327,418,417,703,305,566,415,403,267,"2,174","1,308"
2021년10월_여_70~79세,"7,079",673,892,398,370,250,277,292,475,227,465,312,296,211,"1,178",763
2021년10월_여_80~89세,"5,515",398,727,360,343,244,274,259,407,190,391,274,263,184,723,478
2021년10월_여_90~99세,923,73,126,42,40,46,40,51,73,38,70,46,58,37,109,74
2021년10월_여_100세 이상,36,1,5,2,1,3,3,4,5,1,0,0,4,3,4,0
2021년11월_계_총인구수,"114,662","7,990","13,362","4,042","4,147","2,957","3,502","3,524","6,058","2,415","6,172","3,376","3,995","2,164","34,950","16,008"
2021년11월_계_연령구간인구수,"114,662","7,990","13,362","4,042","4,147","2,957","3,502","3,524","6,058","2,415","6,172","3,376","3,995","2,164","34,950","16,008"
2021년11월_계_0~9세,"6,801",279,867,112,98,101,62,81,181,59,383,61,119,60,"3,178","1,160"
2021년11월_계_10~19세,"9,471",616,"1,053",168,238,141,155,160,317,107,396,123,206,129,"3,894","1,768"
2021년11월_계_20~29세,"10,828",665,"1,207",261,257,203,205,223,356,110,418,212,401,135,"4,467","1,708"
2021년11월_계_30~39세,"10,241",493,"1,232",221,245,213,199,210,329,113,551,162,266,108,"4,427","1,472"
2021년11월_계_40~49세,"14,683",922,"1,631",320,383,273,357,323,502,207,597,270,418,185,"5,808","2,487"
2021년11월_계_50~59세,"19,263","1,391","2,068",649,699,472,656,621,"1,164",422,"1,048",592,704,343,"5,565","2,869"
2021년11월_계_60~69세,"20,899","1,709","2,481",970,997,646,869,886,"1,556",628,"1,214",883,868,537,"4,227","2,428"
2021년11월_계_70~79세,"12,886","1,173","1,591",707,694,494,533,553,926,428,849,590,550,363,"2,128","1,307"
2021년11월_계_80~89세,"8,316",642,"1,061",570,482,355,400,397,623,284,619,421,384,256,"1,101",721
2021년11월_계_90~99세,"1,237",99,166,62,53,56,63,66,100,56,97,61,74,48,148,88
2021년11월_계_100세 이상,37,1,5,2,1,3,3,4,4,1,0,1,5,0,7,0
2021년11월_남_총인구수,"57,269","3,944","6,666","2,041","2,090","1,500","1,760","1,793","3,128","1,229","3,134","1,715","2,119","1,034","17,376","7,740"
2021년11월_남_연령구간인구수,"57,269","3,944","6,666","2,041","2,090","1,500","1,760","1,793","3,128","1,229","3,134","1,715","2,119","1,034","17,376","7,740"
2021년11월_남_0~9세,"3,459",149,446,56,46,52,33,43,94,28,202,36,64,31,"1,593",586
2021년11월_남_10~19세,"4,891",311,539,89,119,77,87,75,176,65,230,66,93,61,"1,998",905
2021년11월_남_20~29세,"6,041",383,690,157,148,123,120,121,216,59,238,123,244,70,"2,401",948
2021년11월_남_30~39세,"5,443",271,671,135,141,123,101,118,177,74,292,101,177,58,"2,272",732
2021년11월_남_40~49세,"7,769",489,889,219,239,159,197,200,286,119,319,153,273,105,"2,900","1,222"
2021년11월_남_50~59세,"10,210",729,"1,113",346,394,282,365,359,637,249,565,328,409,193,"2,806","1,435"
2021년11월_남_60~69세,"10,528",839,"1,244",502,524,316,452,464,849,323,643,470,467,270,"2,048","1,117"
2021년11월_남_70~79세,"5,828",508,702,312,325,244,254,264,453,202,388,275,255,158,945,543
2021년11월_남_80~89세,"2,786",238,332,206,141,113,130,136,213,95,230,146,121,75,372,238
2021년11월_남_90~99세,307,26,40,19,13,11,21,12,27,15,27,16,15,13,38,14
2021년11월_남_100세 이상,7,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0
2021년11월_여_총인구수,"57,393","4,046","6,696","2,001","2,057","1,457","1,742","1,731","2,930","1,186","3,038","1,661","1,876","1,130","17,574","8,268"
2021년11월_여_연령구간인구수,"57,393","4,046","6,696","2,001","2,057","1,457","1,742","1,731","2,930","1,186","3,038","1,661","1,876","1,130","17,574","8,268"
2021년11월_여_0~9세,"3,342",130,421,56,52,49,29,38,87,31,181,25,55,29,"1,585",574
2021년11월_여_10~19세,"4,580",305,514,79,119,64,68,85,141,42,166,57,113,68,"1,896",863
2021년11월_여_20~29세,"4,787",282,517,104,109,80,85,102,140,51,180,89,157,65,"2,066",760
2021년11월_여_30~39세,"4,798",222,561,86,104,90,98,92,152,39,259,61,89,50,"2,155",740
2021년11월_여_40~49세,"6,914",433,742,101,144,114,160,123,216,88,278,117,145,80,"2,908","1,265"
2021년11월_여_50~59세,"9,053",662,955,303,305,190,291,262,527,173,483,264,295,150,"2,759","1,434"
2021년11월_여_60~69세,"10,371",870,"1,237",468,473,330,417,422,707,305,571,413,401,267,"2,179","1,311"
2021년11월_여_70~79세,"7,058",665,889,395,369,250,279,289,473,226,461,315,295,205,"1,183",764
2021년11월_여_80~89세,"5,530",404,729,364,341,242,270,261,410,189,389,275,263,181,729,483
2021년11월_여_90~99세,930,73,126,43,40,45,42,54,73,41,70,45,59,35,110,74
2021년11월_여_100세 이상,30,0,5,2,1,3,3,3,4,1,0,0,4,0,4,0
2021년12월_계_총인구수,"114,483","7,961","13,343","4,024","4,123","2,940","3,492","3,514","6,056","2,424","6,132","3,380","3,981","2,177","34,943","15,993"
2021년12월_계_연령구간인구수,"114,483","7,961","13,343","4,024","4,123","2,940","3,492","3,514","6,056","2,424","6,132","3,380","3,981","2,177","34,943","15,993"
2021년12월_계_0~9세,"6,729",277,864,106,100,95,59,77,178,56,371,61,117,59,"3,156","1,153"
2021년12월_계_10~19세,"9,433",602,"1,043",169,234,144,159,157,318,101,393,121,207,131,"3,889","1,765"
2021년12월_계_20~29세,"10,792",660,"1,214",260,257,203,202,229,347,112,413,219,390,139,"4,472","1,675"
2021년12월_계_30~39세,"10,191",481,"1,240",217,239,202,197,209,326,113,540,159,265,110,"4,422","1,471"
2021년12월_계_40~49세,"14,649",921,"1,621",313,378,278,357,320,502,208,581,271,417,187,"5,818","2,477"
2021년12월_계_50~59세,"19,240","1,386","2,054",643,692,466,657,616,"1,164",428,"1,045",600,708,343,"5,552","2,886"
2021년12월_계_60~69세,"20,943","1,716","2,478",975,995,647,869,892,"1,568",629,"1,223",874,867,541,"4,234","2,435"
2021년12월_계_70~79세,"12,833","1,166","1,586",704,687,495,524,554,914,433,846,586,539,363,"2,130","1,306"
2021년12월_계_80~89세,"8,384",651,"1,072",572,486,350,402,389,632,286,620,426,395,255,"1,114",734
2021년12월_계_90~99세,"1,260",100,168,63,54,57,64,68,103,57,100,62,74,49,150,91
2021년12월_계_100세 이상,29,1,3,2,1,3,2,3,4,1,0,1,2,0,6,0
2021년12월_남_총인구수,"57,147","3,918","6,658","2,026","2,075","1,488","1,753","1,786","3,121","1,230","3,112","1,721","2,115","1,041","17,384","7,719"
2021년12월_남_연령구간인구수,"57,147","3,918","6,658","2,026","2,075","1,488","1,753","1,786","3,121","1,230","3,112","1,721","2,115","1,041","17,384","7,719"
2021년12월_남_0~9세,"3,424",149,445,53,46,47,32,40,92,27,192,36,60,31,"1,587",587
2021년12월_남_10~19세,"4,871",303,533,89,116,77,88,75,177,60,230,65,95,63,"1,995",905
2021년12월_남_20~29세,"6,016",376,699,157,149,124,119,124,208,61,235,128,242,71,"2,403",920
2021년12월_남_30~39세,"5,418",267,669,132,138,116,99,118,177,73,287,101,176,59,"2,275",731
2021년12월_남_40~49세,"7,743",489,888,214,234,160,199,199,283,117,309,154,273,106,"2,908","1,210"
2021년12월_남_50~59세,"10,190",720,"1,103",344,389,279,361,354,638,254,566,331,410,194,"2,806","1,441"
2021년12월_남_60~69세,"10,547",843,"1,247",499,526,320,453,470,853,323,646,466,468,271,"2,041","1,121"
2021년12월_남_70~79세,"5,810",503,700,312,321,241,250,263,448,205,387,277,250,160,949,544
2021년12월_남_80~89세,"2,809",240,335,206,144,113,131,130,218,95,231,145,125,73,377,246
2021년12월_남_90~99세,312,27,39,19,12,11,21,12,27,15,29,17,16,13,40,14
2021년12월_남_100세 이상,7,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0
2021년12월_여_총인구수,"57,336","4,043","6,685","1,998","2,048","1,452","1,739","1,728","2,935","1,194","3,020","1,659","1,866","1,136","17,559","8,274"
2021년12월_여_연령구간인구수,"57,336","4,043","6,685","1,998","2,048","1,452","1,739","1,728","2,935","1,194","3,020","1,659","1,866","1,136","17,559","8,274"
2021년12월_여_0~9세,"3,305",128,419,53,54,48,27,37,86,29,179,25,57,28,"1,569",566
2021년12월_여_10~19세,"4,562",299,510,80,118,67,71,82,141,41,163,56,112,68,"1,894",860
2021년12월_여_20~29세,"4,776",284,515,103,108,79,83,105,139,51,178,91,148,68,"2,069",755
2021년12월_여_30~39세,"4,773",214,571,85,101,86,98,91,149,40,253,58,89,51,"2,147",740
2021년12월_여_40~49세,"6,906",432,733,99,144,118,158,121,219,91,272,117,144,81,"2,910","1,267"
2021년12월_여_50~59세,"9,050",666,951,299,303,187,296,262,526,174,479,269,298,149,"2,746","1,445"
2021년12월_여_60~69세,"10,396",873,"1,231",476,469,327,416,422,715,306,577,408,399,270,"2,193","1,314"
2021년12월_여_70~79세,"7,023",663,886,392,366,254,274,291,466,228,459,309,289,203,"1,181",762
2021년12월_여_80~89세,"5,575",411,737,366,342,237,271,259,414,191,389,281,270,182,737,488
2021년12월_여_90~99세,948,73,129,44,42,46,43,56,76,42,71,45,58,36,110,77
2021년12월_여_100세 이상,22,0,3,1,1,3,2,2,4,1,0,0,2,0,3,0
