카테고리,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2021년12월_계_40~49세,"6,031","3,603",170,131,289,120,119,51,113,74,66,358,159,256,522
2021년12월_계_50~59세,"8,946","4,310",286,283,473,270,283,110,245,157,169,633,342,564,821
2021년12월_계_60~69세,"10,190","3,919",464,455,598,390,435,214,344,286,264,802,409,735,875
2021년12월_계_70~79세,"6,763","2,261",325,385,378,320,288,191,219,176,193,512,335,550,630
2021년12월_계_80~89세,"4,398","1,150",210,243,244,223,245,158,203,183,153,293,244,387,462
2021년12월_계_90~99세,704,174,29,37,43,41,52,22,41,34,32,42,39,58,60
2021년12월_계_100세 이상,15,4,1,0,1,1,0,0,1,1,2,0,2,1,1
2021년12월_남_총인구수,"25,297","12,022",911,887,"1,367",791,834,389,691,540,516,"1,719",857,"1,573","2,200"
2021년12월_남_연령구간인구수,"25,297","12,022",911,887,"1,367",791,834,389,691,540,516,"1,719",857,"1,573","2,200"
2021년12월_남_0~9세,"1,148",838,19,12,49,11,17,7,12,12,10,63,8,23,67
2021년12월_남_10~19세,"2,206","1,444",47,53,89,37,29,14,30,34,17,161,21,83,147
2021년12월_남_20~29세,"2,181","1,273",53,54,131,48,36,22,57,35,28,125,45,102,172
2021년12월_남_30~39세,"1,885","1,102",61,43,97,39,45,18,39,25,26,112,36,89,153
2021년12월_남_40~49세,"3,323","1,869",103,85,171,71,70,26,70,49,40,184,91,182,312
2021년12월_남_50~59세,"4,918","2,272",165,163,244,147,169,65,139,89,104,333,201,343,484
2021년12월_남_60~69세,"5,094","1,853",244,218,308,208,242,104,181,150,155,402,222,372,435
2021년12월_남_70~79세,"3,054",984,153,176,183,145,135,85,98,79,79,243,152,261,281
2021년12월_남_80~89세,"1,364",358,61,74,87,76,75,46,59,58,50,91,76,113,140
2021년12월_남_90~99세,122,28,5,9,8,9,16,2,6,9,6,5,5,5,9
2021년12월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년12월_여_총인구수,"25,181","11,964",858,934,"1,304",799,804,472,720,554,506,"1,815",866,"1,479","2,106"
2021년12월_여_연령구간인구수,"25,181","11,964",858,934,"1,304",799,804,472,720,554,506,"1,815",866,"1,479","2,106"
2021년12월_여_0~9세,"1,129",793,21,12,49,9,15,4,25,10,16,74,9,28,64
2021년12월_여_10~19세,"1,852","1,190",32,43,83,27,27,15,27,32,14,150,26,59,127
2021년12월_여_20~29세,"1,507",913,23,35,81,24,31,21,27,20,18,108,28,66,112
2021년12월_여_30~39세,"1,523","1,012",28,35,66,30,16,14,28,15,14,101,20,51,93
2021년12월_여_40~49세,"2,708","1,734",67,46,118,49,49,25,43,25,26,174,68,74,210
2021년12월_여_50~59세,"4,028","2,038",121,120,229,123,114,45,106,68,65,300,141,221,337
2021년12월_여_60~69세,"5,096","2,066",220,237,290,182,193,110,163,136,109,400,187,363,440
2021년12월_여_70~79세,"3,709","1,277",172,209,195,175,153,106,121,97,114,269,183,289,349
2021년12월_여_80~89세,"3,034",792,149,169,157,147,170,112,144,125,103,202,168,274,322
2021년12월_여_90~99세,582,146,24,28,35,32,36,20,35,25,26,37,34,53,51
2021년12월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,2,1,1
