카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2021년05월_여_총인구수,"75,173","6,460","5,147","1,305","5,079","9,728","4,442","5,478","2,260","2,937","2,430","3,874","8,582","2,296","3,937","3,414","3,089","4,715"
2021년05월_여_연령구간인구수,"75,173","6,460","5,147","1,305","5,079","9,728","4,442","5,478","2,260","2,937","2,430","3,874","8,582","2,296","3,937","3,414","3,089","4,715"
2021년05월_여_0~9세,"3,627",383,280,58,264,570,372,409,92,89,56,116,338,67,98,170,134,131
2021년05월_여_10~19세,"5,437",532,373,79,419,800,546,438,154,121,143,209,687,106,226,251,193,160
2021년05월_여_20~29세,"11,876",791,664,147,608,"1,206",490,659,264,455,553,865,"2,246",285,557,436,403,"1,247"
2021년05월_여_30~39세,"9,877",869,821,174,623,"1,192",505,893,304,402,315,623,960,224,360,479,396,737
2021년05월_여_40~49세,"11,024","1,169",812,185,855,"1,492",757,958,380,371,233,469,"1,135",287,491,459,430,541
2021년05월_여_50~59세,"12,400","1,033",830,190,924,"1,759",674,824,379,402,393,548,"1,200",459,846,646,573,720
2021년05월_여_60~69세,"10,098",760,634,217,687,"1,392",545,631,310,503,324,493,843,443,692,513,479,632
2021년05월_여_70~79세,"6,580",563,422,138,422,731,344,438,237,347,269,323,703,253,447,282,309,352
2021년05월_여_80~89세,"3,559",307,258,95,222,463,177,195,112,201,120,202,398,149,190,156,145,169
2021년05월_여_90~99세,654,47,50,17,52,118,31,32,27,44,23,25,67,23,27,22,24,25
2021년05월_여_100세 이상,41,6,3,5,3,5,1,1,1,2,1,1,5,0,3,0,3,1
2021년06월_계_총인구수,"146,029","12,024","9,371","2,498","9,703","18,204","8,318","10,167","4,210","7,226","5,150","7,347","16,489","4,966","8,057","6,708","5,942","9,649"
2021년06월_계_연령구간인구수,"146,029","12,024","9,371","2,498","9,703","18,204","8,318","10,167","4,210","7,226","5,150","7,347","16,489","4,966","8,057","6,708","5,942","9,649"
2021년06월_계_0~9세,"7,275",773,566,106,522,"1,162",687,839,183,188,105,231,646,134,220,364,278,271
2021년06월_계_10~19세,"10,684","1,142",671,181,880,"1,605",992,821,333,219,253,395,"1,317",225,461,492,356,341
2021년06월_계_20~29세,"23,147","1,573","1,237",313,"1,282","2,413",921,"1,244",487,924,"1,089","1,611","4,403",606,"1,152",956,788,"2,148"
2021년06월_계_30~39세,"19,595","1,599","1,458",321,"1,212","2,214",921,"1,608",566,929,720,"1,250","2,044",534,879,926,815,"1,599"
2021년06월_계_40~49세,"21,433","2,112","1,458",353,"1,596","2,693","1,428","1,808",723,943,575,927,"2,164",596,"1,023",918,885,"1,231"
2021년06월_계_50~59세,"24,939","1,910","1,509",390,"1,676","3,240","1,407","1,573",708,"1,318",907,"1,094","2,323","1,055","1,797","1,236","1,142","1,654"
2021년06월_계_60~69세,"20,192","1,383","1,203",408,"1,313","2,613","1,019","1,175",583,"1,424",755,937,"1,645","1,029","1,403","1,033",909,"1,360"
2021년06월_계_70~79세,"11,791",939,723,249,767,"1,324",587,723,400,828,499,554,"1,183",518,766,509,512,710
2021년06월_계_80~89세,"5,985",514,460,143,376,774,309,332,191,385,217,308,665,236,311,238,227,299
2021년06월_계_90~99세,936,72,81,28,75,158,44,43,34,62,30,38,96,33,42,35,30,35
2021년06월_계_100세 이상,52,7,5,6,4,8,3,1,2,6,0,2,3,0,3,1,0,1
2021년06월_남_총인구수,"70,985","5,580","4,225","1,191","4,639","8,478","3,877","4,698","1,944","4,305","2,749","3,472","7,949","2,664","4,135","3,297","2,869","4,913"
2021년06월_남_연령구간인구수,"70,985","5,580","4,225","1,191","4,639","8,478","3,877","4,698","1,944","4,305","2,749","3,472","7,949","2,664","4,135","3,297","2,869","4,913"
2021년06월_남_0~9세,"3,651",391,284,48,259,599,315,431,91,98,49,115,309,65,123,194,145,135
2021년06월_남_10~19세,"5,311",613,295,104,468,805,447,378,180,109,120,187,658,120,238,246,161,182
2021년06월_남_20~29세,"11,255",778,569,162,678,"1,206",424,586,221,465,542,752,"2,163",325,598,509,384,893
2021년06월_남_30~39세,"9,743",738,642,149,587,"1,019",426,721,268,531,413,620,"1,086",307,516,451,416,853
2021년06월_남_40~49세,"10,450",948,652,169,737,"1,208",669,852,341,577,341,458,"1,038",314,536,464,459,687
2021년06월_남_50~59세,"12,579",878,682,198,763,"1,484",736,762,330,916,515,543,"1,126",599,950,593,563,941
2021년06월_남_60~69세,"10,055",621,568,189,624,"1,212",470,537,268,923,434,442,797,581,712,514,433,730
2021년06월_남_70~79세,"5,224",381,298,112,346,595,247,285,161,481,229,234,480,257,323,227,215,353
2021년06월_남_80~89세,"2,413",207,201,48,155,308,128,134,76,183,99,107,263,85,122,82,86,129
2021년06월_남_90~99세,288,24,32,11,21,39,13,12,7,19,7,13,29,11,17,16,7,10
2021년06월_남_100세 이상,16,1,2,1,1,3,2,0,1,3,0,1,0,0,0,1,0,0
2021년06월_여_총인구수,"75,044","6,444","5,146","1,307","5,064","9,726","4,441","5,469","2,266","2,921","2,401","3,875","8,540","2,302","3,922","3,411","3,073","4,736"
2021년06월_여_연령구간인구수,"75,044","6,444","5,146","1,307","5,064","9,726","4,441","5,469","2,266","2,921","2,401","3,875","8,540","2,302","3,922","3,411","3,073","4,736"
2021년06월_여_0~9세,"3,624",382,282,58,263,563,372,408,92,90,56,116,337,69,97,170,133,136
2021년06월_여_10~19세,"5,373",529,376,77,412,800,545,443,153,110,133,208,659,105,223,246,195,159
2021년06월_여_20~29세,"11,892",795,668,151,604,"1,207",497,658,266,459,547,859,"2,240",281,554,447,404,"1,255"
2021년06월_여_30~39세,"9,852",861,816,172,625,"1,195",495,887,298,398,307,630,958,227,363,475,399,746
2021년06월_여_40~49세,"10,983","1,164",806,184,859,"1,485",759,956,382,366,234,469,"1,126",282,487,454,426,544
2021년06월_여_50~59세,"12,360","1,032",827,192,913,"1,756",671,811,378,402,392,551,"1,197",456,847,643,579,713
2021년06월_여_60~69세,"10,137",762,635,219,689,"1,401",549,638,315,501,321,495,848,448,691,519,476,630
2021년06월_여_70~79세,"6,567",558,425,137,421,729,340,438,239,347,270,320,703,261,443,282,297,357
2021년06월_여_80~89세,"3,572",307,259,95,221,466,181,198,115,202,118,201,402,151,189,156,141,170
2021년06월_여_90~99세,648,48,49,17,54,119,31,31,27,43,23,25,67,22,25,19,23,25
2021년06월_여_100세 이상,36,6,3,5,3,5,1,1,1,3,0,1,3,0,3,0,0,1
2021년07월_계_총인구수,"145,692","12,035","9,376","2,484","9,679","18,177","8,275","10,122","4,179","7,204","5,121","7,310","16,463","4,964","8,037","6,706","5,923","9,637"
2021년07월_계_연령구간인구수,"145,692","12,035","9,376","2,484","9,679","18,177","8,275","10,122","4,179","7,204","5,121","7,310","16,463","4,964","8,037","6,706","5,923","9,637"
2021년07월_계_0~9세,"7,230",776,560,97,527,"1,154",675,842,183,186,103,228,633,133,216,368,278,271
2021년07월_계_10~19세,"10,622","1,144",667,178,875,"1,599",994,809,327,219,239,386,"1,315",224,463,493,354,336
2021년07월_계_20~29세,"23,039","1,573","1,244",314,"1,274","2,399",901,"1,231",489,926,"1,069","1,609","4,380",609,"1,148",939,781,"2,153"
2021년07월_계_30~39세,"19,584","1,600","1,470",323,"1,206","2,213",916,"1,605",558,920,735,"1,243","2,044",531,882,936,807,"1,595"
2021년07월_계_40~49세,"21,341","2,115","1,448",348,"1,600","2,693","1,421","1,797",711,936,569,916,"2,153",596,"1,017",912,880,"1,229"
2021년07월_계_50~59세,"24,890","1,912","1,508",387,"1,666","3,232","1,396","1,561",707,"1,317",903,"1,093","2,337","1,050","1,792","1,241","1,136","1,652"
2021년07월_계_60~69세,"20,221","1,384","1,209",414,"1,314","2,623","1,027","1,180",583,"1,409",760,927,"1,655","1,032","1,399","1,039",916,"1,350"
2021년07월_계_70~79세,"11,774",935,720,247,758,"1,322",586,723,393,832,495,561,"1,184",520,762,509,513,714
2021년07월_계_80~89세,"5,995",517,460,142,381,770,314,331,192,392,218,307,661,238,314,233,226,299
2021년07월_계_90~99세,943,72,85,28,74,164,41,41,34,62,30,38,98,31,41,35,32,37
2021년07월_계_100세 이상,53,7,5,6,4,8,4,2,2,5,0,2,3,0,3,1,0,1
2021년07월_남_총인구수,"70,810","5,581","4,221","1,181","4,625","8,470","3,856","4,668","1,930","4,288","2,733","3,461","7,955","2,664","4,130","3,292","2,862","4,893"
2021년07월_남_연령구간인구수,"70,810","5,581","4,221","1,181","4,625","8,470","3,856","4,668","1,930","4,288","2,733","3,461","7,955","2,664","4,130","3,292","2,862","4,893"
2021년07월_남_0~9세,"3,643",394,281,42,264,596,308,432,95,95,50,115,307,64,122,196,145,137
2021년07월_남_10~19세,"5,279",609,295,103,465,804,449,376,174,112,111,182,656,119,239,246,161,178
2021년07월_남_20~29세,"11,179",779,567,160,669,"1,195",420,576,219,462,524,753,"2,161",329,595,498,382,890
2021년07월_남_30~39세,"9,739",736,646,152,587,"1,020",418,714,261,532,423,618,"1,089",305,518,461,412,847
2021년07월_남_40~49세,"10,393",951,645,167,739,"1,214",667,843,341,565,337,457,"1,035",310,530,456,454,682
2021년07월_남_50~59세,"12,576",875,681,196,759,"1,479",730,761,330,920,518,544,"1,134",600,953,590,562,944
2021년07월_남_60~69세,"10,057",625,574,190,624,"1,220",474,534,267,912,435,437,800,581,709,518,435,722
2021년07월_남_70~79세,"5,212",374,296,111,342,591,248,286,158,481,229,235,481,260,323,227,216,354
2021년07월_남_80~89세,"2,424",213,201,48,155,306,128,134,77,188,99,105,262,85,124,83,87,129
2021년07월_남_90~99세,292,24,33,11,20,42,12,12,7,18,7,14,30,11,17,16,8,10
2021년07월_남_100세 이상,16,1,2,1,1,3,2,0,1,3,0,1,0,0,0,1,0,0
2021년07월_여_총인구수,"74,882","6,454","5,155","1,303","5,054","9,707","4,419","5,454","2,249","2,916","2,388","3,849","8,508","2,300","3,907","3,414","3,061","4,744"
2021년07월_여_연령구간인구수,"74,882","6,454","5,155","1,303","5,054","9,707","4,419","5,454","2,249","2,916","2,388","3,849","8,508","2,300","3,907","3,414","3,061","4,744"
2021년07월_여_0~9세,"3,587",382,279,55,263,558,367,410,88,91,53,113,326,69,94,172,133,134
2021년07월_여_10~19세,"5,343",535,372,75,410,795,545,433,153,107,128,204,659,105,224,247,193,158
2021년07월_여_20~29세,"11,860",794,677,154,605,"1,204",481,655,270,464,545,856,"2,219",280,553,441,399,"1,263"
2021년07월_여_30~39세,"9,845",864,824,171,619,"1,193",498,891,297,388,312,625,955,226,364,475,395,748
2021년07월_여_40~49세,"10,948","1,164",803,181,861,"1,479",754,954,370,371,232,459,"1,118",286,487,456,426,547
2021년07월_여_50~59세,"12,314","1,037",827,191,907,"1,753",666,800,377,397,385,549,"1,203",450,839,651,574,708
2021년07월_여_60~69세,"10,164",759,635,224,690,"1,403",553,646,316,497,325,490,855,451,690,521,481,628
2021년07월_여_70~79세,"6,562",561,424,136,416,731,338,437,235,351,266,326,703,260,439,282,297,360
2021년07월_여_80~89세,"3,571",304,259,94,226,464,186,197,115,204,119,202,399,153,190,150,139,170
2021년07월_여_90~99세,651,48,52,17,54,122,29,29,27,44,23,24,68,20,24,19,24,27
2021년07월_여_100세 이상,37,6,3,5,3,5,2,2,1,2,0,1,3,0,3,0,0,1
2021년08월_계_총인구수,"145,551","12,014","9,360","2,475","9,661","18,132","8,298","10,107","4,148","7,199","5,110","7,315","16,499","4,925","8,021","6,699","5,897","9,691"
2021년08월_계_연령구간인구수,"145,551","12,014","9,360","2,475","9,661","18,132","8,298","10,107","4,148","7,199","5,110","7,315","16,499","4,925","8,021","6,699","5,897","9,691"
2021년08월_계_0~9세,"7,155",765,550,99,513,"1,154",669,838,184,188,100,227,626,134,210,364,264,270
2021년08월_계_10~19세,"10,587","1,142",669,175,878,"1,585",990,806,326,217,237,381,"1,331",217,456,488,351,338
2021년08월_계_20~29세,"23,034","1,582","1,227",317,"1,264","2,383",909,"1,223",483,915,"1,067","1,616","4,391",597,"1,141",932,774,"2,213"
2021년08월_계_30~39세,"19,549","1,591","1,464",326,"1,202","2,189",918,"1,609",545,922,736,"1,244","2,044",541,896,937,800,"1,585"
2021년08월_계_40~49세,"21,228","2,098","1,456",339,"1,587","2,679","1,417","1,781",708,935,570,911,"2,148",587,"1,006",910,875,"1,221"
2021년08월_계_50~59세,"24,917","1,910","1,512",386,"1,674","3,234","1,411","1,563",706,"1,322",898,"1,099","2,348","1,033","1,796","1,247","1,129","1,649"
2021년08월_계_60~69세,"20,258","1,384","1,206",414,"1,328","2,648","1,031","1,185",573,"1,409",757,920,"1,661","1,028","1,388","1,042",931,"1,353"
2021년08월_계_70~79세,"11,789",940,726,245,756,"1,316",589,724,397,824,497,567,"1,181",519,769,509,506,724
2021년08월_계_80~89세,"6,028",521,461,141,381,771,318,333,190,398,219,308,668,236,315,232,236,300
2021년08월_계_90~99세,952,74,85,27,73,165,42,43,34,63,29,40,98,33,41,37,31,37
2021년08월_계_100세 이상,54,7,4,6,5,8,4,2,2,6,0,2,3,0,3,1,0,1
2021년08월_남_총인구수,"70,715","5,570","4,205","1,171","4,621","8,447","3,862","4,670","1,918","4,270","2,724","3,460","7,987","2,637","4,125","3,293","2,852","4,903"
2021년08월_남_연령구간인구수,"70,715","5,570","4,205","1,171","4,621","8,447","3,862","4,670","1,918","4,270","2,724","3,460","7,987","2,637","4,125","3,293","2,852","4,903"
2021년08월_남_0~9세,"3,617",392,275,43,257,604,303,429,97,96,49,114,301,65,118,197,140,137
2021년08월_남_10~19세,"5,256",606,296,100,473,792,446,379,171,112,112,178,661,117,233,242,161,177
2021년08월_남_20~29세,"11,140",784,560,159,667,"1,175",419,563,220,451,513,754,"2,182",319,599,493,378,904
2021년08월_남_30~39세,"9,748",740,641,151,586,"1,011",420,723,258,532,428,623,"1,093",311,522,464,408,837
2021년08월_남_40~49세,"10,325",937,641,161,732,"1,213",665,838,340,560,334,454,"1,032",303,528,455,456,676
2021년08월_남_50~59세,"12,552",874,685,197,758,"1,473",738,763,327,917,513,544,"1,139",590,947,589,556,942
2021년08월_남_60~69세,"10,095",619,572,189,632,"1,234",477,537,263,915,438,431,805,580,703,526,442,732
2021년08월_남_70~79세,"5,229",377,299,112,339,590,252,288,158,475,231,239,481,256,333,228,213,358
2021년08월_남_80~89세,"2,443",217,202,47,157,309,127,138,76,190,99,108,262,84,125,82,90,130
2021년08월_남_90~99세,293,23,32,11,19,43,13,12,7,18,7,14,31,12,17,16,8,10
2021년08월_남_100세 이상,17,1,2,1,1,3,2,0,1,4,0,1,0,0,0,1,0,0
2021년08월_여_총인구수,"74,836","6,444","5,155","1,304","5,040","9,685","4,436","5,437","2,230","2,929","2,386","3,855","8,512","2,288","3,896","3,406","3,045","4,788"
2021년08월_여_연령구간인구수,"74,836","6,444","5,155","1,304","5,040","9,685","4,436","5,437","2,230","2,929","2,386","3,855","8,512","2,288","3,896","3,406","3,045","4,788"
2021년08월_여_0~9세,"3,538",373,275,56,256,550,366,409,87,92,51,113,325,69,92,167,124,133
2021년08월_여_10~19세,"5,331",536,373,75,405,793,544,427,155,105,125,203,670,100,223,246,190,161
2021년08월_여_20~29세,"11,894",798,667,158,597,"1,208",490,660,263,464,554,862,"2,209",278,542,439,396,"1,309"
2021년08월_여_30~39세,"9,801",851,823,175,616,"1,178",498,886,287,390,308,621,951,230,374,473,392,748
2021년08월_여_40~49세,"10,903","1,161",815,178,855,"1,466",752,943,368,375,236,457,"1,116",284,478,455,419,545
2021년08월_여_50~59세,"12,365","1,036",827,189,916,"1,761",673,800,379,405,385,555,"1,209",443,849,658,573,707
2021년08월_여_60~69세,"10,163",765,634,225,696,"1,414",554,648,310,494,319,489,856,448,685,516,489,621
2021년08월_여_70~79세,"6,560",563,427,133,417,726,337,436,239,349,266,328,700,263,436,281,293,366
2021년08월_여_80~89세,"3,585",304,259,94,224,462,191,195,114,208,120,200,406,152,190,150,146,170
2021년08월_여_90~99세,659,51,53,16,54,122,29,31,27,45,22,26,67,21,24,21,23,27
2021년08월_여_100세 이상,37,6,2,5,4,5,2,2,1,2,0,1,3,0,3,0,0,1
2021년09월_계_총인구수,"145,512","12,020","9,379","2,490","9,648","18,158","8,295","10,071","4,162","7,187","5,133","7,312","16,530","4,943","7,985","6,668","5,881","9,650"
2021년09월_계_연령구간인구수,"145,512","12,020","9,379","2,490","9,648","18,158","8,295","10,071","4,162","7,187","5,133","7,312","16,530","4,943","7,985","6,668","5,881","9,650"
2021년09월_계_0~9세,"7,148",762,553,102,513,"1,153",673,838,184,187,97,226,625,138,207,365,259,266
2021년09월_계_10~19세,"10,565","1,145",668,177,871,"1,595",983,792,325,224,232,375,"1,341",219,446,481,352,339
2021년09월_계_20~29세,"23,036","1,567","1,223",326,"1,252","2,391",900,"1,227",487,927,"1,095","1,611","4,394",602,"1,139",924,766,"2,205"
2021년09월_계_30~39세,"19,517","1,592","1,466",320,"1,207","2,172",914,"1,598",546,922,742,"1,237","2,050",546,892,933,803,"1,577"
2021년09월_계_40~49세,"21,226","2,110","1,465",347,"1,589","2,678","1,422","1,779",716,924,567,916,"2,147",587,"1,004",898,872,"1,205"
2021년09월_계_50~59세,"24,921","1,919","1,519",385,"1,676","3,243","1,407","1,567",709,"1,316",895,"1,101","2,365","1,031","1,784","1,239","1,132","1,633"
2021년09월_계_60~69세,"20,291","1,391","1,207",416,"1,327","2,653","1,043","1,176",571,"1,400",764,929,"1,657","1,031","1,384","1,052",927,"1,363"
2021년09월_계_70~79세,"11,727",934,720,243,748,"1,314",587,720,398,814,492,568,"1,176",517,768,507,498,723
2021년09월_계_80~89세,"6,081",521,467,142,387,789,321,330,190,403,219,306,672,239,321,232,240,302
2021년09월_계_90~99세,943,72,88,26,73,162,41,42,34,64,28,40,99,33,37,36,32,36
2021년09월_계_100세 이상,57,7,3,6,5,8,4,2,2,6,2,3,4,0,3,1,0,1
2021년09월_남_총인구수,"70,666","5,569","4,208","1,181","4,606","8,471","3,863","4,649","1,925","4,254","2,750","3,450","7,995","2,643","4,112","3,281","2,844","4,865"
2021년09월_남_연령구간인구수,"70,666","5,569","4,208","1,181","4,606","8,471","3,863","4,649","1,925","4,254","2,750","3,450","7,995","2,643","4,112","3,281","2,844","4,865"
2021년09월_남_0~9세,"3,615",393,274,45,257,605,308,425,98,95,48,111,303,65,116,200,138,134
2021년09월_남_10~19세,"5,251",605,292,101,470,802,441,373,171,113,111,175,667,119,231,240,162,178
2021년09월_남_20~29세,"11,117",776,550,165,660,"1,183",421,571,221,452,523,745,"2,181",318,596,486,374,895
2021년09월_남_30~39세,"9,717",741,646,149,583,"1,005",415,713,259,528,436,615,"1,092",315,521,465,408,826
2021년09월_남_40~49세,"10,319",939,648,166,727,"1,210",669,839,343,558,336,458,"1,030",300,529,449,456,662
2021년09월_남_50~59세,"12,540",876,692,193,758,"1,475",732,763,328,912,514,544,"1,148",589,941,584,558,933
2021년09월_남_60~69세,"10,122",624,569,192,635,"1,241",485,530,262,906,442,437,798,587,701,531,441,741
2021년09월_남_70~79세,"5,209",375,298,110,338,593,250,286,159,473,230,241,481,253,331,227,209,355
2021년09월_남_80~89세,"2,471",218,205,48,158,315,127,137,76,195,101,108,264,86,130,83,89,131
2021년09월_남_90~99세,287,21,32,11,19,39,13,12,7,18,8,15,31,11,16,15,9,10
2021년09월_남_100세 이상,18,1,2,1,1,3,2,0,1,4,1,1,0,0,0,1,0,0
2021년09월_여_총인구수,"74,846","6,451","5,171","1,309","5,042","9,687","4,432","5,422","2,237","2,933","2,383","3,862","8,535","2,300","3,873","3,387","3,037","4,785"
2021년09월_여_연령구간인구수,"74,846","6,451","5,171","1,309","5,042","9,687","4,432","5,422","2,237","2,933","2,383","3,862","8,535","2,300","3,873","3,387","3,037","4,785"
2021년09월_여_0~9세,"3,533",369,279,57,256,548,365,413,86,92,49,115,322,73,91,165,121,132
2021년09월_여_10~19세,"5,314",540,376,76,401,793,542,419,154,111,121,200,674,100,215,241,190,161
2021년09월_여_20~29세,"11,919",791,673,161,592,"1,208",479,656,266,475,572,866,"2,213",284,543,438,392,"1,310"
2021년09월_여_30~39세,"9,800",851,820,171,624,"1,167",499,885,287,394,306,622,958,231,371,468,395,751
2021년09월_여_40~49세,"10,907","1,171",817,181,862,"1,468",753,940,373,366,231,458,"1,117",287,475,449,416,543
2021년09월_여_50~59세,"12,381","1,043",827,192,918,"1,768",675,804,381,404,381,557,"1,217",442,843,655,574,700
2021년09월_여_60~69세,"10,169",767,638,224,692,"1,412",558,646,309,494,322,492,859,444,683,521,486,622
2021년09월_여_70~79세,"6,518",559,422,133,410,721,337,434,239,341,262,327,695,264,437,280,289,368
2021년09월_여_80~89세,"3,610",303,262,94,229,474,194,193,114,208,118,198,408,153,191,149,151,171
2021년09월_여_90~99세,656,51,56,15,54,123,28,30,27,46,20,25,68,22,21,21,23,26
2021년09월_여_100세 이상,39,6,1,5,4,5,2,2,1,2,1,2,4,0,3,0,0,1
2021년10월_계_총인구수,"145,346","12,011","9,367","2,478","9,631","18,145","8,312","10,088","4,156","7,188","5,130","7,289","16,515","4,926","7,980","6,640","5,867","9,623"
2021년10월_계_연령구간인구수,"145,346","12,011","9,367","2,478","9,631","18,145","8,312","10,088","4,156","7,188","5,130","7,289","16,515","4,926","7,980","6,640","5,867","9,623"
2021년10월_계_0~9세,"7,095",754,552,100,507,"1,154",659,837,181,187,98,223,619,136,208,366,254,260
2021년10월_계_10~19세,"10,543","1,155",680,175,861,"1,587",991,792,327,225,224,373,"1,336",215,441,478,347,336
2021년10월_계_20~29세,"22,957","1,567","1,207",326,"1,241","2,364",907,"1,218",484,930,"1,106","1,613","4,393",601,"1,141",909,756,"2,194"
2021년10월_계_30~39세,"19,475","1,593","1,456",309,"1,214","2,180",906,"1,579",543,919,742,"1,238","2,036",548,898,939,802,"1,573"
2021년10월_계_40~49세,"21,176","2,095","1,469",353,"1,578","2,684","1,422","1,802",710,920,562,904,"2,148",583,986,889,861,"1,210"
2021년10월_계_50~59세,"24,947","1,919","1,520",382,"1,678","3,254","1,424","1,577",717,"1,318",884,"1,084","2,378","1,023","1,792","1,233","1,139","1,625"
2021년10월_계_60~69세,"20,331","1,401","1,204",413,"1,334","2,652","1,047","1,178",570,"1,408",773,938,"1,649","1,033","1,383","1,052",934,"1,362"
2021년10월_계_70~79세,"11,712",929,717,247,753,"1,310",586,724,395,809,492,566,"1,177",513,766,507,499,722
2021년10월_계_80~89세,"6,115",521,471,142,387,793,325,337,194,401,220,306,673,242,324,232,242,305
2021년10월_계_90~99세,941,72,88,25,74,160,41,42,33,65,27,40,102,32,38,34,33,35
2021년10월_계_100세 이상,54,5,3,6,4,7,4,2,2,6,2,4,4,0,3,1,0,1
2021년10월_남_총인구수,"70,552","5,553","4,206","1,178","4,599","8,453","3,868","4,653","1,919","4,252","2,747","3,446","7,988","2,632","4,105","3,270","2,830","4,853"
2021년10월_남_연령구간인구수,"70,552","5,553","4,206","1,178","4,599","8,453","3,868","4,653","1,919","4,252","2,747","3,446","7,988","2,632","4,105","3,270","2,830","4,853"
2021년10월_남_0~9세,"3,589",386,275,44,255,604,301,420,97,95,49,111,301,65,117,200,136,133
2021년10월_남_10~19세,"5,243",616,300,99,468,792,447,373,170,115,104,176,665,116,228,239,159,176
2021년10월_남_20~29세,"11,074",774,546,167,647,"1,171",422,566,221,445,531,744,"2,186",317,597,479,368,893
2021년10월_남_30~39세,"9,696",740,643,143,590,"1,016",412,704,255,524,436,619,"1,081",317,522,465,404,825
2021년10월_남_40~49세,"10,264",928,646,170,719,"1,204",666,845,336,559,334,454,"1,030",298,519,444,450,662
2021년10월_남_50~59세,"12,548",874,691,194,759,"1,477",738,769,335,913,507,536,"1,155",582,942,584,559,933
2021년10월_남_60~69세,"10,150",628,569,189,640,"1,246",487,535,263,918,447,441,788,587,703,534,443,732
2021년10월_남_70~79세,"5,207",370,298,112,344,586,251,289,157,466,231,243,484,249,330,226,213,358
2021년10월_남_80~89세,"2,480",214,204,48,158,318,129,140,78,195,100,107,265,90,130,83,90,131
2021년10월_남_90~99세,283,22,32,11,18,36,13,12,6,18,7,14,33,11,17,15,8,10
2021년10월_남_100세 이상,18,1,2,1,1,3,2,0,1,4,1,1,0,0,0,1,0,0
2021년10월_여_총인구수,"74,794","6,458","5,161","1,300","5,032","9,692","4,444","5,435","2,237","2,936","2,383","3,843","8,527","2,294","3,875","3,370","3,037","4,770"
2021년10월_여_연령구간인구수,"74,794","6,458","5,161","1,300","5,032","9,692","4,444","5,435","2,237","2,936","2,383","3,843","8,527","2,294","3,875","3,370","3,037","4,770"
2021년10월_여_0~9세,"3,506",368,277,56,252,550,358,417,84,92,49,112,318,71,91,166,118,127
2021년10월_여_10~19세,"5,300",539,380,76,393,795,544,419,157,110,120,197,671,99,213,239,188,160
2021년10월_여_20~29세,"11,883",793,661,159,594,"1,193",485,652,263,485,575,869,"2,207",284,544,430,388,"1,301"
2021년10월_여_30~39세,"9,779",853,813,166,624,"1,164",494,875,288,395,306,619,955,231,376,474,398,748
2021년10월_여_40~49세,"10,912","1,167",823,183,859,"1,480",756,957,374,361,228,450,"1,118",285,467,445,411,548
2021년10월_여_50~59세,"12,399","1,045",829,188,919,"1,777",686,808,382,405,377,548,"1,223",441,850,649,580,692
2021년10월_여_60~69세,"10,181",773,635,224,694,"1,406",560,643,307,490,326,497,861,446,680,518,491,630
2021년10월_여_70~79세,"6,505",559,419,135,409,724,335,435,238,343,261,323,693,264,436,281,286,364
2021년10월_여_80~89세,"3,635",307,267,94,229,475,196,197,116,206,120,199,408,152,194,149,152,174
2021년10월_여_90~99세,658,50,56,14,56,124,28,30,27,47,20,26,69,21,21,19,25,25
2021년10월_여_100세 이상,36,4,1,5,3,4,2,2,1,2,1,3,4,0,3,0,0,1
2021년11월_계_총인구수,"145,073","12,006","9,367","2,467","9,629","18,152","8,292","10,069","4,127","7,174","5,127","7,285","16,437","4,888","7,953","6,618","5,855","9,627"
2021년11월_계_연령구간인구수,"145,073","12,006","9,367","2,467","9,629","18,152","8,292","10,069","4,127","7,174","5,127","7,285","16,437","4,888","7,953","6,618","5,855","9,627"
2021년11월_계_0~9세,"7,039",749,555,101,500,"1,154",652,830,184,179,94,222,610,130,208,366,249,256
2021년11월_계_10~19세,"10,465","1,151",672,173,863,"1,585",990,789,320,228,222,365,"1,302",218,437,477,339,334
2021년11월_계_20~29세,"22,896","1,575","1,199",327,"1,236","2,356",904,"1,209",478,925,"1,114","1,612","4,384",593,"1,123",907,755,"2,199"
2021년11월_계_30~39세,"19,473","1,583","1,456",304,"1,218","2,182",903,"1,577",541,931,743,"1,232","2,031",546,910,929,798,"1,589"
2021년11월_계_40~49세,"21,065","2,090","1,476",345,"1,563","2,683","1,413","1,796",701,914,559,898,"2,115",584,982,888,861,"1,197"
2021년11월_계_50~59세,"24,982","1,923","1,536",386,"1,689","3,259","1,429","1,585",716,"1,308",886,"1,097","2,382","1,002","1,783","1,230","1,148","1,623"
2021년11월_계_60~69세,"20,362","1,401","1,205",409,"1,350","2,666","1,045","1,176",572,"1,412",766,943,"1,654","1,030","1,389","1,046",930,"1,368"
2021년11월_계_70~79세,"11,659",933,706,247,741,"1,303",585,724,388,804,493,564,"1,177",510,761,506,498,719
