카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021년09월_남_10~19세,"40,223","3,681","5,885","5,962",711,912,"3,370","1,316","1,016",423,113,"3,671","2,509",577,85,"4,503","1,997","3,492"
2021년09월_남_20~29세,"44,946","4,041","5,641","6,477",833,"1,747","3,609","2,088","1,275",504,225,"3,226","2,301","1,355",294,"4,780","1,880","4,670"
2021년09월_남_30~39세,"44,204","2,867","4,830","5,965","1,046","1,253","2,719","1,726",895,400,207,"3,553","2,146","1,177",291,"6,626","2,359","6,144"
2021년09월_남_40~49세,"65,844","4,964","8,533","9,880","1,340","1,677","4,932","2,070","1,600",558,263,"5,760","3,525","1,119",290,"8,712","3,680","6,941"
2021년09월_남_50~59세,"61,720","5,607","8,187","9,265","1,173","2,642","5,249","2,707","1,920",994,401,"4,308","3,100","1,939",484,"5,606","2,588","5,550"
2021년09월_남_60~69세,"43,662","3,780","5,788","6,124","1,000","2,254","2,984","2,410","1,403","1,035",489,"2,483","1,695","1,913",630,"3,738","1,662","4,274"
2021년09월_남_70~79세,"20,945","2,222","2,703","3,034",383,904,"1,534","1,035",759,555,227,"1,366",860,753,234,"1,865",665,"1,846"
2021년09월_남_80~89세,"7,633",828,"1,008","1,089",159,362,619,371,356,199,99,500,322,308,95,573,211,534
2021년09월_남_90~99세,659,82,84,94,13,30,48,33,38,18,7,43,30,28,6,39,20,46
2021년09월_남_100세 이상,32,4,1,3,1,0,1,2,5,2,3,2,0,1,0,1,1,5
2021년09월_여_총인구수,"366,050","30,865","45,824","52,208","7,383","11,347","26,668","14,597","9,814","4,311","1,994","29,561","18,627","9,064","1,878","43,747","18,188","39,974"
2021년09월_여_연령구간인구수,"366,050","30,865","45,824","52,208","7,383","11,347","26,668","14,597","9,814","4,311","1,994","29,561","18,627","9,064","1,878","43,747","18,188","39,974"
2021년09월_여_0~9세,"30,849","1,774","3,672","4,046",749,404,"1,773",809,556,143,88,"2,992","1,525",311,71,"5,506","2,233","4,197"
2021년09월_여_10~19세,"38,046","3,504","5,497","5,449",682,882,"3,150","1,190",870,301,118,"3,512","2,337",529,82,"4,502","1,858","3,583"
2021년09월_여_20~29세,"41,344","3,575","4,946","5,809",756,"1,378","3,190","1,803","1,229",345,176,"3,011","2,301","1,093",204,"4,846","1,828","4,854"
2021년09월_여_30~39세,"45,386","2,899","4,942","5,999","1,063","1,026","2,623","1,524",860,344,193,"3,948","2,184",852,179,"7,441","2,822","6,487"
2021년09월_여_40~49세,"65,723","5,584","8,497","9,735","1,262","1,484","4,962","2,055","1,552",444,235,"6,149","3,703",994,160,"8,287","3,667","6,953"
2021년09월_여_50~59세,"59,177","5,497","7,239","8,624","1,139","2,362","4,696","2,869","1,766",788,359,"4,264","2,962","1,892",365,"5,670","2,659","6,026"
2021년09월_여_60~69세,"45,909","4,117","5,781","6,606",990,"2,006","3,108","2,406","1,467",945,427,"2,978","1,881","1,856",435,"4,309","1,912","4,685"
2021년09월_여_70~79세,"24,876","2,492","3,326","3,855",430,"1,066","1,981","1,192",949,571,230,"1,789","1,085",861,231,"2,027",777,"2,014"
2021년09월_여_80~89세,"12,436","1,203","1,667","1,786",246,627,"1,022",649,470,322,138,758,556,565,133,954,359,981
2021년09월_여_90~99세,"2,193",212,244,289,66,106,159,91,80,103,30,151,92,108,15,196,71,180
2021년09월_여_100세 이상,111,8,13,10,0,6,4,9,15,5,0,9,1,3,3,9,2,14
2021년10월_계_총인구수,"729,918","60,677","92,364","104,322","14,884","23,529","53,627","29,092","19,623","9,158","4,095","57,654","36,728","18,496","4,328","87,042","35,571","78,728"
2021년10월_계_연령구간인구수,"729,918","60,677","92,364","104,322","14,884","23,529","53,627","29,092","19,623","9,158","4,095","57,654","36,728","18,496","4,328","87,042","35,571","78,728"
2021년10월_계_0~9세,"63,396","3,686","7,571","8,309","1,556",911,"3,662","1,579","1,147",316,188,"6,169","3,132",634,150,"11,278","4,532","8,576"
2021년10월_계_10~19세,"78,253","7,171","11,374","11,400","1,391","1,775","6,498","2,502","1,883",694,226,"7,159","4,833","1,100",167,"9,074","3,870","7,136"
2021년10월_계_20~29세,"86,332","7,578","10,591","12,263","1,583","3,107","6,790","3,877","2,493",845,397,"6,229","4,600","2,442",492,"9,741","3,686","9,618"
2021년10월_계_30~39세,"89,602","5,721","9,718","11,898","2,110","2,262","5,329","3,237","1,740",747,387,"7,470","4,330","2,002",464,"14,222","5,132","12,833"
2021년10월_계_40~49세,"131,602","10,465","16,986","19,542","2,620","3,140","9,872","4,118","3,122",995,500,"11,879","7,220","2,108",443,"17,173","7,357","14,062"
2021년10월_계_50~59세,"121,467","11,119","15,458","17,958","2,326","4,994","9,982","5,573","3,685","1,787",754,"8,642","6,070","3,792",845,"11,504","5,294","11,684"
2021년10월_계_60~69세,"90,083","7,893","11,608","12,777","1,991","4,244","6,137","4,813","2,876","1,990",909,"5,471","3,600","3,781","1,060","8,247","3,584","9,102"
2021년10월_계_70~79세,"45,947","4,695","6,018","6,886",822,"1,973","3,503","2,242","1,705","1,124",456,"3,151","1,929","1,621",456,"3,998","1,442","3,926"
2021년10월_계_80~89세,"20,205","2,040","2,694","2,890",400,980,"1,641","1,017",830,525,239,"1,276",892,876,228,"1,554",581,"1,542"
2021년10월_계_90~99세,"2,894",296,333,387,84,138,208,124,122,128,36,198,120,136,20,242,91,231
2021년10월_계_100세 이상,137,13,13,12,1,5,5,10,20,7,3,10,2,4,3,9,2,18
2021년10월_남_총인구수,"363,233","29,915","46,616","52,172","7,481","12,236","26,971","14,519","9,829","4,864","2,118","28,130","18,116","9,458","2,464","42,706","17,365","38,273"
2021년10월_남_연령구간인구수,"363,233","29,915","46,616","52,172","7,481","12,236","26,971","14,519","9,829","4,864","2,118","28,130","18,116","9,458","2,464","42,706","17,365","38,273"
2021년10월_남_0~9세,"32,604","1,923","3,928","4,285",803,509,"1,903",776,592,177,102,"3,209","1,614",318,80,"5,747","2,298","4,340"
2021년10월_남_10~19세,"40,250","3,671","5,886","5,960",719,907,"3,359","1,308","1,016",410,109,"3,655","2,504",574,86,"4,557","1,995","3,534"
2021년10월_남_20~29세,"44,979","4,019","5,652","6,456",832,"1,733","3,606","2,077","1,270",500,223,"3,236","2,306","1,350",292,"4,834","1,875","4,718"
2021년10월_남_30~39세,"44,213","2,843","4,822","5,952","1,047","1,248","2,715","1,721",888,409,203,"3,529","2,146","1,168",283,"6,678","2,323","6,238"
2021년10월_남_40~49세,"65,885","4,927","8,512","9,835","1,348","1,662","4,905","2,070","1,590",555,264,"5,742","3,534","1,121",282,"8,810","3,694","7,034"
2021년10월_남_50~59세,"62,003","5,618","8,203","9,311","1,174","2,639","5,278","2,714","1,909",997,395,"4,347","3,095","1,912",485,"5,701","2,626","5,599"
2021년10월_남_60~69세,"43,876","3,777","5,811","6,150",999,"2,241","3,009","2,404","1,403","1,036",485,"2,489","1,710","1,920",626,"3,824","1,656","4,336"
2021년10월_남_70~79세,"21,027","2,212","2,702","3,029",388,909,"1,521","1,040",761,553,226,"1,368",855,757,229,"1,932",664,"1,881"
2021년10월_남_80~89세,"7,701",836,"1,013","1,095",155,358,628,374,357,204,102,511,323,309,95,584,215,542
2021년10월_남_90~99세,664,85,86,96,15,30,46,33,38,21,6,42,29,28,6,38,19,46
2021년10월_남_100세 이상,31,4,1,3,1,0,1,2,5,2,3,2,0,1,0,1,0,5
2021년10월_여_총인구수,"366,685","30,762","45,748","52,150","7,403","11,293","26,656","14,573","9,794","4,294","1,977","29,524","18,612","9,038","1,864","44,336","18,206","40,455"
2021년10월_여_연령구간인구수,"366,685","30,762","45,748","52,150","7,403","11,293","26,656","14,573","9,794","4,294","1,977","29,524","18,612","9,038","1,864","44,336","18,206","40,455"
2021년10월_여_0~9세,"30,792","1,763","3,643","4,024",753,402,"1,759",803,555,139,86,"2,960","1,518",316,70,"5,531","2,234","4,236"
2021년10월_여_10~19세,"38,003","3,500","5,488","5,440",672,868,"3,139","1,194",867,284,117,"3,504","2,329",526,81,"4,517","1,875","3,602"
2021년10월_여_20~29세,"41,353","3,559","4,939","5,807",751,"1,374","3,184","1,800","1,223",345,174,"2,993","2,294","1,092",200,"4,907","1,811","4,900"
2021년10월_여_30~39세,"45,389","2,878","4,896","5,946","1,063","1,014","2,614","1,516",852,338,184,"3,941","2,184",834,181,"7,544","2,809","6,595"
2021년10월_여_40~49세,"65,717","5,538","8,474","9,707","1,272","1,478","4,967","2,048","1,532",440,236,"6,137","3,686",987,161,"8,363","3,663","7,028"
2021년10월_여_50~59세,"59,464","5,501","7,255","8,647","1,152","2,355","4,704","2,859","1,776",790,359,"4,295","2,975","1,880",360,"5,803","2,668","6,085"
2021년10월_여_60~69세,"46,207","4,116","5,797","6,627",992,"2,003","3,128","2,409","1,473",954,424,"2,982","1,890","1,861",434,"4,423","1,928","4,766"
2021년10월_여_70~79세,"24,920","2,483","3,316","3,857",434,"1,064","1,982","1,202",944,571,230,"1,783","1,074",864,227,"2,066",778,"2,045"
2021년10월_여_80~89세,"12,504","1,204","1,681","1,795",245,622,"1,013",643,473,321,137,765,569,567,133,970,366,"1,000"
2021년10월_여_90~99세,"2,230",211,247,291,69,108,162,91,84,107,30,156,91,108,14,204,72,185
2021년10월_여_100세 이상,106,9,12,9,0,5,4,8,15,5,0,8,2,3,3,8,2,13
2021년11월_계_총인구수,"731,497","60,458","92,181","104,106","14,799","23,546","53,650","28,960","19,568","9,043","4,076","57,549","36,705","18,483","4,294","89,655","35,511","78,913"
2021년11월_계_연령구간인구수,"731,497","60,458","92,181","104,106","14,799","23,546","53,650","28,960","19,568","9,043","4,076","57,549","36,705","18,483","4,294","89,655","35,511","78,913"
2021년11월_계_0~9세,"63,376","3,656","7,463","8,226","1,530",905,"3,647","1,563","1,140",312,180,"6,094","3,095",630,150,"11,826","4,475","8,484"
2021년11월_계_10~19세,"78,218","7,153","11,358","11,377","1,378","1,768","6,477","2,493","1,868",592,224,"7,146","4,853","1,087",164,"9,240","3,883","7,157"
2021년11월_계_20~29세,"86,248","7,549","10,569","12,206","1,548","3,106","6,804","3,846","2,478",821,402,"6,243","4,589","2,434",492,"9,865","3,668","9,628"
2021년11월_계_30~39세,"89,997","5,682","9,653","11,849","2,099","2,261","5,346","3,224","1,733",739,376,"7,397","4,303","1,994",465,"14,991","5,066","12,819"
2021년11월_계_40~49세,"131,812","10,414","16,897","19,483","2,614","3,125","9,852","4,087","3,101",989,502,"11,860","7,182","2,115",435,"17,639","7,406","14,111"
2021년11월_계_50~59세,"121,950","11,102","15,508","17,951","2,337","5,001","10,037","5,556","3,685","1,808",756,"8,663","6,126","3,789",838,"11,720","5,299","11,774"
2021년11월_계_60~69세,"90,498","7,857","11,649","12,829","1,984","4,277","6,139","4,810","2,891","1,988",911,"5,498","3,613","3,788","1,055","8,456","3,582","9,171"
2021년11월_계_70~79세,"46,032","4,697","6,016","6,872",829,"1,975","3,489","2,225","1,699","1,130",451,"3,158","1,921","1,631",445,"4,079","1,462","3,953"
2021년11월_계_80~89세,"20,328","2,032","2,723","2,915",390,986,"1,646","1,021",833,528,233,"1,280",904,875,228,"1,586",580,"1,568"
2021년11월_계_90~99세,"2,908",302,331,386,89,136,207,125,126,129,38,203,116,136,21,245,88,230
2021년11월_계_100세 이상,130,14,14,12,1,6,6,10,14,7,3,7,3,4,1,8,2,18
2021년11월_남_총인구수,"363,970","29,821","46,539","52,070","7,446","12,243","26,955","14,447","9,804","4,768","2,107","28,074","18,121","9,447","2,440","43,993","17,356","38,339"
2021년11월_남_연령구간인구수,"363,970","29,821","46,539","52,070","7,446","12,243","26,955","14,447","9,804","4,768","2,107","28,074","18,121","9,447","2,440","43,993","17,356","38,339"
2021년11월_남_0~9세,"32,566","1,909","3,869","4,241",791,502,"1,886",770,593,174,99,"3,175","1,592",315,79,"6,016","2,264","4,291"
2021년11월_남_10~19세,"40,249","3,650","5,882","5,955",720,911,"3,358","1,304","1,006",338,108,"3,640","2,519",570,84,"4,656","2,010","3,538"
2021년11월_남_20~29세,"44,902","4,017","5,633","6,429",810,"1,730","3,594","2,054","1,267",478,224,"3,255","2,305","1,348",292,"4,869","1,869","4,728"
2021년11월_남_30~39세,"44,437","2,829","4,805","5,932","1,048","1,251","2,727","1,711",881,405,197,"3,488","2,132","1,158",286,"7,057","2,307","6,223"
2021년11월_남_40~49세,"66,019","4,908","8,485","9,788","1,344","1,656","4,895","2,053","1,585",549,262,"5,740","3,509","1,122",273,"9,077","3,713","7,060"
2021년11월_남_50~59세,"62,215","5,613","8,222","9,328","1,178","2,641","5,302","2,704","1,906","1,006",398,"4,348","3,127","1,910",478,"5,794","2,634","5,626"
2021년11월_남_60~69세,"44,051","3,767","5,842","6,164",993,"2,252","3,004","2,401","1,407","1,032",484,"2,503","1,718","1,924",625,"3,912","1,652","4,371"
2021년11월_남_70~79세,"21,078","2,204","2,695","3,024",393,908,"1,514","1,040",757,557,224,"1,371",855,765,222,"1,976",677,"1,896"
2021년11월_남_80~89세,"7,754",835,"1,020","1,111",152,362,626,377,356,205,101,509,334,306,95,597,212,556
2021년11월_남_90~99세,670,84,85,95,16,30,48,31,42,22,7,44,30,28,6,39,18,45
2021년11월_남_100세 이상,29,5,1,3,1,0,1,2,4,2,3,1,0,1,0,0,0,5
2021년11월_여_총인구수,"367,527","30,637","45,642","52,036","7,353","11,303","26,695","14,513","9,764","4,275","1,969","29,475","18,584","9,036","1,854","45,662","18,155","40,574"
2021년11월_여_연령구간인구수,"367,527","30,637","45,642","52,036","7,353","11,303","26,695","14,513","9,764","4,275","1,969","29,475","18,584","9,036","1,854","45,662","18,155","40,574"
2021년11월_여_0~9세,"30,810","1,747","3,594","3,985",739,403,"1,761",793,547,138,81,"2,919","1,503",315,71,"5,810","2,211","4,193"
2021년11월_여_10~19세,"37,969","3,503","5,476","5,422",658,857,"3,119","1,189",862,254,116,"3,506","2,334",517,80,"4,584","1,873","3,619"
2021년11월_여_20~29세,"41,346","3,532","4,936","5,777",738,"1,376","3,210","1,792","1,211",343,178,"2,988","2,284","1,086",200,"4,996","1,799","4,900"
2021년11월_여_30~39세,"45,560","2,853","4,848","5,917","1,051","1,010","2,619","1,513",852,334,179,"3,909","2,171",836,179,"7,934","2,759","6,596"
2021년11월_여_40~49세,"65,793","5,506","8,412","9,695","1,270","1,469","4,957","2,034","1,516",440,240,"6,120","3,673",993,162,"8,562","3,693","7,051"
2021년11월_여_50~59세,"59,735","5,489","7,286","8,623","1,159","2,360","4,735","2,852","1,779",802,358,"4,315","2,999","1,879",360,"5,926","2,665","6,148"
2021년11월_여_60~69세,"46,447","4,090","5,807","6,665",991,"2,025","3,135","2,409","1,484",956,427,"2,995","1,895","1,864",430,"4,544","1,930","4,800"
2021년11월_여_70~79세,"24,954","2,493","3,321","3,848",436,"1,067","1,975","1,185",942,573,227,"1,787","1,066",866,223,"2,103",785,"2,057"
2021년11월_여_80~89세,"12,574","1,197","1,703","1,804",238,624,"1,020",644,477,323,132,771,570,569,133,989,368,"1,012"
2021년11월_여_90~99세,"2,238",218,246,291,73,106,159,94,84,107,31,159,86,108,15,206,70,185
2021년11월_여_100세 이상,101,9,13,9,0,6,5,8,10,5,0,6,3,3,1,8,2,13
2021년12월_계_총인구수,"733,798","60,226","93,408","104,016","14,794","23,505","53,494","28,863","19,511","8,957","4,086","57,475","36,620","18,448","4,220","91,650","35,495","79,030"
2021년12월_계_연령구간인구수,"733,798","60,226","93,408","104,016","14,794","23,505","53,494","28,863","19,511","8,957","4,086","57,475","36,620","18,448","4,220","91,650","35,495","79,030"
2021년12월_계_0~9세,"63,527","3,615","7,573","8,145","1,534",905,"3,605","1,549","1,130",303,182,"6,044","3,052",619,146,"12,259","4,466","8,400"
2021년12월_계_10~19세,"78,293","7,112","11,393","11,379","1,388","1,742","6,436","2,471","1,867",542,225,"7,138","4,847","1,076",159,"9,453","3,896","7,169"
2021년12월_계_20~29세,"86,336","7,519","10,755","12,166","1,539","3,108","6,782","3,837","2,471",802,399,"6,221","4,598","2,414",480,"9,936","3,659","9,650"
2021년12월_계_30~39세,"90,426","5,651","9,921","11,779","2,088","2,253","5,340","3,194","1,708",733,382,"7,357","4,265","1,980",456,"15,451","5,026","12,842"
2021년12월_계_40~49세,"132,228","10,374","17,073","19,480","2,619","3,120","9,762","4,066","3,092",981,500,"11,829","7,132","2,115",426,"18,100","7,431","14,128"
2021년12월_계_50~59세,"122,453","11,082","15,767","17,986","2,338","4,996","10,067","5,527","3,676","1,800",757,"8,710","6,164","3,785",833,"11,863","5,296","11,806"
2021년12월_계_60~69세,"90,900","7,829","11,783","12,875","1,981","4,284","6,143","4,828","2,907","1,999",911,"5,526","3,624","3,798","1,036","8,581","3,569","9,226"
2021년12월_계_70~79세,"46,068","4,683","6,036","6,857",829,"1,956","3,486","2,226","1,681","1,129",458,"3,149","1,913","1,638",440,"4,141","1,470","3,976"
2021년12월_계_80~89세,"20,519","2,045","2,758","2,955",385,994,"1,655","1,031",847,530,234,"1,297",904,880,223,"1,607",593,"1,581"
2021년12월_계_90~99세,"2,934",304,336,381,92,141,211,128,125,130,38,197,118,140,20,251,88,234
2021년12월_계_100세 이상,114,12,13,13,1,6,7,6,7,8,0,7,3,3,1,8,1,18
2021년12월_남_총인구수,"365,103","29,681","47,191","52,008","7,443","12,230","26,872","14,392","9,778","4,720","2,110","28,029","18,078","9,442","2,416","44,975","17,336","38,402"
2021년12월_남_연령구간인구수,"365,103","29,681","47,191","52,008","7,443","12,230","26,872","14,392","9,778","4,720","2,110","28,029","18,078","9,442","2,416","44,975","17,336","38,402"
2021년12월_남_0~9세,"32,641","1,879","3,930","4,199",792,500,"1,862",769,591,165,102,"3,151","1,571",308,80,"6,241","2,257","4,244"
2021년12월_남_10~19세,"40,342","3,643","5,902","5,971",721,900,"3,335","1,295","1,003",315,107,"3,643","2,516",566,81,"4,765","2,019","3,560"
2021년12월_남_20~29세,"44,876","3,981","5,740","6,387",806,"1,732","3,576","2,042","1,266",465,223,"3,247","2,298","1,353",285,"4,898","1,867","4,710"
2021년12월_남_30~39세,"44,673","2,815","4,963","5,903","1,044","1,252","2,729","1,699",870,405,201,"3,458","2,119","1,147",282,"7,264","2,276","6,246"
2021년12월_남_40~49세,"66,249","4,882","8,566","9,792","1,348","1,655","4,845","2,039","1,588",543,262,"5,717","3,487","1,127",270,"9,324","3,731","7,073"
2021년12월_남_50~59세,"62,456","5,607","8,344","9,324","1,181","2,637","5,323","2,688","1,896","1,006",396,"4,373","3,143","1,914",481,"5,875","2,620","5,648"
2021년12월_남_60~69세,"44,243","3,755","5,918","6,194",987,"2,258","3,009","2,403","1,415","1,034",484,"2,515","1,717","1,928",616,"3,964","1,648","4,398"
2021년12월_남_70~79세,"21,078","2,188","2,706","3,015",396,899,"1,510","1,043",743,554,226,"1,368",860,765,221,"1,991",680,"1,913"
2021년12월_남_80~89세,"7,842",840,"1,034","1,124",150,366,632,381,364,208,102,514,334,308,94,612,219,560
2021년12월_남_90~99세,682,87,87,96,17,31,50,32,40,23,7,42,33,26,6,41,19,45
2021년12월_남_100세 이상,21,4,1,3,1,0,1,1,2,2,0,1,0,0,0,0,0,5
2021년12월_여_총인구수,"368,695","30,545","46,217","52,008","7,351","11,275","26,622","14,471","9,733","4,237","1,976","29,446","18,542","9,006","1,804","46,675","18,159","40,628"
2021년12월_여_연령구간인구수,"368,695","30,545","46,217","52,008","7,351","11,275","26,622","14,471","9,733","4,237","1,976","29,446","18,542","9,006","1,804","46,675","18,159","40,628"
2021년12월_여_0~9세,"30,886","1,736","3,643","3,946",742,405,"1,743",780,539,138,80,"2,893","1,481",311,66,"6,018","2,209","4,156"
2021년12월_여_10~19세,"37,951","3,469","5,491","5,408",667,842,"3,101","1,176",864,227,118,"3,495","2,331",510,78,"4,688","1,877","3,609"
2021년12월_여_20~29세,"41,460","3,538","5,015","5,779",733,"1,376","3,206","1,795","1,205",337,176,"2,974","2,300","1,061",195,"5,038","1,792","4,940"
2021년12월_여_30~39세,"45,753","2,836","4,958","5,876","1,044","1,001","2,611","1,495",838,328,181,"3,899","2,146",833,174,"8,187","2,750","6,596"
2021년12월_여_40~49세,"65,979","5,492","8,507","9,688","1,271","1,465","4,917","2,027","1,504",438,238,"6,112","3,645",988,156,"8,776","3,700","7,055"
2021년12월_여_50~59세,"59,997","5,475","7,423","8,662","1,157","2,359","4,744","2,839","1,780",794,361,"4,337","3,021","1,871",352,"5,988","2,676","6,158"
2021년12월_여_60~69세,"46,657","4,074","5,865","6,681",994,"2,026","3,134","2,425","1,492",965,427,"3,011","1,907","1,870",420,"4,617","1,921","4,828"
2021년12월_여_70~79세,"24,990","2,495","3,330","3,842",433,"1,057","1,976","1,183",938,575,232,"1,781","1,053",873,219,"2,150",790,"2,063"
2021년12월_여_80~89세,"12,677","1,205","1,724","1,831",235,628,"1,023",650,483,322,132,783,570,572,129,995,374,"1,021"
2021년12월_여_90~99세,"2,252",217,249,285,75,110,161,96,85,107,31,155,85,114,14,210,69,189
2021년12월_여_100세 이상,93,8,12,10,0,6,6,5,5,6,0,6,3,3,1,8,1,13
