카테고리,부산광역시 영도구,부산광역시 영도구 남항동,부산광역시 영도구 영선제1동,부산광역시 영도구 영선제2동,부산광역시 영도구 신선동,부산광역시 영도구 봉래제1동,부산광역시 영도구 봉래제2동,부산광역시 영도구 청학제1동,부산광역시 영도구 청학제2동,부산광역시 영도구 동삼제1동,부산광역시 영도구 동삼제2동,부산광역시 영도구 동삼제3동
2021년11월_계_연령구간인구수,"110,901","10,852","3,984","8,321","8,379","6,760","7,897","6,140","17,655","27,586","3,374","9,953"
2021년11월_계_0~9세,"4,893",380,156,352,204,311,498,315,901,"1,350",154,272
2021년11월_계_10~19세,"7,088",508,223,519,433,377,520,402,"1,359","2,060",178,509
2021년11월_계_20~29세,"11,539","1,076",413,846,738,660,756,546,"1,807","3,322",548,827
2021년11월_계_30~39세,"10,326","1,038",346,797,582,658,877,556,"1,721","2,664",287,800
2021년11월_계_40~49세,"14,576","1,364",500,"1,007",992,898,"1,152",879,"2,483","3,728",443,"1,130"
2021년11월_계_50~59세,"18,669","1,869",669,"1,399","1,478","1,069","1,268",981,"3,031","4,746",451,"1,708"
2021년11월_계_60~69세,"22,353","2,287",875,"1,651","1,781","1,450","1,335","1,212","3,381","5,307",662,"2,412"
2021년11월_계_70~79세,"14,544","1,565",542,"1,181","1,393",872,"1,035",860,"2,053","3,007",471,"1,565"
2021년11월_계_80~89세,"6,174",671,233,506,706,407,421,339,827,"1,249",159,656
2021년11월_계_90~99세,704,93,26,61,69,55,34,49,89,145,19,64
2021년11월_계_100세 이상,35,1,1,2,3,3,1,1,3,8,2,10
2021년11월_남_총인구수,"54,612","5,417","1,916","4,031","4,210","3,333","3,846","3,005","8,746","13,474","1,791","4,843"
2021년11월_남_연령구간인구수,"54,612","5,417","1,916","4,031","4,210","3,333","3,846","3,005","8,746","13,474","1,791","4,843"
2021년11월_남_0~9세,"2,490",201,82,180,112,167,236,170,454,658,84,146
2021년11월_남_10~19세,"3,608",263,108,267,232,184,257,208,717,"1,033",89,250
2021년11월_남_20~29세,"6,329",559,215,473,412,351,398,290,975,"1,838",355,463
2021년11월_남_30~39세,"5,564",579,176,425,331,359,464,290,946,"1,408",157,429
2021년11월_남_40~49세,"7,620",738,269,499,585,489,601,464,"1,253","1,851",260,611
2021년11월_남_50~59세,"9,631","1,052",319,686,850,563,668,509,"1,535","2,304",246,899
2021년11월_남_60~69세,"10,684","1,103",396,779,865,688,615,573,"1,605","2,559",326,"1,175"
2021년11월_남_70~79세,"6,367",667,253,514,573,385,441,373,942,"1,363",211,645
2021년11월_남_80~89세,"2,171",239,93,193,241,132,158,116,305,425,56,213
2021년11월_남_90~99세,144,16,5,15,8,15,8,12,14,34,6,11
2021년11월_남_100세 이상,4,0,0,0,1,0,0,0,0,1,1,1
2021년11월_여_총인구수,"56,289","5,435","2,068","4,290","4,169","3,427","4,051","3,135","8,909","14,112","1,583","5,110"
2021년11월_여_연령구간인구수,"56,289","5,435","2,068","4,290","4,169","3,427","4,051","3,135","8,909","14,112","1,583","5,110"
2021년11월_여_0~9세,"2,403",179,74,172,92,144,262,145,447,692,70,126
2021년11월_여_10~19세,"3,480",245,115,252,201,193,263,194,642,"1,027",89,259
2021년11월_여_20~29세,"5,210",517,198,373,326,309,358,256,832,"1,484",193,364
2021년11월_여_30~39세,"4,762",459,170,372,251,299,413,266,775,"1,256",130,371
2021년11월_여_40~49세,"6,956",626,231,508,407,409,551,415,"1,230","1,877",183,519
2021년11월_여_50~59세,"9,038",817,350,713,628,506,600,472,"1,496","2,442",205,809
2021년11월_여_60~69세,"11,669","1,184",479,872,916,762,720,639,"1,776","2,748",336,"1,237"
2021년11월_여_70~79세,"8,177",898,289,667,820,487,594,487,"1,111","1,644",260,920
2021년11월_여_80~89세,"4,003",432,140,313,465,275,263,223,522,824,103,443
2021년11월_여_90~99세,560,77,21,46,61,40,26,37,75,111,13,53
2021년11월_여_100세 이상,31,1,1,2,2,3,1,1,3,7,1,9
2021년12월_계_총인구수,"110,638","10,846","3,995","8,287","8,321","6,741","7,911","6,113","17,625","27,532","3,354","9,913"
2021년12월_계_연령구간인구수,"110,638","10,846","3,995","8,287","8,321","6,741","7,911","6,113","17,625","27,532","3,354","9,913"
2021년12월_계_0~9세,"4,874",376,157,349,201,309,494,309,909,"1,349",149,272
2021년12월_계_10~19세,"7,042",500,224,513,430,372,521,398,"1,364","2,042",174,504
2021년12월_계_20~29세,"11,465","1,081",415,836,722,661,760,537,"1,792","3,292",548,821
2021년12월_계_30~39세,"10,253","1,028",347,798,573,652,870,554,"1,696","2,653",284,798
2021년12월_계_40~49세,"14,550","1,374",499,995,985,891,"1,160",872,"2,491","3,719",439,"1,125"
2021년12월_계_50~59세,"18,600","1,860",672,"1,394","1,463","1,070","1,258",983,"3,013","4,739",449,"1,699"
2021년12월_계_60~69세,"22,346","2,293",869,"1,648","1,791","1,444","1,348","1,208","3,375","5,311",658,"2,401"
2021년12월_계_70~79세,"14,549","1,561",551,"1,185","1,376",875,"1,041",859,"2,058","3,005",477,"1,561"
2021년12월_계_80~89세,"6,222",677,233,503,709,411,421,344,836,"1,274",157,657
2021년12월_계_90~99세,710,95,27,66,69,53,37,48,88,144,18,65
2021년12월_계_100세 이상,27,1,1,0,2,3,1,1,3,4,1,10
2021년12월_남_총인구수,"54,471","5,417","1,919","4,014","4,183","3,329","3,849","2,993","8,719","13,450","1,778","4,820"
2021년12월_남_연령구간인구수,"54,471","5,417","1,919","4,014","4,183","3,329","3,849","2,993","8,719","13,450","1,778","4,820"
2021년12월_남_0~9세,"2,482",201,82,179,110,168,231,166,449,663,82,151
2021년12월_남_10~19세,"3,576",257,107,264,229,182,260,205,719,"1,023",86,244
2021년12월_남_20~29세,"6,285",563,217,469,404,353,397,286,967,"1,818",354,457
2021년12월_남_30~39세,"5,538",576,177,426,329,359,459,287,933,"1,402",156,434
2021년12월_남_40~49세,"7,616",743,270,492,582,482,607,464,"1,257","1,853",256,610
2021년12월_남_50~59세,"9,594","1,046",322,684,844,564,660,508,"1,528","2,299",247,892
2021년12월_남_60~69세,"10,680","1,107",389,780,869,686,624,576,"1,602","2,562",322,"1,163"
2021년12월_남_70~79세,"6,367",665,257,513,565,388,443,373,943,"1,360",213,647
2021년12월_남_80~89세,"2,186",242,93,191,243,133,160,117,306,436,55,210
2021년12월_남_90~99세,145,17,5,16,8,14,8,11,15,34,6,11
2021년12월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,1,1
2021년12월_여_총인구수,"56,167","5,429","2,076","4,273","4,138","3,412","4,062","3,120","8,906","14,082","1,576","5,093"
2021년12월_여_연령구간인구수,"56,167","5,429","2,076","4,273","4,138","3,412","4,062","3,120","8,906","14,082","1,576","5,093"
2021년12월_여_0~9세,"2,392",175,75,170,91,141,263,143,460,686,67,121
2021년12월_여_10~19세,"3,466",243,117,249,201,190,261,193,645,"1,019",88,260
2021년12월_여_20~29세,"5,180",518,198,367,318,308,363,251,825,"1,474",194,364
2021년12월_여_30~39세,"4,715",452,170,372,244,293,411,267,763,"1,251",128,364
2021년12월_여_40~49세,"6,934",631,229,503,403,409,553,408,"1,234","1,866",183,515
2021년12월_여_50~59세,"9,006",814,350,710,619,506,598,475,"1,485","2,440",202,807
2021년12월_여_60~69세,"11,666","1,186",480,868,922,758,724,632,"1,773","2,749",336,"1,238"
2021년12월_여_70~79세,"8,182",896,294,672,811,487,598,486,"1,115","1,645",264,914
2021년12월_여_80~89세,"4,036",435,140,312,466,278,261,227,530,838,102,447
2021년12월_여_90~99세,565,78,22,50,61,39,29,37,73,110,12,54
2021년12월_여_100세 이상,25,1,1,0,2,3,1,1,3,4,0,9
