카테고리,전라남도 보성군,전라남도 보성군 보성읍,전라남도 보성군 벌교읍,전라남도 보성군 노동면,전라남도 보성군 미력면,전라남도 보성군 겸백면,전라남도 보성군 율어면,전라남도 보성군 복내면,전라남도 보성군 문덕면,전라남도 보성군 조성면,전라남도 보성군 득량면,전라남도 보성군 득량면예당출장소,전라남도 보성군 회천면,전라남도 보성군 웅치면
2021년11월_남_20~29세,"1,605",484,451,38,52,32,36,59,29,128,79,58,120,39
2021년11월_남_30~39세,"1,234",398,357,25,44,24,33,30,18,87,70,41,76,31
2021년11월_남_40~49세,"2,208",577,683,52,67,53,64,69,51,196,135,72,143,46
2021년11월_남_50~59세,"3,656",806,"1,034",101,141,115,114,150,106,326,277,89,301,96
2021년11월_남_60~69세,"3,973",682,"1,132",128,172,119,126,201,104,384,319,127,367,112
2021년11월_남_70~79세,"2,781",431,849,91,100,104,79,123,75,303,215,94,232,85
2021년11월_남_80~89세,"1,553",236,421,47,68,58,64,76,40,163,137,50,127,66
2021년11월_남_90~99세,161,21,38,7,5,12,6,10,4,16,17,0,15,10
2021년11월_남_100세 이상,4,0,3,0,0,0,0,0,0,1,0,0,0,0
2021년11월_여_총인구수,"20,214","4,536","5,898",564,710,589,602,863,433,"1,893","1,403",634,"1,543",546
2021년11월_여_연령구간인구수,"20,214","4,536","5,898",564,710,589,602,863,433,"1,893","1,403",634,"1,543",546
2021년11월_여_0~9세,728,275,220,11,18,14,12,36,9,41,30,13,37,12
2021년11월_여_10~19세,"1,227",430,384,15,24,22,31,27,28,77,58,37,83,11
2021년11월_여_20~29세,"1,169",412,332,24,34,25,21,44,15,81,48,33,71,29
2021년11월_여_30~39세,"1,085",375,321,21,29,26,24,33,8,84,57,31,59,17
2021년11월_여_40~49세,"1,691",582,502,25,45,41,35,42,32,114,86,53,107,27
2021년11월_여_50~59세,"2,857",696,817,69,86,69,74,118,52,247,173,112,271,73
2021년11월_여_60~69세,"3,797",713,"1,148",99,136,99,102,156,90,402,307,124,311,110
2021년11월_여_70~79세,"3,653",535,"1,122",108,153,115,135,172,86,408,285,113,304,117
2021년11월_여_80~89세,"3,367",443,874,158,154,157,145,201,96,376,294,101,245,123
2021년11월_여_90~99세,619,72,172,33,30,20,22,34,16,62,62,17,53,26
2021년11월_여_100세 이상,21,3,6,1,1,1,1,0,1,1,3,0,2,1
2021년12월_계_총인구수,"39,375","8,866","11,474","1,089","1,417","1,143","1,177","1,641",893,"3,633","2,731","1,226","3,016","1,069"
2021년12월_계_연령구간인구수,"39,375","8,866","11,474","1,089","1,417","1,143","1,177","1,641",893,"3,633","2,731","1,226","3,016","1,069"
2021년12월_계_0~9세,"1,517",591,450,21,36,25,34,59,14,101,46,43,74,23
2021년12월_계_10~19세,"2,481",825,794,39,57,48,63,68,52,162,126,65,152,30
2021년12월_계_20~29세,"2,741",884,781,61,83,56,57,103,46,203,121,90,187,69
2021년12월_계_30~39세,"2,303",777,668,47,75,45,57,61,25,169,126,74,131,48
2021년12월_계_40~49세,"3,894","1,148","1,177",78,114,96,99,110,85,314,224,126,250,73
2021년12월_계_50~59세,"6,510","1,507","1,845",170,232,184,188,271,156,568,447,201,569,172
2021년12월_계_60~69세,"7,771","1,392","2,277",228,311,223,226,358,195,785,627,250,677,222
2021년12월_계_70~79세,"6,434",974,"1,970",198,253,214,214,294,161,708,500,210,531,207
2021년12월_계_80~89세,"4,917",673,"1,290",207,223,218,208,273,138,543,431,148,377,188
2021년12월_계_90~99세,787,93,213,39,32,33,30,44,20,79,82,19,67,36
2021년12월_계_100세 이상,20,2,9,1,1,1,1,0,1,1,1,0,1,1
2021년12월_남_총인구수,"19,221","4,338","5,598",525,707,553,579,781,456,"1,745","1,337",592,"1,489",521
2021년12월_남_연령구간인구수,"19,221","4,338","5,598",525,707,553,579,781,456,"1,745","1,337",592,"1,489",521
2021년12월_남_0~9세,793,314,234,10,18,11,23,23,6,59,18,29,37,11
2021년12월_남_10~19세,"1,267",394,417,24,34,26,32,42,22,87,68,29,73,19
2021년12월_남_20~29세,"1,589",482,446,38,50,32,36,58,29,126,76,59,116,41
2021년12월_남_30~39세,"1,226",400,349,26,46,22,33,28,17,86,70,42,76,31
2021년12월_남_40~49세,"2,203",565,678,52,68,53,65,69,53,198,137,72,147,46
2021년12월_남_50~59세,"3,659",812,"1,030",100,146,113,114,153,103,326,276,90,297,99
2021년12월_남_60~69세,"3,976",682,"1,128",130,174,124,126,202,106,381,320,125,367,111
2021년12월_남_70~79세,"2,786",432,853,91,101,100,80,122,75,302,215,97,230,88
2021년12월_남_80~89세,"1,553",237,419,47,67,59,63,74,41,162,139,49,131,65
2021년12월_남_90~99세,165,20,41,7,3,13,7,10,4,17,18,0,15,10
2021년12월_남_100세 이상,4,0,3,0,0,0,0,0,0,1,0,0,0,0
2021년12월_여_총인구수,"20,154","4,528","5,876",564,710,590,598,860,437,"1,888","1,394",634,"1,527",548
2021년12월_여_연령구간인구수,"20,154","4,528","5,876",564,710,590,598,860,437,"1,888","1,394",634,"1,527",548
2021년12월_여_0~9세,724,277,216,11,18,14,11,36,8,42,28,14,37,12
2021년12월_여_10~19세,"1,214",431,377,15,23,22,31,26,30,75,58,36,79,11
2021년12월_여_20~29세,"1,152",402,335,23,33,24,21,45,17,77,45,31,71,28
2021년12월_여_30~39세,"1,077",377,319,21,29,23,24,33,8,83,56,32,55,17
2021년12월_여_40~49세,"1,691",583,499,26,46,43,34,41,32,116,87,54,103,27
2021년12월_여_50~59세,"2,851",695,815,70,86,71,74,118,53,242,171,111,272,73
2021년12월_여_60~69세,"3,795",710,"1,149",98,137,99,100,156,89,404,307,125,310,111
2021년12월_여_70~79세,"3,648",542,"1,117",107,152,114,134,172,86,406,285,113,301,119
2021년12월_여_80~89세,"3,364",436,871,160,156,159,145,199,97,381,292,99,246,123
2021년12월_여_90~99세,622,73,172,32,29,20,23,34,16,62,64,19,52,26
2021년12월_여_100세 이상,16,2,6,1,1,1,1,0,1,0,1,0,1,1
