카테고리,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2021년02월_남_20~29세,"37,410","3,295","3,554","1,889","2,869","1,639","1,742",577,808,"1,745",965,"1,158","2,227",942,"1,536","1,246",688,"2,485","1,532","1,429","1,907","1,608","1,569",
2021년02월_남_30~39세,"40,125","4,224","2,630","2,843","3,788","2,599","2,414",502,673,"1,672",855,871,"2,263",920,"1,275","1,008",868,"2,530","1,292","1,602","2,258","1,647","1,391",
2021년02월_남_40~49세,"48,618","4,429","3,180","3,210","5,035","3,113","2,422",458,664,"1,757","1,026","1,073","2,548","1,043","1,440","1,167",859,"3,027","2,249","2,782","2,721","2,243","2,172",
2021년02월_남_50~59세,"47,435","3,482","4,381","2,100","3,356","1,978","2,298",827,"1,066","2,369","1,401","1,466","2,964","1,364","1,870","1,681","1,032","3,049","2,133","2,063","2,343","2,269","1,943",
2021년02월_남_60~69세,"30,289","2,046","2,819",985,"1,782","1,071","1,676",554,793,"1,793","1,208","1,080","2,230",968,"1,457","1,462",912,"1,855","1,093",855,"1,110","1,524","1,016",
2021년02월_남_70~79세,"11,337",813,996,282,531,268,625,144,217,716,499,430,777,390,502,624,326,740,580,438,397,586,456,
2021년02월_남_80~89세,"3,411",218,406,98,154,55,154,31,71,159,131,118,181,112,146,195,89,211,246,154,166,175,141,
2021년02월_남_90~99세,328,20,45,3,12,7,16,4,4,20,14,5,14,13,22,23,15,16,17,13,20,12,13,
2021년02월_남_100세 이상,37,2,7,0,0,1,2,3,2,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2021년02월_여_총인구수,"267,795","22,474","20,225","15,789","24,573","15,377","14,111","3,116","4,884","11,010","6,387","7,003","16,045","5,709","10,445","8,097","5,253","15,929","11,200","12,156","14,168","12,090","11,754",
2021년02월_여_연령구간인구수,"267,795","22,474","20,225","15,789","24,573","15,377","14,111","3,116","4,884","11,010","6,387","7,003","16,045","5,709","10,445","8,097","5,253","15,929","11,200","12,156","14,168","12,090","11,754",
2021년02월_여_0~9세,"23,708","2,168","1,173","1,806","3,220","2,297","1,545",167,226,586,330,252,"1,354",288,666,323,396,"1,241",903,"1,183","1,449","1,120","1,015",
2021년02월_여_10~19세,"27,488","2,112","1,696","2,218","3,085","1,905","1,019",192,354,742,430,631,"1,511",421,958,583,371,"1,682","1,368","1,710","1,581","1,288","1,631",
2021년02월_여_20~29세,"34,674","3,147","2,996","2,019","2,842","1,624","1,712",436,761,"1,482",756,"1,007","2,064",784,"1,394","1,112",659,"2,216","1,315","1,338","1,914","1,507","1,589",
2021년02월_여_30~39세,"38,481","4,012","2,278","2,853","4,318","2,995","2,452",408,530,"1,282",687,663,"2,188",664,"1,244",800,763,"2,111","1,229","1,691","2,251","1,597","1,465",
2021년02월_여_40~49세,"46,629","4,083","3,043","3,328","5,098","3,071","2,149",359,649,"1,442",856,998,"2,414",801,"1,600","1,089",764,"2,815","2,215","2,797","2,755","2,079","2,224",
2021년02월_여_50~59세,"46,044","3,450","4,297","1,986","3,311","1,992","2,362",791,"1,181","2,365","1,344","1,491","3,036","1,152","2,110","1,677",950,"2,751","1,847","1,632","2,236","2,142","1,941",
2021년02월_여_60~69세,"29,168","2,065","2,571",952,"1,743",976,"1,698",476,703,"1,803","1,112","1,088","2,176",865,"1,479","1,407",782,"1,729","1,158",961,"1,140","1,271","1,013",
2021년02월_여_70~79세,"13,181",934,"1,279",387,598,310,715,151,283,806,543,525,825,469,572,655,323,847,736,540,530,629,524,
2021년02월_여_80~89세,"6,967",414,733,199,286,165,372,104,169,419,269,298,387,233,347,369,198,452,384,251,265,363,290,
2021년02월_여_90~99세,"1,375",87,150,39,67,42,82,29,26,77,55,47,84,31,73,76,43,76,41,50,46,92,62,
2021년02월_여_100세 이상,80,2,9,2,5,0,5,3,2,6,5,3,6,1,2,6,4,9,4,3,1,2,0,
2021년03월_계_총인구수,"540,532","45,670","41,191","31,428","48,839","30,608","28,254","6,598","9,785","22,644","13,268","14,066","31,961","12,262","20,268","16,524","10,828","32,972","22,739","24,628","28,224","24,632","23,143",
2021년03월_계_연령구간인구수,"540,532","45,670","41,191","31,428","48,839","30,608","28,254","6,598","9,785","22,644","13,268","14,066","31,961","12,262","20,268","16,524","10,828","32,972","22,739","24,628","28,224","24,632","23,143",
2021년03월_계_0~9세,"48,857","4,500","2,347","3,806","6,673","4,700","3,259",329,451,"1,204",667,585,"2,728",626,"1,357",648,776,"2,640","1,860","2,480","2,889","2,236","2,096",
2021년03월_계_10~19세,"56,316","4,442","3,481","4,424","6,387","3,887","2,129",397,739,"1,561",916,"1,209","2,974",874,"1,904","1,241",795,"3,440","2,801","3,539","3,279","2,650","3,247",
2021년03월_계_20~29세,"71,901","6,462","6,542","3,940","5,658","3,271","3,453","1,028","1,566","3,198","1,701","2,149","4,207","1,726","2,906","2,366","1,337","4,704","2,836","2,776","3,821","3,098","3,156",
2021년03월_계_30~39세,"78,273","8,182","4,903","5,666","8,077","5,592","4,842",912,"1,201","2,971","1,543","1,521","4,434","1,575","2,500","1,785","1,630","4,600","2,513","3,275","4,486","3,224","2,841",
2021년03월_계_40~49세,"95,040","8,493","6,183","6,534","10,129","6,228","4,562",823,"1,291","3,189","1,882","2,074","4,961","1,837","3,018","2,253","1,605","5,830","4,453","5,548","5,432","4,325","4,390",
2021년03월_계_50~59세,"93,345","6,954","8,671","4,104","6,683","3,981","4,629","1,596","2,241","4,689","2,700","2,929","5,953","2,519","3,951","3,374","1,966","5,813","3,983","3,732","4,599","4,391","3,887",
2021년03월_계_60~69세,"60,071","4,140","5,445","1,943","3,566","2,094","3,415","1,043","1,518","3,639","2,347","2,173","4,427","1,850","2,967","2,901","1,716","3,624","2,270","1,825","2,284","2,842","2,042",
2021년03월_계_70~79세,"24,534","1,739","2,269",665,"1,135",589,"1,343",290,499,"1,520","1,047",961,"1,608",862,"1,073","1,284",650,"1,572","1,324",976,929,"1,214",985,
2021년03월_계_80~89세,"10,404",648,"1,141",303,446,214,521,138,244,573,396,411,567,348,497,569,289,656,636,408,435,539,425,
2021년03월_계_90~99세,"1,713",106,197,41,80,51,98,36,33,96,68,52,98,42,92,100,58,87,60,66,69,109,74,
2021년03월_계_100세 이상,78,4,12,2,5,1,3,6,2,4,1,2,4,3,3,3,6,6,3,3,1,4,0,
2021년03월_남_총인구수,"273,008","23,228","20,991","15,659","24,280","15,161","14,176","3,472","4,900","11,655","6,908","7,096","15,963","6,544","9,889","8,411","5,588","17,054","11,546","12,468","14,080","12,534","11,405",
2021년03월_남_연령구간인구수,"273,008","23,228","20,991","15,659","24,280","15,161","14,176","3,472","4,900","11,655","6,908","7,096","15,963","6,544","9,889","8,411","5,588","17,054","11,546","12,468","14,080","12,534","11,405",
2021년03월_남_0~9세,"25,274","2,348","1,181","2,010","3,483","2,396","1,726",164,220,620,342,334,"1,385",325,711,331,379,"1,387",962,"1,306","1,454","1,123","1,087",
2021년03월_남_10~19세,"28,863","2,336","1,807","2,221","3,278","1,975","1,105",202,382,822,483,583,"1,465",453,952,652,432,"1,756","1,443","1,820","1,706","1,373","1,617",
2021년03월_남_20~29세,"37,350","3,304","3,548","1,904","2,845","1,638","1,749",587,802,"1,729",961,"1,155","2,167",947,"1,531","1,256",679,"2,498","1,531","1,445","1,908","1,597","1,569",
2021년03월_남_30~39세,"39,988","4,211","2,642","2,826","3,779","2,604","2,406",500,678,"1,675",859,866,"2,242",915,"1,265",993,867,"2,509","1,289","1,592","2,247","1,637","1,386",
2021년03월_남_40~49세,"48,482","4,418","3,163","3,210","5,024","3,134","2,408",463,656,"1,754","1,024","1,073","2,553","1,039","1,429","1,166",856,"3,025","2,228","2,764","2,694","2,235","2,166",
2021년03월_남_50~59세,"47,326","3,494","4,363","2,114","3,355","1,983","2,283",811,"1,058","2,350","1,379","1,453","2,932","1,370","1,861","1,688","1,019","3,053","2,139","2,076","2,347","2,253","1,945",
2021년03월_남_60~69세,"30,604","2,060","2,851",991,"1,810","1,093","1,704",562,809,"1,811","1,214","1,078","2,242",977,"1,469","1,477",922,"1,875","1,105",861,"1,132","1,545","1,016",
2021년03월_남_70~79세,"11,341",811,985,276,541,274,624,143,217,715,502,434,779,391,503,628,329,724,581,439,400,582,463,
2021년03월_남_80~89세,"3,426",225,401,103,151,56,156,32,72,156,130,114,185,114,147,197,88,211,249,151,171,174,143,
2021년03월_남_90~99세,330,19,46,4,14,7,14,5,4,21,14,6,13,11,20,23,15,15,18,14,20,14,13,
2021년03월_남_100세 이상,24,2,4,0,0,1,1,3,2,2,0,0,0,2,1,0,2,1,1,0,1,1,0,
2021년03월_여_총인구수,"267,524","22,442","20,200","15,769","24,559","15,447","14,078","3,126","4,885","10,989","6,360","6,970","15,998","5,718","10,379","8,113","5,240","15,918","11,193","12,160","14,144","12,098","11,738",
2021년03월_여_연령구간인구수,"267,524","22,442","20,200","15,769","24,559","15,447","14,078","3,126","4,885","10,989","6,360","6,970","15,998","5,718","10,379","8,113","5,240","15,918","11,193","12,160","14,144","12,098","11,738",
2021년03월_여_0~9세,"23,583","2,152","1,166","1,796","3,190","2,304","1,533",165,231,584,325,251,"1,343",301,646,317,397,"1,253",898,"1,174","1,435","1,113","1,009",
2021년03월_여_10~19세,"27,453","2,106","1,674","2,203","3,109","1,912","1,024",195,357,739,433,626,"1,509",421,952,589,363,"1,684","1,358","1,719","1,573","1,277","1,630",
2021년03월_여_20~29세,"34,551","3,158","2,994","2,036","2,813","1,633","1,704",441,764,"1,469",740,994,"2,040",779,"1,375","1,110",658,"2,206","1,305","1,331","1,913","1,501","1,587",
2021년03월_여_30~39세,"38,285","3,971","2,261","2,840","4,298","2,988","2,436",412,523,"1,296",684,655,"2,192",660,"1,235",792,763,"2,091","1,224","1,683","2,239","1,587","1,455",
2021년03월_여_40~49세,"46,558","4,075","3,020","3,324","5,105","3,094","2,154",360,635,"1,435",858,"1,001","2,408",798,"1,589","1,087",749,"2,805","2,225","2,784","2,738","2,090","2,224",
2021년03월_여_50~59세,"46,019","3,460","4,308","1,990","3,328","1,998","2,346",785,"1,183","2,339","1,321","1,476","3,021","1,149","2,090","1,686",947,"2,760","1,844","1,656","2,252","2,138","1,942",
2021년03월_여_60~69세,"29,467","2,080","2,594",952,"1,756","1,001","1,711",481,709,"1,828","1,133","1,095","2,185",873,"1,498","1,424",794,"1,749","1,165",964,"1,152","1,297","1,026",
2021년03월_여_70~79세,"13,193",928,"1,284",389,594,315,719,147,282,805,545,527,829,471,570,656,321,848,743,537,529,632,522,
2021년03월_여_80~89세,"6,978",423,740,200,295,158,365,106,172,417,266,297,382,234,350,372,201,445,387,257,264,365,282,
2021년03월_여_90~99세,"1,383",87,151,37,66,44,84,31,29,75,54,46,85,31,72,77,43,72,42,52,49,95,61,
2021년03월_여_100세 이상,54,2,8,2,5,0,2,3,0,2,1,2,4,1,2,3,4,5,2,3,0,3,0,
2021년04월_계_총인구수,"540,532","45,620","41,085","31,455","48,799","30,811","28,229","6,598","9,796","22,604","13,272","14,029","31,920","12,255","20,268","16,547","10,727","32,949","22,721","24,597","28,186","24,985","23,079",
2021년04월_계_연령구간인구수,"540,532","45,620","41,085","31,455","48,799","30,811","28,229","6,598","9,796","22,604","13,272","14,029","31,920","12,255","20,268","16,547","10,727","32,949","22,721","24,597","28,186","24,985","23,079",
2021년04월_계_0~9세,"48,591","4,483","2,318","3,799","6,611","4,703","3,251",327,446,"1,179",662,581,"2,703",617,"1,350",651,768,"2,623","1,850","2,465","2,862","2,280","2,062",
2021년04월_계_10~19세,"56,265","4,433","3,456","4,402","6,405","3,911","2,145",396,741,"1,558",913,"1,207","2,972",876,"1,902","1,228",788,"3,431","2,791","3,540","3,274","2,663","3,233",
2021년04월_계_20~29세,"71,827","6,420","6,496","3,936","5,652","3,346","3,440","1,035","1,570","3,188","1,715","2,133","4,200","1,725","2,886","2,369","1,303","4,691","2,837","2,779","3,816","3,141","3,149",
2021년04월_계_30~39세,"78,137","8,186","4,911","5,678","8,042","5,577","4,805",918,"1,200","2,956","1,530","1,527","4,400","1,563","2,516","1,801","1,622","4,587","2,507","3,234","4,454","3,285","2,838",
2021년04월_계_40~49세,"95,050","8,481","6,155","6,505","10,115","6,311","4,582",818,"1,297","3,186","1,875","2,049","4,954","1,839","3,012","2,253","1,585","5,817","4,447","5,545","5,441","4,415","4,368",
2021년04월_계_50~59세,"93,279","6,941","8,626","4,135","6,690","3,993","4,606","1,586","2,234","4,668","2,685","2,930","5,929","2,520","3,949","3,362","1,944","5,827","4,000","3,753","4,597","4,422","3,882",
2021년04월_계_60~69세,"60,545","4,175","5,505","1,972","3,602","2,114","3,439","1,053","1,523","3,659","2,366","2,190","4,470","1,861","2,979","2,921","1,722","3,639","2,273","1,822","2,304","2,892","2,064",
2021년04월_계_70~79세,"24,561","1,746","2,256",676,"1,145",589,"1,334",288,497,"1,521","1,058",947,"1,620",859,"1,076","1,280",645,"1,585","1,322",976,934,"1,224",983,
2021년04월_계_80~89세,"10,481",645,"1,149",309,449,217,524,135,253,588,399,408,568,351,504,580,293,657,630,413,435,546,428,
2021년04월_계_90~99세,"1,722",106,201,41,83,49,100,36,32,97,68,55,100,41,91,99,55,87,61,67,68,113,72,
2021년04월_계_100세 이상,74,4,12,2,5,1,3,6,3,4,1,2,4,3,3,3,2,5,3,3,1,4,0,
2021년04월_남_총인구수,"273,007","23,171","20,933","15,668","24,268","15,283","14,166","3,460","4,904","11,636","6,923","7,076","15,951","6,538","9,886","8,414","5,537","17,047","11,537","12,456","14,039","12,734","11,380",
2021년04월_남_연령구간인구수,"273,007","23,171","20,933","15,668","24,268","15,283","14,166","3,460","4,904","11,636","6,923","7,076","15,951","6,538","9,886","8,414","5,537","17,047","11,537","12,456","14,039","12,734","11,380",
2021년04월_남_0~9세,"25,144","2,337","1,169","2,009","3,462","2,401","1,724",160,216,605,337,333,"1,377",323,705,331,376,"1,378",947,"1,296","1,443","1,147","1,068",
2021년04월_남_10~19세,"28,798","2,328","1,787","2,203","3,283","1,990","1,108",199,385,816,489,582,"1,464",455,960,642,428,"1,745","1,437","1,819","1,690","1,380","1,608",
2021년04월_남_20~29세,"37,298","3,280","3,532","1,907","2,842","1,675","1,737",584,812,"1,729",969,"1,142","2,170",934,"1,512","1,256",664,"2,494","1,530","1,449","1,900","1,614","1,566",
2021년04월_남_30~39세,"39,950","4,198","2,639","2,832","3,772","2,612","2,389",502,675,"1,672",858,873,"2,237",912,"1,277","1,005",855,"2,514","1,285","1,565","2,223","1,664","1,391",
2021년04월_남_40~49세,"48,508","4,422","3,151","3,185","5,009","3,176","2,423",464,659,"1,750","1,022","1,061","2,537","1,039","1,421","1,167",849,"3,015","2,234","2,770","2,704","2,295","2,155",
2021년04월_남_50~59세,"47,297","3,474","4,347","2,142","3,359","1,981","2,275",804,"1,054","2,339","1,377","1,449","2,925","1,373","1,860","1,675","1,003","3,055","2,147","2,092","2,342","2,281","1,943",
2021년04월_남_60~69세,"30,846","2,079","2,880",997,"1,831","1,107","1,717",565,806,"1,824","1,218","1,089","2,254",986,"1,476","1,486",933,"1,882","1,109",861,"1,141","1,573","1,032",
2021년04월_남_70~79세,"11,366",810,980,286,545,278,621,142,216,720,506,424,790,385,505,627,328,737,582,437,403,586,458,
2021년04월_남_80~89세,"3,445",222,398,103,151,55,156,32,74,158,132,116,184,118,150,202,87,212,247,154,172,176,146,
2021년04월_남_90~99세,332,19,46,4,14,7,15,5,4,21,15,7,13,11,19,23,14,14,18,13,20,17,13,
2021년04월_남_100세 이상,23,2,4,0,0,1,1,3,3,2,0,0,0,2,1,0,0,1,1,0,1,1,0,
2021년04월_여_총인구수,"267,525","22,449","20,152","15,787","24,531","15,528","14,063","3,138","4,892","10,968","6,349","6,953","15,969","5,717","10,382","8,133","5,190","15,902","11,184","12,141","14,147","12,251","11,699",
2021년04월_여_연령구간인구수,"267,525","22,449","20,152","15,787","24,531","15,528","14,063","3,138","4,892","10,968","6,349","6,953","15,969","5,717","10,382","8,133","5,190","15,902","11,184","12,141","14,147","12,251","11,699",
2021년04월_여_0~9세,"23,447","2,146","1,149","1,790","3,149","2,302","1,527",167,230,574,325,248,"1,326",294,645,320,392,"1,245",903,"1,169","1,419","1,133",994,
2021년04월_여_10~19세,"27,467","2,105","1,669","2,199","3,122","1,921","1,037",197,356,742,424,625,"1,508",421,942,586,360,"1,686","1,354","1,721","1,584","1,283","1,625",
2021년04월_여_20~29세,"34,529","3,140","2,964","2,029","2,810","1,671","1,703",451,758,"1,459",746,991,"2,030",791,"1,374","1,113",639,"2,197","1,307","1,330","1,916","1,527","1,583",
2021년04월_여_30~39세,"38,187","3,988","2,272","2,846","4,270","2,965","2,416",416,525,"1,284",672,654,"2,163",651,"1,239",796,767,"2,073","1,222","1,669","2,231","1,621","1,447",
2021년04월_여_40~49세,"46,542","4,059","3,004","3,320","5,106","3,135","2,159",354,638,"1,436",853,988,"2,417",800,"1,591","1,086",736,"2,802","2,213","2,775","2,737","2,120","2,213",
2021년04월_여_50~59세,"45,982","3,467","4,279","1,993","3,331","2,012","2,331",782,"1,180","2,329","1,308","1,481","3,004","1,147","2,089","1,687",941,"2,772","1,853","1,661","2,255","2,141","1,939",
2021년04월_여_60~69세,"29,699","2,096","2,625",975,"1,771","1,007","1,722",488,717,"1,835","1,148","1,101","2,216",875,"1,503","1,435",789,"1,757","1,164",961,"1,163","1,319","1,032",
2021년04월_여_70~79세,"13,195",936,"1,276",390,600,311,713,146,281,801,552,523,830,474,571,653,317,848,740,539,531,638,525,
2021년04월_여_80~89세,"7,036",423,751,206,298,162,368,103,179,430,267,292,384,233,354,378,206,445,383,259,263,370,282,
2021년04월_여_90~99세,"1,390",87,155,37,69,42,85,31,28,76,53,48,87,30,72,76,41,73,43,54,48,96,59,
2021년04월_여_100세 이상,51,2,8,2,5,0,2,3,0,2,1,2,4,1,2,3,2,4,2,3,0,3,0,
2021년05월_계_총인구수,"540,790","45,577","41,061","31,521","48,863","31,016","28,205","6,580","9,767","22,584","13,243","13,972","31,857","12,218","20,208","16,547","10,696","32,958","22,693","24,605","28,195","25,350","23,074",
2021년05월_계_연령구간인구수,"540,790","45,577","41,061","31,521","48,863","31,016","28,205","6,580","9,767","22,584","13,243","13,972","31,857","12,218","20,208","16,547","10,696","32,958","22,693","24,605","28,195","25,350","23,074",
2021년05월_계_0~9세,"48,382","4,447","2,302","3,807","6,549","4,719","3,233",331,437,"1,167",646,570,"2,688",614,"1,346",658,766,"2,600","1,844","2,454","2,854","2,293","2,057",
2021년05월_계_10~19세,"56,252","4,430","3,455","4,391","6,440","3,934","2,139",390,740,"1,571",911,"1,205","2,956",869,"1,877","1,228",780,"3,431","2,775","3,545","3,280","2,684","3,221",
2021년05월_계_20~29세,"71,777","6,397","6,493","3,950","5,667","3,362","3,437","1,037","1,554","3,183","1,707","2,099","4,196","1,717","2,874","2,347","1,286","4,696","2,829","2,772","3,812","3,198","3,164",
2021년05월_계_30~39세,"78,025","8,121","4,909","5,669","8,036","5,600","4,782",915,"1,205","2,939","1,516","1,541","4,369","1,556","2,530","1,809","1,629","4,565","2,499","3,225","4,447","3,363","2,800",
2021년05월_계_40~49세,"94,885","8,484","6,123","6,498","10,114","6,382","4,586",799,"1,292","3,187","1,870","2,017","4,961","1,821","2,986","2,250","1,561","5,802","4,399","5,523","5,425","4,455","4,350",
2021년05월_계_50~59세,"93,435","6,971","8,596","4,171","6,722","4,010","4,614","1,590","2,219","4,642","2,699","2,908","5,901","2,501","3,930","3,342","1,934","5,855","4,044","3,777","4,608","4,494","3,907",
2021년05월_계_60~69세,"61,079","4,215","5,546","2,007","3,650","2,147","3,459","1,056","1,535","3,685","2,362","2,212","4,493","1,885","2,988","2,933","1,742","3,671","2,283","1,842","2,329","2,947","2,092",
2021년05월_계_70~79세,"24,580","1,747","2,258",676,"1,139",594,"1,324",285,496,"1,525","1,060",948,"1,622",858,"1,075","1,293",646,"1,573","1,318",981,926,"1,252",984,
2021년05월_계_80~89세,"10,570",651,"1,167",310,460,218,527,135,253,583,402,414,568,356,505,586,295,669,636,415,445,550,425,
2021년05월_계_90~99세,"1,730",110,199,41,81,49,100,36,33,98,68,56,100,38,94,98,55,91,63,68,68,110,74,
2021년05월_계_100세 이상,75,4,13,1,5,1,4,6,3,4,2,2,3,3,3,3,2,5,3,3,1,4,0,
2021년05월_남_총인구수,"273,106","23,167","20,929","15,705","24,296","15,364","14,156","3,452","4,888","11,630","6,918","7,050","15,919","6,513","9,852","8,411","5,517","17,035","11,531","12,459","14,027","12,911","11,376",
2021년05월_남_연령구간인구수,"273,106","23,167","20,929","15,705","24,296","15,364","14,156","3,452","4,888","11,630","6,918","7,050","15,919","6,513","9,852","8,411","5,517","17,035","11,531","12,459","14,027","12,911","11,376",
2021년05월_남_0~9세,"25,019","2,310","1,163","2,017","3,415","2,405","1,719",162,209,604,328,327,"1,368",321,701,337,376,"1,358",951,"1,283","1,447","1,153","1,065",
2021년05월_남_10~19세,"28,817","2,322","1,785","2,195","3,309","2,001","1,116",201,384,821,490,583,"1,450",451,949,638,426,"1,750","1,432","1,827","1,688","1,395","1,604",
2021년05월_남_20~29세,"37,242","3,288","3,528","1,917","2,854","1,669","1,721",587,805,"1,728",973,"1,126","2,175",925,"1,510","1,238",648,"2,485","1,532","1,440","1,887","1,634","1,572",
2021년05월_남_30~39세,"39,891","4,167","2,650","2,822","3,766","2,629","2,382",495,679,"1,661",852,880,"2,220",904,"1,287","1,003",865,"2,497","1,277","1,566","2,211","1,705","1,373",
2021년05월_남_40~49세,"48,447","4,429","3,138","3,175","5,005","3,211","2,427",454,661,"1,749","1,015","1,049","2,541","1,033","1,408","1,174",837,"3,011","2,210","2,758","2,701","2,320","2,141",
2021년05월_남_50~59세,"47,332","3,493","4,336","2,166","3,370","1,987","2,278",804,"1,040","2,318","1,384","1,439","2,907","1,363","1,846","1,667",989,"3,069","2,165","2,110","2,339","2,303","1,959",
2021년05월_남_60~69세,"31,120","2,095","2,895","1,017","1,858","1,119","1,723",569,816,"1,848","1,214","1,099","2,269",999,"1,477","1,493",943,"1,903","1,113",867,"1,160","1,596","1,047",
2021년05월_남_70~79세,"11,385",817,977,287,547,279,616,139,215,720,513,421,792,386,502,633,330,728,580,438,400,607,458,
2021년05월_남_80~89세,"3,492",225,407,105,158,56,158,33,71,158,133,118,184,119,152,205,89,219,250,157,173,180,142,
2021년05월_남_90~99세,338,19,46,4,14,7,15,5,5,21,16,8,13,10,19,23,14,14,20,13,20,17,15,
2021년05월_남_100세 이상,23,2,4,0,0,1,1,3,3,2,0,0,0,2,1,0,0,1,1,0,1,1,0,
2021년05월_여_총인구수,"267,684","22,410","20,132","15,816","24,567","15,652","14,049","3,128","4,879","10,954","6,325","6,922","15,938","5,705","10,356","8,136","5,179","15,923","11,162","12,146","14,168","12,439","11,698",
2021년05월_여_연령구간인구수,"267,684","22,410","20,132","15,816","24,567","15,652","14,049","3,128","4,879","10,954","6,325","6,922","15,938","5,705","10,356","8,136","5,179","15,923","11,162","12,146","14,168","12,439","11,698",
2021년05월_여_0~9세,"23,363","2,137","1,139","1,790","3,134","2,314","1,514",169,228,563,318,243,"1,320",293,645,321,390,"1,242",893,"1,171","1,407","1,140",992,
2021년05월_여_10~19세,"27,435","2,108","1,670","2,196","3,131","1,933","1,023",189,356,750,421,622,"1,506",418,928,590,354,"1,681","1,343","1,718","1,592","1,289","1,617",
2021년05월_여_20~29세,"34,535","3,109","2,965","2,033","2,813","1,693","1,716",450,749,"1,455",734,973,"2,021",792,"1,364","1,109",638,"2,211","1,297","1,332","1,925","1,564","1,592",
2021년05월_여_30~39세,"38,134","3,954","2,259","2,847","4,270","2,971","2,400",420,526,"1,278",664,661,"2,149",652,"1,243",806,764,"2,068","1,222","1,659","2,236","1,658","1,427",
2021년05월_여_40~49세,"46,438","4,055","2,985","3,323","5,109","3,171","2,159",345,631,"1,438",855,968,"2,420",788,"1,578","1,076",724,"2,791","2,189","2,765","2,724","2,135","2,209",
2021년05월_여_50~59세,"46,103","3,478","4,260","2,005","3,352","2,023","2,336",786,"1,179","2,324","1,315","1,469","2,994","1,138","2,084","1,675",945,"2,786","1,879","1,667","2,269","2,191","1,948",
2021년05월_여_60~69세,"29,959","2,120","2,651",990,"1,792","1,028","1,736",487,719,"1,837","1,148","1,113","2,224",886,"1,511","1,440",799,"1,768","1,170",975,"1,169","1,351","1,045",
2021년05월_여_70~79세,"13,195",930,"1,281",389,592,315,708,146,281,805,547,527,830,472,573,660,316,845,738,543,526,645,526,
2021년05월_여_80~89세,"7,078",426,760,205,302,162,369,102,182,425,269,296,384,237,353,381,206,450,386,258,272,370,283,
2021년05월_여_90~99세,"1,392",91,153,37,67,42,85,31,28,77,52,48,87,28,75,75,41,77,43,55,48,93,59,
2021년05월_여_100세 이상,52,2,9,1,5,0,3,3,0,2,2,2,3,1,2,3,2,4,2,3,0,3,0,
2021년06월_계_총인구수,"541,304","45,551","41,021","31,537","48,905","31,170","28,177","6,553","9,773","22,503","13,213","13,971","31,847","12,195","20,200","16,534","10,658","32,981","22,692","24,510","28,156","25,458","23,074",625.0
2021년06월_계_연령구간인구수,"541,304","45,551","41,021","31,537","48,905","31,170","28,177","6,553","9,773","22,503","13,213","13,971","31,847","12,195","20,200","16,534","10,658","32,981","22,692","24,510","28,156","25,458","23,074",625.0
2021년06월_계_0~9세,"48,198","4,408","2,279","3,790","6,502","4,714","3,236",332,433,"1,151",633,574,"2,684",611,"1,338",659,755,"2,589","1,813","2,426","2,831","2,297","2,049",94.0
2021년06월_계_10~19세,"56,257","4,422","3,443","4,411","6,471","3,967","2,132",382,744,"1,567",908,"1,198","2,965",857,"1,870","1,211",764,"3,413","2,782","3,545","3,274","2,675","3,195",61.0
2021년06월_계_20~29세,"71,730","6,382","6,448","3,966","5,656","3,393","3,416","1,044","1,545","3,141","1,704","2,099","4,170","1,729","2,852","2,337","1,277","4,698","2,828","2,758","3,805","3,238","3,195",49.0
2021년06월_계_30~39세,"77,915","8,072","4,914","5,613","8,016","5,597","4,761",903,"1,205","2,934","1,504","1,545","4,357","1,545","2,551","1,810","1,619","4,564","2,477","3,188","4,405","3,371","2,785",179.0
2021년06월_계_40~49세,"95,034","8,498","6,131","6,518","10,126","6,432","4,611",807,"1,299","3,172","1,866","2,014","4,967","1,814","2,957","2,256","1,553","5,804","4,381","5,514","5,418","4,454","4,330",112.0
2021년06월_계_50~59세,"93,446","6,994","8,546","4,212","6,747","4,026","4,583","1,553","2,208","4,610","2,693","2,895","5,888","2,482","3,916","3,331","1,921","5,873","4,060","3,767","4,628","4,511","3,927",75.0
2021년06월_계_60~69세,"61,670","4,251","5,605","2,004","3,691","2,171","3,480","1,073","1,552","3,715","2,375","2,237","4,519","1,907","3,028","2,960","1,759","3,701","2,317","1,845","2,345","2,987","2,106",42.0
2021년06월_계_70~79세,"24,637","1,754","2,265",672,"1,150",601,"1,329",283,500,"1,525","1,057",942,"1,623",850,"1,081","1,280",654,"1,573","1,328",983,936,"1,259",986,6.0
2021년06월_계_80~89세,"10,619",656,"1,180",310,461,220,525,133,252,588,402,409,569,361,510,594,300,670,638,412,445,551,429,4.0
