카테고리,강원도 삼척시,강원도 삼척시 도계읍,강원도 삼척시 원덕읍,강원도 삼척시 원덕읍임원출장소,강원도 삼척시 근덕면,강원도 삼척시 하장면,강원도 삼척시 노곡면,강원도 삼척시 미로면,강원도 삼척시 가곡면,강원도 삼척시 신기면,강원도 삼척시 남양동,강원도 삼척시 교동,강원도 삼척시 정라동,강원도 삼척시 성내동
2021년10월_남_80~89세,"1,349",182,102,54,194,53,33,66,30,35,176,128,132,164
2021년10월_남_90~99세,124,16,9,7,17,3,7,5,3,1,15,16,13,12
2021년10월_남_100세 이상,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"31,561","4,898","1,531",847,"2,462",593,323,868,329,303,"3,811","7,123","4,415","4,058"
2021년10월_여_연령구간인구수,"31,561","4,898","1,531",847,"2,462",593,323,868,329,303,"3,811","7,123","4,415","4,058"
2021년10월_여_0~9세,"1,759",154,37,22,48,7,4,17,1,6,117,785,312,249
2021년10월_여_10~19세,"2,474",458,64,28,83,17,5,20,12,6,232,823,364,362
2021년10월_여_20~29세,"3,055",836,72,51,115,32,11,26,12,11,302,816,435,336
2021년10월_여_30~39세,"2,430",221,68,31,100,22,8,36,9,12,234,940,424,325
2021년10월_여_40~49세,"3,851",435,125,68,164,29,14,54,25,16,422,"1,264",666,569
2021년10월_여_50~59세,"5,005",708,243,150,374,128,47,138,48,50,695,"1,094",690,640
2021년10월_여_60~69세,"5,847",923,341,190,619,179,84,213,94,79,868,775,716,766
2021년10월_여_70~79세,"3,907",681,295,178,442,94,73,172,68,60,563,375,467,439
2021년10월_여_80~89세,"2,727",427,240,111,415,73,59,161,50,54,327,206,286,318
2021년10월_여_90~99세,485,52,41,18,97,12,18,31,10,8,48,43,54,53
2021년10월_여_100세 이상,21,3,5,0,5,0,0,0,0,1,3,2,1,1
2021년11월_계_총인구수,"63,682","9,690","3,232","1,695","5,073","1,294",715,"1,811",671,660,"7,494","14,410","8,941","7,996"
2021년11월_계_연령구간인구수,"63,682","9,690","3,232","1,695","5,073","1,294",715,"1,811",671,660,"7,494","14,410","8,941","7,996"
2021년11월_계_0~9세,"3,554",297,78,42,103,22,7,33,9,11,247,"1,587",618,500
2021년11월_계_10~19세,"5,058",832,129,63,182,34,10,63,23,12,480,"1,687",800,743
2021년11월_계_20~29세,"6,862","1,748",229,122,313,60,32,77,28,25,695,"1,810",970,753
2021년11월_계_30~39세,"5,267",477,190,82,270,68,20,76,16,32,564,"1,900",881,691
2021년11월_계_40~49세,"8,486",986,348,179,458,119,57,182,67,66,915,"2,508","1,425","1,176"
2021년11월_계_50~59세,"10,943","1,552",614,334,950,268,135,330,122,129,"1,367","2,290","1,554","1,298"
2021년11월_계_60~69세,"11,809","1,918",747,392,"1,272",401,206,475,187,176,"1,639","1,547","1,376","1,473"
2021년11월_계_70~79세,"7,000","1,198",498,291,802,179,131,310,126,113,"1,023",687,831,811
2021년11월_계_80~89세,"4,069",612,341,164,606,128,91,229,80,87,496,334,416,485
2021년11월_계_90~99세,614,67,51,26,112,15,26,36,13,9,66,59,69,65
2021년11월_계_100세 이상,20,3,7,0,5,0,0,0,0,0,2,1,1,1
2021년11월_남_총인구수,"32,175","4,804","1,698",846,"2,624",701,389,943,342,358,"3,692","7,311","4,530","3,937"
2021년11월_남_연령구간인구수,"32,175","4,804","1,698",846,"2,624",701,389,943,342,358,"3,692","7,311","4,530","3,937"
2021년11월_남_0~9세,"1,809",147,40,20,56,15,3,17,8,5,131,811,307,249
2021년11월_남_10~19세,"2,598",389,65,34,103,18,5,42,11,6,248,864,434,379
2021년11월_남_20~29세,"3,824",904,158,70,205,27,21,50,16,14,396,"1,002",541,420
2021년11월_남_30~39세,"2,841",256,125,51,167,46,12,40,8,20,326,974,454,362
2021년11월_남_40~49세,"4,627",556,220,111,296,89,42,129,42,50,502,"1,237",757,596
2021년11월_남_50~59세,"5,959",850,370,183,576,142,87,192,75,80,671,"1,199",862,672
2021년11월_남_60~69세,"5,939",985,405,200,651,221,121,261,91,96,770,770,664,704
2021년11월_남_70~79세,"3,109",523,203,118,357,85,58,141,60,52,460,312,363,377
2021년11월_남_80~89세,"1,341",180,100,52,195,55,33,65,28,34,173,126,134,166
2021년11월_남_90~99세,126,14,10,7,18,3,7,6,3,1,15,16,14,12
2021년11월_남_100세 이상,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"31,507","4,886","1,534",849,"2,449",593,326,868,329,302,"3,802","7,099","4,411","4,059"
2021년11월_여_연령구간인구수,"31,507","4,886","1,534",849,"2,449",593,326,868,329,302,"3,802","7,099","4,411","4,059"
2021년11월_여_0~9세,"1,745",150,38,22,47,7,4,16,1,6,116,776,311,251
2021년11월_여_10~19세,"2,460",443,64,29,79,16,5,21,12,6,232,823,366,364
2021년11월_여_20~29세,"3,038",844,71,52,108,33,11,27,12,11,299,808,429,333
2021년11월_여_30~39세,"2,426",221,65,31,103,22,8,36,8,12,238,926,427,329
2021년11월_여_40~49세,"3,859",430,128,68,162,30,15,53,25,16,413,"1,271",668,580
2021년11월_여_50~59세,"4,984",702,244,151,374,126,48,138,47,49,696,"1,091",692,626
2021년11월_여_60~69세,"5,870",933,342,192,621,180,85,214,96,80,869,777,712,769
2021년11월_여_70~79세,"3,891",675,295,173,445,94,73,169,66,61,563,375,468,434
2021년11월_여_80~89세,"2,728",432,241,112,411,73,58,164,52,53,323,208,282,319
2021년11월_여_90~99세,488,53,41,19,94,12,19,30,10,8,51,43,55,53
2021년11월_여_100세 이상,18,3,5,0,5,0,0,0,0,0,2,1,1,1
2021년12월_계_총인구수,"63,429","9,538","3,217","1,687","5,063","1,296",714,"1,807",669,665,"7,478","14,387","8,924","7,984"
2021년12월_계_연령구간인구수,"63,429","9,538","3,217","1,687","5,063","1,296",714,"1,807",669,665,"7,478","14,387","8,924","7,984"
2021년12월_계_0~9세,"3,524",295,77,41,106,21,7,30,9,11,247,"1,575",615,490
2021년12월_계_10~19세,"5,018",794,122,61,177,36,10,63,24,13,475,"1,686",804,753
2021년12월_계_20~29세,"6,721","1,653",233,119,302,61,32,77,27,24,687,"1,803",955,748
2021년12월_계_30~39세,"5,210",468,192,81,270,67,20,74,15,31,561,"1,875",873,683
2021년12월_계_40~49세,"8,497",986,342,182,460,122,58,182,67,66,913,"2,507","1,431","1,181"
2021년12월_계_50~59세,"10,920","1,543",613,332,949,265,137,325,120,131,"1,365","2,299","1,547","1,294"
2021년12월_계_60~69세,"11,843","1,921",749,392,"1,272",402,201,483,187,177,"1,641","1,556","1,381","1,481"
2021년12월_계_70~79세,"6,992","1,195",496,287,801,179,133,311,126,114,"1,023",694,830,803
2021년12월_계_80~89세,"4,074",615,338,168,607,129,92,226,80,88,498,330,417,486
2021년12월_계_90~99세,614,66,52,24,113,14,24,36,14,10,66,61,70,64
2021년12월_계_100세 이상,16,2,3,0,6,0,0,0,0,0,2,1,1,1
2021년12월_남_총인구수,"32,043","4,719","1,692",840,"2,612",701,389,944,342,359,"3,680","7,306","4,526","3,933"
2021년12월_남_연령구간인구수,"32,043","4,719","1,692",840,"2,612",701,389,944,342,359,"3,680","7,306","4,526","3,933"
2021년12월_남_0~9세,"1,795",145,40,21,58,14,3,14,8,5,131,804,305,247
2021년12월_남_10~19세,"2,572",365,62,32,98,19,5,42,12,7,246,866,437,381
2021년12월_남_20~29세,"3,747",849,160,68,198,29,21,50,16,13,390,997,533,423
2021년12월_남_30~39세,"2,812",249,128,50,165,44,12,40,8,19,323,962,457,355
2021년12월_남_40~49세,"4,635",560,217,111,297,90,43,129,42,50,497,"1,240",759,600
2021년12월_남_50~59세,"5,951",849,369,182,577,139,89,189,73,81,668,"1,206",860,669
2021년12월_남_60~69세,"5,957",986,404,201,651,224,117,267,92,95,778,772,666,704
2021년12월_남_70~79세,"3,113",522,202,116,355,85,60,144,60,53,460,317,362,377
2021년12월_남_80~89세,"1,332",180,100,53,193,55,32,62,28,34,173,124,133,165
2021년12월_남_90~99세,129,14,10,6,20,2,7,7,3,2,14,18,14,12
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"31,386","4,819","1,525",847,"2,451",595,325,863,327,306,"3,798","7,081","4,398","4,051"
2021년12월_여_연령구간인구수,"31,386","4,819","1,525",847,"2,451",595,325,863,327,306,"3,798","7,081","4,398","4,051"
2021년12월_여_0~9세,"1,729",150,37,20,48,7,4,16,1,6,116,771,310,243
2021년12월_여_10~19세,"2,446",429,60,29,79,17,5,21,12,6,229,820,367,372
2021년12월_여_20~29세,"2,974",804,73,51,104,32,11,27,11,11,297,806,422,325
2021년12월_여_30~39세,"2,398",219,64,31,105,23,8,34,7,12,238,913,416,328
2021년12월_여_40~49세,"3,862",426,125,71,163,32,15,53,25,16,416,"1,267",672,581
2021년12월_여_50~59세,"4,969",694,244,150,372,126,48,136,47,50,697,"1,093",687,625
2021년12월_여_60~69세,"5,886",935,345,191,621,178,84,216,95,82,863,784,715,777
2021년12월_여_70~79세,"3,879",673,294,171,446,94,73,167,66,61,563,377,468,426
2021년12월_여_80~89세,"2,742",435,238,115,414,74,60,164,52,54,325,206,284,321
2021년12월_여_90~99세,485,52,42,18,93,12,17,29,11,8,52,43,56,52
2021년12월_여_100세 이상,16,2,3,0,6,0,0,0,0,0,2,1,1,1
