카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2020년05월_여_10~19세,"33,329","12,856","1,349",119,80,121,92,40,167,31,145,91,300,333,667,"1,598","2,845","3,437","1,441","20,473","1,119","1,208",905,269,567,713,636,"2,413","1,131","2,741","4,504","1,919","2,348",,
2020년05월_여_20~29세,"45,563","16,649","1,234",142,170,149,112,82,263,51,258,244,488,516,"1,305","1,344","2,859","3,474","3,958","28,914","1,258","1,155",956,379,"1,116","3,254","1,247","2,904","1,291","2,503","4,425","4,473","3,953",,
2020년05월_여_30~39세,"49,866","16,182","1,212",130,142,139,76,62,228,46,208,160,411,364,"1,057","1,468","3,393","4,338","2,748","33,684","1,021","1,462","1,107",274,942,"2,246",901,"2,721","1,246","3,765","7,550","3,520","6,929",,
2020년05월_여_40~49세,"54,020","21,026","2,202",178,211,244,130,77,317,56,303,200,600,661,"1,376","2,329","4,486","5,126","2,530","32,994","1,766","1,943","1,515",467,"1,134","1,666","1,014","3,648","1,737","3,843","7,022","3,332","3,907",,
2020년05월_여_50~59세,"49,778","21,521","2,014",363,426,403,287,183,591,197,466,314,861,937,"1,596","2,077","3,342","4,210","3,254","28,257","1,987","1,710","1,585",827,"1,486","1,659","1,415","3,502","1,858","2,790","3,922","2,883","2,633",,
2020년05월_여_60~69세,"29,832","14,782","1,351",400,443,441,339,226,514,222,572,328,728,783,"1,114","1,264","1,593","2,427","2,037","15,050","1,926","1,093","1,033",764,"1,106","1,161",951,"1,473",936,"1,119","1,164","1,254","1,070",,
2020년05월_여_70~79세,"16,228","8,268",842,254,304,268,256,180,353,193,381,233,417,531,572,699,736,"1,179",870,"7,960","1,345",644,648,517,654,547,409,639,547,472,467,625,446,,
2020년05월_여_80~89세,"9,651","5,094",598,221,261,222,196,159,262,160,187,115,241,297,273,372,472,621,437,"4,557",775,367,390,334,305,273,208,392,345,285,258,356,269,,
2020년05월_여_90~99세,"1,636",880,93,41,46,42,34,19,55,34,25,14,38,43,53,63,71,129,80,756,120,65,57,50,40,55,45,48,63,48,58,59,48,,
2020년05월_여_100세 이상,122,62,0,0,2,1,2,2,7,3,7,2,7,3,7,1,2,8,8,60,20,3,4,12,5,6,1,2,1,1,2,2,1,,
2020년06월_계_총인구수,"657,514","258,996","24,165","4,164","4,343","4,360","3,283","2,318","6,145","2,156","5,588","3,700","8,907","9,530","17,785","24,646","45,176","56,030","36,700","398,518","24,839","22,183","19,432","8,706","16,319","25,717","14,234","38,374","19,250","41,008","69,756","42,523","56,177",,
2020년06월_계_연령구간인구수,"657,514","258,996","24,165","4,164","4,343","4,360","3,283","2,318","6,145","2,156","5,588","3,700","8,907","9,530","17,785","24,646","45,176","56,030","36,700","398,518","24,839","22,183","19,432","8,706","16,319","25,717","14,234","38,374","19,250","41,008","69,756","42,523","56,177",,
2020년06월_계_0~9세,"63,586","21,160","1,810",150,124,153,88,61,267,32,180,95,438,307,"1,092","2,315","4,983","6,220","2,845","42,426","1,345","1,996","1,413",320,802,"1,013",928,"3,604","1,531","5,921","10,640","3,632","9,281",,
2020년06월_계_10~19세,"69,219","26,700","2,843",243,201,249,181,93,355,82,309,177,719,722,"1,443","3,301","5,934","7,040","2,808","42,519","2,384","2,445","1,914",595,"1,098","1,451","1,272","5,112","2,425","5,663","9,245","3,992","4,923",,
2020년06월_계_20~29세,"95,959","35,475","2,752",390,379,382,258,197,772,138,558,506,"1,119","1,172","2,793","3,001","6,231","7,253","7,574","60,484","2,851","2,573","2,390",938,"2,456","6,502","2,517","5,999","2,738","5,191","8,833","9,290","8,206",,
2020년06월_계_30~39세,"106,884","34,057","2,559",328,302,337,204,178,582,102,505,412,914,948,"2,419","2,741","7,090","8,743","5,693","72,827","2,290","3,097","2,702",733,"2,273","5,605","1,954","5,310","2,459","7,234","15,132","8,252","15,786",,
2020년06월_계_40~49세,"111,950","43,316","4,590",469,461,531,345,240,752,181,706,483,"1,277","1,395","2,915","4,636","9,050","10,213","5,072","68,634","3,935","4,202","3,535","1,154","2,490","3,798","1,964","6,887","3,285","7,771","13,817","6,921","8,875",,
2020년06월_계_50~59세,"102,586","44,075","4,350",802,904,907,650,451,"1,206",461,"1,110",711,"1,779","1,942","3,304","4,210","6,763","8,383","6,142","58,511","4,314","3,696","3,464","1,821","3,212","3,569","2,625","6,672","3,534","5,584","8,307","6,069","5,644",,
2020년06월_계_60~69세,"60,665","29,844","2,733",885,956,887,736,490,"1,104",490,"1,153",709,"1,422","1,503","2,299","2,517","3,110","4,866","3,984","30,821","3,835","2,321","2,174","1,569","2,251","2,352","1,859","2,994","1,849","2,314","2,462","2,581","2,260",,
2020년06월_계_70~79세,"29,644","15,309","1,510",516,569,514,486,326,623,367,710,399,808,989,"1,038","1,283","1,265","2,166","1,740","14,335","2,470","1,186","1,141",953,"1,193",961,736,"1,148",873,877,861,"1,156",780,,
2020년06월_계_80~89세,"14,727","7,831",898,330,381,345,292,255,406,254,307,181,371,490,409,558,654,970,730,"6,896","1,229",578,622,528,479,393,317,579,476,389,383,556,367,,
2020년06월_계_90~99세,"2,125","1,144",120,51,64,54,40,25,70,45,39,25,51,57,63,78,93,166,103,981,156,87,73,80,57,67,61,64,78,62,73,69,54,,
2020년06월_계_100세 이상,169,85,0,0,2,1,3,2,8,4,11,2,9,5,10,6,3,10,9,84,30,2,4,15,8,6,1,5,2,2,3,5,1,,
2020년06월_남_총인구수,"335,230","131,239","12,357","2,241","2,189","2,245","1,716","1,256","3,249","1,156","2,947","1,951","4,637","4,906","9,095","12,329","22,995","28,014","17,956","203,991","12,887","11,580","10,565","4,654","8,597","13,716","7,012","18,850","9,317","20,514","34,964","21,915","29,420",,
2020년06월_남_연령구간인구수,"335,230","131,239","12,357","2,241","2,189","2,245","1,716","1,256","3,249","1,156","2,947","1,951","4,637","4,906","9,095","12,329","22,995","28,014","17,956","203,991","12,887","11,580","10,565","4,654","8,597","13,716","7,012","18,850","9,317","20,514","34,964","21,915","29,420",,
2020년06월_남_0~9세,"32,455","10,877",927,81,63,74,47,31,128,17,94,50,247,157,566,"1,183","2,587","3,185","1,440","21,578",696,988,732,160,419,522,496,"1,800",757,"2,981","5,433","1,864","4,730",,
2020년06월_남_10~19세,"35,867","13,843","1,492",126,120,125,88,52,188,52,163,84,422,391,762,"1,700","3,104","3,587","1,387","22,024","1,269","1,248","1,017",327,534,753,643,"2,700","1,304","2,937","4,716","2,065","2,511",,
2020년06월_남_20~29세,"50,266","18,816","1,522",244,209,233,148,114,513,86,303,261,630,659,"1,455","1,665","3,364","3,796","3,614","31,450","1,616","1,429","1,432",567,"1,345","3,266","1,280","3,126","1,438","2,697","4,380","4,710","4,164",,
2020년06월_남_30~39세,"56,719","17,838","1,334",196,164,199,127,117,355,59,294,247,504,579,"1,337","1,279","3,704","4,399","2,944","38,881","1,266","1,659","1,613",463,"1,331","3,388","1,050","2,635","1,220","3,478","7,530","4,635","8,613",,
2020년06월_남_40~49세,"57,776","22,319","2,390",289,250,288,216,163,437,126,404,286,678,731,"1,512","2,317","4,572","5,091","2,569","35,457","2,183","2,262","2,014",681,"1,372","2,138",969,"3,221","1,550","3,920","6,772","3,525","4,850",,
2020년06월_남_50~59세,"52,713","22,571","2,331",444,477,500,362,268,612,269,646,398,924,"1,004","1,705","2,139","3,433","4,166","2,893","30,142","2,331","2,011","1,885",997,"1,733","1,905","1,207","3,182","1,672","2,804","4,335","3,112","2,968",,
2020년06월_남_60~69세,"30,543","14,970","1,369",482,505,447,397,264,586,265,575,382,695,721,"1,152","1,259","1,510","2,427","1,934","15,573","1,907","1,219","1,127",795,"1,134","1,194",914,"1,488",910,"1,172","1,273","1,279","1,161",,
2020년06월_남_70~79세,"13,312","6,999",667,259,264,247,231,146,270,176,331,168,389,456,457,584,517,978,859,"6,313","1,116",538,496,438,537,416,328,493,325,403,385,516,322,,
2020년06월_남_80~89세,"5,047","2,723",296,109,120,122,93,96,142,96,120,64,133,193,134,183,180,347,295,"2,324",457,205,231,193,173,122,109,186,129,105,126,194,94,,
2020년06월_남_90~99세,487,261,29,11,17,10,6,5,17,9,13,11,13,13,12,16,23,36,20,226,37,21,18,31,16,12,16,16,11,16,13,12,7,,
2020년06월_남_100세 이상,45,22,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년06월_여_총인구수,"322,284","127,757","11,808","1,923","2,154","2,115","1,567","1,062","2,896","1,000","2,641","1,749","4,270","4,624","8,690","12,317","22,181","28,016","18,744","194,527","11,952","10,603","8,867","4,052","7,722","12,001","7,222","19,524","9,933","20,494","34,792","20,608","26,757",,
2020년06월_여_연령구간인구수,"322,284","127,757","11,808","1,923","2,154","2,115","1,567","1,062","2,896","1,000","2,641","1,749","4,270","4,624","8,690","12,317","22,181","28,016","18,744","194,527","11,952","10,603","8,867","4,052","7,722","12,001","7,222","19,524","9,933","20,494","34,792","20,608","26,757",,
2020년06월_여_0~9세,"31,131","10,283",883,69,61,79,41,30,139,15,86,45,191,150,526,"1,132","2,396","3,035","1,405","20,848",649,"1,008",681,160,383,491,432,"1,804",774,"2,940","5,207","1,768","4,551",,
2020년06월_여_10~19세,"33,352","12,857","1,351",117,81,124,93,41,167,30,146,93,297,331,681,"1,601","2,830","3,453","1,421","20,495","1,115","1,197",897,268,564,698,629,"2,412","1,121","2,726","4,529","1,927","2,412",,
2020년06월_여_20~29세,"45,693","16,659","1,230",146,170,149,110,83,259,52,255,245,489,513,"1,338","1,336","2,867","3,457","3,960","29,034","1,235","1,144",958,371,"1,111","3,236","1,237","2,873","1,300","2,494","4,453","4,580","4,042",,
2020년06월_여_30~39세,"50,165","16,219","1,225",132,138,138,77,61,227,43,211,165,410,369,"1,082","1,462","3,386","4,344","2,749","33,946","1,024","1,438","1,089",270,942,"2,217",904,"2,675","1,239","3,756","7,602","3,617","7,173",,
2020년06월_여_40~49세,"54,174","20,997","2,200",180,211,243,129,77,315,55,302,197,599,664,"1,403","2,319","4,478","5,122","2,503","33,177","1,752","1,940","1,521",473,"1,118","1,660",995,"3,666","1,735","3,851","7,045","3,396","4,025",,
2020년06월_여_50~59세,"49,873","21,504","2,019",358,427,407,288,183,594,192,464,313,855,938,"1,599","2,071","3,330","4,217","3,249","28,369","1,983","1,685","1,579",824,"1,479","1,664","1,418","3,490","1,862","2,780","3,972","2,957","2,676",,
2020년06월_여_60~69세,"30,122","14,874","1,364",403,451,440,339,226,518,225,578,327,727,782,"1,147","1,258","1,600","2,439","2,050","15,248","1,928","1,102","1,047",774,"1,117","1,158",945,"1,506",939,"1,142","1,189","1,302","1,099",,
2020년06월_여_70~79세,"16,332","8,310",843,257,305,267,255,180,353,191,379,231,419,533,581,699,748,"1,188",881,"8,022","1,354",648,645,515,656,545,408,655,548,474,476,640,458,,
2020년06월_여_80~89세,"9,680","5,108",602,221,261,223,199,159,264,158,187,117,238,297,275,375,474,623,435,"4,572",772,373,391,335,306,271,208,393,347,284,257,362,273,,
2020년06월_여_90~99세,"1,638",883,91,40,47,44,34,20,53,36,26,14,38,44,51,62,70,130,83,755,119,66,55,49,41,55,45,48,67,46,60,57,47,,
2020년06월_여_100세 이상,124,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,8,8,61,21,2,4,13,5,6,1,2,1,1,2,2,1,,
2020년07월_계_총인구수,"658,280","259,219","24,224","4,165","4,344","4,370","3,289","2,328","6,135","2,154","5,563","3,678","8,876","9,516","18,043","24,617","45,188","56,068","36,661","399,061","24,777","22,120","19,386","8,697","16,293","25,708","14,218","38,268","19,212","40,912","69,983","42,895","56,592",,
2020년07월_계_연령구간인구수,"658,280","259,219","24,224","4,165","4,344","4,370","3,289","2,328","6,135","2,154","5,563","3,678","8,876","9,516","18,043","24,617","45,188","56,068","36,661","399,061","24,777","22,120","19,386","8,697","16,293","25,708","14,218","38,268","19,212","40,912","69,983","42,895","56,592",,
2020년07월_계_0~9세,"63,446","21,082","1,791",151,122,152,90,59,264,32,175,94,434,302,"1,102","2,297","4,963","6,228","2,826","42,364","1,325","1,969","1,403",317,807,"1,008",925,"3,584","1,530","5,883","10,636","3,661","9,316",,
2020년07월_계_10~19세,"69,069","26,635","2,837",245,202,252,180,92,349,83,307,177,705,723,"1,452","3,302","5,916","7,035","2,778","42,434","2,359","2,436","1,895",585,"1,088","1,410","1,273","5,077","2,408","5,639","9,305","3,992","4,967",,
2020년07월_계_20~29세,"96,063","35,500","2,768",390,382,381,257,198,764,137,552,498,"1,118","1,168","2,856","2,996","6,244","7,227","7,564","60,563","2,857","2,560","2,389",930,"2,461","6,509","2,522","5,985","2,726","5,173","8,823","9,368","8,260",,
2020년07월_계_30~39세,"106,891","34,003","2,564",331,295,340,212,175,576,97,494,403,905,929,"2,481","2,738","7,060","8,739","5,664","72,888","2,279","3,059","2,676",733,"2,251","5,643","1,934","5,289","2,454","7,194","15,139","8,368","15,869",,
2020년07월_계_40~49세,"112,094","43,350","4,589",463,460,530,340,236,758,184,695,486,"1,279","1,394","2,958","4,617","9,071","10,212","5,078","68,744","3,906","4,200","3,538","1,151","2,483","3,779","1,959","6,853","3,264","7,759","13,883","6,949","9,020",,
2020년07월_계_50~59세,"102,687","44,052","4,376",797,899,896,651,461,"1,200",455,"1,105",701,"1,776","1,933","3,335","4,207","6,748","8,382","6,130","58,635","4,309","3,695","3,453","1,811","3,185","3,561","2,622","6,672","3,535","5,604","8,379","6,140","5,669",,
2020년07월_계_60~69세,"61,103","30,063","2,756",897,964,900,738,497,"1,104",494,"1,165",710,"1,416","1,511","2,320","2,524","3,142","4,912","4,013","31,040","3,851","2,346","2,183","1,582","2,268","2,361","1,859","3,008","1,866","2,328","2,491","2,614","2,283",,
2020년07월_계_70~79세,"29,845","15,426","1,520",509,573,517,484,328,628,369,710,397,806,"1,001","1,054","1,285","1,297","2,181","1,767","14,419","2,468","1,191","1,144",965,"1,205",968,743,"1,153",879,877,864,"1,180",782,,
2020년07월_계_80~89세,"14,784","7,872",903,333,381,347,293,255,411,254,310,185,374,493,412,566,653,974,728,"6,912","1,236",578,629,525,482,395,320,577,470,391,388,550,371,,
2020년07월_계_90~99세,"2,128","1,150",120,49,64,54,41,25,73,45,39,25,54,57,63,79,91,167,104,978,157,84,72,83,55,68,60,65,78,62,72,68,54,,
2020년07월_계_100세 이상,170,86,0,0,2,1,3,2,8,4,11,2,9,5,10,6,3,11,9,84,30,2,4,15,8,6,1,5,2,2,3,5,1,,
2020년07월_남_총인구수,"335,655","131,361","12,387","2,244","2,192","2,253","1,723","1,262","3,238","1,154","2,933","1,943","4,612","4,900","9,218","12,300","23,020","28,050","17,932","204,294","12,855","11,564","10,533","4,649","8,594","13,732","7,002","18,803","9,311","20,471","35,060","22,085","29,635",,
2020년07월_남_연령구간인구수,"335,655","131,361","12,387","2,244","2,192","2,253","1,723","1,262","3,238","1,154","2,933","1,943","4,612","4,900","9,218","12,300","23,020","28,050","17,932","204,294","12,855","11,564","10,533","4,649","8,594","13,732","7,002","18,803","9,311","20,471","35,060","22,085","29,635",,
2020년07월_남_0~9세,"32,370","10,833",915,81,62,76,47,29,129,17,90,49,242,151,577,"1,169","2,580","3,188","1,431","21,537",679,975,725,159,425,516,491,"1,800",759,"2,960","5,434","1,872","4,742",,
2020년07월_남_10~19세,"35,793","13,829","1,495",127,121,128,89,52,185,53,165,84,412,394,774,"1,694","3,094","3,593","1,369","21,964","1,252","1,247","1,009",320,520,729,648,"2,674","1,300","2,925","4,743","2,059","2,538",,
2020년07월_남_20~29세,"50,377","18,842","1,539",246,209,229,146,114,503,86,302,260,628,662,"1,485","1,663","3,371","3,782","3,617","31,535","1,626","1,423","1,423",561,"1,357","3,281","1,281","3,125","1,429","2,699","4,378","4,753","4,199",,
2020년07월_남_30~39세,"56,705","17,816","1,335",199,160,200,134,115,349,55,289,245,496,567,"1,367","1,284","3,703","4,390","2,928","38,889","1,257","1,642","1,596",466,"1,317","3,411","1,039","2,623","1,216","3,463","7,515","4,691","8,653",,
2020년07월_남_40~49세,"57,825","22,325","2,379",283,249,287,213,163,440,127,399,287,681,731,"1,529","2,302","4,581","5,099","2,575","35,500","2,166","2,268","2,019",675,"1,364","2,134",971,"3,203","1,537","3,911","6,798","3,529","4,925",,
2020년07월_남_50~59세,"52,785","22,556","2,349",443,480,495,363,271,615,265,640,391,923,999,"1,714","2,139","3,422","4,170","2,877","30,229","2,332","2,016","1,878",998,"1,725","1,905","1,201","3,180","1,688","2,812","4,367","3,145","2,982",,
2020년07월_남_60~69세,"30,784","15,104","1,379",490,511,457,400,270,581,269,583,382,695,728,"1,161","1,261","1,531","2,452","1,954","15,680","1,917","1,223","1,137",804,"1,148","1,201",912,"1,493",915,"1,171","1,289","1,298","1,172",,
2020년07월_남_70~79세,"13,407","7,037",668,255,263,248,231,146,272,176,326,169,388,459,464,583,531,992,866,"6,370","1,117",542,498,442,545,419,331,498,329,407,392,528,322,,
2020년07월_남_80~89세,"5,075","2,732",297,108,120,123,93,97,146,96,122,65,131,194,132,185,183,346,294,"2,343",463,208,230,191,174,124,112,188,126,107,130,195,95,,
2020년07월_남_90~99세,488,264,31,12,17,10,6,5,17,9,13,11,14,13,12,16,23,35,20,224,37,20,18,31,16,12,16,16,11,15,13,12,7,,
2020년07월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년07월_여_총인구수,"322,625","127,858","11,837","1,921","2,152","2,117","1,566","1,066","2,897","1,000","2,630","1,735","4,264","4,616","8,825","12,317","22,168","28,018","18,729","194,767","11,922","10,556","8,853","4,048","7,699","11,976","7,216","19,465","9,901","20,441","34,923","20,810","26,957",,
2020년07월_여_연령구간인구수,"322,625","127,858","11,837","1,921","2,152","2,117","1,566","1,066","2,897","1,000","2,630","1,735","4,264","4,616","8,825","12,317","22,168","28,018","18,729","194,767","11,922","10,556","8,853","4,048","7,699","11,976","7,216","19,465","9,901","20,441","34,923","20,810","26,957",,
2020년07월_여_0~9세,"31,076","10,249",876,70,60,76,43,30,135,15,85,45,192,151,525,"1,128","2,383","3,040","1,395","20,827",646,994,678,158,382,492,434,"1,784",771,"2,923","5,202","1,789","4,574",,
2020년07월_여_10~19세,"33,276","12,806","1,342",118,81,124,91,40,164,30,142,93,293,329,678,"1,608","2,822","3,442","1,409","20,470","1,107","1,189",886,265,568,681,625,"2,403","1,108","2,714","4,562","1,933","2,429",,
2020년07월_여_20~29세,"45,686","16,658","1,229",144,173,152,111,84,261,51,250,238,490,506,"1,371","1,333","2,873","3,445","3,947","29,028","1,231","1,137",966,369,"1,104","3,228","1,241","2,860","1,297","2,474","4,445","4,615","4,061",,
2020년07월_여_30~39세,"50,186","16,187","1,229",132,135,140,78,60,227,42,205,158,409,362,"1,114","1,454","3,357","4,349","2,736","33,999","1,022","1,417","1,080",267,934,"2,232",895,"2,666","1,238","3,731","7,624","3,677","7,216",,
2020년07월_여_40~49세,"54,269","21,025","2,210",180,211,243,127,73,318,57,296,199,598,663,"1,429","2,315","4,490","5,113","2,503","33,244","1,740","1,932","1,519",476,"1,119","1,645",988,"3,650","1,727","3,848","7,085","3,420","4,095",,
2020년07월_여_50~59세,"49,902","21,496","2,027",354,419,401,288,190,585,190,465,310,853,934,"1,621","2,068","3,326","4,212","3,253","28,406","1,977","1,679","1,575",813,"1,460","1,656","1,421","3,492","1,847","2,792","4,012","2,995","2,687",,
2020년07월_여_60~69세,"30,319","14,959","1,377",407,453,443,338,227,523,225,582,328,721,783,"1,159","1,263","1,611","2,460","2,059","15,360","1,934","1,123","1,046",778,"1,120","1,160",947,"1,515",951,"1,157","1,202","1,316","1,111",,
2020년07월_여_70~79세,"16,438","8,389",852,254,310,269,253,182,356,193,384,228,418,542,590,702,766,"1,189",901,"8,049","1,351",649,646,523,660,549,412,655,550,470,472,652,460,,
