카테고리,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2020년12월_계_100세 이상,91,10,6,5,2,2,3,2,2,1,0,1,5,8,6,17,5,3,1,1,3,8,0,
2020년12월_남_총인구수,"275,626","11,763","7,135","4,170","13,537","6,930","8,702","15,945","14,846","11,933","8,449","16,400","10,963","21,502","7,908","37,793","19,252","10,071","5,519","17,704","9,760","8,871","6,473",
2020년12월_남_연령구간인구수,"275,626","11,763","7,135","4,170","13,537","6,930","8,702","15,945","14,846","11,933","8,449","16,400","10,963","21,502","7,908","37,793","19,252","10,071","5,519","17,704","9,760","8,871","6,473",
2020년12월_남_0~9세,"20,617",825,299,207,"1,050",315,703,"1,082",969,691,456,750,"1,096","2,612",341,"4,578","1,508",592,188,"1,197",450,379,329,
2020년12월_남_10~19세,"28,661",945,376,294,"1,191",524,869,"1,901","1,569","1,285",724,"1,240","1,055","4,218",596,"4,400","2,667",791,331,"1,860",688,623,514,
2020년12월_남_20~29세,"42,226","1,513","1,099",656,"2,129","1,209","1,319","2,704","2,586","2,281","1,393","3,674","1,432","2,322",998,"4,868","2,920","1,872",708,"2,751","1,525","1,323",944,
2020년12월_남_30~39세,"34,639","1,446",987,490,"1,938",995,"1,174","1,763","1,803","1,363","1,193","2,154","1,606","2,052",712,"5,557","2,031","1,614",618,"2,009","1,249","1,066",819,
2020년12월_남_40~49세,"43,315","1,865","1,007",601,"2,024",967,"1,341","2,423","2,161","1,732","1,164","2,360","2,015","4,926","1,186","6,684","2,868","1,288",650,"2,418","1,402","1,226","1,007",
2020년12월_남_50~59세,"50,159","2,127","1,297",731,"2,468","1,324","1,607","3,360","3,176","2,620","1,646","3,281","1,866","3,241","1,541","5,650","3,414","1,756","1,025","3,348","1,832","1,602","1,247",
2020년12월_남_60~69세,"35,359","1,810","1,178",649,"1,767","1,039","1,095","1,759","1,743","1,311","1,327","1,866","1,235","1,353","1,433","3,867","2,497","1,425","1,205","2,734","1,517","1,540","1,009",
2020년12월_남_70~79세,"15,272",933,656,375,749,413,459,717,604,477,408,796,505,574,793,"1,642",960,554,611,"1,006",815,777,448,
2020년12월_남_80~89세,"4,989",286,226,156,205,131,125,226,218,164,126,260,143,186,284,498,359,165,164,354,269,308,136,
2020년12월_남_90~99세,370,12,9,11,14,12,9,10,17,9,12,19,7,17,23,43,28,14,19,27,13,25,20,
2020년12월_남_100세 이상,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2020년12월_여_총인구수,"283,005","12,390","7,579","4,405","14,169","7,088","8,923","15,815","14,636","11,765","8,268","15,542","11,146","22,360","8,581","39,105","20,133","10,201","5,953","18,732","10,017","9,605","6,592",
2020년12월_여_연령구간인구수,"283,005","12,390","7,579","4,405","14,169","7,088","8,923","15,815","14,636","11,765","8,268","15,542","11,146","22,360","8,581","39,105","20,133","10,201","5,953","18,732","10,017","9,605","6,592",
2020년12월_여_0~9세,"19,656",856,296,182,"1,064",328,645,987,868,646,422,675,"1,112","2,526",271,"4,357","1,492",543,183,"1,108",404,375,316,
2020년12월_여_10~19세,"26,579","1,080",354,274,"1,119",454,797,"1,666","1,403","1,234",660,"1,202","1,143","4,093",559,"3,984","2,176",679,269,"1,741",619,620,453,
2020년12월_여_20~29세,"37,047","1,432","1,272",637,"2,145","1,134","1,198","2,370","2,149","1,870","1,171","3,109","1,216","1,926",789,"4,339","2,420","1,668",533,"2,348","1,404","1,174",743,
2020년12월_여_30~39세,"31,940","1,392",898,464,"1,829",747,"1,093","1,613","1,550","1,181",935,"1,509","1,560","2,547",596,"5,861","2,061","1,242",467,"1,848","1,036",861,650,
2020년12월_여_40~49세,"46,126","1,742",828,541,"2,105","1,001","1,438","2,846","2,458","2,023","1,209","2,212","2,018","5,833","1,109","6,986","3,571","1,345",595,"2,827","1,316","1,187",936,
2020년12월_여_50~59세,"53,505","2,119","1,285",794,"2,726","1,496","1,771","3,323","3,362","2,661","1,880","3,178","1,933","2,731","1,548","6,290","3,894","2,088","1,234","4,004","2,001","1,840","1,347",
2020년12월_여_60~69세,"37,974","2,027","1,337",733,"1,936","1,124","1,149","1,777","1,629","1,191","1,255","1,874","1,343","1,554","1,692","4,222","2,591","1,529","1,403","2,848","1,764","1,852","1,144",
2020년12월_여_70~79세,"19,033","1,128",859,501,840,531,558,795,778,594,486,"1,073",536,728,"1,272","1,966","1,171",681,740,"1,216",926,"1,048",606,
2020년12월_여_80~89세,"9,717",531,393,248,348,244,239,391,388,323,221,625,246,360,668,956,645,365,461,694,475,549,347,
2020년12월_여_90~99세,"1,356",74,52,26,57,28,33,45,49,41,29,84,37,55,72,133,107,58,67,97,69,93,50,
2020년12월_여_100세 이상,72,9,5,5,0,1,2,2,2,1,0,1,2,7,5,11,5,3,1,1,3,6,0,
2021년01월_계_총인구수,"557,404","24,072","14,652","8,552","27,561","13,970","17,612","31,708","29,428","23,643","16,742","31,881","22,044","43,790","16,444","76,885","39,169","20,233","11,443","36,350","19,749","18,431","13,045",
2021년01월_계_연령구간인구수,"557,404","24,072","14,652","8,552","27,561","13,970","17,612","31,708","29,428","23,643","16,742","31,881","22,044","43,790","16,444","76,885","39,169","20,233","11,443","36,350","19,749","18,431","13,045",
2021년01월_계_0~9세,"39,883","1,650",578,381,"2,095",636,"1,333","2,039","1,814","1,331",869,"1,403","2,189","5,075",605,"8,898","2,985","1,129",360,"2,286",841,746,640,
2021년01월_계_10~19세,"54,970","2,037",726,576,"2,308",974,"1,668","3,554","2,963","2,493","1,376","2,385","2,194","8,320","1,156","8,375","4,791","1,457",590,"3,557","1,301","1,212",957,
2021년01월_계_20~29세,"78,912","2,915","2,353","1,274","4,216","2,326","2,503","5,027","4,702","4,146","2,563","6,806","2,626","4,255","1,773","9,182","5,307","3,523","1,230","5,067","2,911","2,519","1,688",
2021년01월_계_30~39세,"66,165","2,818","1,892",958,"3,747","1,727","2,261","3,383","3,337","2,519","2,140","3,653","3,150","4,548","1,290","11,322","4,049","2,838","1,061","3,833","2,258","1,920","1,461",
2021년01월_계_40~49세,"89,075","3,593","1,823","1,131","4,100","1,963","2,761","5,242","4,584","3,730","2,368","4,542","4,032","10,709","2,274","13,707","6,383","2,638","1,245","5,201","2,735","2,380","1,934",
2021년01월_계_50~59세,"103,441","4,220","2,566","1,514","5,167","2,795","3,389","6,685","6,542","5,282","3,515","6,430","3,771","6,034","3,077","11,949","7,287","3,829","2,242","7,318","3,820","3,426","2,583",
2021년01월_계_60~69세,"73,878","3,850","2,499","1,392","3,708","2,178","2,252","3,563","3,418","2,523","2,618","3,802","2,595","2,929","3,144","8,183","5,092","2,978","2,632","5,655","3,295","3,414","2,158",
2021년01월_계_70~79세,"34,423","2,079","1,528",875,"1,584",945,"1,035","1,531","1,385","1,078",903,"1,876","1,045","1,296","2,054","3,613","2,130","1,229","1,357","2,241","1,747","1,823","1,069",
2021년01월_계_80~89세,"14,813",816,623,408,563,383,367,626,617,490,350,877,390,546,968,"1,460","1,000",534,633,"1,062",749,869,482,
2021년01월_계_90~99세,"1,754",85,58,38,71,41,40,56,64,50,40,106,47,70,97,179,140,75,92,129,89,114,73,
2021년01월_계_100세 이상,90,9,6,5,2,2,3,2,2,1,0,1,5,8,6,17,5,3,1,1,3,8,0,
2021년01월_남_총인구수,"274,911","11,705","7,095","4,156","13,472","6,914","8,688","15,927","14,816","11,882","8,464","16,387","10,927","21,458","7,881","37,780","19,138","10,036","5,498","17,654","9,756","8,821","6,456",
2021년01월_남_연령구간인구수,"274,911","11,705","7,095","4,156","13,472","6,914","8,688","15,927","14,816","11,882","8,464","16,387","10,927","21,458","7,881","37,780","19,138","10,036","5,498","17,654","9,756","8,821","6,456",
2021년01월_남_0~9세,"20,396",804,292,201,"1,039",312,691,"1,064",942,687,457,737,"1,083","2,579",338,"4,561","1,502",590,183,"1,189",446,375,324,
2021년01월_남_10~19세,"28,519",953,374,298,"1,193",521,867,"1,897","1,574","1,279",716,"1,209","1,054","4,218",598,"4,387","2,638",782,326,"1,832",685,607,511,
2021년01월_남_20~29세,"41,999","1,489","1,081",651,"2,109","1,203","1,316","2,676","2,568","2,263","1,388","3,688","1,417","2,332",990,"4,860","2,905","1,866",694,"2,728","1,515","1,315",945,
2021년01월_남_30~39세,"34,412","1,432",987,492,"1,912",986,"1,174","1,782","1,792","1,342","1,199","2,168","1,595","2,017",704,"5,503","2,002","1,593",609,"2,008","1,241","1,059",815,
2021년01월_남_40~49세,"43,170","1,861","1,001",593,"2,015",975,"1,335","2,416","2,148","1,720","1,167","2,342","2,021","4,901","1,177","6,705","2,839","1,291",650,"2,392","1,412","1,209","1,000",
2021년01월_남_50~59세,"50,036","2,105","1,293",723,"2,457","1,315","1,612","3,348","3,175","2,615","1,637","3,262","1,853","3,272","1,531","5,658","3,414","1,744","1,019","3,336","1,833","1,595","1,239",
2021년01월_남_60~69세,"35,603","1,818","1,167",650,"1,775","1,041","1,094","1,770","1,771","1,324","1,347","1,899","1,240","1,365","1,443","3,912","2,489","1,437","1,216","2,765","1,517","1,554","1,009",
2021년01월_남_70~79세,"15,330",942,662,379,747,415,466,732,608,480,416,802,507,570,786,"1,640",962,545,610,"1,017",817,771,456,
2021년01월_남_80~89세,"5,050",289,228,158,209,134,124,231,223,163,126,259,147,187,289,504,356,173,171,358,274,310,137,
2021년01월_남_90~99세,377,11,9,11,14,11,8,11,15,9,11,21,7,16,24,44,31,15,20,29,16,24,20,
2021년01월_남_100세 이상,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2021년01월_여_총인구수,"282,493","12,367","7,557","4,396","14,089","7,056","8,924","15,781","14,612","11,761","8,278","15,494","11,117","22,332","8,563","39,105","20,031","10,197","5,945","18,696","9,993","9,610","6,589",
2021년01월_여_연령구간인구수,"282,493","12,367","7,557","4,396","14,089","7,056","8,924","15,781","14,612","11,761","8,278","15,494","11,117","22,332","8,563","39,105","20,031","10,197","5,945","18,696","9,993","9,610","6,589",
2021년01월_여_0~9세,"19,487",846,286,180,"1,056",324,642,975,872,644,412,666,"1,106","2,496",267,"4,337","1,483",539,177,"1,097",395,371,316,
2021년01월_여_10~19세,"26,451","1,084",352,278,"1,115",453,801,"1,657","1,389","1,214",660,"1,176","1,140","4,102",558,"3,988","2,153",675,264,"1,725",616,605,446,
2021년01월_여_20~29세,"36,913","1,426","1,272",623,"2,107","1,123","1,187","2,351","2,134","1,883","1,175","3,118","1,209","1,923",783,"4,322","2,402","1,657",536,"2,339","1,396","1,204",743,
2021년01월_여_30~39세,"31,753","1,386",905,466,"1,835",741,"1,087","1,601","1,545","1,177",941,"1,485","1,555","2,531",586,"5,819","2,047","1,245",452,"1,825","1,017",861,646,
2021년01월_여_40~49세,"45,905","1,732",822,538,"2,085",988,"1,426","2,826","2,436","2,010","1,201","2,200","2,011","5,808","1,097","7,002","3,544","1,347",595,"2,809","1,323","1,171",934,
2021년01월_여_50~59세,"53,405","2,115","1,273",791,"2,710","1,480","1,777","3,337","3,367","2,667","1,878","3,168","1,918","2,762","1,546","6,291","3,873","2,085","1,223","3,982","1,987","1,831","1,344",
2021년01월_여_60~69세,"38,275","2,032","1,332",742,"1,933","1,137","1,158","1,793","1,647","1,199","1,271","1,903","1,355","1,564","1,701","4,271","2,603","1,541","1,416","2,890","1,778","1,860","1,149",
2021년01월_여_70~79세,"19,093","1,137",866,496,837,530,569,799,777,598,487,"1,074",538,726,"1,268","1,973","1,168",684,747,"1,224",930,"1,052",613,
2021년01월_여_80~89세,"9,763",527,395,250,354,249,243,395,394,327,224,618,243,359,679,956,644,361,462,704,475,559,345,
2021년01월_여_90~99세,"1,377",74,49,27,57,30,32,45,49,41,29,85,40,54,73,135,109,60,72,100,73,90,53,
2021년01월_여_100세 이상,71,8,5,5,0,1,2,2,2,1,0,1,2,7,5,11,5,3,1,1,3,6,0,
2021년02월_계_총인구수,"555,948","23,971","14,645","8,525","27,434","13,905","17,561","31,590","29,353","23,601","16,757","31,909","22,020","43,762","16,393","76,611","38,967","20,163","11,417","36,230","19,697","18,423","13,014",
2021년02월_계_연령구간인구수,"555,948","23,971","14,645","8,525","27,434","13,905","17,561","31,590","29,353","23,601","16,757","31,909","22,020","43,762","16,393","76,611","38,967","20,163","11,417","36,230","19,697","18,423","13,014",
2021년02월_계_0~9세,"39,466","1,626",566,380,"2,059",620,"1,323","2,007","1,794","1,320",865,"1,384","2,193","5,060",591,"8,806","2,942","1,112",349,"2,270",828,743,628,
2021년02월_계_10~19세,"54,706","2,033",713,568,"2,303",964,"1,663","3,536","2,920","2,476","1,367","2,389","2,187","8,302","1,157","8,345","4,763","1,462",586,"3,519","1,284","1,211",958,
2021년02월_계_20~29세,"78,411","2,888","2,348","1,269","4,172","2,312","2,482","4,995","4,687","4,130","2,561","6,805","2,611","4,259","1,765","9,078","5,251","3,473","1,224","5,024","2,894","2,514","1,669",
2021년02월_계_30~39세,"65,730","2,794","1,889",955,"3,725","1,718","2,236","3,324","3,296","2,525","2,148","3,662","3,105","4,505","1,273","11,217","4,010","2,842","1,046","3,826","2,244","1,929","1,461",
2021년02월_계_40~49세,"88,715","3,583","1,814","1,138","4,084","1,956","2,766","5,224","4,560","3,693","2,356","4,537","4,055","10,693","2,253","13,650","6,341","2,626","1,234","5,152","2,714","2,361","1,925",
2021년02월_계_50~59세,"103,239","4,207","2,569","1,497","5,135","2,775","3,379","6,696","6,534","5,275","3,511","6,411","3,767","6,059","3,070","11,967","7,248","3,811","2,230","7,287","3,814","3,426","2,571",
2021년02월_계_60~69세,"74,345","3,848","2,515","1,392","3,718","2,185","2,261","3,590","3,476","2,556","2,650","3,842","2,596","2,955","3,148","8,229","5,122","2,992","2,650","5,707","3,322","3,419","2,172",
2021년02월_계_70~79세,"34,527","2,085","1,536",876,"1,594",945,"1,034","1,536","1,390","1,080",909,"1,883","1,058","1,302","2,058","3,643","2,132","1,225","1,369","2,236","1,749","1,817","1,070",
2021년02월_계_80~89세,"14,925",814,631,407,572,388,369,618,629,494,347,887,393,547,971,"1,475","1,010",540,634,"1,077",757,880,485,
2021년02월_계_90~99세,"1,790",83,58,38,70,40,45,61,65,50,43,108,50,72,101,183,143,77,94,131,88,115,75,
2021년02월_계_100세 이상,94,10,6,5,2,2,3,3,2,2,0,1,5,8,6,18,5,3,1,1,3,8,0,
2021년02월_남_총인구수,"274,175","11,656","7,090","4,144","13,388","6,883","8,657","15,879","14,764","11,852","8,477","16,416","10,906","21,471","7,856","37,644","19,044","9,977","5,480","17,596","9,747","8,809","6,439",
2021년02월_남_연령구간인구수,"274,175","11,656","7,090","4,144","13,388","6,883","8,657","15,879","14,764","11,852","8,477","16,416","10,906","21,471","7,856","37,644","19,044","9,977","5,480","17,596","9,747","8,809","6,439",
2021년02월_남_0~9세,"20,167",789,289,202,"1,006",304,688,"1,052",932,688,450,730,"1,084","2,573",331,"4,508","1,488",582,178,"1,177",434,369,313,
2021년02월_남_10~19세,"28,386",954,365,295,"1,185",514,858,"1,892","1,543","1,275",714,"1,204","1,053","4,225",595,"4,372","2,620",786,324,"1,814",677,608,513,
2021년02월_남_20~29세,"41,703","1,468","1,082",647,"2,086","1,199","1,305","2,666","2,556","2,235","1,390","3,691","1,400","2,345",982,"4,798","2,881","1,823",685,"2,713","1,509","1,311",931,
2021년02월_남_30~39세,"34,242","1,432",979,493,"1,902",976,"1,159","1,743","1,784","1,347","1,209","2,180","1,580","1,988",702,"5,469","1,984","1,593",601,"1,997","1,241","1,064",819,
2021년02월_남_40~49세,"43,048","1,862","1,009",596,"2,008",974,"1,336","2,426","2,136","1,703","1,157","2,348","2,026","4,895","1,169","6,666","2,827","1,286",644,"2,381","1,412","1,191",996,
2021년02월_남_50~59세,"49,919","2,092","1,289",713,"2,440","1,305","1,613","3,334","3,160","2,609","1,638","3,257","1,850","3,286","1,529","5,684","3,392","1,734","1,019","3,315","1,827","1,596","1,237",
2021년02월_남_60~69세,"35,792","1,817","1,177",652,"1,781","1,046","1,093","1,794","1,797","1,345","1,356","1,916","1,236","1,379","1,442","3,923","2,498","1,443","1,217","2,786","1,531","1,549","1,014",
2021년02월_남_70~79세,"15,415",940,660,377,754,417,470,733,617,475,424,803,516,574,789,"1,659",964,543,617,"1,022",823,779,459,
2021년02월_남_80~89세,"5,097",290,230,159,210,136,124,227,224,166,127,265,151,186,291,515,359,172,174,361,277,316,137,
2021년02월_남_90~99세,386,11,9,10,14,11,10,11,15,9,12,22,7,19,25,44,31,15,21,30,16,24,20,
2021년02월_남_100세 이상,20,1,1,0,2,1,1,1,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2021년02월_여_총인구수,"281,773","12,315","7,555","4,381","14,046","7,022","8,904","15,711","14,589","11,749","8,280","15,493","11,114","22,291","8,537","38,967","19,923","10,186","5,937","18,634","9,950","9,614","6,575",
2021년02월_여_연령구간인구수,"281,773","12,315","7,555","4,381","14,046","7,022","8,904","15,711","14,589","11,749","8,280","15,493","11,114","22,291","8,537","38,967","19,923","10,186","5,937","18,634","9,950","9,614","6,575",
2021년02월_여_0~9세,"19,299",837,277,178,"1,053",316,635,955,862,632,415,654,"1,109","2,487",260,"4,298","1,454",530,171,"1,093",394,374,315,
2021년02월_여_10~19세,"26,320","1,079",348,273,"1,118",450,805,"1,644","1,377","1,201",653,"1,185","1,134","4,077",562,"3,973","2,143",676,262,"1,705",607,603,445,
2021년02월_여_20~29세,"36,708","1,420","1,266",622,"2,086","1,113","1,177","2,329","2,131","1,895","1,171","3,114","1,211","1,914",783,"4,280","2,370","1,650",539,"2,311","1,385","1,203",738,
2021년02월_여_30~39세,"31,488","1,362",910,462,"1,823",742,"1,077","1,581","1,512","1,178",939,"1,482","1,525","2,517",571,"5,748","2,026","1,249",445,"1,829","1,003",865,642,
2021년02월_여_40~49세,"45,667","1,721",805,542,"2,076",982,"1,430","2,798","2,424","1,990","1,199","2,189","2,029","5,798","1,084","6,984","3,514","1,340",590,"2,771","1,302","1,170",929,
2021년02월_여_50~59세,"53,320","2,115","1,280",784,"2,695","1,470","1,766","3,362","3,374","2,666","1,873","3,154","1,917","2,773","1,541","6,283","3,856","2,077","1,211","3,972","1,987","1,830","1,334",
2021년02월_여_60~69세,"38,553","2,031","1,338",740,"1,937","1,139","1,168","1,796","1,679","1,211","1,294","1,926","1,360","1,576","1,706","4,306","2,624","1,549","1,433","2,921","1,791","1,870","1,158",
2021년02월_여_70~79세,"19,112","1,145",876,499,840,528,564,803,773,605,485,"1,080",542,728,"1,269","1,984","1,168",682,752,"1,214",926,"1,038",611,
2021년02월_여_80~89세,"9,828",524,401,248,362,252,245,391,405,328,220,622,242,361,680,960,651,368,460,716,480,564,348,
2021년02월_여_90~99세,"1,404",72,49,28,56,29,35,50,50,41,31,86,43,53,76,139,112,62,73,101,72,91,55,
2021년02월_여_100세 이상,74,9,5,5,0,1,2,2,2,2,0,1,2,7,5,12,5,3,1,1,3,6,0,
2021년03월_계_총인구수,"554,177","23,806","14,572","8,441","27,210","13,812","17,546","31,477","29,287","23,498","16,734","32,010","21,937","43,643","16,342","76,501","38,773","20,102","11,323","36,150","19,648","18,380","12,985",
2021년03월_계_연령구간인구수,"554,177","23,806","14,572","8,441","27,210","13,812","17,546","31,477","29,287","23,498","16,734","32,010","21,937","43,643","16,342","76,501","38,773","20,102","11,323","36,150","19,648","18,380","12,985",
2021년03월_계_0~9세,"39,195","1,597",578,374,"2,029",626,"1,328","1,979","1,780","1,306",867,"1,374","2,179","4,997",594,"8,772","2,926","1,111",342,"2,253",822,735,626,
2021년03월_계_10~19세,"54,333","2,027",706,560,"2,275",940,"1,650","3,509","2,904","2,439","1,368","2,384","2,173","8,304","1,133","8,321","4,719","1,442",570,"3,483","1,271","1,210",945,
2021년03월_계_20~29세,"78,032","2,844","2,360","1,268","4,128","2,296","2,476","4,942","4,665","4,089","2,528","6,866","2,598","4,254","1,770","9,060","5,197","3,456","1,211","4,973","2,887","2,491","1,673",
2021년03월_계_30~39세,"65,349","2,764","1,860",943,"3,680","1,708","2,242","3,300","3,289","2,528","2,134","3,688","3,079","4,455","1,265","11,140","3,987","2,854","1,017","3,813","2,227","1,915","1,461",
2021년03월_계_40~49세,"88,230","3,572","1,793","1,114","4,041","1,943","2,765","5,202","4,523","3,676","2,336","4,504","4,032","10,657","2,226","13,646","6,293","2,601","1,221","5,131","2,687","2,354","1,913",
2021년03월_계_50~59세,"102,675","4,153","2,554","1,481","5,090","2,741","3,367","6,663","6,489","5,216","3,490","6,391","3,752","6,070","3,043","11,951","7,209","3,795","2,198","7,261","3,791","3,423","2,547",
2021년03월_계_60~69세,"74,955","3,854","2,508","1,386","3,737","2,191","2,264","3,647","3,553","2,612","2,699","3,906","2,621","2,971","3,172","8,292","5,149","3,002","2,667","5,776","3,333","3,426","2,189",
2021년03월_계_70~79세,"34,538","2,080","1,515",873,"1,589",937,"1,034","1,543","1,390","1,081",919,"1,881","1,059","1,310","2,061","3,642","2,127","1,219","1,370","2,240","1,772","1,825","1,071",
2021년03월_계_80~89세,"15,010",830,630,405,573,389,373,625,629,500,350,906,392,539,972,"1,491","1,018",542,632,"1,083",768,881,482,
2021년03월_계_90~99세,"1,808",81,62,37,67,40,46,63,63,49,42,109,50,78,104,182,143,78,94,136,89,117,78,
2021년03월_계_100세 이상,52,4,6,0,1,1,1,4,2,2,1,1,2,8,2,4,5,2,1,1,1,3,0,
2021년03월_남_총인구수,"273,311","11,582","7,049","4,106","13,281","6,831","8,663","15,804","14,724","11,783","8,474","16,457","10,873","21,411","7,842","37,607","18,954","9,956","5,437","17,547","9,722","8,784","6,424",
2021년03월_남_연령구간인구수,"273,311","11,582","7,049","4,106","13,281","6,831","8,663","15,804","14,724","11,783","8,474","16,457","10,873","21,411","7,842","37,607","18,954","9,956","5,437","17,547","9,722","8,784","6,424",
2021년03월_남_0~9세,"20,056",773,295,200,993,301,693,"1,036",926,684,452,726,"1,080","2,548",334,"4,495","1,475",584,174,"1,170",434,368,315,
2021년03월_남_10~19세,"28,154",948,356,289,"1,162",505,852,"1,880","1,534","1,249",716,"1,203","1,045","4,223",585,"4,359","2,595",777,316,"1,793",667,602,498,
2021년03월_남_20~29세,"41,568","1,452","1,095",648,"2,067","1,188","1,317","2,625","2,544","2,221","1,373","3,711","1,391","2,348",989,"4,811","2,858","1,811",686,"2,689","1,491","1,311",942,
2021년03월_남_30~39세,"34,048","1,422",956,489,"1,888",965,"1,156","1,737","1,775","1,338","1,205","2,198","1,572","1,953",696,"5,443","1,988","1,596",577,"1,991","1,235","1,047",821,
2021년03월_남_40~49세,"42,811","1,863",999,581,"1,978",971,"1,341","2,411","2,124","1,688","1,149","2,330","2,015","4,878","1,154","6,646","2,811","1,279",641,"2,377","1,397","1,186",992,
2021년03월_남_50~59세,"49,648","2,058","1,286",706,"2,420","1,294","1,613","3,311","3,129","2,574","1,633","3,244","1,843","3,295","1,521","5,671","3,375","1,735","1,009","3,304","1,812","1,601","1,214",
2021년03월_남_60~69세,"36,089","1,820","1,176",648,"1,793","1,048","1,083","1,830","1,835","1,381","1,378","1,947","1,253","1,385","1,455","3,959","2,499","1,446","1,219","2,810","1,549","1,548","1,027",
2021년03월_남_70~79세,"15,412",938,647,373,751,414,475,736,620,469,428,803,511,576,793,"1,655",964,539,622,"1,023",835,780,460,
2021년03월_남_80~89세,"5,127",298,229,162,215,133,122,226,221,171,129,273,153,184,290,524,357,173,173,357,286,316,135,
2021년03월_남_90~99세,389,10,9,10,13,12,11,10,16,8,11,22,8,20,25,43,32,16,20,33,16,24,20,
2021년03월_남_100세 이상,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년03월_여_총인구수,"280,866","12,224","7,523","4,335","13,929","6,981","8,883","15,673","14,563","11,715","8,260","15,553","11,064","22,232","8,500","38,894","19,819","10,146","5,886","18,603","9,926","9,596","6,561",
2021년03월_여_연령구간인구수,"280,866","12,224","7,523","4,335","13,929","6,981","8,883","15,673","14,563","11,715","8,260","15,553","11,064","22,232","8,500","38,894","19,819","10,146","5,886","18,603","9,926","9,596","6,561",
2021년03월_여_0~9세,"19,139",824,283,174,"1,036",325,635,943,854,622,415,648,"1,099","2,449",260,"4,277","1,451",527,168,"1,083",388,367,311,
2021년03월_여_10~19세,"26,179","1,079",350,271,"1,113",435,798,"1,629","1,370","1,190",652,"1,181","1,128","4,081",548,"3,962","2,124",665,254,"1,690",604,608,447,
2021년03월_여_20~29세,"36,464","1,392","1,265",620,"2,061","1,108","1,159","2,317","2,121","1,868","1,155","3,155","1,207","1,906",781,"4,249","2,339","1,645",525,"2,284","1,396","1,180",731,
2021년03월_여_30~39세,"31,301","1,342",904,454,"1,792",743,"1,086","1,563","1,514","1,190",929,"1,490","1,507","2,502",569,"5,697","1,999","1,258",440,"1,822",992,868,640,
2021년03월_여_40~49세,"45,419","1,709",794,533,"2,063",972,"1,424","2,791","2,399","1,988","1,187","2,174","2,017","5,779","1,072","7,000","3,482","1,322",580,"2,754","1,290","1,168",921,
2021년03월_여_50~59세,"53,027","2,095","1,268",775,"2,670","1,447","1,754","3,352","3,360","2,642","1,857","3,147","1,909","2,775","1,522","6,280","3,834","2,060","1,189","3,957","1,979","1,822","1,333",
2021년03월_여_60~69세,"38,866","2,034","1,332",738,"1,944","1,143","1,181","1,817","1,718","1,231","1,321","1,959","1,368","1,586","1,717","4,333","2,650","1,556","1,448","2,966","1,784","1,878","1,162",
2021년03월_여_70~79세,"19,126","1,142",868,500,838,523,559,807,770,612,491,"1,078",548,734,"1,268","1,987","1,163",680,748,"1,217",937,"1,045",611,
2021년03월_여_80~89세,"9,883",532,401,243,358,256,251,399,408,329,221,633,239,355,682,967,661,369,459,726,482,565,347,
2021년03월_여_90~99세,"1,419",71,53,27,54,28,35,53,47,41,31,87,42,58,79,139,111,62,74,103,73,93,58,
2021년03월_여_100세 이상,43,4,5,0,0,1,1,2,2,2,1,1,0,7,2,3,5,2,1,1,1,2,0,
2021년04월_계_총인구수,"552,975","23,729","14,509","8,422","27,138","13,779","17,493","31,434","29,198","23,441","16,666","32,014","21,873","43,598","16,298","76,454","38,594","20,059","11,283","36,111","19,591","18,353","12,938",
2021년04월_계_연령구간인구수,"552,975","23,729","14,509","8,422","27,138","13,779","17,493","31,434","29,198","23,441","16,666","32,014","21,873","43,598","16,298","76,454","38,594","20,059","11,283","36,111","19,591","18,353","12,938",
2021년04월_계_0~9세,"38,849","1,582",565,371,"2,019",617,"1,313","1,959","1,761","1,280",866,"1,361","2,168","4,957",576,"8,713","2,896","1,102",337,"2,231",820,730,625,
2021년04월_계_10~19세,"54,088","2,017",698,553,"2,266",931,"1,632","3,484","2,888","2,431","1,352","2,370","2,169","8,308","1,117","8,327","4,661","1,436",573,"3,467","1,270","1,198",940,
2021년04월_계_20~29세,"77,713","2,816","2,323","1,267","4,111","2,286","2,456","4,956","4,655","4,062","2,518","6,871","2,577","4,248","1,758","9,041","5,181","3,420","1,189","4,968","2,876","2,477","1,657",
